State,County,SNAP redemptions per SNAP-authorized stores 2017 (REDEMP_SNAPS17),Units,FIPS,FID
Alabama,Pike,279291.0933924612,Dollars/store,1109,279
Alabama,Randolph,239240.4825910931,Dollars/store,1111,284
Alabama,Russell,335457.5840536913,Dollars/store,1113,288
Alabama,St. Clair,189329.64364454444,Dollars/store,1115,292
Alabama,Shelby,169724.22789579158,Dollars/store,1117,298
Alabama,Sumter,162976.93656903764,Dollars/store,1119,303
Alabama,Talladega,181947.39557105492,Dollars/store,1121,306
Alabama,Tallapoosa,223794.63688622756,Dollars/store,1123,308
Alabama,Tuscaloosa,256168.33353061223,Dollars/store,1125,313
Alabama,Walker,240337.40800915335,Dollars/store,1127,317
Alabama,Washington,102199.50959999999,Dollars/store,1129,319
Alabama,Wilcox,98857.29013100438,Dollars/store,1131,326
Alabama,Winston,186238.2232,Dollars/store,1133,332
Alaska,Aleutians East,66573.378,Dollars/store,2013,346
Alaska,Aleutians West,nan,Dollars/store,2016,381
Alaska,Anchorage,512195.13504613197,Dollars/store,2020,400
Alaska,Bethel,466936.8639741518,Dollars/store,2050,411
Alaska,Bristol Bay,nan,Dollars/store,2060,423
Alaska,Denali,nan,Dollars/store,2068,426
Alaska,Dillingham,461380.77125,Dollars/store,2070,445
Alaska,Fairbanks North Star,525898.7353548388,Dollars/store,2090,454
Alaska,Haines,nan,Dollars/store,2100,462
Alaska,Hoonah-Angoon,nan,Dollars/store,2105,476
Alaska,Juneau,526015.3508333333,Dollars/store,2110,482
Alaska,Kenai Peninsula,292157.6982232346,Dollars/store,2122,494
Alaska,Ketchikan Gateway,412177.79727272724,Dollars/store,2130,514
Alaska,Kodiak Island,176145.68038834952,Dollars/store,2150,533
Alaska,Lake and Peninsula,96698.74888888889,Dollars/store,2164,544
Alaska,Matanuska-Susitna,495103.9294871795,Dollars/store,2170,556
Alaska,Nome,429378.5759197324,Dollars/store,2180,571
Alaska,North Slope,253788.10489510492,Dollars/store,2185,614
Alaska,Northwest Arctic,341286.3341463414,Dollars/store,2188,638
Alaska,Petersburg,nan,Dollars/store,2195,645
Alaska,Prince of Wales-Hyder,nan,Dollars/store,2198,669
Alaska,Sitka,nan,Dollars/store,2220,679
Alaska,Skagway,nan,Dollars/store,2230,683
Alaska,Southeast Fairbanks,216785.95774647887,Dollars/store,2240,690
Alaska,Valdez-Cordova,81587.96561403509,Dollars/store,2261,710
Alaska,Wade Hampton,nan,Dollars/store,2270,725
Alaska,Wrangell,nan,Dollars/store,2275,733
Alaska,Yakutat,nan,Dollars/store,2282,744
Alaska,Yukon-Koyukuk,90585.07642105262,Dollars/store,2290,753
Arizona,Apache,399120.12065217394,Dollars/store,4001,761
Arizona,Cochise,322208.8755080214,Dollars/store,4003,763
Arizona,Coconino,340925.3403760072,Dollars/store,4005,771
Arizona,Gila,383256.2109497207,Dollars/store,4007,787
Arizona,Graham,383764.14389078494,Dollars/store,4009,0
Arizona,Greenlee,78616.51338842975,Dollars/store,4011,1
Arizona,La Paz,149999.15287410925,Dollars/store,4012,3
Arizona,Maricopa,325480.1338528347,Dollars/store,4013,9
Arizona,Mohave,338195.3227197346,Dollars/store,4015,15
Arizona,Navajo,441813.4142142857,Dollars/store,4017,17
Arizona,Pima,344219.05560679274,Dollars/store,4019,21
Arizona,Pinal,374025.78606399184,Dollars/store,4021,26
Arizona,Santa Cruz,593721.0748623853,Dollars/store,4023,32
Arizona,Yavapai,181999.0949144812,Dollars/store,4025,35
Arizona,Yuma,537500.4912866817,Dollars/store,4027,42
Arkansas,Arkansas,220295.89736842105,Dollars/store,5001,46
Arkansas,Ashley,237844.1033898305,Dollars/store,5003,50
Arkansas,Baxter,180039.30738916257,Dollars/store,5005,54
Arkansas,Benton,159343.4274029126,Dollars/store,5007,59
Arkansas,Boone,247721.77078651686,Dollars/store,5009,62
Arkansas,Bradley,221326.7112195122,Dollars/store,5011,68
Arkansas,Calhoun,38885.9275,Dollars/store,5013,72
Arkansas,Carroll,162865.63324675325,Dollars/store,5015,74
Arkansas,Chicot,86819.80725,Dollars/store,5017,77
Arkansas,Clark,178648.54352941178,Dollars/store,5019,86
Arkansas,Clay,114936.15060402686,Dollars/store,5021,93
Arkansas,Cleburne,127860.36044609665,Dollars/store,5023,97
Arkansas,Cleveland,120053.0325,Dollars/store,5025,103
Arkansas,Columbia,279013.4855172414,Dollars/store,5027,107
Arkansas,Conway,160679.2723018868,Dollars/store,5029,109
Arkansas,Craighead,206913.91801539776,Dollars/store,5031,114
Arkansas,Crawford,208769.54318181818,Dollars/store,5033,115
Arkansas,Crittenden,273237.3612151899,Dollars/store,5035,119
Arkansas,Cross,191542.06773333333,Dollars/store,5037,124
Arkansas,Dallas,118923.88732394365,Dollars/store,5039,128
Arkansas,Desha,252773.93736263737,Dollars/store,5041,130
Arkansas,Drew,283599.01578947366,Dollars/store,5043,136
Arkansas,Faulkner,226067.1911564626,Dollars/store,5045,141
Arkansas,Franklin,127583.47239130434,Dollars/store,5047,144
Arkansas,Fulton,110537.89978021978,Dollars/store,5049,146
Arkansas,Garland,259480.5740880503,Dollars/store,5051,151
Arkansas,Grant,162212.20143884892,Dollars/store,5053,155
Arkansas,Greene,226809.7603448276,Dollars/store,5055,162
Arkansas,Hempstead,261491.7182142857,Dollars/store,5057,172
Arkansas,Hot Spring,167979.62267441858,Dollars/store,5059,184
Arkansas,Howard,164833.7982524272,Dollars/store,5061,191
Arkansas,Independence,227480.565,Dollars/store,5063,200
Arkansas,Izard,83983.98947368421,Dollars/store,5065,203
Arkansas,Jackson,189875.27634782606,Dollars/store,5067,209
Arkansas,Jefferson,264481.56575079873,Dollars/store,5069,213
Arkansas,Johnson,211061.4548698885,Dollars/store,5071,218
Arkansas,Lafayette,47301.68714285714,Dollars/store,5073,222
Arkansas,Lawrence,113260.64199095021,Dollars/store,5075,230
Arkansas,Lee,191786.01599999997,Dollars/store,5077,237
Arkansas,Lincoln,113395.16689655173,Dollars/store,5079,244
Arkansas,Little River,144485.34615384616,Dollars/store,5081,251
Arkansas,Logan,178745.48035714283,Dollars/store,5083,258
Arkansas,Lonoke,146144.6464285714,Dollars/store,5085,268
Arkansas,Madison,160126.21741935483,Dollars/store,5087,277
Arkansas,Marion,214243.0938842975,Dollars/store,5089,282
Arkansas,Miller,199457.53276595744,Dollars/store,5091,287
Arkansas,Mississippi,223232.9207829181,Dollars/store,5093,294
Arkansas,Monroe,90947.54290909092,Dollars/store,5095,300
Arkansas,Montgomery,89383.31,Dollars/store,5097,304
Arkansas,Nevada,101514.95333333334,Dollars/store,5099,307
Arkansas,Newton,73082.63538461538,Dollars/store,5101,311
Arkansas,Ouachita,188860.80863999997,Dollars/store,5103,316
Arkansas,Perry,120154.81714285715,Dollars/store,5105,318
Arkansas,Phillips,269416.9323076923,Dollars/store,5107,322
Arkansas,Pike,102922.01466666667,Dollars/store,5109,327
Arkansas,Poinsett,178107.1054005935,Dollars/store,5111,333
Arkansas,Polk,257803.0398,Dollars/store,5113,337
Arkansas,Pope,255078.78024291497,Dollars/store,5115,340
Arkansas,Prairie,80138.01094736843,Dollars/store,5117,345
Arkansas,Pulaski,248218.82682722516,Dollars/store,5119,350
Arkansas,Randolph,211682.5748780488,Dollars/store,5121,353
Arkansas,St. Francis,243607.47,Dollars/store,5123,357
Arkansas,Saline,149409.38615384614,Dollars/store,5125,360
Arkansas,Scott,142149.75428571427,Dollars/store,5127,364
Arkansas,Searcy,80879.70000000001,Dollars/store,5129,372
Arkansas,Sebastian,258197.82415841587,Dollars/store,5131,378
Arkansas,Sevier,195863.76564102565,Dollars/store,5133,390
Arkansas,Sharp,270105.6840609137,Dollars/store,5135,394
Arkansas,Stone,250428.26192307693,Dollars/store,5137,399
Arkansas,Union,262817.3972519084,Dollars/store,5139,403
Arkansas,Van Buren,212038.5650909091,Dollars/store,5141,407
Arkansas,Washington,152993.51894409937,Dollars/store,5143,417
Arkansas,White,198114.4802708804,Dollars/store,5145,428
Arkansas,Woodruff,112622.009,Dollars/store,5147,435
Arkansas,Yell,99496.54800000001,Dollars/store,5149,438
California,Alameda,207393.66938168847,Dollars/store,6001,457
California,Alpine,nan,Dollars/store,6003,461
California,Amador,204303.58038781164,Dollars/store,6005,472
California,Butte,267961.29323818017,Dollars/store,6007,486
California,Calaveras,102673.49894736843,Dollars/store,6009,489
California,Colusa,53569.68485294117,Dollars/store,6011,497
California,Contra Costa,217550.51562530652,Dollars/store,6013,503
California,Del Norte,284133.8556037152,Dollars/store,6015,511
California,El Dorado,140677.39061538462,Dollars/store,6017,522
California,Fresno,389663.0873515339,Dollars/store,6019,527
California,Glenn,135839.92875,Dollars/store,6021,537
California,Humboldt,255839.68264591438,Dollars/store,6023,551
California,Imperial,521521.4652086331,Dollars/store,6025,557
California,Inyo,168969.0712690355,Dollars/store,6027,562
California,Kern,350291.0658734477,Dollars/store,6029,84
California,Kings,346743.9050862716,Dollars/store,6031,94
California,Lake,298877.6059016394,Dollars/store,6033,100
California,Lassen,182141.4512455516,Dollars/store,6035,104
California,Los Angeles,281438.2398500423,Dollars/store,6037,139
California,Madera,268686.3413084112,Dollars/store,6039,153
California,Marin,131482.37295471987,Dollars/store,6041,168
California,Mariposa,167134.5077777778,Dollars/store,6043,178
California,Mendocino,210902.0281521739,Dollars/store,6045,190
California,Merced,343819.89774228673,Dollars/store,6047,204
California,Modoc,110332.53860465117,Dollars/store,6049,207
California,Mono,77497.44444444444,Dollars/store,6051,214
California,Monterey,264161.80283600494,Dollars/store,6053,228
California,Napa,179581.217075718,Dollars/store,6055,236
California,Nevada,176888.44203488372,Dollars/store,6057,243
California,Orange,268578.061989228,Dollars/store,6059,257
California,Placer,135132.17667458433,Dollars/store,6061,266
California,Plumas,101971.16617449664,Dollars/store,6063,275
California,Riverside,363191.2707482993,Dollars/store,6065,281
California,Sacramento,350459.97152740817,Dollars/store,6067,289
California,San Benito,211377.8508387097,Dollars/store,6069,295
California,San Bernardino,419335.1696894715,Dollars/store,6071,302
California,San Diego,252463.14773927644,Dollars/store,6073,315
California,San Francisco,163098.72456073342,Dollars/store,6075,331
California,San Joaquin,330977.25982490275,Dollars/store,6077,339
California,San Luis Obispo,165897.207641196,Dollars/store,6079,351
California,San Mateo,158988.20529750478,Dollars/store,6081,368
California,Santa Barbara,255297.93614280713,Dollars/store,6083,391
California,Santa Clara,192973.48749111904,Dollars/store,6085,406
California,Santa Cruz,244977.9918041511,Dollars/store,6087,415
California,Shasta,236084.0018291457,Dollars/store,6089,431
California,Sierra,nan,Dollars/store,6091,439
California,Siskiyou,160651.6306451613,Dollars/store,6093,446
California,Solano,275444.1884657236,Dollars/store,6095,453
California,Sonoma,159624.44638145182,Dollars/store,6097,463
California,Stanislaus,298303.6440310078,Dollars/store,6099,473
California,Sutter,292885.88629343634,Dollars/store,6101,483
California,Tehama,187316.92970711298,Dollars/store,6103,492
California,Trinity,51095.61992031873,Dollars/store,6105,500
California,Tulare,408218.2059502896,Dollars/store,6107,501
California,Tuolumne,210365.84332640332,Dollars/store,6109,513
California,Ventura,248949.8214923077,Dollars/store,6111,521
California,Yolo,177939.8385802817,Dollars/store,6113,525
California,Yuba,230402.40309202453,Dollars/store,6115,541
Colorado,Adams,304681.5617403608,Dollars/store,8001,545
Colorado,Alamosa,595766.0757446808,Dollars/store,8003,549
Colorado,Arapahoe,287000.674990991,Dollars/store,8005,558
Colorado,Archuleta,175057.50179104478,Dollars/store,8007,560
Colorado,Baca,44819.27,Dollars/store,8009,563
Colorado,Bent,189684.23,Dollars/store,8011,564
Colorado,Boulder,146902.32384720328,Dollars/store,8013,570
Colorado,Broomfield,182715.294,Dollars/store,8014,577
Colorado,Chaffee,140934.7708695652,Dollars/store,8015,582
Colorado,Cheyenne,nan,Dollars/store,8017,587
Colorado,Clear Creek,74689.19376623376,Dollars/store,8019,591
Colorado,Conejos,139007.59787234044,Dollars/store,8021,596
Colorado,Costilla,38752.10333333333,Dollars/store,8023,599
Colorado,Crowley,nan,Dollars/store,8025,605
Colorado,Custer,nan,Dollars/store,8027,610
Colorado,Delta,449109.24079999997,Dollars/store,8029,617
Colorado,Denver,281410.491382511,Dollars/store,8031,628
Colorado,Dolores,nan,Dollars/store,8033,636
Colorado,Douglas,89622.63372549019,Dollars/store,8035,644
Colorado,Eagle,125458.65555555554,Dollars/store,8037,648
Colorado,Elbert,nan,Dollars/store,8039,655
Colorado,El Paso,335762.7770290456,Dollars/store,8041,661
Colorado,Fremont,564080.2604347826,Dollars/store,8043,664
Colorado,Garfield,137320.05675675673,Dollars/store,8045,667
Colorado,Gilpin,nan,Dollars/store,8047,672
Colorado,Grand,74511.56783505154,Dollars/store,8049,677
Colorado,Gunnison,130284.22285714286,Dollars/store,8051,682
Colorado,Hinsdale,nan,Dollars/store,8053,688
Colorado,Huerfano,216768.3918584071,Dollars/store,8055,693
Colorado,Jackson,nan,Dollars/store,8057,701
Colorado,Jefferson,248216.3899285714,Dollars/store,8059,706
Colorado,Kiowa,nan,Dollars/store,8061,711
Colorado,Kit Carson,78671.39555555556,Dollars/store,8063,716
Colorado,Lake,77429.1557142857,Dollars/store,8065,721
Colorado,La Plata,235420.7416551724,Dollars/store,8067,727
Colorado,Larimer,308831.6972792363,Dollars/store,8069,734
Colorado,Las Animas,452063.0736690647,Dollars/store,8071,741
Colorado,Lincoln,64574.77043478261,Dollars/store,8073,747
Colorado,Logan,450216.07116279064,Dollars/store,8075,749
Colorado,Mesa,357328.1193527508,Dollars/store,8077,751
Colorado,Mineral,nan,Dollars/store,8079,757
Colorado,Moffat,200602.36,Dollars/store,8081,758
Colorado,Montezuma,417503.35325301206,Dollars/store,8083,766
Colorado,Montrose,303508.9402247191,Dollars/store,8085,769
Colorado,Morgan,161087.50251655627,Dollars/store,8087,775
Colorado,Otero,401172.3275675676,Dollars/store,8089,777
Colorado,Ouray,nan,Dollars/store,8091,780
Colorado,Park,55128.656,Dollars/store,8093,782
Colorado,Phillips,nan,Dollars/store,8095,785
Colorado,Pitkin,56375.6325,Dollars/store,8097,789
Colorado,Prowers,284322.8623076923,Dollars/store,8099,792
Colorado,Pueblo,516134.9003360117,Dollars/store,8101,795
Colorado,Rio Blanco,38452.42333333333,Dollars/store,8103,799
Colorado,Rio Grande,151610.01513513512,Dollars/store,8105,802
Colorado,Routt,89751.88127388534,Dollars/store,8107,809
Colorado,Saguache,72415.6125,Dollars/store,8109,811
Colorado,San Juan,nan,Dollars/store,8111,347
Colorado,San Miguel,40212.49862068966,Dollars/store,8113,359
Colorado,Sedgwick,nan,Dollars/store,8115,366
Colorado,Summit,76717.41875,Dollars/store,8117,373
Colorado,Teller,179336.52000000002,Dollars/store,8119,375
Colorado,Washington,nan,Dollars/store,8121,377
Colorado,Weld,278746.8334943182,Dollars/store,8123,382
Colorado,Yuma,85572.761,Dollars/store,8125,385
Connecticut,Fairfield,266913.3549821641,Dollars/store,9001,410
Connecticut,Hartford,313547.38083127036,Dollars/store,9003,432
Connecticut,Litchfield,177056.60727272727,Dollars/store,9005,443
Connecticut,Middlesex,175380.5518766067,Dollars/store,9007,450
Connecticut,New Haven,310987.720131309,Dollars/store,9009,466
Connecticut,New London,240259.07840366973,Dollars/store,9011,517
Connecticut,Tolland,113929.22520670392,Dollars/store,9013,524
Connecticut,Windham,281178.7561459308,Dollars/store,9015,529
Delaware,Kent,318456.92292746116,Dollars/store,10001,532
Delaware,New Castle,293951.6092160929,Dollars/store,10003,536
Delaware,Sussex,264217.07063793106,Dollars/store,10005,609
District of Columbia,District of Columbia,287319.8573810066,Dollars/store,11001,630
Florida,Alachua,344785.33571313455,Dollars/store,12001,639
Florida,Baker,289725.80094488186,Dollars/store,12003,641
Florida,Bay,222136.7647665848,Dollars/store,12005,658
Florida,Bradford,345485.2166850828,Dollars/store,12007,665
Florida,Brevard,294595.1295112379,Dollars/store,12009,686
Florida,Broward,537485.398477182,Dollars/store,12011,695
Florida,Calhoun,207286.69487603306,Dollars/store,12013,699
Florida,Charlotte,276142.2299101796,Dollars/store,12015,743
Florida,Citrus,264487.11481865286,Dollars/store,12017,843
Florida,Clay,277956.846343949,Dollars/store,12019,852
Florida,Collier,313597.8647849883,Dollars/store,12021,894
Florida,Columbia,344436.9598862559,Dollars/store,12023,903
Florida,DeSoto,438889.37775216135,Dollars/store,12027,906
Florida,Dixie,244813.9984390244,Dollars/store,12029,918
Florida,Duval,366794.883759063,Dollars/store,12031,924
Florida,Escambia,266537.7736219817,Dollars/store,12033,931
Florida,Flagler,339534.70039840636,Dollars/store,12035,935
Florida,Franklin,128886.3111764706,Dollars/store,12037,937
Florida,Gadsden,240148.91257142858,Dollars/store,12039,938
Florida,Gilchrist,102798.74571428572,Dollars/store,12041,939
Florida,Glades,55552.87594936709,Dollars/store,12043,940
Florida,Gulf,108863.2176,Dollars/store,12045,941
Florida,Hamilton,100288.83467680607,Dollars/store,12047,942
Florida,Hardee,339412.5971346705,Dollars/store,12049,943
Florida,Hendry,641907.7778666667,Dollars/store,12051,944
Florida,Hernando,439706.09390820586,Dollars/store,12053,945
Florida,Highlands,388257.74317399616,Dollars/store,12055,946
Florida,Hillsborough,408707.7244733632,Dollars/store,12057,947
Florida,Holmes,115633.0290909091,Dollars/store,12059,948
Florida,Indian River,340959.65741839766,Dollars/store,12061,949
Florida,Jackson,226095.35313131314,Dollars/store,12063,950
Florida,Jefferson,122063.79652173915,Dollars/store,12065,951
Florida,Lafayette,149437.3757142857,Dollars/store,12067,952
Florida,Lake,348543.14377659577,Dollars/store,12069,953
Florida,Lee,351938.05868936173,Dollars/store,12071,954
Florida,Leon,250404.17828188918,Dollars/store,12073,955
Florida,Levy,352997.6181443299,Dollars/store,12075,956
Florida,Liberty,102571.36733944954,Dollars/store,12077,957
Florida,Madison,155368.2796153846,Dollars/store,12079,958
Florida,Manatee,336692.9815929203,Dollars/store,12081,959
Florida,Marion,348684.21224532224,Dollars/store,12083,960
Florida,Martin,223324.5310037175,Dollars/store,12085,961
Florida,Miami-Dade,858017.8065331095,Dollars/store,12086,962
Florida,Monroe,208247.3568275862,Dollars/store,12087,963
Florida,Nassau,178182.031212938,Dollars/store,12089,964
Florida,Okaloosa,191782.71532769557,Dollars/store,12091,965
Florida,Okeechobee,364945.3011091234,Dollars/store,12093,966
Florida,Orange,452332.9686462961,Dollars/store,12095,967
Florida,Osceola,679707.6362721474,Dollars/store,12097,968
Florida,Palm Beach,432999.160505106,Dollars/store,12099,969
Florida,Pasco,355881.0528742515,Dollars/store,12101,970
Florida,Pinellas,279075.39204960834,Dollars/store,12103,971
Florida,Polk,404215.15851942485,Dollars/store,12105,972
Florida,Putnam,365646.9435252436,Dollars/store,12107,973
Florida,St. Johns,184889.8712021136,Dollars/store,12109,974
Florida,St. Lucie,477254.02463755826,Dollars/store,12111,975
Florida,Santa Rosa,200495.69910979227,Dollars/store,12113,976
Florida,Sarasota,206304.80580060423,Dollars/store,12115,977
Florida,Seminole,363437.9419044794,Dollars/store,12117,978
Florida,Sumter,238440.38679900742,Dollars/store,12119,979
Florida,Suwannee,315102.17316923075,Dollars/store,12121,980
Florida,Taylor,211885.78766666667,Dollars/store,12123,981
Florida,Union,170027.82416666666,Dollars/store,12125,982
Florida,Volusia,331012.44392067986,Dollars/store,12127,983
Florida,Wakulla,158907.3623661972,Dollars/store,12129,984
Florida,Walton,204688.07530726254,Dollars/store,12131,985
Florida,Washington,309767.78831460676,Dollars/store,12133,986
Georgia,Appling,264283.7738181818,Dollars/store,13001,987
Georgia,Atkinson,122810.59253731344,Dollars/store,13003,988
Georgia,Bacon,185948.10534653466,Dollars/store,13005,989
Georgia,Baker,95534.8325,Dollars/store,13007,990
Georgia,Baldwin,303134.6461077845,Dollars/store,13009,991
Georgia,Banks,237731.74958904108,Dollars/store,13011,992
Georgia,Barrow,233062.1478672986,Dollars/store,13013,993
Georgia,Bartow,168015.938630137,Dollars/store,13015,994
Georgia,Ben Hill,243861.78481481483,Dollars/store,13017,995
Georgia,Berrien,124891.83588424437,Dollars/store,13019,996
Georgia,Bibb,329065.89979734994,Dollars/store,13021,997
Georgia,Bleckley,191532.02805194803,Dollars/store,13023,998
Georgia,Brantley,127749.50967741935,Dollars/store,13025,999
Georgia,Brooks,136271.4740625,Dollars/store,13027,565
Georgia,Bryan,172354.6511392405,Dollars/store,13029,573
Georgia,Bulloch,243188.05238558908,Dollars/store,13031,579
Georgia,Burke,313938.7790769231,Dollars/store,13033,583
Georgia,Butts,155193.89147826086,Dollars/store,13035,588
Georgia,Calhoun,158753.544,Dollars/store,13037,592
Georgia,Camden,227194.75431693989,Dollars/store,13039,603
Georgia,Candler,150936.85432098765,Dollars/store,13043,616
Georgia,Carroll,253822.17561625584,Dollars/store,13045,620
Georgia,Catoosa,236945.08263736265,Dollars/store,13047,626
Georgia,Charlton,130353.67875,Dollars/store,13049,635
Georgia,Chatham,248065.9737492643,Dollars/store,13051,646
Georgia,Chattahoochee,121712.7675,Dollars/store,13053,656
Georgia,Chattooga,243816.48657534245,Dollars/store,13055,659
Georgia,Cherokee,195229.93692416727,Dollars/store,13057,662
Georgia,Clarke,278862.3553605948,Dollars/store,13059,666
Georgia,Clay,148351.19538461542,Dollars/store,13061,670
Georgia,Clayton,477353.49435263494,Dollars/store,13063,673
Georgia,Clinch,43091.25523809524,Dollars/store,13065,676
Georgia,Cobb,243214.8412446614,Dollars/store,13067,680
Georgia,Coffee,242848.30350631135,Dollars/store,13069,684
Georgia,Colquitt,256756.94768,Dollars/store,13071,689
Georgia,Columbia,328648.3907444668,Dollars/store,13073,692
Georgia,Cook,227371.97469964667,Dollars/store,13075,697
Georgia,Coweta,242008.64149176062,Dollars/store,13077,700
Georgia,Crawford,56226.697425742575,Dollars/store,13079,704
Georgia,Crisp,302733.4532803181,Dollars/store,13081,707
Georgia,Dade,111831.73927272728,Dollars/store,13083,708
Georgia,Dawson,213096.8892857143,Dollars/store,13085,713
Georgia,Decatur,264084.6603327172,Dollars/store,13087,714
Georgia,DeKalb,390942.349727912,Dollars/store,13089,718
Georgia,Dodge,278489.0639130435,Dollars/store,13091,720
Georgia,Dooly,129764.3397356828,Dollars/store,13093,724
Georgia,Dougherty,425822.69197155786,Dollars/store,13095,728
Georgia,Douglas,418638.0861561119,Dollars/store,13097,731
Georgia,Early,358154.57,Dollars/store,13099,735
Georgia,Echols,nan,Dollars/store,13101,737
Georgia,Effingham,227000.006778043,Dollars/store,13103,742
Georgia,Elbert,227864.3934375,Dollars/store,13105,746
Georgia,Emanuel,300619.9620304568,Dollars/store,13107,750
Georgia,Evans,164553.8882868526,Dollars/store,13109,754
Georgia,Fannin,268539.12051948055,Dollars/store,13111,755
Georgia,Fayette,294381.215388535,Dollars/store,13113,760
Georgia,Floyd,254453.89477647058,Dollars/store,13115,764
Georgia,Forsyth,105709.27364354697,Dollars/store,13117,768
Georgia,Franklin,168584.2857142857,Dollars/store,13119,772
Georgia,Fulton,318836.5857832268,Dollars/store,13121,779
Georgia,Gilmer,238556.05542857145,Dollars/store,13123,781
Georgia,Glascock,46459.27,Dollars/store,13125,783
Georgia,Glynn,247440.717882919,Dollars/store,13127,793
Georgia,Gordon,196056.70147058822,Dollars/store,13129,796
Georgia,Grady,260981.32905660378,Dollars/store,13131,797
Georgia,Greene,139063.4182524272,Dollars/store,13133,800
Georgia,Gwinnett,286975.87946260924,Dollars/store,13135,804
Georgia,Habersham,173999.29376146788,Dollars/store,13137,806
Georgia,Hall,183189.24409025445,Dollars/store,13139,808
Georgia,Hancock,80675.86074074075,Dollars/store,13141,810
Georgia,Haralson,254322.91961813843,Dollars/store,13143,813
Georgia,Harris,56493.96,Dollars/store,13145,814
Georgia,Hart,269935.08842809364,Dollars/store,13147,816
Georgia,Heard,113515.85677419355,Dollars/store,13149,817
Georgia,Henry,378676.1917932149,Dollars/store,13151,820
Georgia,Houston,279939.2270835838,Dollars/store,13153,823
Georgia,Irwin,59406.502135922325,Dollars/store,13155,825
Georgia,Jackson,161452.82719298246,Dollars/store,13157,828
Georgia,Jasper,188560.715,Dollars/store,13159,830
Georgia,Jeff Davis,284459.55210526317,Dollars/store,13161,832
Georgia,Jefferson,209053.5442990654,Dollars/store,13163,834
Georgia,Jenkins,144863.2697368421,Dollars/store,13165,835
Georgia,Johnson,202505.4117293233,Dollars/store,13167,837
Georgia,Jones,144920.2032,Dollars/store,13169,839
Georgia,Lamar,220251.88875,Dollars/store,13171,841
