State,County,Grocery stores per 1000 pop 2016 (GROCPTH16),Units,FIPS,FID
Alabama,Limestone,0.107619458,"# per 1,000 pop",1083,197
Alabama,Lowndes,0.195293428,"# per 1,000 pop",1085,205
Alabama,Macon,0.209731544,"# per 1,000 pop",1087,210
Alabama,Madison,0.129100339,"# per 1,000 pop",1089,217
Alabama,Marengo,0.153806716,"# per 1,000 pop",1091,220
Alabama,Marion,0.100260678,"# per 1,000 pop",1093,224
Alabama,Marshall,0.231474175,"# per 1,000 pop",1095,231
Alabama,Mobile,0.134987899,"# per 1,000 pop",1097,240
Alabama,Monroe,0.23178194,"# per 1,000 pop",1099,250
Alabama,Montgomery,0.14996736,"# per 1,000 pop",1101,256
Alabama,Morgan,0.151490923,"# per 1,000 pop",1103,262
Alabama,Perry,0.313479624,"# per 1,000 pop",1105,264
Alabama,Pickens,0.246123554,"# per 1,000 pop",1107,273
Alabama,Pike,0.210748156,"# per 1,000 pop",1109,279
Alabama,Randolph,0.133345186,"# per 1,000 pop",1111,284
Alabama,Russell,0.206267081,"# per 1,000 pop",1113,288
Alabama,St. Clair,0.160032921,"# per 1,000 pop",1115,292
Alabama,Shelby,0.123180132,"# per 1,000 pop",1117,298
Alabama,Sumter,0.154655119,"# per 1,000 pop",1119,303
Alabama,Talladega,0.099519817,"# per 1,000 pop",1121,306
Alabama,Tallapoosa,0.147877951,"# per 1,000 pop",1123,308
Alabama,Tuscaloosa,0.121193318,"# per 1,000 pop",1125,313
Alabama,Walker,0.154892272,"# per 1,000 pop",1127,317
Alabama,Washington,0.180223477,"# per 1,000 pop",1129,319
Alabama,Wilcox,0.643678161,"# per 1,000 pop",1131,326
Alabama,Winston,0.251182652,"# per 1,000 pop",1133,332
Alaska,Aleutians East,1.203369434,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.696015312,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.110970623,"# per 1,000 pop",2020,400
Alaska,Bethel,1.27919911,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,2.209944751,"# per 1,000 pop",2060,423
Alaska,Denali,0.488997555,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.803858521,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.069581122,"# per 1,000 pop",2090,454
Alaska,Haines,1.185302252,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105,476
Alaska,Juneau,0.123437741,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.290384845,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.291396518,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.365523796,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,1.248439451,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.09604026,"# per 1,000 pop",2170,556
Alaska,Nome,1.916288452,"# per 1,000 pop",2180,571
Alaska,North Slope,0.826019618,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,1.044113808,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.0,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198,669
Alaska,Sitka,0.45620438,"# per 1,000 pop",2220,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.584795322,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.856531049,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,3.267973856,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,1.662971175,"# per 1,000 pop",2290,753
Arizona,Apache,0.126098104,"# per 1,000 pop",4001,761
Arizona,Cochise,0.127637509,"# per 1,000 pop",4003,763
Arizona,Coconino,0.142776576,"# per 1,000 pop",4005,771
Arizona,Gila,0.112576693,"# per 1,000 pop",4007,787
Arizona,Graham,0.158868854,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.207835394,"# per 1,000 pop",4011,1
Arizona,La Paz,0.292354919,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.110313666,"# per 1,000 pop",4013,9
Arizona,Mohave,0.082771381,"# per 1,000 pop",4015,15
Arizona,Navajo,0.12924429,"# per 1,000 pop",4017,17
Arizona,Pima,0.120491566,"# per 1,000 pop",4019,21
Arizona,Pinal,0.074678101,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.217037439,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.129254824,"# per 1,000 pop",4025,35
Arizona,Yuma,0.150878747,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.164699424,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.097570495,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.194434318,"# per 1,000 pop",5005,54
Arkansas,Benton,0.143020595,"# per 1,000 pop",5007,59
Arkansas,Boone,0.18821758,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.182165953,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.0,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.180323139,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.366568915,"# per 1,000 pop",5017,77
Arkansas,Clark,0.088691796,"# per 1,000 pop",5019,86
Arkansas,Clay,0.265657169,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.278230454,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.242130751,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.125088604,"# per 1,000 pop",5027,107
Arkansas,Conway,0.191433357,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.198523364,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.128495479,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.182481752,"# per 1,000 pop",5035,119
Arkansas,Cross,0.176087339,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.269179004,"# per 1,000 pop",5039,128
Arkansas,Desha,0.33557047,"# per 1,000 pop",5041,130
Arkansas,Drew,0.107365257,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.106484932,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.113179786,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.083063377,"# per 1,000 pop",5049,146
Arkansas,Garland,0.162881371,"# per 1,000 pop",5051,151
Arkansas,Grant,0.221067757,"# per 1,000 pop",5053,155
Arkansas,Greene,0.15654702,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.13620267,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.179393649,"# per 1,000 pop",5059,184
Arkansas,Howard,0.223247507,"# per 1,000 pop",5061,191
Arkansas,Independence,0.188709764,"# per 1,000 pop",5063,200
Arkansas,Izard,0.296515938,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.173320238,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.213243866,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.0381316,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.144341801,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.180299297,"# per 1,000 pop",5075,230
Arkansas,Lee,0.106837607,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.072411296,"# per 1,000 pop",5079,244
Arkansas,Little River,0.160901046,"# per 1,000 pop",5081,251
Arkansas,Logan,0.092110717,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.083615536,"# per 1,000 pop",5085,268
Arkansas,Madison,0.124185036,"# per 1,000 pop",5087,277
Arkansas,Marion,0.18327326,"# per 1,000 pop",5089,282
Arkansas,Miller,0.159547796,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.233181765,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.414651002,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.111744329,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.119417244,"# per 1,000 pop",5099,307
Arkansas,Newton,0.254161901,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.208168533,"# per 1,000 pop",5103,316
Arkansas,Perry,0.194685097,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.31496063,"# per 1,000 pop",5107,322
Arkansas,Pike,0.369788296,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.208263912,"# per 1,000 pop",5111,333
Arkansas,Polk,0.148949903,"# per 1,000 pop",5113,337
Arkansas,Pope,0.125289733,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.362713094,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.144788748,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.172334559,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.22810219,"# per 1,000 pop",5123,357
Arkansas,Saline,0.102060777,"# per 1,000 pop",5125,360
Arkansas,Scott,0.28957529,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.251098556,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.141102323,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.29489826,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.175049597,"# per 1,000 pop",5135,394
Arkansas,Stone,0.16,"# per 1,000 pop",5137,399
Arkansas,Union,0.150500414,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.120322464,"# per 1,000 pop",5141,407
Arkansas,Washington,0.171353251,"# per 1,000 pop",5143,417
Arkansas,White,0.139526624,"# per 1,000 pop",5145,428
Arkansas,Woodruff,0.452966933,"# per 1,000 pop",5147,435
Arkansas,Yell,0.139625803,"# per 1,000 pop",5149,438
California,Alameda,0.225013247,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.346916447,"# per 1,000 pop",6005,472
California,Butte,0.19865357,"# per 1,000 pop",6007,486
California,Calaveras,0.242745228,"# per 1,000 pop",6009,489
California,Colusa,0.462000462,"# per 1,000 pop",6011,497
California,Contra Costa,0.17564737,"# per 1,000 pop",6013,503
California,Del Norte,0.218579235,"# per 1,000 pop",6015,511
California,El Dorado,0.171791788,"# per 1,000 pop",6017,522
California,Fresno,0.262369657,"# per 1,000 pop",6019,527
California,Glenn,0.286051418,"# per 1,000 pop",6021,537
California,Humboldt,0.351779786,"# per 1,000 pop",6023,551
California,Imperial,0.193391535,"# per 1,000 pop",6025,557
California,Inyo,0.277254076,"# per 1,000 pop",6027,562
California,Kern,0.211278904,"# per 1,000 pop",6029,84
California,Kings,0.186919631,"# per 1,000 pop",6031,94
California,Lake,0.375293198,"# per 1,000 pop",6033,100
California,Lassen,0.226215098,"# per 1,000 pop",6035,104
California,Los Angeles,0.195063168,"# per 1,000 pop",6037,139
California,Madera,0.245215079,"# per 1,000 pop",6039,153
California,Marin,0.267653671,"# per 1,000 pop",6041,168
California,Mariposa,0.285322986,"# per 1,000 pop",6043,178
California,Mendocino,0.525060211,"# per 1,000 pop",6045,190
California,Merced,0.252902804,"# per 1,000 pop",6047,204
California,Modoc,0.447377251,"# per 1,000 pop",6049,207
California,Mono,0.425501737,"# per 1,000 pop",6051,214
California,Monterey,0.256667041,"# per 1,000 pop",6053,228
California,Napa,0.282388157,"# per 1,000 pop",6055,236
California,Nevada,0.252390135,"# per 1,000 pop",6057,243
California,Orange,0.156087589,"# per 1,000 pop",6059,257
California,Placer,0.168535479,"# per 1,000 pop",6061,266
California,Plumas,0.479054665,"# per 1,000 pop",6063,275
California,Riverside,0.146237914,"# per 1,000 pop",6065,281
California,Sacramento,0.181726868,"# per 1,000 pop",6067,289
California,San Benito,0.151681133,"# per 1,000 pop",6069,295
California,San Bernardino,0.144586364,"# per 1,000 pop",6071,302
California,San Diego,0.174544797,"# per 1,000 pop",6073,315
California,San Francisco,0.408627753,"# per 1,000 pop",6075,331
California,San Joaquin,0.217896374,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.244436415,"# per 1,000 pop",6079,351
California,San Mateo,0.236498471,"# per 1,000 pop",6081,368
California,Santa Barbara,0.268879847,"# per 1,000 pop",6083,391
California,Santa Clara,0.180163856,"# per 1,000 pop",6085,406
California,Santa Cruz,0.257997936,"# per 1,000 pop",6087,415
California,Shasta,0.19577791,"# per 1,000 pop",6089,431
California,Sierra,0.337381916,"# per 1,000 pop",6091,439
California,Siskiyou,0.436671187,"# per 1,000 pop",6093,446
California,Solano,0.163518185,"# per 1,000 pop",6095,453
California,Sonoma,0.27786985,"# per 1,000 pop",6097,463
California,Stanislaus,0.241986283,"# per 1,000 pop",6099,473
California,Sutter,0.218617918,"# per 1,000 pop",6101,483
California,Tehama,0.157619318,"# per 1,000 pop",6103,492
California,Trinity,0.700989174,"# per 1,000 pop",6105,500
California,Tulare,0.258226914,"# per 1,000 pop",6107,501
California,Tuolumne,0.297469649,"# per 1,000 pop",6109,513
California,Ventura,0.196217583,"# per 1,000 pop",6111,521
California,Yolo,0.203742377,"# per 1,000 pop",6113,525
California,Yuba,0.133005254,"# per 1,000 pop",6115,541
Colorado,Adams,0.126659898,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.243072436,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.149148519,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.233717669,"# per 1,000 pop",8007,560
Colorado,Baca,0.281848929,"# per 1,000 pop",8009,563
Colorado,Bent,0.352050695,"# per 1,000 pop",8011,564
Colorado,Boulder,0.189928792,"# per 1,000 pop",8013,570
Colorado,Broomfield,0.090213355,"# per 1,000 pop",8014,577
Colorado,Chaffee,0.366837858,"# per 1,000 pop",8015,582
Colorado,Cheyenne,1.090512541,"# per 1,000 pop",8017,587
Colorado,Clear Creek,0.106826194,"# per 1,000 pop",8019,591
Colorado,Conejos,0.371655104,"# per 1,000 pop",8021,596
Colorado,Costilla,0.539811066,"# per 1,000 pop",8023,599
Colorado,Crowley,0.190331176,"# per 1,000 pop",8025,605
Colorado,Custer,0.434688111,"# per 1,000 pop",8027,610
Colorado,Delta,0.230672906,"# per 1,000 pop",8029,617
Colorado,Denver,0.168399357,"# per 1,000 pop",8031,628
Colorado,Dolores,0.484966052,"# per 1,000 pop",8033,636
Colorado,Douglas,0.076284168,"# per 1,000 pop",8035,644
Colorado,Eagle,0.312706938,"# per 1,000 pop",8037,648
Colorado,Elbert,0.0399345,"# per 1,000 pop",8039,655
Colorado,El Paso,0.088829863,"# per 1,000 pop",8041,661
Colorado,Fremont,0.106596171,"# per 1,000 pop",8043,664
Colorado,Garfield,0.169761994,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.0,"# per 1,000 pop",8047,672
Colorado,Grand,0.33049111,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.303195682,"# per 1,000 pop",8051,682
Colorado,Hinsdale,2.541296061,"# per 1,000 pop",8053,688
Colorado,Huerfano,0.607718019,"# per 1,000 pop",8055,693
Colorado,Jackson,1.470588235,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.106860253,"# per 1,000 pop",8059,706
Colorado,Kiowa,1.483679525,"# per 1,000 pop",8061,711
Colorado,Kit Carson,0.393287887,"# per 1,000 pop",8063,716
Colorado,Lake,0.262950302,"# per 1,000 pop",8065,721
Colorado,La Plata,0.181106926,"# per 1,000 pop",8067,727
Colorado,Larimer,0.106341812,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.283949741,"# per 1,000 pop",8071,741
Colorado,Lincoln,0.359582884,"# per 1,000 pop",8073,747
Colorado,Logan,0.091220068,"# per 1,000 pop",8075,749
Colorado,Mesa,0.140192531,"# per 1,000 pop",8077,751
Colorado,Mineral,1.324503311,"# per 1,000 pop",8079,757
Colorado,Moffat,0.151964136,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.192492782,"# per 1,000 pop",8083,766
Colorado,Montrose,0.19436346,"# per 1,000 pop",8085,769
Colorado,Morgan,0.249438763,"# per 1,000 pop",8087,775
Colorado,Otero,0.164482702,"# per 1,000 pop",8089,777
Colorado,Ouray,0.627090301,"# per 1,000 pop",8091,780
Colorado,Park,0.23054755,"# per 1,000 pop",8093,782
Colorado,Phillips,0.934361131,"# per 1,000 pop",8095,785
Colorado,Pitkin,0.391192579,"# per 1,000 pop",8097,789
Colorado,Prowers,0.166819585,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.103134062,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.154249576,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.264596931,"# per 1,000 pop",8105,802
Colorado,Routt,0.364682524,"# per 1,000 pop",8107,809
Colorado,Saguache,0.780396441,"# per 1,000 pop",8109,811
Colorado,San Juan,1.45137881,"# per 1,000 pop",8111,347
Colorado,San Miguel,0.753390256,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.415800416,"# per 1,000 pop",8115,366
Colorado,Summit,0.329684821,"# per 1,000 pop",8117,373
Colorado,Teller,0.166389351,"# per 1,000 pop",8119,375
Colorado,Washington,0.206355757,"# per 1,000 pop",8121,377
Colorado,Weld,0.108753649,"# per 1,000 pop",8123,382
Colorado,Yuma,0.395335046,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.219133978,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.288108168,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.240309781,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.189680175,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.240705231,"# per 1,000 pop",9009,466
Connecticut,New London,0.144816139,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.105858613,"# per 1,000 pop",9013,524
Connecticut,Windham,0.206821668,"# per 1,000 pop",9015,529
Delaware,Kent,0.160225231,"# per 1,000 pop",10001,532
Delaware,New Castle,0.173881556,"# per 1,000 pop",10003,536
Delaware,Sussex,0.213546092,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,0.271796311,"# per 1,000 pop",11001,630
Florida,Alachua,0.162668674,"# per 1,000 pop",12001,639
Florida,Baker,0.214938205,"# per 1,000 pop",12003,641
Florida,Bay,0.158476873,"# per 1,000 pop",12005,658
Florida,Bradford,0.112241844,"# per 1,000 pop",12007,665
Florida,Brevard,0.138432494,"# per 1,000 pop",12009,686
Florida,Broward,0.193519244,"# per 1,000 pop",12011,695
Florida,Calhoun,0.139266068,"# per 1,000 pop",12013,699
Florida,Charlotte,0.117873561,"# per 1,000 pop",12015,743
Florida,Citrus,0.125882929,"# per 1,000 pop",12017,843
Florida,Clay,0.101331789,"# per 1,000 pop",12019,852
Florida,Collier,0.166623417,"# per 1,000 pop",12021,894
Florida,Columbia,0.101048012,"# per 1,000 pop",12023,903
Florida,DeSoto,0.139178845,"# per 1,000 pop",12027,906
Florida,Dixie,0.182071979,"# per 1,000 pop",12029,918
Florida,Duval,0.187827889,"# per 1,000 pop",12031,924
Florida,Escambia,0.147572591,"# per 1,000 pop",12033,931
Florida,Flagler,0.120588099,"# per 1,000 pop",12035,935
Florida,Franklin,0.423764726,"# per 1,000 pop",12037,937
Florida,Gadsden,0.151662875,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.174317257,"# per 1,000 pop",12041,939
Florida,Glades,0.074294205,"# per 1,000 pop",12043,940
Florida,Gulf,0.248447205,"# per 1,000 pop",12045,941
Florida,Hamilton,0.139625803,"# per 1,000 pop",12047,942
Florida,Hardee,0.328815169,"# per 1,000 pop",12049,943
Florida,Hendry,0.252270434,"# per 1,000 pop",12051,944
Florida,Hernando,0.120725892,"# per 1,000 pop",12053,945
Florida,Highlands,0.108312491,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.202659618,"# per 1,000 pop",12057,947
Florida,Holmes,0.206111197,"# per 1,000 pop",12059,948
Florida,Indian River,0.17835674,"# per 1,000 pop",12061,949
Florida,Jackson,0.144951545,"# per 1,000 pop",12063,950
Florida,Jefferson,0.215316156,"# per 1,000 pop",12065,951
Florida,Lafayette,0.115553501,"# per 1,000 pop",12067,952
Florida,Lake,0.110305845,"# per 1,000 pop",12069,953
Florida,Lee,0.149479728,"# per 1,000 pop",12071,954
Florida,Leon,0.128886629,"# per 1,000 pop",12073,955
Florida,Levy,0.250934732,"# per 1,000 pop",12075,956
Florida,Liberty,0.360620267,"# per 1,000 pop",12077,957
Florida,Madison,0.218507593,"# per 1,000 pop",12079,958
Florida,Manatee,0.143784132,"# per 1,000 pop",12081,959
Florida,Marion,0.160855291,"# per 1,000 pop",12083,960
Florida,Martin,0.214532697,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.235333412,"# per 1,000 pop",12086,962
Florida,Monroe,0.349270413,"# per 1,000 pop",12087,963
Florida,Nassau,0.125121994,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.120051022,"# per 1,000 pop",12091,965
Florida,Okeechobee,0.221146522,"# per 1,000 pop",12093,966
Florida,Orange,0.166213609,"# per 1,000 pop",12095,967
Florida,Osceola,0.162726708,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.181597064,"# per 1,000 pop",12099,969
Florida,Pasco,0.123393679,"# per 1,000 pop",12101,970
Florida,Pinellas,0.206837916,"# per 1,000 pop",12103,971
Florida,Polk,0.130431263,"# per 1,000 pop",12105,972
Florida,Putnam,0.1657367,"# per 1,000 pop",12107,973
Florida,St. Johns,0.114871132,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.143753737,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.082322433,"# per 1,000 pop",12113,976
Florida,Sarasota,0.215559522,"# per 1,000 pop",12115,977
Florida,Seminole,0.140254299,"# per 1,000 pop",12117,978
Florida,Sumter,0.098263198,"# per 1,000 pop",12119,979
Florida,Suwannee,0.159689746,"# per 1,000 pop",12121,980
Florida,Taylor,0.135636133,"# per 1,000 pop",12123,981
Florida,Union,0.065500753,"# per 1,000 pop",12125,982
Florida,Volusia,0.12853519,"# per 1,000 pop",12127,983
Florida,Wakulla,0.094088129,"# per 1,000 pop",12129,984
Florida,Walton,0.137530562,"# per 1,000 pop",12131,985
Florida,Washington,0.0408998,"# per 1,000 pop",12133,986
Georgia,Appling,0.108195834,"# per 1,000 pop",13001,987
Georgia,Atkinson,0.240384615,"# per 1,000 pop",13003,988
Georgia,Bacon,0.175978883,"# per 1,000 pop",13005,989
Georgia,Baker,0.311720698,"# per 1,000 pop",13007,990
Georgia,Baldwin,0.154901527,"# per 1,000 pop",13009,991
Georgia,Banks,0.0546179,"# per 1,000 pop",13011,992
Georgia,Barrow,0.181603559,"# per 1,000 pop",13013,993
Georgia,Bartow,0.1546925,"# per 1,000 pop",13015,994
Georgia,Ben Hill,0.116346713,"# per 1,000 pop",13017,995
Georgia,Berrien,0.315556958,"# per 1,000 pop",13019,996
Georgia,Bibb,0.254560882,"# per 1,000 pop",13021,997
Georgia,Bleckley,0.1550628,"# per 1,000 pop",13023,998
Georgia,Brantley,0.108962136,"# per 1,000 pop",13025,999
Georgia,Brooks,0.191168037,"# per 1,000 pop",13027,565
Georgia,Bryan,0.195301601,"# per 1,000 pop",13029,573
Georgia,Bulloch,0.133831185,"# per 1,000 pop",13031,579
Georgia,Burke,0.176928521,"# per 1,000 pop",13033,583
Georgia,Butts,0.084352594,"# per 1,000 pop",13035,588
Georgia,Calhoun,0.156421086,"# per 1,000 pop",13037,592
Georgia,Camden,0.09539072,"# per 1,000 pop",13039,603
Georgia,Candler,0.366468163,"# per 1,000 pop",13043,616
Georgia,Carroll,0.223577061,"# per 1,000 pop",13045,620
Georgia,Catoosa,0.105633271,"# per 1,000 pop",13047,626
Georgia,Charlton,0.156850443,"# per 1,000 pop",13049,635
Georgia,Chatham,0.17968831,"# per 1,000 pop",13051,646
Georgia,Chattahoochee,0.099009901,"# per 1,000 pop",13053,656
Georgia,Chattooga,0.241613981,"# per 1,000 pop",13055,659
Georgia,Cherokee,0.140728477,"# per 1,000 pop",13057,662
Georgia,Clarke,0.183973508,"# per 1,000 pop",13059,666
Georgia,Clay,0.665335995,"# per 1,000 pop",13061,670
Georgia,Clayton,0.182138954,"# per 1,000 pop",13063,673
Georgia,Clinch,0.294594196,"# per 1,000 pop",13065,676
Georgia,Cobb,0.143908474,"# per 1,000 pop",13067,680
Georgia,Coffee,0.185981634,"# per 1,000 pop",13069,684
Georgia,Colquitt,0.306540255,"# per 1,000 pop",13071,689
Georgia,Columbia,0.149202108,"# per 1,000 pop",13073,692
Georgia,Cook,0.232734043,"# per 1,000 pop",13075,697
Georgia,Coweta,0.149495985,"# per 1,000 pop",13077,700
Georgia,Crawford,0.0,"# per 1,000 pop",13079,704
Georgia,Crisp,0.610420754,"# per 1,000 pop",13081,707
Georgia,Dade,0.184706317,"# per 1,000 pop",13083,708
Georgia,Dawson,0.169398213,"# per 1,000 pop",13085,713
Georgia,Decatur,0.224592925,"# per 1,000 pop",13087,714
Georgia,DeKalb,0.203565067,"# per 1,000 pop",13089,718
Georgia,Dodge,0.239957767,"# per 1,000 pop",13091,720
Georgia,Dooly,0.0,"# per 1,000 pop",13093,724
Georgia,Dougherty,0.17700094,"# per 1,000 pop",13095,728
Georgia,Douglas,0.105618183,"# per 1,000 pop",13097,731
Georgia,Early,0.388424937,"# per 1,000 pop",13099,735
