State,County,Fast-food restaurants per 1000 pop 2016 (FFRPTH16),Units,FIPS,FID
Alaska,Aleutians East,0.300842359,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.0,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.6994512,"# per 1,000 pop",2020,400
Alaska,Bethel,0.333704116,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,0.0,"# per 1,000 pop",2060,423
Alaska,Denali,1.466992665,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.20096463,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.43736705,"# per 1,000 pop",2090,454
Alaska,Haines,0.395100751,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105,476
Alaska,Juneau,0.864064188,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.751584306,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.801340424,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.438628555,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,0.0,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.345744936,"# per 1,000 pop",2170,556
Alaska,Nome,0.100857287,"# per 1,000 pop",2180,571
Alaska,North Slope,0.309757357,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,0.391542678,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.0,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198,669
Alaska,Sitka,0.45620438,"# per 1,000 pop",2220,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.438596491,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.749464668,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,0.0,"# per 1,000 pop",2290,753
Arizona,Apache,0.168130806,"# per 1,000 pop",4001,761
Arizona,Cochise,0.462685972,"# per 1,000 pop",4003,763
Arizona,Coconino,0.913770087,"# per 1,000 pop",4005,771
Arizona,Gila,0.600409029,"# per 1,000 pop",4007,787
Arizona,Graham,0.397172134,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.311753092,"# per 1,000 pop",4011,1
Arizona,La Paz,0.779613117,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.721645077,"# per 1,000 pop",4013,9
Arizona,Mohave,0.594006378,"# per 1,000 pop",4015,15
Arizona,Navajo,0.572367571,"# per 1,000 pop",4017,17
Arizona,Pima,0.657765435,"# per 1,000 pop",4019,21
Arizona,Pinal,0.317984173,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.520889853,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.619531741,"# per 1,000 pop",4025,35
Arizona,Yuma,0.588913819,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.494098271,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.73177871,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.753432981,"# per 1,000 pop",5005,54
Arkansas,Benton,0.630063702,"# per 1,000 pop",5007,59
Arkansas,Boone,0.645317416,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.455414883,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.193723363,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.540969417,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.458211144,"# per 1,000 pop",5017,77
Arkansas,Clark,1.019955654,"# per 1,000 pop",5019,86
Arkansas,Clay,0.398485754,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.71544974,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.242130751,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.875620231,"# per 1,000 pop",5027,107
Arkansas,Conway,0.478583393,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.794093457,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.417610305,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.608272506,"# per 1,000 pop",5035,119
Arkansas,Cross,0.645653578,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.538358008,"# per 1,000 pop",5039,128
Arkansas,Desha,0.838926174,"# per 1,000 pop",5041,130
Arkansas,Drew,0.751556796,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.688056486,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.282949465,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.332253509,"# per 1,000 pop",5049,146
Arkansas,Garland,0.8551272,"# per 1,000 pop",5051,151
Arkansas,Grant,0.276334697,"# per 1,000 pop",5053,155
Arkansas,Greene,0.58146036,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.635612458,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.538180948,"# per 1,000 pop",5059,184
Arkansas,Howard,0.744158357,"# per 1,000 pop",5061,191
Arkansas,Independence,0.647004906,"# per 1,000 pop",5063,200
Arkansas,Izard,0.296515938,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.462187301,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.824542947,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.457578646,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.433025404,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.360598594,"# per 1,000 pop",5075,230
Arkansas,Lee,0.320512821,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.362056481,"# per 1,000 pop",5079,244
Arkansas,Little River,0.482703138,"# per 1,000 pop",5081,251
Arkansas,Logan,0.506608944,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.487757292,"# per 1,000 pop",5085,268
Arkansas,Madison,0.186277554,"# per 1,000 pop",5087,277
Arkansas,Marion,0.427637608,"# per 1,000 pop",5089,282
Arkansas,Miller,0.50143593,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.676227119,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.829302004,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.558721645,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.358251732,"# per 1,000 pop",5099,307
Arkansas,Newton,0.254161901,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.707773013,"# per 1,000 pop",5103,316
Arkansas,Perry,0.194685097,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.524934383,"# per 1,000 pop",5107,322
Arkansas,Pike,0.46223537,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.624791736,"# per 1,000 pop",5111,333
Arkansas,Polk,0.347549774,"# per 1,000 pop",5113,337
Arkansas,Pope,0.830044478,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.362713094,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.927156019,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.574448529,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.494221411,"# per 1,000 pop",5123,357
Arkansas,Saline,0.595354534,"# per 1,000 pop",5125,360
Arkansas,Scott,0.482625483,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.502197112,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.807418847,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.412857564,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.525148792,"# per 1,000 pop",5135,394
Arkansas,Stone,0.8,"# per 1,000 pop",5137,399
Arkansas,Union,0.702335265,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.360967393,"# per 1,000 pop",5141,407
Arkansas,Washington,0.755711775,"# per 1,000 pop",5143,417
Arkansas,White,0.723001598,"# per 1,000 pop",5145,428
Arkansas,Woodruff,0.754944889,"# per 1,000 pop",5147,435
Arkansas,Yell,0.418877409,"# per 1,000 pop",5149,438
California,Alameda,0.782102495,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.560403491,"# per 1,000 pop",6005,472
California,Butte,0.697494758,"# per 1,000 pop",6007,486
California,Calaveras,0.66203244,"# per 1,000 pop",6009,489
California,Colusa,0.36960037,"# per 1,000 pop",6011,497
California,Contra Costa,0.615644033,"# per 1,000 pop",6013,503
California,Del Norte,0.364298725,"# per 1,000 pop",6015,511
California,El Dorado,0.590534272,"# per 1,000 pop",6017,522
California,Fresno,0.647246548,"# per 1,000 pop",6019,527
California,Glenn,0.536346408,"# per 1,000 pop",6021,537
California,Humboldt,0.710888317,"# per 1,000 pop",6023,551
California,Imperial,0.56912366,"# per 1,000 pop",6025,557
California,Inyo,0.831762227,"# per 1,000 pop",6027,562
California,Kern,0.681289728,"# per 1,000 pop",6029,84
California,Kings,0.594137399,"# per 1,000 pop",6031,94
California,Lake,0.516028147,"# per 1,000 pop",6033,100
California,Lassen,0.484746639,"# per 1,000 pop",6035,104
California,Los Angeles,0.814142434,"# per 1,000 pop",6037,139
California,Madera,0.503336216,"# per 1,000 pop",6039,153
California,Marin,0.722664913,"# per 1,000 pop",6041,168
California,Mariposa,0.456516777,"# per 1,000 pop",6043,178
California,Mendocino,0.61637503,"# per 1,000 pop",6045,190
California,Merced,0.531839719,"# per 1,000 pop",6047,204
California,Modoc,0.335532938,"# per 1,000 pop",6049,207
California,Mono,1.489256081,"# per 1,000 pop",6051,214
California,Monterey,0.605000882,"# per 1,000 pop",6053,228
California,Napa,0.578895721,"# per 1,000 pop",6055,236
California,Nevada,0.65621435,"# per 1,000 pop",6057,243
California,Orange,0.951945478,"# per 1,000 pop",6059,257
California,Placer,0.879544533,"# per 1,000 pop",6061,266
California,Plumas,0.479054665,"# per 1,000 pop",6063,275
California,Riverside,0.64570953,"# per 1,000 pop",6065,281
California,Sacramento,0.710386847,"# per 1,000 pop",6067,289
California,San Benito,0.471896857,"# per 1,000 pop",6069,295
California,San Bernardino,0.714041395,"# per 1,000 pop",6071,302
California,San Diego,0.824791993,"# per 1,000 pop",6073,315
California,San Francisco,1.093478735,"# per 1,000 pop",6075,331
California,San Joaquin,0.634623189,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.828958276,"# per 1,000 pop",6079,351
California,San Mateo,0.770569195,"# per 1,000 pop",6081,368
California,Santa Barbara,0.770788893,"# per 1,000 pop",6083,391
California,Santa Clara,0.799347683,"# per 1,000 pop",6085,406
California,Santa Cruz,0.635910406,"# per 1,000 pop",6087,415
California,Shasta,0.682425856,"# per 1,000 pop",6089,431
California,Sierra,0.337381916,"# per 1,000 pop",6091,439
California,Siskiyou,0.643515433,"# per 1,000 pop",6093,446
California,Solano,0.65861491,"# per 1,000 pop",6095,453
California,Sonoma,0.577572331,"# per 1,000 pop",6097,463
California,Stanislaus,0.676083812,"# per 1,000 pop",6099,473
California,Sutter,0.614212247,"# per 1,000 pop",6101,483
California,Tehama,0.520143749,"# per 1,000 pop",6103,492
California,Trinity,0.467326116,"# per 1,000 pop",6105,500
California,Tulare,0.572873154,"# per 1,000 pop",6107,501
California,Tuolumne,0.483388179,"# per 1,000 pop",6109,513
California,Ventura,0.744921842,"# per 1,000 pop",6111,521
California,Yolo,0.703837302,"# per 1,000 pop",6113,525
California,Yuba,0.385715236,"# per 1,000 pop",6115,541
Colorado,Adams,0.675519456,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.972289742,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.794412111,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.701153007,"# per 1,000 pop",8007,560
Colorado,Baca,0.0,"# per 1,000 pop",8009,563
Colorado,Bent,0.176025348,"# per 1,000 pop",8011,564
Colorado,Boulder,0.853122772,"# per 1,000 pop",8013,570
Colorado,Broomfield,1.112631373,"# per 1,000 pop",8014,577
Colorado,Chaffee,1.100513573,"# per 1,000 pop",8015,582
Colorado,Cheyenne,0.0,"# per 1,000 pop",8017,587
Colorado,Clear Creek,1.281914325,"# per 1,000 pop",8019,591
Colorado,Conejos,0.247770069,"# per 1,000 pop",8021,596
Colorado,Costilla,0.0,"# per 1,000 pop",8023,599
Colorado,Crowley,0.0,"# per 1,000 pop",8025,605
Colorado,Custer,0.434688111,"# per 1,000 pop",8027,610
Colorado,Delta,0.527252356,"# per 1,000 pop",8029,617
Colorado,Denver,0.909644389,"# per 1,000 pop",8031,628
Colorado,Dolores,0.0,"# per 1,000 pop",8033,636
Colorado,Douglas,0.665197942,"# per 1,000 pop",8035,644
Colorado,Eagle,0.882937238,"# per 1,000 pop",8037,648
Colorado,Elbert,0.199672537,"# per 1,000 pop",8039,655
Colorado,El Paso,0.645108678,"# per 1,000 pop",8041,661
Colorado,Fremont,0.362426982,"# per 1,000 pop",8043,664
Colorado,Garfield,0.865786168,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.0,"# per 1,000 pop",8047,672
Colorado,Grand,1.321964439,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.788308774,"# per 1,000 pop",8051,682
Colorado,Hinsdale,0.0,"# per 1,000 pop",8053,688
Colorado,Huerfano,0.607718019,"# per 1,000 pop",8055,693
Colorado,Jackson,0.0,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.762036231,"# per 1,000 pop",8059,706
Colorado,Kiowa,0.741839763,"# per 1,000 pop",8061,711
Colorado,Kit Carson,0.786575773,"# per 1,000 pop",8063,716
Colorado,Lake,0.657375756,"# per 1,000 pop",8065,721
Colorado,La Plata,0.869313243,"# per 1,000 pop",8067,727
Colorado,Larimer,0.80051753,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.780861787,"# per 1,000 pop",8071,741
Colorado,Lincoln,0.539374326,"# per 1,000 pop",8073,747
Colorado,Logan,0.501710376,"# per 1,000 pop",8075,749
Colorado,Mesa,0.607500968,"# per 1,000 pop",8077,751
Colorado,Mineral,0.0,"# per 1,000 pop",8079,757
Colorado,Moffat,0.379910341,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.500481232,"# per 1,000 pop",8083,766
Colorado,Montrose,0.534499514,"# per 1,000 pop",8085,769
Colorado,Morgan,0.427609308,"# per 1,000 pop",8087,775
Colorado,Otero,0.712758375,"# per 1,000 pop",8089,777
Colorado,Ouray,0.836120401,"# per 1,000 pop",8091,780
Colorado,Park,0.288184438,"# per 1,000 pop",8093,782
Colorado,Phillips,0.467180565,"# per 1,000 pop",8095,785
Colorado,Pitkin,1.22946239,"# per 1,000 pop",8097,789
Colorado,Prowers,0.917507715,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.643071211,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.771247879,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.440994884,"# per 1,000 pop",8105,802
Colorado,Routt,1.05352729,"# per 1,000 pop",8107,809
Colorado,Saguache,0.0,"# per 1,000 pop",8109,811
Colorado,San Juan,5.805515239,"# per 1,000 pop",8111,347
Colorado,San Miguel,1.632345555,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.415800416,"# per 1,000 pop",8115,366
Colorado,Summit,1.54951866,"# per 1,000 pop",8117,373
Colorado,Teller,0.665557404,"# per 1,000 pop",8119,375
Colorado,Washington,0.412711515,"# per 1,000 pop",8121,377
Colorado,Weld,0.543768246,"# per 1,000 pop",8123,382
Colorado,Yuma,0.197667523,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.762754809,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.667785598,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.562543351,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.642465108,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.784908363,"# per 1,000 pop",9009,466
Connecticut,New London,0.750073336,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.42343445,"# per 1,000 pop",9013,524
Connecticut,Windham,0.551524448,"# per 1,000 pop",9015,529
Delaware,Kent,0.52645433,"# per 1,000 pop",10001,532
Delaware,New Castle,0.736755872,"# per 1,000 pop",10003,536
Delaware,Sussex,0.736052487,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,1.281534217,"# per 1,000 pop",11001,630
Florida,Alachua,0.745249507,"# per 1,000 pop",12001,639
Florida,Baker,0.537345513,"# per 1,000 pop",12003,641
Florida,Bay,0.830637405,"# per 1,000 pop",12005,658
Florida,Bradford,0.523795271,"# per 1,000 pop",12007,665
Florida,Brevard,0.648902317,"# per 1,000 pop",12009,686
Florida,Broward,0.707831844,"# per 1,000 pop",12011,695
Florida,Calhoun,0.487431237,"# per 1,000 pop",12013,699
Florida,Charlotte,0.432203057,"# per 1,000 pop",12015,743
Florida,Citrus,0.405622771,"# per 1,000 pop",12017,843
Florida,Clay,0.550086856,"# per 1,000 pop",12019,852
Florida,Collier,0.524454035,"# per 1,000 pop",12021,894
Florida,Columbia,0.606288073,"# per 1,000 pop",12023,903
Florida,DeSoto,0.306193459,"# per 1,000 pop",12027,906
Florida,Dixie,0.424834618,"# per 1,000 pop",12029,918
Florida,Duval,0.84306656,"# per 1,000 pop",12031,924
Florida,Escambia,0.603122764,"# per 1,000 pop",12033,931
Florida,Flagler,0.454524373,"# per 1,000 pop",12035,935
Florida,Franklin,0.339011781,"# per 1,000 pop",12037,937
Florida,Gadsden,0.454988625,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.406740267,"# per 1,000 pop",12041,939
Florida,Glades,0.222882615,"# per 1,000 pop",12043,940
Florida,Gulf,0.49689441,"# per 1,000 pop",12045,941
Florida,Hamilton,0.48869031,"# per 1,000 pop",12047,942
Florida,Hardee,0.292280151,"# per 1,000 pop",12049,943
Florida,Hendry,0.529767911,"# per 1,000 pop",12051,944
Florida,Hernando,0.471928486,"# per 1,000 pop",12053,945
Florida,Highlands,0.433249966,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.619559404,"# per 1,000 pop",12057,947
Florida,Holmes,0.206111197,"# per 1,000 pop",12059,948
Florida,Indian River,0.614339882,"# per 1,000 pop",12061,949
Florida,Jackson,0.579806179,"# per 1,000 pop",12063,950
Florida,Jefferson,0.430632312,"# per 1,000 pop",12065,951
Florida,Lafayette,0.231107003,"# per 1,000 pop",12067,952
Florida,Lake,0.453148338,"# per 1,000 pop",12069,953
Florida,Lee,0.55362862,"# per 1,000 pop",12071,954
Florida,Leon,0.884789288,"# per 1,000 pop",12073,955
Florida,Levy,0.426589044,"# per 1,000 pop",12075,956
Florida,Liberty,0.0,"# per 1,000 pop",12077,957
Florida,Madison,0.600895881,"# per 1,000 pop",12079,958
Florida,Manatee,0.484605779,"# per 1,000 pop",12081,959
Florida,Marion,0.488310703,"# per 1,000 pop",12083,960
Florida,Martin,0.675147018,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.617567493,"# per 1,000 pop",12086,962
Florida,Monroe,0.866708062,"# per 1,000 pop",12087,963
Florida,Nassau,0.750731964,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.860365655,"# per 1,000 pop",12091,965
Florida,Okeechobee,0.344005701,"# per 1,000 pop",12093,966
Florida,Orange,0.778181895,"# per 1,000 pop",12095,967
Florida,Osceola,0.568064144,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.644532002,"# per 1,000 pop",12099,969
Florida,Pasco,0.399560483,"# per 1,000 pop",12101,970
Florida,Pinellas,0.680798166,"# per 1,000 pop",12103,971
Florida,Polk,0.461756654,"# per 1,000 pop",12105,972
Florida,Putnam,0.400530357,"# per 1,000 pop",12107,973
Florida,St. Johns,0.633918467,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.450863993,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.517455296,"# per 1,000 pop",12113,976
Florida,Sarasota,0.448073164,"# per 1,000 pop",12115,977
Florida,Seminole,0.701271493,"# per 1,000 pop",12117,978
Florida,Sumter,0.204714996,"# per 1,000 pop",12119,979
Florida,Suwannee,0.57032052,"# per 1,000 pop",12121,980
Florida,Taylor,0.542544534,"# per 1,000 pop",12123,981
Florida,Union,0.19650226,"# per 1,000 pop",12125,982
Florida,Volusia,0.551945229,"# per 1,000 pop",12127,983
Florida,Wakulla,0.344989807,"# per 1,000 pop",12129,984
Florida,Walton,0.702933985,"# per 1,000 pop",12131,985
Florida,Washington,0.572597137,"# per 1,000 pop",12133,986
Georgia,Appling,0.811468758,"# per 1,000 pop",13001,987
Georgia,Atkinson,0.600961538,"# per 1,000 pop",13003,988
Georgia,Bacon,0.615926089,"# per 1,000 pop",13005,989
Georgia,Baker,0.0,"# per 1,000 pop",13007,990
Georgia,Baldwin,0.907280372,"# per 1,000 pop",13009,991
Georgia,Banks,0.600797422,"# per 1,000 pop",13011,992
Georgia,Barrow,0.479952264,"# per 1,000 pop",13013,993
Georgia,Bartow,0.60910172,"# per 1,000 pop",13015,994
Georgia,Ben Hill,0.523560209,"# per 1,000 pop",13017,995
Georgia,Berrien,0.473335437,"# per 1,000 pop",13019,996
Georgia,Bibb,1.207532391,"# per 1,000 pop",13021,997
Georgia,Bleckley,0.387657001,"# per 1,000 pop",13023,998
Georgia,Brantley,0.381367475,"# per 1,000 pop",13025,999
Georgia,Brooks,0.57350411,"# per 1,000 pop",13027,565
Georgia,Bryan,0.837006863,"# per 1,000 pop",13029,573
Georgia,Bulloch,0.776220875,"# per 1,000 pop",13031,579
Georgia,Burke,0.442321302,"# per 1,000 pop",13033,583
Georgia,Butts,0.54829186,"# per 1,000 pop",13035,588
Georgia,Calhoun,0.312842171,"# per 1,000 pop",13037,592
Georgia,Camden,0.724969475,"# per 1,000 pop",13039,603
Georgia,Candler,0.916170408,"# per 1,000 pop",13043,616
Georgia,Carroll,0.730925007,"# per 1,000 pop",13045,620
Georgia,Catoosa,0.769613835,"# per 1,000 pop",13047,626
Georgia,Charlton,0.548976551,"# per 1,000 pop",13049,635
Georgia,Chatham,1.088496493,"# per 1,000 pop",13051,646
Georgia,Chattahoochee,0.198019802,"# per 1,000 pop",13053,656
Georgia,Chattooga,0.483227963,"# per 1,000 pop",13055,659
Georgia,Cherokee,0.645695364,"# per 1,000 pop",13057,662
Georgia,Clarke,0.911868691,"# per 1,000 pop",13059,666
Georgia,Clay,0.332667997,"# per 1,000 pop",13061,670
Georgia,Clayton,0.692842296,"# per 1,000 pop",13063,673
Georgia,Clinch,0.589188393,"# per 1,000 pop",13065,676
Georgia,Cobb,0.852790958,"# per 1,000 pop",13067,680
Georgia,Coffee,0.65093572,"# per 1,000 pop",13069,684
Georgia,Colquitt,0.634976243,"# per 1,000 pop",13071,689
Georgia,Columbia,0.603590345,"# per 1,000 pop",13073,692
Georgia,Cook,0.814569151,"# per 1,000 pop",13075,697
Georgia,Coweta,0.541033088,"# per 1,000 pop",13077,700
Georgia,Crawford,0.244081035,"# per 1,000 pop",13079,704
Georgia,Crisp,0.828428167,"# per 1,000 pop",13081,707
Georgia,Dade,0.554118951,"# per 1,000 pop",13083,708
Georgia,Dawson,0.719942405,"# per 1,000 pop",13085,713
Georgia,Decatur,0.823507393,"# per 1,000 pop",13087,714
Georgia,DeKalb,0.798189342,"# per 1,000 pop",13089,718
Georgia,Dodge,0.575898642,"# per 1,000 pop",13091,720
Georgia,Dooly,0.432120994,"# per 1,000 pop",13093,724
Georgia,Dougherty,1.017755407,"# per 1,000 pop",13095,728
Georgia,Douglas,0.66891516,"# per 1,000 pop",13097,731
Georgia,Early,0.67974364,"# per 1,000 pop",13099,735
Georgia,Echols,0.0,"# per 1,000 pop",13101,737
