State,County,Seniors low access to store 2015 (LACCESS_SENIORS15),Units,FIPS,FID
Alabama,Lawrence,249.245961316479,Count,1079,181
Alabama,Lee,2684.6645695598,Count,1081,187
Alabama,Limestone,1421.28034361992,Count,1083,197
Alabama,Lowndes,354.581170545241,Count,1085,205
Alabama,Macon,1056.14806829202,Count,1087,210
Alabama,Madison,9827.74917699304,Count,1089,217
Alabama,Marengo,837.062751116891,Count,1091,220
Alabama,Marion,367.86568758168,Count,1093,224
Alabama,Marshall,1321.66477690477,Count,1095,231
Alabama,Mobile,13686.0478182466,Count,1097,240
Alabama,Monroe,938.620740998581,Count,1099,250
Alabama,Montgomery,6843.53096496624,Count,1101,256
Alabama,Morgan,2186.84320703608,Count,1103,262
Alabama,Perry,217.638258203738,Count,1105,264
Alabama,Pickens,98.1773373228912,Count,1107,273
Alabama,Pike,497.671825785517,Count,1109,279
Alabama,Randolph,525.13570383353,Count,1111,284
Alabama,Russell,929.261107164351,Count,1113,288
Alabama,St. Clair,597.668172603357,Count,1115,292
Alabama,Shelby,5195.24790400002,Count,1117,298
Alabama,Sumter,404.378201811219,Count,1119,303
Alabama,Talladega,1555.47928831586,Count,1121,306
Alabama,Tallapoosa,690.146170383191,Count,1123,308
Alabama,Tuscaloosa,3919.35069990074,Count,1125,313
Alabama,Walker,1162.07627337429,Count,1127,317
Alabama,Washington,229.497891649595,Count,1129,319
Alabama,Wilcox,746.646201239041,Count,1131,326
Alabama,Winston,263.016091906234,Count,1133,332
Alaska,Aleutians East,97.9999990653476,Count,2013,346
Alaska,Aleutians West,76.2118772319173,Count,2016,381
Alaska,Anchorage,5427.88824776887,Count,2020,400
Alaska,Bethel,764.072154515368,Count,2050,411
Alaska,Bristol Bay,83.0000002137947,Count,2060,423
Alaska,Denali,137.000000066914,Count,2068,426
Alaska,Dillingham,187.00000055371,Count,2070,445
Alaska,Fairbanks North Star,1863.70945815155,Count,2090,454
Alaska,Haines,58.2827931475618,Count,2100,462
Alaska,Hoonah-Angoon,286.999999032028,Count,2105,476
Alaska,Juneau,713.630010073788,Count,2110,482
Alaska,Kenai Peninsula,1281.29969444427,Count,2122,494
Alaska,Ketchikan Gateway,105.907358945866,Count,2130,514
Alaska,Kodiak Island,97.3071071847289,Count,2150,533
Alaska,Lake and Peninsula,125.201820191189,Count,2164,544
Alaska,Matanuska-Susitna,1917.92919411072,Count,2170,556
Alaska,Nome,322.86932891033,Count,2180,571
Alaska,North Slope,229.073755477737,Count,2185,614
Alaska,Northwest Arctic,245.950986169541,Count,2188,638
Alaska,Petersburg,14.7214775968583,Count,2195,645
Alaska,Prince of Wales-Hyder,195.133441378325,Count,2198,669
Alaska,Sitka,162.896785571392,Count,2220,679
Alaska,Skagway,0.700643730133101,Count,2230,683
Alaska,Southeast Fairbanks,374.737189163652,Count,2240,690
Alaska,Valdez-Cordova,379.55049991905,Count,2261,710
Alaska,Wade Hampton,271.999999267627,Count,2270,725
Alaska,Wrangell,70.541574631132,Count,2275,733
Alaska,Yakutat,64.0000007452323,Count,2282,744
Alaska,Yukon-Koyukuk,568.99999920636,Count,2290,753
Arizona,Apache,5992.64151058245,Count,4001,761
Arizona,Cochise,10314.6103925087,Count,4003,763
Arizona,Coconino,4642.26873703259,Count,4005,771
Arizona,Gila,3846.8104313126,Count,4007,787
Arizona,Graham,1357.56454247344,Count,4009,0
Arizona,Greenlee,686.157457381939,Count,4011,1
Arizona,La Paz,4301.44738233807,Count,4012,3
Arizona,Maricopa,86014.5614826914,Count,4013,9
Arizona,Mohave,21605.4891035163,Count,4015,15
Arizona,Navajo,4524.2215623592,Count,4017,17
Arizona,Pima,42727.2194792204,Count,4019,21
Arizona,Pinal,17843.5939083136,Count,4021,26
Arizona,Santa Cruz,1808.00145686194,Count,4023,32
Arizona,Yavapai,16969.9576047672,Count,4025,35
Arizona,Yuma,7548.44558019349,Count,4027,42
Arkansas,Arkansas,1104.00395466732,Count,5001,46
Arkansas,Ashley,748.39756558984,Count,5003,50
Arkansas,Baxter,1375.53034815826,Count,5005,54
Arkansas,Benton,4800.3362406987,Count,5007,59
Arkansas,Boone,1711.16011906266,Count,5009,62
Arkansas,Bradley,245.557081521303,Count,5011,68
Arkansas,Calhoun,652.791814785602,Count,5013,72
Arkansas,Carroll,319.678127390035,Count,5015,74
Arkansas,Chicot,1423.96965017232,Count,5017,77
Arkansas,Clark,1154.31606815163,Count,5019,86
Arkansas,Clay,400.407237251722,Count,5021,93
Arkansas,Cleburne,414.530407210903,Count,5023,97
Arkansas,Cleveland,319.359455900365,Count,5025,103
Arkansas,Columbia,560.448798612079,Count,5027,107
Arkansas,Conway,614.893935800541,Count,5029,109
Arkansas,Craighead,1519.16137375882,Count,5031,114
Arkansas,Crawford,1219.31732459796,Count,5033,115
Arkansas,Crittenden,658.177302886238,Count,5035,119
Arkansas,Cross,382.904535091544,Count,5037,124
Arkansas,Dallas,594.514171957427,Count,5039,128
Arkansas,Desha,691.727918783744,Count,5041,130
Arkansas,Drew,607.406802980388,Count,5043,136
Arkansas,Faulkner,1483.05453529042,Count,5045,141
Arkansas,Franklin,134.025789200374,Count,5047,144
Arkansas,Fulton,491.239206556755,Count,5049,146
Arkansas,Garland,6556.11673903322,Count,5051,151
Arkansas,Grant,303.215627428433,Count,5053,155
Arkansas,Greene,1342.469246288,Count,5055,162
Arkansas,Hempstead,1100.22470167783,Count,5057,172
Arkansas,Hot Spring,925.123604636502,Count,5059,184
Arkansas,Howard,1021.05944394385,Count,5061,191
Arkansas,Independence,839.398540871489,Count,5063,200
Arkansas,Izard,33.7561575803494,Count,5065,203
Arkansas,Jackson,498.66765064007,Count,5067,209
Arkansas,Jefferson,2310.96695638321,Count,5069,213
Arkansas,Johnson,266.788967744919,Count,5071,218
Arkansas,Lafayette,284.531093976176,Count,5073,222
Arkansas,Lawrence,888.970015179945,Count,5075,230
Arkansas,Lee,559.066022378814,Count,5077,237
Arkansas,Lincoln,235.417327801801,Count,5079,244
Arkansas,Little River,307.677020418459,Count,5081,251
Arkansas,Logan,303.916088506523,Count,5083,258
Arkansas,Lonoke,1375.22677694461,Count,5085,268
Arkansas,Madison,654.382947426625,Count,5087,277
Arkansas,Marion,547.382580767475,Count,5089,282
Arkansas,Miller,2049.51934754022,Count,5091,287
Arkansas,Mississippi,659.661747226637,Count,5093,294
Arkansas,Monroe,205.290390450987,Count,5095,300
Arkansas,Montgomery,456.538239402281,Count,5097,304
Arkansas,Nevada,547.296664058203,Count,5099,307
Arkansas,Newton,719.790862099143,Count,5101,311
Arkansas,Ouachita,1156.13291713178,Count,5103,316
Arkansas,Perry,280.236619887187,Count,5105,318
Arkansas,Phillips,1797.00334101711,Count,5107,322
Arkansas,Pike,520.360945799817,Count,5109,327
Arkansas,Poinsett,1226.22166505362,Count,5111,333
Arkansas,Polk,1354.51493788605,Count,5113,337
Arkansas,Pope,945.49974121697,Count,5115,340
Arkansas,Prairie,649.744840202748,Count,5117,345
Arkansas,Pulaski,11195.5687364881,Count,5119,350
Arkansas,Randolph,1056.02538712462,Count,5121,353
Arkansas,St. Francis,946.79178080875,Count,5123,357
Arkansas,Saline,3729.59313063346,Count,5125,360
Arkansas,Scott,392.569045167601,Count,5127,364
Arkansas,Searcy,542.054193032643,Count,5129,372
Arkansas,Sebastian,1712.30445922361,Count,5131,378
Arkansas,Sevier,534.451716850377,Count,5133,390
Arkansas,Sharp,1186.95935542816,Count,5135,394
Arkansas,Stone,582.702845830024,Count,5137,399
Arkansas,Union,1795.44177385138,Count,5139,403
Arkansas,Van Buren,348.873239116929,Count,5141,407
Arkansas,Washington,2373.27792197045,Count,5143,417
Arkansas,White,1324.64408018663,Count,5145,428
Arkansas,Woodruff,79.1152607120003,Count,5147,435
Arkansas,Yell,611.243960053145,Count,5149,438
California,Alameda,12620.9509581624,Count,6001,457
California,Alpine,89.0759456526648,Count,6003,461
California,Amador,689.345242025597,Count,6005,472
California,Butte,9265.65012288585,Count,6007,486
California,Calaveras,742.183190190658,Count,6009,489
California,Colusa,355.907908813459,Count,6011,497
California,Contra Costa,30905.661679175,Count,6013,503
California,Del Norte,1295.2856493392,Count,6015,511
California,El Dorado,6849.8914363949,Count,6017,522
California,Fresno,7910.70228186908,Count,6019,527
California,Glenn,375.202470472003,Count,6021,537
California,Humboldt,3113.08905448814,Count,6023,551
California,Imperial,2908.38900843426,Count,6025,557
California,Inyo,1521.58347970568,Count,6027,562
California,Kern,11329.6733185926,Count,6029,84
California,Kings,1264.66450502644,Count,6031,94
California,Lake,2285.2175075236,Count,6033,100
California,Lassen,1279.30283062707,Count,6035,104
California,Los Angeles,81045.2097002772,Count,6037,139
California,Madera,2532.55082560992,Count,6039,153
California,Marin,6082.168035837,Count,6041,168
California,Mariposa,434.100153312185,Count,6043,178
California,Mendocino,2125.49132993349,Count,6045,190
California,Merced,3574.16338769465,Count,6047,204
California,Modoc,582.752872517255,Count,6049,207
California,Mono,944.514875698409,Count,6051,214
California,Monterey,6619.1203937777,Count,6053,228
California,Napa,3432.82090986679,Count,6055,236
California,Nevada,5447.60813148685,Count,6057,243
California,Orange,27462.6638349768,Count,6059,257
California,Placer,9584.2277067771,Count,6061,266
California,Plumas,316.683291584654,Count,6063,275
California,Riverside,57464.459770192,Count,6065,281
California,Sacramento,22468.8773193531,Count,6067,289
California,San Benito,1168.69240761251,Count,6069,295
California,San Bernardino,42276.4224992348,Count,6071,302
California,San Diego,54397.458183813,Count,6073,315
California,San Francisco,138.262806917886,Count,6075,331
California,San Joaquin,7876.86215222848,Count,6077,339
California,San Luis Obispo,7480.92608277393,Count,6079,351
California,San Mateo,10981.3516212176,Count,6081,368
California,Santa Barbara,9066.68001673885,Count,6083,391
California,Santa Clara,18408.3860302021,Count,6085,406
California,Santa Cruz,4065.89837261192,Count,6087,415
California,Shasta,7461.35749246464,Count,6089,431
California,Sierra,594.806904249261,Count,6091,439
California,Siskiyou,1863.31855542901,Count,6093,446
California,Solano,6829.7652041476,Count,6095,453
California,Sonoma,12120.3819392147,Count,6097,463
California,Stanislaus,5815.99842804908,Count,6099,473
California,Sutter,3791.88865342026,Count,6101,483
California,Tehama,2189.4978296265,Count,6103,492
California,Trinity,535.15450689102,Count,6105,500
California,Tulare,5441.24887047822,Count,6107,501
California,Tuolumne,3075.55272208671,Count,6109,513
California,Ventura,17163.862031201,Count,6111,521
California,Yolo,1622.6674278965,Count,6113,525
California,Yuba,1181.45776111515,Count,6115,541
Colorado,Adams,5270.13675777272,Count,8001,545
Colorado,Alamosa,122.923189955436,Count,8003,549
Colorado,Arapahoe,6301.20054702491,Count,8005,558
Colorado,Archuleta,607.330368616958,Count,8007,560
Colorado,Baca,197.062493693896,Count,8009,563
Colorado,Bent,181.176572220687,Count,8011,564
Colorado,Boulder,4629.0656068494,Count,8013,570
Colorado,Broomfield,1634.68981365013,Count,8014,577
Colorado,Chaffee,455.432045808562,Count,8015,582
Colorado,Cheyenne,106.37634310553,Count,8017,587
Colorado,Clear Creek,157.777515334119,Count,8019,591
Colorado,Conejos,86.9200902004488,Count,8021,596
Colorado,Costilla,806.999999804894,Count,8023,599
Colorado,Crowley,100.390782450318,Count,8025,605
Colorado,Custer,261.60811957394,Count,8027,610
Colorado,Delta,448.027435056124,Count,8029,617
Colorado,Denver,4969.86923804441,Count,8031,628
Colorado,Dolores,387.999998082402,Count,8033,636
Colorado,Douglas,3694.5193157091,Count,8035,644
Colorado,Eagle,480.915235340574,Count,8037,648
Colorado,Elbert,696.370943310897,Count,8039,655
Colorado,El Paso,15098.5749304102,Count,8041,661
Colorado,Fremont,3054.19445376602,Count,8043,664
Colorado,Garfield,531.702868340287,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,39.4542707313267,Count,8049,677
Colorado,Gunnison,306.378174441269,Count,8051,682
Colorado,Hinsdale,19.2320141798872,Count,8053,688
Colorado,Huerfano,588.238761526512,Count,8055,693
Colorado,Jackson,82.5476080449555,Count,8057,701
Colorado,Jefferson,13283.5461128304,Count,8059,706
Colorado,Kiowa,300.000001501191,Count,8061,711
Colorado,Kit Carson,172.618052917085,Count,8063,716
Colorado,Lake,130.472107387323,Count,8065,721
Colorado,La Plata,938.461470459083,Count,8067,727
Colorado,Larimer,8020.99012119315,Count,8069,734
Colorado,Las Animas,1126.5636719444,Count,8071,741
Colorado,Lincoln,276.299495243702,Count,8073,747
Colorado,Logan,674.357120058047,Count,8075,749
Colorado,Mesa,6371.49668264478,Count,8077,751
Colorado,Mineral,24.7713577785289,Count,8079,757
Colorado,Moffat,365.121349104663,Count,8081,758
Colorado,Montezuma,498.760018427425,Count,8083,766
Colorado,Montrose,1350.33284629684,Count,8085,769
Colorado,Morgan,327.020438144147,Count,8087,775
Colorado,Otero,1079.60384038725,Count,8089,777
Colorado,Ouray,51.9720526545428,Count,8091,780
Colorado,Park,1147.60708745285,Count,8093,782
Colorado,Phillips,34.9647486450581,Count,8095,785
Colorado,Pitkin,185.183388031839,Count,8097,789
Colorado,Prowers,482.655579520484,Count,8099,792
Colorado,Pueblo,8659.99512403719,Count,8101,795
Colorado,Rio Blanco,93.8188440933855,Count,8103,799
Colorado,Rio Grande,337.014312063543,Count,8105,802
Colorado,Routt,395.074498286408,Count,8107,809
Colorado,Saguache,211.52323909021,Count,8109,811
Colorado,San Juan,85.9168649256018,Count,8111,347
Colorado,San Miguel,64.0042347167814,Count,8113,359
Colorado,Sedgwick,100.822075771496,Count,8115,366
Colorado,Summit,385.781646130884,Count,8117,373
Colorado,Teller,348.185751857443,Count,8119,375
Colorado,Washington,436.790894060183,Count,8121,377
Colorado,Weld,3945.69403238196,Count,8123,382
Colorado,Yuma,323.974487242166,Count,8125,385
Connecticut,Fairfield,41087.9241962277,Count,9001,410
Connecticut,Hartford,41562.8012774895,Count,9003,432
Connecticut,Litchfield,5009.38628153307,Count,9005,443
Connecticut,Middlesex,8083.23388458761,Count,9007,450
Connecticut,New Haven,39526.4771687886,Count,9009,466
Connecticut,New London,14978.2606219295,Count,9011,517
Connecticut,Tolland,6396.33638349921,Count,9013,524
Connecticut,Windham,2562.91509936341,Count,9015,529
Delaware,Kent,3815.35366306344,Count,10001,532
Delaware,New Castle,15207.174401638,Count,10003,536
Delaware,Sussex,6827.91697046658,Count,10005,609
District of Columbia,District of Columbia,1881.05236470728,Count,11001,630
Florida,Alachua,4026.62816401946,Count,12001,639
Florida,Baker,917.145877477008,Count,12003,641
Florida,Bay,7574.04302365527,Count,12005,658
Florida,Bradford,276.956770248595,Count,12007,665
Florida,Brevard,42232.5774471435,Count,12009,686
Florida,Broward,22845.298080191,Count,12011,695
Florida,Calhoun,328.350410565149,Count,12013,699
Florida,Charlotte,22594.7795374754,Count,12015,743
Florida,Citrus,14388.6472685276,Count,12017,843
Florida,Clay,5287.54087496973,Count,12019,852
Florida,Collier,28989.9687907157,Count,12021,894
Florida,Columbia,1660.80649971815,Count,12023,903
Florida,DeSoto,495.848174455704,Count,12027,906
Florida,Dixie,424.255638358567,Count,12029,918
Florida,Duval,21725.0752594692,Count,12031,924
Florida,Escambia,15126.9442196488,Count,12033,931
Florida,Flagler,7990.11537651225,Count,12035,935
Florida,Franklin,53.5804984138772,Count,12037,937
Florida,Gadsden,527.861150478035,Count,12039,938
Florida,Gilchrist,22.0003783274442,Count,12041,939
Florida,Glades,1399.04267506622,Count,12043,940
Florida,Gulf,594.68158929382,Count,12045,941
Florida,Hamilton,589.466038027374,Count,12047,942
Florida,Hardee,1317.11537904564,Count,12049,943
Florida,Hendry,781.882292875442,Count,12051,944
Florida,Hernando,17226.3292810678,Count,12053,945
Florida,Highlands,10393.4120371038,Count,12055,946
Florida,Hillsborough,33909.3855937666,Count,12057,947
Florida,Holmes,508.042692484778,Count,12059,948
Florida,Indian River,17008.7495940467,Count,12061,949
Florida,Jackson,406.932140482271,Count,12063,950
Florida,Jefferson,393.57204582832,Count,12065,951
Florida,Lafayette,111.548536695644,Count,12067,952
Florida,Lake,20980.4236646228,Count,12069,953
Florida,Lee,37629.947236768,Count,12071,954
Florida,Leon,8701.51050820132,Count,12073,955
Florida,Levy,685.211259042175,Count,12075,956
Florida,Liberty,269.466913961093,Count,12077,957
Florida,Madison,712.245594210575,Count,12079,958
Florida,Manatee,19896.2434923359,Count,12081,959
Florida,Marion,24431.162749072,Count,12083,960
Florida,Martin,14453.9489130979,Count,12085,961
Florida,Miami-Dade,16397.6983742981,Count,12086,962
Florida,Monroe,4007.72206474491,Count,12087,963
Florida,Nassau,3257.40184744602,Count,12089,964
Florida,Okaloosa,8321.03749640004,Count,12091,965
Florida,Okeechobee,2768.61613465193,Count,12093,966
Florida,Orange,21512.7051294306,Count,12095,967
Florida,Osceola,6229.48054411696,Count,12097,968
Florida,Palm Beach,46936.5378407868,Count,12099,969
Florida,Pasco,22090.4215140459,Count,12101,970
Florida,Pinellas,26064.0498344223,Count,12103,971
Florida,Polk,37116.5050548692,Count,12105,972
Florida,Putnam,3078.8289942574,Count,12107,973
Florida,St. Johns,8249.97882169725,Count,12109,974
Florida,St. Lucie,20954.0829755691,Count,12111,975
Florida,Santa Rosa,7601.60736014729,Count,12113,976
Florida,Sarasota,35277.0289955143,Count,12115,977
Florida,Seminole,12732.9122250928,Count,12117,978
Florida,Sumter,6281.86905595331,Count,12119,979
Florida,Suwannee,1913.24484697114,Count,12121,980
Florida,Taylor,1490.22816756659,Count,12123,981
Florida,Union,410.11583351958,Count,12125,982
Florida,Volusia,36051.9239098609,Count,12127,983
Florida,Wakulla,88.0362290799077,Count,12129,984
Florida,Walton,1183.24809678961,Count,12131,985
Florida,Washington,1317.89664157555,Count,12133,986
Georgia,Appling,553.869642553029,Count,13001,987
Georgia,Atkinson,242.491193721204,Count,13003,988
Georgia,Bacon,191.530769687434,Count,13005,989
Georgia,Baker,417.054004387907,Count,13007,990
Georgia,Baldwin,1086.2807129003,Count,13009,991
Georgia,Banks,61.8004191532946,Count,13011,992
Georgia,Barrow,663.883484943768,Count,13013,993
Georgia,Bartow,3267.26104633503,Count,13015,994
Georgia,Ben Hill,575.543143968733,Count,13017,995
Georgia,Berrien,509.431197437984,Count,13019,996
Georgia,Bibb,5292.32814409373,Count,13021,997
Georgia,Bleckley,143.372016737879,Count,13023,998
Georgia,Brantley,129.506287651102,Count,13025,999
Georgia,Brooks,191.094076371187,Count,13027,565
Georgia,Bryan,527.844464094056,Count,13029,573
Georgia,Bulloch,527.788493787428,Count,13031,579
Georgia,Burke,244.806890592163,Count,13033,583
Georgia,Butts,91.2136445437209,Count,13035,588
Georgia,Calhoun,134.293792467217,Count,13037,592
Georgia,Camden,1764.22784317685,Count,13039,603
Georgia,Candler,41.5977662971345,Count,13043,616
Georgia,Carroll,1914.39925531993,Count,13045,620
Georgia,Catoosa,3092.13533531505,Count,13047,626
Georgia,Charlton,311.054104696771,Count,13049,635
Georgia,Chatham,8514.24818103316,Count,13051,646
Georgia,Chattahoochee,405.705925752731,Count,13053,656
Georgia,Chattooga,178.793465359078,Count,13055,659
Georgia,Cherokee,5161.75378126596,Count,13057,662
Georgia,Clarke,2798.64964974396,Count,13059,666
Georgia,Clay,451.38654612931,Count,13061,670
Georgia,Clayton,7340.11964702515,Count,13063,673
Georgia,Clinch,106.619771050982,Count,13065,676
Georgia,Cobb,23771.1839497596,Count,13067,680
Georgia,Coffee,772.288638611272,Count,13069,684
Georgia,Colquitt,1277.36205941367,Count,13071,689
Georgia,Columbia,1978.55630500962,Count,13073,692
Georgia,Cook,285.256958269179,Count,13075,697
Georgia,Coweta,3349.7589788867,Count,13077,700
Georgia,Crawford,14.7298120440728,Count,13079,704
Georgia,Crisp,275.254206052596,Count,13081,707
Georgia,Dade,156.554115490908,Count,13083,708
Georgia,Dawson,9.35268019203795,Count,13085,713
Georgia,Decatur,533.145968464477,Count,13087,714
Georgia,DeKalb,14840.6863296928,Count,13089,718
Georgia,Dodge,87.9066624209981,Count,13091,720
Georgia,Dooly,48.5934953044634,Count,13093,724
Georgia,Dougherty,4299.14712051339,Count,13095,728
Georgia,Douglas,3842.29020296111,Count,13097,731
Georgia,Early,183.563152240179,Count,13099,735
Georgia,Echols,25.0963193042016,Count,13101,737
Georgia,Effingham,773.762719733195,Count,13103,742
Georgia,Elbert,767.253481344883,Count,13105,746
Georgia,Emanuel,928.536335163137,Count,13107,750
Georgia,Evans,103.248236961721,Count,13109,754
Georgia,Fannin,59.5700201217542,Count,13111,755
Georgia,Fayette,4406.5566954435,Count,13113,760
Georgia,Floyd,2909.62034952747,Count,13115,764
Georgia,Forsyth,3914.02995210943,Count,13117,768
Georgia,Franklin,34.2607006430626,Count,13119,772
Georgia,Fulton,20892.9603448383,Count,13121,779
Georgia,Gilmer,324.689033857023,Count,13123,781
Georgia,Glascock,370.815416654452,Count,13125,783
Georgia,Glynn,3514.14049314842,Count,13127,793
Georgia,Gordon,929.023727025888,Count,13129,796
Georgia,Grady,428.678436047572,Count,13131,797
Georgia,Greene,99.5439819379726,Count,13133,800
Georgia,Gwinnett,17678.3325509167,Count,13135,804
Georgia,Habersham,897.386280989148,Count,13137,806
Georgia,Hall,5288.50346837821,Count,13139,808
Georgia,Hancock,185.301808582486,Count,13141,810
Georgia,Haralson,181.879096005646,Count,13143,813
Georgia,Harris,24.084272501208,Count,13145,814
Georgia,Hart,608.975855790719,Count,13147,816
Georgia,Heard,115.464638067706,Count,13149,817
Georgia,Henry,6311.96912636845,Count,13151,820
Georgia,Houston,5255.58332935146,Count,13153,823
Georgia,Irwin,98.0851728303116,Count,13155,825
Georgia,Jackson,337.291018180724,Count,13157,828
Georgia,Jasper,392.559996557023,Count,13159,830
Georgia,Jeff Davis,247.484313603459,Count,13161,832
Georgia,Jefferson,77.8853989071658,Count,13163,834
Georgia,Jenkins,65.5423704137047,Count,13165,835
Georgia,Johnson,139.998625259726,Count,13167,837
Georgia,Jones,283.881768650586,Count,13169,839
Georgia,Lamar,212.648099423634,Count,13171,841
Georgia,Lanier,24.2295384085155,Count,13173,845
Georgia,Laurens,738.808796587346,Count,13175,847
Georgia,Lee,337.066467791119,Count,13177,849
Georgia,Liberty,1064.57750938024,Count,13179,855
Georgia,Lincoln,105.477254938507,Count,13181,857
Georgia,Long,121.033184629021,Count,13183,860
Georgia,Lowndes,2121.47720174537,Count,13185,863
Georgia,Lumpkin,43.766572955974,Count,13187,865
Georgia,McDuffie,225.43242554127,Count,13189,868
Georgia,McIntosh,227.287081148864,Count,13191,871
Georgia,Macon,178.944091772071,Count,13193,874
Georgia,Madison,121.506467069804,Count,13195,875
Georgia,Marion,0.407853723649168,Count,13197,877
Georgia,Meriwether,135.898209023318,Count,13199,879
Georgia,Miller,39.0263323438525,Count,13201,881
Georgia,Mitchell,212.187168968598,Count,13205,883
Georgia,Monroe,249.494256485147,Count,13207,885
Georgia,Montgomery,212.944165347899,Count,13209,887
Georgia,Morgan,556.546977334663,Count,13211,890
Georgia,Murray,577.722236555232,Count,13213,892
Georgia,Muscogee,5635.5676203805,Count,13215,896
Georgia,Newton,2107.01719920121,Count,13217,899
Georgia,Oconee,1054.34857791442,Count,13219,901
Georgia,Oglethorpe,110.527873577012,Count,13221,905
Georgia,Paulding,2431.85490134392,Count,13223,908
Georgia,Peach,596.896020688597,Count,13225,910
Georgia,Pickens,220.081126593868,Count,13227,912
Georgia,Pierce,311.708314694017,Count,13229,915
Georgia,Pike,0.289337981981589,Count,13231,7
Georgia,Polk,709.18996298687,Count,13233,8
Georgia,Pulaski,236.672750931305,Count,13235,11
Georgia,Putnam,122.117525026095,Count,13237,13
Georgia,Quitman,189.711554779488,Count,13239,16
Georgia,Rabun,21.907382601612,Count,13241,18
Georgia,Randolph,344.686474306777,Count,13243,23
Georgia,Richmond,7483.01193133859,Count,13245,24
Georgia,Rockdale,3452.38946264747,Count,13247,28
Georgia,Schley,5.45905108881561,Count,13249,31
Georgia,Screven,441.957820406682,Count,13251,34
Georgia,Seminole,90.6092037860672,Count,13253,38
Georgia,Spalding,1351.19797495353,Count,13255,41
Georgia,Stephens,564.70350047533,Count,13257,45
Georgia,Stewart,129.956766871183,Count,13259,48
Georgia,Sumter,1054.33201835585,Count,13261,52
Georgia,Talbot,265.296624460674,Count,13263,57
Georgia,Taliaferro,244.130698356121,Count,13265,60
Georgia,Tattnall,162.832568221373,Count,13267,63
Georgia,Taylor,36.9825996064238,Count,13269,69
Georgia,Telfair,66.7671587109635,Count,13271,75
Georgia,Terrell,72.2844911186367,Count,13273,78
Georgia,Thomas,1826.56851619602,Count,13275,83
Georgia,Tift,536.174847670318,Count,13277,87
Georgia,Toombs,612.113938290463,Count,13279,91
Georgia,Towns,0.0884484676644206,Count,13281,95
Georgia,Treutlen,34.9626498134166,Count,13283,102
Georgia,Troup,1197.94024121607,Count,13285,105
Georgia,Turner,73.3837917601811,Count,13287,108
Georgia,Twiggs,3.25835037232901,Count,13289,116
Georgia,Union,72.2002709972439,Count,13291,120
Georgia,Upson,1133.03225462476,Count,13293,123
Georgia,Walker,2723.54907175039,Count,13295,126
Georgia,Walton,1389.09445331811,Count,13297,127
Georgia,Ware,2538.08506665701,Count,13299,132
Georgia,Warren,21.6158359461451,Count,13301,135
Georgia,Washington,720.783578757615,Count,13303,143
Georgia,Wayne,1140.10895251891,Count,13305,147
Georgia,Webster,4.27609263921144,Count,13307,149
Georgia,Wheeler,58.4492561549509,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,2239.11378168916,Count,13313,159
Georgia,Wilcox,17.2567365683608,Count,13315,163
Georgia,Wilkes,370.741412044272,Count,13317,167
Georgia,Wilkinson,386.169648913265,Count,13319,169
Georgia,Worth,240.416706923461,Count,13321,173
