State,County,Black low access to store 2015 (LACCESS_BLACK15),Units,FIPS,FID
Arkansas,St. Francis,4877.49394547639,Count,5123,357
Arkansas,Saline,1335.02977456986,Count,5125,360
Arkansas,Scott,19.3324680624463,Count,5127,364
Arkansas,Searcy,1.00000000186469,Count,5129,372
Arkansas,Sebastian,550.402963033136,Count,5131,378
Arkansas,Sevier,436.310090531889,Count,5133,390
Arkansas,Sharp,6.52444697811734,Count,5135,394
Arkansas,Stone,3.47226896982681,Count,5137,399
Arkansas,Union,4447.09156183787,Count,5139,403
Arkansas,Van Buren,0.836864029988647,Count,5141,407
Arkansas,Washington,1210.75355022724,Count,5143,417
Arkansas,White,560.30272133216,Count,5145,428
Arkansas,Woodruff,34.8557220657895,Count,5147,435
Arkansas,Yell,25.3631683778949,Count,5149,438
California,Alameda,10417.949567517,Count,6001,457
California,Alpine,0.0,Count,6003,461
California,Amador,563.926763883079,Count,6005,472
California,Butte,476.983083977699,Count,6007,486
California,Calaveras,20.1411986780804,Count,6009,489
California,Colusa,37.149492766184,Count,6011,497
California,Contra Costa,9813.48441060095,Count,6013,503
California,Del Norte,123.370983286681,Count,6015,511
California,El Dorado,437.802501203506,Count,6017,522
California,Fresno,5818.02165208143,Count,6019,527
California,Glenn,45.5348408029204,Count,6021,537
California,Humboldt,167.69649307148,Count,6023,551
California,Imperial,3095.96897214457,Count,6025,557
California,Inyo,31.0816224198591,Count,6027,562
California,Kern,7595.64360479757,Count,6029,84
California,Kings,4021.96750433517,Count,6031,94
California,Lake,248.97389752209,Count,6033,100
California,Lassen,2608.6220784689,Count,6035,104
California,Los Angeles,52658.975621374,Count,6037,139
California,Madera,1706.73279901673,Count,6039,153
California,Marin,381.840673679756,Count,6041,168
California,Mariposa,36.2079291142709,Count,6043,178
California,Mendocino,101.399561285021,Count,6045,190
California,Merced,1160.73755041112,Count,6047,204
California,Modoc,11.0638217077669,Count,6049,207
California,Mono,23.1309442205421,Count,6051,214
California,Monterey,1594.26102818477,Count,6053,228
California,Napa,65.6981643554448,Count,6055,236
California,Nevada,100.09084844499,Count,6057,243
California,Orange,2549.30517746318,Count,6059,257
California,Placer,640.580309913643,Count,6061,266
California,Plumas,6.96824127120817,Count,6063,275
California,Riverside,26287.7956309296,Count,6065,281
California,Sacramento,19579.6614217173,Count,6067,289
California,San Benito,58.2659685382405,Count,6069,295
California,San Bernardino,35921.7899789868,Count,6071,302
California,San Diego,16315.1806442552,Count,6073,315
California,San Francisco,1128.05768741504,Count,6075,331
California,San Joaquin,8456.99602596991,Count,6077,339
California,San Luis Obispo,997.536528330255,Count,6079,351
California,San Mateo,668.766562382887,Count,6081,368
California,Santa Barbara,1368.55512707882,Count,6083,391
California,Santa Clara,2943.23816285128,Count,6085,406
California,Santa Cruz,373.3804720361,Count,6087,415
California,Shasta,324.75400849468,Count,6089,431
California,Sierra,6.00000006503251,Count,6091,439
California,Siskiyou,77.7478399702786,Count,6093,446
California,Solano,11288.5270875008,Count,6095,453
California,Sonoma,872.242683861045,Count,6097,463
California,Stanislaus,1595.24223119909,Count,6099,473
California,Sutter,609.017781090322,Count,6101,483
California,Tehama,129.291137675941,Count,6103,492
California,Trinity,5.42940428822257,Count,6105,500
California,Tulare,835.51978445763,Count,6107,501
California,Tuolumne,95.3382285562709,Count,6109,513
California,Ventura,2073.84183631476,Count,6111,521
California,Yolo,229.477918850801,Count,6113,525
California,Yuba,447.305576523911,Count,6115,541
Colorado,Adams,2478.43131204284,Count,8001,545
Colorado,Alamosa,5.15142886072863,Count,8003,549
Colorado,Arapahoe,5616.96408328814,Count,8005,558
Colorado,Archuleta,16.3732228971016,Count,8007,560
Colorado,Baca,3.00000010819349,Count,8009,563
Colorado,Bent,147.803312145174,Count,8011,564
Colorado,Boulder,350.981799254532,Count,8013,570
Colorado,Broomfield,169.850995296307,Count,8014,577
Colorado,Chaffee,4.7027628712658,Count,8015,582
Colorado,Cheyenne,6.99999994784594,Count,8017,587
Colorado,Clear Creek,14.2532296015561,Count,8019,591
Colorado,Conejos,1.98350802443747,Count,8021,596
Colorado,Costilla,23.9999995025428,Count,8023,599
Colorado,Crowley,1.0,Count,8025,605
Colorado,Custer,2.95287924462539,Count,8027,610
Colorado,Delta,5.15498729236424,Count,8029,617
Colorado,Denver,13809.1192775815,Count,8031,628
Colorado,Dolores,4.00000000803266,Count,8033,636
Colorado,Douglas,584.963790510379,Count,8035,644
Colorado,Eagle,56.0191660900655,Count,8037,648
Colorado,Elbert,32.6401353894258,Count,8039,655
Colorado,El Paso,11087.5104657231,Count,8041,661
Colorado,Fremont,427.142116190903,Count,8043,664
Colorado,Garfield,45.9921297470813,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,0.0,Count,8049,677
Colorado,Gunnison,0.601087563478586,Count,8051,682
Colorado,Hinsdale,0.0,Count,8053,688
Colorado,Huerfano,8.13168325464471,Count,8055,693
Colorado,Jackson,0.0,Count,8057,701
Colorado,Jefferson,994.695977350989,Count,8059,706
Colorado,Kiowa,3.99999996285165,Count,8061,711
Colorado,Kit Carson,0.999999953208317,Count,8063,716
Colorado,Lake,3.95216769914668,Count,8065,721
Colorado,La Plata,28.4538105659693,Count,8067,727
Colorado,Larimer,309.105858510173,Count,8069,734
Colorado,Las Animas,135.151580742172,Count,8071,741
Colorado,Lincoln,7.0000002772008,Count,8073,747
Colorado,Logan,21.083441503732,Count,8075,749
Colorado,Mesa,291.345688896022,Count,8077,751
Colorado,Mineral,0.0,Count,8079,757
Colorado,Moffat,13.9158768855268,Count,8081,758
Colorado,Montezuma,7.07278959861014,Count,8083,766
Colorado,Montrose,24.0161224327076,Count,8085,769
Colorado,Morgan,261.797525583775,Count,8087,775
Colorado,Otero,46.4987832290434,Count,8089,777
Colorado,Ouray,0.0,Count,8091,780
Colorado,Park,31.3557278096789,Count,8093,782
Colorado,Phillips,0.0,Count,8095,785
Colorado,Pitkin,19.1774511353576,Count,8097,789
Colorado,Prowers,24.2566248511721,Count,8099,792
Colorado,Pueblo,1072.62526781937,Count,8101,795
Colorado,Rio Blanco,1.9999999917618,Count,8103,799
Colorado,Rio Grande,10.4669649750116,Count,8105,802
Colorado,Routt,32.1843982018108,Count,8107,809
Colorado,Saguache,0.985515602045325,Count,8109,811
Colorado,San Juan,0.0,Count,8111,347
Colorado,San Miguel,0.0,Count,8113,359
Colorado,Sedgwick,2.00000004377216,Count,8115,366
Colorado,Summit,35.1700053944078,Count,8117,373
Colorado,Teller,10.7713635833934,Count,8119,375
Colorado,Washington,5.00000003641344,Count,8121,377
Colorado,Weld,253.375002786648,Count,8123,382
Colorado,Yuma,2.28969255027163,Count,8125,385
Connecticut,Fairfield,10145.5333861235,Count,9001,410
Connecticut,Hartford,18684.8581107764,Count,9003,432
Connecticut,Litchfield,494.118020157478,Count,9005,443
Connecticut,Middlesex,2056.01908292408,Count,9007,450
Connecticut,New Haven,12446.5640605283,Count,9009,466
Connecticut,New London,5688.16968089222,Count,9011,517
Connecticut,Tolland,2014.80425705379,Count,9013,524
Connecticut,Windham,482.19677700003,Count,9015,529
Delaware,Kent,5304.95444903483,Count,10001,532
Delaware,New Castle,24588.8210466775,Count,10003,536
Delaware,Sussex,3336.82769107952,Count,10005,609
District of Columbia,District of Columbia,7353.10357815505,Count,11001,630
Florida,Alachua,8663.95528809251,Count,12001,639
Florida,Baker,1447.41481260282,Count,12003,641
Florida,Bay,4225.892743531,Count,12005,658
Florida,Bradford,413.521907453731,Count,12007,665
Florida,Brevard,20787.6358686813,Count,12009,686
Florida,Broward,30121.1962534165,Count,12011,695
Florida,Calhoun,320.559072854339,Count,12013,699
Florida,Charlotte,3923.24921998777,Count,12015,743
Florida,Citrus,955.164187506409,Count,12017,843
Florida,Clay,3686.05787753433,Count,12019,852
Florida,Collier,5445.85786571911,Count,12021,894
Florida,Columbia,1764.29202961678,Count,12023,903
Florida,DeSoto,424.588178119184,Count,12027,906
Florida,Dixie,3.07366303420349,Count,12029,918
Florida,Duval,60896.1933216599,Count,12031,924
Florida,Escambia,22269.3325556235,Count,12033,931
Florida,Flagler,4024.39090303018,Count,12035,935
Florida,Franklin,9.48015984427184,Count,12037,937
Florida,Gadsden,2743.24383033216,Count,12039,938
Florida,Gilchrist,0.0,Count,12041,939
Florida,Glades,1516.94151370342,Count,12043,940
Florida,Gulf,164.594218364917,Count,12045,941
Florida,Hamilton,751.493097429867,Count,12047,942
Florida,Hardee,1293.46343444258,Count,12049,943
Florida,Hendry,3337.19172727183,Count,12051,944
Florida,Hernando,3143.44519559946,Count,12053,945
Florida,Highlands,2576.08457451781,Count,12055,946
Florida,Hillsborough,35680.4862481353,Count,12057,947
Florida,Holmes,28.6823486031499,Count,12059,948
Florida,Indian River,6112.72890437708,Count,12061,949
Florida,Jackson,462.771415941734,Count,12063,950
Florida,Jefferson,924.63865981642,Count,12065,951
Florida,Lafayette,1.00000001041917,Count,12067,952
Florida,Lake,9126.90493597319,Count,12069,953
Florida,Lee,16519.587051734,Count,12071,954
Florida,Leon,18913.7336416155,Count,12073,955
Florida,Levy,73.7624734106139,Count,12075,956
Florida,Liberty,92.7070948622222,Count,12077,957
Florida,Madison,1352.00636650205,Count,12079,958
Florida,Manatee,4098.21339063661,Count,12081,959
Florida,Marion,11284.9841574728,Count,12083,960
Florida,Martin,1843.029979897,Count,12085,961
Florida,Miami-Dade,20927.6163480666,Count,12086,962
Florida,Monroe,540.886056971037,Count,12087,963
Florida,Nassau,1334.72565254239,Count,12089,964
Florida,Okaloosa,5277.48129493057,Count,12091,965
Florida,Okeechobee,1718.88230526786,Count,12093,966
Florida,Orange,37356.8175712307,Count,12095,967
Florida,Osceola,6402.92819990829,Count,12097,968
Florida,Palm Beach,32071.9343186469,Count,12099,969
Florida,Pasco,3721.50729532674,Count,12101,970
Florida,Pinellas,14611.4297438065,Count,12103,971
Florida,Polk,21311.1971060207,Count,12105,972
Florida,Putnam,4200.34389316045,Count,12107,973
Florida,St. Johns,3452.53436356619,Count,12109,974
Florida,St. Lucie,17403.8035966154,Count,12111,975
Florida,Santa Rosa,2692.82972630686,Count,12113,976
Florida,Sarasota,3042.30534506516,Count,12115,977
Florida,Seminole,13125.5618655948,Count,12117,978
Florida,Sumter,595.379400637847,Count,12119,979
Florida,Suwannee,961.607632018149,Count,12121,980
Florida,Taylor,618.313518698063,Count,12123,981
Florida,Union,1092.17413965011,Count,12125,982
Florida,Volusia,13291.5979868754,Count,12127,983
Florida,Wakulla,1.4820272307843,Count,12129,984
Florida,Walton,273.138105657264,Count,12131,985
Florida,Washington,1919.48999003537,Count,12133,986
Georgia,Appling,341.005734635984,Count,13001,987
Georgia,Atkinson,531.675679078347,Count,13003,988
Georgia,Bacon,315.94234680236,Count,13005,989
Georgia,Baker,1182.05542020321,Count,13007,990
Georgia,Baldwin,3821.60487542657,Count,13009,991
Georgia,Banks,14.7237233606202,Count,13011,992
Georgia,Barrow,719.027269328313,Count,13013,993
Georgia,Bartow,3852.29102364412,Count,13015,994
Georgia,Ben Hill,1061.55578062409,Count,13017,995
Georgia,Berrien,529.882008056026,Count,13019,996
Georgia,Bibb,18482.7001822378,Count,13021,997
Georgia,Bleckley,157.820067424767,Count,13023,998
Georgia,Brantley,33.2436800934374,Count,13025,999
Georgia,Brooks,405.422299751491,Count,13027,565
Georgia,Bryan,1201.68023150269,Count,13029,573
Georgia,Bulloch,1164.78593144741,Count,13031,579
Georgia,Burke,892.454196717011,Count,13033,583
Georgia,Butts,613.837172087864,Count,13035,588
Georgia,Calhoun,555.172223044499,Count,13037,592
Georgia,Camden,4505.16830064241,Count,13039,603
Georgia,Candler,193.418982809264,Count,13043,616
Georgia,Carroll,6033.70652195695,Count,13045,620
Georgia,Catoosa,430.456963713666,Count,13047,626
Georgia,Charlton,543.199821778806,Count,13049,635
Georgia,Chatham,18275.0722110265,Count,13051,646
Georgia,Chattahoochee,2054.70025530005,Count,13053,656
Georgia,Chattooga,134.450131072663,Count,13055,659
Georgia,Cherokee,4024.90613078552,Count,13057,662
Georgia,Clarke,12725.2268444786,Count,13059,666
Georgia,Clay,1595.83918408999,Count,13061,670
Georgia,Clayton,67110.5771270244,Count,13063,673
Georgia,Clinch,105.200263410085,Count,13065,676
Georgia,Cobb,64204.2004914979,Count,13067,680
Georgia,Coffee,1484.62718999842,Count,13069,684
Georgia,Colquitt,1170.58465330553,Count,13071,689
Georgia,Columbia,3163.09773832392,Count,13073,692
Georgia,Cook,739.617439715337,Count,13075,697
Georgia,Coweta,5239.64673828455,Count,13077,700
Georgia,Crawford,68.1452165142432,Count,13079,704
Georgia,Crisp,1100.37446237472,Count,13081,707
Georgia,Dade,7.04099578596652,Count,13083,708
Georgia,Dawson,0.99999998696876,Count,13085,713
Georgia,Decatur,1236.27241930696,Count,13087,714
Georgia,DeKalb,125888.219965812,Count,13089,718
Georgia,Dodge,174.692641787926,Count,13091,720
Georgia,Dooly,22.4931895025802,Count,13093,724
Georgia,Dougherty,27214.4473986598,Count,13095,728
Georgia,Douglas,16853.546321454,Count,13097,731
Georgia,Early,554.966660948017,Count,13099,735
Georgia,Echols,5.72520006688683,Count,13101,737
Georgia,Effingham,1812.74253074369,Count,13103,742
Georgia,Elbert,1966.25663705428,Count,13105,746
Georgia,Emanuel,1660.8941126865,Count,13107,750
Georgia,Evans,306.396035692782,Count,13109,754
Georgia,Fannin,0.0370168555527925,Count,13111,755
Georgia,Fayette,8532.40590314931,Count,13113,760
Georgia,Floyd,2800.21397375888,Count,13115,764
Georgia,Forsyth,989.96061538084,Count,13117,768
Georgia,Franklin,30.6968220472336,Count,13119,772
Georgia,Fulton,112889.33784262,Count,13121,779
Georgia,Gilmer,17.4827431421581,Count,13123,781
Georgia,Glascock,190.788131212546,Count,13125,783
Georgia,Glynn,5004.11882278178,Count,13127,793
Georgia,Gordon,607.665575878708,Count,13129,796
Georgia,Grady,1096.98002034196,Count,13131,797
Georgia,Greene,244.296359164582,Count,13133,800
Georgia,Gwinnett,53571.9903934398,Count,13135,804
Georgia,Habersham,517.498172780784,Count,13137,806
Georgia,Hall,3394.74538725275,Count,13139,808
Georgia,Hancock,1615.4859990529,Count,13141,810
Georgia,Haralson,56.7751262793317,Count,13143,813
Georgia,Harris,128.010846599376,Count,13145,814
Georgia,Hart,1043.52702888008,Count,13147,816
Georgia,Heard,10.8328916960018,Count,13149,817
Georgia,Henry,25390.9447765456,Count,13151,820
Georgia,Houston,12628.3100345004,Count,13153,823
Georgia,Irwin,113.071453988672,Count,13155,825
Georgia,Jackson,276.886726901052,Count,13157,828
Georgia,Jasper,531.843774689218,Count,13159,830
Georgia,Jeff Davis,395.956439714574,Count,13161,832
Georgia,Jefferson,483.01957317773,Count,13163,834
Georgia,Jenkins,62.3372235517236,Count,13165,835
Georgia,Johnson,37.4792198946589,Count,13167,837
Georgia,Jones,1022.01955833458,Count,13169,839
Georgia,Lamar,401.292858126984,Count,13171,841
Georgia,Lanier,50.3153332938091,Count,13173,845
Georgia,Laurens,2395.17544500199,Count,13175,847
Georgia,Lee,615.492479953649,Count,13177,849
Georgia,Liberty,11090.975434608,Count,13179,855
Georgia,Lincoln,67.6554855746135,Count,13181,857
Georgia,Long,399.781441091732,Count,13183,860
Georgia,Lowndes,11195.0955045858,Count,13185,863
Georgia,Lumpkin,3.87032114714384,Count,13187,865
Georgia,McDuffie,1180.18457489026,Count,13189,868
Georgia,McIntosh,242.550785205932,Count,13191,871
Georgia,Macon,1853.5652948528,Count,13193,874
Georgia,Madison,134.531928417666,Count,13195,875
Georgia,Marion,0.0,Count,13197,877
Georgia,Meriwether,372.163381128084,Count,13199,879
Georgia,Miller,64.6147360499882,Count,13201,881
Georgia,Mitchell,1766.89978651653,Count,13205,883
Georgia,Monroe,1328.10155063602,Count,13207,885
Georgia,Montgomery,322.219480582513,Count,13209,887
Georgia,Morgan,1416.45747581229,Count,13211,890
Georgia,Murray,33.5631334892823,Count,13213,892
Georgia,Muscogee,27229.0417954601,Count,13215,896
Georgia,Newton,12791.1028704584,Count,13217,899
Georgia,Oconee,659.987261293051,Count,13219,901
Georgia,Oglethorpe,156.579431639751,Count,13221,905
Georgia,Paulding,7019.24517129751,Count,13223,908
Georgia,Peach,2603.01936789748,Count,13225,910
Georgia,Pickens,16.1270853700698,Count,13227,912
Georgia,Pierce,90.8581238707593,Count,13229,915
Georgia,Pike,0.0,Count,13231,7
Georgia,Polk,724.251668539771,Count,13233,8
Georgia,Pulaski,359.264021741602,Count,13235,11
Georgia,Putnam,300.715749670489,Count,13237,13
Georgia,Quitman,543.02035246911,Count,13239,16
Georgia,Rabun,0.0,Count,13241,18
Georgia,Randolph,1105.66284290068,Count,13243,23
Georgia,Richmond,44504.4767942341,Count,13245,24
Georgia,Rockdale,15649.502515585,Count,13247,28
Georgia,Schley,4.98176874779165,Count,13249,31
Georgia,Screven,1334.64493994399,Count,13251,34
Georgia,Seminole,97.1311998970223,Count,13253,38
Georgia,Spalding,3799.01665694007,Count,13255,41
Georgia,Stephens,946.327515733617,Count,13257,45
Georgia,Stewart,280.379436022057,Count,13259,48
Georgia,Sumter,4025.57260638053,Count,13261,52
Georgia,Talbot,1139.19767776493,Count,13263,57
Georgia,Taliaferro,700.38588171702,Count,13265,60
Georgia,Tattnall,214.076701071725,Count,13267,63
Georgia,Taylor,201.366617039142,Count,13269,69
Georgia,Telfair,118.280100396209,Count,13271,75
Georgia,Terrell,527.113536345083,Count,13273,78
Georgia,Thomas,4796.20373416398,Count,13275,83
Georgia,Tift,2003.74066476274,Count,13277,87
Georgia,Toombs,1070.21264151596,Count,13279,91
Georgia,Towns,0.0,Count,13281,95
Georgia,Treutlen,190.467684481875,Count,13283,102
Georgia,Troup,4192.73072342505,Count,13285,105
Georgia,Turner,226.310368006233,Count,13287,108
Georgia,Twiggs,4.63040714745875,Count,13289,116
Georgia,Union,0.0,Count,13291,120
Georgia,Upson,2638.15500948973,Count,13293,123
Georgia,Walker,662.521962492796,Count,13295,126
Georgia,Walton,2259.54232781196,Count,13297,127
Georgia,Ware,3254.76204785819,Count,13299,132
Georgia,Warren,82.9273519952276,Count,13301,135
Georgia,Washington,2537.81924168737,Count,13303,143
Georgia,Wayne,1059.27966502321,Count,13305,147
Georgia,Webster,10.6835136581185,Count,13307,149
Georgia,Wheeler,39.1128614106965,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,823.534628059933,Count,13313,159
Georgia,Wilcox,15.8480701933586,Count,13315,163
Georgia,Wilkes,871.012790470297,Count,13317,167
Georgia,Wilkinson,817.064316448239,Count,13319,169
