State,County,Hawaiian or Pacific Islander low access to store 2015 (LACCESS_NHPI15),Units,FIPS,FID
Colorado,Park,1.4477124363184,Count,8093,782
Colorado,Phillips,0.0,Count,8095,785
Colorado,Pitkin,0.0382103766314685,Count,8097,789
Colorado,Prowers,0.86594876088202,Count,8099,792
Colorado,Pueblo,42.1911704400052,Count,8101,795
Colorado,Rio Blanco,0.0,Count,8103,799
Colorado,Rio Grande,1.06315539898469,Count,8105,802
Colorado,Routt,4.57541982435467,Count,8107,809
Colorado,Saguache,0.0,Count,8109,811
Colorado,San Juan,0.0,Count,8111,347
Colorado,San Miguel,0.0,Count,8113,359
Colorado,Sedgwick,0.0,Count,8115,366
Colorado,Summit,2.03497285128105,Count,8117,373
Colorado,Teller,1.12769757583737,Count,8119,375
Colorado,Washington,2.0,Count,8121,377
Colorado,Weld,21.3309755709136,Count,8123,382
Colorado,Yuma,3.00000001900389,Count,8125,385
Connecticut,Fairfield,65.0820757878446,Count,9001,410
Connecticut,Hartford,57.4777007966477,Count,9003,432
Connecticut,Litchfield,5.30942280448244,Count,9005,443
Connecticut,Middlesex,20.1109855790855,Count,9007,450
Connecticut,New Haven,56.7359961566929,Count,9009,466
Connecticut,New London,51.9515256304003,Count,9011,517
Connecticut,Tolland,14.4734452820558,Count,9013,524
Connecticut,Windham,13.1649973386175,Count,9015,529
Delaware,Kent,11.5715994028142,Count,10001,532
Delaware,New Castle,34.4774618212114,Count,10003,536
Delaware,Sussex,34.6761884580774,Count,10005,609
District of Columbia,District of Columbia,4.5394062793348,Count,11001,630
Florida,Alachua,29.5487651865697,Count,12001,639
Florida,Baker,0.985625348985195,Count,12003,641
Florida,Bay,75.2544045915565,Count,12005,658
Florida,Bradford,0.0501558054238558,Count,12007,665
Florida,Brevard,194.855140815027,Count,12009,686
Florida,Broward,56.6857012510845,Count,12011,695
Florida,Calhoun,2.30628101807088,Count,12013,699
Florida,Charlotte,25.475672354165,Count,12015,743
Florida,Citrus,12.3621369978646,Count,12017,843
Florida,Clay,59.7295986024164,Count,12019,852
Florida,Collier,26.9681484335561,Count,12021,894
Florida,Columbia,11.0706279331753,Count,12023,903
Florida,DeSoto,0.999999979278073,Count,12027,906
Florida,Dixie,0.0,Count,12029,918
Florida,Duval,185.734963305637,Count,12031,924
Florida,Escambia,184.837741024108,Count,12033,931
Florida,Flagler,20.6689044426721,Count,12035,935
Florida,Franklin,0.0,Count,12037,937
Florida,Gadsden,3.67292451858521,Count,12039,938
Florida,Gilchrist,0.0,Count,12041,939
Florida,Glades,1.00000000477303,Count,12043,940
Florida,Gulf,0.275928204879165,Count,12045,941
Florida,Hamilton,0.0,Count,12047,942
Florida,Hardee,5.79747259896249,Count,12049,943
Florida,Hendry,6.18838544562459,Count,12051,944
Florida,Hernando,30.9733945497101,Count,12053,945
Florida,Highlands,22.1947949524038,Count,12055,946
Florida,Hillsborough,246.456626078185,Count,12057,947
Florida,Holmes,1.00000001490116,Count,12059,948
Florida,Indian River,11.8117712514504,Count,12061,949
Florida,Jackson,1.15938690304756,Count,12063,950
Florida,Jefferson,0.999999970197678,Count,12065,951
Florida,Lafayette,0.0,Count,12067,952
Florida,Lake,57.0909685352117,Count,12069,953
Florida,Lee,88.8207143940649,Count,12071,954
Florida,Leon,34.1929916634654,Count,12073,955
Florida,Levy,0.0,Count,12075,956
Florida,Liberty,0.0,Count,12077,957
Florida,Madison,0.0,Count,12079,958
Florida,Manatee,31.4794337289131,Count,12081,959
Florida,Marion,37.4095122150597,Count,12083,960
Florida,Martin,21.6561824108992,Count,12085,961
Florida,Miami-Dade,48.1574238248286,Count,12086,962
Florida,Monroe,14.0998681124765,Count,12087,963
Florida,Nassau,21.8607549199951,Count,12089,964
Florida,Okaloosa,153.020870641238,Count,12091,965
Florida,Okeechobee,13.5113762865631,Count,12093,966
Florida,Orange,234.391354640689,Count,12095,967
Florida,Osceola,82.8737389508036,Count,12097,968
Florida,Palm Beach,74.8103651513229,Count,12099,969
Florida,Pasco,74.736867801121,Count,12101,970
Florida,Pinellas,106.376034918998,Count,12103,971
Florida,Polk,112.524405910457,Count,12105,972
Florida,Putnam,16.205704862019,Count,12107,973
Florida,St. Johns,36.2697480747956,Count,12109,974
Florida,St. Lucie,64.275081142292,Count,12111,975
Florida,Santa Rosa,86.8498257847295,Count,12113,976
Florida,Sarasota,38.8803874718969,Count,12115,977
Florida,Seminole,69.8499571206266,Count,12117,978
Florida,Sumter,3.51554563820787,Count,12119,979
Florida,Suwannee,3.07009132439271,Count,12121,980
Florida,Taylor,1.08287256257609,Count,12123,981
Florida,Union,0.601782856043428,Count,12125,982
Florida,Volusia,59.7228610839411,Count,12127,983
Florida,Wakulla,0.0,Count,12129,984
Florida,Walton,0.879058599472046,Count,12131,985
Florida,Washington,3.02624032091262,Count,12133,986
Georgia,Appling,12.000000545755,Count,13001,987
Georgia,Atkinson,2.99999992594985,Count,13003,988
Georgia,Bacon,0.0,Count,13005,989
Georgia,Baker,2.00000003024252,Count,13007,990
Georgia,Baldwin,0.950652532279491,Count,13009,991
Georgia,Banks,0.0,Count,13011,992
Georgia,Barrow,2.79636973887682,Count,13013,993
Georgia,Bartow,13.8170525472378,Count,13015,994
Georgia,Ben Hill,2.0,Count,13017,995
Georgia,Berrien,0.0,Count,13019,996
Georgia,Bibb,27.4727421288844,Count,13021,997
Georgia,Bleckley,0.0,Count,13023,998
Georgia,Brantley,0.0,Count,13025,999
Georgia,Brooks,0.0033651520498097,Count,13027,565
Georgia,Bryan,5.78032844467089,Count,13029,573
Georgia,Bulloch,1.80376496165991,Count,13031,579
Georgia,Burke,0.0978686730377376,Count,13033,583
Georgia,Butts,0.0,Count,13035,588
Georgia,Calhoun,0.0,Count,13037,592
Georgia,Camden,27.4567306747776,Count,13039,603
Georgia,Candler,0.0,Count,13043,616
Georgia,Carroll,4.99229717650451,Count,13045,620
Georgia,Catoosa,16.2248902742817,Count,13047,626
Georgia,Charlton,0.0,Count,13049,635
Georgia,Chatham,42.1590057808517,Count,13051,646
Georgia,Chattahoochee,71.2269152228546,Count,13053,656
Georgia,Chattooga,1.14591830968857,Count,13055,659
Georgia,Cherokee,28.3558079265385,Count,13057,662
Georgia,Clarke,26.1296595463064,Count,13059,666
Georgia,Clay,1.00000000563887,Count,13061,670
Georgia,Clayton,51.7865784567111,Count,13063,673
Georgia,Clinch,0.0,Count,13065,676
Georgia,Cobb,113.872895192741,Count,13067,680
Georgia,Coffee,2.0,Count,13069,684
Georgia,Colquitt,4.84628075361252,Count,13071,689
Georgia,Columbia,32.4654949179182,Count,13073,692
Georgia,Cook,1.44914376735687,Count,13075,697
Georgia,Coweta,16.579517192502,Count,13077,700
Georgia,Crawford,0.0023786694437149,Count,13079,704
Georgia,Crisp,0.0843698531389236,Count,13081,707
Georgia,Dade,0.0383557640016079,Count,13083,708
Georgia,Dawson,0.0,Count,13085,713
Georgia,Decatur,0.112792752683163,Count,13087,714
Georgia,DeKalb,52.1085954389389,Count,13089,718
Georgia,Dodge,0.0017707808874548,Count,13091,720
Georgia,Dooly,0.0,Count,13093,724
Georgia,Dougherty,34.2175642527473,Count,13095,728
Georgia,Douglas,77.9025593681336,Count,13097,731
Georgia,Early,0.0,Count,13099,735
Georgia,Echols,0.0,Count,13101,737
Georgia,Effingham,2.85099595040083,Count,13103,742
Georgia,Elbert,0.337891825358383,Count,13105,746
Georgia,Emanuel,1.72509181499481,Count,13107,750
Georgia,Evans,2.53561115264893,Count,13109,754
Georgia,Fannin,0.0,Count,13111,755
Georgia,Fayette,24.9904935191853,Count,13113,760
Georgia,Floyd,21.5101025284239,Count,13115,764
Georgia,Forsyth,19.1170483299781,Count,13117,768
Georgia,Franklin,0.33390337228775,Count,13119,772
Georgia,Fulton,63.3893900591447,Count,13121,779
Georgia,Gilmer,0.0,Count,13123,781
Georgia,Glascock,0.0,Count,13125,783
Georgia,Glynn,12.9125424115518,Count,13127,793
Georgia,Gordon,21.1161986101506,Count,13129,796
Georgia,Grady,0.223119523376226,Count,13131,797
Georgia,Greene,0.0,Count,13133,800
Georgia,Gwinnett,128.117380442419,Count,13135,804
Georgia,Habersham,14.478613041807,Count,13137,806
Georgia,Hall,41.48629160173,Count,13139,808
Georgia,Hancock,0.0,Count,13141,810
Georgia,Haralson,0.0,Count,13143,813
Georgia,Harris,0.0,Count,13145,814
Georgia,Hart,0.0,Count,13147,816
Georgia,Heard,0.0,Count,13149,817
Georgia,Henry,39.9703287405941,Count,13151,820
Georgia,Houston,39.6893425223825,Count,13153,823
Georgia,Irwin,0.0,Count,13155,825
Georgia,Jackson,0.70116260740906,Count,13157,828
Georgia,Jasper,0.0,Count,13159,830
Georgia,Jeff Davis,0.0,Count,13161,832
Georgia,Jefferson,0.0,Count,13163,834
Georgia,Jenkins,0.0,Count,13165,835
Georgia,Johnson,0.0,Count,13167,837
Georgia,Jones,0.0,Count,13169,839
Georgia,Lamar,0.0135951489679655,Count,13171,841
Georgia,Lanier,0.0,Count,13173,845
Georgia,Laurens,1.99999998137355,Count,13175,847
Georgia,Lee,1.38146781537216,Count,13177,849
Georgia,Liberty,177.297764092524,Count,13179,855
Georgia,Lincoln,0.0,Count,13181,857
Georgia,Long,2.83644227089098,Count,13183,860
Georgia,Lowndes,36.7472113523399,Count,13185,863
Georgia,Lumpkin,0.0972419381141663,Count,13187,865
Georgia,McDuffie,0.0,Count,13189,868
Georgia,McIntosh,0.0,Count,13191,871
Georgia,Macon,0.791794646531343,Count,13193,874
Georgia,Madison,0.0,Count,13195,875
Georgia,Marion,0.0,Count,13197,877
Georgia,Meriwether,0.0,Count,13199,879
Georgia,Miller,0.0,Count,13201,881
Georgia,Mitchell,0.0,Count,13205,883
Georgia,Monroe,0.999999958905391,Count,13207,885
Georgia,Montgomery,0.0,Count,13209,887
Georgia,Morgan,0.0,Count,13211,890
Georgia,Murray,6.96067522466183,Count,13213,892
Georgia,Muscogee,136.637661222223,Count,13215,896
Georgia,Newton,15.6295171123929,Count,13217,899
Georgia,Oconee,1.43904209436732,Count,13219,901
Georgia,Oglethorpe,0.0,Count,13221,905
Georgia,Paulding,17.6513604793581,Count,13223,908
Georgia,Peach,1.56471502222121,Count,13225,910
Georgia,Pickens,0.0,Count,13227,912
Georgia,Pierce,1.03692267090082,Count,13229,915
Georgia,Pike,0.0,Count,13231,7
Georgia,Polk,0.116978975944221,Count,13233,8
Georgia,Pulaski,0.887539519171696,Count,13235,11
Georgia,Putnam,0.0,Count,13237,13
Georgia,Quitman,0.0,Count,13239,16
Georgia,Rabun,0.0,Count,13241,18
Georgia,Randolph,0.0,Count,13243,23
Georgia,Richmond,225.86358745875,Count,13245,24
Georgia,Rockdale,24.5360413552262,Count,13247,28
Georgia,Schley,0.0,Count,13249,31
Georgia,Screven,0.0,Count,13251,34
Georgia,Seminole,0.0,Count,13253,38
Georgia,Spalding,7.36402466299478,Count,13255,41
Georgia,Stephens,0.672043442726135,Count,13257,45
Georgia,Stewart,0.669153765309602,Count,13259,48
Georgia,Sumter,3.55760239064693,Count,13261,52
Georgia,Talbot,0.0,Count,13263,57
Georgia,Taliaferro,0.0,Count,13265,60
Georgia,Tattnall,1.77935433387756,Count,13267,63
Georgia,Taylor,0.0,Count,13269,69
Georgia,Telfair,0.0,Count,13271,75
Georgia,Terrell,0.0,Count,13273,78
Georgia,Thomas,3.85785751323237,Count,13275,83
Georgia,Tift,0.0,Count,13277,87
Georgia,Toombs,2.13297501578927,Count,13279,91
Georgia,Towns,0.0,Count,13281,95
Georgia,Treutlen,0.0,Count,13283,102
Georgia,Troup,16.5576885014743,Count,13285,105
Georgia,Turner,0.0,Count,13287,108
Georgia,Twiggs,0.0,Count,13289,116
Georgia,Union,0.0,Count,13291,120
Georgia,Upson,5.0,Count,13293,123
Georgia,Walker,7.37973751034588,Count,13295,126
Georgia,Walton,6.28674252115889,Count,13297,127
Georgia,Ware,4.2136497687934,Count,13299,132
Georgia,Warren,0.0,Count,13301,135
Georgia,Washington,0.0,Count,13303,143
Georgia,Wayne,1.99999990640208,Count,13305,147
Georgia,Webster,0.0,Count,13307,149
Georgia,Wheeler,0.0186208263039589,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,16.4223273983571,Count,13313,159
Georgia,Wilcox,0.0,Count,13315,163
Georgia,Wilkes,0.999999992127414,Count,13317,167
Georgia,Wilkinson,0.993248512269929,Count,13319,169
Georgia,Worth,1.79722092667362,Count,13321,173
Hawaii,Hawaii,8272.19155922628,Count,15001,198
Hawaii,Honolulu,21387.0630610889,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,2727.39028008784,Count,15007,261
Hawaii,Maui,4297.90149323097,Count,15009,323
Idaho,Ada,129.82831005016,Count,16001,336
Idaho,Adams,0.0,Count,16003,338
Idaho,Bannock,58.7418986013427,Count,16005,343
Idaho,Bear Lake,0.999999985149771,Count,16007,349
Idaho,Benewah,0.0,Count,16009,354
Idaho,Bingham,4.43981269045753,Count,16011,362
Idaho,Blaine,9.5955550640342,Count,16013,371
Idaho,Boise,4.99999984019087,Count,16015,380
