State,County,Population low access to store 2015 (LACCESS_POP15),Units,FIPS,FID
Alabama,Russell,6225.85569408263,Count,1113,288
Alabama,St. Clair,4561.84011807665,Count,1115,292
Alabama,Shelby,47122.3183671755,Count,1117,298
Alabama,Sumter,2304.52537843944,Count,1119,303
Alabama,Talladega,11038.3872483772,Count,1121,306
Alabama,Tallapoosa,3484.730857794,Count,1123,308
Alabama,Tuscaloosa,34859.5802446893,Count,1125,313
Alabama,Walker,7858.659653953,Count,1127,317
Alabama,Washington,1478.89694731913,Count,1129,319
Alabama,Wilcox,4997.12856775663,Count,1131,326
Alabama,Winston,1459.03265534054,Count,1133,332
Alaska,Aleutians East,2203.00003012739,Count,2013,346
Alaska,Aleutians West,1243.22905305789,Count,2016,381
Alaska,Anchorage,80039.7236440701,Count,2020,400
Alaska,Bethel,11504.8634897179,Count,2050,411
Alaska,Bristol Bay,996.999998134377,Count,2060,423
Alaska,Denali,1826.00001354376,Count,2068,426
Alaska,Dillingham,2461.50966602722,Count,2070,445
Alaska,Fairbanks North Star,33612.3839432149,Count,2090,454
Alaska,Haines,518.894136562259,Count,2100,462
Alaska,Hoonah-Angoon,2136.90478780445,Count,2105,476
Alaska,Juneau,10062.672904577,Count,2110,482
Alaska,Kenai Peninsula,10888.785060094,Count,2122,494
Alaska,Ketchikan Gateway,1062.59891684336,Count,2130,514
Alaska,Kodiak Island,1948.65920848546,Count,2150,533
Alaska,Lake and Peninsula,1628.68561954873,Count,2164,544
Alaska,Matanuska-Susitna,23011.2553342344,Count,2170,556
Alaska,Nome,5276.00763807735,Count,2180,571
Alaska,North Slope,5522.182352331,Count,2185,614
Alaska,Northwest Arctic,4322.06293794552,Count,2188,638
Alaska,Petersburg,180.230547734276,Count,2195,645
Alaska,Prince of Wales-Hyder,1758.79264788,Count,2198,669
Alaska,Sitka,1632.24976162452,Count,2220,679
Alaska,Skagway,2.99995376171291,Count,2230,683
Alaska,Southeast Fairbanks,3323.08447550762,Count,2240,690
Alaska,Valdez-Cordova,5010.71088565046,Count,2261,710
Alaska,Wade Hampton,4615.00000192692,Count,2270,725
Alaska,Wrangell,510.624434692214,Count,2275,733
Alaska,Yakutat,662.00000099384,Count,2282,744
Alaska,Yukon-Koyukuk,5587.99999538776,Count,2290,753
Arizona,Apache,50446.8141367026,Count,4001,761
Arizona,Cochise,55218.539200034,Count,4003,763
Arizona,Coconino,41435.5536860364,Count,4005,771
Arizona,Gila,17451.0661177204,Count,4007,787
Arizona,Graham,13894.4627686973,Count,4009,0
Arizona,Greenlee,5895.55884963053,Count,4011,1
Arizona,La Paz,8846.86161625004,Count,4012,3
Arizona,Maricopa,511215.572447903,Count,4013,9
Arizona,Mohave,88341.5771291182,Count,4015,15
Arizona,Navajo,41411.3260773712,Count,4017,17
Arizona,Pima,218481.73008953,Count,4019,21
Arizona,Pinal,80761.8534872067,Count,4021,26
Arizona,Santa Cruz,12583.4229510448,Count,4023,32
Arizona,Yavapai,68596.9359505336,Count,4025,35
Arizona,Yuma,39776.5270122877,Count,4027,42
Arkansas,Arkansas,7183.71266226274,Count,5001,46
Arkansas,Ashley,4633.91024763474,Count,5003,50
Arkansas,Baxter,4618.03029165229,Count,5005,54
Arkansas,Benton,34546.6198358403,Count,5007,59
Arkansas,Boone,8411.78466495022,Count,5009,62
Arkansas,Bradley,1240.00834783248,Count,5011,68
Arkansas,Calhoun,3493.52796074734,Count,5013,72
Arkansas,Carroll,1943.27117802682,Count,5015,74
Arkansas,Chicot,7115.72056623247,Count,5017,77
Arkansas,Clark,9423.23963448559,Count,5019,86
Arkansas,Clay,1645.72828388202,Count,5021,93
Arkansas,Cleburne,2341.79256165515,Count,5023,97
Arkansas,Cleveland,1838.88684625122,Count,5025,103
Arkansas,Columbia,4236.87096050175,Count,5027,107
Arkansas,Conway,3553.4350831012,Count,5029,109
Arkansas,Craighead,15955.2023061865,Count,5031,114
Arkansas,Crawford,10484.3762725612,Count,5033,115
Arkansas,Crittenden,6476.88070561365,Count,5035,119
Arkansas,Cross,2383.09274329744,Count,5037,124
Arkansas,Dallas,3353.85447598974,Count,5039,128
Arkansas,Desha,4559.47311700064,Count,5041,130
Arkansas,Drew,3989.45432425787,Count,5043,136
Arkansas,Faulkner,18908.5472588058,Count,5045,141
Arkansas,Franklin,1180.16399126482,Count,5047,144
Arkansas,Fulton,2343.4208289342,Count,5049,146
Arkansas,Garland,27118.3923590728,Count,5051,151
Arkansas,Grant,2119.12818204986,Count,5053,155
Arkansas,Greene,9620.66066558663,Count,5055,162
Arkansas,Hempstead,6581.43092097881,Count,5057,172
Arkansas,Hot Spring,5165.93250419011,Count,5059,184
Arkansas,Howard,5676.68563191416,Count,5061,191
Arkansas,Independence,5563.27590662558,Count,5063,200
Arkansas,Izard,150.823051491608,Count,5065,203
Arkansas,Jackson,3107.86497962899,Count,5067,209
Arkansas,Jefferson,14581.3812859626,Count,5069,213
Arkansas,Johnson,1502.74542260782,Count,5071,218
Arkansas,Lafayette,1615.93852923618,Count,5073,222
Arkansas,Lawrence,5222.80588743685,Count,5075,230
Arkansas,Lee,4722.32758468425,Count,5077,237
Arkansas,Lincoln,4694.28736413289,Count,5079,244
Arkansas,Little River,1914.88805626529,Count,5081,251
Arkansas,Logan,2069.944574439,Count,5083,258
Arkansas,Lonoke,12276.4894294997,Count,5085,268
Arkansas,Madison,3813.49854006133,Count,5087,277
Arkansas,Marion,2255.37670432853,Count,5089,282
Arkansas,Miller,14528.874643974,Count,5091,287
Arkansas,Mississippi,5862.95884835965,Count,5093,294
Arkansas,Monroe,1020.24764516173,Count,5095,300
Arkansas,Montgomery,2108.83295467537,Count,5097,304
Arkansas,Nevada,2631.89242537197,Count,5099,307
Arkansas,Newton,3653.07497206561,Count,5101,311
Arkansas,Ouachita,6756.87134966328,Count,5103,316
Arkansas,Perry,1490.74658645795,Count,5105,318
Arkansas,Phillips,10960.597088673,Count,5107,322
Arkansas,Pike,2603.40194713087,Count,5109,327
Arkansas,Poinsett,8364.12753593656,Count,5111,333
Arkansas,Polk,7939.58793966146,Count,5113,337
Arkansas,Pope,8394.67528015649,Count,5115,340
Arkansas,Prairie,3227.06354427812,Count,5117,345
Arkansas,Pulaski,101839.261929696,Count,5119,350
Arkansas,Randolph,5762.67470571779,Count,5121,353
Arkansas,St. Francis,7660.23656650706,Count,5123,357
Arkansas,Saline,23913.2982531669,Count,5125,360
Arkansas,Scott,1942.85760207044,Count,5127,364
Arkansas,Searcy,2757.11254790789,Count,5129,372
Arkansas,Sebastian,12919.2474935847,Count,5131,378
Arkansas,Sevier,4001.66488564692,Count,5133,390
Arkansas,Sharp,3878.3965115348,Count,5135,394
Arkansas,Stone,3115.9136263907,Count,5137,399
Arkansas,Union,10943.8414857132,Count,5139,403
Arkansas,Van Buren,1774.93122955086,Count,5141,407
Arkansas,Washington,29544.0737156694,Count,5143,417
Arkansas,White,9451.94007150395,Count,5145,428
Arkansas,Woodruff,381.780216009752,Count,5147,435
Arkansas,Yell,2856.00284025208,Count,5149,438
California,Alameda,107964.398427475,Count,6001,457
California,Alpine,575.162591718659,Count,6003,461
California,Amador,5337.85448752287,Count,6005,472
California,Butte,46598.3440656602,Count,6007,486
California,Calaveras,4578.26192993363,Count,6009,489
California,Colusa,1770.98331197088,Count,6011,497
California,Contra Costa,200374.382313247,Count,6013,503
California,Del Norte,9166.13931439813,Count,6015,511
California,El Dorado,52705.456072138,Count,6017,522
California,Fresno,85484.3748392296,Count,6019,527
California,Glenn,2537.77965653726,Count,6021,537
California,Humboldt,21098.8799221068,Count,6023,551
California,Imperial,30616.0196653308,Count,6025,557
California,Inyo,7627.65105576419,Count,6027,562
California,Kern,122097.200406201,Count,6029,84
California,Kings,29477.3466209067,Count,6031,94
California,Lake,12117.2286158185,Count,6033,100
California,Lassen,17122.0068345117,Count,6035,104
California,Los Angeles,622625.436180995,Count,6037,139
California,Madera,31476.8511905402,Count,6039,153
California,Marin,30188.5746861837,Count,6041,168
California,Mariposa,3193.81686069276,Count,6043,178
California,Mendocino,15254.5987178115,Count,6045,190
California,Merced,40077.4815443969,Count,6047,204
California,Modoc,2570.68978339541,Count,6049,207
California,Mono,7067.90401270645,Count,6051,214
California,Monterey,51148.1335548715,Count,6053,228
California,Napa,13839.7753825313,Count,6055,236
California,Nevada,26699.8368990941,Count,6057,243
California,Orange,195971.138584192,Count,6059,257
California,Placer,54218.6896993893,Count,6061,266
California,Plumas,1622.47958187118,Count,6063,275
California,Riverside,437849.237235762,Count,6065,281
California,Sacramento,193704.687849156,Count,6067,289
California,San Benito,9765.67326335152,Count,6069,295
California,San Bernardino,433153.412546069,Count,6071,302
California,San Diego,424210.884922634,Count,6073,315
California,San Francisco,4473.70211213036,Count,6075,331
California,San Joaquin,86687.3016380355,Count,6077,339
California,San Luis Obispo,42276.1008767946,Count,6079,351
California,San Mateo,69488.5473081618,Count,6081,368
California,Santa Barbara,57597.5672923975,Count,6083,391
California,Santa Clara,132928.161095634,Count,6085,406
California,Santa Cruz,36861.5907447915,Count,6087,415
California,Shasta,41275.1351798199,Count,6089,431
California,Sierra,2863.07672806322,Count,6091,439
California,Siskiyou,8889.7168331794,Count,6093,446
California,Solano,72338.6456313888,Count,6095,453
California,Sonoma,74693.7338402341,Count,6097,463
California,Stanislaus,60419.5866110182,Count,6099,473
California,Sutter,31556.8592027256,Count,6101,483
California,Tehama,12744.2666960487,Count,6103,492
California,Trinity,2390.24902677505,Count,6105,500
California,Tulare,59680.2696233089,Count,6107,501
California,Tuolumne,16108.1297194684,Count,6109,513
California,Ventura,130817.223327523,Count,6111,521
California,Yolo,12376.451543734,Count,6113,525
California,Yuba,14994.418506338,Count,6115,541
Colorado,Adams,66895.7142511163,Count,8001,545
Colorado,Alamosa,915.1862387662,Count,8003,549
Colorado,Arapahoe,69481.6733981126,Count,8005,558
Colorado,Archuleta,3600.90155231601,Count,8007,560
Colorado,Baca,955.224504744831,Count,8009,563
Colorado,Bent,1680.81108594272,Count,8011,564
Colorado,Boulder,43147.2794831739,Count,8013,570
Colorado,Broomfield,16646.5401687861,Count,8014,577
Colorado,Chaffee,1782.82209924298,Count,8015,582
Colorado,Cheyenne,621.652255741721,Count,8017,587
Colorado,Clear Creek,1262.60837271503,Count,8019,591
Colorado,Conejos,463.776198704138,Count,8021,596
Colorado,Costilla,3522.007211992,Count,8023,599
Colorado,Crowley,459.48496194487,Count,8025,605
Colorado,Custer,1101.4374363612,Count,8027,610
Colorado,Delta,2612.37438315521,Count,8029,617
Colorado,Denver,55276.4705558132,Count,8031,628
Colorado,Dolores,2063.99999514993,Count,8033,636
Colorado,Douglas,54681.3513293537,Count,8035,644
Colorado,Eagle,8057.94619400634,Count,8037,648
Colorado,Elbert,5986.12599182079,Count,8039,655
Colorado,El Paso,168373.587396914,Count,8041,661
Colorado,Fremont,16167.8407284318,Count,8043,664
Colorado,Garfield,8633.24668999421,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,421.928987024033,Count,8049,677
Colorado,Gunnison,1838.89203567921,Count,8051,682
Colorado,Hinsdale,99.2714692888681,Count,8053,688
Colorado,Huerfano,2459.81752693712,Count,8055,693
Colorado,Jackson,382.235066584368,Count,8057,701
Colorado,Jefferson,121653.329036851,Count,8059,706
Colorado,Kiowa,1398.00000464842,Count,8061,711
Colorado,Kit Carson,921.046456958068,Count,8063,716
Colorado,Lake,1455.80636836994,Count,8065,721
Colorado,La Plata,7347.21871312946,Count,8067,727
Colorado,Larimer,56628.0654703376,Count,8069,734
Colorado,Las Animas,6181.77712966353,Count,8071,741
Colorado,Lincoln,1246.55168383383,Count,8073,747
Colorado,Logan,4437.72341101557,Count,8075,749
Colorado,Mesa,46154.3451139422,Count,8077,751
Colorado,Mineral,91.112206655213,Count,8079,757
Colorado,Moffat,3230.23918284314,Count,8081,758
Colorado,Montezuma,4196.14277277489,Count,8083,766
Colorado,Montrose,8466.39606992101,Count,8085,769
Colorado,Morgan,3374.0993922753,Count,8087,775
Colorado,Otero,5577.85547997969,Count,8089,777
Colorado,Ouray,273.479042767945,Count,8091,780
Colorado,Park,8729.06984377191,Count,8093,782
Colorado,Phillips,209.370709333543,Count,8095,785
Colorado,Pitkin,1568.48325079631,Count,8097,789
Colorado,Prowers,2997.42134797923,Count,8099,792
Colorado,Pueblo,58655.7437590756,Count,8101,795
Colorado,Rio Blanco,572.227252070974,Count,8103,799
Colorado,Rio Grande,1460.30068818733,Count,8105,802
Colorado,Routt,5254.12612604418,Count,8107,809
Colorado,Saguache,1235.46073133838,Count,8109,811
Colorado,San Juan,693.70724348045,Count,8111,347
Colorado,San Miguel,718.693398459581,Count,8113,359
Colorado,Sedgwick,441.699892597613,Count,8115,366
Colorado,Summit,5174.80498066335,Count,8117,373
Colorado,Teller,3003.70250354313,Count,8119,375
Colorado,Washington,2485.02861052779,Count,8121,377
Colorado,Weld,37098.743418412,Count,8123,382
Colorado,Yuma,2300.54798145926,Count,8125,385
Connecticut,Fairfield,268768.077781111,Count,9001,410
Connecticut,Hartford,259189.004869212,Count,9003,432
Connecticut,Litchfield,34657.1637544368,Count,9005,443
Connecticut,Middlesex,52122.2284180667,Count,9007,450
Connecticut,New Haven,247957.11523193,Count,9009,466
Connecticut,New London,99027.5284201002,Count,9011,517
Connecticut,Tolland,53336.7250905958,Count,9013,524
Connecticut,Windham,18808.4221319189,Count,9015,529
Delaware,Kent,25573.4333514992,Count,10001,532
Delaware,New Castle,122163.689387304,Count,10003,536
Delaware,Sussex,27649.128752441,Count,10005,609
District of Columbia,District of Columbia,12688.2801039051,Count,11001,630
Florida,Alachua,37664.1714842574,Count,12001,639
Florida,Baker,8982.41285188653,Count,12003,641
Florida,Bay,56308.4800897985,Count,12005,658
Florida,Bradford,1579.6829187902,Count,12007,665
Florida,Brevard,218701.811068225,Count,12009,686
Florida,Broward,158491.739814012,Count,12011,695
Florida,Calhoun,2635.87715596127,Count,12013,699
Florida,Charlotte,66893.4712938867,Count,12015,743
Florida,Citrus,43886.2410196738,Count,12017,843
Florida,Clay,46476.3393732326,Count,12019,852
Florida,Collier,90596.7463395816,Count,12021,894
Florida,Columbia,11077.7170997406,Count,12023,903
Florida,DeSoto,3454.77524144708,Count,12027,906
Florida,Dixie,1484.28604110338,Count,12029,918
Florida,Duval,213634.250039002,Count,12031,924
Florida,Escambia,108622.126562935,Count,12033,931
Florida,Flagler,33041.2454685726,Count,12035,935
Florida,Franklin,287.434968963443,Count,12037,937
Florida,Gadsden,3970.91393054233,Count,12039,938
Florida,Gilchrist,75.0408901572227,Count,12041,939
Florida,Glades,7331.50731599358,Count,12043,940
Florida,Gulf,2972.32060601745,Count,12045,941
Florida,Hamilton,3266.36649529099,Count,12047,942
Florida,Hardee,9787.8434274916,Count,12049,943
Florida,Hendry,9640.86593501773,Count,12051,944
Florida,Hernando,62289.2318860947,Count,12053,945
Florida,Highlands,32757.0448808248,Count,12055,946
Florida,Hillsborough,300321.068371228,Count,12057,947
Florida,Holmes,3133.30129958745,Count,12059,948
Florida,Indian River,51308.9907339362,Count,12061,949
Florida,Jackson,2725.36861228835,Count,12063,950
Florida,Jefferson,2399.81693490243,Count,12065,951
Florida,Lafayette,564.097314101133,Count,12067,952
Florida,Lake,81690.3111655509,Count,12069,953
Florida,Lee,158942.748829071,Count,12071,954
Florida,Leon,79833.7467744261,Count,12073,955
Florida,Levy,3258.27380144121,Count,12075,956
Florida,Liberty,2163.17201562125,Count,12077,957
Florida,Madison,4052.89165224604,Count,12079,958
Florida,Manatee,70204.8954880245,Count,12081,959
Florida,Marion,90423.929893391,Count,12083,960
Florida,Martin,44382.1532456622,Count,12085,961
Florida,Miami-Dade,133181.239697939,Count,12086,962
Florida,Monroe,20457.4140964427,Count,12087,963
Florida,Nassau,17763.1419662347,Count,12089,964
Florida,Okaloosa,62772.6877267774,Count,12091,965
Florida,Okeechobee,19130.1645223347,Count,12093,966
Florida,Orange,213587.079861888,Count,12095,967
Florida,Osceola,57551.9402549002,Count,12097,968
Florida,Palm Beach,226700.784961512,Count,12099,969
Florida,Pasco,109782.032513673,Count,12101,970
Florida,Pinellas,131275.317642518,Count,12103,971
Florida,Polk,197904.428105007,Count,12105,972
Florida,Putnam,17893.988357123,Count,12107,973
Florida,St. Johns,48249.2090250575,Count,12109,974
Florida,St. Lucie,102411.279571579,Count,12111,975
Florida,Santa Rosa,62096.0970326835,Count,12113,976
Florida,Sarasota,100808.424975912,Count,12115,977
Florida,Seminole,116001.431555215,Count,12117,978
Florida,Sumter,11721.7415244325,Count,12119,979
Florida,Suwannee,7073.28400393237,Count,12121,980
Florida,Taylor,6513.76479115371,Count,12123,981
Florida,Union,3599.33514310344,Count,12125,982
Florida,Volusia,171050.984610032,Count,12127,983
Florida,Wakulla,387.695085350992,Count,12129,984
Florida,Walton,6982.22126667468,Count,12131,985
Florida,Washington,10289.8141848071,Count,12133,986
Georgia,Appling,3671.27985691817,Count,13001,987
Georgia,Atkinson,1919.59901559692,Count,13003,988
Georgia,Bacon,1369.72936612636,Count,13005,989
Georgia,Baker,2616.91711574939,Count,13007,990
Georgia,Baldwin,7587.25075026634,Count,13009,991
Georgia,Banks,674.318232605408,Count,13011,992
Georgia,Barrow,8995.27694118216,Count,13013,993
Georgia,Bartow,32530.3012225236,Count,13015,994
Georgia,Ben Hill,4050.36323786718,Count,13017,995
Georgia,Berrien,3723.02958257279,Count,13019,996
Georgia,Bibb,38423.1967510543,Count,13021,997
Georgia,Bleckley,907.601337564891,Count,13023,998
Georgia,Brantley,798.914983320469,Count,13025,999
Georgia,Brooks,1355.03645364123,Count,13027,565
Georgia,Bryan,7790.85835136745,Count,13029,573
Georgia,Bulloch,4473.95337355557,Count,13031,579
Georgia,Burke,1759.32536859792,Count,13033,583
Georgia,Butts,1120.39854060672,Count,13035,588
Georgia,Calhoun,920.795436493451,Count,13037,592
Georgia,Camden,22128.5554332657,Count,13039,603
Georgia,Candler,387.784923543164,Count,13043,616
Georgia,Carroll,24209.0440597118,Count,13045,620
Georgia,Catoosa,22293.5579319821,Count,13047,626
Georgia,Charlton,2206.8829869376,Count,13049,635
Georgia,Chatham,58615.0119360267,Count,13051,646
Georgia,Chattahoochee,10904.0156107988,Count,13053,656
Georgia,Chattooga,1319.89429583407,Count,13055,659
Georgia,Cherokee,63651.9585581528,Count,13057,662
Georgia,Clarke,40504.5533203394,Count,13059,666
Georgia,Clay,2355.45401748128,Count,13061,670
Georgia,Clayton,99211.8210369566,Count,13063,673
Georgia,Clinch,684.673266774504,Count,13065,676
Georgia,Cobb,268612.013935903,Count,13067,680
Georgia,Coffee,6630.00818561789,Count,13069,684
Georgia,Colquitt,7939.47024632146,Count,13071,689
Georgia,Columbia,21997.9766349998,Count,13073,692
Georgia,Cook,2218.61335814221,Count,13075,697
Georgia,Coweta,32150.4149686124,Count,13077,700
Georgia,Crawford,82.7522260219412,Count,13079,704
Georgia,Crisp,1970.35604693502,Count,13081,707
Georgia,Dade,909.009866401786,Count,13083,708
Georgia,Dawson,121.022838448174,Count,13085,713
Georgia,Decatur,3707.05354209836,Count,13087,714
Georgia,DeKalb,168085.214808465,Count,13089,718
Georgia,Dodge,595.885361021617,Count,13091,720
Georgia,Dooly,249.845539402996,Count,13093,724
Georgia,Dougherty,36949.5682490665,Count,13095,728
Georgia,Douglas,42655.0980948235,Count,13097,731
Georgia,Early,1113.63815932384,Count,13099,735
Georgia,Echols,194.303752798141,Count,13101,737
Georgia,Effingham,6971.91159583195,Count,13103,742
Georgia,Elbert,4666.53397186186,Count,13105,746
Georgia,Emanuel,5925.42251460223,Count,13107,750
Georgia,Evans,868.18716731132,Count,13109,754
Georgia,Fannin,262.397710092461,Count,13111,755
Georgia,Fayette,35537.3025841888,Count,13113,760
Georgia,Floyd,19666.0533490897,Count,13115,764
Georgia,Forsyth,46512.3625556452,Count,13117,768
Georgia,Franklin,197.749835371971,Count,13119,772
Georgia,Fulton,215972.953155202,Count,13121,779
Georgia,Gilmer,1758.34912126438,Count,13123,781
Georgia,Glascock,2147.1099515887,Count,13125,783
Georgia,Glynn,21075.6584008721,Count,13127,793
Georgia,Gordon,8191.95058314043,Count,13129,796
Georgia,Grady,2708.21485281942,Count,13131,797
Georgia,Greene,600.763917560979,Count,13133,800
Georgia,Gwinnett,238353.748639251,Count,13135,804
Georgia,Habersham,7764.31422893915,Count,13137,806
Georgia,Hall,48466.8521886444,Count,13139,808
Georgia,Hancock,2161.80750509955,Count,13141,810
Georgia,Haralson,1492.03171794254,Count,13143,813
Georgia,Harris,198.054701785033,Count,13145,814
Georgia,Hart,3072.14240657398,Count,13147,816
Georgia,Heard,757.33018183969,Count,13149,817
Georgia,Henry,67872.6963615127,Count,13151,820
Georgia,Houston,51794.9048753804,Count,13153,823
Georgia,Irwin,710.056613856433,Count,13155,825
Georgia,Jackson,2606.89004968246,Count,13157,828
Georgia,Jasper,3165.39966908527,Count,13159,830
Georgia,Jeff Davis,1843.84142751173,Count,13161,832
Georgia,Jefferson,616.66325276448,Count,13163,834
Georgia,Jenkins,340.970745715516,Count,13165,835
Georgia,Johnson,885.749846380491,Count,13167,837
Georgia,Jones,2131.35336376658,Count,13169,839
Georgia,Lamar,1163.95543792748,Count,13171,841
Georgia,Lanier,399.314532138134,Count,13173,845
Georgia,Laurens,4789.90557327193,Count,13175,847
Georgia,Lee,4297.96158767969,Count,13177,849
Georgia,Liberty,27023.6325096935,Count,13179,855
Georgia,Lincoln,358.530907249446,Count,13181,857
Georgia,Long,1522.47313687083,Count,13183,860
Georgia,Lowndes,26897.5997419599,Count,13185,863
Georgia,Lumpkin,352.531033670646,Count,13187,865
Georgia,McDuffie,1924.4101567174,Count,13189,868
Georgia,McIntosh,1211.65435753902,Count,13191,871
Georgia,Macon,2530.80362231372,Count,13193,874
Georgia,Madison,814.255246056158,Count,13195,875
Georgia,Marion,4.88743107067421,Count,13197,877
Georgia,Meriwether,980.755135542255,Count,13199,879
Georgia,Miller,191.031015006823,Count,13201,881
Georgia,Mitchell,2991.66038023321,Count,13205,883
Georgia,Monroe,2302.01591071108,Count,13207,885
Georgia,Montgomery,1222.66626018566,Count,13209,887
Georgia,Morgan,3025.57471361296,Count,13211,890
Georgia,Murray,5366.60346763986,Count,13213,892
Georgia,Muscogee,54150.9912143008,Count,13215,896
Georgia,Newton,25321.7552640477,Count,13217,899
Georgia,Oconee,9964.43710835707,Count,13219,901
Georgia,Oglethorpe,645.210840997122,Count,13221,905
Georgia,Paulding,35114.4179152128,Count,13223,908
Georgia,Peach,5366.05950109803,Count,13225,910
Georgia,Pickens,1654.30005513708,Count,13227,912
Georgia,Pierce,2206.09914353856,Count,13229,915
Georgia,Pike,5.07830686408852,Count,13231,7
Georgia,Polk,4894.50245786524,Count,13233,8
Georgia,Pulaski,1212.12968028652,Count,13235,11
Georgia,Putnam,637.477900156751,Count,13237,13
Georgia,Quitman,878.522977588357,Count,13239,16
Georgia,Rabun,96.0157151910637,Count,13241,18
Georgia,Randolph,1856.19909561412,Count,13243,23
Georgia,Richmond,78927.4411939859,Count,13245,24
Georgia,Rockdale,35030.2915607095,Count,13247,28
Georgia,Schley,27.7556931857907,Count,13249,31
Georgia,Screven,3023.79701714128,Count,13251,34
Georgia,Seminole,489.748076230168,Count,13253,38
Georgia,Spalding,10011.4984113554,Count,13255,41
Georgia,Stephens,3479.17051409191,Count,13257,45
Georgia,Stewart,595.120378050023,Count,13259,48
Georgia,Sumter,7063.75147726198,Count,13261,52
Georgia,Talbot,1512.30142435491,Count,13263,57
Georgia,Taliaferro,1172.41914030211,Count,13265,60
Georgia,Tattnall,998.343608665851,Count,13267,63
Georgia,Taylor,410.318552837287,Count,13269,69
Georgia,Telfair,379.469583848265,Count,13271,75
Georgia,Terrell,629.597103313037,Count,13273,78
Georgia,Thomas,12238.4570098702,Count,13275,83
Georgia,Tift,3447.28561928778,Count,13277,87
Georgia,Toombs,4932.81450471415,Count,13279,91
Georgia,Towns,1.41620071267243,Count,13281,95
Georgia,Treutlen,394.385812852891,Count,13283,102
Georgia,Troup,10880.9952879678,Count,13285,105
Georgia,Turner,527.849103967458,Count,13287,108
Georgia,Twiggs,14.9415840977163,Count,13289,116
Georgia,Union,296.71125361044,Count,13291,120
Georgia,Upson,6800.65830248109,Count,13293,123
Georgia,Walker,17529.7614805068,Count,13295,126
Georgia,Walton,14141.2544187553,Count,13297,127
Georgia,Ware,14253.1927852367,Count,13299,132
Georgia,Warren,121.809121800035,Count,13301,135
Georgia,Washington,5328.82391549535,Count,13303,143
Georgia,Wayne,8632.81645668352,Count,13305,147
Georgia,Webster,49.9475432565214,Count,13307,149
Georgia,Wheeler,366.362583346453,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,23220.2973081828,Count,13313,159
