State,County,SNAP households low access to store 2015 (LACCESS_SNAP15),Units,FIPS,FID
Arkansas,Clark,526.612253571114,Count,5019,86
Arkansas,Clay,112.751237311023,Count,5021,93
Arkansas,Cleburne,66.976077756791,Count,5023,97
Arkansas,Cleveland,124.913140534499,Count,5025,103
Arkansas,Columbia,290.344504661578,Count,5027,107
Arkansas,Conway,183.507896122124,Count,5029,109
Arkansas,Craighead,1161.26193368464,Count,5031,114
Arkansas,Crawford,617.454702330218,Count,5033,115
Arkansas,Crittenden,439.162343597892,Count,5035,119
Arkansas,Cross,145.395074698517,Count,5037,124
Arkansas,Dallas,179.97672201043,Count,5039,128
Arkansas,Desha,474.421782429546,Count,5041,130
Arkansas,Drew,255.174239082614,Count,5043,136
Arkansas,Faulkner,669.919109921788,Count,5045,141
Arkansas,Franklin,70.1027085754952,Count,5047,144
Arkansas,Fulton,194.394759222766,Count,5049,146
Arkansas,Garland,1406.4097230761,Count,5051,151
Arkansas,Grant,95.5375727182011,Count,5053,155
Arkansas,Greene,594.130675732428,Count,5055,162
Arkansas,Hempstead,372.120917530684,Count,5057,172
Arkansas,Hot Spring,330.850704797696,Count,5059,184
Arkansas,Howard,256.25972388151,Count,5061,191
Arkansas,Independence,284.394414851746,Count,5063,200
Arkansas,Izard,9.34547701874992,Count,5065,203
Arkansas,Jackson,316.783368282064,Count,5067,209
Arkansas,Jefferson,823.372399064843,Count,5069,213
Arkansas,Johnson,43.3861701081518,Count,5071,218
Arkansas,Lafayette,124.985440455413,Count,5073,222
Arkansas,Lawrence,378.362676986144,Count,5075,230
Arkansas,Lee,495.43178602601,Count,5077,237
Arkansas,Lincoln,154.335807959454,Count,5079,244
Arkansas,Little River,88.3572955989723,Count,5081,251
Arkansas,Logan,137.875250189191,Count,5083,258
Arkansas,Lonoke,600.539689781198,Count,5085,268
Arkansas,Madison,190.33081899615,Count,5087,277
Arkansas,Marion,134.240576756651,Count,5089,282
Arkansas,Miller,837.690898937302,Count,5091,287
Arkansas,Mississippi,508.913296822661,Count,5093,294
Arkansas,Monroe,110.144981560861,Count,5095,300
Arkansas,Montgomery,132.214079231404,Count,5097,304
Arkansas,Nevada,142.802461424087,Count,5099,307
Arkansas,Newton,244.758253934449,Count,5101,311
Arkansas,Ouachita,490.826055018454,Count,5103,316
Arkansas,Perry,89.3358336609705,Count,5105,318
Arkansas,Phillips,1351.57928806388,Count,5107,322
Arkansas,Pike,143.369803825931,Count,5109,327
Arkansas,Poinsett,867.787775318369,Count,5111,333
Arkansas,Polk,649.165956078938,Count,5113,337
Arkansas,Pope,387.794323153163,Count,5115,340
Arkansas,Prairie,246.610635211093,Count,5117,345
Arkansas,Pulaski,5744.53731662594,Count,5119,350
Arkansas,Randolph,445.813671514925,Count,5121,353
Arkansas,St. Francis,714.125871581267,Count,5123,357
Arkansas,Saline,964.204707105948,Count,5125,360
Arkansas,Scott,101.240898661517,Count,5127,364
Arkansas,Searcy,159.861401735746,Count,5129,372
Arkansas,Sebastian,625.170802264724,Count,5131,378
Arkansas,Sevier,285.114870129353,Count,5133,390
Arkansas,Sharp,304.500830553771,Count,5135,394
Arkansas,Stone,178.506872518839,Count,5137,399
Arkansas,Union,816.188838816029,Count,5139,403
Arkansas,Van Buren,163.723236977982,Count,5141,407
Arkansas,Washington,1245.99589293884,Count,5143,417
Arkansas,White,534.634367877087,Count,5145,428
Arkansas,Woodruff,41.6178995500038,Count,5147,435
Arkansas,Yell,213.684369649144,Count,5149,438
California,Alameda,1287.46278055274,Count,6001,457
California,Alpine,16.8330631760822,Count,6003,461
California,Amador,97.5260541545158,Count,6005,472
California,Butte,1888.20822495704,Count,6007,486
California,Calaveras,110.437165379604,Count,6009,489
California,Colusa,67.1089936540948,Count,6011,497
California,Contra Costa,2423.732199873,Count,6013,503
California,Del Norte,426.254052725609,Count,6015,511
California,El Dorado,932.347700218278,Count,6017,522
California,Fresno,4336.58327946917,Count,6019,527
California,Glenn,77.7416310250886,Count,6021,537
California,Humboldt,670.564126893297,Count,6023,551
California,Imperial,1208.37832395294,Count,6025,557
California,Inyo,259.100006370016,Count,6027,562
California,Kern,4323.86585425935,Count,6029,84
California,Kings,408.391299295102,Count,6031,94
California,Lake,546.199208862297,Count,6033,100
California,Lassen,202.92828183516,Count,6035,104
California,Los Angeles,9692.74989713892,Count,6037,139
California,Madera,1449.60106629156,Count,6039,153
California,Marin,320.788339893558,Count,6041,168
California,Mariposa,76.9823438969223,Count,6043,178
California,Mendocino,573.814165025739,Count,6045,190
California,Merced,1875.84627541858,Count,6047,204
California,Modoc,61.2184254718688,Count,6049,207
California,Mono,110.320882767772,Count,6051,214
California,Monterey,777.320642086852,Count,6053,228
California,Napa,170.184408357035,Count,6055,236
California,Nevada,547.370205235659,Count,6057,243
California,Orange,1201.48687384879,Count,6059,257
California,Placer,739.932725158195,Count,6061,266
California,Plumas,37.282130194005,Count,6063,275
California,Riverside,11462.7502073052,Count,6065,281
California,Sacramento,6843.41685886907,Count,6067,289
California,San Benito,176.792088336522,Count,6069,295
California,San Bernardino,16805.1894522374,Count,6071,302
California,San Diego,4567.37900151939,Count,6073,315
California,San Francisco,215.710508112748,Count,6075,331
California,San Joaquin,2786.29722307997,Count,6077,339
California,San Luis Obispo,728.870184679771,Count,6079,351
California,San Mateo,232.213313465073,Count,6081,368
California,Santa Barbara,748.938205079951,Count,6083,391
California,Santa Clara,1045.55302920591,Count,6085,406
California,Santa Cruz,730.69060214938,Count,6087,415
California,Shasta,1577.67603325324,Count,6089,431
California,Sierra,49.3335494055722,Count,6091,439
California,Siskiyou,484.812895558225,Count,6093,446
California,Solano,1623.2718934586,Count,6095,453
California,Sonoma,1424.31335375471,Count,6097,463
California,Stanislaus,2815.99847538002,Count,6099,473
California,Sutter,726.643301369603,Count,6101,483
California,Tehama,777.191764944857,Count,6103,492
California,Trinity,73.571792776482,Count,6105,500
California,Tulare,3764.65793282155,Count,6107,501
California,Tuolumne,616.652683761073,Count,6109,513
California,Ventura,2029.71476333706,Count,6111,521
California,Yolo,296.771895261175,Count,6113,525
California,Yuba,813.933444042423,Count,6115,541
Colorado,Adams,2616.46251759692,Count,8001,545
Colorado,Alamosa,65.4713632753003,Count,8003,549
Colorado,Arapahoe,1140.00601910971,Count,8005,558
Colorado,Archuleta,136.852554640574,Count,8007,560
Colorado,Baca,34.6087052196686,Count,8009,563
Colorado,Bent,98.4426162555937,Count,8011,564
Colorado,Boulder,882.099347456654,Count,8013,570
Colorado,Broomfield,283.452328737063,Count,8014,577
Colorado,Chaffee,56.1793624416171,Count,8015,582
Colorado,Cheyenne,19.0056368025951,Count,8017,587
Colorado,Clear Creek,54.762871230639,Count,8019,591
Colorado,Conejos,29.3960271470384,Count,8021,596
Colorado,Costilla,363.069563254159,Count,8023,599
Colorado,Crowley,45.4895455889439,Count,8025,605
Colorado,Custer,47.9826948579646,Count,8027,610
Colorado,Delta,139.255373831722,Count,8029,617
Colorado,Denver,3625.96834998955,Count,8031,628
Colorado,Dolores,68.6982870360541,Count,8033,636
Colorado,Douglas,371.600582391252,Count,8035,644
Colorado,Eagle,71.8104274919967,Count,8037,648
Colorado,Elbert,187.363011422919,Count,8039,655
Colorado,El Paso,5372.722955936,Count,8041,661
Colorado,Fremont,696.792861494926,Count,8043,664
Colorado,Garfield,216.725565386582,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,14.7335594699295,Count,8049,677
Colorado,Gunnison,22.3936598815693,Count,8051,682
Colorado,Hinsdale,0.67475814222033,Count,8053,688
Colorado,Huerfano,121.143902826648,Count,8055,693
Colorado,Jackson,17.8257387595736,Count,8057,701
Colorado,Jefferson,1835.66957635869,Count,8059,706
Colorado,Kiowa,64.225403037845,Count,8061,711
Colorado,Kit Carson,28.9741921259806,Count,8063,716
Colorado,Lake,41.7736349502204,Count,8065,721
Colorado,La Plata,190.484635558141,Count,8067,727
Colorado,Larimer,1204.02055554332,Count,8069,734
Colorado,Las Animas,301.851958639254,Count,8071,741
Colorado,Lincoln,32.0848395302826,Count,8073,747
Colorado,Logan,124.172704503036,Count,8075,749
Colorado,Mesa,1801.44599675832,Count,8077,751
Colorado,Mineral,0.0,Count,8079,757
Colorado,Moffat,104.203924962836,Count,8081,758
Colorado,Montezuma,190.486927794772,Count,8083,766
Colorado,Montrose,465.176630087531,Count,8085,769
Colorado,Morgan,142.282217185597,Count,8087,775
Colorado,Otero,444.761300131883,Count,8089,777
Colorado,Ouray,8.15187099876824,Count,8091,780
Colorado,Park,225.556234730451,Count,8093,782
Colorado,Phillips,6.1856480671202,Count,8095,785
Colorado,Pitkin,9.21795352010036,Count,8097,789
Colorado,Prowers,160.767309348161,Count,8099,792
Colorado,Pueblo,3928.27269252527,Count,8101,795
Colorado,Rio Blanco,18.0024012218675,Count,8103,799
Colorado,Rio Grande,80.6022689926261,Count,8105,802
Colorado,Routt,46.2859745056723,Count,8107,809
Colorado,Saguache,71.0625623964192,Count,8109,811
Colorado,San Juan,26.2899465993743,Count,8111,347
Colorado,San Miguel,17.8180030311906,Count,8113,359
Colorado,Sedgwick,18.764350076113,Count,8115,366
Colorado,Summit,70.9435773037914,Count,8117,373
Colorado,Teller,61.1816978050351,Count,8119,375
Colorado,Washington,82.5896695673448,Count,8121,377
Colorado,Weld,1139.48616343538,Count,8123,382
Colorado,Yuma,56.5822139202737,Count,8125,385
Connecticut,Fairfield,3167.6216939156,Count,9001,410
Connecticut,Hartford,5672.80590330877,Count,9003,432
Connecticut,Litchfield,877.561751522508,Count,9005,443
Connecticut,Middlesex,1149.35015049684,Count,9007,450
Connecticut,New Haven,6403.92456170571,Count,9009,466
Connecticut,New London,4094.54168270242,Count,9011,517
Connecticut,Tolland,1552.36708695049,Count,9013,524
Connecticut,Windham,1023.24486659038,Count,9015,529
Delaware,Kent,1579.41097112361,Count,10001,532
Delaware,New Castle,3953.02758454522,Count,10003,536
Delaware,Sussex,1572.61512900457,Count,10005,609
District of Columbia,District of Columbia,1068.16738539688,Count,11001,630
Florida,Alachua,1627.33235105542,Count,12001,639
Florida,Baker,520.811764463313,Count,12003,641
Florida,Bay,2811.19166035424,Count,12005,658
Florida,Bradford,122.691157188776,Count,12007,665
Florida,Brevard,9483.3666598997,Count,12009,686
Florida,Broward,5402.16083981553,Count,12011,695
Florida,Calhoun,183.518339578523,Count,12013,699
Florida,Charlotte,3040.62049963686,Count,12015,743
Florida,Citrus,3122.03932338324,Count,12017,843
Florida,Clay,1768.7092561762,Count,12019,852
Florida,Collier,3076.03316835088,Count,12021,894
Florida,Columbia,836.416337721378,Count,12023,903
Florida,DeSoto,259.844023543439,Count,12027,906
Florida,Dixie,134.092481810372,Count,12029,918
Florida,Duval,12257.6583635466,Count,12031,924
Florida,Escambia,5002.08773579592,Count,12033,931
Florida,Flagler,1255.11194319634,Count,12035,935
Florida,Franklin,25.6014843154573,Count,12037,937
Florida,Gadsden,455.564007477494,Count,12039,938
Florida,Gilchrist,3.20263891550712,Count,12041,939
Florida,Glades,277.446675179406,Count,12043,940
Florida,Gulf,152.626783414527,Count,12045,941
Florida,Hamilton,337.717883799823,Count,12047,942
Florida,Hardee,694.797566138565,Count,12049,943
Florida,Hendry,877.863540890308,Count,12051,944
Florida,Hernando,3857.35721984699,Count,12053,945
Florida,Highlands,1798.178032222,Count,12055,946
Florida,Hillsborough,13273.4292918957,Count,12057,947
Florida,Holmes,236.479825580939,Count,12059,948
Florida,Indian River,2694.57887257229,Count,12061,949
Florida,Jackson,186.436477878809,Count,12063,950
Florida,Jefferson,187.010043801831,Count,12065,951
Florida,Lafayette,35.1432595228666,Count,12067,952
Florida,Lake,4537.55967242188,Count,12069,953
Florida,Lee,8011.8060144106,Count,12071,954
Florida,Leon,3506.83182976283,Count,12073,955
Florida,Levy,222.018175196286,Count,12075,956
Florida,Liberty,108.18011119357,Count,12077,957
Florida,Madison,332.659531248639,Count,12079,958
Florida,Manatee,2335.40223637971,Count,12081,959
Florida,Marion,5510.33021174777,Count,12083,960
Florida,Martin,1468.55034486694,Count,12085,961
Florida,Miami-Dade,7242.58190977146,Count,12086,962
Florida,Monroe,595.668686242346,Count,12087,963
Florida,Nassau,746.325139124059,Count,12089,964
Florida,Okaloosa,2244.11252745919,Count,12091,965
Florida,Okeechobee,1488.42461070207,Count,12093,966
Florida,Orange,9696.10954126768,Count,12095,967
Florida,Osceola,3902.60391179566,Count,12097,968
Florida,Palm Beach,6757.89437311593,Count,12099,969
Florida,Pasco,6139.84003143793,Count,12101,970
Florida,Pinellas,5397.0535493635,Count,12103,971
Florida,Polk,10268.8941807922,Count,12105,972
Florida,Putnam,1702.06037420623,Count,12107,973
Florida,St. Johns,1587.4223733721,Count,12109,974
Florida,St. Lucie,4794.0506409456,Count,12111,975
Florida,Santa Rosa,2409.80472049437,Count,12113,976
Florida,Sarasota,3034.81034146816,Count,12115,977
Florida,Seminole,3286.58798963506,Count,12117,978
Florida,Sumter,547.486431705644,Count,12119,979
Florida,Suwannee,479.942770922705,Count,12121,980
Florida,Taylor,470.471804060518,Count,12123,981
Florida,Union,101.420437407032,Count,12125,982
Florida,Volusia,10032.3112102078,Count,12127,983
Florida,Wakulla,31.4809945134755,Count,12129,984
Florida,Walton,413.885648652196,Count,12131,985
Florida,Washington,558.518058558632,Count,12133,986
Georgia,Appling,289.52734678415,Count,13001,987
Georgia,Atkinson,228.460531107876,Count,13003,988
Georgia,Bacon,87.0658809555099,Count,13005,989
Georgia,Baker,185.222826854777,Count,13007,990
Georgia,Baldwin,551.120991884196,Count,13009,991
Georgia,Banks,34.2854482038206,Count,13011,992
Georgia,Barrow,537.593859104026,Count,13013,993
Georgia,Bartow,1854.73756716925,Count,13015,994
Georgia,Ben Hill,465.093549996241,Count,13017,995
Georgia,Berrien,414.338112402665,Count,13019,996
Georgia,Bibb,3111.4958439114,Count,13021,997
Georgia,Bleckley,54.9189351508788,Count,13023,998
Georgia,Brantley,71.5998795782498,Count,13025,999
Georgia,Brooks,97.795370434765,Count,13027,565
Georgia,Bryan,222.819360978886,Count,13029,573
Georgia,Bulloch,244.53224882775,Count,13031,579
Georgia,Burke,154.507539694199,Count,13033,583
Georgia,Butts,122.048552507913,Count,13035,588
Georgia,Calhoun,78.3382832972682,Count,13037,592
Georgia,Camden,821.788563517539,Count,13039,603
Georgia,Candler,38.9381638943159,Count,13043,616
Georgia,Carroll,1622.46493706174,Count,13045,620
Georgia,Catoosa,1061.28624092994,Count,13047,626
Georgia,Charlton,136.703780791509,Count,13049,635
Georgia,Chatham,2024.89792276797,Count,13051,646
Georgia,Chattahoochee,298.009806102682,Count,13053,656
Georgia,Chattooga,120.485475002587,Count,13055,659
Georgia,Cherokee,1719.75651706059,Count,13057,662
Georgia,Clarke,2372.61141549018,Count,13059,666
Georgia,Clay,418.609099294581,Count,13061,670
Georgia,Clayton,7564.24657697907,Count,13063,673
Georgia,Clinch,70.8841152717558,Count,13065,676
Georgia,Cobb,8292.46824341326,Count,13067,680
Georgia,Coffee,435.997238983371,Count,13069,684
Georgia,Colquitt,676.190593571546,Count,13071,689
Georgia,Columbia,372.794471687436,Count,13073,692
Georgia,Cook,140.063224314222,Count,13075,697
Georgia,Coweta,1086.36476597561,Count,13077,700
Georgia,Crawford,6.79682336817996,Count,13079,704
Georgia,Crisp,224.547158258218,Count,13081,707
Georgia,Dade,54.6527905554121,Count,13083,708
Georgia,Dawson,5.69733117199758,Count,13085,713
Georgia,Decatur,320.819044987943,Count,13087,714
Georgia,DeKalb,10830.8908395057,Count,13089,718
Georgia,Dodge,68.3241879145971,Count,13091,720
Georgia,Dooly,24.6192777888975,Count,13093,724
Georgia,Dougherty,3819.82016746687,Count,13095,728
Georgia,Douglas,2673.24156194478,Count,13097,731
Georgia,Early,106.23308872428,Count,13099,735
Georgia,Echols,15.0154234756392,Count,13101,737
Georgia,Effingham,196.685306948384,Count,13103,742
Georgia,Elbert,437.063375146786,Count,13105,746
Georgia,Emanuel,558.269301637072,Count,13107,750
Georgia,Evans,58.4657517538944,Count,13109,754
Georgia,Fannin,13.70071408978,Count,13111,755
Georgia,Fayette,756.922011460071,Count,13113,760
Georgia,Floyd,1326.07066516805,Count,13115,764
Georgia,Forsyth,703.9565725788,Count,13117,768
Georgia,Franklin,16.8548456858844,Count,13119,772
Georgia,Fulton,13248.6727612273,Count,13121,779
Georgia,Gilmer,119.178291997575,Count,13123,781
Georgia,Glascock,111.082431107304,Count,13125,783
Georgia,Glynn,1276.49165527447,Count,13127,793
Georgia,Gordon,579.236711502047,Count,13129,796
Georgia,Grady,288.126671761824,Count,13131,797
Georgia,Greene,35.0871324411066,Count,13133,800
Georgia,Gwinnett,7171.76083508094,Count,13135,804
Georgia,Habersham,395.936439844638,Count,13137,806
Georgia,Hall,2157.02395440502,Count,13139,808
Georgia,Hancock,118.737914761703,Count,13141,810
Georgia,Haralson,103.431783035796,Count,13143,813
Georgia,Harris,6.87379530393764,Count,13145,814
Georgia,Hart,227.646328304554,Count,13147,816
Georgia,Heard,63.6378829777113,Count,13149,817
Georgia,Henry,2633.38494723908,Count,13151,820
Georgia,Houston,2123.76000896827,Count,13153,823
Georgia,Irwin,36.8890316211562,Count,13155,825
Georgia,Jackson,198.914518252685,Count,13157,828
Georgia,Jasper,239.5693999641,Count,13159,830
Georgia,Jeff Davis,126.394793895,Count,13161,832
Georgia,Jefferson,77.7997680615462,Count,13163,834
Georgia,Jenkins,25.9202212956739,Count,13165,835
Georgia,Johnson,67.1862803536457,Count,13167,837
Georgia,Jones,213.503703057191,Count,13169,839
Georgia,Lamar,80.2443379676697,Count,13171,841
Georgia,Lanier,32.155470483016,Count,13173,845
Georgia,Laurens,404.518630743641,Count,13175,847
Georgia,Lee,144.2297602091,Count,13177,849
Georgia,Liberty,1185.09328184185,Count,13179,855
Georgia,Lincoln,29.2689419521436,Count,13181,857
Georgia,Long,89.6795889446289,Count,13183,860
Georgia,Lowndes,1579.87863055983,Count,13185,863
Georgia,Lumpkin,25.1968732030909,Count,13187,865
Georgia,McDuffie,169.854739469694,Count,13189,868
Georgia,McIntosh,108.618678522437,Count,13191,871
Georgia,Macon,123.705430947768,Count,13193,874
Georgia,Madison,51.3538225603979,Count,13195,875
Georgia,Marion,0.33356439974159,Count,13197,877
Georgia,Meriwether,110.861804722397,Count,13199,879
Georgia,Miller,16.871495940089,Count,13201,881
Georgia,Mitchell,162.880420796654,Count,13205,883
Georgia,Monroe,155.914634337924,Count,13207,885
Georgia,Montgomery,111.054157240006,Count,13209,887
Georgia,Morgan,216.265860352549,Count,13211,890
Georgia,Murray,349.582334880246,Count,13213,892
Georgia,Muscogee,3672.09299484011,Count,13215,896
Georgia,Newton,1788.59852750906,Count,13217,899
Georgia,Oconee,219.467670656404,Count,13219,901
Georgia,Oglethorpe,40.9370669990079,Count,13221,905
Georgia,Paulding,1435.61795404403,Count,13223,908
Georgia,Peach,522.823068153152,Count,13225,910
Georgia,Pickens,74.8510084514528,Count,13227,912
Georgia,Pierce,158.793677468302,Count,13229,915
Georgia,Pike,0.228447692015834,Count,13231,7
Georgia,Polk,373.625394588939,Count,13233,8
Georgia,Pulaski,132.014796106389,Count,13235,11
Georgia,Putnam,68.6336935165418,Count,13237,13
Georgia,Quitman,69.4792122896404,Count,13239,16
Georgia,Rabun,6.41110341253345,Count,13241,18
Georgia,Randolph,199.618331827503,Count,13243,23
Georgia,Richmond,5351.80228989229,Count,13245,24
Georgia,Rockdale,1432.21010708062,Count,13247,28
Georgia,Schley,3.44619621279617,Count,13249,31
Georgia,Screven,182.551869552696,Count,13251,34
Georgia,Seminole,41.5421684240955,Count,13253,38
Georgia,Spalding,869.063081906721,Count,13255,41
Georgia,Stephens,269.962390117637,Count,13257,45
Georgia,Stewart,62.3769238303738,Count,13259,48
Georgia,Sumter,695.86447939082,Count,13261,52
Georgia,Talbot,164.197941425897,Count,13263,57
Georgia,Taliaferro,137.575490389019,Count,13265,60
Georgia,Tattnall,88.6975348229688,Count,13267,63
Georgia,Taylor,25.8023146551929,Count,13269,69
Georgia,Telfair,40.9463603521992,Count,13271,75
Georgia,Terrell,76.4000745793926,Count,13273,78
Georgia,Thomas,1163.03820399393,Count,13275,83
Georgia,Tift,392.603520288252,Count,13277,87
Georgia,Toombs,410.732200929487,Count,13279,91
Georgia,Towns,0.0532623606068228,Count,13281,95
Georgia,Treutlen,21.0801217533374,Count,13283,102
Georgia,Troup,759.707132889759,Count,13285,105
Georgia,Turner,54.7224707749654,Count,13287,108
Georgia,Twiggs,0.818985155707196,Count,13289,116
Georgia,Union,25.4570945747546,Count,13291,120
Georgia,Upson,796.439080292289,Count,13293,123
Georgia,Walker,1320.34346613726,Count,13295,126
Georgia,Walton,732.05829912785,Count,13297,127
Georgia,Ware,1231.9008354194,Count,13299,132
Georgia,Warren,13.7789002069978,Count,13301,135
Georgia,Washington,283.882306096898,Count,13303,143
Georgia,Wayne,584.708284910967,Count,13305,147
Georgia,Webster,3.6219536369527,Count,13307,149
Georgia,Wheeler,42.175583360292,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,1161.67808234945,Count,13313,159
Georgia,Wilcox,6.31776546229048,Count,13315,163
Georgia,Wilkes,205.359888205301,Count,13317,167
Georgia,Wilkinson,95.5525473917349,Count,13319,169
Georgia,Worth,132.129886113339,Count,13321,173
