State,County,Multiracial low access to store 2015 (LACCESS_MULTIR15),Units,FIPS,FID
California,Colusa,337.423846043261,Count,6011,497
California,Contra Costa,23915.8563228019,Count,6013,503
California,Del Norte,999.965287243974,Count,6015,511
California,El Dorado,3812.2302876943,Count,6017,522
California,Fresno,21349.7347500063,Count,6019,527
California,Glenn,379.278521543894,Count,6021,537
California,Humboldt,1810.67070996719,Count,6023,551
California,Imperial,7787.32269970606,Count,6025,557
California,Inyo,699.046645557129,Count,6027,562
California,Kern,27444.5213129298,Count,6029,84
California,Kings,8583.70908546464,Count,6031,94
California,Lake,1788.17412181575,Count,6033,100
California,Lassen,3307.94385810555,Count,6035,104
California,Los Angeles,115781.021512587,Count,6037,139
California,Madera,9440.89670815014,Count,6039,153
California,Marin,2125.17584048588,Count,6041,168
California,Mariposa,236.477923219376,Count,6043,178
California,Mendocino,2352.54066278201,Count,6045,190
California,Merced,11433.5778464942,Count,6047,204
California,Modoc,246.739656042587,Count,6049,207
California,Mono,629.527538650838,Count,6051,214
California,Monterey,10965.3700289157,Count,6053,228
California,Napa,1390.50067526655,Count,6055,236
California,Nevada,1714.93422732609,Count,6057,243
California,Orange,16947.4208513354,Count,6059,257
California,Placer,3797.68943553527,Count,6061,266
California,Plumas,167.018081969395,Count,6063,275
California,Riverside,102836.110546633,Count,6065,281
California,Sacramento,25997.0852908037,Count,6067,289
California,San Benito,1956.02427466745,Count,6069,295
California,San Bernardino,94996.7956478329,Count,6071,302
California,San Diego,45842.1525896153,Count,6073,315
California,San Francisco,738.375915439872,Count,6075,331
California,San Joaquin,20202.6620316911,Count,6077,339
California,San Luis Obispo,4324.79877667952,Count,6079,351
California,San Mateo,5913.97415414468,Count,6081,368
California,Santa Barbara,9253.48978634929,Count,6083,391
California,Santa Clara,16251.0407088714,Count,6085,406
California,Santa Cruz,6133.14239946955,Count,6087,415
California,Shasta,2818.41903905087,Count,6089,431
California,Sierra,135.30267496666,Count,6091,439
California,Siskiyou,895.152769115964,Count,6093,446
California,Solano,10352.8835790223,Count,6095,453
California,Sonoma,9970.85525368087,Count,6097,463
California,Stanislaus,14118.7360571594,Count,6099,473
California,Sutter,5271.48604314129,Count,6101,483
California,Tehama,1592.61539530337,Count,6103,492
California,Trinity,169.021313183265,Count,6105,500
California,Tulare,21581.3101046931,Count,6107,501
California,Tuolumne,1050.18078967635,Count,6109,513
California,Ventura,19399.2335415429,Count,6111,521
California,Yolo,2579.81455784043,Count,6113,525
California,Yuba,3729.43630822319,Count,6115,541
Colorado,Adams,12323.1762787426,Count,8001,545
Colorado,Alamosa,119.926710011912,Count,8003,549
Colorado,Arapahoe,5359.43704859095,Count,8005,558
Colorado,Archuleta,527.686524940667,Count,8007,560
Colorado,Baca,47.5246603687271,Count,8009,563
Colorado,Bent,158.267747070556,Count,8011,564
Colorado,Boulder,3176.68066887256,Count,8013,570
Colorado,Broomfield,1041.09735578094,Count,8014,577
Colorado,Chaffee,49.7747341766804,Count,8015,582
Colorado,Cheyenne,48.6541189628227,Count,8017,587
Colorado,Clear Creek,37.0611973296036,Count,8019,591
Colorado,Conejos,83.9663097656221,Count,8021,596
Colorado,Costilla,955.731771599469,Count,8023,599
Colorado,Crowley,24.238874640027,Count,8025,605
Colorado,Custer,33.2247888173457,Count,8027,610
Colorado,Delta,315.012093534842,Count,8029,617
Colorado,Denver,12535.4441261429,Count,8031,628
Colorado,Dolores,75.9999995342653,Count,8033,636
Colorado,Douglas,2238.93370374955,Count,8035,644
Colorado,Eagle,1174.86203915254,Count,8037,648
Colorado,Elbert,196.300247452845,Count,8039,655
Colorado,El Paso,16444.3031816958,Count,8041,661
Colorado,Fremont,610.108719793299,Count,8043,664
Colorado,Garfield,1583.52681748194,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,15.3312545175851,Count,8049,677
Colorado,Gunnison,50.5784631805286,Count,8051,682
Colorado,Hinsdale,3.0928640801446,Count,8053,688
Colorado,Huerfano,188.719519518187,Count,8055,693
Colorado,Jackson,21.4137593273805,Count,8057,701
Colorado,Jefferson,6158.77523703583,Count,8059,706
Colorado,Kiowa,41.000000478773,Count,8061,711
Colorado,Kit Carson,48.7184750609102,Count,8063,716
Colorado,Lake,349.829221696297,Count,8065,721
Colorado,La Plata,365.235631661395,Count,8067,727
Colorado,Larimer,3015.77596890243,Count,8069,734
Colorado,Las Animas,671.71058228089,Count,8071,741
Colorado,Lincoln,73.0054443919305,Count,8073,747
Colorado,Logan,185.985705887356,Count,8075,749
Colorado,Mesa,3580.26044749389,Count,8077,751
Colorado,Mineral,2.3279968413853,Count,8079,757
Colorado,Moffat,205.329670529135,Count,8081,758
Colorado,Montezuma,196.592506656889,Count,8083,766
Colorado,Montrose,1507.64069287604,Count,8085,769
Colorado,Morgan,651.039947481407,Count,8087,775
Colorado,Otero,1087.49910832839,Count,8089,777
Colorado,Ouray,3.85394888140922,Count,8091,780
Colorado,Park,263.715948187219,Count,8093,782
Colorado,Phillips,2.47131570484635,Count,8095,785
Colorado,Pitkin,46.8240907247671,Count,8097,789
Colorado,Prowers,522.113590970692,Count,8099,792
Colorado,Pueblo,9123.64677591061,Count,8101,795
Colorado,Rio Blanco,17.9118758172104,Count,8103,799
Colorado,Rio Grande,76.7290461196643,Count,8105,802
Colorado,Routt,197.265684379957,Count,8107,809
Colorado,Saguache,73.2904736716048,Count,8109,811
Colorado,San Juan,41.7505908224572,Count,8111,347
Colorado,San Miguel,16.4419680157316,Count,8113,359
Colorado,Sedgwick,29.000000451563,Count,8115,366
Colorado,Summit,506.791338361144,Count,8117,373
Colorado,Teller,100.122950524063,Count,8119,375
Colorado,Washington,121.771852154278,Count,8121,377
Colorado,Weld,5319.31951912076,Count,8123,382
Colorado,Yuma,137.873753553121,Count,8125,385
Connecticut,Fairfield,8451.46982664012,Count,9001,410
Connecticut,Hartford,9941.12964979843,Count,9003,432
Connecticut,Litchfield,878.527190314659,Count,9005,443
Connecticut,Middlesex,1638.37600993689,Count,9007,450
Connecticut,New Haven,10080.6904029265,Count,9009,466
Connecticut,New London,6359.3384511464,Count,9011,517
Connecticut,Tolland,1935.85452169474,Count,9013,524
Connecticut,Windham,1037.94048959389,Count,9015,529
Delaware,Kent,1375.53349337995,Count,10001,532
Delaware,New Castle,6357.66082374827,Count,10003,536
Delaware,Sussex,1638.61488804331,Count,10005,609
District of Columbia,District of Columbia,444.851020495376,Count,11001,630
Florida,Alachua,1750.45772774065,Count,12001,639
Florida,Baker,183.604719010644,Count,12003,641
Florida,Bay,2415.5982404946,Count,12005,658
Florida,Bradford,32.0557549558944,Count,12007,665
Florida,Brevard,8999.23343728931,Count,12009,686
Florida,Broward,9111.02579126622,Count,12011,695
Florida,Calhoun,95.8553870778774,Count,12013,699
Florida,Charlotte,1772.42136342181,Count,12015,743
Florida,Citrus,1005.04008758314,Count,12017,843
Florida,Clay,2037.60686388126,Count,12019,852
Florida,Collier,6479.92378582188,Count,12021,894
Florida,Columbia,397.892673136131,Count,12023,903
Florida,DeSoto,679.233839765884,Count,12027,906
Florida,Dixie,4.61222347187868,Count,12029,918
Florida,Duval,10683.8894185798,Count,12031,924
Florida,Escambia,5010.87521073474,Count,12033,931
Florida,Flagler,1409.66856449762,Count,12035,935
Florida,Franklin,11.5880691289785,Count,12037,937
Florida,Gadsden,428.609698195876,Count,12039,938
Florida,Gilchrist,0.723594551789574,Count,12041,939
Florida,Glades,492.950376295111,Count,12043,940
Florida,Gulf,49.2243103947567,Count,12045,941
Florida,Hamilton,97.5671086322418,Count,12047,942
Florida,Hardee,1676.25849705906,Count,12049,943
Florida,Hendry,1798.27493850046,Count,12051,944
Florida,Hernando,2448.56697985145,Count,12053,945
Florida,Highlands,2468.4510412232,Count,12055,946
Florida,Hillsborough,23014.1613843819,Count,12057,947
Florida,Holmes,97.7360782148726,Count,12059,948
Florida,Indian River,1887.87912974953,Count,12061,949
Florida,Jackson,51.8314844668283,Count,12063,950
Florida,Jefferson,48.3032617885057,Count,12065,951
Florida,Lafayette,10.9060805437712,Count,12067,952
Florida,Lake,3910.36993856285,Count,12069,953
Florida,Lee,10388.809652012,Count,12071,954
Florida,Leon,2535.57374207261,Count,12073,955
Florida,Levy,147.362588257451,Count,12075,956
Florida,Liberty,61.4324604735303,Count,12077,957
Florida,Madison,93.7934477421795,Count,12079,958
Florida,Manatee,3591.9039578914,Count,12081,959
Florida,Marion,4050.05765593175,Count,12083,960
Florida,Martin,1329.8738934851,Count,12085,961
Florida,Miami-Dade,6084.72212783084,Count,12086,962
Florida,Monroe,554.225039296905,Count,12087,963
Florida,Nassau,447.51389672762,Count,12089,964
Florida,Okaloosa,3894.65191810493,Count,12091,965
Florida,Okeechobee,2874.8828496267,Count,12093,966
Florida,Orange,19453.5477809391,Count,12095,967
Florida,Osceola,8568.46965605305,Count,12097,968
Florida,Palm Beach,9792.09062363471,Count,12099,969
Florida,Pasco,4466.94149038524,Count,12101,970
Florida,Pinellas,4538.36897052737,Count,12103,971
Florida,Polk,14331.6995681495,Count,12105,972
Florida,Putnam,839.596889737233,Count,12107,973
Florida,St. Johns,1030.51415329402,Count,12109,974
Florida,St. Lucie,5877.7720538569,Count,12111,975
Florida,Santa Rosa,2603.70031622563,Count,12113,976
Florida,Sarasota,2411.90076692923,Count,12115,977
Florida,Seminole,6336.26252247527,Count,12117,978
Florida,Sumter,191.575393121297,Count,12119,979
Florida,Suwannee,419.008080875452,Count,12121,980
Florida,Taylor,122.739513707173,Count,12123,981
Florida,Union,47.6204337811396,Count,12125,982
Florida,Volusia,9144.37289020568,Count,12127,983
Florida,Wakulla,3.17356973360211,Count,12129,984
Florida,Walton,288.208598879371,Count,12131,985
Florida,Washington,326.626351722515,Count,12133,986
Georgia,Appling,198.139138975347,Count,13001,987
Georgia,Atkinson,298.113579079764,Count,13003,988
Georgia,Bacon,110.790100966697,Count,13005,989
Georgia,Baker,86.3391281380964,Count,13007,990
Georgia,Baldwin,155.016932442051,Count,13009,991
Georgia,Banks,170.568261286483,Count,13011,992
Georgia,Barrow,525.254389238165,Count,13013,993
Georgia,Bartow,2256.20543116184,Count,13015,994
Georgia,Ben Hill,327.175418519357,Count,13017,995
Georgia,Berrien,136.988552551893,Count,13019,996
Georgia,Bibb,1095.70255697963,Count,13021,997
Georgia,Bleckley,20.214985352099198,Count,13023,998
Georgia,Brantley,21.1907063896388,Count,13025,999
Georgia,Brooks,80.7696305519066,Count,13027,565
Georgia,Bryan,327.161620255225,Count,13029,573
Georgia,Bulloch,154.615165218307,Count,13031,579
Georgia,Burke,42.3007164975046,Count,13033,583
Georgia,Butts,27.7182734900853,Count,13035,588
Georgia,Calhoun,14.2360478980016,Count,13037,592
Georgia,Camden,1097.16133317042,Count,13039,603
Georgia,Candler,17.6927837891162,Count,13043,616
Georgia,Carroll,1731.21004415804,Count,13045,620
Georgia,Catoosa,563.824392008841,Count,13047,626
Georgia,Charlton,31.2156625020871,Count,13049,635
Georgia,Chatham,2504.20578726946,Count,13051,646
Georgia,Chattahoochee,965.508099322237,Count,13053,656
Georgia,Chattooga,96.3528153255866,Count,13055,659
Georgia,Cherokee,3915.2613300097,Count,13057,662
Georgia,Clarke,3837.60717035887,Count,13059,666
Georgia,Clay,29.995735735678,Count,13061,670
Georgia,Clayton,7614.44660071146,Count,13063,673
Georgia,Clinch,26.599187515465,Count,13065,676
Georgia,Cobb,18566.4768252602,Count,13067,680
Georgia,Coffee,624.182244682369,Count,13069,684
Georgia,Colquitt,897.175817564681,Count,13071,689
Georgia,Columbia,852.628448207955,Count,13073,692
Georgia,Cook,179.711601207498,Count,13075,697
Georgia,Coweta,1722.31331005001,Count,13077,700
Georgia,Crawford,1.92706683524011,Count,13079,704
Georgia,Crisp,86.3391687264666,Count,13081,707
Georgia,Dade,9.19410618394613,Count,13083,708
Georgia,Dawson,2.95802644917148,Count,13085,713
Georgia,Decatur,157.380123491635,Count,13087,714
Georgia,DeKalb,5322.7649675865,Count,13089,718
Georgia,Dodge,12.3234453197729,Count,13091,720
Georgia,Dooly,0.0,Count,13093,724
Georgia,Dougherty,661.973673041159,Count,13095,728
Georgia,Douglas,3388.69657420878,Count,13097,731
Georgia,Early,29.7848601411897,Count,13099,735
Georgia,Echols,7.78266749308932,Count,13101,737
Georgia,Effingham,225.366122464624,Count,13103,742
Georgia,Elbert,248.446947085915,Count,13105,746
Georgia,Emanuel,182.185307412145,Count,13107,750
Georgia,Evans,80.9841713913374,Count,13109,754
Georgia,Fannin,1.61877014808124,Count,13111,755
Georgia,Fayette,1957.5748473017,Count,13113,760
Georgia,Floyd,1226.27340434461,Count,13115,764
Georgia,Forsyth,2040.40817970769,Count,13117,768
Georgia,Franklin,10.8462164998055,Count,13119,772
Georgia,Fulton,8609.82600906826,Count,13121,779
Georgia,Gilmer,182.979024066036,Count,13123,781
Georgia,Glascock,32.4690924066854,Count,13125,783
Georgia,Glynn,1285.34755890224,Count,13127,793
Georgia,Gordon,1375.77803726273,Count,13129,796
Georgia,Grady,200.809701116214,Count,13131,797
Georgia,Greene,21.6645206403218,Count,13133,800
Georgia,Gwinnett,22144.9461881366,Count,13135,804
Georgia,Habersham,983.598705519369,Count,13137,806
Georgia,Hall,7026.01716823539,Count,13139,808
Georgia,Hancock,13.0143917681271,Count,13141,810
Georgia,Haralson,15.2659674417228,Count,13143,813
Georgia,Harris,0.799419358372688,Count,13145,814
Georgia,Hart,94.05124304333,Count,13147,816
Georgia,Heard,17.4007993580526,Count,13149,817
Georgia,Henry,3147.69629056564,Count,13151,820
Georgia,Houston,2690.0235332954,Count,13153,823
Georgia,Irwin,9.97543405741453,Count,13155,825
Georgia,Jackson,213.295384270255,Count,13157,828
Georgia,Jasper,189.237095479361,Count,13159,830
Georgia,Jeff Davis,103.860321824163,Count,13161,832
Georgia,Jefferson,1.7822741959244,Count,13163,834
Georgia,Jenkins,11.6451424815023,Count,13165,835
Georgia,Johnson,18.2084158951684,Count,13167,837
Georgia,Jones,48.8022128994253,Count,13169,839
Georgia,Lamar,15.8539607928187,Count,13171,841
Georgia,Lanier,25.6175780450139,Count,13173,845
Georgia,Laurens,100.507399179287,Count,13175,847
Georgia,Lee,84.5925208372,Count,13177,849
Georgia,Liberty,2255.29464582649,Count,13179,855
Georgia,Lincoln,4.53397627954837,Count,13181,857
Georgia,Long,85.0295492586993,Count,13183,860
Georgia,Lowndes,1082.06148689583,Count,13185,863
Georgia,Lumpkin,37.8804844487458,Count,13187,865
Georgia,McDuffie,42.0680717860014,Count,13189,868
Georgia,McIntosh,26.7746102928189,Count,13191,871
Georgia,Macon,24.7860174641701,Count,13193,874
Georgia,Madison,30.1910542339901,Count,13195,875
Georgia,Marion,0.0,Count,13197,877
Georgia,Meriwether,25.4469881305995,Count,13199,879
Georgia,Miller,1.57180149159649,Count,13201,881
Georgia,Mitchell,41.9443873358077,Count,13205,883
Georgia,Monroe,30.0853308983283,Count,13207,885
Georgia,Montgomery,43.958420304145,Count,13209,887
Georgia,Morgan,63.3724769947912,Count,13211,890
Georgia,Murray,711.987899460115,Count,13213,892
Georgia,Muscogee,2991.72318010501,Count,13215,896
Georgia,Newton,1216.4825822774,Count,13217,899
Georgia,Oconee,323.849326850576,Count,13219,901
Georgia,Oglethorpe,25.5079821534873,Count,13221,905
Georgia,Paulding,1555.22529888739,Count,13223,908
Georgia,Peach,212.064994013639,Count,13225,910
Georgia,Pickens,49.3837795796571,Count,13227,912
Georgia,Pierce,91.4421146712748,Count,13229,915
Georgia,Pike,0.0,Count,13231,7
Georgia,Polk,415.570416564278,Count,13233,8
Georgia,Pulaski,25.8010959785897,Count,13235,11
Georgia,Putnam,21.3347213145216,Count,13237,13
Georgia,Quitman,8.10007336249691,Count,13239,16
Georgia,Rabun,0.0,Count,13241,18
Georgia,Randolph,19.6611154600313,Count,13243,23
Georgia,Richmond,3523.81410943565,Count,13245,24
Georgia,Rockdale,2612.99496361209,Count,13247,28
Georgia,Schley,1.11816326202825,Count,13249,31
Georgia,Screven,49.6814815971747,Count,13251,34
Georgia,Seminole,8.04882490666932,Count,13253,38
Georgia,Spalding,281.038879912022,Count,13255,41
Georgia,Stephens,117.638932416463,Count,13257,45
Georgia,Stewart,11.3784278386456,Count,13259,48
Georgia,Sumter,170.744778864413,Count,13261,52
Georgia,Talbot,10.7630984363045,Count,13263,57
Georgia,Taliaferro,31.3954641349042,Count,13265,60
Georgia,Tattnall,39.4220447265252,Count,13267,63
Georgia,Taylor,2.84708872385818,Count,13269,69
Georgia,Telfair,19.4435230783511,Count,13271,75
Georgia,Terrell,8.40880270296475,Count,13273,78
Georgia,Thomas,421.544848774525,Count,13275,83
Georgia,Tift,144.995814281006,Count,13277,87
Georgia,Toombs,448.105634444394,Count,13279,91
Georgia,Towns,0.0,Count,13281,95
Georgia,Treutlen,4.1819691536657,Count,13283,102
Georgia,Troup,323.066248454229,Count,13285,105
Georgia,Turner,5.03714601735101,Count,13287,108
Georgia,Twiggs,1.76942289364524,Count,13289,116
Georgia,Union,5.53570346243214,Count,13291,120
Georgia,Upson,201.190015853004,Count,13293,123
Georgia,Walker,488.081904020774,Count,13295,126
Georgia,Walton,455.441482652164,Count,13297,127
Georgia,Ware,438.901296096656,Count,13299,132
Georgia,Warren,0.0,Count,13301,135
Georgia,Washington,73.8935631917806,Count,13303,143
Georgia,Wayne,352.191643878146,Count,13305,147
Georgia,Webster,0.232218965888023,Count,13307,149
Georgia,Wheeler,6.91480484782369,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,4510.29126879634,Count,13313,159
