State,County,Farmers' markets per 1000 pop (% change) 2013-18 (PCH_FMRKTPTH_13_18),Units,FIPS,FID
Alabama,Macon,8.606760025024414,% change,1087.0,210
Alabama,Madison,10.336752891540527,% change,1089.0,217
Alabama,Marengo,58.24504470825195,% change,1091.0,220
Alabama,Marion,1.5623356103897095,% change,1093.0,224
Alabama,Marshall,-26.357057571411133,% change,1095.0,231
Alabama,Mobile,-16.57543182373047,% change,1097.0,240
Alabama,Monroe,5.2404279708862305,% change,1099.0,250
Alabama,Montgomery,-24.199382781982422,% change,1101.0,256
Alabama,Morgan,50.61088180541992,% change,1103.0,262
Alabama,Perry,-45.26805114746094,% change,1105.0,264
Alabama,Pickens,-3.1748430728912354,% change,1107.0,273
Alabama,Pike,1.1248406171798706,% change,1109.0,279
Alabama,Randolph,nan,% change,1111.0,284
Alabama,Russell,2.3398616313934326,% change,1113.0,288
Alabama,St. Clair,-3.252903461456299,% change,1115.0,292
Alabama,Shelby,-5.3772101402282715,% change,1117.0,298
Alabama,Sumter,5.555122375488281,% change,1119.0,303
Alabama,Talladega,2.110790967941284,% change,1121.0,306
Alabama,Tallapoosa,-66.22959899902344,% change,1123.0,308
Alabama,Tuscaloosa,-35.83104705810547,% change,1125.0,313
Alabama,Walker,3.2286436557769775,% change,1127.0,317
Alabama,Washington,3.1688830852508545,% change,1129.0,319
Alabama,Wilcox,4.940254211425781,% change,1131.0,326
Alabama,Winston,2.2231602668762207,% change,1133.0,332
Alaska,Aleutians East,0.0,% change,2013.0,346
Alaska,Aleutians West,nan,% change,2016.0,381
Alaska,Anchorage,47.56958770751953,% change,2020.0,400
Alaska,Bethel,0.0,% change,2050.0,411
Alaska,Bristol Bay,0.0,% change,2060.0,423
Alaska,Denali,0.0,% change,2068.0,426
Alaska,Dillingham,-0.41999849677085876,% change,2070.0,445
Alaska,Fairbanks North Star,1.9773484468460083,% change,2090.0,454
Alaska,Haines,3.3953099250793457,% change,2100.0,462
Alaska,Hoonah-Angoon,0.0,% change,2105.0,476
Alaska,Juneau,nan,% change,2110.0,482
Alaska,Kenai Peninsula,16.887914657592773,% change,2122.0,494
Alaska,Ketchikan Gateway,0.0,% change,2130.0,514
Alaska,Kodiak Island,0.0,% change,2150.0,533
Alaska,Lake and Peninsula,0.0,% change,2164.0,544
Alaska,Matanuska-Susitna,-10.903266906738281,% change,2170.0,556
Alaska,Nome,0.0,% change,2180.0,571
Alaska,North Slope,0.0,% change,2185.0,614
Alaska,Northwest Arctic,0.0,% change,2188.0,638
Alaska,Petersburg,nan,% change,2195.0,645
Alaska,Prince of Wales-Hyder,0.0,% change,2198.0,669
Alaska,Sitka,3.770094156265259,% change,2220.0,679
Alaska,Skagway,0.0,% change,2230.0,683
Alaska,Southeast Fairbanks,0.9540278315544128,% change,2240.0,690
Alaska,Valdez-Cordova,6.6783061027526855,% change,2261.0,710
Alaska,Wade Hampton,nan,% change,2270.0,725
Alaska,Wrangell,0.0,% change,2275.0,733
Alaska,Yakutat,0.0,% change,2282.0,744
Alaska,Yukon-Koyukuk,-47.775482177734375,% change,2290.0,753
Arizona,Apache,0.7282259464263916,% change,4001.0,761
Arizona,Cochise,2.238701820373535,% change,4003.0,763
Arizona,Coconino,187.10360717773438,% change,4005.0,771
Arizona,Gila,96.78226470947266,% change,4007.0,787
Arizona,Graham,-1.6232434511184692,% change,4009.0,0
Arizona,Greenlee,0.0,% change,4011.0,1
Arizona,La Paz,0.0,% change,4012.0,3
Arizona,Maricopa,7.683954238891602,% change,4013.0,9
Arizona,Mohave,nan,% change,4015.0,15
Arizona,Navajo,-2.987915515899658,% change,4017.0,17
Arizona,Pima,9.706254005432129,% change,4019.0,21
Arizona,Pinal,-56.875057220458984,% change,4021.0,26
Arizona,Santa Cruz,1.0320199728012085,% change,4023.0,32
Arizona,Yavapai,-17.841968536376953,% change,4025.0,35
Arizona,Yuma,nan,% change,4027.0,42
Arkansas,Arkansas,5.543359756469727,% change,5001.0,46
Arkansas,Ashley,112.29173278808594,% change,5003.0,50
Arkansas,Baxter,-26.14430809020996,% change,5005.0,54
Arkansas,Benton,17.132780075073242,% change,5007.0,59
Arkansas,Boone,-0.44824084639549255,% change,5009.0,62
Arkansas,Bradley,0.0,% change,5011.0,68
Arkansas,Calhoun,0.0,% change,5013.0,72
Arkansas,Carroll,-1.5271226167678833,% change,5015.0,74
Arkansas,Chicot,8.833112716674805,% change,5017.0,77
Arkansas,Clark,2.3888282775878906,% change,5019.0,86
Arkansas,Clay,4.276954650878906,% change,5021.0,93
Arkansas,Cleburne,2.707796335220337,% change,5023.0,97
Arkansas,Cleveland,nan,% change,5025.0,103
Arkansas,Columbia,3.1652345657348633,% change,5027.0,107
Arkansas,Conway,0.9286307096481323,% change,5029.0,109
Arkansas,Craighead,-6.368940830230713,% change,5031.0,114
Arkansas,Crawford,-2.723719358444214,% change,5033.0,115
Arkansas,Crittenden,0.0,% change,5035.0,119
Arkansas,Cross,5.079157829284668,% change,5037.0,124
Arkansas,Dallas,0.0,% change,5039.0,128
Arkansas,Desha,0.0,% change,5041.0,130
Arkansas,Drew,0.0,% change,5043.0,136
Arkansas,Faulkner,59.15901565551758,% change,5045.0,141
Arkansas,Franklin,nan,% change,5047.0,144
Arkansas,Fulton,0.0,% change,5049.0,146
Arkansas,Garland,47.72929382324219,% change,5051.0,151
Arkansas,Grant,-0.7917338609695435,% change,5053.0,155
Arkansas,Greene,-4.776613235473633,% change,5055.0,162
Arkansas,Hempstead,106.31066131591797,% change,5057.0,172
Arkansas,Hot Spring,0.0,% change,5059.0,184
Arkansas,Howard,1.6190696954727173,% change,5061.0,191
Arkansas,Independence,0.0,% change,5063.0,200
Arkansas,Izard,-1.3757015466690063,% change,5065.0,203
Arkansas,Jackson,5.4845075607299805,% change,5067.0,209
Arkansas,Jefferson,-46.26508331298828,% change,5069.0,213
Arkansas,Johnson,-3.0364232063293457,% change,5071.0,218
Arkansas,Lafayette,0.0,% change,5073.0,222
Arkansas,Lawrence,3.7787530422210693,% change,5075.0,230
Arkansas,Lee,11.441295623779297,% change,5077.0,237
Arkansas,Lincoln,0.0,% change,5079.0,244
Arkansas,Little River,3.3506455421447754,% change,5081.0,251
Arkansas,Logan,203.98858642578125,% change,5083.0,258
Arkansas,Lonoke,0.0,% change,5085.0,268
Arkansas,Madison,-4.860140323638916,% change,5087.0,277
Arkansas,Marion,-1.6684622764587402,% change,5089.0,282
Arkansas,Miller,-0.30051156878471375,% change,5091.0,287
Arkansas,Mississippi,8.38526725769043,% change,5093.0,294
Arkansas,Monroe,0.0,% change,5095.0,300
Arkansas,Montgomery,3.6530673503875732,% change,5097.0,304
Arkansas,Nevada,5.41676664352417,% change,5099.0,307
Arkansas,Newton,nan,% change,5101.0,311
Arkansas,Ouachita,5.701940536499023,% change,5103.0,316
Arkansas,Perry,-0.23184143006801605,% change,5105.0,318
Arkansas,Phillips,13.389538764953613,% change,5107.0,322
Arkansas,Pike,nan,% change,5109.0,327
Arkansas,Poinsett,nan,% change,5111.0,333
Arkansas,Polk,-49.251834869384766,% change,5113.0,337
Arkansas,Pope,-2.2140591144561768,% change,5115.0,340
Arkansas,Prairie,0.0,% change,5117.0,345
Arkansas,Pulaski,21.868642807006836,% change,5119.0,350
Arkansas,Randolph,-1.7940688133239746,% change,5121.0,353
Arkansas,St. Francis,8.141043663024902,% change,5123.0,357
Arkansas,Saline,-6.656182289123535,% change,5125.0,360
Arkansas,Scott,111.4739761352539,% change,5127.0,364
Arkansas,Searcy,0.3392879366874695,% change,5129.0,372
Arkansas,Sebastian,-33.61616897583008,% change,5131.0,378
Arkansas,Sevier,0.0,% change,5133.0,390
Arkansas,Sharp,96.3031234741211,% change,5135.0,394
Arkansas,Stone,99.45410919189453,% change,5137.0,399
Arkansas,Union,nan,% change,5139.0,403
Arkansas,Van Buren,2.1502175331115723,% change,5141.0,407
Arkansas,Washington,-8.841117858886719,% change,5143.0,417
Arkansas,White,-33.48067855834961,% change,5145.0,428
Arkansas,Woodruff,0.0,% change,5147.0,435
Arkansas,Yell,0.0,% change,5149.0,438
California,Alameda,-12.87738037109375,% change,6001.0,457
California,Alpine,0.0,% change,6003.0,461
California,Amador,-25.602420806884766,% change,6005.0,472
California,Butte,9.545392990112305,% change,6007.0,486
California,Calaveras,-2.065701484680176,% change,6009.0,489
California,Colusa,-1.6738351583480835,% change,6011.0,497
California,Contra Costa,-4.908385276794434,% change,6013.0,503
California,Del Norte,-0.03953346982598305,% change,6015.0,511
California,El Dorado,18.98134994506836,% change,6017.0,522
California,Fresno,-10.244651794433594,% change,6019.0,527
California,Glenn,-0.7879605889320374,% change,6021.0,537
California,Humboldt,-13.761428833007812,% change,6023.0,551
California,Imperial,94.2560806274414,% change,6025.0,557
California,Inyo,2.0737152099609375,% change,6027.0,562
California,Kern,-23.051593780517578,% change,6029.0,84
California,Kings,-0.6276194453239441,% change,6031.0,94
California,Lake,-13.278755187988281,% change,6033.0,100
California,Lassen,-47.85078811645508,% change,6035.0,104
California,Los Angeles,4.8564043045043945,% change,6037.0,139
California,Madera,-14.607539176940918,% change,6039.0,153
California,Marin,-0.46713733673095703,% change,6041.0,168
California,Mariposa,-49.035545349121094,% change,6043.0,178
California,Mendocino,-0.6038385033607483,% change,6045.0,190
California,Merced,-31.8383731842041,% change,6047.0,204
California,Modoc,nan,% change,6049.0,207
California,Mono,-1.235087275505066,% change,6051.0,214
California,Monterey,-26.470409393310547,% change,6053.0,228
California,Napa,0.20729340612888336,% change,6055.0,236
California,Nevada,26.322294235229492,% change,6057.0,243
California,Orange,-2.446953058242798,% change,6059.0,257
California,Placer,-15.89938735961914,% change,6061.0,266
California,Plumas,0.48393386602401733,% change,6063.0,275
California,Riverside,-10.698537826538086,% change,6065.0,281
California,Sacramento,11.051236152648926,% change,6067.0,289
California,San Benito,-6.93890905380249,% change,6069.0,295
California,San Bernardino,-8.212141036987305,% change,6071.0,302
California,San Diego,-11.635461807250977,% change,6073.0,315
California,San Francisco,-4.920619964599609,% change,6075.0,331
California,San Joaquin,-6.679374694824219,% change,6077.0,339
California,San Luis Obispo,-24.483993530273438,% change,6079.0,351
California,San Mateo,-2.668070077896118,% change,6081.0,368
California,Santa Barbara,5.493788242340088,% change,6083.0,391
California,Santa Clara,-1.0904642343521118,% change,6085.0,406
California,Santa Cruz,40.088600158691406,% change,6087.0,415
California,Shasta,15.60457992553711,% change,6089.0,431
California,Sierra,0.0,% change,6091.0,439
California,Siskiyou,16.15435791015625,% change,6093.0,446
California,Solano,-20.932321548461914,% change,6095.0,453
California,Sonoma,17.690561294555664,% change,6097.0,463
California,Stanislaus,-4.745774269104004,% change,6099.0,473
California,Sutter,-2.336606740951538,% change,6101.0,483
California,Tehama,31.209720611572266,% change,6103.0,492
California,Trinity,114.23213958740234,% change,6105.0,500
California,Tulare,-10.909422874450684,% change,6107.0,501
California,Tuolumne,32.01561737060547,% change,6109.0,513
California,Ventura,-10.411972999572754,% change,6111.0,521
California,Yolo,-6.3700079917907715,% change,6113.0,525
California,Yuba,-6.313347816467285,% change,6115.0,541
Colorado,Adams,-8.151124954223633,% change,8001.0,545
Colorado,Alamosa,-2.8771796226501465,% change,8003.0,549
Colorado,Arapahoe,-22.169965744018555,% change,8005.0,558
Colorado,Archuleta,-11.2386474609375,% change,8007.0,560
Colorado,Baca,0.0,% change,8009.0,563
Colorado,Bent,-2.312138557434082,% change,8011.0,564
Colorado,Boulder,-4.854972839355469,% change,8013.0,570
Colorado,Broomfield,-56.5817756652832,% change,8014.0,577
Colorado,Chaffee,-8.33375072479248,% change,8015.0,582
Colorado,Cheyenne,0.0,% change,8017.0,587
Colorado,Clear Creek,-6.163459777832031,% change,8019.0,591
Colorado,Conejos,0.0,% change,8021.0,596
Colorado,Costilla,nan,% change,8023.0,599
Colorado,Crowley,0.0,% change,8025.0,605
Colorado,Custer,72.1841049194336,% change,8027.0,610
Colorado,Delta,-1.9836530685424805,% change,8029.0,617
Colorado,Denver,-9.348184585571289,% change,8031.0,628
Colorado,Dolores,0.0,% change,8033.0,636
Colorado,Douglas,-25.550992965698242,% change,8035.0,644
Colorado,Eagle,-31.345806121826172,% change,8037.0,648
Colorado,Elbert,-10.42918872833252,% change,8039.0,655
Colorado,El Paso,-21.31426239013672,% change,8041.0,661
Colorado,Fremont,-27.67226791381836,% change,8043.0,664
Colorado,Garfield,-4.682949542999268,% change,8045.0,667
Colorado,Gilpin,0.0,% change,8047.0,672
Colorado,Grand,38.27052307128906,% change,8049.0,677
Colorado,Gunnison,-9.23692512512207,% change,8051.0,682
Colorado,Hinsdale,0.0,% change,8053.0,688
Colorado,Huerfano,181.4486846923828,% change,8055.0,693
Colorado,Jackson,0.0,% change,8057.0,701
Colorado,Jefferson,-4.822026252746582,% change,8059.0,706
Colorado,Kiowa,0.0,% change,8061.0,711
Colorado,Kit Carson,0.0,% change,8063.0,716
Colorado,Lake,0.0,% change,8065.0,721
Colorado,La Plata,89.26301574707031,% change,8067.0,727
Colorado,Larimer,17.293657302856445,% change,8069.0,734
Colorado,Las Animas,nan,% change,8071.0,741
Colorado,Lincoln,nan,% change,8073.0,747
Colorado,Logan,0.0,% change,8075.0,749
Colorado,Mesa,28.203886032104492,% change,8077.0,751
Colorado,Mineral,nan,% change,8079.0,757
Colorado,Moffat,-0.48528918623924255,% change,8081.0,758
Colorado,Montezuma,-2.3472728729248047,% change,8083.0,766
Colorado,Montrose,-3.92997670173645,% change,8085.0,769
Colorado,Morgan,-1.12752366065979,% change,8087.0,775
Colorado,Otero,0.0,% change,8089.0,777
Colorado,Ouray,-5.814198017120361,% change,8091.0,780
Colorado,Park,-56.39146423339844,% change,8093.0,782
Colorado,Phillips,0.0,% change,8095.0,785
Colorado,Pitkin,-2.6796600818634033,% change,8097.0,789
Colorado,Prowers,0.0,% change,8099.0,792
Colorado,Pueblo,-3.8106822967529297,% change,8101.0,795
Colorado,Rio Blanco,nan,% change,8103.0,799
Colorado,Rio Grande,3.813333749771118,% change,8105.0,802
Colorado,Routt,37.636497497558594,% change,8107.0,809
Colorado,Saguache,0.0,% change,8109.0,811
Colorado,San Juan,0.0,% change,8111.0,347
Colorado,San Miguel,-6.946650981903076,% change,8113.0,359
Colorado,Sedgwick,0.0,% change,8115.0,366
Colorado,Summit,nan,% change,8117.0,373
Colorado,Teller,-6.893113613128662,% change,8119.0,375
Colorado,Washington,0.0,% change,8121.0,377
Colorado,Weld,-14.0560884475708,% change,8123.0,382
Colorado,Yuma,0.0,% change,8125.0,385
Connecticut,Fairfield,-12.12294864654541,% change,9001.0,410
Connecticut,Hartford,3.5208704471588135,% change,9003.0,432
Connecticut,Litchfield,10.067898750305176,% change,9005.0,443
Connecticut,Middlesex,-12.982203483581543,% change,9007.0,450
Connecticut,New Haven,0.6143736243247986,% change,9009.0,466
Connecticut,New London,14.360836029052734,% change,9011.0,517
Connecticut,Tolland,25.713945388793945,% change,9013.0,524
Connecticut,Windham,-12.142597198486328,% change,9015.0,529
Delaware,Kent,26.223466873168945,% change,10001.0,532
Delaware,New Castle,74.29682159423828,% change,10003.0,536
Delaware,Sussex,-4.435894966125488,% change,10005.0,609
District of Columbia,District of Columbia,49.179176330566406,% change,11001.0,630
Florida,Alachua,6.8948798179626465,% change,12001.0,639
Florida,Baker,0.0,% change,12003.0,641
Florida,Bay,17.794279098510742,% change,12005.0,658
Florida,Bradford,93.30015563964844,% change,12007.0,665
Florida,Brevard,-7.8008012771606445,% change,12009.0,686
Florida,Broward,-26.027267456054688,% change,12011.0,695
Florida,Calhoun,0.0,% change,12013.0,699
Florida,Charlotte,167.07424926757812,% change,12015.0,743
Florida,Citrus,-6.150923728942871,% change,12017.0,843
Florida,Clay,-54.726898193359375,% change,12019.0,852
Florida,Collier,34.37613296508789,% change,12021.0,894
Florida,Columbia,-4.379958629608154,% change,12023.0,903
Florida,DeSoto,0.0,% change,12027.0,906
Florida,Dixie,nan,% change,12029.0,918
Florida,Duval,3.6030611991882324,% change,12031.0,924
Florida,Escambia,21.491273880004883,% change,12033.0,931
Florida,Flagler,78.13628387451172,% change,12035.0,935
Florida,Franklin,0.0,% change,12037.0,937
Florida,Gadsden,0.42706599831581116,% change,12039.0,938
Florida,Gilchrist,0.0,% change,12041.0,939
Florida,Glades,0.0,% change,12043.0,940
Florida,Gulf,-1.7508087158203125,% change,12045.0,941
Florida,Hamilton,0.0,% change,12047.0,942
Florida,Hardee,0.0,% change,12049.0,943
Florida,Hendry,0.0,% change,12051.0,944
Florida,Hernando,-27.213476181030273,% change,12053.0,945
Florida,Highlands,-6.958568572998047,% change,12055.0,946
Florida,Hillsborough,-24.963762283325195,% change,12057.0,947
Florida,Holmes,0.0,% change,12059.0,948
Florida,Indian River,-9.846715927124023,% change,12061.0,949
Florida,Jackson,-49.40689468383789,% change,12063.0,950
Florida,Jefferson,-0.5669135451316833,% change,12065.0,951
Florida,Lafayette,1.0306901931762695,% change,12067.0,952
Florida,Lake,43.995479583740234,% change,12069.0,953
Florida,Lee,31.177690505981445,% change,12071.0,954
Florida,Leon,76.68387603759766,% change,12073.0,955
Florida,Levy,nan,% change,12075.0,956
Florida,Liberty,0.0,% change,12077.0,957
Florida,Madison,1.2520893812179565,% change,12079.0,958
Florida,Manatee,-13.402889251708984,% change,12081.0,959
Florida,Marion,-6.905998229980469,% change,12083.0,960
Florida,Martin,-6.070397853851318,% change,12085.0,961
Florida,Miami-Dade,4.3869853019714355,% change,12086.0,962
Florida,Monroe,nan,% change,12087.0,963
Florida,Nassau,-12.172613143920898,% change,12089.0,964
Florida,Okaloosa,-7.030474662780762,% change,12091.0,965
Florida,Okeechobee,nan,% change,12093.0,966
Florida,Orange,27.025724411010742,% change,12095.0,967
Florida,Osceola,-34.93214416503906,% change,12097.0,968
Florida,Palm Beach,11.179327011108398,% change,12099.0,969
Florida,Pasco,-29.67211151123047,% change,12101.0,970
Florida,Pinellas,23.762849807739258,% change,12103.0,971
Florida,Polk,9.940690040588379,% change,12105.0,972
Florida,Putnam,-2.4284300804138184,% change,12107.0,973
Florida,St. Johns,9.834115982055664,% change,12109.0,974
Florida,St. Lucie,-70.37837219238281,% change,12111.0,975
Florida,Santa Rosa,78.85687255859375,% change,12113.0,976
Florida,Sarasota,82.78910064697266,% change,12115.0,977
Florida,Seminole,-6.90440034866333,% change,12117.0,978
Florida,Sumter,-16.967243194580078,% change,12119.0,979
Florida,Suwannee,-1.3735805749893188,% change,12121.0,980
Florida,Taylor,5.757758140563965,% change,12123.0,981
Florida,Union,1.4859509468078613,% change,12125.0,982
Florida,Volusia,-54.29778289794922,% change,12127.0,983
Florida,Wakulla,0.0,% change,12129.0,984
Florida,Walton,190.22906494140625,% change,12131.0,985
Florida,Washington,-1.5152792930603027,% change,12133.0,986
Georgia,Appling,0.0,% change,13001.0,987
Georgia,Atkinson,0.0,% change,13003.0,988
Georgia,Bacon,0.0,% change,13005.0,989
Georgia,Baker,0.0,% change,13007.0,990
Georgia,Baldwin,37.369964599609375,% change,13009.0,991
Georgia,Banks,0.0,% change,13011.0,992
Georgia,Barrow,-11.84150218963623,% change,13013.0,993
Georgia,Bartow,nan,% change,13015.0,994
Georgia,Ben Hill,3.824387550354004,% change,13017.0,995
Georgia,Berrien,-1.0024960041046143,% change,13019.0,996
Georgia,Bibb,51.901756286621094,% change,13021.0,997
Georgia,Bleckley,-0.7633498907089233,% change,13023.0,998
Georgia,Brantley,0.0,% change,13025.0,999
Georgia,Brooks,0.0,% change,13027.0,565
Georgia,Bryan,0.0,% change,13029.0,573
Georgia,Bulloch,-7.067631721496582,% change,13031.0,579
Georgia,Burke,0.0,% change,13033.0,583
Georgia,Butts,0.0,% change,13035.0,588
Georgia,Calhoun,0.0,% change,13037.0,592
Georgia,Camden,nan,% change,13039.0,603
Georgia,Candler,0.0,% change,13043.0,616
Georgia,Carroll,-4.94831657409668,% change,13045.0,620
Georgia,Catoosa,nan,% change,13047.0,626
Georgia,Charlton,0.0,% change,13049.0,635
Georgia,Chatham,92.00262451171875,% change,13051.0,646
Georgia,Chattahoochee,0.0,% change,13053.0,656
Georgia,Chattooga,0.0,% change,13055.0,659
Georgia,Cherokee,-29.384418487548828,% change,13057.0,662
Georgia,Clarke,-5.04594612121582,% change,13059.0,666
Georgia,Clay,nan,% change,13061.0,670
Georgia,Clayton,82.33378601074219,% change,13063.0,673
Georgia,Clinch,0.0,% change,13065.0,676
Georgia,Cobb,13.546586990356445,% change,13067.0,680
Georgia,Coffee,0.0,% change,13069.0,684
Georgia,Colquitt,0.0,% change,13071.0,689
Georgia,Columbia,-11.739501953125,% change,13073.0,692
Georgia,Cook,0.0,% change,13075.0,697
Georgia,Coweta,-8.8623685836792,% change,13077.0,700
Georgia,Crawford,0.0,% change,13079.0,704
Georgia,Crisp,3.0662360191345215,% change,13081.0,707
Georgia,Dade,1.3681776523590088,% change,13083.0,708
Georgia,Dawson,80.86353302001953,% change,13085.0,713
Georgia,Decatur,nan,% change,13087.0,714
Georgia,DeKalb,23.329181671142578,% change,13089.0,718
Georgia,Dodge,nan,% change,13091.0,720
Georgia,Dooly,0.0,% change,13093.0,724
Georgia,Dougherty,2.354149580001831,% change,13095.0,728
Georgia,Douglas,-76.59515380859375,% change,13097.0,731
Georgia,Early,0.0,% change,13099.0,735
Georgia,Echols,0.0,% change,13101.0,737
Georgia,Effingham,0.0,% change,13103.0,742
Georgia,Elbert,0.0,% change,13105.0,746
Georgia,Emanuel,0.0,% change,13107.0,750
Georgia,Evans,0.0,% change,13109.0,754
Georgia,Fannin,0.0,% change,13111.0,755
Georgia,Fayette,90.48818969726562,% change,13113.0,760
Georgia,Floyd,-2.085223436355591,% change,13115.0,764
Georgia,Forsyth,-18.0717830657959,% change,13117.0,768
Georgia,Franklin,-4.256618976593018,% change,13119.0,772
Georgia,Fulton,-0.29658710956573486,% change,13121.0,779
Georgia,Gilmer,-6.879544734954834,% change,13123.0,781
Georgia,Glascock,0.0,% change,13125.0,783
Georgia,Glynn,0.0,% change,13127.0,793
Georgia,Gordon,nan,% change,13129.0,796
Georgia,Grady,1.414259433746338,% change,13131.0,797
Georgia,Greene,0.0,% change,13133.0,800
Georgia,Gwinnett,22.69533348083496,% change,13135.0,804
Georgia,Habersham,-4.871327877044678,% change,13137.0,806
Georgia,Hall,23.002944946289062,% change,13139.0,808
Georgia,Hancock,0.0,% change,13141.0,810
Georgia,Haralson,-4.053096294403076,% change,13143.0,813
Georgia,Harris,-5.615666389465332,% change,13145.0,814
Georgia,Hart,-51.21460723876953,% change,13147.0,816
Georgia,Heard,0.0,% change,13149.0,817
Georgia,Henry,0.0,% change,13151.0,820
Georgia,Houston,-5.036378860473633,% change,13153.0,823
Georgia,Irwin,0.0,% change,13155.0,825
Georgia,Jackson,74.01097106933594,% change,13157.0,828
Georgia,Jasper,0.0,% change,13159.0,830
Georgia,Jeff Davis,0.0,% change,13161.0,832
Georgia,Jefferson,0.0,% change,13163.0,834
Georgia,Jenkins,nan,% change,13165.0,835
Georgia,Johnson,0.0,% change,13167.0,837
Georgia,Jones,0.0,% change,13169.0,839
Georgia,Lamar,-5.663156032562256,% change,13171.0,841
Georgia,Lanier,0.0,% change,13173.0,845
Georgia,Laurens,0.9191696047782898,% change,13175.0,847
Georgia,Lee,0.0,% change,13177.0,849
Georgia,Liberty,0.0,% change,13179.0,855
Georgia,Lincoln,0.0,% change,13181.0,857
Georgia,Long,0.0,% change,13183.0,860
Georgia,Lowndes,-2.9530327320098877,% change,13185.0,863
Georgia,Lumpkin,-53.126991271972656,% change,13187.0,865
Georgia,McDuffie,0.0,% change,13189.0,868
Georgia,McIntosh,0.0,% change,13191.0,871
Georgia,Macon,6.337965965270996,% change,13193.0,874
Georgia,Madison,0.0,% change,13195.0,875
Georgia,Marion,0.0,% change,13197.0,877
Georgia,Meriwether,0.0,% change,13199.0,879
Georgia,Miller,0.0,% change,13201.0,881
Georgia,Mitchell,0.0,% change,13205.0,883
Georgia,Monroe,-3.2340164184570312,% change,13207.0,885
Georgia,Montgomery,0.0,% change,13209.0,887
Georgia,Morgan,0.0,% change,13211.0,890
Georgia,Murray,0.0,% change,13213.0,892
Georgia,Muscogee,4.65492057800293,% change,13215.0,896
Georgia,Newton,0.0,% change,13217.0,899
Georgia,Oconee,-13.230804443359375,% change,13219.0,901
Georgia,Oglethorpe,-4.23143196105957,% change,13221.0,905
Georgia,Paulding,78.91541290283203,% change,13223.0,908
Georgia,Peach,-0.9415003061294556,% change,13225.0,910
Georgia,Pickens,-8.023767471313477,% change,13227.0,912
Georgia,Pierce,0.0,% change,13229.0,915
Georgia,Pike,90.75883483886719,% change,13231.0,7
Georgia,Polk,-3.557805061340332,% change,13233.0,8
Georgia,Pulaski,4.499046325683594,% change,13235.0,11
Georgia,Putnam,-2.398085832595825,% change,13237.0,13
Georgia,Quitman,0.0,% change,13239.0,16
Georgia,Rabun,43.97936248779297,% change,13241.0,18
Georgia,Randolph,0.0,% change,13243.0,23
Georgia,Richmond,49.73208999633789,% change,13245.0,24
Georgia,Rockdale,0.0,% change,13247.0,28
Georgia,Schley,0.0,% change,13249.0,31
Georgia,Screven,0.0,% change,13251.0,34
Georgia,Seminole,0.0,% change,13253.0,38
