PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
GA0590020,RAMBLE HILLS SUBDIVISION,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,57,ATHENS,Clarke,6,31,2,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA1570010,CHARCLAR SUBDIVISION,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,26,,Jackson,5,9,2,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA0190006,CAMP TYGART,"436 Woody Jackson Cir, Ray City, Georgia, 31645",31645,Georgia,Region 4,Transient non-community system,300,,Berrien,3,5,0,-83.276033,31.063728,-83.276361,31.06371,-83.277033,-83.275033,31.062728,31.064728
GA2510000,HILTONIA,"140 2nd Ave, Hilltonia, Georgia, 30467",30467,Georgia,Region 4,Community water system,421,SYLVANIA,Screven,4,1,1,-81.660819,32.883526,-81.660819,32.883526,-81.670819,-81.650819,32.873526,32.893526
GA1110101,MOUNTAIN AREA CHRISTIAN ACADEMY,"14090 Old Highway 76, Morganton, Georgia, 30560",30560,Georgia,Region 4,Non-Transient non-community system,360,,Fannin,3,0,1,-84.165217,34.881653,-84.164591,34.88063,-84.166217,-84.164217,34.880653,34.882653
GA2210053,WINTHORPE / PECAN RIDGE SUBDIVISION,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,88,,Oglethorpe,5,8,2,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA1850293,HAMPTON MEADOWS,"611 Pineview Dr, Valdosta, Georgia, 31602",31602,Georgia,Region 4,Community water system,211,VALDOSTA,Lowndes,4,14,3,-83.278332,30.865663,-83.278361,30.86519,-83.279332,-83.277332,30.864663,30.866663
GA2970054,CAMP LAKE CROSSING,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,60,,Walton,5,1,0,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA2210060,THE ESTATES AT HAWKS LANDING,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,55,,Oglethorpe,4,2,0,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA1230000,ELLIJAY-GILMER CO. WATER AUTH.,"1023 Progress Rd, Ellijay, Georgia, 30540",30540,Georgia,Region 4,Community water system,13010,,Gilmer,12,5,28,-84.489584,34.674932,-84.489584,34.674932,-84.499584,-84.479584,34.664932,34.684932
GA2970046,RIVERMIST SUBDIVISION,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,104,,Walton,4,7,2,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA0690085,MILL BRANCH SUBDIVISION,"31533, Douglas, Georgia",31533,Georgia,Region 4,Community water system,26,,Coffee,4,1,1,-82.854052,31.50969,-82.854052,31.50969,-82.984052,-82.724052,31.37969,31.63969
GA1230085,CAMP HIGHLAND,"1250 Camp Highland Rd, Ellijay, Georgia, 30540",30540,Georgia,Region 4,Transient non-community system,25,,Gilmer,2,1,0,-84.624051,34.647903,-84.624051,34.647903,-84.634051,-84.614051,34.637903,34.657903
GA2070074,SOUTH MONROE COUNTY WATER SYSTEM,"31029, Forsyth, Georgia",31029,Georgia,Region 4,Community water system,3692,,Monroe,3,10,3,-83.938261,33.035796,-83.938261,33.035796,-84.125261,-83.751261,32.848796,33.222796
GA1790020,WALTHOURVILLE,"31333, Walthourville, Georgia",31333,Georgia,Region 4,Community water system,3858,WALTHOURVILLE,Liberty,8,17,6,-81.633532,31.772501,-81.633532,31.772501,-81.638532,-81.628532,31.767501,31.777501
GA1850069,ASHURST SUBDIVISION,"611 Pineview Dr, Valdosta, Georgia, 31602",31602,Georgia,Region 4,Community water system,346,VALDOSTA,Lowndes,4,16,2,-83.278332,30.865663,-83.278361,30.86519,-83.279332,-83.277332,30.864663,30.866663
GA2950002,LAFAYETTE,"30728, La Fayette, Georgia",30728,Georgia,Region 4,Community water system,18177,LA FAYETTE,Walker,17,4,24,-85.284835,34.703868,-85.284835,34.703868,-85.518835,-85.050835,34.469868,34.937868
GA2950003,WALKER COUNTY WATER AUTHORITY,"30725, Flintstone, Georgia",30725,Georgia,Region 4,Community water system,36000,FLINTSTONE,Walker,19,5,17,-85.344113,34.939182,-85.344113,34.939182,-85.419113,-85.269113,34.864182,35.014182
GA1270104,OGLETHORPE PLAZA,"31521, Brunswick, Georgia",31521,Georgia,Region 4,Transient non-community system,30,BRUNSWICK,Glynn,3,9,1,-81.492322,31.15005,-81.492322,31.15005,-81.497322,-81.487322,31.14505,31.15505
GA1190000,CANON,"30520, Canon, Georgia",30520,Georgia,Region 4,Community water system,967,CANON,Franklin,10,17,3,-83.030356,34.290656,-83.030356,34.290656,-83.190356,-82.870356,34.130656,34.450656
GA3110005,SKYLAKE,"106 Sautee Trl, Sautee Nacoochee, Georgia, 30571",30571,Georgia,Region 4,Community water system,1997,SAUTEE,White,10,8,1,-83.663848,34.722267,-83.663551,34.72244,-83.664848,-83.662848,34.721267,34.723267
GA2350001,HAWKINSVILLE,"31036, Hawkinsville, Georgia",31036,Georgia,Region 4,Community water system,4589,HAWKINSVILLE,Pulaski,6,24,2,-83.470249,32.284726,-83.470249,32.284726,-83.686249,-83.254249,32.068726,32.500726
GA1790122,DUTCHMAN`S COVE SUBDIVISION,"31320, Midway, Georgia",31320,Georgia,Region 4,Community water system,62,,Liberty,7,6,2,-81.389149,31.836148,-81.389149,31.836148,-81.595149,-81.183149,31.630148,32.042148
GA1410002,"MAYFIELD UTILITIES, LLC","30828, Warrenton, Georgia",30828,Georgia,Region 4,Community water system,247,SPARTA,Hancock,6,17,1,-82.662279,33.407801,-82.662279,33.407801,-82.830279,-82.494279,33.239801,33.575801
GA0510229,SAVANNAH-WILMINGTON ISLAND,"31402, Savannah, Georgia",31402,Georgia,Region 4,Community water system,11936,,Chatham,10,9,2,-81.098172,32.08329,-81.098172,32.08329,-81.103172,-81.093172,32.07829,32.08829
GA1030100,HICKORY KNOB SUBDIVISION,"30446, Newington, Georgia",30446,Georgia,Region 4,Community water system,745,,Effingham,5,20,3,-81.504017,32.589599,-81.504017,32.589599,-81.631017,-81.377017,32.462599,32.716599
GA1770012,"WOODGRAIN MILLWORK, INC.","471 US-82 W, Leesburg, Georgia, 31763",31763,Georgia,Region 4,Non-Transient non-community system,30,LEESBURG,Lee,4,10,0,-84.294613,31.676202,-84.291171,31.67919,-84.295613,-84.293613,31.675202,31.677202
GA1530018,PERDUE FARMS INC,"250 GA-247-SPUR, Perry, Georgia, 31069",31069,Georgia,Region 4,Non-Transient non-community system,2404,CENTERVILLE,Houston,6,7,2,-83.632451,32.443339,-83.630811,32.44208,-83.633451,-83.631451,32.442339,32.444339
GA0810053,TRULUCK-SUNNYBROOK FARM SD,"167 Raines Station Rd, Cordele, Georgia, 31015",31015,Georgia,Region 4,Community water system,60,,Crisp,4,11,1,-83.86312,31.89798,-83.862731,31.89798,-83.86412,-83.86212,31.89698,31.89898
GA1110053,FISH  HOOK POINT SUBDIVISION,"3585 Mountain Ridge Dr, Marietta, Georgia, 30066",30066,Georgia,Region 4,Community water system,55,,Fannin,4,10,2,-84.504648,34.039683,-84.504211,34.03957,-84.505648,-84.503648,34.038683,34.040683
GA1870055,FORREST HILLS RESORT,"135 Forrest Hills Rd, Dahlonega, Georgia, 30533",30533,Georgia,Region 4,Transient non-community system,50,DAHLONEGA,Lumpkin,3,12,1,-84.181093,34.550673,-84.181093,34.550673,-84.191093,-84.171093,34.540673,34.560673
GA2210054,MILL RUN MHP,"930 Newton Bridge Rd, Athens, Georgia, 30607",30607,Georgia,Region 4,Community water system,57,,Oglethorpe,6,10,3,-83.402133,34.005942,-83.400411,34.0073,-83.403133,-83.401133,34.004942,34.006942
GA2370075,ARROWHEAD LANDING SUBDIVISION,"30366, Chamblee, Georgia",30366,Georgia,Region 4,Community water system,55,,Putnam,8,6,3,-84.298141,33.89641,-84.298141,33.89641,-84.303141,-84.293141,33.89141,33.90141
GA1010001,LITTLE RIVER ESTATES MHP,"31636, Lake Park, Georgia",31636,Georgia,Region 4,Community water system,47,,Echols,6,10,2,-83.205262,30.69772,-83.205262,30.69772,-83.472262,-82.938262,30.43072,30.96472
GA0730002,HARLEM,"30814, Harlem, Georgia",30814,Georgia,Region 4,Community water system,5164,HARLEM,Columbia,12,21,2,-82.3149,33.417997,-82.3149,33.417997,-82.4209,-82.2089,33.311997,33.523997
GA0810044,TRULUCK-BRAN-TRE SUBDIVISION,"167 Raines Station Rd, Cordele, Georgia, 31015",31015,Georgia,Region 4,Community water system,72,CORDELE,Crisp,4,13,2,-83.86312,31.89798,-83.862731,31.89798,-83.86412,-83.86212,31.89698,31.89898
GA0850012,ATHENS BOAT CLUB,"207 Dogwood Dr, Dawsonville, Georgia, 30534",30534,Georgia,Region 4,Community water system,325,DAWSONVILLE,Dawson,9,15,2,-83.979498,34.363386,-83.979498,34.363386,-83.989498,-83.969498,34.353386,34.373386
GA1390000,FLOWERY BRANCH,"5410 Pine St, Flowery Branch, Georgia, 30542",30542,Georgia,Region 4,Community water system,2532,FLOWERY BRANCH,Hall,12,4,3,-83.925696,34.185961,-83.925696,34.185961,-83.935696,-83.915696,34.175961,34.195961
GA0310167,MILL CREEK LANDING,"6498 Akins Pond Rd, Statesboro, Georgia, 30461",30461,Georgia,Region 4,Community water system,123,STATESBORO,Bulloch,4,12,2,-81.840235,32.542146,-81.831021,32.54597,-81.841235,-81.839235,32.541146,32.543146
GA1370005,MOUNT AIRY,"30563, Mt Airy, Georgia",30563,Georgia,Region 4,Community water system,1384,MOUNT AIRY,Habersham,16,23,2,-83.50298,34.519458,-83.50298,34.519458,-83.61198,-83.39398,34.410458,34.628458
GA1870050,LONG BRANCH DAY CARE,"2745 Long Branch Rd, Dahlonega, Georgia, 30533",30533,Georgia,Region 4,Non-Transient non-community system,45,DAHLONEGA,Lumpkin,3,30,1,-83.937512,34.500462,-83.937781,34.50065,-83.938512,-83.936512,34.499462,34.501462
GA1910092,PLEASURE BLUFF,"2132 Sutherland Bluff Dr, Townsend, Georgia, 31331",31331,Georgia,Region 4,Transient non-community system,50,,McIntosh,6,0,1,-81.324503,31.557475,-81.324871,31.55743,-81.325503,-81.323503,31.556475,31.558475
GA2370087,SINCLAIR WATER AUTHORITY,"126 Cay Dr, Milledgeville, Georgia, 31061",31061,Georgia,Region 4,Community water system,0,,Putnam,4,0,11,-83.293007,33.207644,-83.293221,33.20528,-83.294007,-83.292007,33.206644,33.208644
GA0690031,BAY MEADOWS ESTATES,"31533, Douglas, Georgia",31533,Georgia,Region 4,Community water system,1170,,Coffee,16,6,4,-82.854052,31.50969,-82.854052,31.50969,-82.984052,-82.724052,31.37969,31.63969
GA0710021,SPENCEFIELD AIRPORT,"31776, Moultrie, Georgia",31776,Georgia,Region 4,Community water system,298,MOULTRIE,Colquitt,5,7,2,-83.788956,31.182221,-83.788956,31.182221,-83.793956,-83.783956,31.177221,31.187221
GA0510259,SAVANNAH-SAVANNAH QUARTERS,"31407, Savannah, Georgia",31407,Georgia,Region 4,Community water system,3530,SAVANNAH,Chatham,7,9,2,-81.163829,32.150911,-81.163829,32.150911,-81.283829,-81.043829,32.030911,32.270911
GA0950035,USMC-LOGISTICS,"31704, Albany, Georgia",31704,Georgia,Region 4,Community water system,3700,ALBANY,Dougherty,8,7,1,-84.067298,31.551359,-84.067298,31.551359,-84.102298,-84.032298,31.516359,31.586359
GA0510250,SAVANNAH-WHITEMARSH ISLAND,"31402, Savannah, Georgia",31402,Georgia,Region 4,Community water system,3853,,Chatham,7,8,2,-81.098172,32.08329,-81.098172,32.08329,-81.103172,-81.093172,32.07829,32.08829
GA0510070,"NEW NGC, INC. D/B/A NATIONAL GYPSUM CO.","2001 Rexford Rd, Charlotte, North Carolina, 28211",28211,Georgia,Region 4,Non-Transient non-community system,90,GARDEN CITY,Chatham,4,4,2,-80.833827,35.158458,-80.833601,35.15948,-80.834827,-80.832827,35.157458,35.159458
GA0310053,COLONIAL HEIGHTS SUBDIVISION,"6498 Akins Pond Rd, Statesboro, Georgia, 30461",30461,Georgia,Region 4,Community water system,110,STATESBORO,Bulloch,8,16,2,-81.840235,32.542146,-81.831021,32.54597,-81.841235,-81.839235,32.541146,32.543146
GA1770000,LEESBURG,"31763, Leesburg, Georgia",31763,Georgia,Region 4,Community water system,3127,LEESBURG,Lee,10,48,1,-84.173852,31.63589,-84.173852,31.63589,-84.445852,-83.901852,31.36389,31.90789
GA0510027,SAVANNAH-DUTCH ISLAND,"31402, Savannah, Georgia",31402,Georgia,Region 4,Community water system,1022,,Chatham,8,8,2,-81.098172,32.08329,-81.098172,32.08329,-81.103172,-81.093172,32.07829,32.08829
GA0710085,THORNRIDGE SUBDIVISION,"31788, Moultrie, Georgia",31788,Georgia,Region 4,Community water system,31,,Colquitt,3,2,1,-83.754872,31.173976,-83.754872,31.173976,-83.966872,-83.542872,30.961976,31.385976
GA0810008,TRULUCK-DOGWOOD HILLS SUBDIVISION,"167 Raines Station Rd, Cordele, Georgia, 31015",31015,Georgia,Region 4,Community water system,55,CORDELE,Crisp,6,11,2,-83.86312,31.89798,-83.862731,31.89798,-83.86412,-83.86212,31.89698,31.89898
GA1850064,REMERTON,"1757 Poplar St, Remerton, Georgia, 31601",31601,Georgia,Region 4,Community water system,1321,REMERTON,Lowndes,6,19,3,-83.308564,30.844923,-83.308564,30.844923,-83.318564,-83.298564,30.834923,30.854923
GA1990004,WARM SPRINGS,"31830, Warm Springs, Georgia",31830,Georgia,Region 4,Community water system,1306,WARM SPRINGS,Meriwether,4,27,1,-84.67811,32.892261,-84.67811,32.892261,-84.81811,-84.53811,32.752261,33.032261
GA3110110,TEAMEFFORT SAUTEE,"3621 Highway 255 N, Sautee Nacoochee, Georgia, 30571",30571,Georgia,Region 4,Transient non-community system,500,,White,3,0,0,-83.642499,34.711517,-83.642241,34.7127,-83.643499,-83.641499,34.710517,34.712517
GA0030005,THE OAKS,"31533, Douglas, Georgia",31533,Georgia,Region 4,Community water system,65,,Atkinson,4,2,1,-82.854052,31.50969,-82.854052,31.50969,-82.984052,-82.724052,31.37969,31.63969
GA0510081,SAVANNAH-GEORGETOWN/GATEWAY,"31407, Savannah, Georgia",31407,Georgia,Region 4,Community water system,7467,,Chatham,14,10,2,-81.163829,32.150911,-81.163829,32.150911,-81.283829,-81.043829,32.030911,32.270911
GA0810007,CEDAR LAKE ESTATES,"167 Raines Station Rd, Cordele, Georgia, 31015",31015,Georgia,Region 4,Community water system,73,CORDELE,Crisp,4,10,3,-83.86312,31.89798,-83.862731,31.89798,-83.86412,-83.86212,31.89698,31.89898
GA0810013,TRULUCK-OAK PARK SUBDIVISION,"167 Raines Station Rd, Cordele, Georgia, 31015",31015,Georgia,Region 4,Community water system,47,CORDELE,Crisp,4,12,2,-83.86312,31.89798,-83.862731,31.89798,-83.86412,-83.86212,31.89698,31.89898
GA0810050,TRULUCK-TIMBERLAND PLANTATION,"167 Raines Station Rd, Cordele, Georgia, 31015",31015,Georgia,Region 4,Community water system,81,,Crisp,5,13,1,-83.86312,31.89798,-83.862731,31.89798,-83.86412,-83.86212,31.89698,31.89898
GA2190067,OCONEE CO-APPALACHEE POINTE,"30677, Watkinsville, Georgia",30677,Georgia,Region 4,Community water system,47,,Oconee,6,2,2,-83.412384,33.864212,-83.412384,33.864212,-83.618384,-83.206384,33.658212,34.070212
GA2370041,USFS-OCONEE WORK CENTER,"1199 Madison Rd, Eatonton, Georgia, 31024",31024,Georgia,Region 4,Transient non-community system,26,EATONTON,Putnam,5,0,2,-83.369665,33.409272,-83.369665,33.409272,-83.379665,-83.359665,33.399272,33.419272
