PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
ND2300535,KULM CITY OF,"10 1st St SW, Kulm, North Dakota, 58456",58456,North Dakota,Region 8,Community water system,354,KULM,LaMoure,7,8,14,-98.949228,46.301599,-98.949228,46.301599,-98.959228,-98.939228,46.291599,46.311599
ND2100726,NEW ENGLAND CITY OF,"9 7th St E, New England, North Dakota, 58647",58647,North Dakota,Region 8,Community water system,600,NEW ENGLAND,Hettinger,13,1,16,-102.865258,46.538251,-102.865258,46.538251,-102.875258,-102.855258,46.528251,46.548251
ND0201032,WIMBLEDON CITY OF,"421 W Main St, Valley City, North Dakota, 58072",58072,North Dakota,Region 8,Community water system,216,WIMBLEDON,Barnes,6,31,14,-98.007719,46.923214,-98.007719,46.923214,-98.017719,-97.997719,46.913214,46.933214
ND2900470,HAZEN CITY OF,"58545, Pick City, North Dakota",58545,North Dakota,Region 8,Community water system,2411,HAZEN,Mercer,9,0,14,-101.623542,47.299134,-101.623542,47.299134,-101.941542,-101.305542,46.981134,47.617134
ND3400856,ST THOMAS CITY OF,"338 4th Ave, St Thomas, North Dakota, 58276",58276,North Dakota,Region 8,Community water system,331,ST. THOMAS,Pembina,3,1,15,-97.447918,48.61921,-97.447918,48.61921,-97.457918,-97.437918,48.60921,48.62921
ND0501127,ALL SEASONS WD-SYSTEM III,"1066 Highway 5 NE, Bottineau, North Dakota, 58318",58318,North Dakota,Region 8,Community water system,790,,Bottineau,14,3,17,-100.474392,48.820711,-100.474392,48.820711,-100.484392,-100.464392,48.810711,48.830711
ND4600875,SHARON CITY OF,"58277, Sharon, North Dakota",58277,North Dakota,Region 8,Community water system,96,SHARON,Steele,6,3,13,-97.899121,47.59622,-97.899121,47.59622,-98.141121,-97.657121,47.35422,47.83822
ND2500956,UPHAM CITY OF,"111 C Ave S, Upham, North Dakota, 58789",58789,North Dakota,Region 8,Community water system,130,UPHAM,McHenry,11,15,19,-100.727943,48.580409,-100.728191,48.58041,-100.728943,-100.726943,48.579409,48.581409
ND5101130,UPPER SOURIS WUA-SYSTEM II,"43601 506th St NW, Kenmare, North Dakota, 58746",58746,North Dakota,Region 8,Community water system,230,,Ward,9,7,13,-102.082544,48.691138,-102.082741,48.69114,-102.083544,-102.081544,48.690138,48.692138
ND4900382,GALESBURG CITY OF,"58035, Galesburg, North Dakota",58035,North Dakota,Region 8,Community water system,108,GALESBURG,Traill,6,8,13,-97.406532,47.267765,-97.406532,47.267765,-97.636532,-97.176532,47.037765,47.497765
ND5300936,TIOGA CITY OF,"12 1st St SW, Tioga, North Dakota, 58852",58852,North Dakota,Region 8,Community water system,1230,,Williams,19,2,2,-102.940257,48.394415,-102.940257,48.394415,-102.950257,-102.930257,48.384415,48.404415
ND1400732,NEW ROCKFORD CITY OF,"117 1st St S, New Rockford, North Dakota, 58356",58356,North Dakota,Region 8,Community water system,1391,NEW ROCKFORD,Eddy,7,2,16,-99.125588,47.67892,-99.125588,47.67892,-99.135588,-99.115588,47.66892,47.68892
ND3501476,ALL SEASONS WD-SYSTEM V,"1066 Highway 5 NE, Bottineau, North Dakota, 58318",58318,North Dakota,Region 8,Community water system,1075,,Pierce,3,0,4,-100.474392,48.820711,-100.474392,48.820711,-100.484392,-100.464392,48.810711,48.830711
ND5200927,SYKESTON CITY OF,"24 Main Ave N, Sykeston, North Dakota, 58486",58486,North Dakota,Region 8,Community water system,117,SYKESTON,Wells,6,5,16,-99.399611,47.464321,-99.399611,47.464321,-99.409611,-99.389611,47.454321,47.474321
ND1400879,SHEYENNE CITY OF,"58374, Sheyenne, North Dakota",58374,North Dakota,Region 8,Community water system,204,SHEYENNE,Eddy,11,3,16,-99.114802,47.82483,-99.114802,47.82483,-99.511802,-98.717802,47.42783,48.22183
ND3501069,SELZ WATER USERS ASSOCIATION,"366 Flora St, Harvey, North Dakota, 58341",58341,North Dakota,Region 8,Community water system,43,,Pierce,6,17,16,-99.889051,47.857693,-99.889051,47.857693,-99.899051,-99.879051,47.847693,47.867693
ND3901043,WYNDMERE CITY OF,"451 4th St, Wyndmere, North Dakota, 58081",58081,North Dakota,Region 8,Community water system,429,WYNDMERE,Richland,7,15,16,-97.130679,46.265442,-97.130679,46.265442,-97.140679,-97.120679,46.255442,46.275442
ND3900001,ABERCROMBIE CITY OF,"58001, Abercrombie, North Dakota",58001,North Dakota,Region 8,Community water system,263,ABERCROMBIE,Richland,7,36,14,-96.727081,46.447765,-96.727081,46.447765,-96.734081,-96.720081,46.440765,46.454765
ND3900443,HANKINSON CITY OF,"319 Main Ave S, Hankinson, North Dakota, 58041",58041,North Dakota,Region 8,Community water system,919,HANKINSON,Richland,10,11,19,-96.902058,46.071042,-96.902058,46.071042,-96.912058,-96.892058,46.061042,46.081042
ND2711664,ND INDOOR RV PARK,"2052 125th Ave NW, Watford City, North Dakota, 58854",58854,North Dakota,Region 8,Transient non-community system,480,,McKenzie,6,0,1,-103.269967,47.710796,-103.269967,47.710796,-103.279967,-103.259967,47.700796,47.720796
ND0900336,FARGO CITY OF,"435 14th Ave S, Fargo, North Dakota, 58103",58103,North Dakota,Region 8,Community water system,105549,FARGO,Cass,8,6,20,-96.786491,46.859687,-96.786491,46.86055,-96.787491,-96.785491,46.858687,46.860687
ND3800695,MOHALL CITY OF,"58761, Loraine, North Dakota",58761,North Dakota,Region 8,Community water system,783,MOHALL,Renville,18,2,12,-101.511797,48.76467,-101.511797,48.76467,-101.821797,-101.201797,48.45467,49.07467
ND4600487,HOPE CITY OF,"107 Steele Ave, Hope, North Dakota, 58046",58046,North Dakota,Region 8,Community water system,258,HOPE,Steele,4,20,15,-97.723392,47.322307,-97.723381,47.32254,-97.724392,-97.722392,47.321307,47.323307
ND0800083,IMPERIAL VALLEY WATER CO,"58502, Bismarck, North Dakota",58502,North Dakota,Region 8,Community water system,345,,Burleigh,9,7,14,-100.788362,46.808919,-100.788362,46.808919,-100.793362,-100.783362,46.803919,46.813919
ND0501057,ALL SEASONS WD-SYSTEM I,"1066 Highway 5 NE, Bottineau, North Dakota, 58318",58318,North Dakota,Region 8,Community water system,890,,Bottineau,11,0,18,-100.474392,48.820711,-100.474392,48.820711,-100.484392,-100.464392,48.810711,48.830711
ND3700314,ENDERLIN CITY OF,"411 Railway St, Enderlin, North Dakota, 58027",58027,North Dakota,Region 8,Community water system,886,ENDERLIN,Ransom,10,3,16,-97.601021,46.623832,-97.601021,46.623832,-97.611021,-97.591021,46.613832,46.633832
ND5101074,UPPER SOURIS WUA-SYSTEM I,"43601 506th St NW, Kenmare, North Dakota, 58746",58746,North Dakota,Region 8,Community water system,1296,,Ward,8,11,14,-102.082544,48.691138,-102.082741,48.69114,-102.083544,-102.081544,48.690138,48.692138
ND5300948,TRENTON WATER USERS ASSOC,"58853, Trenton, North Dakota",58853,North Dakota,Region 8,Community water system,500,TRENTON,Williams,3,8,12,-103.831022,48.0742,-103.831022,48.0742,-103.857022,-103.805022,48.0482,48.1002
ND1000768,OSNABROCK CITY OF,"12380 83rd St NE, Milton, North Dakota, 58260",58260,North Dakota,Region 8,Community water system,134,OSNABROCK,Cavalier,9,3,15,-97.971237,48.615586,-97.971237,48.615586,-97.981237,-97.961237,48.605586,48.625586
ND3401128,NORTH VALLEY WD-SYSTEM II - AKRA,"13532 Highway 5, Cavalier, North Dakota, 58220",58220,North Dakota,Region 8,Community water system,3422,,Pembina,57,0,16,-97.743555,48.771752,-97.742821,48.77037,-97.744555,-97.742555,48.770752,48.772752
ND1800036,ARVILLA WATER USERS ASSOCIATION,"58214, Arvilla, North Dakota",58214,North Dakota,Region 8,Community water system,150,ARVILLA,Grand Forks,3,1,15,-97.499171,47.917137,-97.499171,47.917137,-97.603171,-97.395171,47.813137,48.021137
ND2710034,ARNEGARD CITY PARK,"211 Frontage Rd, Arnegard, North Dakota, 58835",58835,North Dakota,Region 8,Transient non-community system,25,ARNEGARD,McKenzie,3,9,9,-103.434613,47.805127,-103.434631,47.80527,-103.435613,-103.433613,47.804127,47.806127
ND5100593,MAKOTI CITY OF,"58756, Makoti, North Dakota",58756,North Dakota,Region 8,Community water system,154,MAKOTI,Ward,7,22,14,-101.872063,47.934304,-101.872063,47.934304,-102.065063,-101.679063,47.741304,48.127304
ND4001153,ALL SEASONS WD-SYSTEM IV,"1066 Highway 5 NE, Bottineau, North Dakota, 58318",58318,North Dakota,Region 8,Community water system,670,,Rolette,11,0,16,-100.474392,48.820711,-100.474392,48.820711,-100.484392,-100.464392,48.810711,48.830711
ND0511249,METIGOSHE DRIVE INN,"Lake Loop Rd, Bottineau, North Dakota, 58318",58318,North Dakota,Region 8,Transient non-community system,30,,Bottineau,3,0,23,-100.380757,48.971521,-100.380757,48.971521,-100.387757,-100.373757,48.964521,48.978521
ND2701623,RIDGEVIEW PARK,"16048 35th St NW, Fairview, North Dakota, 59221",59221,North Dakota,Region 8,Community water system,160,,McKenzie,5,1,1,-104.023692,47.920572,-104.023701,47.9202,-104.024692,-104.022692,47.919572,47.921572
ND0910998,CENTRAL LIVESTOCK,"851 Arena Rd, West Fargo, North Dakota, 58078",58078,North Dakota,Region 8,Transient non-community system,100,,Cass,3,10,23,-96.913397,46.884935,-96.913397,46.884935,-96.923397,-96.903397,46.874935,46.894935
ND2900402,GOLDEN VALLEY CITY OF,"110 1st Ave SW, Golden Valley, North Dakota, 58541",58541,North Dakota,Region 8,Community water system,182,GOLDEN VALLEY (CORPORATE AND N,Mercer,6,4,17,-102.066202,47.289402,-102.066501,47.28941,-102.067202,-102.065202,47.288402,47.290402
ND2000446,HANNAFORD CITY OF,"58448, Walum, North Dakota",58448,North Dakota,Region 8,Community water system,131,HANNAFORD,Griggs,5,4,14,-98.187814,47.312494,-98.187814,47.312494,-98.414814,-97.960814,47.085494,47.539494
ND1500469,HAZELTON CITY OF,"58544, Hazelton, North Dakota",58544,North Dakota,Region 8,Community water system,235,HAZELTON,Emmons,13,8,16,-100.279707,46.485615,-100.279707,46.485615,-100.598707,-99.960707,46.166615,46.804615
