PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
AR0000882,SYLAMORE VALLEY WATER ASSN,"6564 Highway 14, Fifty-Six, Arkansas, 72533",72533,Arkansas,Region 6,Community water system,270,,Stone,2,28,6,-92.219036,35.958015,-92.218901,35.95815,-92.220036,-92.218036,35.957015,35.959015
AR0000805,NASHVILLE RURAL WATER AUTHORITY,"71852, Nashville, Arkansas",71852,Arkansas,Region 6,Community water system,7291,,Howard,6,46,5,-93.852174,33.945765,-93.852174,33.945765,-94.092174,-93.612174,33.705765,34.185765
AR0000273,HARDIN WATER ASSOCIATION,"10919 Highway 270, White Hall, Arkansas, 71602",71602,Arkansas,Region 6,Community water system,4600,,Jefferson,3,2,7,-92.15432,34.282997,-92.154111,34.28331,-92.15532,-92.15332,34.281997,34.283997
AR0000768,EAST NEWTON COUNTY WATER ASSN,"72683, Vendor, Arkansas",72683,Arkansas,Region 6,Community water system,1815,,Newton,9,45,9,-93.134239,35.93238,-93.134239,35.93238,-93.235239,-93.033239,35.83138,36.03338
AR0000770,MARION COUNTY REG WATER DIST,"72619, Bull Shoals, Arkansas",72619,Arkansas,Region 6,Community water system,0,,Marion,3,11,9,-92.580124,36.380996,-92.580124,36.380996,-92.624124,-92.536124,36.336996,36.424996
AR0000737,BUENA VISTA-OGEMAW WATER ASSOCIATION,"646 Ouachita Road 5, Stephens, Arkansas, 71764",71764,Arkansas,Region 6,Community water system,384,,Ouachita,4,27,8,-92.944186,33.467401,-92.944186,33.467401,-92.954186,-92.934186,33.457401,33.477401
AR0000785,BARKADA WATER ASSOCIATION,"3664 Highway 35 W, Wilmar, Arkansas, 71675",71675,Arkansas,Region 6,Community water system,381,,Drew,2,9,5,-91.934944,33.723288,-91.934851,33.72365,-91.935944,-91.933944,33.722288,33.724288
AR0000786,MILL POND VILLAGE MHP,"1 Preakness Dr, Hot Springs National Park, Arkansas, 71913",71913,Arkansas,Region 6,Community water system,160,,Garland,3,10,8,-93.114344,34.392741,-93.114521,34.39274,-93.115344,-93.113344,34.391741,34.393741
AR0000792,SOUTHERN HILLS WATER SYSTEM,"1148 CR-436, Berryville, Arkansas, 72616",72616,Arkansas,Region 6,Community water system,45,,Carroll,3,4,7,-93.460876,36.475681,-93.461071,36.47569,-93.461876,-93.459876,36.474681,36.476681
AR0000741,CLARK COUNTY COUNTRY WATER FACILITIES,"937 Unity Rd, Arkadelphia, Arkansas, 71923",71923,Arkansas,Region 6,Community water system,2450,,Clark,3,4,6,-93.118797,34.136933,-93.118851,34.1367,-93.119797,-93.117797,34.135933,34.137933
AR0000837,BRUNNER HILL WATER ASSOC,"72528, Dolph, Arkansas",72528,Arkansas,Region 6,Community water system,1023,,Izard,5,5,6,-92.124115,36.221495,-92.124115,36.221495,-92.164115,-92.084115,36.181495,36.261495
AR0000844,BEAVERFORK VOLUNTEER FD WSD,"72033, Conway, Arkansas",72033,Arkansas,Region 6,Community water system,3458,,Faulkner,3,14,6,-92.439721,35.08904,-92.439721,35.08904,-92.444721,-92.434721,35.08404,35.09404
AR0000827,KINGS HILL ESTATES,"63 Kings Hill Est, Berryville, Arkansas, 72616",72616,Arkansas,Region 6,Community water system,25,,Carroll,3,16,8,-93.643177,36.398108,-93.643177,36.398108,-93.653177,-93.633177,36.388108,36.408108
AR0000832,OSAGE POINT MHP,"733 County Road 306, Berryville, Arkansas, 72616",72616,Arkansas,Region 6,Community water system,80,,Carroll,3,8,6,-93.644343,36.388117,-93.639361,36.38289,-93.645343,-93.643343,36.387117,36.389117
AR0000833,RIVER VALLEY WATER ASSN,"1 Fite Rd, Arkadelphia, Arkansas, 71923",71923,Arkansas,Region 6,Community water system,1181,,Clark,4,6,6,-92.922495,34.092013,-92.922691,34.09091,-92.923495,-92.921495,34.091013,34.093013
AR0000835,RICHWOODS WATER ASSOCIATION,"72560, Hanover, Arkansas",72560,Arkansas,Region 6,Community water system,1436,,Stone,3,13,7,-92.121446,35.870936,-92.121446,35.870936,-92.406446,-91.836446,35.585936,36.155936
AR0000704,WESTERN GREENE COUNTY R W D,"72474, Walcott, Arkansas",72474,Arkansas,Region 6,Community water system,7342,,Greene,8,7,6,-90.67176,36.043921,-90.67176,36.043921,-90.67576,-90.66776,36.039921,36.047921
AR0000705,MC NEIL RURAL WATER ASSOC,"71752, McNeil, Arkansas",71752,Arkansas,Region 6,Community water system,900,,Columbia,6,21,7,-93.210342,33.34873,-93.210342,33.34873,-93.316342,-93.104342,33.24273,33.45473
AR0000706,KROOKED KREEK WATER ASSN,"8429 Highway 7 S, Harrison, Arkansas, 72601",72601,Arkansas,Region 6,Community water system,2153,,"Boone, Newton",7,4,6,-93.122253,36.141881,-93.122253,36.141881,-93.132253,-93.112253,36.131881,36.151881
AR0000776,RIDGEFIELD ESTATES WATER SYS,"500 Rock Ridge Rd, Little Rock, Arkansas, 72210",72210,Arkansas,Region 6,Community water system,150,,Pulaski,6,19,7,-92.565699,34.734041,-92.564821,34.73366,-92.566699,-92.564699,34.733041,34.735041
AR0000383,YARBRO WATERWORKS,"128 Randall Rd, Blytheville, Arkansas, 72315",72315,Arkansas,Region 6,Community water system,392,,Mississippi,4,13,7,-89.868578,35.955871,-89.868051,35.95587,-89.869578,-89.867578,35.954871,35.956871
AR0000567,ELKINS WATERWORKS,"1874 Stokenbury Rd, Elkins, Arkansas, 72727",72727,Arkansas,Region 6,Community water system,3473,,Washington,2,19,8,-94.027638,36.02781,-94.027151,36.0278,-94.028638,-94.026638,36.02681,36.02881
AR0000322,OGDEN WATERWORKS,"71853, Ogden, Arkansas",71853,Arkansas,Region 6,Community water system,495,,Little River,4,5,7,-94.045451,33.583257,-94.045451,33.583257,-94.266451,-93.824451,33.362257,33.804257
AR0000873,CRESTWOOD MOBILE HOME PARK,"72654, Mountain Home, Arkansas",72654,Arkansas,Region 6,Community water system,34,,Baxter,3,3,8,-92.373702,36.350871,-92.373702,36.350871,-92.378702,-92.368702,36.345871,36.355871
AR0000855,TWIN OAKS MOBILE HOME PARK,"72654, Mountain Home, Arkansas",72654,Arkansas,Region 6,Transient non-community system,25,,Baxter,3,9,6,-92.373702,36.350871,-92.373702,36.350871,-92.378702,-92.368702,36.345871,36.355871
AR0000755,STARLIGHT ESTATES,"72654, Mountain Home, Arkansas",72654,Arkansas,Region 6,Community water system,44,,Baxter,4,3,6,-92.373702,36.350871,-92.373702,36.350871,-92.378702,-92.368702,36.345871,36.355871
AR0000588,KENSETT WATERWORKS,"72082, Kensett, Arkansas",72082,Arkansas,Region 6,Community water system,1348,,White,2,10,6,-91.672342,35.232151,-91.672342,35.232151,-91.708342,-91.636342,35.196151,35.268151
AR0001177,ANCHORS LANDING AT WOOD POINT RV PARK,"2533 CR-792, Jonesboro, Arkansas, 72401",72401,Arkansas,Region 6,Transient non-community system,72,,Baxter,3,0,3,-90.621201,35.951243,-90.621211,35.95048,-90.622201,-90.620201,35.950243,35.952243
AR0000289,CLARKSVILLE CONNECTED UTILITIES,"72830, Clarksville, Arkansas",72830,Arkansas,Region 6,Community water system,9288,,Johnson,4,3,9,-93.468981,35.47248,-93.468981,35.47248,-93.704981,-93.232981,35.23648,35.70848
AR0000222,PARAGOULD LIGHT WATER & CABLE,"72451, Paragould, Arkansas",72451,Arkansas,Region 6,Community water system,25281,,Greene,11,5,8,-90.487762,36.056461,-90.487762,36.056461,-90.492762,-90.482762,36.051461,36.061461
ART000068,BAYOU RESORT,"2325 Fout Rd, Gamaliel, Arkansas, 72537",72537,Arkansas,Region 6,Transient non-community system,25,,Baxter,3,11,7,-92.218355,36.426341,-92.218451,36.42634,-92.219355,-92.217355,36.425341,36.427341
AR0000471,LIBERTY WOODSON HENSLEY,"72611, Alpena, Arkansas",72611,Arkansas,Region 6,Community water system,1000,,"Pulaski, Saline",5,2,8,-93.29295,36.28966,-93.29295,36.28966,-93.46095,-93.12495,36.12166,36.45766
ART000316,LAKESIDE COUNTRY CLUB,"Woodson Lateral Rd, Hensley, Arkansas, 72065",72065,Arkansas,Region 6,Transient non-community system,120,,Saline,4,2,3,-92.218102,34.547677,-92.218102,34.547677,-92.280102,-92.156102,34.485677,34.609677
AR0000045,SYLVAN SHORES SD WATERWORKS,"23 Sylvan Shores Ln, Eureka Springs, Arkansas, 72631",72631,Arkansas,Region 6,Community water system,85,,Carroll,5,4,8,-93.85691,36.379525,-93.85691,36.379525,-93.86691,-93.84691,36.369525,36.389525
AR0000372,JOINER WATERWORKS,"811 Betty Lynn Dr, Osceola, Arkansas, 72370",72370,Arkansas,Region 6,Community water system,508,,Mississippi,3,5,7,-89.979735,35.708578,-89.979735,35.708578,-89.989735,-89.969735,35.698578,35.718578
AR0000040,RAMBO WATER DISTRICT #1 INC.,"8668 Buttermilk Rd, Rogers, Arkansas, 72756",72756,Arkansas,Region 6,Community water system,93,,Benton,3,12,7,-93.903158,36.309567,-93.902841,36.30954,-93.904158,-93.902158,36.308567,36.310567
AR0000680,MT SHERMAN WATER ASSOCIATION,"72628, Deer, Arkansas",72628,Arkansas,Region 6,Community water system,855,,Newton,6,76,6,-93.512159,35.81697,-93.512159,35.81697,-93.853159,-93.171159,35.47597,36.15797
AR0000150,EARLE WATERWORKS,"1014 2nd St, Earle, Arkansas, 72331",72331,Arkansas,Region 6,Community water system,1720,,Crittenden,6,20,6,-90.464751,35.270863,-90.464741,35.27077,-90.465751,-90.463751,35.269863,35.271863
AR0000986,CEDAR GLADES PARK,"71902, Hot Springs, Arkansas",71902,Arkansas,Region 6,Transient non-community system,25,,Garland,3,10,5,-93.054401,34.511061,-93.054401,34.511061,-93.059401,-93.049401,34.506061,34.516061
AR0000689,BALD KNOB NORTH WATER ASSOC,"488 US-167, Bald Knob, Arkansas, 72010",72010,Arkansas,Region 6,Community water system,2354,,"Jackson, White",6,3,7,-91.564199,35.354549,-91.563701,35.35453,-91.565199,-91.563199,35.353549,35.355549
AR0000542,MOUNTAIN VIEW WATERWORKS,"72560, Mountain View, Arkansas",72560,Arkansas,Region 6,Community water system,7313,,Stone,3,5,10,-92.121446,35.870936,-92.121446,35.870936,-92.406446,-91.836446,35.585936,36.155936
AR0000107,HWY 63 WATER ASSOCIATION,"6340 US-63, Rison, Arkansas, 71665",71665,Arkansas,Region 6,Community water system,7185,,Cleveland,13,20,8,-92.042191,33.972728,-92.042541,33.97263,-92.043191,-92.041191,33.971728,33.973728
AR0000392,MOUNT IDA WATERWORKS,"71957, Mt Ida, Arkansas",71957,Arkansas,Region 6,Community water system,3218,,Montgomery,5,60,8,-93.634583,34.552415,-93.634583,34.552415,-93.865583,-93.403583,34.321415,34.783415
AR0000129,BAY WATERWORKS,"902 Pardew St, Bay, Arkansas, 72411",72411,Arkansas,Region 6,Community water system,1821,,Craighead,4,4,9,-90.550683,35.745288,-90.550701,35.74554,-90.551683,-90.549683,35.744288,35.746288
AR0000782,TRI-COUNTY WATER DISTBR DIST,"72811, Russellville, Arkansas",72811,Arkansas,Region 6,Community water system,16671,,Pope,13,14,9,-93.131582,35.27651,-93.131582,35.27651,-93.136582,-93.126582,35.27151,35.28151
AR0000599,MC CRORY WATERWORKS,"72101, Fair Oaks, Arkansas",72101,Arkansas,Region 6,Community water system,1744,,Woodruff,9,2,6,-91.197772,35.257571,-91.197772,35.257571,-91.395772,-90.999772,35.059571,35.455571
AR0000932,MOUNTAIN DEVELOPMENT,"72774, West Fork, Arkansas",72774,Arkansas,Region 6,Non-Transient non-community system,50,,Benton,3,13,7,-94.190245,35.922983,-94.190245,35.922983,-94.376245,-94.004245,35.736983,36.108983
AR0000059,BELLEFONTE WATER,"180 Bellefonte Rd, Bellefonte, Arkansas, 72601",72601,Arkansas,Region 6,Community water system,490,,Boone,5,3,8,-93.045059,36.196494,-93.048151,36.19527,-93.046059,-93.044059,36.195494,36.197494
AR0000801,OAK GROVE WATER,"72660, Oak Grove, Arkansas",72660,Arkansas,Region 6,Community water system,433,,Carroll,3,25,5,-93.431507,36.461849,-93.431507,36.461849,-93.570507,-93.292507,36.322849,36.600849
AR0000288,LAMAR WATERWORKS,"72846, Lamar, Arkansas",72846,Arkansas,Region 6,Community water system,1885,,Johnson,3,16,9,-93.387101,35.440892,-93.387101,35.440892,-93.587101,-93.187101,35.240892,35.640892
AR0000024,BRIARCLIFF WATERWORKS,"945 Scenic Dr, Briarcliff, Arkansas, 72653",72653,Arkansas,Region 6,Community water system,313,,Baxter,3,2,7,-92.278859,36.270504,-92.278551,36.27009,-92.279859,-92.277859,36.269504,36.271504
AR0000351,FLIPPIN WATERWORKS,"72634, Flippin, Arkansas",72634,Arkansas,Region 6,Community water system,3625,,Marion,5,29,9,-92.594202,36.27576,-92.594202,36.27576,-92.807202,-92.381202,36.06276,36.48876
AR0000300,IMBODEN WATERWORKS,"72434, Imboden, Arkansas",72434,Arkansas,Region 6,Community water system,675,,Lawrence,6,12,7,-91.115079,36.234424,-91.115079,36.234424,-91.278079,-90.952079,36.071424,36.397424
AR0000255,HORSESHOE BEND WATERWORKS,"704 Commerce St, Horseshoe Bend, Arkansas, 72512",72512,Arkansas,Region 6,Community water system,2178,,Izard,11,2,8,-91.763442,36.22162,-91.763442,36.22162,-91.773442,-91.753442,36.21162,36.23162
AR0000814,FULTON COUNTY WATER ASSOC,"72576, Salem, Arkansas",72576,Arkansas,Region 6,Community water system,2152,,Fulton,9,4,6,-91.827631,36.371215,-91.827631,36.371215,-92.016631,-91.638631,36.182215,36.560215
AR0000585,DOGWOOD WATER ASSOCIATION,"1500 Kari Ln, Blytheville, Arkansas, 72315",72315,Arkansas,Region 6,Community water system,1345,,Mississippi,4,3,7,-89.922632,35.889418,-89.922631,35.88968,-89.923632,-89.921632,35.888418,35.890418
AR0000127,CARAWAY WATERWORKS,"72419, Caraway, Arkansas",72419,Arkansas,Region 6,Community water system,1375,,Craighead,6,0,7,-90.321445,35.758256,-90.321445,35.758256,-90.470445,-90.172445,35.609256,35.907256
AR0000248,NEWARK WATERWORKS,"72562, Newark, Arkansas",72562,Arkansas,Region 6,Community water system,1410,,Independence,5,11,8,-91.443262,35.701833,-91.443262,35.701833,-91.607262,-91.279262,35.537833,35.865833
AR0000513,JAMES FORK REGIONAL WATER DISTRICT,"72936, Greenwood, Arkansas",72936,Arkansas,Region 6,Community water system,11538,,Sebastian,3,19,10,-94.259827,35.213654,-94.259827,35.213654,-94.489827,-94.029827,34.983654,35.443654
AR0000793,LAURELWOOD HOMEOWNERS ASSOCIATION,"70 Ash St, Henderson, Arkansas, 72544",72544,Arkansas,Region 6,Community water system,90,,Baxter,5,35,8,-92.201745,36.38916,-92.202061,36.38916,-92.202745,-92.200745,36.38816,36.39016
AR0000790,AR DEPT OF CORRECTION IZARD CO,"71644, Grady, Arkansas",71644,Arkansas,Region 6,Community water system,800,,Izard,4,13,7,-91.768436,34.130852,-91.768436,34.130852,-91.954436,-91.582436,33.944852,34.316852
AR0000315,ADC - CUMMINS UNIT MAINT,"71644, Grady, Arkansas",71644,Arkansas,Region 6,Community water system,3800,,Lincoln,7,14,5,-91.768436,34.130852,-91.768436,34.130852,-91.954436,-91.582436,33.944852,34.316852
AR0000282,ADC - TUCKER UNIT MAINT,"71644, Grady, Arkansas",71644,Arkansas,Region 6,Community water system,1850,,Jefferson,6,13,6,-91.768436,34.130852,-91.768436,34.130852,-91.954436,-91.582436,33.944852,34.316852
AR0000159,HICKORY RIDGE WATERWORKS,"72347, Hickory Ridge, Arkansas",72347,Arkansas,Region 6,Community water system,280,,Cross,6,33,8,-90.997446,35.401713,-90.997446,35.401713,-91.133446,-90.861446,35.265713,35.537713
AR0000089,OKOLONA WATERWORKS,"County Road 42, Okolona, Arkansas, 71962",71962,Arkansas,Region 6,Community water system,625,,Clark,4,19,7,-93.290547,33.970439,-93.290547,33.970439,-93.302547,-93.278547,33.958439,33.982439
AR0000182,SELMA WATER ASSOCIATION,"385 Mount Tabor Rd, Monticello, Arkansas, 71655",71655,Arkansas,Region 6,Community water system,1035,,Drew,3,9,7,-91.641128,33.739737,-91.641128,33.739737,-91.651128,-91.631128,33.729737,33.749737
ART001092,LAKE NORFORK OZARK MOUNTAIN LODGE,"4975 Highway 101, Gamaliel, Arkansas, 72537",72537,Arkansas,Region 6,Transient non-community system,25,,Baxter,3,25,6,-92.257755,36.425777,-92.257691,36.42572,-92.258755,-92.256755,36.424777,36.426777
AR0000667,ARSENAL WATER SYSTEM,"10020 Kabrich Cir, White Hall, Arkansas, 71602",71602,Arkansas,Region 6,Community water system,2577,,Jefferson,6,1,9,-92.098587,34.319567,-92.098587,34.319567,-92.108587,-92.088587,34.309567,34.329567
AR0000232,WASHINGTON WATER SYSTEM,"174 Hempstead 12, Hope, Arkansas, 71801",71801,Arkansas,Region 6,Community water system,142,,Hempstead,5,5,10,-93.612871,33.705348,-93.612861,33.70586,-93.613871,-93.611871,33.704348,33.706348
AR0001046,GLACIER FG37 MARIANNA,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Lee,3,1,4,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001021,GLACIER WATER EDWARDS FG3475,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Pulaski,3,3,3,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0000914,GLACIER WATER BG ASHDOWN 4365,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Little River,3,1,5,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0000891,TALL OAKS MHP,"2111 West Rd, Mountain Home, Arkansas, 72653",72653,Arkansas,Region 6,Community water system,17,,Baxter,3,16,6,-92.420465,36.335597,-92.420141,36.33637,-92.421465,-92.419465,36.334597,36.336597
AR0000060,BERGMAN WATERWORKS,"72615, Bergman, Arkansas",72615,Arkansas,Region 6,Community water system,2945,,Boone,7,12,7,-93.016669,36.312888,-93.016669,36.312888,-93.021669,-93.011669,36.307888,36.317888
AR0001089,101 GROCERY,"3287 Highway 101, Gamaliel, Arkansas, 72537",72537,Arkansas,Region 6,Transient non-community system,25,,Baxter,4,15,4,-92.256958,36.403665,-92.256881,36.40368,-92.257958,-92.255958,36.402665,36.404665
AR0001090,LOST VALLEY CANOE AND LODGING,"County Road 10, Ponca, Arkansas, 72670",72670,Arkansas,Region 6,Transient non-community system,25,,Newton,8,2,3,-93.4418,36.031243,-93.4418,36.031243,-93.4508,-93.4328,36.022243,36.040243
ARN000237,CHRISTIAN MINISTRY ACADEMY,"146 Buchheit St, Royal, Arkansas, 71968",71968,Arkansas,Region 6,Non-Transient non-community system,300,,Garland,3,3,6,-93.256768,34.511686,-93.256768,34.511686,-93.266768,-93.246768,34.501686,34.521686
AR0000058,ALPENA WATERWORKS,"72611, Alpena, Arkansas",72611,Arkansas,Region 6,Community water system,550,,Boone,3,3,7,-93.29295,36.28966,-93.29295,36.28966,-93.46095,-93.12495,36.12166,36.45766
AR0000877,CAMP ROBINSON,"72199, N Little Rock, Arkansas",72199,Arkansas,Region 6,Community water system,1500,,Pulaski,3,2,7,-92.28453,34.825143,-92.28453,34.825143,-92.35953,-92.20953,34.750143,34.900143
AR0000804,WHELEN SPRINGS WATER DEPT,"71743, Gurdon, Arkansas",71743,Arkansas,Region 6,Community water system,500,,Clark,3,7,5,-93.149644,33.91664,-93.149644,33.91664,-93.423644,-92.875644,33.64264,34.19064
AR0001236,PRIMO GLACIER OTW5 FAYETTEVILLE,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Washington,3,3,1,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001235,PRIOMO GLACIER HF103 GREEN FOREST,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Carroll,3,2,1,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001234,PRIMO GLACIER HCP108,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Washington,3,1,0,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001231,GLACIER HSF2217,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Boone,3,3,1,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001230,GLACIER SF2752,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Baxter,3,0,1,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001209,GLACIER OTW WESLEY,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Madison,3,4,1,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001172,GLACIER HILLBILLY U-PUMP,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Fulton,3,1,2,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001168,GLACIER WATER FAMD7888 SPRINGDALE,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Washington,3,8,3,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001165,GLACIER WATER FAMD4372 ROGERS,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Benton,3,1,3,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
AR0001162,GLACIER WATER FAMD8571 FT. SMITH,"1385 Park Center Dr, Vista, California, 92081",92081,Arkansas,Region 6,Transient non-community system,30,,Sebastian,3,4,2,-117.24122,33.139123,-117.241211,33.13873,-117.24222,-117.24022,33.138123,33.140123
