State,County,Summer Food Service Program participants (% children) 2012 (PCT_SFSP12),Units,FIPS,FID
Arkansas,Benton,5.114025385790278,Percent,5007,59
Arkansas,Boone,5.114025385790278,Percent,5009,62
Arkansas,Bradley,5.114025385790278,Percent,5011,68
Arkansas,Calhoun,5.114025385790278,Percent,5013,72
Arkansas,Carroll,5.114025385790278,Percent,5015,74
Arkansas,Chicot,5.114025385790278,Percent,5017,77
Arkansas,Clark,5.114025385790278,Percent,5019,86
Arkansas,Clay,5.114025385790278,Percent,5021,93
Arkansas,Cleburne,5.114025385790278,Percent,5023,97
Arkansas,Cleveland,5.114025385790278,Percent,5025,103
Arkansas,Columbia,5.114025385790278,Percent,5027,107
Arkansas,Conway,5.114025385790278,Percent,5029,109
Arkansas,Craighead,5.114025385790278,Percent,5031,114
Arkansas,Crawford,5.114025385790278,Percent,5033,115
Arkansas,Crittenden,5.114025385790278,Percent,5035,119
Arkansas,Cross,5.114025385790278,Percent,5037,124
Arkansas,Dallas,5.114025385790278,Percent,5039,128
Arkansas,Desha,5.114025385790278,Percent,5041,130
Arkansas,Drew,5.114025385790278,Percent,5043,136
Arkansas,Faulkner,5.114025385790278,Percent,5045,141
Arkansas,Franklin,5.114025385790278,Percent,5047,144
Arkansas,Fulton,5.114025385790278,Percent,5049,146
Arkansas,Garland,5.114025385790278,Percent,5051,151
Arkansas,Grant,5.114025385790278,Percent,5053,155
Arkansas,Greene,5.114025385790278,Percent,5055,162
Arkansas,Hempstead,5.114025385790278,Percent,5057,172
Arkansas,Hot Spring,5.114025385790278,Percent,5059,184
Arkansas,Howard,5.114025385790278,Percent,5061,191
Arkansas,Independence,5.114025385790278,Percent,5063,200
Arkansas,Izard,5.114025385790278,Percent,5065,203
Arkansas,Jackson,5.114025385790278,Percent,5067,209
Arkansas,Jefferson,5.114025385790278,Percent,5069,213
Arkansas,Johnson,5.114025385790278,Percent,5071,218
Arkansas,Lafayette,5.114025385790278,Percent,5073,222
Arkansas,Lawrence,5.114025385790278,Percent,5075,230
Arkansas,Lee,5.114025385790278,Percent,5077,237
Arkansas,Lincoln,5.114025385790278,Percent,5079,244
Arkansas,Little River,5.114025385790278,Percent,5081,251
Arkansas,Logan,5.114025385790278,Percent,5083,258
Arkansas,Lonoke,5.114025385790278,Percent,5085,268
Arkansas,Madison,5.114025385790278,Percent,5087,277
Arkansas,Marion,5.114025385790278,Percent,5089,282
Arkansas,Miller,5.114025385790278,Percent,5091,287
Arkansas,Mississippi,5.114025385790278,Percent,5093,294
Arkansas,Monroe,5.114025385790278,Percent,5095,300
Arkansas,Montgomery,5.114025385790278,Percent,5097,304
Arkansas,Nevada,5.114025385790278,Percent,5099,307
Arkansas,Newton,5.114025385790278,Percent,5101,311
Arkansas,Ouachita,5.114025385790278,Percent,5103,316
Arkansas,Perry,5.114025385790278,Percent,5105,318
Arkansas,Phillips,5.114025385790278,Percent,5107,322
Arkansas,Pike,5.114025385790278,Percent,5109,327
Arkansas,Poinsett,5.114025385790278,Percent,5111,333
Arkansas,Polk,5.114025385790278,Percent,5113,337
Arkansas,Pope,5.114025385790278,Percent,5115,340
Arkansas,Prairie,5.114025385790278,Percent,5117,345
Arkansas,Pulaski,5.114025385790278,Percent,5119,350
Arkansas,Randolph,5.114025385790278,Percent,5121,353
Arkansas,St. Francis,5.114025385790278,Percent,5123,357
Arkansas,Saline,5.114025385790278,Percent,5125,360
Arkansas,Scott,5.114025385790278,Percent,5127,364
Arkansas,Searcy,5.114025385790278,Percent,5129,372
Arkansas,Sebastian,5.114025385790278,Percent,5131,378
Arkansas,Sevier,5.114025385790278,Percent,5133,390
Arkansas,Sharp,5.114025385790278,Percent,5135,394
Arkansas,Stone,5.114025385790278,Percent,5137,399
Arkansas,Union,5.114025385790278,Percent,5139,403
Arkansas,Van Buren,5.114025385790278,Percent,5141,407
Arkansas,Washington,5.114025385790278,Percent,5143,417
Arkansas,White,5.114025385790278,Percent,5145,428
Arkansas,Woodruff,5.114025385790278,Percent,5147,435
Arkansas,Yell,5.114025385790278,Percent,5149,438
California,Alameda,1.5489471851211798,Percent,6001,457
California,Alpine,1.5489471851211798,Percent,6003,461
California,Amador,1.5489471851211798,Percent,6005,472
California,Butte,1.5489471851211798,Percent,6007,486
California,Calaveras,1.5489471851211798,Percent,6009,489
California,Colusa,1.5489471851211798,Percent,6011,497
California,Contra Costa,1.5489471851211798,Percent,6013,503
California,Del Norte,1.5489471851211798,Percent,6015,511
California,El Dorado,1.5489471851211798,Percent,6017,522
California,Fresno,1.5489471851211798,Percent,6019,527
California,Glenn,1.5489471851211798,Percent,6021,537
California,Humboldt,1.5489471851211798,Percent,6023,551
California,Imperial,1.5489471851211798,Percent,6025,557
California,Inyo,1.5489471851211798,Percent,6027,562
California,Kern,1.5489471851211798,Percent,6029,84
California,Kings,1.5489471851211798,Percent,6031,94
California,Lake,1.5489471851211798,Percent,6033,100
California,Lassen,1.5489471851211798,Percent,6035,104
California,Los Angeles,1.5489471851211798,Percent,6037,139
California,Madera,1.5489471851211798,Percent,6039,153
California,Marin,1.5489471851211798,Percent,6041,168
California,Mariposa,1.5489471851211798,Percent,6043,178
California,Mendocino,1.5489471851211798,Percent,6045,190
California,Merced,1.5489471851211798,Percent,6047,204
California,Modoc,1.5489471851211798,Percent,6049,207
California,Mono,1.5489471851211798,Percent,6051,214
California,Monterey,1.5489471851211798,Percent,6053,228
California,Napa,1.5489471851211798,Percent,6055,236
California,Nevada,1.5489471851211798,Percent,6057,243
California,Orange,1.5489471851211798,Percent,6059,257
California,Placer,1.5489471851211798,Percent,6061,266
California,Plumas,1.5489471851211798,Percent,6063,275
California,Riverside,1.5489471851211798,Percent,6065,281
California,Sacramento,1.5489471851211798,Percent,6067,289
California,San Benito,1.5489471851211798,Percent,6069,295
California,San Bernardino,1.5489471851211798,Percent,6071,302
California,San Diego,1.5489471851211798,Percent,6073,315
California,San Francisco,1.5489471851211798,Percent,6075,331
California,San Joaquin,1.5489471851211798,Percent,6077,339
California,San Luis Obispo,1.5489471851211798,Percent,6079,351
California,San Mateo,1.5489471851211798,Percent,6081,368
California,Santa Barbara,1.5489471851211798,Percent,6083,391
California,Santa Clara,1.5489471851211798,Percent,6085,406
California,Santa Cruz,1.5489471851211798,Percent,6087,415
California,Shasta,1.5489471851211798,Percent,6089,431
California,Sierra,1.5489471851211798,Percent,6091,439
California,Siskiyou,1.5489471851211798,Percent,6093,446
California,Solano,1.5489471851211798,Percent,6095,453
California,Sonoma,1.5489471851211798,Percent,6097,463
California,Stanislaus,1.5489471851211798,Percent,6099,473
California,Sutter,1.5489471851211798,Percent,6101,483
California,Tehama,1.5489471851211798,Percent,6103,492
California,Trinity,1.5489471851211798,Percent,6105,500
California,Tulare,1.5489471851211798,Percent,6107,501
California,Tuolumne,1.5489471851211798,Percent,6109,513
California,Ventura,1.5489471851211798,Percent,6111,521
California,Yolo,1.5489471851211798,Percent,6113,525
California,Yuba,1.5489471851211798,Percent,6115,541
Colorado,Adams,1.8927738927738926,Percent,8001,545
Colorado,Alamosa,1.8927738927738926,Percent,8003,549
Colorado,Arapahoe,1.8927738927738926,Percent,8005,558
Colorado,Archuleta,1.8927738927738926,Percent,8007,560
Colorado,Baca,1.8927738927738926,Percent,8009,563
Colorado,Bent,1.8927738927738926,Percent,8011,564
Colorado,Boulder,1.8927738927738926,Percent,8013,570
Colorado,Broomfield,1.8927738927738926,Percent,8014,577
Colorado,Chaffee,1.8927738927738926,Percent,8015,582
Colorado,Cheyenne,1.8927738927738926,Percent,8017,587
Colorado,Clear Creek,1.8927738927738926,Percent,8019,591
Colorado,Conejos,1.8927738927738926,Percent,8021,596
Colorado,Costilla,1.8927738927738926,Percent,8023,599
Colorado,Crowley,1.8927738927738926,Percent,8025,605
Colorado,Custer,1.8927738927738926,Percent,8027,610
Colorado,Delta,1.8927738927738926,Percent,8029,617
Colorado,Denver,1.8927738927738926,Percent,8031,628
Colorado,Dolores,1.8927738927738926,Percent,8033,636
Colorado,Douglas,1.8927738927738926,Percent,8035,644
Colorado,Eagle,1.8927738927738926,Percent,8037,648
Colorado,Elbert,1.8927738927738926,Percent,8039,655
Colorado,El Paso,1.8927738927738926,Percent,8041,661
Colorado,Fremont,1.8927738927738926,Percent,8043,664
Colorado,Garfield,1.8927738927738926,Percent,8045,667
Colorado,Gilpin,1.8927738927738926,Percent,8047,672
Colorado,Grand,1.8927738927738926,Percent,8049,677
Colorado,Gunnison,1.8927738927738926,Percent,8051,682
Colorado,Hinsdale,1.8927738927738926,Percent,8053,688
Colorado,Huerfano,1.8927738927738926,Percent,8055,693
Colorado,Jackson,1.8927738927738926,Percent,8057,701
Colorado,Jefferson,1.8927738927738926,Percent,8059,706
Colorado,Kiowa,1.8927738927738926,Percent,8061,711
Colorado,Kit Carson,1.8927738927738926,Percent,8063,716
Colorado,Lake,1.8927738927738926,Percent,8065,721
Colorado,La Plata,1.8927738927738926,Percent,8067,727
Colorado,Larimer,1.8927738927738926,Percent,8069,734
Colorado,Las Animas,1.8927738927738926,Percent,8071,741
Colorado,Lincoln,1.8927738927738926,Percent,8073,747
Colorado,Logan,1.8927738927738926,Percent,8075,749
Colorado,Mesa,1.8927738927738926,Percent,8077,751
Colorado,Mineral,1.8927738927738926,Percent,8079,757
Colorado,Moffat,1.8927738927738926,Percent,8081,758
Colorado,Montezuma,1.8927738927738926,Percent,8083,766
Colorado,Montrose,1.8927738927738926,Percent,8085,769
Colorado,Morgan,1.8927738927738926,Percent,8087,775
Colorado,Otero,1.8927738927738926,Percent,8089,777
Colorado,Ouray,1.8927738927738926,Percent,8091,780
Colorado,Park,1.8927738927738926,Percent,8093,782
Colorado,Phillips,1.8927738927738926,Percent,8095,785
Colorado,Pitkin,1.8927738927738926,Percent,8097,789
Colorado,Prowers,1.8927738927738926,Percent,8099,792
Colorado,Pueblo,1.8927738927738926,Percent,8101,795
Colorado,Rio Blanco,1.8927738927738926,Percent,8103,799
Colorado,Rio Grande,1.8927738927738926,Percent,8105,802
Colorado,Routt,1.8927738927738926,Percent,8107,809
Colorado,Saguache,1.8927738927738926,Percent,8109,811
Colorado,San Juan,1.8927738927738926,Percent,8111,347
Colorado,San Miguel,1.8927738927738926,Percent,8113,359
Colorado,Sedgwick,1.8927738927738926,Percent,8115,366
Colorado,Summit,1.8927738927738926,Percent,8117,373
Colorado,Teller,1.8927738927738926,Percent,8119,375
Colorado,Washington,1.8927738927738926,Percent,8121,377
Colorado,Weld,1.8927738927738926,Percent,8123,382
Colorado,Yuma,1.8927738927738926,Percent,8125,385
Connecticut,Fairfield,1.6637236372902784,Percent,9001,410
Connecticut,Hartford,1.6637236372902784,Percent,9003,432
Connecticut,Litchfield,1.6637236372902784,Percent,9005,443
Connecticut,Middlesex,1.6637236372902784,Percent,9007,450
Connecticut,New Haven,1.6637236372902784,Percent,9009,466
Connecticut,New London,1.6637236372902784,Percent,9011,517
Connecticut,Tolland,1.6637236372902784,Percent,9013,524
Connecticut,Windham,1.6637236372902784,Percent,9015,529
Delaware,Kent,9.606858411518065,Percent,10001,532
Delaware,New Castle,9.606858411518065,Percent,10003,536
Delaware,Sussex,9.606858411518065,Percent,10005,609
District of Columbia,District of Columbia,52.200150141479476,Percent,11001,630
Florida,Alachua,4.709082676189906,Percent,12001,639
Florida,Baker,4.709082676189906,Percent,12003,641
Florida,Bay,4.709082676189906,Percent,12005,658
Florida,Bradford,4.709082676189906,Percent,12007,665
Florida,Brevard,4.709082676189906,Percent,12009,686
Florida,Broward,4.709082676189906,Percent,12011,695
Florida,Calhoun,4.709082676189906,Percent,12013,699
Florida,Charlotte,4.709082676189906,Percent,12015,743
Florida,Citrus,4.709082676189906,Percent,12017,843
Florida,Clay,4.709082676189906,Percent,12019,852
Florida,Collier,4.709082676189906,Percent,12021,894
Florida,Columbia,4.709082676189906,Percent,12023,903
Florida,DeSoto,4.709082676189906,Percent,12027,906
Florida,Dixie,4.709082676189906,Percent,12029,918
Florida,Duval,4.709082676189906,Percent,12031,924
Florida,Escambia,4.709082676189906,Percent,12033,931
Florida,Flagler,4.709082676189906,Percent,12035,935
Florida,Franklin,4.709082676189906,Percent,12037,937
Florida,Gadsden,4.709082676189906,Percent,12039,938
Florida,Gilchrist,4.709082676189906,Percent,12041,939
Florida,Glades,4.709082676189906,Percent,12043,940
Florida,Gulf,4.709082676189906,Percent,12045,941
Florida,Hamilton,4.709082676189906,Percent,12047,942
Florida,Hardee,4.709082676189906,Percent,12049,943
Florida,Hendry,4.709082676189906,Percent,12051,944
Florida,Hernando,4.709082676189906,Percent,12053,945
Florida,Highlands,4.709082676189906,Percent,12055,946
Florida,Hillsborough,4.709082676189906,Percent,12057,947
Florida,Holmes,4.709082676189906,Percent,12059,948
Florida,Indian River,4.709082676189906,Percent,12061,949
Florida,Jackson,4.709082676189906,Percent,12063,950
Florida,Jefferson,4.709082676189906,Percent,12065,951
Florida,Lafayette,4.709082676189906,Percent,12067,952
Florida,Lake,4.709082676189906,Percent,12069,953
Florida,Lee,4.709082676189906,Percent,12071,954
Florida,Leon,4.709082676189906,Percent,12073,955
Florida,Levy,4.709082676189906,Percent,12075,956
Florida,Liberty,4.709082676189906,Percent,12077,957
Florida,Madison,4.709082676189906,Percent,12079,958
Florida,Manatee,4.709082676189906,Percent,12081,959
Florida,Marion,4.709082676189906,Percent,12083,960
Florida,Martin,4.709082676189906,Percent,12085,961
Florida,Miami-Dade,4.709082676189906,Percent,12086,962
Florida,Monroe,4.709082676189906,Percent,12087,963
Florida,Nassau,4.709082676189906,Percent,12089,964
Florida,Okaloosa,4.709082676189906,Percent,12091,965
Florida,Okeechobee,4.709082676189906,Percent,12093,966
Florida,Orange,4.709082676189906,Percent,12095,967
Florida,Osceola,4.709082676189906,Percent,12097,968
Florida,Palm Beach,4.709082676189906,Percent,12099,969
Florida,Pasco,4.709082676189906,Percent,12101,970
Florida,Pinellas,4.709082676189906,Percent,12103,971
Florida,Polk,4.709082676189906,Percent,12105,972
Florida,Putnam,4.709082676189906,Percent,12107,973
Florida,St. Johns,4.709082676189906,Percent,12109,974
Florida,St. Lucie,4.709082676189906,Percent,12111,975
Florida,Santa Rosa,4.709082676189906,Percent,12113,976
Florida,Sarasota,4.709082676189906,Percent,12115,977
Florida,Seminole,4.709082676189906,Percent,12117,978
Florida,Sumter,4.709082676189906,Percent,12119,979
Florida,Suwannee,4.709082676189906,Percent,12121,980
Florida,Taylor,4.709082676189906,Percent,12123,981
Florida,Union,4.709082676189906,Percent,12125,982
Florida,Volusia,4.709082676189906,Percent,12127,983
Florida,Wakulla,4.709082676189906,Percent,12129,984
Florida,Walton,4.709082676189906,Percent,12131,985
Florida,Washington,4.709082676189906,Percent,12133,986
Georgia,Appling,4.714881208375146,Percent,13001,987
Georgia,Atkinson,4.714881208375146,Percent,13003,988
Georgia,Bacon,4.714881208375146,Percent,13005,989
Georgia,Baker,4.714881208375146,Percent,13007,990
Georgia,Baldwin,4.714881208375146,Percent,13009,991
Georgia,Banks,4.714881208375146,Percent,13011,992
Georgia,Barrow,4.714881208375146,Percent,13013,993
Georgia,Bartow,4.714881208375146,Percent,13015,994
Georgia,Ben Hill,4.714881208375146,Percent,13017,995
Georgia,Berrien,4.714881208375146,Percent,13019,996
Georgia,Bibb,4.714881208375146,Percent,13021,997
Georgia,Bleckley,4.714881208375146,Percent,13023,998
Georgia,Brantley,4.714881208375146,Percent,13025,999
Georgia,Brooks,4.714881208375146,Percent,13027,565
Georgia,Bryan,4.714881208375146,Percent,13029,573
Georgia,Bulloch,4.714881208375146,Percent,13031,579
Georgia,Burke,4.714881208375146,Percent,13033,583
Georgia,Butts,4.714881208375146,Percent,13035,588
Georgia,Calhoun,4.714881208375146,Percent,13037,592
Georgia,Camden,4.714881208375146,Percent,13039,603
Georgia,Candler,4.714881208375146,Percent,13043,616
Georgia,Carroll,4.714881208375146,Percent,13045,620
Georgia,Catoosa,4.714881208375146,Percent,13047,626
Georgia,Charlton,4.714881208375146,Percent,13049,635
Georgia,Chatham,4.714881208375146,Percent,13051,646
Georgia,Chattahoochee,4.714881208375146,Percent,13053,656
Georgia,Chattooga,4.714881208375146,Percent,13055,659
Georgia,Cherokee,4.714881208375146,Percent,13057,662
Georgia,Clarke,4.714881208375146,Percent,13059,666
Georgia,Clay,4.714881208375146,Percent,13061,670
Georgia,Clayton,4.714881208375146,Percent,13063,673
Georgia,Clinch,4.714881208375146,Percent,13065,676
Georgia,Cobb,4.714881208375146,Percent,13067,680
Georgia,Coffee,4.714881208375146,Percent,13069,684
Georgia,Colquitt,4.714881208375146,Percent,13071,689
Georgia,Columbia,4.714881208375146,Percent,13073,692
Georgia,Cook,4.714881208375146,Percent,13075,697
Georgia,Coweta,4.714881208375146,Percent,13077,700
Georgia,Crawford,4.714881208375146,Percent,13079,704
Georgia,Crisp,4.714881208375146,Percent,13081,707
Georgia,Dade,4.714881208375146,Percent,13083,708
Georgia,Dawson,4.714881208375146,Percent,13085,713
Georgia,Decatur,4.714881208375146,Percent,13087,714
Georgia,DeKalb,4.714881208375146,Percent,13089,718
Georgia,Dodge,4.714881208375146,Percent,13091,720
Georgia,Dooly,4.714881208375146,Percent,13093,724
Georgia,Dougherty,4.714881208375146,Percent,13095,728
Georgia,Douglas,4.714881208375146,Percent,13097,731
Georgia,Early,4.714881208375146,Percent,13099,735
Georgia,Echols,4.714881208375146,Percent,13101,737
Georgia,Effingham,4.714881208375146,Percent,13103,742
Georgia,Elbert,4.714881208375146,Percent,13105,746
Georgia,Emanuel,4.714881208375146,Percent,13107,750
Georgia,Evans,4.714881208375146,Percent,13109,754
Georgia,Fannin,4.714881208375146,Percent,13111,755
Georgia,Fayette,4.714881208375146,Percent,13113,760
Georgia,Floyd,4.714881208375146,Percent,13115,764
Georgia,Forsyth,4.714881208375146,Percent,13117,768
Georgia,Franklin,4.714881208375146,Percent,13119,772
Georgia,Fulton,4.714881208375146,Percent,13121,779
Georgia,Gilmer,4.714881208375146,Percent,13123,781
Georgia,Glascock,4.714881208375146,Percent,13125,783
Georgia,Glynn,4.714881208375146,Percent,13127,793
Georgia,Gordon,4.714881208375146,Percent,13129,796
Georgia,Grady,4.714881208375146,Percent,13131,797
Georgia,Greene,4.714881208375146,Percent,13133,800
Georgia,Gwinnett,4.714881208375146,Percent,13135,804
Georgia,Habersham,4.714881208375146,Percent,13137,806
Georgia,Hall,4.714881208375146,Percent,13139,808
Georgia,Hancock,4.714881208375146,Percent,13141,810
Georgia,Haralson,4.714881208375146,Percent,13143,813
Georgia,Harris,4.714881208375146,Percent,13145,814
Georgia,Hart,4.714881208375146,Percent,13147,816
Georgia,Heard,4.714881208375146,Percent,13149,817
Georgia,Henry,4.714881208375146,Percent,13151,820
Georgia,Houston,4.714881208375146,Percent,13153,823
Georgia,Irwin,4.714881208375146,Percent,13155,825
Georgia,Jackson,4.714881208375146,Percent,13157,828
Georgia,Jasper,4.714881208375146,Percent,13159,830
Georgia,Jeff Davis,4.714881208375146,Percent,13161,832
Georgia,Jefferson,4.714881208375146,Percent,13163,834
Georgia,Jenkins,4.714881208375146,Percent,13165,835
Georgia,Johnson,4.714881208375146,Percent,13167,837
Georgia,Jones,4.714881208375146,Percent,13169,839
Georgia,Lamar,4.714881208375146,Percent,13171,841
Georgia,Lanier,4.714881208375146,Percent,13173,845
Georgia,Laurens,4.714881208375146,Percent,13175,847
Georgia,Lee,4.714881208375146,Percent,13177,849
Georgia,Liberty,4.714881208375146,Percent,13179,855
Georgia,Lincoln,4.714881208375146,Percent,13181,857
Georgia,Long,4.714881208375146,Percent,13183,860
Georgia,Lowndes,4.714881208375146,Percent,13185,863
Georgia,Lumpkin,4.714881208375146,Percent,13187,865
Georgia,McDuffie,4.714881208375146,Percent,13189,868
Georgia,McIntosh,4.714881208375146,Percent,13191,871
Georgia,Macon,4.714881208375146,Percent,13193,874
Georgia,Madison,4.714881208375146,Percent,13195,875
Georgia,Marion,4.714881208375146,Percent,13197,877
Georgia,Meriwether,4.714881208375146,Percent,13199,879
Georgia,Miller,4.714881208375146,Percent,13201,881
Georgia,Mitchell,4.714881208375146,Percent,13205,883
Georgia,Monroe,4.714881208375146,Percent,13207,885
Georgia,Montgomery,4.714881208375146,Percent,13209,887
Georgia,Morgan,4.714881208375146,Percent,13211,890
Georgia,Murray,4.714881208375146,Percent,13213,892
Georgia,Muscogee,4.714881208375146,Percent,13215,896
Georgia,Newton,4.714881208375146,Percent,13217,899
Georgia,Oconee,4.714881208375146,Percent,13219,901
Georgia,Oglethorpe,4.714881208375146,Percent,13221,905
Georgia,Paulding,4.714881208375146,Percent,13223,908
Georgia,Peach,4.714881208375146,Percent,13225,910
Georgia,Pickens,4.714881208375146,Percent,13227,912
Georgia,Pierce,4.714881208375146,Percent,13229,915
Georgia,Pike,4.714881208375146,Percent,13231,7
Georgia,Polk,4.714881208375146,Percent,13233,8
Georgia,Pulaski,4.714881208375146,Percent,13235,11
Georgia,Putnam,4.714881208375146,Percent,13237,13
Georgia,Quitman,4.714881208375146,Percent,13239,16
Georgia,Rabun,4.714881208375146,Percent,13241,18
Georgia,Randolph,4.714881208375146,Percent,13243,23
Georgia,Richmond,4.714881208375146,Percent,13245,24
Georgia,Rockdale,4.714881208375146,Percent,13247,28
Georgia,Schley,4.714881208375146,Percent,13249,31
Georgia,Screven,4.714881208375146,Percent,13251,34
