State,County,Full-service restaurants per 1000 pop 2011 (FSRPTH11),Units,FIPS,FID
Georgia,Heard,0.170575693,Count,13149,817
Georgia,Henry,0.579486189,Count,13151,820
Georgia,Houston,0.576504991,Count,13153,823
Georgia,Irwin,0.309374033,Count,13155,825
Georgia,Jackson,0.475596956,Count,13157,828
Georgia,Jasper,0.216794334,Count,13159,830
Georgia,Jeff Davis,0.32985882,Count,13161,832
Georgia,Jefferson,0.297991537,Count,13163,834
Georgia,Jenkins,0.492186539,Count,13165,835
Georgia,Johnson,0.399640324,Count,13167,837
Georgia,Jones,0.348019768,Count,13169,839
Georgia,Lamar,0.495622006,Count,13171,841
Georgia,Lanier,0.57268302,Count,13173,845
Georgia,Laurens,0.668840398,Count,13175,847
Georgia,Lee,0.174941395,Count,13177,849
Georgia,Liberty,0.414816636,Count,13179,855
Georgia,Lincoln,0.508194639,Count,13181,857
Georgia,Long,0.131509732,Count,13183,860
Georgia,Lowndes,0.735426009,Count,13185,863
Georgia,Lumpkin,0.622848713,Count,13187,865
Georgia,McDuffie,0.647758294,Count,13189,868
Georgia,McIntosh,0.773395205,Count,13191,871
Georgia,Macon,0.138293459,Count,13193,874
Georgia,Madison,0.177777778,Count,13195,875
Georgia,Marion,0.344352617,Count,13197,877
Georgia,Meriwether,0.555375573,Count,13199,879
Georgia,Miller,1.152073733,Count,13201,881
Georgia,Mitchell,0.512798598,Count,13205,883
Georgia,Monroe,0.607395035,Count,13207,885
Georgia,Montgomery,0.0,Count,13209,887
Georgia,Morgan,1.172987767,Count,13211,890
Georgia,Murray,0.279116975,Count,13213,892
Georgia,Muscogee,0.660414064,Count,13215,896
Georgia,Newton,0.338389267,Count,13217,899
Georgia,Oconee,0.481231954,Count,13219,901
Georgia,Oglethorpe,0.0,Count,13221,905
Georgia,Paulding,0.38302436,Count,13223,908
Georgia,Peach,0.433385099,Count,13225,910
Georgia,Pickens,0.883992928,Count,13227,912
Georgia,Pierce,0.159752915,Count,13229,915
Georgia,Pike,0.281214848,Count,13231,7
Georgia,Polk,0.629463745,Count,13233,8
Georgia,Pulaski,0.422225975,Count,13235,11
Georgia,Putnam,0.564015792,Count,13237,13
Georgia,Quitman,0.0,Count,13239,16
Georgia,Rabun,1.47510756,Count,13241,18
Georgia,Randolph,1.189846642,Count,13243,23
Georgia,Richmond,0.633802114,Count,13245,24
Georgia,Rockdale,0.912248693,Count,13247,28
Georgia,Schley,0.0,Count,13249,31
Georgia,Screven,0.694251597,Count,13251,34
Georgia,Seminole,0.456360525,Count,13253,38
Georgia,Spalding,0.59355524,Count,13255,41
Georgia,Stephens,0.581981842,Count,13257,45
Georgia,Stewart,0.82345191,Count,13259,48
Georgia,Sumter,0.748083037,Count,13261,52
Georgia,Talbot,0.293126191,Count,13263,57
Georgia,Taliaferro,0.0,Count,13265,60
Georgia,Tattnall,0.196479095,Count,13267,63
Georgia,Taylor,0.237107291,Count,13269,69
Georgia,Telfair,0.184433788,Count,13271,75
Georgia,Terrell,0.532424662,Count,13273,78
Georgia,Thomas,0.515660382,Count,13275,83
Georgia,Tift,0.70390058,Count,13277,87
Georgia,Toombs,0.661399963,Count,13279,91
Georgia,Towns,1.701644923,Count,13281,95
Georgia,Treutlen,0.146563095,Count,13283,102
Georgia,Troup,0.665316321,Count,13285,105
Georgia,Turner,0.447577487,Count,13287,108
Georgia,Twiggs,0.226731663,Count,13289,116
Georgia,Union,0.894033503,Count,13291,120
Georgia,Upson,0.557040998,Count,13293,123
Georgia,Walker,0.305170459,Count,13295,126
Georgia,Walton,0.390140096,Count,13297,127
Georgia,Ware,0.633678642,Count,13299,132
Georgia,Warren,0.352298749,Count,13301,135
Georgia,Washington,0.572164211,Count,13303,143
Georgia,Wayne,0.594059406,Count,13305,147
Georgia,Webster,0.0,Count,13307,149
Georgia,Wheeler,0.371839365,Count,13309,154
Georgia,White,0.94866275,Count,13311,157
Georgia,Whitfield,0.611318118,Count,13313,159
Georgia,Wilcox,0.217178847,Count,13315,163
Georgia,Wilkes,0.684261975,Count,13317,167
Georgia,Wilkinson,0.212539851,Count,13319,169
Georgia,Worth,0.18583043,Count,13321,173
Hawaii,Hawaii,0.743120787,Count,15001,198
Hawaii,Honolulu,0.786331083,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,1.253095884,Count,15007,261
Hawaii,Maui,1.185937082,Count,15009,323
Idaho,Ada,0.753126598,Count,16001,336
Idaho,Adams,1.255965838,Count,16003,338
Idaho,Bannock,0.610055144,Count,16005,343
Idaho,Bear Lake,1.007895179,Count,16007,349
Idaho,Benewah,0.54525627,Count,16009,354
Idaho,Bingham,0.348652241,Count,16011,362
Idaho,Blaine,2.800455667,Count,16013,371
Idaho,Boise,1.57480315,Count,16015,380
Idaho,Bonner,1.005690738,Count,16017,387
Idaho,Bonneville,0.727884597,Count,16019,395
Idaho,Boundary,0.831946755,Count,16021,405
Idaho,Butte,1.058948112,Count,16023,414
Idaho,Camas,1.793721973,Count,16025,429
Idaho,Canyon,0.423385516,Count,16027,441
Idaho,Caribou,0.584624379,Count,16029,449
Idaho,Cassia,0.822546431,Count,16031,456
Idaho,Clark,1.048218029,Count,16033,464
Idaho,Clearwater,1.510574018,Count,16035,474
Idaho,Custer,1.61849711,Count,16037,484
Idaho,Elmore,0.648978813,Count,16039,490
Idaho,Franklin,0.624560856,Count,16041,498
Idaho,Fremont,0.839118163,Count,16043,502
Idaho,Gem,0.539600695,Count,16045,510
Idaho,Gooding,0.521682426,Count,16047,519
Idaho,Idaho,1.095223608,Count,16049,528
Idaho,Jefferson,0.684228532,Count,16051,540
