State,County,Vegetable acres harvested for fresh market per 1000 pop (% change) 2007 - 12 (PCH_FRESHVEG_ACRESPTH_07_12),Units,FIPS,FID
Louisiana,Caddo,21.402726384309,% change,22017.0,1079
Louisiana,Calcasieu,nan,% change,22019.0,1081
Louisiana,Caldwell,nan,% change,22021.0,1084
Louisiana,Cameron,-43.30215718811283,% change,22023.0,1089
Louisiana,Catahoula,nan,% change,22025.0,1093
Louisiana,Claiborne,nan,% change,22027.0,1095
Louisiana,Concordia,nan,% change,22029.0,1098
Louisiana,De Soto,nan,% change,22031.0,1103
Louisiana,East Baton Rouge,nan,% change,22033.0,1108
Louisiana,East Carroll,nan,% change,22035.0,1111
Louisiana,East Feliciana,-73.29080498836571,% change,22037.0,1115
Louisiana,Evangeline,nan,% change,22039.0,1118
Louisiana,Franklin,nan,% change,22041.0,1123
Louisiana,Grant,nan,% change,22043.0,1127
Louisiana,Iberia,nan,% change,22045.0,1133
Louisiana,Iberville,nan,% change,22047.0,1134
Louisiana,Jackson,nan,% change,22049.0,1138
Louisiana,Jefferson,nan,% change,22051.0,1147
Louisiana,Jefferson Davis,nan,% change,22053.0,1155
Louisiana,Lafayette,nan,% change,22055.0,1161
Louisiana,Lafourche,-18.366534975127273,% change,22057.0,1280
Louisiana,La Salle,-100.0,% change,22059.0,1289
Louisiana,Lincoln,nan,% change,22061.0,1291
Louisiana,Livingston,nan,% change,22063.0,1295
Louisiana,Madison,nan,% change,22065.0,1297
Louisiana,Morehouse,nan,% change,22067.0,1299
Louisiana,Natchitoches,-44.9538960380991,% change,22069.0,1301
Louisiana,Orleans,nan,% change,22071.0,1304
Louisiana,Ouachita,-53.233913870561366,% change,22073.0,1306
Louisiana,Plaquemines,nan,% change,22075.0,1427
Louisiana,Pointe Coupee,nan,% change,22077.0,1431
Louisiana,Rapides,-55.14666681681566,% change,22079.0,1434
Louisiana,Red River,nan,% change,22081.0,1436
Louisiana,Richland,nan,% change,22083.0,1439
Louisiana,Sabine,-45.93260091346747,% change,22085.0,1441
Louisiana,St. Bernard,-50.22434893637524,% change,22087.0,1463
Louisiana,St. Charles,-55.31504523330136,% change,22089.0,1466
Louisiana,St. Helena,nan,% change,22091.0,1467
Louisiana,St. James,nan,% change,22093.0,1468
Louisiana,St. John the Baptist,-100.0,% change,22095.0,1469
Louisiana,St. Landry,-65.81501276181227,% change,22097.0,1471
Louisiana,St. Martin,57.554397793441595,% change,22099.0,1473
Louisiana,St. Mary,nan,% change,22101.0,1474
Louisiana,St. Tammany,10.755756209830693,% change,22103.0,1475
Louisiana,Tangipahoa,-0.6298316297418433,% change,22105.0,1476
Louisiana,Tensas,nan,% change,22107.0,1479
Louisiana,Terrebonne,nan,% change,22109.0,1501
Louisiana,Union,nan,% change,22111.0,1507
Louisiana,Vermilion,nan,% change,22113.0,1510
Louisiana,Vernon,nan,% change,22115.0,1513
Louisiana,Washington,-69.1970821243507,% change,22117.0,1516
Louisiana,Webster,nan,% change,22119.0,1518
Louisiana,West Baton Rouge,nan,% change,22121.0,1520
Louisiana,West Carroll,-87.06228238036698,% change,22123.0,1522
Louisiana,West Feliciana,-32.38749244191068,% change,22125.0,1524
Louisiana,Winn,nan,% change,22127.0,1529
Maine,Androscoggin,8.106689759718405,% change,23001.0,1532
Maine,Aroostook,3.750412486765447,% change,23003.0,1535
Maine,Cumberland,nan,% change,23005.0,1608
Maine,Franklin,nan,% change,23007.0,1619
Maine,Hancock,-15.386448632397151,% change,23009.0,1748
Maine,Kennebec,nan,% change,23011.0,1755
Maine,Knox,nan,% change,23013.0,1774
Maine,Lincoln,-55.83516065964258,% change,23015.0,1835
Maine,Oxford,nan,% change,23017.0,1842
Maine,Penobscot,nan,% change,23019.0,1846
Maine,Piscataquis,nan,% change,23021.0,1851
Maine,Sagadahoc,nan,% change,23023.0,1855
Maine,Somerset,84.39255397791582,% change,23025.0,1860
Maine,Waldo,175.58498107335075,% change,23027.0,1865
Maine,Washington,103.58938088265559,% change,23029.0,1884
Maine,York,20.149862260564852,% change,23031.0,1901
Maryland,Allegany,nan,% change,24001.0,1905
Maryland,Anne Arundel,nan,% change,24003.0,1925
Maryland,Baltimore County,nan,% change,24005.0,1939
Maryland,Calvert,-36.60932359337535,% change,24009.0,1946
Maryland,Caroline,75.57806783828522,% change,24011.0,1949
Maryland,Carroll,-18.217807370069465,% change,24013.0,1955
Maryland,Cecil,45.21557413830939,% change,24015.0,1963
Maryland,Charles,-19.731384944233486,% change,24017.0,1294
Maryland,Dorchester,34.286847955620956,% change,24019.0,1346
Maryland,Frederick,-33.93438473245529,% change,24021.0,1357
Maryland,Garrett,nan,% change,24023.0,1361
Maryland,Harford,nan,% change,24025.0,1372
Maryland,Howard,nan,% change,24027.0,1379
Maryland,Kent,nan,% change,24029.0,1394
Maryland,Montgomery,nan,% change,24031.0,1398
Maryland,Prince George's,-7.825913268143248,% change,24033.0,1403
Maryland,Queen Anne's,-22.3803706970787,% change,24035.0,1413
Maryland,St. Mary's,nan,% change,24037.0,1421
Maryland,Somerset,nan,% change,24039.0,1430
Maryland,Talbot,-4.085016222167972,% change,24041.0,1438
Maryland,Washington,nan,% change,24043.0,1445
Maryland,Wicomico,nan,% change,24045.0,1446
Maryland,Worcester,nan,% change,24047.0,1456
Maryland,Baltimore County,nan,% change,24510.0,1939
Massachusetts,Barnstable,nan,% change,25001.0,1478
Massachusetts,Berkshire,nan,% change,25003.0,1480
Massachusetts,Bristol,-7.044792940758511,% change,25005.0,1486
Massachusetts,Dukes,nan,% change,25007.0,1491
Massachusetts,Essex,-24.722204041065172,% change,25009.0,1519
Massachusetts,Franklin,59.33441524499349,% change,25011.0,1523
Massachusetts,Hampden,nan,% change,25013.0,1526
Massachusetts,Hampshire,18.671111845775513,% change,25015.0,1527
Massachusetts,Middlesex,-1.8611299023187058,% change,25017.0,1533
Massachusetts,Nantucket,nan,% change,25019.0,1537
Massachusetts,Norfolk,nan,% change,25021.0,1543
Massachusetts,Plymouth,8.324561533506287,% change,25023.0,1569
Massachusetts,Suffolk,nan,% change,25025.0,1585
Massachusetts,Worcester,nan,% change,25027.0,1599
Michigan,Alcona,473.8097482794382,% change,26001.0,1603
Michigan,Alger,83.89321819713562,% change,26003.0,1609
Michigan,Allegan,36.309659579011736,% change,26005.0,1611
Michigan,Alpena,-51.393432556978446,% change,26007.0,1614
Michigan,Antrim,nan,% change,26009.0,1617
Michigan,Arenac,nan,% change,26011.0,1621
Michigan,Baraga,nan,% change,26013.0,1624
Michigan,Barry,nan,% change,26015.0,1627
Michigan,Bay,-51.138739285436664,% change,26017.0,1631
Michigan,Benzie,nan,% change,26019.0,1634
Michigan,Berrien,-9.465136713755278,% change,26021.0,1635
Michigan,Branch,207.98904408887626,% change,26023.0,1640
Michigan,Calhoun,nan,% change,26025.0,1641
Michigan,Cass,-21.162343613978475,% change,26027.0,1644
Michigan,Charlevoix,53.40363281466421,% change,26029.0,1648
Michigan,Cheboygan,nan,% change,26031.0,1649
Michigan,Chippewa,nan,% change,26033.0,1660
Michigan,Clare,106.7561741882906,% change,26035.0,1665
Michigan,Clinton,nan,% change,26037.0,1669
Michigan,Crawford,nan,% change,26039.0,1672
Michigan,Delta,nan,% change,26041.0,1675
Michigan,Dickinson,nan,% change,26043.0,1677
Michigan,Eaton,nan,% change,26045.0,1678
Michigan,Emmet,29.73385803919399,% change,26047.0,1686
Michigan,Genesee,nan,% change,26049.0,1688
Michigan,Gladwin,nan,% change,26051.0,1691
Michigan,Gogebic,nan,% change,26053.0,1693
Michigan,Grand Traverse,nan,% change,26055.0,1697
Michigan,Gratiot,18.716182008892638,% change,26057.0,1700
Michigan,Hillsdale,nan,% change,26059.0,1701
Michigan,Houghton,nan,% change,26061.0,1705
Michigan,Huron,nan,% change,26063.0,1708
Michigan,Ingham,nan,% change,26065.0,1710
Michigan,Ionia,-2.34846454576473,% change,26067.0,1713
Michigan,Iosco,nan,% change,26069.0,1715
Michigan,Iron,nan,% change,26071.0,1716
Michigan,Isabella,nan,% change,26073.0,1717
Michigan,Jackson,nan,% change,26075.0,1719
Michigan,Kalamazoo,10.13055941161511,% change,26077.0,1720
Michigan,Kalkaska,nan,% change,26079.0,1722
Michigan,Kent,-15.535446182043986,% change,26081.0,1726
Michigan,Keweenaw,nan,% change,26083.0,1743
Michigan,Lake,nan,% change,26085.0,1749
Michigan,Lapeer,nan,% change,26087.0,1752
Michigan,Leelanau,nan,% change,26089.0,1765
Michigan,Lenawee,10.052988335529335,% change,26091.0,1768
Michigan,Livingston,nan,% change,26093.0,1770
Michigan,Luce,nan,% change,26095.0,1773
Michigan,Mackinac,nan,% change,26097.0,1779
Michigan,Macomb,nan,% change,26099.0,1785
Michigan,Manistee,-57.73207960889681,% change,26101.0,1787
Michigan,Marquette,nan,% change,26103.0,1793
Michigan,Mason,-55.91475667620907,% change,26105.0,1797
Michigan,Mecosta,nan,% change,26107.0,1800
Michigan,Menominee,nan,% change,26109.0,1802
Michigan,Midland,1.5144443306049729,% change,26111.0,1806
Michigan,Missaukee,nan,% change,26113.0,1810
Michigan,Monroe,-15.520463024891912,% change,26115.0,1812
Michigan,Montcalm,-55.032719860580784,% change,26117.0,1815
Michigan,Montmorency,nan,% change,26119.0,1816
Michigan,Muskegon,nan,% change,26121.0,1818
Michigan,Newaygo,-27.841150152585676,% change,26123.0,1820
Michigan,Oakland,nan,% change,26125.0,1824
Michigan,Oceana,44.83714235545986,% change,26127.0,1825
Michigan,Ogemaw,nan,% change,26129.0,1827
Michigan,Ontonagon,nan,% change,26131.0,1829
Michigan,Osceola,nan,% change,26133.0,1830
Michigan,Oscoda,nan,% change,26135.0,1832
Michigan,Otsego,nan,% change,26137.0,1834
Michigan,Ottawa,-16.355773571829925,% change,26139.0,1837
Michigan,Presque Isle,nan,% change,26141.0,1840
Michigan,Roscommon,nan,% change,26143.0,1843
Michigan,Saginaw,84.59826277518025,% change,26145.0,1845
Michigan,St. Clair,nan,% change,26147.0,1854
Michigan,St. Joseph,274.42674410338014,% change,26149.0,1857
Michigan,Sanilac,nan,% change,26151.0,1858
Michigan,Schoolcraft,58.307416267942614,% change,26153.0,1861
Michigan,Shiawassee,nan,% change,26155.0,1863
Michigan,Tuscola,40.085052539912446,% change,26157.0,1866
Michigan,Van Buren,nan,% change,26159.0,1867
Michigan,Washtenaw,nan,% change,26161.0,1869
Michigan,Wayne,nan,% change,26163.0,1871
Michigan,Wexford,nan,% change,26165.0,1873
Minnesota,Aitkin,nan,% change,27001.0,1875
Minnesota,Anoka,nan,% change,27003.0,1877
Minnesota,Becker,-14.108276340003881,% change,27005.0,1878
Minnesota,Beltrami,0.249839704614296,% change,27007.0,1880
Minnesota,Benton,nan,% change,27009.0,1881
Minnesota,Big Stone,nan,% change,27011.0,1882
Minnesota,Blue Earth,41.289740207268686,% change,27013.0,1886
Minnesota,Brown,-78.19326806414601,% change,27015.0,1892
Minnesota,Carlton,nan,% change,27017.0,1893
Minnesota,Carver,nan,% change,27019.0,1894
Minnesota,Cass,nan,% change,27021.0,1895
Minnesota,Chippewa,nan,% change,27023.0,1896
Minnesota,Chisago,nan,% change,27025.0,1897
Minnesota,Clay,nan,% change,27027.0,1898
Minnesota,Clearwater,nan,% change,27029.0,1899
Minnesota,Cook,nan,% change,27031.0,1900
Minnesota,Cottonwood,17.68847673020778,% change,27033.0,1902
Minnesota,Crow Wing,2.592069736524524,% change,27035.0,1903
Minnesota,Dakota,10.605616795221225,% change,27037.0,1904
Minnesota,Dodge,-81.83263758521886,% change,27039.0,1906
Minnesota,Douglas,nan,% change,27041.0,1907
Minnesota,Faribault,-61.37662753562153,% change,27043.0,1908
Minnesota,Fillmore,20.497969375118657,% change,27045.0,1909
Minnesota,Freeborn,nan,% change,27047.0,1910
Minnesota,Goodhue,-83.67164267535513,% change,27049.0,1911
Minnesota,Grant,nan,% change,27051.0,1912
Minnesota,Hennepin,nan,% change,27053.0,1913
Minnesota,Houston,-64.65908832038636,% change,27055.0,1914
Minnesota,Hubbard,nan,% change,27057.0,1915
Minnesota,Isanti,nan,% change,27059.0,1916
Minnesota,Itasca,nan,% change,27061.0,1917
Minnesota,Jackson,-33.11535844344244,% change,27063.0,1918
Minnesota,Kanabec,nan,% change,27065.0,1919
Minnesota,Kandiyohi,-15.473278551138614,% change,27067.0,1920
Minnesota,Kittson,nan,% change,27069.0,1921
Minnesota,Koochiching,25.836893236605086,% change,27071.0,1922
Minnesota,Lac qui Parle,nan,% change,27073.0,1923
Minnesota,Lake,nan,% change,27075.0,1926
Minnesota,Lake of the Woods,28.37960815626781,% change,27077.0,1927
Minnesota,Le Sueur,-12.409011584292099,% change,27079.0,1929
Minnesota,Lincoln,nan,% change,27081.0,1931
Minnesota,Lyon,nan,% change,27083.0,1932
Minnesota,McLeod,49.16254920293822,% change,27085.0,1934
Minnesota,Mahnomen,nan,% change,27087.0,1936
Minnesota,Marshall,nan,% change,27089.0,1937
Minnesota,Martin,nan,% change,27091.0,1940
Minnesota,Meeker,-64.10911482061398,% change,27093.0,1941
Minnesota,Mille Lacs,nan,% change,27095.0,1943
Minnesota,Morrison,nan,% change,27097.0,1944
Minnesota,Mower,-85.20721828992505,% change,27099.0,1945
Minnesota,Murray,nan,% change,27101.0,1947
Minnesota,Nicollet,-22.32616019667953,% change,27103.0,1948
Minnesota,Nobles,nan,% change,27105.0,1950
Minnesota,Norman,33.000969394820665,% change,27107.0,1951
Minnesota,Olmsted,-53.071139045542495,% change,27109.0,1953
Minnesota,Otter Tail,nan,% change,27111.0,1954
Minnesota,Pennington,nan,% change,27113.0,1956
Minnesota,Pine,97.18171930144823,% change,27115.0,1957
Minnesota,Pipestone,nan,% change,27117.0,1958
Minnesota,Polk,8.236441640669216,% change,27119.0,1959
Minnesota,Pope,nan,% change,27121.0,1961
Minnesota,Ramsey,nan,% change,27123.0,1964
Minnesota,Red Lake,nan,% change,27125.0,1966
Minnesota,Redwood,-97.32584376350884,% change,27127.0,1969
Minnesota,Renville,-64.67577048988169,% change,27129.0,1971
Minnesota,Rice,60.531938141154505,% change,27131.0,1973
Minnesota,Rock,nan,% change,27133.0,1974
Minnesota,Roseau,nan,% change,27135.0,1976
Minnesota,St. Louis,17.603197485510897,% change,27137.0,1978
Minnesota,Scott,nan,% change,27139.0,1979
Minnesota,Sherburne,-22.36706999518985,% change,27141.0,1980
Minnesota,Sibley,-27.26613276854855,% change,27143.0,1982
Minnesota,Stearns,-6.342719778931319,% change,27145.0,1984
Minnesota,Steele,nan,% change,27147.0,1985
Minnesota,Stevens,nan,% change,27149.0,1987
Minnesota,Swift,nan,% change,27151.0,1988
Minnesota,Todd,nan,% change,27153.0,1989
Minnesota,Traverse,nan,% change,27155.0,1990
Minnesota,Wabasha,53.99058167474012,% change,27157.0,1991
Minnesota,Wadena,nan,% change,27159.0,1992
Minnesota,Waseca,-93.97330221993506,% change,27161.0,1993
Minnesota,Washington,-35.37843897030914,% change,27163.0,1994
Minnesota,Watonwan,nan,% change,27165.0,1996
Minnesota,Wilkin,nan,% change,27167.0,1997
Minnesota,Winona,-21.257026397541154,% change,27169.0,1998
Minnesota,Wright,nan,% change,27171.0,1999
Minnesota,Yellow Medicine,nan,% change,27173.0,1531
Mississippi,Adams,nan,% change,28001.0,1534
Mississippi,Alcorn,nan,% change,28003.0,1538
Mississippi,Amite,-55.981741420581464,% change,28005.0,1539
Mississippi,Attala,nan,% change,28007.0,1541
Mississippi,Benton,nan,% change,28009.0,1544
Mississippi,Bolivar,nan,% change,28011.0,1547
Mississippi,Calhoun,-8.524383712449442,% change,28013.0,1548
Mississippi,Carroll,nan,% change,28015.0,1549
Mississippi,Chickasaw,43.44293297058169,% change,28017.0,1550
Mississippi,Choctaw,nan,% change,28019.0,1552
Mississippi,Claiborne,nan,% change,28021.0,1555
Mississippi,Clarke,-75.23455878707077,% change,28023.0,1557
Mississippi,Clay,-74.63626445770338,% change,28025.0,1559
Mississippi,Coahoma,nan,% change,28027.0,1562
Mississippi,Copiah,nan,% change,28029.0,1564
Mississippi,Covington,-62.45796966696312,% change,28031.0,1567
Mississippi,DeSoto,nan,% change,28033.0,1571
Mississippi,Forrest,nan,% change,28035.0,1572
Mississippi,Franklin,nan,% change,28037.0,1575
Mississippi,George,nan,% change,28039.0,1577
Mississippi,Greene,nan,% change,28041.0,1579
Mississippi,Grenada,nan,% change,28043.0,1581
Mississippi,Hancock,nan,% change,28045.0,1583
Mississippi,Harrison,nan,% change,28047.0,1587
Mississippi,Hinds,239.41578928282178,% change,28049.0,1591
Mississippi,Holmes,nan,% change,28051.0,1593
Mississippi,Humphreys,nan,% change,28053.0,1596
Mississippi,Issaquena,nan,% change,28055.0,1598
Mississippi,Itawamba,nan,% change,28057.0,1601
Mississippi,Jackson,nan,% change,28059.0,1605
Mississippi,Jasper,nan,% change,28061.0,1607
Mississippi,Jefferson,nan,% change,28063.0,1610
Mississippi,Jefferson Davis,-30.68567255616939,% change,28065.0,1612
Mississippi,Jones,-29.320481301958434,% change,28067.0,1615
Mississippi,Kemper,nan,% change,28069.0,1616
Mississippi,Lafayette,193.03087630657242,% change,28071.0,1620
Mississippi,Lamar,-10.77811998241172,% change,28073.0,1623
Mississippi,Lauderdale,-11.090787327611347,% change,28075.0,1628
Mississippi,Lawrence,nan,% change,28077.0,1632
Mississippi,Leake,nan,% change,28079.0,1636
Mississippi,Lee,nan,% change,28081.0,1638
Mississippi,Leflore,nan,% change,28083.0,1643
Mississippi,Lincoln,986.231842452776,% change,28085.0,1645
Mississippi,Lowndes,nan,% change,28087.0,1647
Mississippi,Madison,-63.368126066119736,% change,28089.0,1651
Mississippi,Marion,nan,% change,28091.0,1653
Mississippi,Marshall,nan,% change,28093.0,1655
Mississippi,Monroe,nan,% change,28095.0,1656
Mississippi,Montgomery,nan,% change,28097.0,1658
Mississippi,Neshoba,nan,% change,28099.0,1661
Mississippi,Newton,nan,% change,28101.0,1663
Mississippi,Noxubee,nan,% change,28103.0,1666
Mississippi,Oktibbeha,-50.67823850851817,% change,28105.0,1668
Mississippi,Panola,17.740458148910335,% change,28107.0,1671
Mississippi,Pearl River,-33.86136726691839,% change,28109.0,1676
Mississippi,Perry,-4.727055538764871,% change,28111.0,1679
Mississippi,Pike,0.14969686385069336,% change,28113.0,1680
Mississippi,Pontotoc,nan,% change,28115.0,1682
Mississippi,Prentiss,nan,% change,28117.0,1684
Mississippi,Quitman,481.60789844851905,% change,28119.0,1685
Mississippi,Rankin,nan,% change,28121.0,1690
Mississippi,Scott,nan,% change,28123.0,1692
Mississippi,Sharkey,nan,% change,28125.0,1695
Mississippi,Simpson,-7.2201800829595655,% change,28127.0,1698
Mississippi,Smith,nan,% change,28129.0,1709
Mississippi,Stone,nan,% change,28131.0,1712
Mississippi,Sunflower,nan,% change,28133.0,1721
Mississippi,Tallahatchie,nan,% change,28135.0,1725
Mississippi,Tate,nan,% change,28137.0,1727
Mississippi,Tippah,-15.535989835294403,% change,28139.0,1730
Mississippi,Tishomingo,nan,% change,28141.0,1732
Mississippi,Tunica,nan,% change,28143.0,1735
Mississippi,Union,102.53852057382373,% change,28145.0,1737
Mississippi,Walthall,-25.264032563012556,% change,28147.0,1740
Mississippi,Warren,-77.29752693907048,% change,28149.0,1746
Mississippi,Washington,nan,% change,28151.0,1750
Mississippi,Wayne,-6.597142138259284,% change,28153.0,1753
Mississippi,Webster,nan,% change,28155.0,1756
Mississippi,Wilkinson,nan,% change,28157.0,1757
Mississippi,Winston,3.3526620980495574,% change,28159.0,1758
Mississippi,Yalobusha,nan,% change,28161.0,1759
Mississippi,Yazoo,nan,% change,28163.0,1760
Missouri,Adair,nan,% change,29001.0,1761
Missouri,Andrew,nan,% change,29003.0,1762
Missouri,Atchison,nan,% change,29005.0,1763
Missouri,Audrain,nan,% change,29007.0,1766
Missouri,Barry,nan,% change,29009.0,1767
Missouri,Barton,79.52440142828543,% change,29011.0,1771
Missouri,Bates,-5.236624450058814,% change,29013.0,1776
Missouri,Benton,nan,% change,29015.0,1778
Missouri,Bollinger,nan,% change,29017.0,1781
Missouri,Boone,-24.90672451791012,% change,29019.0,1783
Missouri,Buchanan,nan,% change,29021.0,1789
Missouri,Butler,nan,% change,29023.0,1792
Missouri,Caldwell,nan,% change,29025.0,1795
Missouri,Callaway,nan,% change,29027.0,1799
Missouri,Camden,nan,% change,29029.0,1803
Missouri,Cape Girardeau,-89.10654315018884,% change,29031.0,1808
Missouri,Carroll,-69.398859706947,% change,29033.0,1822
Missouri,Carter,241.84097078077596,% change,29035.0,1001
Missouri,Cass,nan,% change,29037.0,1004
Missouri,Cedar,nan,% change,29039.0,1007
Missouri,Chariton,nan,% change,29041.0,1011
Missouri,Christian,-75.51020506583306,% change,29043.0,1014
Missouri,Clark,nan,% change,29045.0,1015
Missouri,Clay,nan,% change,29047.0,1018
Missouri,Clinton,nan,% change,29049.0,1021
Missouri,Cole,nan,% change,29051.0,1022
Missouri,Cooper,nan,% change,29053.0,1025
Missouri,Crawford,198.922431188958,% change,29055.0,1028
Missouri,Dade,174.02989022616057,% change,29057.0,1030
Missouri,Dallas,nan,% change,29059.0,1032
Missouri,Daviess,nan,% change,29061.0,1036
Missouri,DeKalb,nan,% change,29063.0,1038
Missouri,Dent,-5.417336424889873,% change,29065.0,1040
Missouri,Douglas,nan,% change,29067.0,1043
Missouri,Dunklin,nan,% change,29069.0,1045
Missouri,Franklin,nan,% change,29071.0,1047
Missouri,Gasconade,209.20613742494996,% change,29073.0,1049
Missouri,Gentry,-14.245451874014915,% change,29075.0,1052
Missouri,Greene,-63.208987532045505,% change,29077.0,1054
Missouri,Grundy,nan,% change,29079.0,1057
Missouri,Harrison,nan,% change,29081.0,1058
Missouri,Henry,16.284712474748318,% change,29083.0,1061
Missouri,Hickory,nan,% change,29085.0,1063
Missouri,Holt,nan,% change,29087.0,1065
Missouri,Howard,nan,% change,29089.0,1068
Missouri,Howell,nan,% change,29091.0,1070
Missouri,Iron,nan,% change,29093.0,1072
Missouri,Jackson,nan,% change,29095.0,1074
Missouri,Jasper,nan,% change,29097.0,1078
Missouri,Jefferson,nan,% change,29099.0,1082
Missouri,Johnson,nan,% change,29101.0,1087
Missouri,Knox,nan,% change,29103.0,1091
Missouri,Laclede,nan,% change,29105.0,1096
Missouri,Lafayette,-90.42219386577102,% change,29107.0,1099
Missouri,Lawrence,nan,% change,29109.0,1101
Missouri,Lewis,nan,% change,29111.0,1104
Missouri,Lincoln,nan,% change,29113.0,1106
Missouri,Linn,-72.22701583329739,% change,29115.0,1109
Missouri,Livingston,nan,% change,29117.0,1112
Missouri,McDonald,-16.66285778524271,% change,29119.0,1113
Missouri,Macon,nan,% change,29121.0,1116
Missouri,Madison,nan,% change,29123.0,1117
Missouri,Maries,38.284036182218436,% change,29125.0,1120
Missouri,Marion,nan,% change,29127.0,1122
Missouri,Mercer,nan,% change,29129.0,1125
Missouri,Miller,nan,% change,29131.0,1128
Missouri,Mississippi,nan,% change,29133.0,1131
Missouri,Moniteau,nan,% change,29135.0,1135
Missouri,Monroe,nan,% change,29137.0,1139
Missouri,Montgomery,2.338159427525363,% change,29139.0,1142
Missouri,Morgan,-30.523386997831935,% change,29141.0,1146
Missouri,New Madrid,nan,% change,29143.0,1149
Missouri,Newton,nan,% change,29145.0,1152
Missouri,Nodaway,nan,% change,29147.0,1156
Missouri,Oregon,nan,% change,29149.0,1158
Missouri,Osage,nan,% change,29151.0,1164
Missouri,Ozark,nan,% change,29153.0,1168
Missouri,Pemiscot,nan,% change,29155.0,1170
Missouri,Perry,-21.975511501421096,% change,29157.0,1172
Missouri,Pettis,nan,% change,29159.0,1174
Missouri,Phelps,-100.0,% change,29161.0,1176
Missouri,Pike,nan,% change,29163.0,1179
Missouri,Platte,nan,% change,29165.0,1181
Missouri,Polk,nan,% change,29167.0,1183
Missouri,Pulaski,129.0948047165159,% change,29169.0,1185
Missouri,Putnam,nan,% change,29171.0,1188
Missouri,Ralls,nan,% change,29173.0,1191
Missouri,Randolph,17.99425764220896,% change,29175.0,1194
Missouri,Ray,681.725588860452,% change,29177.0,1197
Missouri,Reynolds,nan,% change,29179.0,1200
Missouri,Ripley,nan,% change,29181.0,1203
Missouri,St. Charles,nan,% change,29183.0,1205
Missouri,St. Clair,46.859951634949,% change,29185.0,1208
Missouri,Ste. Genevieve,nan,% change,29186.0,1209
Missouri,St. Francois,nan,% change,29187.0,1212
Missouri,St. Louis County,nan,% change,29189.0,1216
Missouri,Saline,247.85392266220484,% change,29195.0,1218
Missouri,Schuyler,nan,% change,29197.0,1221
Missouri,Scotland,55.27823240589199,% change,29199.0,1224
Missouri,Scott,nan,% change,29201.0,1227
Missouri,Shannon,nan,% change,29203.0,1229
Missouri,Shelby,nan,% change,29205.0,1232
Missouri,Stoddard,nan,% change,29207.0,1236
Missouri,Stone,nan,% change,29209.0,1237
Missouri,Sullivan,-72.13303228844902,% change,29211.0,1240
Missouri,Taney,-39.58836553945249,% change,29213.0,1242
Missouri,Texas,nan,% change,29215.0,1245
Missouri,Vernon,nan,% change,29217.0,1248
Missouri,Warren,-15.02362533904004,% change,29219.0,1251
Missouri,Washington,nan,% change,29221.0,1253
Missouri,Wayne,nan,% change,29223.0,1256
Missouri,Webster,-11.018309505894154,% change,29225.0,1258
Missouri,Worth,nan,% change,29227.0,1261
Missouri,Wright,17.306073469095338,% change,29229.0,1263
Missouri,St. Louis County,nan,% change,29510.0,1216
Montana,Beaverhead,-28.56403641607838,% change,30001.0,1269
Montana,Big Horn,nan,% change,30003.0,1274
Montana,Blaine,-76.38160925832157,% change,30005.0,1124
Montana,Broadwater,nan,% change,30007.0,1132
Montana,Carbon,nan,% change,30009.0,1137
Montana,Carter,nan,% change,30011.0,1141
Montana,Cascade,nan,% change,30013.0,1144
Montana,Chouteau,nan,% change,30015.0,1150
Montana,Custer,nan,% change,30017.0,1153
Montana,Daniels,nan,% change,30019.0,1157
Montana,Dawson,nan,% change,30021.0,1160
Montana,Deer Lodge,nan,% change,30023.0,1163
Montana,Fallon,-100.0,% change,30025.0,1165
Montana,Fergus,nan,% change,30027.0,1169
Montana,Flathead,-6.922603171075053,% change,30029.0,1173
Montana,Gallatin,-28.609404785850785,% change,30031.0,1177
Montana,Garfield,nan,% change,30033.0,1182
Montana,Glacier,nan,% change,30035.0,1186
Montana,Golden Valley,nan,% change,30037.0,1189
Montana,Granite,nan,% change,30039.0,1192
Montana,Hill,nan,% change,30041.0,1195
Montana,Jefferson,nan,% change,30043.0,1199
Montana,Judith Basin,nan,% change,30045.0,1202
Montana,Lake,-44.215825538203575,% change,30047.0,1207
Montana,Lewis and Clark,nan,% change,30049.0,1211
Montana,Liberty,-2.6609348642324484,% change,30051.0,1214
Montana,Lincoln,nan,% change,30053.0,1219
Montana,McCone,nan,% change,30055.0,1223
Montana,Madison,14.908420457860194,% change,30057.0,1226
Montana,Meagher,nan,% change,30059.0,1231
Montana,Mineral,nan,% change,30061.0,1234
Montana,Missoula,-4.471672803550683,% change,30063.0,1239
Montana,Musselshell,nan,% change,30065.0,1241
Montana,Park,27.03865416720175,% change,30067.0,1244
Montana,Petroleum,nan,% change,30069.0,1247
Montana,Phillips,nan,% change,30071.0,1250
Montana,Pondera,nan,% change,30073.0,1254
Montana,Powder River,nan,% change,30075.0,1259
Montana,Powell,nan,% change,30077.0,1262
Montana,Prairie,nan,% change,30079.0,1264
Montana,Ravalli,11.368347826086966,% change,30081.0,1268
Montana,Richland,nan,% change,30083.0,1271
Montana,Roosevelt,nan,% change,30085.0,1275
Montana,Rosebud,nan,% change,30087.0,1277
Montana,Sanders,-3.285380750692899,% change,30089.0,1278
Montana,Sheridan,nan,% change,30091.0,1281
Montana,Silver Bow,nan,% change,30093.0,1284
