State,County,Population low access to store 2010 (LACCESS_POP10),Units,FIPS,FID
Georgia,Emanuel,6645.30809271124,Count,13107,750
Georgia,Evans,610.750597983948,Count,13109,754
Georgia,Fannin,28.4262718020751,Count,13111,755
Georgia,Fayette,42924.9206747086,Count,13113,760
Georgia,Floyd,22005.7984069412,Count,13115,764
Georgia,Forsyth,51465.5547616032,Count,13117,768
Georgia,Franklin,714.855787495348,Count,13119,772
Georgia,Fulton,199453.602945674,Count,13121,779
Georgia,Gilmer,1058.2676085507,Count,13123,781
Georgia,Glascock,2165.35208141969,Count,13125,783
Georgia,Glynn,21864.2382252214,Count,13127,793
Georgia,Gordon,7100.22398154985,Count,13129,796
Georgia,Grady,2633.97707367356,Count,13131,797
Georgia,Greene,603.983913649483,Count,13133,800
Georgia,Gwinnett,260733.201365426,Count,13135,804
Georgia,Habersham,9084.29577145689,Count,13137,806
Georgia,Hall,51370.4559078623,Count,13139,808
Georgia,Hancock,2302.76653238486,Count,13141,810
Georgia,Haralson,1098.93633380206,Count,13143,813
Georgia,Harris,209.124726436043,Count,13145,814
Georgia,Hart,832.092009456363,Count,13147,816
Georgia,Heard,420.859254713985,Count,13149,817
Georgia,Henry,70655.5793213949,Count,13151,820
Georgia,Houston,50674.0980614828,Count,13153,823
Georgia,Irwin,677.927806843764,Count,13155,825
Georgia,Jackson,584.446114894003,Count,13157,828
Georgia,Jasper,916.431892241392,Count,13159,830
Georgia,Jeff Davis,1909.84263684358,Count,13161,832
Georgia,Jefferson,336.134947734816,Count,13163,834
Georgia,Jenkins,1033.71788194328,Count,13165,835
Georgia,Johnson,2189.20049598715,Count,13167,837
Georgia,Jones,1942.31128257235,Count,13169,839
Georgia,Lamar,1016.10061486959,Count,13171,841
Georgia,Lanier,498.693031406864,Count,13173,845
Georgia,Laurens,4790.9534789249,Count,13175,847
Georgia,Lee,5407.25696539361,Count,13177,849
Georgia,Liberty,24802.3975652864,Count,13179,855
Georgia,Lincoln,446.807107302437,Count,13181,857
Georgia,Long,1517.57889054657,Count,13183,860
Georgia,Lowndes,22947.0817277947,Count,13185,863
Georgia,Lumpkin,369.651192497878,Count,13187,865
Georgia,McDuffie,2063.00557625165,Count,13189,868
Georgia,McIntosh,1258.69005976711,Count,13191,871
Georgia,Macon,2569.96310198099,Count,13193,874
Georgia,Madison,799.884484847922,Count,13195,875
Georgia,Marion,8092.88160097319,Count,13197,877
Georgia,Meriwether,321.35371480044,Count,13199,879
Georgia,Miller,224.002348162464,Count,13201,881
Georgia,Mitchell,4795.01310618602,Count,13205,883
Georgia,Monroe,2826.47263690205,Count,13207,885
Georgia,Montgomery,1075.37007987221,Count,13209,887
Georgia,Morgan,3568.73358648979,Count,13211,890
Georgia,Murray,5667.22850630192,Count,13213,892
Georgia,Muscogee,62464.4157478207,Count,13215,896
Georgia,Newton,25556.6196168497,Count,13217,899
Georgia,Oconee,9711.53983232343,Count,13219,901
Georgia,Oglethorpe,673.575129670859,Count,13221,905
Georgia,Paulding,34015.472601405,Count,13223,908
Georgia,Peach,5877.05363214346,Count,13225,910
Georgia,Pickens,1813.08764098669,Count,13227,912
Georgia,Pierce,2277.3733651833,Count,13229,915
Georgia,Pike,0.0,Count,13231,7
Georgia,Polk,4735.21414598516,Count,13233,8
Georgia,Pulaski,1212.12968028652,Count,13235,11
Georgia,Putnam,740.834081486508,Count,13237,13
Georgia,Quitman,872.006540017327,Count,13239,16
Georgia,Rabun,115.838778243003,Count,13241,18
Georgia,Randolph,470.853259563469,Count,13243,23
Georgia,Richmond,67308.0914082068,Count,13245,24
Georgia,Rockdale,39853.8469149006,Count,13247,28
Georgia,Schley,44.3608583997193,Count,13249,31
Georgia,Screven,3130.90152640278,Count,13251,34
Georgia,Seminole,640.620151706028,Count,13253,38
Georgia,Spalding,10916.0903645678,Count,13255,41
Georgia,Stephens,2689.76616709329,Count,13257,45
Georgia,Stewart,1034.38225957727,Count,13259,48
Georgia,Sumter,7427.0646059726,Count,13261,52
Georgia,Talbot,305.833463646537,Count,13263,57
Georgia,Taliaferro,1183.68655430107,Count,13265,60
Georgia,Tattnall,954.410028633662,Count,13267,63
Georgia,Taylor,652.80334063625,Count,13269,69
Georgia,Telfair,1369.72936639787,Count,13271,75
Georgia,Terrell,116.184134734522,Count,13273,78
Georgia,Thomas,12043.0435895506,Count,13275,83
Georgia,Tift,3927.00019161188,Count,13277,87
Georgia,Toombs,4539.60846100228,Count,13279,91
Georgia,Towns,1.10780142154545,Count,13281,95
Georgia,Treutlen,1012.35831452244,Count,13283,102
Georgia,Troup,9861.77071579422,Count,13285,105
Georgia,Turner,723.616958803296,Count,13287,108
Georgia,Twiggs,97.5295365726692,Count,13289,116
Georgia,Union,7.35905706882477,Count,13291,120
Georgia,Upson,4929.53092197446,Count,13293,123
Georgia,Walker,17466.9088663019,Count,13295,126
Georgia,Walton,15470.3864020655,Count,13297,127
Georgia,Ware,13610.3234917186,Count,13299,132
Georgia,Warren,86.4604801468395,Count,13301,135
Georgia,Washington,5635.44062692264,Count,13303,143
Georgia,Wayne,8513.12030369764,Count,13305,147
Georgia,Webster,55.9753472748689,Count,13307,149
Georgia,Wheeler,11.9981548197247,Count,13309,154
Georgia,White,0.0,Count,13311,157
