State,County,Vegetable acres harvested per 1000 pop (% change) 2007 - 12 (PCH_VEG_ACRESPTH_07_12),Units,FIPS,FID
Arizona,Maricopa,-5.918346656663604,% change,4013.0,9
Arizona,Mohave,nan,% change,4015.0,15
Arizona,Navajo,-0.09903487709397067,% change,4017.0,17
Arizona,Pima,-3.7366574921976716,% change,4019.0,21
Arizona,Pinal,-19.92289766679134,% change,4021.0,26
Arizona,Santa Cruz,nan,% change,4023.0,32
Arizona,Yavapai,-1.7390854152154653,% change,4025.0,35
Arizona,Yuma,-7.420877084620132,% change,4027.0,42
Arkansas,Arkansas,nan,% change,5001.0,46
Arkansas,Ashley,3.4339956260760305,% change,5003.0,50
Arkansas,Baxter,1.0349193980421656,% change,5005.0,54
Arkansas,Benton,-12.58042777489238,% change,5007.0,59
Arkansas,Boone,-1.5243249035576572,% change,5009.0,62
Arkansas,Bradley,4.051418439716315,% change,5011.0,68
Arkansas,Calhoun,6.6528458349038715,% change,5013.0,72
Arkansas,Carroll,-3.1767905711695352,% change,5015.0,74
Arkansas,Chicot,nan,% change,5017.0,77
Arkansas,Clark,1.4379027662092836,% change,5019.0,86
Arkansas,Clay,nan,% change,5021.0,93
Arkansas,Cleburne,nan,% change,5023.0,97
Arkansas,Cleveland,nan,% change,5025.0,103
Arkansas,Columbia,1.7194088508617649,% change,5027.0,107
Arkansas,Conway,-1.004480075453895,% change,5029.0,109
Arkansas,Craighead,-8.607045311296318,% change,5031.0,114
Arkansas,Crawford,-2.755345952580903,% change,5033.0,115
Arkansas,Crittenden,nan,% change,5035.0,119
Arkansas,Cross,2.980845517397708,% change,5037.0,124
Arkansas,Dallas,nan,% change,5039.0,128
Arkansas,Desha,nan,% change,5041.0,130
Arkansas,Drew,-1.251997868939792,% change,5043.0,136
Arkansas,Faulkner,-10.90447514464518,% change,5045.0,141
Arkansas,Franklin,nan,% change,5047.0,144
Arkansas,Fulton,nan,% change,5049.0,146
Arkansas,Garland,-2.1126469555156016,% change,5051.0,151
Arkansas,Grant,-3.071464212452177,% change,5053.0,155
Arkansas,Greene,nan,% change,5055.0,162
Arkansas,Hempstead,2.500111811798365,% change,5057.0,172
Arkansas,Hot Spring,-2.2233542084918803,% change,5059.0,184
Arkansas,Howard,nan,% change,5061.0,191
Arkansas,Independence,-3.3760186263096603,% change,5063.0,200
Arkansas,Izard,0.2663509914175848,% change,5065.0,203
Arkansas,Jackson,2.6021883326719144,% change,5067.0,209
Arkansas,Jefferson,5.589878982001415,% change,5069.0,213
Arkansas,Johnson,-3.057796996254957,% change,5071.0,218
Arkansas,Lafayette,nan,% change,5073.0,222
Arkansas,Lawrence,1.443661971831005,% change,5075.0,230
Arkansas,Lee,6.599034768048859,% change,5077.0,237
Arkansas,Lincoln,0.636177281402419,% change,5079.0,244
Arkansas,Little River,1.5259488768396592,% change,5081.0,251
Arkansas,Logan,3.4125505520970467,% change,5083.0,258
Arkansas,Lonoke,-8.163818435993276,% change,5085.0,268
Arkansas,Madison,-1.778517049453016,% change,5087.0,277
Arkansas,Marion,nan,% change,5089.0,282
Arkansas,Miller,-2.1243440199830275,% change,5091.0,287
Arkansas,Mississippi,2.854006586169054,% change,5093.0,294
Arkansas,Monroe,nan,% change,5095.0,300
Arkansas,Montgomery,1.6734606307659365,% change,5097.0,304
Arkansas,Nevada,4.030085316569378,% change,5099.0,307
Arkansas,Newton,4.229532525352461,% change,5101.0,311
Arkansas,Ouachita,4.154688299925169,% change,5103.0,316
Arkansas,Perry,1.5479876160990689,% change,5105.0,318
Arkansas,Phillips,9.743169662217518,% change,5107.0,322
Arkansas,Pike,nan,% change,5109.0,327
Arkansas,Poinsett,2.1994316075620874,% change,5111.0,333
Arkansas,Polk,-0.2935851641630566,% change,5113.0,337
Arkansas,Pope,-4.485551349019984,% change,5115.0,340
Arkansas,Prairie,nan,% change,5117.0,345
Arkansas,Pulaski,-4.0055632108261285,% change,5119.0,350
Arkansas,Randolph,1.120197154699229,% change,5121.0,353
Arkansas,St. Francis,1.7779052261810813,% change,5123.0,357
Arkansas,Saline,-10.480068005905766,% change,5125.0,360
Arkansas,Scott,2.5438357408921815,% change,5127.0,364
Arkansas,Searcy,3.5539982480290373,% change,5129.0,372
Arkansas,Sebastian,-3.5362055032051045,% change,5131.0,378
Arkansas,Sevier,-4.78215284249766,% change,5133.0,390
Arkansas,Sharp,2.578225711941889,% change,5135.0,394
Arkansas,Stone,-2.9673119644557175,% change,5137.0,399
Arkansas,Union,3.4232162082803157,% change,5139.0,403
Arkansas,Van Buren,nan,% change,5141.0,407
Arkansas,Washington,-8.085070190940142,% change,5143.0,417
Arkansas,White,-6.490849008642615,% change,5145.0,428
Arkansas,Woodruff,8.236626096801583,% change,5147.0,435
Arkansas,Yell,-0.8070062818102628,% change,5149.0,438
California,Alameda,nan,% change,6001.0,457
California,Alpine,nan,% change,6003.0,461
California,Amador,4.4664276665139235,% change,6005.0,472
California,Butte,-1.6889310820279866,% change,6007.0,486
California,Calaveras,3.380627862808628,% change,6009.0,489
California,Colusa,-1.3804398689752053,% change,6011.0,497
California,Contra Costa,-6.498531441966462,% change,6013.0,503
California,Del Norte,0.7588383390659935,% change,6015.0,511
California,El Dorado,-1.5976387066048765,% change,6017.0,522
California,Fresno,-5.463679405051955,% change,6019.0,527
California,Glenn,-0.6438919692362808,% change,6021.0,537
California,Humboldt,-2.0058944492698716,% change,6023.0,551
California,Imperial,-7.299627725181194,% change,6025.0,557
California,Inyo,nan,% change,6027.0,562
California,Kern,-6.221864726539166,% change,6029.0,84
California,Kings,-0.5165309753242348,% change,6031.0,94
California,Lake,0.16100290743113987,% change,6033.0,100
California,Lassen,5.764090990081386,% change,6035.0,104
California,Los Angeles,-2.708778231964969,% change,6037.0,139
California,Madera,-4.004337539432174,% change,6039.0,153
California,Marin,-3.8172649899812976,% change,6041.0,168
California,Mariposa,2.8619434332119704,% change,6043.0,178
California,Mendocino,-0.5152990105345052,% change,6045.0,190
California,Merced,-5.060583372805473,% change,6047.0,204
California,Modoc,2.057216329154617,% change,6049.0,207
California,Mono,nan,% change,6051.0,214
California,Monterey,-5.643219108856791,% change,6053.0,228
California,Napa,-4.654273488907266,% change,6055.0,236
California,Nevada,-0.5026045905909098,% change,6057.0,243
California,Orange,-5.10509839794416,% change,6059.0,257
California,Placer,-8.912143737109462,% change,6061.0,266
California,Plumas,6.9388388699161725,% change,6063.0,275
California,Riverside,-8.483715506915816,% change,6065.0,281
California,Sacramento,-4.6466399625534756,% change,6067.0,289
California,San Benito,-4.945064604025663,% change,6069.0,295
California,San Bernardino,-4.201197772954028,% change,6071.0,302
California,San Diego,-6.55127344350102,% change,6073.0,315
California,San Francisco,nan,% change,6075.0,331
California,San Joaquin,-4.759189352554081,% change,6077.0,339
California,San Luis Obispo,-4.291354643200576,% change,6079.0,351
California,San Mateo,-6.318276637255369,% change,6081.0,368
California,Santa Barbara,-4.555866809941687,% change,6083.0,391
California,Santa Clara,-7.021709449426987,% change,6085.0,406
California,Santa Cruz,-4.986177638908157,% change,6087.0,415
California,Shasta,-1.0497643214644006,% change,6089.0,431
California,Sierra,nan,% change,6091.0,439
California,Siskiyou,0.7180393222796114,% change,6093.0,446
California,Solano,-2.8825292606337403,% change,6095.0,453
California,Sonoma,-4.766213071527836,% change,6097.0,463
California,Stanislaus,-2.731867832988878,% change,6099.0,473
California,Sutter,-1.6088231247155331,% change,6101.0,483
California,Tehama,-1.70035747050078,% change,6103.0,492
California,Trinity,1.0364228605271066,% change,6105.0,500
California,Tulare,-6.4443351107447,% change,6107.0,501
California,Tuolumne,4.08283914352751,% change,6109.0,513
California,Ventura,-4.236093155984555,% change,6111.0,521
California,Yolo,-5.243474911381664,% change,6113.0,525
California,Yuba,-2.995366435445399,% change,6115.0,541
Colorado,Adams,-9.763244256915145,% change,8001.0,545
Colorado,Alamosa,-5.924640555280107,% change,8003.0,549
Colorado,Arapahoe,-9.112265104806811,% change,8005.0,558
Colorado,Archuleta,nan,% change,8007.0,560
Colorado,Baca,nan,% change,8009.0,563
Colorado,Bent,-1.6689607708190133,% change,8011.0,564
Colorado,Boulder,-5.930328459030994,% change,8013.0,570
Colorado,Broomfield,nan,% change,8014.0,577
Colorado,Chaffee,nan,% change,8015.0,582
Colorado,Cheyenne,nan,% change,8017.0,587
Colorado,Clear Creek,nan,% change,8019.0,591
Colorado,Conejos,-0.7249003262051458,% change,8021.0,596
Colorado,Costilla,-0.9441821716189833,% change,8023.0,599
Colorado,Crowley,nan,% change,8025.0,605
Colorado,Custer,nan,% change,8027.0,610
Colorado,Delta,-1.0609643936407938,% change,8029.0,617
Colorado,Denver,nan,% change,8031.0,628
Colorado,Dolores,nan,% change,8033.0,636
Colorado,Douglas,-10.545312097176511,% change,8035.0,644
Colorado,Eagle,nan,% change,8037.0,648
Colorado,Elbert,nan,% change,8039.0,655
Colorado,El Paso,-9.1214196549983,% change,8041.0,661
Colorado,Fremont,-0.3226422703827015,% change,8043.0,664
Colorado,Garfield,-5.7001937643121465,% change,8045.0,667
Colorado,Gilpin,nan,% change,8047.0,672
Colorado,Grand,nan,% change,8049.0,677
Colorado,Gunnison,nan,% change,8051.0,682
Colorado,Hinsdale,nan,% change,8053.0,688
Colorado,Huerfano,nan,% change,8055.0,693
Colorado,Jackson,nan,% change,8057.0,701
Colorado,Jefferson,-3.83022148449024,% change,8059.0,706
Colorado,Kiowa,nan,% change,8061.0,711
Colorado,Kit Carson,nan,% change,8063.0,716
Colorado,Lake,nan,% change,8065.0,721
Colorado,La Plata,-5.666545586632769,% change,8067.0,727
Colorado,Larimer,-7.993697141203338,% change,8069.0,734
Colorado,Las Animas,nan,% change,8071.0,741
Colorado,Lincoln,nan,% change,8073.0,747
Colorado,Logan,1.3443687411404293,% change,8075.0,749
Colorado,Mesa,-5.609260763606824,% change,8077.0,751
Colorado,Mineral,nan,% change,8079.0,757
Colorado,Moffat,nan,% change,8081.0,758
Colorado,Montezuma,-1.0618633735792715,% change,8083.0,766
Colorado,Montrose,-2.5353150718584914,% change,8085.0,769
Colorado,Morgan,-2.1133220434659874,% change,8087.0,775
Colorado,Otero,0.5137261197623951,% change,8089.0,777
Colorado,Ouray,-6.5934065934066,% change,8091.0,780
Colorado,Park,nan,% change,8093.0,782
Colorado,Phillips,nan,% change,8095.0,785
Colorado,Pitkin,nan,% change,8097.0,789
Colorado,Prowers,nan,% change,8099.0,792
Colorado,Pueblo,-3.541314297084851,% change,8101.0,795
Colorado,Rio Blanco,nan,% change,8103.0,799
Colorado,Rio Grande,-0.36149642707019475,% change,8105.0,802
Colorado,Routt,nan,% change,8107.0,809
Colorado,Saguache,-2.706124386770063,% change,8109.0,811
Colorado,San Juan,nan,% change,8111.0,347
Colorado,San Miguel,-3.454641350210974,% change,8113.0,359
Colorado,Sedgwick,nan,% change,8115.0,366
Colorado,Summit,nan,% change,8117.0,373
Colorado,Teller,nan,% change,8119.0,375
Colorado,Washington,nan,% change,8121.0,377
Colorado,Weld,-10.00503564708065,% change,8123.0,382
Colorado,Yuma,-3.376110562685107,% change,8125.0,385
Connecticut,Fairfield,-4.035336459810241,% change,9001.0,410
Connecticut,Hartford,-1.4045604464810084,% change,9003.0,432
Connecticut,Litchfield,1.2861753487503704,% change,9005.0,443
Connecticut,Middlesex,-0.8331923532397287,% change,9007.0,450
Connecticut,New Haven,-1.1949009226538134,% change,9009.0,466
Connecticut,New London,-1.35753697238279,% change,9011.0,517
Connecticut,Tolland,-1.4585280450722076,% change,9013.0,524
Connecticut,Windham,-0.5918163164945329,% change,9015.0,529
Delaware,Kent,-8.139083950337387,% change,10001.0,532
Delaware,New Castle,-2.8662915979356205,% change,10003.0,536
Delaware,Sussex,-7.896613979938695,% change,10005.0,609
District of Columbia,District of Columbia,nan,% change,11001.0,630
Florida,Alachua,-3.569768227314449,% change,12001.0,639
Florida,Baker,-3.1051308590862017,% change,12003.0,641
Florida,Bay,-3.8244532340623465,% change,12005.0,658
Florida,Bradford,6.235948844580409,% change,12007.0,665
Florida,Brevard,nan,% change,12009.0,686
Florida,Broward,-5.370716709623524,% change,12011.0,695
Florida,Calhoun,nan,% change,12013.0,699
Florida,Charlotte,-1.8970589138431804,% change,12015.0,743
Florida,Citrus,1.2336990865743493,% change,12017.0,843
Florida,Clay,-5.1893321532769665,% change,12019.0,852
Florida,Collier,-5.436747214411372,% change,12021.0,894
Florida,Columbia,-1.9245777561808932,% change,12023.0,903
Florida,DeSoto,-0.7785566536428342,% change,12027.0,906
Florida,Dixie,nan,% change,12029.0,918
Florida,Duval,nan,% change,12031.0,924
Florida,Escambia,-2.23478012169986,% change,12033.0,931
Florida,Flagler,-8.180158247108944,% change,12035.0,935
Florida,Franklin,nan,% change,12037.0,937
Florida,Gadsden,-1.4884020618556744,% change,12039.0,938
Florida,Gilchrist,-1.5878658608839926,% change,12041.0,939
Florida,Glades,nan,% change,12043.0,940
Florida,Gulf,nan,% change,12045.0,941
Florida,Hamilton,-0.809083491977146,% change,12047.0,942
Florida,Hardee,0.35778175313060395,% change,12049.0,943
Florida,Hendry,3.543840089193271,% change,12051.0,944
Florida,Hernando,-1.8237819783064748,% change,12053.0,945
Florida,Highlands,1.0459397130553554,% change,12055.0,946
Florida,Hillsborough,-7.562386568102826,% change,12057.0,947
Florida,Holmes,1.3228585909782093,% change,12059.0,948
Florida,Indian River,-4.320250284414114,% change,12061.0,949
Florida,Jackson,-1.2434407987422569,% change,12063.0,950
Florida,Jefferson,1.3172724711186277,% change,12065.0,951
Florida,Lafayette,-4.708952683535688,% change,12067.0,952
Florida,Lake,-4.437785952559899,% change,12069.0,953
Florida,Lee,-6.22595426949826,% change,12071.0,954
Florida,Leon,-5.400758854179523,% change,12073.0,955
Florida,Levy,0.6660323501427102,% change,12075.0,956
Florida,Liberty,nan,% change,12077.0,957
Florida,Madison,2.1517314300819526,% change,12079.0,958
Florida,Manatee,-5.253418135431826,% change,12081.0,959
Florida,Marion,-2.5322214706040835,% change,12083.0,960
Florida,Martin,nan,% change,12085.0,961
Florida,Miami-Dade,-7.491125669859221,% change,12086.0,962
Florida,Monroe,nan,% change,12087.0,963
Florida,Nassau,-6.2278867803152105,% change,12089.0,964
Florida,Okaloosa,-3.9588448374665486,% change,12091.0,965
Florida,Okeechobee,nan,% change,12093.0,966
Florida,Orange,nan,% change,12095.0,967
Florida,Osceola,nan,% change,12097.0,968
Florida,Palm Beach,-5.28638187980529,% change,12099.0,969
Florida,Pasco,-3.6205584996748974,% change,12101.0,970
Florida,Pinellas,nan,% change,12103.0,971
Florida,Polk,-4.808766959505119,% change,12105.0,972
Florida,Putnam,2.7947717785533577,% change,12107.0,973
Florida,St. Johns,-13.312335283152276,% change,12109.0,974
Florida,St. Lucie,nan,% change,12111.0,975
Florida,Santa Rosa,-7.7133872984202005,% change,12113.0,976
Florida,Sarasota,nan,% change,12115.0,977
Florida,Seminole,-4.123933605341247,% change,12117.0,978
Florida,Sumter,-20.120450277775085,% change,12119.0,979
Florida,Suwannee,-7.293008279668824,% change,12121.0,980
Florida,Taylor,nan,% change,12123.0,981
Florida,Union,1.18781992387453,% change,12125.0,982
Florida,Volusia,0.3644973175652795,% change,12127.0,983
Florida,Wakulla,-7.193870925853762,% change,12129.0,984
Florida,Walton,-8.628422834604443,% change,12131.0,985
Florida,Washington,-5.500301993154815,% change,12133.0,986
Georgia,Appling,-2.0744854622672233,% change,13001.0,987
Georgia,Atkinson,1.2864077669902927,% change,13003.0,988
Georgia,Bacon,-1.8874675731281856,% change,13005.0,989
Georgia,Baker,10.068310068310062,% change,13007.0,990
Georgia,Baldwin,1.8898790305221969,% change,13009.0,991
Georgia,Banks,-3.7565122018097092,% change,13011.0,992
Georgia,Barrow,-7.7453452426741825,% change,13013.0,993
Georgia,Bartow,-4.785874160656562,% change,13015.0,994
Georgia,Ben Hill,nan,% change,13017.0,995
Georgia,Berrien,-4.293803082730433,% change,13019.0,996
Georgia,Bibb,nan,% change,13021.0,997
Georgia,Bleckley,nan,% change,13023.0,998
Georgia,Brantley,-7.243406504503534,% change,13025.0,999
Georgia,Brooks,5.1977328352440955,% change,13027.0,565
Georgia,Bryan,-12.334283236278033,% change,13029.0,573
Georgia,Bulloch,-9.72506279768849,% change,13031.0,579
Georgia,Burke,-0.6186459009301126,% change,13033.0,583
Georgia,Butts,nan,% change,13035.0,588
Georgia,Calhoun,nan,% change,13037.0,592
Georgia,Camden,nan,% change,13039.0,603
Georgia,Candler,nan,% change,13043.0,616
Georgia,Carroll,-2.2089975585236172,% change,13045.0,620
Georgia,Catoosa,-3.8039131237309918,% change,13047.0,626
Georgia,Charlton,nan,% change,13049.0,635
Georgia,Chatham,nan,% change,13051.0,646
Georgia,Chattahoochee,nan,% change,13053.0,656
Georgia,Chattooga,2.3050821014860214,% change,13055.0,659
Georgia,Cherokee,-8.259390612331792,% change,13057.0,662
Georgia,Clarke,-5.175640716371223,% change,13059.0,666
Georgia,Clay,5.191873589164802,% change,13061.0,670
Georgia,Clayton,nan,% change,13063.0,673
Georgia,Clinch,nan,% change,13065.0,676
Georgia,Cobb,-5.284765330311967,% change,13067.0,680
Georgia,Coffee,-4.13639423411714,% change,13069.0,684
Georgia,Colquitt,-4.116511592599816,% change,13071.0,689
Georgia,Columbia,-13.200829719026958,% change,13073.0,692
Georgia,Cook,-0.005935070330593625,% change,13075.0,697
Georgia,Coweta,-9.640415411205073,% change,13077.0,700
Georgia,Crawford,nan,% change,13079.0,704
Georgia,Crisp,-2.2137727080692833,% change,13081.0,707
Georgia,Dade,nan,% change,13083.0,708
Georgia,Dawson,-3.8274088978314205,% change,13085.0,713
Georgia,Decatur,1.5589145875068284,% change,13087.0,714
Georgia,DeKalb,nan,% change,13089.0,718
Georgia,Dodge,-0.5202474690663631,% change,13091.0,720
Georgia,Dooly,-3.318692044899945,% change,13093.0,724
Georgia,Dougherty,nan,% change,13095.0,728
Georgia,Douglas,-6.165458485912873,% change,13097.0,731
Georgia,Early,nan,% change,13099.0,735
Georgia,Echols,-1.3774104683195525,% change,13101.0,737
Georgia,Effingham,-6.974130341119852,% change,13103.0,742
Georgia,Elbert,4.937704248366004,% change,13105.0,746
Georgia,Emanuel,-3.2301833938810374,% change,13107.0,750
Georgia,Evans,2.23243598161524,% change,13109.0,754
Georgia,Fannin,-1.2058973921936156,% change,13111.0,755
Georgia,Fayette,-2.2548900950554494,% change,13113.0,760
Georgia,Floyd,-0.7559822562842314,% change,13115.0,764
Georgia,Forsyth,-16.255036561707207,% change,13117.0,768
Georgia,Franklin,1.1438206343419643,% change,13119.0,772
Georgia,Fulton,-11.094827656737055,% change,13121.0,779
Georgia,Gilmer,-0.7691489738772944,% change,13123.0,781
Georgia,Glascock,nan,% change,13125.0,783
Georgia,Glynn,nan,% change,13127.0,793
Georgia,Gordon,-4.118270111125089,% change,13129.0,796
Georgia,Grady,-2.8485757121439326,% change,13131.0,797
Georgia,Greene,nan,% change,13133.0,800
Georgia,Gwinnett,-9.006046980201441,% change,13135.0,804
Georgia,Habersham,-3.7121368936728056,% change,13137.0,806
Georgia,Hall,-6.7919918707975775,% change,13139.0,808
Georgia,Hancock,9.367396593673963,% change,13141.0,810
Georgia,Haralson,0.6236566717169898,% change,13143.0,813
Georgia,Harris,-7.148771736130284,% change,13145.0,814
Georgia,Hart,-2.6589504965981186,% change,13147.0,816
Georgia,Heard,-0.31746031746031506,% change,13149.0,817
Georgia,Henry,-9.431789280727097,% change,13151.0,820
Georgia,Houston,-9.518862056473392,% change,13153.0,823
Georgia,Irwin,-1.1557684298208948,% change,13155.0,825
Georgia,Jackson,-4.854770411538977,% change,13157.0,828
Georgia,Jasper,-0.15452538631347135,% change,13159.0,830
Georgia,Jeff Davis,nan,% change,13161.0,832
Georgia,Jefferson,2.6031823446930344,% change,13163.0,834
Georgia,Jenkins,nan,% change,13165.0,835
Georgia,Johnson,2.1734735139506753,% change,13167.0,837
Georgia,Jones,nan,% change,13169.0,839
Georgia,Lamar,-3.126385809312652,% change,13171.0,841
Georgia,Lanier,-13.734686064318538,% change,13173.0,845
Georgia,Laurens,-0.7022881673821391,% change,13175.0,847
Georgia,Lee,-3.2278282670009517,% change,13177.0,849
Georgia,Liberty,nan,% change,13179.0,855
Georgia,Lincoln,nan,% change,13181.0,857
Georgia,Long,nan,% change,13183.0,860
Georgia,Lowndes,-11.33418729685689,% change,13185.0,863
Georgia,Lumpkin,nan,% change,13187.0,865
Georgia,McDuffie,-0.5910875086585182,% change,13189.0,868
Georgia,McIntosh,nan,% change,13191.0,871
Georgia,Macon,0.7273744579661349,% change,13193.0,874
Georgia,Madison,-1.4155316266134226,% change,13195.0,875
Georgia,Marion,-5.484314174490475,% change,13197.0,877
Georgia,Meriwether,5.602477477477482,% change,13199.0,879
Georgia,Miller,nan,% change,13201.0,881
Georgia,Mitchell,3.7790571836717044,% change,13205.0,883
Georgia,Monroe,nan,% change,13207.0,885
Georgia,Montgomery,2.9741863075196533,% change,13209.0,887
Georgia,Morgan,-1.0207515423443523,% change,13211.0,890
Georgia,Murray,1.9248349415947015,% change,13213.0,892
Georgia,Muscogee,nan,% change,13215.0,896
Georgia,Newton,-5.342235410484671,% change,13217.0,899
Georgia,Oconee,-8.292581106870237,% change,13219.0,901
Georgia,Oglethorpe,-1.4796547472256558,% change,13221.0,905
Georgia,Paulding,-9.524696339520343,% change,13223.0,908
Georgia,Peach,-3.661777017435297,% change,13225.0,910
Georgia,Pickens,-0.811372856509715,% change,13227.0,912
Georgia,Pierce,-4.864721485411144,% change,13229.0,915
Georgia,Pike,-3.1877213695395588,% change,13231.0,7
Georgia,Polk,-0.7880718993992036,% change,13233.0,8
Georgia,Pulaski,-2.079055441478445,% change,13235.0,11
Georgia,Putnam,nan,% change,13237.0,13
Georgia,Quitman,nan,% change,13239.0,16
Georgia,Rabun,nan,% change,13241.0,18
Georgia,Randolph,nan,% change,13243.0,23
