State,County,Expenditures per capita restaurants 2012 (PC_FSRSALES12),Units,FIPS,FID
California,San Bernardino,750.3186457598626,Dollars,6071,302
California,San Diego,750.3186457598626,Dollars,6073,315
California,San Francisco,750.3186457598626,Dollars,6075,331
California,San Joaquin,750.3186457598626,Dollars,6077,339
California,San Luis Obispo,750.3186457598626,Dollars,6079,351
California,San Mateo,750.3186457598626,Dollars,6081,368
California,Santa Barbara,750.3186457598626,Dollars,6083,391
California,Santa Clara,750.3186457598626,Dollars,6085,406
California,Santa Cruz,750.3186457598626,Dollars,6087,415
California,Shasta,750.3186457598626,Dollars,6089,431
California,Sierra,750.3186457598626,Dollars,6091,439
California,Siskiyou,750.3186457598626,Dollars,6093,446
California,Solano,750.3186457598626,Dollars,6095,453
California,Sonoma,750.3186457598626,Dollars,6097,463
California,Stanislaus,750.3186457598626,Dollars,6099,473
California,Sutter,750.3186457598626,Dollars,6101,483
California,Tehama,750.3186457598626,Dollars,6103,492
California,Trinity,750.3186457598626,Dollars,6105,500
California,Tulare,750.3186457598626,Dollars,6107,501
California,Tuolumne,750.3186457598626,Dollars,6109,513
California,Ventura,750.3186457598626,Dollars,6111,521
California,Yolo,750.3186457598626,Dollars,6113,525
California,Yuba,750.3186457598626,Dollars,6115,541
Colorado,Adams,877.9232821616439,Dollars,8001,545
Colorado,Alamosa,877.9232821616439,Dollars,8003,549
Colorado,Arapahoe,877.9232821616439,Dollars,8005,558
Colorado,Archuleta,877.9232821616439,Dollars,8007,560
Colorado,Baca,877.9232821616439,Dollars,8009,563
Colorado,Bent,877.9232821616439,Dollars,8011,564
Colorado,Boulder,877.9232821616439,Dollars,8013,570
Colorado,Broomfield,877.9232821616439,Dollars,8014,577
Colorado,Chaffee,877.9232821616439,Dollars,8015,582
Colorado,Cheyenne,877.9232821616439,Dollars,8017,587
Colorado,Clear Creek,877.9232821616439,Dollars,8019,591
Colorado,Conejos,877.9232821616439,Dollars,8021,596
Colorado,Costilla,877.9232821616439,Dollars,8023,599
Colorado,Crowley,877.9232821616439,Dollars,8025,605
Colorado,Custer,877.9232821616439,Dollars,8027,610
Colorado,Delta,877.9232821616439,Dollars,8029,617
Colorado,Denver,877.9232821616439,Dollars,8031,628
Colorado,Dolores,877.9232821616439,Dollars,8033,636
Colorado,Douglas,877.9232821616439,Dollars,8035,644
Colorado,Eagle,877.9232821616439,Dollars,8037,648
Colorado,Elbert,877.9232821616439,Dollars,8039,655
Colorado,El Paso,877.9232821616439,Dollars,8041,661
Colorado,Fremont,877.9232821616439,Dollars,8043,664
Colorado,Garfield,877.9232821616439,Dollars,8045,667
Colorado,Gilpin,877.9232821616439,Dollars,8047,672
Colorado,Grand,877.9232821616439,Dollars,8049,677
Colorado,Gunnison,877.9232821616439,Dollars,8051,682
Colorado,Hinsdale,877.9232821616439,Dollars,8053,688
Colorado,Huerfano,877.9232821616439,Dollars,8055,693
Colorado,Jackson,877.9232821616439,Dollars,8057,701
Colorado,Jefferson,877.9232821616439,Dollars,8059,706
Colorado,Kiowa,877.9232821616439,Dollars,8061,711
Colorado,Kit Carson,877.9232821616439,Dollars,8063,716
Colorado,Lake,877.9232821616439,Dollars,8065,721
Colorado,La Plata,877.9232821616439,Dollars,8067,727
Colorado,Larimer,877.9232821616439,Dollars,8069,734
Colorado,Las Animas,877.9232821616439,Dollars,8071,741
Colorado,Lincoln,877.9232821616439,Dollars,8073,747
Colorado,Logan,877.9232821616439,Dollars,8075,749
Colorado,Mesa,877.9232821616439,Dollars,8077,751
Colorado,Mineral,877.9232821616439,Dollars,8079,757
Colorado,Moffat,877.9232821616439,Dollars,8081,758
Colorado,Montezuma,877.9232821616439,Dollars,8083,766
Colorado,Montrose,877.9232821616439,Dollars,8085,769
Colorado,Morgan,877.9232821616439,Dollars,8087,775
Colorado,Otero,877.9232821616439,Dollars,8089,777
Colorado,Ouray,877.9232821616439,Dollars,8091,780
Colorado,Park,877.9232821616439,Dollars,8093,782
Colorado,Phillips,877.9232821616439,Dollars,8095,785
Colorado,Pitkin,877.9232821616439,Dollars,8097,789
Colorado,Prowers,877.9232821616439,Dollars,8099,792
Colorado,Pueblo,877.9232821616439,Dollars,8101,795
Colorado,Rio Blanco,877.9232821616439,Dollars,8103,799
Colorado,Rio Grande,877.9232821616439,Dollars,8105,802
Colorado,Routt,877.9232821616439,Dollars,8107,809
Colorado,Saguache,877.9232821616439,Dollars,8109,811
Colorado,San Juan,877.9232821616439,Dollars,8111,347
Colorado,San Miguel,877.9232821616439,Dollars,8113,359
Colorado,Sedgwick,877.9232821616439,Dollars,8115,366
Colorado,Summit,877.9232821616439,Dollars,8117,373
Colorado,Teller,877.9232821616439,Dollars,8119,375
Colorado,Washington,877.9232821616439,Dollars,8121,377
Colorado,Weld,877.9232821616439,Dollars,8123,382
Colorado,Yuma,877.9232821616439,Dollars,8125,385
Connecticut,Fairfield,799.4295283795014,Dollars,9001,410
Connecticut,Hartford,799.4295283795014,Dollars,9003,432
Connecticut,Litchfield,799.4295283795014,Dollars,9005,443
Connecticut,Middlesex,799.4295283795014,Dollars,9007,450
Connecticut,New Haven,799.4295283795014,Dollars,9009,466
Connecticut,New London,799.4295283795014,Dollars,9011,517
Connecticut,Tolland,799.4295283795014,Dollars,9013,524
Connecticut,Windham,799.4295283795014,Dollars,9015,529
Delaware,Kent,920.9009730081032,Dollars,10001,532
Delaware,New Castle,920.9009730081032,Dollars,10003,536
Delaware,Sussex,920.9009730081032,Dollars,10005,609
District of Columbia,District of Columbia,2160.5031045408546,Dollars,11001,630
Florida,Alachua,882.9351802044528,Dollars,12001,639
Florida,Baker,882.9351802044528,Dollars,12003,641
Florida,Bay,882.9351802044528,Dollars,12005,658
Florida,Bradford,882.9351802044528,Dollars,12007,665
Florida,Brevard,882.9351802044528,Dollars,12009,686
Florida,Broward,882.9351802044528,Dollars,12011,695
Florida,Calhoun,882.9351802044528,Dollars,12013,699
Florida,Charlotte,882.9351802044528,Dollars,12015,743
Florida,Citrus,882.9351802044528,Dollars,12017,843
Florida,Clay,882.9351802044528,Dollars,12019,852
Florida,Collier,882.9351802044528,Dollars,12021,894
Florida,Columbia,882.9351802044528,Dollars,12023,903
Florida,DeSoto,882.9351802044528,Dollars,12027,906
Florida,Dixie,882.9351802044528,Dollars,12029,918
Florida,Duval,882.9351802044528,Dollars,12031,924
Florida,Escambia,882.9351802044528,Dollars,12033,931
Florida,Flagler,882.9351802044528,Dollars,12035,935
Florida,Franklin,882.9351802044528,Dollars,12037,937
Florida,Gadsden,882.9351802044528,Dollars,12039,938
Florida,Gilchrist,882.9351802044528,Dollars,12041,939
Florida,Glades,882.9351802044528,Dollars,12043,940
Florida,Gulf,882.9351802044528,Dollars,12045,941
Florida,Hamilton,882.9351802044528,Dollars,12047,942
Florida,Hardee,882.9351802044528,Dollars,12049,943
Florida,Hendry,882.9351802044528,Dollars,12051,944
Florida,Hernando,882.9351802044528,Dollars,12053,945
Florida,Highlands,882.9351802044528,Dollars,12055,946
Florida,Hillsborough,882.9351802044528,Dollars,12057,947
Florida,Holmes,882.9351802044528,Dollars,12059,948
Florida,Indian River,882.9351802044528,Dollars,12061,949
Florida,Jackson,882.9351802044528,Dollars,12063,950
Florida,Jefferson,882.9351802044528,Dollars,12065,951
Florida,Lafayette,882.9351802044528,Dollars,12067,952
Florida,Lake,882.9351802044528,Dollars,12069,953
Florida,Lee,882.9351802044528,Dollars,12071,954
Florida,Leon,882.9351802044528,Dollars,12073,955
Florida,Levy,882.9351802044528,Dollars,12075,956
Florida,Liberty,882.9351802044528,Dollars,12077,957
Florida,Madison,882.9351802044528,Dollars,12079,958
Florida,Manatee,882.9351802044528,Dollars,12081,959
Florida,Marion,882.9351802044528,Dollars,12083,960
Florida,Martin,882.9351802044528,Dollars,12085,961
Florida,Miami-Dade,882.9351802044528,Dollars,12086,962
Florida,Monroe,882.9351802044528,Dollars,12087,963
Florida,Nassau,882.9351802044528,Dollars,12089,964
Florida,Okaloosa,882.9351802044528,Dollars,12091,965
Florida,Okeechobee,882.9351802044528,Dollars,12093,966
Florida,Orange,882.9351802044528,Dollars,12095,967
Florida,Osceola,882.9351802044528,Dollars,12097,968
Florida,Palm Beach,882.9351802044528,Dollars,12099,969
Florida,Pasco,882.9351802044528,Dollars,12101,970
Florida,Pinellas,882.9351802044528,Dollars,12103,971
Florida,Polk,882.9351802044528,Dollars,12105,972
Florida,Putnam,882.9351802044528,Dollars,12107,973
Florida,St. Johns,882.9351802044528,Dollars,12109,974
Florida,St. Lucie,882.9351802044528,Dollars,12111,975
Florida,Santa Rosa,882.9351802044528,Dollars,12113,976
Florida,Sarasota,882.9351802044528,Dollars,12115,977
Florida,Seminole,882.9351802044528,Dollars,12117,978
Florida,Sumter,882.9351802044528,Dollars,12119,979
Florida,Suwannee,882.9351802044528,Dollars,12121,980
Florida,Taylor,882.9351802044528,Dollars,12123,981
Florida,Union,882.9351802044528,Dollars,12125,982
Florida,Volusia,882.9351802044528,Dollars,12127,983
Florida,Wakulla,882.9351802044528,Dollars,12129,984
Florida,Walton,882.9351802044528,Dollars,12131,985
Florida,Washington,882.9351802044528,Dollars,12133,986
Georgia,Appling,649.8371361785203,Dollars,13001,987
Georgia,Atkinson,649.8371361785203,Dollars,13003,988
Georgia,Bacon,649.8371361785203,Dollars,13005,989
Georgia,Baker,649.8371361785203,Dollars,13007,990
Georgia,Baldwin,649.8371361785203,Dollars,13009,991
Georgia,Banks,649.8371361785203,Dollars,13011,992
Georgia,Barrow,649.8371361785203,Dollars,13013,993
Georgia,Bartow,649.8371361785203,Dollars,13015,994
Georgia,Ben Hill,649.8371361785203,Dollars,13017,995
Georgia,Berrien,649.8371361785203,Dollars,13019,996
Georgia,Bibb,649.8371361785203,Dollars,13021,997
Georgia,Bleckley,649.8371361785203,Dollars,13023,998
Georgia,Brantley,649.8371361785203,Dollars,13025,999
Georgia,Brooks,649.8371361785203,Dollars,13027,565
Georgia,Bryan,649.8371361785203,Dollars,13029,573
Georgia,Bulloch,649.8371361785203,Dollars,13031,579
Georgia,Burke,649.8371361785203,Dollars,13033,583
Georgia,Butts,649.8371361785203,Dollars,13035,588
Georgia,Calhoun,649.8371361785203,Dollars,13037,592
Georgia,Camden,649.8371361785203,Dollars,13039,603
Georgia,Candler,649.8371361785203,Dollars,13043,616
Georgia,Carroll,649.8371361785203,Dollars,13045,620
Georgia,Catoosa,649.8371361785203,Dollars,13047,626
Georgia,Charlton,649.8371361785203,Dollars,13049,635
Georgia,Chatham,649.8371361785203,Dollars,13051,646
Georgia,Chattahoochee,649.8371361785203,Dollars,13053,656
Georgia,Chattooga,649.8371361785203,Dollars,13055,659
Georgia,Cherokee,649.8371361785203,Dollars,13057,662
Georgia,Clarke,649.8371361785203,Dollars,13059,666
Georgia,Clay,649.8371361785203,Dollars,13061,670
Georgia,Clayton,649.8371361785203,Dollars,13063,673
Georgia,Clinch,649.8371361785203,Dollars,13065,676
Georgia,Cobb,649.8371361785203,Dollars,13067,680
Georgia,Coffee,649.8371361785203,Dollars,13069,684
Georgia,Colquitt,649.8371361785203,Dollars,13071,689
Georgia,Columbia,649.8371361785203,Dollars,13073,692
Georgia,Cook,649.8371361785203,Dollars,13075,697
Georgia,Coweta,649.8371361785203,Dollars,13077,700
Georgia,Crawford,649.8371361785203,Dollars,13079,704
Georgia,Crisp,649.8371361785203,Dollars,13081,707
Georgia,Dade,649.8371361785203,Dollars,13083,708
Georgia,Dawson,649.8371361785203,Dollars,13085,713
Georgia,Decatur,649.8371361785203,Dollars,13087,714
Georgia,DeKalb,649.8371361785203,Dollars,13089,718
Georgia,Dodge,649.8371361785203,Dollars,13091,720
Georgia,Dooly,649.8371361785203,Dollars,13093,724
Georgia,Dougherty,649.8371361785203,Dollars,13095,728
Georgia,Douglas,649.8371361785203,Dollars,13097,731
Georgia,Early,649.8371361785203,Dollars,13099,735
Georgia,Echols,649.8371361785203,Dollars,13101,737
Georgia,Effingham,649.8371361785203,Dollars,13103,742
Georgia,Elbert,649.8371361785203,Dollars,13105,746
Georgia,Emanuel,649.8371361785203,Dollars,13107,750
Georgia,Evans,649.8371361785203,Dollars,13109,754
Georgia,Fannin,649.8371361785203,Dollars,13111,755
Georgia,Fayette,649.8371361785203,Dollars,13113,760
Georgia,Floyd,649.8371361785203,Dollars,13115,764
Georgia,Forsyth,649.8371361785203,Dollars,13117,768
Georgia,Franklin,649.8371361785203,Dollars,13119,772
Georgia,Fulton,649.8371361785203,Dollars,13121,779
Georgia,Gilmer,649.8371361785203,Dollars,13123,781
Georgia,Glascock,649.8371361785203,Dollars,13125,783
Georgia,Glynn,649.8371361785203,Dollars,13127,793
Georgia,Gordon,649.8371361785203,Dollars,13129,796
Georgia,Grady,649.8371361785203,Dollars,13131,797
Georgia,Greene,649.8371361785203,Dollars,13133,800
Georgia,Gwinnett,649.8371361785203,Dollars,13135,804
Georgia,Habersham,649.8371361785203,Dollars,13137,806
Georgia,Hall,649.8371361785203,Dollars,13139,808
Georgia,Hancock,649.8371361785203,Dollars,13141,810
Georgia,Haralson,649.8371361785203,Dollars,13143,813
Georgia,Harris,649.8371361785203,Dollars,13145,814
Georgia,Hart,649.8371361785203,Dollars,13147,816
Georgia,Heard,649.8371361785203,Dollars,13149,817
Georgia,Henry,649.8371361785203,Dollars,13151,820
Georgia,Houston,649.8371361785203,Dollars,13153,823
Georgia,Irwin,649.8371361785203,Dollars,13155,825
Georgia,Jackson,649.8371361785203,Dollars,13157,828
Georgia,Jasper,649.8371361785203,Dollars,13159,830
Georgia,Jeff Davis,649.8371361785203,Dollars,13161,832
Georgia,Jefferson,649.8371361785203,Dollars,13163,834
Georgia,Jenkins,649.8371361785203,Dollars,13165,835
Georgia,Johnson,649.8371361785203,Dollars,13167,837
Georgia,Jones,649.8371361785203,Dollars,13169,839
Georgia,Lamar,649.8371361785203,Dollars,13171,841
Georgia,Lanier,649.8371361785203,Dollars,13173,845
Georgia,Laurens,649.8371361785203,Dollars,13175,847
Georgia,Lee,649.8371361785203,Dollars,13177,849
Georgia,Liberty,649.8371361785203,Dollars,13179,855
Georgia,Lincoln,649.8371361785203,Dollars,13181,857
Georgia,Long,649.8371361785203,Dollars,13183,860
Georgia,Lowndes,649.8371361785203,Dollars,13185,863
Georgia,Lumpkin,649.8371361785203,Dollars,13187,865
Georgia,McDuffie,649.8371361785203,Dollars,13189,868
Georgia,McIntosh,649.8371361785203,Dollars,13191,871
Georgia,Macon,649.8371361785203,Dollars,13193,874
Georgia,Madison,649.8371361785203,Dollars,13195,875
Georgia,Marion,649.8371361785203,Dollars,13197,877
Georgia,Meriwether,649.8371361785203,Dollars,13199,879
Georgia,Miller,649.8371361785203,Dollars,13201,881
Georgia,Mitchell,649.8371361785203,Dollars,13205,883
Georgia,Monroe,649.8371361785203,Dollars,13207,885
Georgia,Montgomery,649.8371361785203,Dollars,13209,887
Georgia,Morgan,649.8371361785203,Dollars,13211,890
Georgia,Murray,649.8371361785203,Dollars,13213,892
Georgia,Muscogee,649.8371361785203,Dollars,13215,896
Georgia,Newton,649.8371361785203,Dollars,13217,899
