State,County,Convenience stores per 1000 pop 2011 (CONVSPTH11),Units,FIPS,FID
Alabama,Pike,0.57633391,"# per 1,000 pop",1109,279
Alabama,Randolph,0.659630607,"# per 1,000 pop",1111,284
Alabama,Russell,0.62006456,"# per 1,000 pop",1113,288
Alabama,St. Clair,0.676871193,"# per 1,000 pop",1115,292
Alabama,Shelby,0.510397453,"# per 1,000 pop",1117,298
Alabama,Sumter,1.037728856,"# per 1,000 pop",1119,303
Alabama,Talladega,0.855829421,"# per 1,000 pop",1121,306
Alabama,Tallapoosa,1.014639803,"# per 1,000 pop",1123,308
Alabama,Tuscaloosa,0.549062273,"# per 1,000 pop",1125,313
Alabama,Walker,0.796070715,"# per 1,000 pop",1127,317
Alabama,Washington,0.518582541,"# per 1,000 pop",1129,319
Alabama,Wilcox,0.611888112,"# per 1,000 pop",1131,326
Alabama,Winston,0.903342367,"# per 1,000 pop",1133,332
Alaska,Aleutians East,0.0,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.357973868,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.20250362,"# per 1,000 pop",2020,400
Alaska,Bethel,0.344510795,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,0.970873786,"# per 1,000 pop",2060,423
Alaska,Denali,1.604278075,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.404203719,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.224178691,"# per 1,000 pop",2090,454
Alaska,Haines,0.0,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105,476
Alaska,Juneau,0.155462969,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.35521455,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.366461448,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.1447178,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,0.0,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.218052572,"# per 1,000 pop",2170,556
Alaska,Nome,0.204603581,"# per 1,000 pop",2180,571
Alaska,North Slope,0.209446015,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,0.38935756,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.0,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198,669
Alaska,Sitka,0.337533753,"# per 1,000 pop",2220,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.699398517,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.718538288,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,1.065530101,"# per 1,000 pop",2290,753
Arizona,Apache,0.471051137,"# per 1,000 pop",4001,761
Arizona,Cochise,0.428726157,"# per 1,000 pop",4003,763
Arizona,Coconino,0.618567457,"# per 1,000 pop",4005,771
Arizona,Gila,0.580285276,"# per 1,000 pop",4007,787
Arizona,Graham,0.511798298,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.933597853,"# per 1,000 pop",4011,1
Arizona,La Paz,0.923136721,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.258164484,"# per 1,000 pop",4013,9
Arizona,Mohave,0.434068455,"# per 1,000 pop",4015,15
Arizona,Navajo,0.558046095,"# per 1,000 pop",4017,17
Arizona,Pima,0.309937131,"# per 1,000 pop",4019,21
Arizona,Pinal,0.19565022,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.336028562,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.393583172,"# per 1,000 pop",4025,35
Arizona,Yuma,0.310986716,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.688960729,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.922807179,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.532159358,"# per 1,000 pop",5005,54
Arkansas,Benton,0.349609093,"# per 1,000 pop",5007,59
Arkansas,Boone,0.512640639,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.525164114,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.381460996,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.510055377,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.85521252,"# per 1,000 pop",5017,77
Arkansas,Clark,0.436338249,"# per 1,000 pop",5019,86
Arkansas,Clay,0.315020161,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.540749324,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.461254613,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.648245685,"# per 1,000 pop",5027,107
Arkansas,Conway,0.852474544,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.325500966,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.40453729,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.594012355,"# per 1,000 pop",5035,119
Arkansas,Cross,0.337154417,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.994159314,"# per 1,000 pop",5039,128
Arkansas,Desha,0.550011786,"# per 1,000 pop",5041,130
Arkansas,Drew,0.640854473,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.361374255,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.277885844,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.326850793,"# per 1,000 pop",5049,146
Arkansas,Garland,0.475039759,"# per 1,000 pop",5051,151
Arkansas,Grant,0.55766228,"# per 1,000 pop",5053,155
Arkansas,Greene,0.397651517,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.622498888,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.543330617,"# per 1,000 pop",5059,184
Arkansas,Howard,0.723536647,"# per 1,000 pop",5061,191
Arkansas,Independence,0.569939749,"# per 1,000 pop",5063,200
Arkansas,Izard,0.589666102,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.44732722,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.513103884,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.468000468,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.929244657,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.463070155,"# per 1,000 pop",5075,230
Arkansas,Lee,0.0,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.48828125,"# per 1,000 pop",5079,244
Arkansas,Little River,0.5407911,"# per 1,000 pop",5081,251
Arkansas,Logan,0.764766746,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.388724121,"# per 1,000 pop",5085,268
Arkansas,Madison,0.574859479,"# per 1,000 pop",5087,277
Arkansas,Marion,0.299886043,"# per 1,000 pop",5089,282
Arkansas,Miller,0.639985372,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.608550129,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.987898246,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.532084708,"# per 1,000 pop",5097,304
Arkansas,Nevada,1.221543587,"# per 1,000 pop",5099,307
Arkansas,Newton,0.121036069,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.50528607,"# per 1,000 pop",5103,316
Arkansas,Perry,0.481834827,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.373744452,"# per 1,000 pop",5107,322
Arkansas,Pike,0.534188034,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.613747954,"# per 1,000 pop",5111,333
Arkansas,Polk,0.632480296,"# per 1,000 pop",5113,337
Arkansas,Pope,0.526702206,"# per 1,000 pop",5115,340
Arkansas,Prairie,1.162790698,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.52239713,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.333889816,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.679056469,"# per 1,000 pop",5123,357
Arkansas,Saline,0.283081756,"# per 1,000 pop",5125,360
Arkansas,Scott,0.534045394,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.743494424,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.44120196,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.756914119,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.405350628,"# per 1,000 pop",5135,394
Arkansas,Stone,0.320076818,"# per 1,000 pop",5137,399
Arkansas,Union,0.990649238,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.872194441,"# per 1,000 pop",5141,407
Arkansas,Washington,0.341783242,"# per 1,000 pop",5143,417
Arkansas,White,0.48714826,"# per 1,000 pop",5145,428
Arkansas,Woodruff,0.696767001,"# per 1,000 pop",5147,435
Arkansas,Yell,0.456121146,"# per 1,000 pop",5149,438
California,Alameda,0.193837027,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.266389621,"# per 1,000 pop",6005,472
California,Butte,0.295450517,"# per 1,000 pop",6007,486
California,Calaveras,0.442840378,"# per 1,000 pop",6009,489
California,Colusa,0.655246654,"# per 1,000 pop",6011,497
California,Contra Costa,0.204467905,"# per 1,000 pop",6013,503
California,Del Norte,0.246071642,"# per 1,000 pop",6015,511
California,El Dorado,0.31496063,"# per 1,000 pop",6017,522
California,Fresno,0.29988515,"# per 1,000 pop",6019,527
California,Glenn,0.674715909,"# per 1,000 pop",6021,537
California,Humboldt,0.391898787,"# per 1,000 pop",6023,551
California,Imperial,0.323574993,"# per 1,000 pop",6025,557
California,Inyo,0.815173088,"# per 1,000 pop",6027,562
California,Kern,0.292188551,"# per 1,000 pop",6029,84
California,Kings,0.289416563,"# per 1,000 pop",6031,94
California,Lake,0.435641716,"# per 1,000 pop",6033,100
California,Lassen,0.496437332,"# per 1,000 pop",6035,104
California,Los Angeles,0.184301069,"# per 1,000 pop",6037,139
California,Madera,0.296294345,"# per 1,000 pop",6039,153
California,Marin,0.17220798,"# per 1,000 pop",6041,168
California,Mariposa,0.440189281,"# per 1,000 pop",6043,178
California,Mendocino,0.469284741,"# per 1,000 pop",6045,190
California,Merced,0.288898219,"# per 1,000 pop",6047,204
California,Modoc,0.42038886,"# per 1,000 pop",6049,207
California,Mono,0.697885407,"# per 1,000 pop",6051,214
California,Monterey,0.261182158,"# per 1,000 pop",6053,228
California,Napa,0.27555201,"# per 1,000 pop",6055,236
California,Nevada,0.28364771,"# per 1,000 pop",6057,243
California,Orange,0.200755535,"# per 1,000 pop",6059,257
California,Placer,0.272131745,"# per 1,000 pop",6061,266
California,Plumas,0.710083181,"# per 1,000 pop",6063,275
California,Riverside,0.190528157,"# per 1,000 pop",6065,281
California,Sacramento,0.249563264,"# per 1,000 pop",6067,289
California,San Benito,0.142770461,"# per 1,000 pop",6069,295
California,San Bernardino,0.218194407,"# per 1,000 pop",6071,302
California,San Diego,0.22358347,"# per 1,000 pop",6073,315
California,San Francisco,0.13475537,"# per 1,000 pop",6075,331
California,San Joaquin,0.222998802,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.298727642,"# per 1,000 pop",6079,351
California,San Mateo,0.196153203,"# per 1,000 pop",6081,368
California,Santa Barbara,0.23236273,"# per 1,000 pop",6083,391
California,Santa Clara,0.179180643,"# per 1,000 pop",6085,406
California,Santa Cruz,0.192378057,"# per 1,000 pop",6087,415
California,Shasta,0.433570765,"# per 1,000 pop",6089,431
California,Sierra,0.322580645,"# per 1,000 pop",6091,439
California,Siskiyou,0.650020173,"# per 1,000 pop",6093,446
California,Solano,0.280809885,"# per 1,000 pop",6095,453
California,Sonoma,0.26239079,"# per 1,000 pop",6097,463
California,Stanislaus,0.29920816,"# per 1,000 pop",6099,473
California,Sutter,0.391285956,"# per 1,000 pop",6101,483
California,Tehama,0.410437748,"# per 1,000 pop",6103,492
California,Trinity,0.584923594,"# per 1,000 pop",6105,500
California,Tulare,0.288359658,"# per 1,000 pop",6107,501
California,Tuolumne,0.401225562,"# per 1,000 pop",6109,513
California,Ventura,0.203371882,"# per 1,000 pop",6111,521
California,Yolo,0.247424313,"# per 1,000 pop",6113,525
California,Yuba,0.344775275,"# per 1,000 pop",6115,541
Colorado,Adams,0.26359917,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.496370292,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.258139515,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.499417346,"# per 1,000 pop",8007,560
Colorado,Baca,0.794070937,"# per 1,000 pop",8009,563
Colorado,Bent,0.474083439,"# per 1,000 pop",8011,564
Colorado,Boulder,0.269534604,"# per 1,000 pop",8013,570
Colorado,Broomfield,0.226303421,"# per 1,000 pop",8014,577
Colorado,Chaffee,1.109939508,"# per 1,000 pop",8015,582
Colorado,Cheyenne,1.079330815,"# per 1,000 pop",8017,587
Colorado,Clear Creek,0.777604977,"# per 1,000 pop",8019,591
Colorado,Conejos,0.241575069,"# per 1,000 pop",8021,596
Colorado,Costilla,0.825082508,"# per 1,000 pop",8023,599
Colorado,Crowley,0.17067759,"# per 1,000 pop",8025,605
Colorado,Custer,0.473036897,"# per 1,000 pop",8027,610
Colorado,Delta,0.395100751,"# per 1,000 pop",8029,617
Colorado,Denver,0.351978507,"# per 1,000 pop",8031,628
Colorado,Dolores,0.0,"# per 1,000 pop",8033,636
Colorado,Douglas,0.205219414,"# per 1,000 pop",8035,644
Colorado,Eagle,0.366145071,"# per 1,000 pop",8037,648
Colorado,Elbert,0.258977901,"# per 1,000 pop",8039,655
Colorado,El Paso,0.281183042,"# per 1,000 pop",8041,661
Colorado,Fremont,0.3170242,"# per 1,000 pop",8043,664
Colorado,Garfield,0.518190265,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.184569952,"# per 1,000 pop",8047,672
Colorado,Grand,0.756325633,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.388500389,"# per 1,000 pop",8051,682
Colorado,Hinsdale,2.424242424,"# per 1,000 pop",8053,688
Colorado,Huerfano,1.073784323,"# per 1,000 pop",8055,693
Colorado,Jackson,1.47275405,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.290509947,"# per 1,000 pop",8059,706
Colorado,Kiowa,0.69881202,"# per 1,000 pop",8061,711
Colorado,Kit Carson,0.735654733,"# per 1,000 pop",8063,716
Colorado,Lake,0.954328562,"# per 1,000 pop",8065,721
Colorado,La Plata,0.482905157,"# per 1,000 pop",8067,727
Colorado,Larimer,0.281942254,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.532162576,"# per 1,000 pop",8071,741
Colorado,Lincoln,0.923020122,"# per 1,000 pop",8073,747
Colorado,Logan,0.181126607,"# per 1,000 pop",8075,749
Colorado,Mesa,0.387028436,"# per 1,000 pop",8077,751
Colorado,Mineral,1.406469761,"# per 1,000 pop",8079,757
Colorado,Moffat,0.596480763,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.510544712,"# per 1,000 pop",8083,766
Colorado,Montrose,0.342089188,"# per 1,000 pop",8085,769
Colorado,Morgan,0.281729821,"# per 1,000 pop",8087,775
Colorado,Otero,0.84835631,"# per 1,000 pop",8089,777
Colorado,Ouray,0.226603218,"# per 1,000 pop",8091,780
Colorado,Park,0.311662407,"# per 1,000 pop",8093,782
Colorado,Phillips,0.685871056,"# per 1,000 pop",8095,785
Colorado,Pitkin,0.349935845,"# per 1,000 pop",8097,789
Colorado,Prowers,0.798977309,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.399572956,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.886132034,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.58798824,"# per 1,000 pop",8105,802
Colorado,Routt,0.559235998,"# per 1,000 pop",8107,809
Colorado,Saguache,0.809454428,"# per 1,000 pop",8109,811
Colorado,San Juan,2.898550725,"# per 1,000 pop",8111,347
Colorado,San Miguel,0.133886732,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.0,"# per 1,000 pop",8115,366
Colorado,Summit,0.571673574,"# per 1,000 pop",8117,373
Colorado,Teller,0.470829945,"# per 1,000 pop",8119,375
Colorado,Washington,0.419903422,"# per 1,000 pop",8121,377
Colorado,Weld,0.282367867,"# per 1,000 pop",8123,382
Colorado,Yuma,0.297088532,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.238864297,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.327475166,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.375510377,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.300724747,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.334210298,"# per 1,000 pop",9009,466
Connecticut,New London,0.42455696,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.280930075,"# per 1,000 pop",9013,524
Connecticut,Windham,0.396972871,"# per 1,000 pop",9015,529
Delaware,Kent,0.387528838,"# per 1,000 pop",10001,532
Delaware,New Castle,0.324554383,"# per 1,000 pop",10003,536
Delaware,Sussex,0.443994353,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,0.275657063,"# per 1,000 pop",11001,630
Florida,Alachua,0.500336226,"# per 1,000 pop",12001,639
Florida,Baker,0.66563124,"# per 1,000 pop",12003,641
Florida,Bay,0.589897417,"# per 1,000 pop",12005,658
Florida,Bradford,0.738604389,"# per 1,000 pop",12007,665
Florida,Brevard,0.51612761,"# per 1,000 pop",12009,686
Florida,Broward,0.410585498,"# per 1,000 pop",12011,695
Florida,Calhoun,0.271849939,"# per 1,000 pop",12013,699
Florida,Charlotte,0.369024462,"# per 1,000 pop",12015,743
Florida,Citrus,0.486530963,"# per 1,000 pop",12017,843
Florida,Clay,0.384835405,"# per 1,000 pop",12019,852
Florida,Collier,0.363173588,"# per 1,000 pop",12021,894
Florida,Columbia,0.817126982,"# per 1,000 pop",12023,903
Florida,DeSoto,0.488589987,"# per 1,000 pop",12027,906
Florida,Dixie,0.304822289,"# per 1,000 pop",12029,918
Florida,Duval,0.456210132,"# per 1,000 pop",12031,924
Florida,Escambia,0.524441653,"# per 1,000 pop",12033,931
Florida,Flagler,0.276965687,"# per 1,000 pop",12035,935
Florida,Franklin,0.871915599,"# per 1,000 pop",12037,937
Florida,Gadsden,0.654629923,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.353086565,"# per 1,000 pop",12041,939
Florida,Glades,0.311696408,"# per 1,000 pop",12043,940
Florida,Gulf,0.507614213,"# per 1,000 pop",12045,941
Florida,Hamilton,0.959495579,"# per 1,000 pop",12047,942
Florida,Hardee,0.650829808,"# per 1,000 pop",12049,943
Florida,Hendry,0.693356616,"# per 1,000 pop",12051,944
Florida,Hernando,0.324006573,"# per 1,000 pop",12053,945
Florida,Highlands,0.477394846,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.433435412,"# per 1,000 pop",12057,947
Florida,Holmes,0.655274963,"# per 1,000 pop",12059,948
Florida,Indian River,0.409818386,"# per 1,000 pop",12061,949
Florida,Jackson,0.548959011,"# per 1,000 pop",12063,950
Florida,Jefferson,1.377505338,"# per 1,000 pop",12065,951
Florida,Lafayette,0.568181818,"# per 1,000 pop",12067,952
Florida,Lake,0.509132777,"# per 1,000 pop",12069,953
Florida,Lee,0.402486543,"# per 1,000 pop",12071,954
Florida,Leon,0.409557785,"# per 1,000 pop",12073,955
Florida,Levy,0.846740051,"# per 1,000 pop",12075,956
Florida,Liberty,0.847355042,"# per 1,000 pop",12077,957
Florida,Madison,0.73198787,"# per 1,000 pop",12079,958
Florida,Manatee,0.418265693,"# per 1,000 pop",12081,959
Florida,Marion,0.553704857,"# per 1,000 pop",12083,960
Florida,Martin,0.453082312,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.328209021,"# per 1,000 pop",12086,962
Florida,Monroe,0.756951109,"# per 1,000 pop",12087,963
Florida,Nassau,0.579936881,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.475202097,"# per 1,000 pop",12091,965
Florida,Okeechobee,0.727655944,"# per 1,000 pop",12093,966
Florida,Orange,0.445008178,"# per 1,000 pop",12095,967
Florida,Osceola,0.40540589,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.350768287,"# per 1,000 pop",12099,969
Florida,Pasco,0.400855731,"# per 1,000 pop",12101,970
Florida,Pinellas,0.471387436,"# per 1,000 pop",12103,971
Florida,Polk,0.472189978,"# per 1,000 pop",12105,972
Florida,Putnam,0.67902492,"# per 1,000 pop",12107,973
Florida,St. Johns,0.326399053,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.335131396,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.378868147,"# per 1,000 pop",12113,976
Florida,Sarasota,0.342695997,"# per 1,000 pop",12115,977
Florida,Seminole,0.384601855,"# per 1,000 pop",12117,978
Florida,Sumter,0.387850086,"# per 1,000 pop",12119,979
Florida,Suwannee,0.761175439,"# per 1,000 pop",12121,980
Florida,Taylor,1.103655306,"# per 1,000 pop",12123,981
Florida,Union,0.523012552,"# per 1,000 pop",12125,982
Florida,Volusia,0.52782828,"# per 1,000 pop",12127,983
Florida,Wakulla,0.387459236,"# per 1,000 pop",12129,984
Florida,Walton,0.647621789,"# per 1,000 pop",12131,985
Florida,Washington,0.693679357,"# per 1,000 pop",12133,986
Georgia,Appling,0.703882181,"# per 1,000 pop",13001,987
Georgia,Atkinson,0.836020542,"# per 1,000 pop",13003,988
Georgia,Bacon,0.806307113,"# per 1,000 pop",13005,989
Georgia,Baker,0.301568154,"# per 1,000 pop",13007,990
Georgia,Baldwin,0.863844774,"# per 1,000 pop",13009,991
Georgia,Banks,0.602178792,"# per 1,000 pop",13011,992
Georgia,Barrow,0.658139468,"# per 1,000 pop",13013,993
Georgia,Bartow,0.668575933,"# per 1,000 pop",13015,994
Georgia,Ben Hill,1.081819735,"# per 1,000 pop",13017,995
Georgia,Berrien,1.238326196,"# per 1,000 pop",13019,996
Georgia,Bibb,1.113842372,"# per 1,000 pop",13021,997
Georgia,Bleckley,0.535168196,"# per 1,000 pop",13023,998
Georgia,Brantley,0.755124056,"# per 1,000 pop",13025,999
Georgia,Brooks,0.812804802,"# per 1,000 pop",13027,565
Georgia,Bryan,0.895398292,"# per 1,000 pop",13029,573
Georgia,Bulloch,0.660365677,"# per 1,000 pop",13031,579
Georgia,Burke,0.723342694,"# per 1,000 pop",13033,583
Georgia,Butts,1.018027572,"# per 1,000 pop",13035,588
Georgia,Calhoun,0.905660377,"# per 1,000 pop",13037,592
Georgia,Camden,0.636081737,"# per 1,000 pop",13039,603
Georgia,Candler,1.605995717,"# per 1,000 pop",13043,616
Georgia,Carroll,0.731324148,"# per 1,000 pop",13045,620
Georgia,Catoosa,0.463248919,"# per 1,000 pop",13047,626
Georgia,Charlton,0.594265339,"# per 1,000 pop",13049,635
Georgia,Chatham,0.555412513,"# per 1,000 pop",13051,646
Georgia,Chattahoochee,0.088786291,"# per 1,000 pop",13053,656
Georgia,Chattooga,1.051524711,"# per 1,000 pop",13055,659
Georgia,Cherokee,0.348911946,"# per 1,000 pop",13057,662
Georgia,Clarke,0.548833518,"# per 1,000 pop",13059,666
Georgia,Clay,0.949667616,"# per 1,000 pop",13061,670
Georgia,Clayton,0.602225949,"# per 1,000 pop",13063,673
Georgia,Clinch,0.891133224,"# per 1,000 pop",13065,676
Georgia,Cobb,0.361325031,"# per 1,000 pop",13067,680
Georgia,Coffee,0.906302287,"# per 1,000 pop",13069,684
Georgia,Colquitt,0.697897584,"# per 1,000 pop",13071,689
Georgia,Columbia,0.294770157,"# per 1,000 pop",13073,692
Georgia,Cook,0.99735993,"# per 1,000 pop",13075,697
Georgia,Coweta,0.394148061,"# per 1,000 pop",13077,700
Georgia,Crawford,0.475624257,"# per 1,000 pop",13079,704
Georgia,Crisp,1.05214427,"# per 1,000 pop",13081,707
Georgia,Dade,1.085056363,"# per 1,000 pop",13083,708
Georgia,Dawson,0.583142691,"# per 1,000 pop",13085,713
Georgia,Decatur,1.15703077,"# per 1,000 pop",13087,714
Georgia,DeKalb,0.457349318,"# per 1,000 pop",13089,718
Georgia,Dodge,0.786636435,"# per 1,000 pop",13091,720
Georgia,Dooly,0.95890411,"# per 1,000 pop",13093,724
Georgia,Dougherty,0.767919884,"# per 1,000 pop",13095,728
Georgia,Douglas,0.547953431,"# per 1,000 pop",13097,731
Georgia,Early,1.112759644,"# per 1,000 pop",13099,735
