State,County,Fast-food restaurants per 1000 pop 2011 (FFRPTH11),Units,FIPS,FID
Iowa,Chickasaw,0.241935484,"# per 1,000 pop",19037,393
Iowa,Clarke,0.643984115,"# per 1,000 pop",19039,397
Iowa,Clay,1.265441398,"# per 1,000 pop",19041,398
Iowa,Clayton,0.555000555,"# per 1,000 pop",19043,402
Iowa,Clinton,0.550055006,"# per 1,000 pop",19045,404
Iowa,Crawford,0.348351138,"# per 1,000 pop",19047,408
Iowa,Dallas,0.517204224,"# per 1,000 pop",19049,413
Iowa,Davis,0.342075257,"# per 1,000 pop",19051,416
Iowa,Decatur,0.363856883,"# per 1,000 pop",19053,419
Iowa,Delaware,0.340444848,"# per 1,000 pop",19055,421
Iowa,Des Moines,0.748932771,"# per 1,000 pop",19057,424
Iowa,Dickinson,0.830515513,"# per 1,000 pop",19059,427
Iowa,Dubuque,0.697681794,"# per 1,000 pop",19061,434
Iowa,Emmet,0.496869721,"# per 1,000 pop",19063,437
Iowa,Fayette,0.3339854,"# per 1,000 pop",19065,442
Iowa,Floyd,0.434728605,"# per 1,000 pop",19067,447
Iowa,Franklin,0.280609859,"# per 1,000 pop",19069,451
Iowa,Fremont,0.406834825,"# per 1,000 pop",19071,455
Iowa,Greene,0.321543408,"# per 1,000 pop",19073,458
Iowa,Grundy,0.160269252,"# per 1,000 pop",19075,460
Iowa,Guthrie,0.736851801,"# per 1,000 pop",19077,467
Iowa,Hamilton,0.323373432,"# per 1,000 pop",19079,469
Iowa,Hancock,0.354170356,"# per 1,000 pop",19081,470
Iowa,Hardin,0.172691688,"# per 1,000 pop",19083,475
Iowa,Harrison,0.677323219,"# per 1,000 pop",19085,478
Iowa,Henry,0.49424208,"# per 1,000 pop",19087,479
Iowa,Howard,0.209577701,"# per 1,000 pop",19089,481
Iowa,Humboldt,0.715819613,"# per 1,000 pop",19091,487
Iowa,Ida,0.425894378,"# per 1,000 pop",19093,491
Iowa,Iowa,0.428947852,"# per 1,000 pop",19095,495
Iowa,Jackson,0.354879594,"# per 1,000 pop",19097,499
Iowa,Jasper,0.600879469,"# per 1,000 pop",19099,505
Iowa,Jefferson,0.587751264,"# per 1,000 pop",19101,507
Iowa,Johnson,0.688241543,"# per 1,000 pop",19103,508
Iowa,Jones,0.337609723,"# per 1,000 pop",19105,516
Iowa,Keokuk,0.288544773,"# per 1,000 pop",19107,520
Iowa,Kossuth,0.454781705,"# per 1,000 pop",19109,523
Iowa,Lee,0.53439838,"# per 1,000 pop",19111,531
Iowa,Linn,0.733703145,"# per 1,000 pop",19113,535
Iowa,Louisa,0.351679269,"# per 1,000 pop",19115,539
Iowa,Lucas,0.33825685,"# per 1,000 pop",19117,542
Iowa,Lyon,0.256607647,"# per 1,000 pop",19119,546
Iowa,Madison,0.317783145,"# per 1,000 pop",19121,550
Iowa,Mahaska,0.489106269,"# per 1,000 pop",19123,554
Iowa,Marion,0.601286754,"# per 1,000 pop",19125,561
Iowa,Marshall,0.512782946,"# per 1,000 pop",19127,568
Iowa,Mills,0.133084908,"# per 1,000 pop",19129,569
Iowa,Mitchell,0.373761914,"# per 1,000 pop",19131,572
Iowa,Monona,0.64970222,"# per 1,000 pop",19133,576
Iowa,Monroe,0.372254622,"# per 1,000 pop",19135,580
Iowa,Montgomery,0.846660395,"# per 1,000 pop",19137,595
Iowa,Muscatine,0.701409834,"# per 1,000 pop",19139,600
Iowa,O'Brien,0.703333802,"# per 1,000 pop",19141,604
Iowa,Osceola,0.31680659,"# per 1,000 pop",19143,607
Iowa,Page,0.440722785,"# per 1,000 pop",19145,612
Iowa,Palo Alto,0.748743181,"# per 1,000 pop",19147,618
Iowa,Plymouth,0.524024508,"# per 1,000 pop",19149,622
Iowa,Pocahontas,0.277700639,"# per 1,000 pop",19151,624
Iowa,Polk,0.737212333,"# per 1,000 pop",19153,629
Iowa,Pottawattamie,0.716799863,"# per 1,000 pop",19155,637
Iowa,Poweshiek,0.529829395,"# per 1,000 pop",19157,640
Iowa,Ringgold,0.198059022,"# per 1,000 pop",19159,642
Iowa,Sac,0.293484641,"# per 1,000 pop",19161,647
Iowa,Scott,0.858750548,"# per 1,000 pop",19163,657
Iowa,Shelby,0.584014684,"# per 1,000 pop",19165,660
Iowa,Sioux,0.735640301,"# per 1,000 pop",19167,663
Iowa,Story,0.748923423,"# per 1,000 pop",19169,668
Iowa,Tama,0.39750142,"# per 1,000 pop",19171,671
Iowa,Taylor,0.158654609,"# per 1,000 pop",19173,674
Iowa,Union,0.717188621,"# per 1,000 pop",19175,675
Iowa,Van Buren,0.266169816,"# per 1,000 pop",19177,678
Iowa,Wapello,0.648563291,"# per 1,000 pop",19179,681
Iowa,Warren,0.407480484,"# per 1,000 pop",19181,685
Iowa,Washington,0.320821303,"# per 1,000 pop",19183,687
Iowa,Wayne,0.315756236,"# per 1,000 pop",19185,691
Iowa,Webster,0.636132316,"# per 1,000 pop",19187,694
Iowa,Winnebago,0.468033324,"# per 1,000 pop",19189,696
Iowa,Winneshiek,0.332652188,"# per 1,000 pop",19191,698
Iowa,Woodbury,0.877004931,"# per 1,000 pop",19193,702
Iowa,Worth,0.396510706,"# per 1,000 pop",19195,703
Iowa,Wright,0.537221796,"# per 1,000 pop",19197,705
Kansas,Allen,0.599745108,"# per 1,000 pop",20001,709
Kansas,Anderson,0.372254622,"# per 1,000 pop",20003,712
Kansas,Atchison,0.656559628,"# per 1,000 pop",20005,715
Kansas,Barber,0.812017864,"# per 1,000 pop",20007,717
Kansas,Barton,0.50536043,"# per 1,000 pop",20009,719
Kansas,Bourbon,0.803159092,"# per 1,000 pop",20011,722
Kansas,Brown,0.601684717,"# per 1,000 pop",20013,723
Kansas,Butler,0.607662626,"# per 1,000 pop",20015,726
Kansas,Chase,0.0,"# per 1,000 pop",20017,729
Kansas,Chautauqua,0.0,"# per 1,000 pop",20019,730
Kansas,Cherokee,0.515174223,"# per 1,000 pop",20021,732
Kansas,Cheyenne,0.0,"# per 1,000 pop",20023,736
Kansas,Clark,0.471698113,"# per 1,000 pop",20025,738
Kansas,Clay,0.351864884,"# per 1,000 pop",20027,739
Kansas,Cloud,0.637145588,"# per 1,000 pop",20029,740
Kansas,Coffey,0.942729201,"# per 1,000 pop",20031,745
Kansas,Comanche,0.0,"# per 1,000 pop",20033,748
Kansas,Cowley,0.386366772,"# per 1,000 pop",20035,752
Kansas,Crawford,0.459371172,"# per 1,000 pop",20037,756
Kansas,Decatur,0.3417635,"# per 1,000 pop",20039,759
Kansas,Dickinson,0.558971492,"# per 1,000 pop",20041,762
Kansas,Doniphan,0.125675506,"# per 1,000 pop",20043,765
Kansas,Douglas,0.863135227,"# per 1,000 pop",20045,767
Kansas,Edwards,0.0,"# per 1,000 pop",20047,770
Kansas,Elk,0.0,"# per 1,000 pop",20049,773
Kansas,Ellis,0.973845298,"# per 1,000 pop",20051,774
Kansas,Ellsworth,0.309693404,"# per 1,000 pop",20053,776
Kansas,Finney,0.619695541,"# per 1,000 pop",20055,778
Kansas,Ford,0.435628612,"# per 1,000 pop",20057,784
Kansas,Franklin,0.619051304,"# per 1,000 pop",20059,786
Kansas,Geary,0.652019844,"# per 1,000 pop",20061,788
Kansas,Gove,1.098901099,"# per 1,000 pop",20063,790
Kansas,Graham,0.378931413,"# per 1,000 pop",20065,791
Kansas,Grant,0.50671396,"# per 1,000 pop",20067,794
Kansas,Gray,0.164284541,"# per 1,000 pop",20069,798
Kansas,Greeley,1.593625498,"# per 1,000 pop",20071,801
Kansas,Greenwood,0.151308821,"# per 1,000 pop",20073,803
Kansas,Hamilton,0.0,"# per 1,000 pop",20075,805
Kansas,Harper,0.673627484,"# per 1,000 pop",20077,807
Kansas,Harvey,0.778097983,"# per 1,000 pop",20079,812
Kansas,Haskell,0.0,"# per 1,000 pop",20081,815
Kansas,Hodgeman,0.510986203,"# per 1,000 pop",20083,818
Kansas,Jackson,0.372467223,"# per 1,000 pop",20085,819
Kansas,Jefferson,0.369276219,"# per 1,000 pop",20087,821
Kansas,Jewell,0.0,"# per 1,000 pop",20089,822
Kansas,Johnson,0.750777914,"# per 1,000 pop",20091,824
Kansas,Kearny,0.756620429,"# per 1,000 pop",20093,826
Kansas,Kingman,0.507035112,"# per 1,000 pop",20095,827
Kansas,Kiowa,0.0,"# per 1,000 pop",20097,829
Kansas,Labette,0.374181478,"# per 1,000 pop",20099,831
Kansas,Lane,0.573394495,"# per 1,000 pop",20101,833
Kansas,Leavenworth,0.415298561,"# per 1,000 pop",20103,836
Kansas,Lincoln,0.0,"# per 1,000 pop",20105,838
Kansas,Linn,0.208073242,"# per 1,000 pop",20107,840
Kansas,Logan,0.0,"# per 1,000 pop",20109,842
Kansas,Lyon,0.802806851,"# per 1,000 pop",20111,844
Kansas,McPherson,0.446520574,"# per 1,000 pop",20113,846
Kansas,Marion,0.318902974,"# per 1,000 pop",20115,848
Kansas,Marshall,0.501002004,"# per 1,000 pop",20117,850
Kansas,Meade,0.442575791,"# per 1,000 pop",20119,851
Kansas,Miami,0.54987017,"# per 1,000 pop",20121,853
Kansas,Mitchell,0.795798186,"# per 1,000 pop",20123,854
Kansas,Montgomery,0.690091437,"# per 1,000 pop",20125,856
Kansas,Morris,0.68189567,"# per 1,000 pop",20127,858
Kansas,Morton,0.31466331,"# per 1,000 pop",20129,859
Kansas,Nemaha,0.198275007,"# per 1,000 pop",20131,861
Kansas,Neosho,0.304043782,"# per 1,000 pop",20133,862
Kansas,Ness,0.641642605,"# per 1,000 pop",20135,864
Kansas,Norton,0.530410184,"# per 1,000 pop",20137,866
Kansas,Osage,0.305997552,"# per 1,000 pop",20139,867
Kansas,Osborne,0.0,"# per 1,000 pop",20141,869
Kansas,Ottawa,0.164934851,"# per 1,000 pop",20143,870
Kansas,Pawnee,0.573230152,"# per 1,000 pop",20145,872
Kansas,Phillips,0.721891355,"# per 1,000 pop",20147,873
Kansas,Pottawatomie,0.40857091,"# per 1,000 pop",20149,876
Kansas,Pratt,0.933222729,"# per 1,000 pop",20151,878
Kansas,Rawlins,0.0,"# per 1,000 pop",20153,880
Kansas,Reno,0.838183935,"# per 1,000 pop",20155,882
Kansas,Republic,0.408914332,"# per 1,000 pop",20157,884
Kansas,Rice,0.792157639,"# per 1,000 pop",20159,886
Kansas,Riley,0.695296524,"# per 1,000 pop",20161,888
Kansas,Rooks,0.769526741,"# per 1,000 pop",20163,889
Kansas,Rush,0.622858922,"# per 1,000 pop",20165,891
Kansas,Russell,0.572327944,"# per 1,000 pop",20167,893
Kansas,Saline,1.021084499,"# per 1,000 pop",20169,895
Kansas,Scott,0.812512696,"# per 1,000 pop",20171,897
Kansas,Sedgwick,0.836464252,"# per 1,000 pop",20173,898
Kansas,Seward,0.561239908,"# per 1,000 pop",20175,900
Kansas,Shawnee,0.79375283,"# per 1,000 pop",20177,902
Kansas,Sheridan,0.399840064,"# per 1,000 pop",20179,904
Kansas,Sherman,1.156260324,"# per 1,000 pop",20181,907
Kansas,Smith,0.263782643,"# per 1,000 pop",20183,909
Kansas,Stafford,0.0,"# per 1,000 pop",20185,911
Kansas,Stanton,0.452079566,"# per 1,000 pop",20187,913
Kansas,Stevens,0.709597304,"# per 1,000 pop",20189,914
Kansas,Sumner,0.54656296,"# per 1,000 pop",20191,916
Kansas,Thomas,1.133644036,"# per 1,000 pop",20193,917
Kansas,Trego,1.015916018,"# per 1,000 pop",20195,919
Kansas,Wabaunsee,0.284454558,"# per 1,000 pop",20197,920
Kansas,Wallace,0.0,"# per 1,000 pop",20199,921
Kansas,Washington,0.0,"# per 1,000 pop",20201,922
Kansas,Wichita,0.443066017,"# per 1,000 pop",20203,923
Kansas,Wilson,0.54100844,"# per 1,000 pop",20205,925
Kansas,Woodson,0.30102348,"# per 1,000 pop",20207,926
Kansas,Wyandotte,0.639151511,"# per 1,000 pop",20209,927
Kentucky,Adair,0.421407501,"# per 1,000 pop",21001,928
Kentucky,Allen,0.29730935,"# per 1,000 pop",21003,929
Kentucky,Anderson,0.464640833,"# per 1,000 pop",21005,930
Kentucky,Ballard,0.120918984,"# per 1,000 pop",21007,932
Kentucky,Barren,0.732444948,"# per 1,000 pop",21009,933
Kentucky,Bath,0.426839679,"# per 1,000 pop",21011,934
Kentucky,Bell,0.872417644,"# per 1,000 pop",21013,936
Kentucky,Boone,0.929964612,"# per 1,000 pop",21015,1002
Kentucky,Bourbon,0.800680578,"# per 1,000 pop",21017,1005
Kentucky,Boyd,1.092741364,"# per 1,000 pop",21019,1008
Kentucky,Boyle,0.730180807,"# per 1,000 pop",21021,1010
Kentucky,Bracken,0.235155791,"# per 1,000 pop",21023,1013
Kentucky,Breathitt,0.290170475,"# per 1,000 pop",21025,1017
Kentucky,Breckinridge,0.197404136,"# per 1,000 pop",21027,1020
Kentucky,Bullitt,0.545147522,"# per 1,000 pop",21029,1024
Kentucky,Butler,0.472069237,"# per 1,000 pop",21031,1026
Kentucky,Caldwell,0.614439324,"# per 1,000 pop",21033,1031
Kentucky,Calloway,0.849820741,"# per 1,000 pop",21035,1033
Kentucky,Campbell,0.713791551,"# per 1,000 pop",21037,1035
Kentucky,Carlisle,0.198373339,"# per 1,000 pop",21039,1039
Kentucky,Carroll,1.002643332,"# per 1,000 pop",21041,1041
Kentucky,Carter,0.687807703,"# per 1,000 pop",21043,1044
Kentucky,Casey,0.188619931,"# per 1,000 pop",21045,1048
Kentucky,Christian,0.680577674,"# per 1,000 pop",21047,1050
Kentucky,Clark,0.846548902,"# per 1,000 pop",21049,1053
Kentucky,Clay,0.416743841,"# per 1,000 pop",21051,1056
Kentucky,Clinton,0.393817072,"# per 1,000 pop",21053,1059
Kentucky,Crittenden,0.648788927,"# per 1,000 pop",21055,1064
Kentucky,Cumberland,0.436300175,"# per 1,000 pop",21057,1067
Kentucky,Daviess,0.782013685,"# per 1,000 pop",21059,1071
Kentucky,Edmonson,0.163759928,"# per 1,000 pop",21061,1073
Kentucky,Elliott,0.25697032,"# per 1,000 pop",21063,1075
Kentucky,Estill,0.477880939,"# per 1,000 pop",21065,1077
Kentucky,Fayette,0.932414855,"# per 1,000 pop",21067,1080
Kentucky,Fleming,0.275957227,"# per 1,000 pop",21069,1083
Kentucky,Floyd,0.704367076,"# per 1,000 pop",21071,1085
Kentucky,Franklin,0.811457784,"# per 1,000 pop",21073,1086
Kentucky,Fulton,0.889547813,"# per 1,000 pop",21075,1088
Kentucky,Gallatin,0.348513011,"# per 1,000 pop",21077,1090
Kentucky,Garrard,0.296296296,"# per 1,000 pop",21079,1092
Kentucky,Grant,0.646255756,"# per 1,000 pop",21081,1094
Kentucky,Graves,0.505749574,"# per 1,000 pop",21083,1097
Kentucky,Grayson,0.50481516,"# per 1,000 pop",21085,1100
Kentucky,Green,0.446747677,"# per 1,000 pop",21087,1102
Kentucky,Greenup,0.434440251,"# per 1,000 pop",21089,1105
Kentucky,Hancock,0.349283968,"# per 1,000 pop",21091,1107
Kentucky,Hardin,0.707114878,"# per 1,000 pop",21093,1110
Kentucky,Harlan,0.652472527,"# per 1,000 pop",21095,1114
Kentucky,Harrison,0.42812801,"# per 1,000 pop",21097,1119
Kentucky,Hart,0.327994315,"# per 1,000 pop",21099,1121
Kentucky,Henderson,0.755498953,"# per 1,000 pop",21101,1126
Kentucky,Henry,0.390370852,"# per 1,000 pop",21103,1129
Kentucky,Hickman,0.209161263,"# per 1,000 pop",21105,1130
Kentucky,Hopkins,0.533686278,"# per 1,000 pop",21107,1136
Kentucky,Jackson,0.298775022,"# per 1,000 pop",21109,1140
Kentucky,Jefferson,0.874939873,"# per 1,000 pop",21111,1143
Kentucky,Jessamine,0.613559669,"# per 1,000 pop",21113,1145
Kentucky,Johnson,0.725937313,"# per 1,000 pop",21115,1148
Kentucky,Kenton,0.461323625,"# per 1,000 pop",21117,1151
Kentucky,Knott,0.245534344,"# per 1,000 pop",21119,1154
Kentucky,Knox,0.752893936,"# per 1,000 pop",21121,1159
Kentucky,Larue,0.634294172,"# per 1,000 pop",21123,1162
Kentucky,Laurel,0.707940735,"# per 1,000 pop",21125,1166
Kentucky,Lawrence,0.564546481,"# per 1,000 pop",21127,1167
Kentucky,Lee,0.389105058,"# per 1,000 pop",21129,1171
Kentucky,Leslie,0.177983448,"# per 1,000 pop",21131,1175
Kentucky,Letcher,0.65619489,"# per 1,000 pop",21133,1178
Kentucky,Lewis,0.145001088,"# per 1,000 pop",21135,1180
Kentucky,Lincoln,0.363827465,"# per 1,000 pop",21137,1184
Kentucky,Livingston,0.42091971,"# per 1,000 pop",21139,1187
Kentucky,Logan,0.4845503,"# per 1,000 pop",21141,1190
Kentucky,Lyon,0.474214582,"# per 1,000 pop",21143,1193
Kentucky,McCracken,1.169697246,"# per 1,000 pop",21145,1196
Kentucky,McCreary,0.492152895,"# per 1,000 pop",21147,1198
Kentucky,McLean,0.631446011,"# per 1,000 pop",21149,1201
Kentucky,Madison,0.684204318,"# per 1,000 pop",21151,1204
Kentucky,Magoffin,0.378129018,"# per 1,000 pop",21153,1206
Kentucky,Marion,0.550440352,"# per 1,000 pop",21155,1210
Kentucky,Marshall,0.703887378,"# per 1,000 pop",21157,1213
Kentucky,Martin,0.54487429,"# per 1,000 pop",21159,1215
Kentucky,Mason,0.911784819,"# per 1,000 pop",21161,1217
Kentucky,Meade,0.303531078,"# per 1,000 pop",21163,1220
Kentucky,Menifee,0.155908949,"# per 1,000 pop",21165,1222
Kentucky,Mercer,0.751915034,"# per 1,000 pop",21167,1225
Kentucky,Metcalfe,0.19896538,"# per 1,000 pop",21169,1228
Kentucky,Monroe,0.549802987,"# per 1,000 pop",21171,1230
Kentucky,Montgomery,0.67284689,"# per 1,000 pop",21173,1233
Kentucky,Morgan,0.437285912,"# per 1,000 pop",21175,1235
Kentucky,Muhlenberg,0.666095727,"# per 1,000 pop",21177,1238
Kentucky,Nelson,0.544711757,"# per 1,000 pop",21179,1243
Kentucky,Nicholas,0.0,"# per 1,000 pop",21181,1246
Kentucky,Ohio,0.458849539,"# per 1,000 pop",21183,1249
Kentucky,Oldham,0.461011591,"# per 1,000 pop",21185,1252
Kentucky,Owen,0.554733728,"# per 1,000 pop",21187,1255
Kentucky,Owsley,0.207986689,"# per 1,000 pop",21189,1257
Kentucky,Pendleton,0.341110656,"# per 1,000 pop",21191,1260
Kentucky,Perry,0.766203462,"# per 1,000 pop",21193,1265
Kentucky,Pike,0.724124118,"# per 1,000 pop",21195,1267
Kentucky,Powell,0.633914422,"# per 1,000 pop",21197,1270
Kentucky,Pulaski,0.62993118,"# per 1,000 pop",21199,1272
Kentucky,Robertson,0.0,"# per 1,000 pop",21201,1273
Kentucky,Rockcastle,0.467590157,"# per 1,000 pop",21203,1276
Kentucky,Rowan,0.848932467,"# per 1,000 pop",21205,1279
Kentucky,Russell,0.622031215,"# per 1,000 pop",21207,1282
Kentucky,Scott,0.625456062,"# per 1,000 pop",21209,1283
Kentucky,Shelby,0.629825748,"# per 1,000 pop",21211,1285
Kentucky,Simpson,1.15593573,"# per 1,000 pop",21213,1287
Kentucky,Spencer,0.517777011,"# per 1,000 pop",21215,1000
Kentucky,Taylor,0.720201656,"# per 1,000 pop",21217,1003
Kentucky,Todd,0.402900886,"# per 1,000 pop",21219,1006
Kentucky,Trigg,0.562548344,"# per 1,000 pop",21221,1009
Kentucky,Trimble,0.226834524,"# per 1,000 pop",21223,1012
Kentucky,Union,0.458655484,"# per 1,000 pop",21225,1016
Kentucky,Warren,0.708062413,"# per 1,000 pop",21227,1019
Kentucky,Washington,0.596150571,"# per 1,000 pop",21229,1023
Kentucky,Wayne,0.526592944,"# per 1,000 pop",21231,1027
Kentucky,Webster,0.369795133,"# per 1,000 pop",21233,1029
Kentucky,Whitley,0.836563398,"# per 1,000 pop",21235,1034
Kentucky,Wolfe,0.135814206,"# per 1,000 pop",21237,1037
Kentucky,Woodford,0.521648409,"# per 1,000 pop",21239,1042
Louisiana,Acadia,0.501407175,"# per 1,000 pop",22001,1046
Louisiana,Allen,0.349636766,"# per 1,000 pop",22003,1051
Louisiana,Ascension,0.590930579,"# per 1,000 pop",22005,1055
Louisiana,Assumption,0.172592337,"# per 1,000 pop",22007,1060
Louisiana,Avoyelles,0.526378753,"# per 1,000 pop",22009,1062
Louisiana,Beauregard,0.55417013,"# per 1,000 pop",22011,1066
Louisiana,Bienville,0.771334409,"# per 1,000 pop",22013,1069
Louisiana,Bossier,0.774851487,"# per 1,000 pop",22015,1076
Louisiana,Caddo,0.758763721,"# per 1,000 pop",22017,1079
Louisiana,Calcasieu,0.706866928,"# per 1,000 pop",22019,1081
Louisiana,Caldwell,0.394944708,"# per 1,000 pop",22021,1084
Louisiana,Cameron,0.0,"# per 1,000 pop",22023,1089
Louisiana,Catahoula,0.486192143,"# per 1,000 pop",22025,1093
Louisiana,Claiborne,0.472366556,"# per 1,000 pop",22027,1095
Louisiana,Concordia,0.623950084,"# per 1,000 pop",22029,1098
Louisiana,De Soto,0.224098006,"# per 1,000 pop",22031,1103
Louisiana,East Baton Rouge,0.825101211,"# per 1,000 pop",22033,1108
Louisiana,East Carroll,0.652997257,"# per 1,000 pop",22035,1111
Louisiana,East Feliciana,0.398287364,"# per 1,000 pop",22037,1115
Louisiana,Evangeline,0.325232097,"# per 1,000 pop",22039,1118
Louisiana,Franklin,0.481510015,"# per 1,000 pop",22041,1123
Louisiana,Grant,0.089405454,"# per 1,000 pop",22043,1127
Louisiana,Iberia,0.544188071,"# per 1,000 pop",22045,1133
Louisiana,Iberville,0.359787725,"# per 1,000 pop",22047,1134
Louisiana,Jackson,0.611620795,"# per 1,000 pop",22049,1138
Louisiana,Jefferson,0.80638844,"# per 1,000 pop",22051,1147
Louisiana,Jefferson Davis,0.56980057,"# per 1,000 pop",22053,1155
Louisiana,Lafayette,0.900278552,"# per 1,000 pop",22055,1161
Louisiana,Lafourche,0.525713579,"# per 1,000 pop",22057,1280
Louisiana,La Salle,0.803750837,"# per 1,000 pop",22059,1289
Louisiana,Lincoln,0.68008416,"# per 1,000 pop",22061,1291
Louisiana,Livingston,0.49170252,"# per 1,000 pop",22063,1295
Louisiana,Madison,0.501043841,"# per 1,000 pop",22065,1297
Louisiana,Morehouse,0.473140195,"# per 1,000 pop",22067,1299
Louisiana,Natchitoches,0.482588707,"# per 1,000 pop",22069,1301
Louisiana,Orleans,0.729216633,"# per 1,000 pop",22071,1304
Louisiana,Ouachita,0.776226762,"# per 1,000 pop",22073,1306
Louisiana,Plaquemines,0.720705443,"# per 1,000 pop",22075,1427
Louisiana,Pointe Coupee,0.614115892,"# per 1,000 pop",22077,1431
Louisiana,Rapides,0.734826217,"# per 1,000 pop",22079,1434
Louisiana,Red River,0.440431623,"# per 1,000 pop",22081,1436
Louisiana,Richland,0.478720858,"# per 1,000 pop",22083,1439
Louisiana,Sabine,0.327533265,"# per 1,000 pop",22085,1441
Louisiana,St. Bernard,0.607518036,"# per 1,000 pop",22087,1463
Louisiana,St. Charles,0.553688712,"# per 1,000 pop",22089,1466
Louisiana,St. Helena,0.273872558,"# per 1,000 pop",22091,1467
Louisiana,St. James,0.504957767,"# per 1,000 pop",22093,1468
Louisiana,St. John the Baptist,0.710290331,"# per 1,000 pop",22095,1469
Louisiana,St. Landry,0.467457749,"# per 1,000 pop",22097,1471
Louisiana,St. Martin,0.435787639,"# per 1,000 pop",22099,1473
Louisiana,St. Mary,0.628059481,"# per 1,000 pop",22101,1474
Louisiana,St. Tammany,0.755976011,"# per 1,000 pop",22103,1475
Louisiana,Tangipahoa,0.603446167,"# per 1,000 pop",22105,1476
Louisiana,Tensas,0.392772977,"# per 1,000 pop",22107,1479
Louisiana,Terrebonne,0.672085167,"# per 1,000 pop",22109,1501
Louisiana,Union,0.351586534,"# per 1,000 pop",22111,1507
Louisiana,Vermilion,0.309225219,"# per 1,000 pop",22113,1510
Louisiana,Vernon,0.459391689,"# per 1,000 pop",22115,1513
Louisiana,Washington,0.57257979,"# per 1,000 pop",22117,1516
Louisiana,Webster,0.703320156,"# per 1,000 pop",22119,1518
Louisiana,West Baton Rouge,0.788479894,"# per 1,000 pop",22121,1520
Louisiana,West Carroll,0.521014241,"# per 1,000 pop",22123,1522
Louisiana,West Feliciana,0.193498452,"# per 1,000 pop",22125,1524
Louisiana,Winn,0.396091893,"# per 1,000 pop",22127,1529
Maine,Androscoggin,0.642488012,"# per 1,000 pop",23001,1532
Maine,Aroostook,0.630490522,"# per 1,000 pop",23003,1535
Maine,Cumberland,0.838644157,"# per 1,000 pop",23005,1608
Maine,Franklin,0.585727767,"# per 1,000 pop",23007,1619
Maine,Hancock,0.715294463,"# per 1,000 pop",23009,1748
Maine,Kennebec,0.673428325,"# per 1,000 pop",23011,1755
Maine,Knox,0.655506253,"# per 1,000 pop",23013,1774
Maine,Lincoln,0.729415884,"# per 1,000 pop",23015,1835
Maine,Oxford,0.450177474,"# per 1,000 pop",23017,1842
Maine,Penobscot,0.62454054,"# per 1,000 pop",23019,1846
Maine,Piscataquis,0.34562212,"# per 1,000 pop",23021,1851
Maine,Sagadahoc,0.597898813,"# per 1,000 pop",23023,1855
Maine,Somerset,0.519980741,"# per 1,000 pop",23025,1860
Maine,Waldo,0.437625496,"# per 1,000 pop",23027,1865
Maine,Washington,0.458505273,"# per 1,000 pop",23029,1884
Maine,York,0.792101187,"# per 1,000 pop",23031,1901
Maryland,Allegany,0.777636254,"# per 1,000 pop",24001,1905
Maryland,Anne Arundel,0.834903748,"# per 1,000 pop",24003,1925
Maryland,Baltimore County,0.876696833,"# per 1,000 pop",24005,1939
Maryland,Calvert,0.64933611,"# per 1,000 pop",24009,1946
Maryland,Caroline,0.364763815,"# per 1,000 pop",24011,1949
Maryland,Carroll,0.610708961,"# per 1,000 pop",24013,1955
Maryland,Cecil,0.580794409,"# per 1,000 pop",24015,1963
Maryland,Charles,0.670209843,"# per 1,000 pop",24017,1294
Maryland,Dorchester,0.764525994,"# per 1,000 pop",24019,1346
Maryland,Frederick,0.758309812,"# per 1,000 pop",24021,1357
Maryland,Garrett,0.630454259,"# per 1,000 pop",24023,1361
Maryland,Harford,0.660641187,"# per 1,000 pop",24025,1372
Maryland,Howard,0.803108985,"# per 1,000 pop",24027,1379
Maryland,Kent,0.592592593,"# per 1,000 pop",24029,1394
Maryland,Montgomery,0.757052569,"# per 1,000 pop",24031,1398
Maryland,Prince George's,0.776355793,"# per 1,000 pop",24033,1403
Maryland,Queen Anne's,0.642220841,"# per 1,000 pop",24035,1413
Maryland,St. Mary's,0.641353349,"# per 1,000 pop",24037,1421
Maryland,Somerset,0.494992956,"# per 1,000 pop",24039,1430
Maryland,Talbot,0.895939287,"# per 1,000 pop",24041,1438
Maryland,Washington,0.678968774,"# per 1,000 pop",24043,1445
Maryland,Wicomico,0.819098991,"# per 1,000 pop",24045,1446
Maryland,Worcester,1.727987574,"# per 1,000 pop",24047,1456
Maryland,Baltimore County,1.069520439,"# per 1,000 pop",24510,1939
Massachusetts,Barnstable,1.00770874,"# per 1,000 pop",25001,1478
Massachusetts,Berkshire,0.781681074,"# per 1,000 pop",25003,1480
Massachusetts,Bristol,0.655298452,"# per 1,000 pop",25005,1486
Massachusetts,Dukes,1.078167116,"# per 1,000 pop",25007,1491
Massachusetts,Essex,0.755831748,"# per 1,000 pop",25009,1519
Massachusetts,Franklin,0.488431159,"# per 1,000 pop",25011,1523
Massachusetts,Hampden,0.592195888,"# per 1,000 pop",25013,1526
Massachusetts,Hampshire,0.549673631,"# per 1,000 pop",25015,1527
Massachusetts,Middlesex,0.738096472,"# per 1,000 pop",25017,1533
Massachusetts,Nantucket,1.876728566,"# per 1,000 pop",25019,1537
Massachusetts,Norfolk,0.627009196,"# per 1,000 pop",25021,1543
Massachusetts,Plymouth,0.596148519,"# per 1,000 pop",25023,1569
