State,County,Household very low food security (% three-year average) 2012-14 (VLFOODSEC_12_14),Units,FIPS,FID
Arkansas,Carroll,6.2,Percent,5015,74
Arkansas,Chicot,6.2,Percent,5017,77
Arkansas,Clark,6.2,Percent,5019,86
Arkansas,Clay,6.2,Percent,5021,93
Arkansas,Cleburne,6.2,Percent,5023,97
Arkansas,Cleveland,6.2,Percent,5025,103
Arkansas,Columbia,6.2,Percent,5027,107
Arkansas,Conway,6.2,Percent,5029,109
Arkansas,Craighead,6.2,Percent,5031,114
Arkansas,Crawford,6.2,Percent,5033,115
Arkansas,Crittenden,6.2,Percent,5035,119
Arkansas,Cross,6.2,Percent,5037,124
Arkansas,Dallas,6.2,Percent,5039,128
Arkansas,Desha,6.2,Percent,5041,130
Arkansas,Drew,6.2,Percent,5043,136
Arkansas,Faulkner,6.2,Percent,5045,141
Arkansas,Franklin,6.2,Percent,5047,144
Arkansas,Fulton,6.2,Percent,5049,146
Arkansas,Garland,6.2,Percent,5051,151
Arkansas,Grant,6.2,Percent,5053,155
Arkansas,Greene,6.2,Percent,5055,162
Arkansas,Hempstead,6.2,Percent,5057,172
Arkansas,Hot Spring,6.2,Percent,5059,184
Arkansas,Howard,6.2,Percent,5061,191
Arkansas,Independence,6.2,Percent,5063,200
Arkansas,Izard,6.2,Percent,5065,203
Arkansas,Jackson,6.2,Percent,5067,209
Arkansas,Jefferson,6.2,Percent,5069,213
Arkansas,Johnson,6.2,Percent,5071,218
Arkansas,Lafayette,6.2,Percent,5073,222
Arkansas,Lawrence,6.2,Percent,5075,230
Arkansas,Lee,6.2,Percent,5077,237
Arkansas,Lincoln,6.2,Percent,5079,244
Arkansas,Little River,6.2,Percent,5081,251
Arkansas,Logan,6.2,Percent,5083,258
Arkansas,Lonoke,6.2,Percent,5085,268
Arkansas,Madison,6.2,Percent,5087,277
Arkansas,Marion,6.2,Percent,5089,282
Arkansas,Miller,6.2,Percent,5091,287
Arkansas,Mississippi,6.2,Percent,5093,294
Arkansas,Monroe,6.2,Percent,5095,300
Arkansas,Montgomery,6.2,Percent,5097,304
Arkansas,Nevada,6.2,Percent,5099,307
Arkansas,Newton,6.2,Percent,5101,311
Arkansas,Ouachita,6.2,Percent,5103,316
Arkansas,Perry,6.2,Percent,5105,318
Arkansas,Phillips,6.2,Percent,5107,322
Arkansas,Pike,6.2,Percent,5109,327
Arkansas,Poinsett,6.2,Percent,5111,333
Arkansas,Polk,6.2,Percent,5113,337
Arkansas,Pope,6.2,Percent,5115,340
Arkansas,Prairie,6.2,Percent,5117,345
Arkansas,Pulaski,6.2,Percent,5119,350
Arkansas,Randolph,6.2,Percent,5121,353
Arkansas,St. Francis,6.2,Percent,5123,357
Arkansas,Saline,6.2,Percent,5125,360
Arkansas,Scott,6.2,Percent,5127,364
Arkansas,Searcy,6.2,Percent,5129,372
Arkansas,Sebastian,6.2,Percent,5131,378
Arkansas,Sevier,6.2,Percent,5133,390
Arkansas,Sharp,6.2,Percent,5135,394
Arkansas,Stone,6.2,Percent,5137,399
Arkansas,Union,6.2,Percent,5139,403
Arkansas,Van Buren,6.2,Percent,5141,407
Arkansas,Washington,6.2,Percent,5143,417
Arkansas,White,6.2,Percent,5145,428
Arkansas,Woodruff,6.2,Percent,5147,435
Arkansas,Yell,6.2,Percent,5149,438
California,Alameda,5.1,Percent,6001,457
California,Alpine,5.1,Percent,6003,461
California,Amador,5.1,Percent,6005,472
California,Butte,5.1,Percent,6007,486
California,Calaveras,5.1,Percent,6009,489
California,Colusa,5.1,Percent,6011,497
California,Contra Costa,5.1,Percent,6013,503
California,Del Norte,5.1,Percent,6015,511
California,El Dorado,5.1,Percent,6017,522
California,Fresno,5.1,Percent,6019,527
California,Glenn,5.1,Percent,6021,537
California,Humboldt,5.1,Percent,6023,551
California,Imperial,5.1,Percent,6025,557
California,Inyo,5.1,Percent,6027,562
California,Kern,5.1,Percent,6029,84
California,Kings,5.1,Percent,6031,94
California,Lake,5.1,Percent,6033,100
California,Lassen,5.1,Percent,6035,104
California,Los Angeles,5.1,Percent,6037,139
California,Madera,5.1,Percent,6039,153
California,Marin,5.1,Percent,6041,168
California,Mariposa,5.1,Percent,6043,178
California,Mendocino,5.1,Percent,6045,190
California,Merced,5.1,Percent,6047,204
California,Modoc,5.1,Percent,6049,207
California,Mono,5.1,Percent,6051,214
California,Monterey,5.1,Percent,6053,228
California,Napa,5.1,Percent,6055,236
California,Nevada,5.1,Percent,6057,243
California,Orange,5.1,Percent,6059,257
California,Placer,5.1,Percent,6061,266
California,Plumas,5.1,Percent,6063,275
California,Riverside,5.1,Percent,6065,281
California,Sacramento,5.1,Percent,6067,289
California,San Benito,5.1,Percent,6069,295
California,San Bernardino,5.1,Percent,6071,302
California,San Diego,5.1,Percent,6073,315
California,San Francisco,5.1,Percent,6075,331
California,San Joaquin,5.1,Percent,6077,339
California,San Luis Obispo,5.1,Percent,6079,351
California,San Mateo,5.1,Percent,6081,368
California,Santa Barbara,5.1,Percent,6083,391
California,Santa Clara,5.1,Percent,6085,406
California,Santa Cruz,5.1,Percent,6087,415
California,Shasta,5.1,Percent,6089,431
California,Sierra,5.1,Percent,6091,439
California,Siskiyou,5.1,Percent,6093,446
California,Solano,5.1,Percent,6095,453
California,Sonoma,5.1,Percent,6097,463
California,Stanislaus,5.1,Percent,6099,473
California,Sutter,5.1,Percent,6101,483
California,Tehama,5.1,Percent,6103,492
California,Trinity,5.1,Percent,6105,500
California,Tulare,5.1,Percent,6107,501
California,Tuolumne,5.1,Percent,6109,513
California,Ventura,5.1,Percent,6111,521
California,Yolo,5.1,Percent,6113,525
California,Yuba,5.1,Percent,6115,541
Colorado,Adams,5.2,Percent,8001,545
Colorado,Alamosa,5.2,Percent,8003,549
Colorado,Arapahoe,5.2,Percent,8005,558
Colorado,Archuleta,5.2,Percent,8007,560
Colorado,Baca,5.2,Percent,8009,563
Colorado,Bent,5.2,Percent,8011,564
Colorado,Boulder,5.2,Percent,8013,570
Colorado,Broomfield,5.2,Percent,8014,577
Colorado,Chaffee,5.2,Percent,8015,582
Colorado,Cheyenne,5.2,Percent,8017,587
Colorado,Clear Creek,5.2,Percent,8019,591
Colorado,Conejos,5.2,Percent,8021,596
Colorado,Costilla,5.2,Percent,8023,599
Colorado,Crowley,5.2,Percent,8025,605
Colorado,Custer,5.2,Percent,8027,610
Colorado,Delta,5.2,Percent,8029,617
Colorado,Denver,5.2,Percent,8031,628
Colorado,Dolores,5.2,Percent,8033,636
Colorado,Douglas,5.2,Percent,8035,644
Colorado,Eagle,5.2,Percent,8037,648
Colorado,Elbert,5.2,Percent,8039,655
Colorado,El Paso,5.2,Percent,8041,661
Colorado,Fremont,5.2,Percent,8043,664
Colorado,Garfield,5.2,Percent,8045,667
Colorado,Gilpin,5.2,Percent,8047,672
Colorado,Grand,5.2,Percent,8049,677
Colorado,Gunnison,5.2,Percent,8051,682
Colorado,Hinsdale,5.2,Percent,8053,688
Colorado,Huerfano,5.2,Percent,8055,693
Colorado,Jackson,5.2,Percent,8057,701
Colorado,Jefferson,5.2,Percent,8059,706
Colorado,Kiowa,5.2,Percent,8061,711
Colorado,Kit Carson,5.2,Percent,8063,716
Colorado,Lake,5.2,Percent,8065,721
Colorado,La Plata,5.2,Percent,8067,727
Colorado,Larimer,5.2,Percent,8069,734
Colorado,Las Animas,5.2,Percent,8071,741
Colorado,Lincoln,5.2,Percent,8073,747
Colorado,Logan,5.2,Percent,8075,749
Colorado,Mesa,5.2,Percent,8077,751
Colorado,Mineral,5.2,Percent,8079,757
Colorado,Moffat,5.2,Percent,8081,758
Colorado,Montezuma,5.2,Percent,8083,766
Colorado,Montrose,5.2,Percent,8085,769
Colorado,Morgan,5.2,Percent,8087,775
Colorado,Otero,5.2,Percent,8089,777
Colorado,Ouray,5.2,Percent,8091,780
Colorado,Park,5.2,Percent,8093,782
Colorado,Phillips,5.2,Percent,8095,785
Colorado,Pitkin,5.2,Percent,8097,789
Colorado,Prowers,5.2,Percent,8099,792
Colorado,Pueblo,5.2,Percent,8101,795
Colorado,Rio Blanco,5.2,Percent,8103,799
Colorado,Rio Grande,5.2,Percent,8105,802
Colorado,Routt,5.2,Percent,8107,809
Colorado,Saguache,5.2,Percent,8109,811
Colorado,San Juan,5.2,Percent,8111,347
Colorado,San Miguel,5.2,Percent,8113,359
Colorado,Sedgwick,5.2,Percent,8115,366
Colorado,Summit,5.2,Percent,8117,373
Colorado,Teller,5.2,Percent,8119,375
Colorado,Washington,5.2,Percent,8121,377
Colorado,Weld,5.2,Percent,8123,382
Colorado,Yuma,5.2,Percent,8125,385
Connecticut,Fairfield,6.0,Percent,9001,410
Connecticut,Hartford,6.0,Percent,9003,432
Connecticut,Litchfield,6.0,Percent,9005,443
Connecticut,Middlesex,6.0,Percent,9007,450
Connecticut,New Haven,6.0,Percent,9009,466
Connecticut,New London,6.0,Percent,9011,517
Connecticut,Tolland,6.0,Percent,9013,524
Connecticut,Windham,6.0,Percent,9015,529
Delaware,Kent,4.9,Percent,10001,532
Delaware,New Castle,4.9,Percent,10003,536
Delaware,Sussex,4.9,Percent,10005,609
District of Columbia,District of Columbia,4.6,Percent,11001,630
Florida,Alachua,5.5,Percent,12001,639
Florida,Baker,5.5,Percent,12003,641
Florida,Bay,5.5,Percent,12005,658
Florida,Bradford,5.5,Percent,12007,665
Florida,Brevard,5.5,Percent,12009,686
Florida,Broward,5.5,Percent,12011,695
Florida,Calhoun,5.5,Percent,12013,699
Florida,Charlotte,5.5,Percent,12015,743
Florida,Citrus,5.5,Percent,12017,843
Florida,Clay,5.5,Percent,12019,852
Florida,Collier,5.5,Percent,12021,894
Florida,Columbia,5.5,Percent,12023,903
Florida,DeSoto,5.5,Percent,12027,906
Florida,Dixie,5.5,Percent,12029,918
Florida,Duval,5.5,Percent,12031,924
Florida,Escambia,5.5,Percent,12033,931
Florida,Flagler,5.5,Percent,12035,935
Florida,Franklin,5.5,Percent,12037,937
Florida,Gadsden,5.5,Percent,12039,938
Florida,Gilchrist,5.5,Percent,12041,939
Florida,Glades,5.5,Percent,12043,940
Florida,Gulf,5.5,Percent,12045,941
Florida,Hamilton,5.5,Percent,12047,942
Florida,Hardee,5.5,Percent,12049,943
Florida,Hendry,5.5,Percent,12051,944
Florida,Hernando,5.5,Percent,12053,945
Florida,Highlands,5.5,Percent,12055,946
Florida,Hillsborough,5.5,Percent,12057,947
Florida,Holmes,5.5,Percent,12059,948
Florida,Indian River,5.5,Percent,12061,949
Florida,Jackson,5.5,Percent,12063,950
Florida,Jefferson,5.5,Percent,12065,951
Florida,Lafayette,5.5,Percent,12067,952
Florida,Lake,5.5,Percent,12069,953
Florida,Lee,5.5,Percent,12071,954
Florida,Leon,5.5,Percent,12073,955
Florida,Levy,5.5,Percent,12075,956
Florida,Liberty,5.5,Percent,12077,957
Florida,Madison,5.5,Percent,12079,958
Florida,Manatee,5.5,Percent,12081,959
Florida,Marion,5.5,Percent,12083,960
Florida,Martin,5.5,Percent,12085,961
Florida,Miami-Dade,5.5,Percent,12086,962
Florida,Monroe,5.5,Percent,12087,963
Florida,Nassau,5.5,Percent,12089,964
Florida,Okaloosa,5.5,Percent,12091,965
Florida,Okeechobee,5.5,Percent,12093,966
Florida,Orange,5.5,Percent,12095,967
Florida,Osceola,5.5,Percent,12097,968
Florida,Palm Beach,5.5,Percent,12099,969
Florida,Pasco,5.5,Percent,12101,970
Florida,Pinellas,5.5,Percent,12103,971
Florida,Polk,5.5,Percent,12105,972
Florida,Putnam,5.5,Percent,12107,973
Florida,St. Johns,5.5,Percent,12109,974
Florida,St. Lucie,5.5,Percent,12111,975
Florida,Santa Rosa,5.5,Percent,12113,976
Florida,Sarasota,5.5,Percent,12115,977
Florida,Seminole,5.5,Percent,12117,978
Florida,Sumter,5.5,Percent,12119,979
Florida,Suwannee,5.5,Percent,12121,980
Florida,Taylor,5.5,Percent,12123,981
Florida,Union,5.5,Percent,12125,982
Florida,Volusia,5.5,Percent,12127,983
Florida,Wakulla,5.5,Percent,12129,984
Florida,Walton,5.5,Percent,12131,985
Florida,Washington,5.5,Percent,12133,986
Georgia,Appling,6.2,Percent,13001,987
Georgia,Atkinson,6.2,Percent,13003,988
Georgia,Bacon,6.2,Percent,13005,989
Georgia,Baker,6.2,Percent,13007,990
Georgia,Baldwin,6.2,Percent,13009,991
Georgia,Banks,6.2,Percent,13011,992
Georgia,Barrow,6.2,Percent,13013,993
Georgia,Bartow,6.2,Percent,13015,994
Georgia,Ben Hill,6.2,Percent,13017,995
Georgia,Berrien,6.2,Percent,13019,996
Georgia,Bibb,6.2,Percent,13021,997
Georgia,Bleckley,6.2,Percent,13023,998
Georgia,Brantley,6.2,Percent,13025,999
Georgia,Brooks,6.2,Percent,13027,565
Georgia,Bryan,6.2,Percent,13029,573
Georgia,Bulloch,6.2,Percent,13031,579
Georgia,Burke,6.2,Percent,13033,583
Georgia,Butts,6.2,Percent,13035,588
Georgia,Calhoun,6.2,Percent,13037,592
Georgia,Camden,6.2,Percent,13039,603
Georgia,Candler,6.2,Percent,13043,616
Georgia,Carroll,6.2,Percent,13045,620
Georgia,Catoosa,6.2,Percent,13047,626
Georgia,Charlton,6.2,Percent,13049,635
Georgia,Chatham,6.2,Percent,13051,646
Georgia,Chattahoochee,6.2,Percent,13053,656
Georgia,Chattooga,6.2,Percent,13055,659
Georgia,Cherokee,6.2,Percent,13057,662
Georgia,Clarke,6.2,Percent,13059,666
Georgia,Clay,6.2,Percent,13061,670
Georgia,Clayton,6.2,Percent,13063,673
Georgia,Clinch,6.2,Percent,13065,676
Georgia,Cobb,6.2,Percent,13067,680
Georgia,Coffee,6.2,Percent,13069,684
Georgia,Colquitt,6.2,Percent,13071,689
Georgia,Columbia,6.2,Percent,13073,692
Georgia,Cook,6.2,Percent,13075,697
Georgia,Coweta,6.2,Percent,13077,700
Georgia,Crawford,6.2,Percent,13079,704
Georgia,Crisp,6.2,Percent,13081,707
Georgia,Dade,6.2,Percent,13083,708
Georgia,Dawson,6.2,Percent,13085,713
Georgia,Decatur,6.2,Percent,13087,714
Georgia,DeKalb,6.2,Percent,13089,718
Georgia,Dodge,6.2,Percent,13091,720
Georgia,Dooly,6.2,Percent,13093,724
Georgia,Dougherty,6.2,Percent,13095,728
Georgia,Douglas,6.2,Percent,13097,731
Georgia,Early,6.2,Percent,13099,735
Georgia,Echols,6.2,Percent,13101,737
Georgia,Effingham,6.2,Percent,13103,742
Georgia,Elbert,6.2,Percent,13105,746
Georgia,Emanuel,6.2,Percent,13107,750
Georgia,Evans,6.2,Percent,13109,754
Georgia,Fannin,6.2,Percent,13111,755
Georgia,Fayette,6.2,Percent,13113,760
Georgia,Floyd,6.2,Percent,13115,764
Georgia,Forsyth,6.2,Percent,13117,768
Georgia,Franklin,6.2,Percent,13119,772
Georgia,Fulton,6.2,Percent,13121,779
Georgia,Gilmer,6.2,Percent,13123,781
Georgia,Glascock,6.2,Percent,13125,783
Georgia,Glynn,6.2,Percent,13127,793
Georgia,Gordon,6.2,Percent,13129,796
Georgia,Grady,6.2,Percent,13131,797
Georgia,Greene,6.2,Percent,13133,800
Georgia,Gwinnett,6.2,Percent,13135,804
Georgia,Habersham,6.2,Percent,13137,806
Georgia,Hall,6.2,Percent,13139,808
Georgia,Hancock,6.2,Percent,13141,810
Georgia,Haralson,6.2,Percent,13143,813
Georgia,Harris,6.2,Percent,13145,814
Georgia,Hart,6.2,Percent,13147,816
Georgia,Heard,6.2,Percent,13149,817
Georgia,Henry,6.2,Percent,13151,820
Georgia,Houston,6.2,Percent,13153,823
Georgia,Irwin,6.2,Percent,13155,825
Georgia,Jackson,6.2,Percent,13157,828
Georgia,Jasper,6.2,Percent,13159,830
Georgia,Jeff Davis,6.2,Percent,13161,832
Georgia,Jefferson,6.2,Percent,13163,834
Georgia,Jenkins,6.2,Percent,13165,835
Georgia,Johnson,6.2,Percent,13167,837
Georgia,Jones,6.2,Percent,13169,839
Georgia,Lamar,6.2,Percent,13171,841
Georgia,Lanier,6.2,Percent,13173,845
Georgia,Laurens,6.2,Percent,13175,847
Georgia,Lee,6.2,Percent,13177,849
Georgia,Liberty,6.2,Percent,13179,855
Georgia,Lincoln,6.2,Percent,13181,857
Georgia,Long,6.2,Percent,13183,860
Georgia,Lowndes,6.2,Percent,13185,863
Georgia,Lumpkin,6.2,Percent,13187,865
Georgia,McDuffie,6.2,Percent,13189,868
Georgia,McIntosh,6.2,Percent,13191,871
Georgia,Macon,6.2,Percent,13193,874
Georgia,Madison,6.2,Percent,13195,875
Georgia,Marion,6.2,Percent,13197,877
Georgia,Meriwether,6.2,Percent,13199,879
Georgia,Miller,6.2,Percent,13201,881
Georgia,Mitchell,6.2,Percent,13205,883
Georgia,Monroe,6.2,Percent,13207,885
Georgia,Montgomery,6.2,Percent,13209,887
Georgia,Morgan,6.2,Percent,13211,890
Georgia,Murray,6.2,Percent,13213,892
Georgia,Muscogee,6.2,Percent,13215,896
Georgia,Newton,6.2,Percent,13217,899
Georgia,Oconee,6.2,Percent,13219,901
Georgia,Oglethorpe,6.2,Percent,13221,905
Georgia,Paulding,6.2,Percent,13223,908
Georgia,Peach,6.2,Percent,13225,910
Georgia,Pickens,6.2,Percent,13227,912
Georgia,Pierce,6.2,Percent,13229,915
Georgia,Pike,6.2,Percent,13231,7
Georgia,Polk,6.2,Percent,13233,8
Georgia,Pulaski,6.2,Percent,13235,11
Georgia,Putnam,6.2,Percent,13237,13
Georgia,Quitman,6.2,Percent,13239,16
Georgia,Rabun,6.2,Percent,13241,18
Georgia,Randolph,6.2,Percent,13243,23
Georgia,Richmond,6.2,Percent,13245,24
Georgia,Rockdale,6.2,Percent,13247,28
Georgia,Schley,6.2,Percent,13249,31
Georgia,Screven,6.2,Percent,13251,34
Georgia,Seminole,6.2,Percent,13253,38
Georgia,Spalding,6.2,Percent,13255,41
Georgia,Stephens,6.2,Percent,13257,45
Georgia,Stewart,6.2,Percent,13259,48
Georgia,Sumter,6.2,Percent,13261,52
Georgia,Talbot,6.2,Percent,13263,57
Georgia,Taliaferro,6.2,Percent,13265,60
Georgia,Tattnall,6.2,Percent,13267,63
Georgia,Taylor,6.2,Percent,13269,69
Georgia,Telfair,6.2,Percent,13271,75
Georgia,Terrell,6.2,Percent,13273,78
Georgia,Thomas,6.2,Percent,13275,83
Georgia,Tift,6.2,Percent,13277,87
Georgia,Toombs,6.2,Percent,13279,91
Georgia,Towns,6.2,Percent,13281,95
Georgia,Treutlen,6.2,Percent,13283,102
Georgia,Troup,6.2,Percent,13285,105
Georgia,Turner,6.2,Percent,13287,108
Georgia,Twiggs,6.2,Percent,13289,116
Georgia,Union,6.2,Percent,13291,120
Georgia,Upson,6.2,Percent,13293,123
Georgia,Walker,6.2,Percent,13295,126
Georgia,Walton,6.2,Percent,13297,127
Georgia,Ware,6.2,Percent,13299,132
Georgia,Warren,6.2,Percent,13301,135
Georgia,Washington,6.2,Percent,13303,143
Georgia,Wayne,6.2,Percent,13305,147
Georgia,Webster,6.2,Percent,13307,149
Georgia,Wheeler,6.2,Percent,13309,154
Georgia,White,6.2,Percent,13311,157
Georgia,Whitfield,6.2,Percent,13313,159
Georgia,Wilcox,6.2,Percent,13315,163
Georgia,Wilkes,6.2,Percent,13317,167
Georgia,Wilkinson,6.2,Percent,13319,169
Georgia,Worth,6.2,Percent,13321,173
Hawaii,Hawaii,4.0,Percent,15001,198
Hawaii,Honolulu,4.0,Percent,15003,234
Hawaii,Kalawao,4.0,Percent,15005,247
Hawaii,Kauai,4.0,Percent,15007,261
Hawaii,Maui,4.0,Percent,15009,323
Idaho,Ada,4.6,Percent,16001,336
Idaho,Adams,4.6,Percent,16003,338
Idaho,Bannock,4.6,Percent,16005,343
Idaho,Bear Lake,4.6,Percent,16007,349
Idaho,Benewah,4.6,Percent,16009,354
Idaho,Bingham,4.6,Percent,16011,362
Idaho,Blaine,4.6,Percent,16013,371
Idaho,Boise,4.6,Percent,16015,380
Idaho,Bonner,4.6,Percent,16017,387
Idaho,Bonneville,4.6,Percent,16019,395
Idaho,Boundary,4.6,Percent,16021,405
Idaho,Butte,4.6,Percent,16023,414
Idaho,Camas,4.6,Percent,16025,429
Idaho,Canyon,4.6,Percent,16027,441
Idaho,Caribou,4.6,Percent,16029,449
Idaho,Cassia,4.6,Percent,16031,456
Idaho,Clark,4.6,Percent,16033,464
Idaho,Clearwater,4.6,Percent,16035,474
Idaho,Custer,4.6,Percent,16037,484
Idaho,Elmore,4.6,Percent,16039,490
Idaho,Franklin,4.6,Percent,16041,498
Idaho,Fremont,4.6,Percent,16043,502
Idaho,Gem,4.6,Percent,16045,510
Idaho,Gooding,4.6,Percent,16047,519
Idaho,Idaho,4.6,Percent,16049,528
Idaho,Jefferson,4.6,Percent,16051,540
Idaho,Jerome,4.6,Percent,16053,547
Idaho,Kootenai,4.6,Percent,16055,552
Idaho,Latah,4.6,Percent,16057,559
Idaho,Lemhi,4.6,Percent,16059,566
Idaho,Lewis,4.6,Percent,16061,574
Idaho,Lincoln,4.6,Percent,16063,578
Idaho,Madison,4.6,Percent,16065,581
Idaho,Minidoka,4.6,Percent,16067,585
Idaho,Nez Perce,4.6,Percent,16069,589
Idaho,Oneida,4.6,Percent,16071,593
Idaho,Owyhee,4.6,Percent,16073,601
Idaho,Payette,4.6,Percent,16075,606
Idaho,Power,4.6,Percent,16077,613
Idaho,Shoshone,4.6,Percent,16079,621
Idaho,Teton,4.6,Percent,16081,627
Idaho,Twin Falls,4.6,Percent,16083,634
Idaho,Valley,4.6,Percent,16085,643
Idaho,Washington,4.6,Percent,16087,649
Illinois,Adams,5.3,Percent,17001,650
Illinois,Alexander,5.3,Percent,17003,651
Illinois,Bond,5.3,Percent,17005,652
Illinois,Boone,5.3,Percent,17007,653
Illinois,Brown,5.3,Percent,17009,654
Illinois,Bureau,5.3,Percent,17011,2
Illinois,Calhoun,5.3,Percent,17013,4
Illinois,Carroll,5.3,Percent,17015,6
Illinois,Cass,5.3,Percent,17017,10
Illinois,Champaign,5.3,Percent,17019,12
Illinois,Christian,5.3,Percent,17021,14
