State,County,Expenditures per capita restaurants 2007 (PC_FSRSALES07),Units,FIPS,FID
Arkansas,Grant,444.9218223984439,Dollars,5053,155
Arkansas,Greene,444.9218223984439,Dollars,5055,162
Arkansas,Hempstead,444.9218223984439,Dollars,5057,172
Arkansas,Hot Spring,444.9218223984439,Dollars,5059,184
Arkansas,Howard,444.9218223984439,Dollars,5061,191
Arkansas,Independence,444.9218223984439,Dollars,5063,200
Arkansas,Izard,444.9218223984439,Dollars,5065,203
Arkansas,Jackson,444.9218223984439,Dollars,5067,209
Arkansas,Jefferson,444.9218223984439,Dollars,5069,213
Arkansas,Johnson,444.9218223984439,Dollars,5071,218
Arkansas,Lafayette,444.9218223984439,Dollars,5073,222
Arkansas,Lawrence,444.9218223984439,Dollars,5075,230
Arkansas,Lee,444.9218223984439,Dollars,5077,237
Arkansas,Lincoln,444.9218223984439,Dollars,5079,244
Arkansas,Little River,444.9218223984439,Dollars,5081,251
Arkansas,Logan,444.9218223984439,Dollars,5083,258
Arkansas,Lonoke,444.9218223984439,Dollars,5085,268
Arkansas,Madison,444.9218223984439,Dollars,5087,277
Arkansas,Marion,444.9218223984439,Dollars,5089,282
Arkansas,Miller,444.9218223984439,Dollars,5091,287
Arkansas,Mississippi,444.9218223984439,Dollars,5093,294
Arkansas,Monroe,444.9218223984439,Dollars,5095,300
Arkansas,Montgomery,444.9218223984439,Dollars,5097,304
Arkansas,Nevada,444.9218223984439,Dollars,5099,307
Arkansas,Newton,444.9218223984439,Dollars,5101,311
Arkansas,Ouachita,444.9218223984439,Dollars,5103,316
Arkansas,Perry,444.9218223984439,Dollars,5105,318
Arkansas,Phillips,444.9218223984439,Dollars,5107,322
Arkansas,Pike,444.9218223984439,Dollars,5109,327
Arkansas,Poinsett,444.9218223984439,Dollars,5111,333
Arkansas,Polk,444.9218223984439,Dollars,5113,337
Arkansas,Pope,444.9218223984439,Dollars,5115,340
Arkansas,Prairie,444.9218223984439,Dollars,5117,345
Arkansas,Pulaski,444.9218223984439,Dollars,5119,350
Arkansas,Randolph,444.9218223984439,Dollars,5121,353
Arkansas,St. Francis,444.9218223984439,Dollars,5123,357
Arkansas,Saline,444.9218223984439,Dollars,5125,360
Arkansas,Scott,444.9218223984439,Dollars,5127,364
Arkansas,Searcy,444.9218223984439,Dollars,5129,372
Arkansas,Sebastian,444.9218223984439,Dollars,5131,378
Arkansas,Sevier,444.9218223984439,Dollars,5133,390
Arkansas,Sharp,444.9218223984439,Dollars,5135,394
Arkansas,Stone,444.9218223984439,Dollars,5137,399
Arkansas,Union,444.9218223984439,Dollars,5139,403
Arkansas,Van Buren,444.9218223984439,Dollars,5141,407
Arkansas,Washington,444.9218223984439,Dollars,5143,417
Arkansas,White,444.9218223984439,Dollars,5145,428
Arkansas,Woodruff,444.9218223984439,Dollars,5147,435
Arkansas,Yell,444.9218223984439,Dollars,5149,438
California,Alameda,755.5875049244726,Dollars,6001,457
California,Alpine,755.5875049244726,Dollars,6003,461
California,Amador,755.5875049244726,Dollars,6005,472
California,Butte,755.5875049244726,Dollars,6007,486
California,Calaveras,755.5875049244726,Dollars,6009,489
California,Colusa,755.5875049244726,Dollars,6011,497
California,Contra Costa,755.5875049244726,Dollars,6013,503
California,Del Norte,755.5875049244726,Dollars,6015,511
California,El Dorado,755.5875049244726,Dollars,6017,522
California,Fresno,755.5875049244726,Dollars,6019,527
California,Glenn,755.5875049244726,Dollars,6021,537
California,Humboldt,755.5875049244726,Dollars,6023,551
California,Imperial,755.5875049244726,Dollars,6025,557
California,Inyo,755.5875049244726,Dollars,6027,562
California,Kern,755.5875049244726,Dollars,6029,84
California,Kings,755.5875049244726,Dollars,6031,94
California,Lake,755.5875049244726,Dollars,6033,100
California,Lassen,755.5875049244726,Dollars,6035,104
California,Los Angeles,755.5875049244726,Dollars,6037,139
California,Madera,755.5875049244726,Dollars,6039,153
California,Marin,755.5875049244726,Dollars,6041,168
California,Mariposa,755.5875049244726,Dollars,6043,178
California,Mendocino,755.5875049244726,Dollars,6045,190
California,Merced,755.5875049244726,Dollars,6047,204
California,Modoc,755.5875049244726,Dollars,6049,207
California,Mono,755.5875049244726,Dollars,6051,214
California,Monterey,755.5875049244726,Dollars,6053,228
California,Napa,755.5875049244726,Dollars,6055,236
California,Nevada,755.5875049244726,Dollars,6057,243
California,Orange,755.5875049244726,Dollars,6059,257
California,Placer,755.5875049244726,Dollars,6061,266
California,Plumas,755.5875049244726,Dollars,6063,275
California,Riverside,755.5875049244726,Dollars,6065,281
California,Sacramento,755.5875049244726,Dollars,6067,289
California,San Benito,755.5875049244726,Dollars,6069,295
California,San Bernardino,755.5875049244726,Dollars,6071,302
California,San Diego,755.5875049244726,Dollars,6073,315
California,San Francisco,755.5875049244726,Dollars,6075,331
California,San Joaquin,755.5875049244726,Dollars,6077,339
California,San Luis Obispo,755.5875049244726,Dollars,6079,351
California,San Mateo,755.5875049244726,Dollars,6081,368
California,Santa Barbara,755.5875049244726,Dollars,6083,391
California,Santa Clara,755.5875049244726,Dollars,6085,406
California,Santa Cruz,755.5875049244726,Dollars,6087,415
California,Shasta,755.5875049244726,Dollars,6089,431
California,Sierra,755.5875049244726,Dollars,6091,439
California,Siskiyou,755.5875049244726,Dollars,6093,446
California,Solano,755.5875049244726,Dollars,6095,453
California,Sonoma,755.5875049244726,Dollars,6097,463
California,Stanislaus,755.5875049244726,Dollars,6099,473
California,Sutter,755.5875049244726,Dollars,6101,483
California,Tehama,755.5875049244726,Dollars,6103,492
California,Trinity,755.5875049244726,Dollars,6105,500
California,Tulare,755.5875049244726,Dollars,6107,501
California,Tuolumne,755.5875049244726,Dollars,6109,513
California,Ventura,755.5875049244726,Dollars,6111,521
California,Yolo,755.5875049244726,Dollars,6113,525
California,Yuba,755.5875049244726,Dollars,6115,541
Colorado,Adams,900.3162095952791,Dollars,8001,545
Colorado,Alamosa,900.3162095952791,Dollars,8003,549
Colorado,Arapahoe,900.3162095952791,Dollars,8005,558
Colorado,Archuleta,900.3162095952791,Dollars,8007,560
Colorado,Baca,900.3162095952791,Dollars,8009,563
Colorado,Bent,900.3162095952791,Dollars,8011,564
Colorado,Boulder,900.3162095952791,Dollars,8013,570
Colorado,Broomfield,900.3162095952791,Dollars,8014,577
Colorado,Chaffee,900.3162095952791,Dollars,8015,582
Colorado,Cheyenne,900.3162095952791,Dollars,8017,587
Colorado,Clear Creek,900.3162095952791,Dollars,8019,591
Colorado,Conejos,900.3162095952791,Dollars,8021,596
Colorado,Costilla,900.3162095952791,Dollars,8023,599
Colorado,Crowley,900.3162095952791,Dollars,8025,605
Colorado,Custer,900.3162095952791,Dollars,8027,610
Colorado,Delta,900.3162095952791,Dollars,8029,617
Colorado,Denver,900.3162095952791,Dollars,8031,628
Colorado,Dolores,900.3162095952791,Dollars,8033,636
Colorado,Douglas,900.3162095952791,Dollars,8035,644
Colorado,Eagle,900.3162095952791,Dollars,8037,648
Colorado,Elbert,900.3162095952791,Dollars,8039,655
Colorado,El Paso,900.3162095952791,Dollars,8041,661
Colorado,Fremont,900.3162095952791,Dollars,8043,664
Colorado,Garfield,900.3162095952791,Dollars,8045,667
Colorado,Gilpin,900.3162095952791,Dollars,8047,672
Colorado,Grand,900.3162095952791,Dollars,8049,677
Colorado,Gunnison,900.3162095952791,Dollars,8051,682
Colorado,Hinsdale,900.3162095952791,Dollars,8053,688
Colorado,Huerfano,900.3162095952791,Dollars,8055,693
Colorado,Jackson,900.3162095952791,Dollars,8057,701
Colorado,Jefferson,900.3162095952791,Dollars,8059,706
Colorado,Kiowa,900.3162095952791,Dollars,8061,711
Colorado,Kit Carson,900.3162095952791,Dollars,8063,716
Colorado,Lake,900.3162095952791,Dollars,8065,721
Colorado,La Plata,900.3162095952791,Dollars,8067,727
Colorado,Larimer,900.3162095952791,Dollars,8069,734
Colorado,Las Animas,900.3162095952791,Dollars,8071,741
Colorado,Lincoln,900.3162095952791,Dollars,8073,747
Colorado,Logan,900.3162095952791,Dollars,8075,749
Colorado,Mesa,900.3162095952791,Dollars,8077,751
Colorado,Mineral,900.3162095952791,Dollars,8079,757
Colorado,Moffat,900.3162095952791,Dollars,8081,758
Colorado,Montezuma,900.3162095952791,Dollars,8083,766
Colorado,Montrose,900.3162095952791,Dollars,8085,769
Colorado,Morgan,900.3162095952791,Dollars,8087,775
Colorado,Otero,900.3162095952791,Dollars,8089,777
Colorado,Ouray,900.3162095952791,Dollars,8091,780
Colorado,Park,900.3162095952791,Dollars,8093,782
Colorado,Phillips,900.3162095952791,Dollars,8095,785
Colorado,Pitkin,900.3162095952791,Dollars,8097,789
Colorado,Prowers,900.3162095952791,Dollars,8099,792
Colorado,Pueblo,900.3162095952791,Dollars,8101,795
Colorado,Rio Blanco,900.3162095952791,Dollars,8103,799
Colorado,Rio Grande,900.3162095952791,Dollars,8105,802
Colorado,Routt,900.3162095952791,Dollars,8107,809
Colorado,Saguache,900.3162095952791,Dollars,8109,811
Colorado,San Juan,900.3162095952791,Dollars,8111,347
Colorado,San Miguel,900.3162095952791,Dollars,8113,359
Colorado,Sedgwick,900.3162095952791,Dollars,8115,366
Colorado,Summit,900.3162095952791,Dollars,8117,373
Colorado,Teller,900.3162095952791,Dollars,8119,375
Colorado,Washington,900.3162095952791,Dollars,8121,377
Colorado,Weld,900.3162095952791,Dollars,8123,382
Colorado,Yuma,900.3162095952791,Dollars,8125,385
Connecticut,Fairfield,711.0000836865543,Dollars,9001,410
Connecticut,Hartford,711.0000836865543,Dollars,9003,432
Connecticut,Litchfield,711.0000836865543,Dollars,9005,443
Connecticut,Middlesex,711.0000836865543,Dollars,9007,450
Connecticut,New Haven,711.0000836865543,Dollars,9009,466
Connecticut,New London,711.0000836865543,Dollars,9011,517
Connecticut,Tolland,711.0000836865543,Dollars,9013,524
Connecticut,Windham,711.0000836865543,Dollars,9015,529
Delaware,Kent,884.6094946401225,Dollars,10001,532
Delaware,New Castle,884.6094946401225,Dollars,10003,536
Delaware,Sussex,884.6094946401225,Dollars,10005,609
District of Columbia,District of Columbia,1930.1558056074637,Dollars,11001,630
Florida,Alachua,919.5131037446367,Dollars,12001,639
Florida,Baker,919.5131037446367,Dollars,12003,641
Florida,Bay,919.5131037446367,Dollars,12005,658
Florida,Bradford,919.5131037446367,Dollars,12007,665
Florida,Brevard,919.5131037446367,Dollars,12009,686
Florida,Broward,919.5131037446367,Dollars,12011,695
Florida,Calhoun,919.5131037446367,Dollars,12013,699
Florida,Charlotte,919.5131037446367,Dollars,12015,743
Florida,Citrus,919.5131037446367,Dollars,12017,843
Florida,Clay,919.5131037446367,Dollars,12019,852
Florida,Collier,919.5131037446367,Dollars,12021,894
Florida,Columbia,919.5131037446367,Dollars,12023,903
Florida,DeSoto,919.5131037446367,Dollars,12027,906
Florida,Dixie,919.5131037446367,Dollars,12029,918
Florida,Duval,919.5131037446367,Dollars,12031,924
Florida,Escambia,919.5131037446367,Dollars,12033,931
Florida,Flagler,919.5131037446367,Dollars,12035,935
Florida,Franklin,919.5131037446367,Dollars,12037,937
Florida,Gadsden,919.5131037446367,Dollars,12039,938
Florida,Gilchrist,919.5131037446367,Dollars,12041,939
Florida,Glades,919.5131037446367,Dollars,12043,940
Florida,Gulf,919.5131037446367,Dollars,12045,941
Florida,Hamilton,919.5131037446367,Dollars,12047,942
Florida,Hardee,919.5131037446367,Dollars,12049,943
Florida,Hendry,919.5131037446367,Dollars,12051,944
Florida,Hernando,919.5131037446367,Dollars,12053,945
Florida,Highlands,919.5131037446367,Dollars,12055,946
Florida,Hillsborough,919.5131037446367,Dollars,12057,947
Florida,Holmes,919.5131037446367,Dollars,12059,948
Florida,Indian River,919.5131037446367,Dollars,12061,949
Florida,Jackson,919.5131037446367,Dollars,12063,950
Florida,Jefferson,919.5131037446367,Dollars,12065,951
Florida,Lafayette,919.5131037446367,Dollars,12067,952
Florida,Lake,919.5131037446367,Dollars,12069,953
Florida,Lee,919.5131037446367,Dollars,12071,954
Florida,Leon,919.5131037446367,Dollars,12073,955
Florida,Levy,919.5131037446367,Dollars,12075,956
Florida,Liberty,919.5131037446367,Dollars,12077,957
Florida,Madison,919.5131037446367,Dollars,12079,958
Florida,Manatee,919.5131037446367,Dollars,12081,959
Florida,Marion,919.5131037446367,Dollars,12083,960
Florida,Martin,919.5131037446367,Dollars,12085,961
Florida,Miami-Dade,919.5131037446367,Dollars,12086,962
Florida,Monroe,919.5131037446367,Dollars,12087,963
Florida,Nassau,919.5131037446367,Dollars,12089,964
Florida,Okaloosa,919.5131037446367,Dollars,12091,965
Florida,Okeechobee,919.5131037446367,Dollars,12093,966
Florida,Orange,919.5131037446367,Dollars,12095,967
Florida,Osceola,919.5131037446367,Dollars,12097,968
Florida,Palm Beach,919.5131037446367,Dollars,12099,969
Florida,Pasco,919.5131037446367,Dollars,12101,970
Florida,Pinellas,919.5131037446367,Dollars,12103,971
Florida,Polk,919.5131037446367,Dollars,12105,972
Florida,Putnam,919.5131037446367,Dollars,12107,973
Florida,St. Johns,919.5131037446367,Dollars,12109,974
Florida,St. Lucie,919.5131037446367,Dollars,12111,975
Florida,Santa Rosa,919.5131037446367,Dollars,12113,976
Florida,Sarasota,919.5131037446367,Dollars,12115,977
Florida,Seminole,919.5131037446367,Dollars,12117,978
Florida,Sumter,919.5131037446367,Dollars,12119,979
Florida,Suwannee,919.5131037446367,Dollars,12121,980
Florida,Taylor,919.5131037446367,Dollars,12123,981
Florida,Union,919.5131037446367,Dollars,12125,982
Florida,Volusia,919.5131037446367,Dollars,12127,983
Florida,Wakulla,919.5131037446367,Dollars,12129,984
Florida,Walton,919.5131037446367,Dollars,12131,985
Florida,Washington,919.5131037446367,Dollars,12133,986
Georgia,Appling,711.7697982264114,Dollars,13001,987
Georgia,Atkinson,711.7697982264114,Dollars,13003,988
Georgia,Bacon,711.7697982264114,Dollars,13005,989
Georgia,Baker,711.7697982264114,Dollars,13007,990
Georgia,Baldwin,711.7697982264114,Dollars,13009,991
Georgia,Banks,711.7697982264114,Dollars,13011,992
Georgia,Barrow,711.7697982264114,Dollars,13013,993
Georgia,Bartow,711.7697982264114,Dollars,13015,994
Georgia,Ben Hill,711.7697982264114,Dollars,13017,995
Georgia,Berrien,711.7697982264114,Dollars,13019,996
Georgia,Bibb,711.7697982264114,Dollars,13021,997
Georgia,Bleckley,711.7697982264114,Dollars,13023,998
Georgia,Brantley,711.7697982264114,Dollars,13025,999
Georgia,Brooks,711.7697982264114,Dollars,13027,565
Georgia,Bryan,711.7697982264114,Dollars,13029,573
Georgia,Bulloch,711.7697982264114,Dollars,13031,579
Georgia,Burke,711.7697982264114,Dollars,13033,583
Georgia,Butts,711.7697982264114,Dollars,13035,588
Georgia,Calhoun,711.7697982264114,Dollars,13037,592
Georgia,Camden,711.7697982264114,Dollars,13039,603
Georgia,Candler,711.7697982264114,Dollars,13043,616
Georgia,Carroll,711.7697982264114,Dollars,13045,620
Georgia,Catoosa,711.7697982264114,Dollars,13047,626
Georgia,Charlton,711.7697982264114,Dollars,13049,635
Georgia,Chatham,711.7697982264114,Dollars,13051,646
Georgia,Chattahoochee,711.7697982264114,Dollars,13053,656
Georgia,Chattooga,711.7697982264114,Dollars,13055,659
Georgia,Cherokee,711.7697982264114,Dollars,13057,662
Georgia,Clarke,711.7697982264114,Dollars,13059,666
Georgia,Clay,711.7697982264114,Dollars,13061,670
Georgia,Clayton,711.7697982264114,Dollars,13063,673
Georgia,Clinch,711.7697982264114,Dollars,13065,676
Georgia,Cobb,711.7697982264114,Dollars,13067,680
Georgia,Coffee,711.7697982264114,Dollars,13069,684
Georgia,Colquitt,711.7697982264114,Dollars,13071,689
Georgia,Columbia,711.7697982264114,Dollars,13073,692
Georgia,Cook,711.7697982264114,Dollars,13075,697
Georgia,Coweta,711.7697982264114,Dollars,13077,700
Georgia,Crawford,711.7697982264114,Dollars,13079,704
Georgia,Crisp,711.7697982264114,Dollars,13081,707
Georgia,Dade,711.7697982264114,Dollars,13083,708
Georgia,Dawson,711.7697982264114,Dollars,13085,713
Georgia,Decatur,711.7697982264114,Dollars,13087,714
Georgia,DeKalb,711.7697982264114,Dollars,13089,718
Georgia,Dodge,711.7697982264114,Dollars,13091,720
Georgia,Dooly,711.7697982264114,Dollars,13093,724
Georgia,Dougherty,711.7697982264114,Dollars,13095,728
Georgia,Douglas,711.7697982264114,Dollars,13097,731
Georgia,Early,711.7697982264114,Dollars,13099,735
Georgia,Echols,711.7697982264114,Dollars,13101,737
Georgia,Effingham,711.7697982264114,Dollars,13103,742
Georgia,Elbert,711.7697982264114,Dollars,13105,746
Georgia,Emanuel,711.7697982264114,Dollars,13107,750
Georgia,Evans,711.7697982264114,Dollars,13109,754
Georgia,Fannin,711.7697982264114,Dollars,13111,755
Georgia,Fayette,711.7697982264114,Dollars,13113,760
Georgia,Floyd,711.7697982264114,Dollars,13115,764
Georgia,Forsyth,711.7697982264114,Dollars,13117,768
Georgia,Franklin,711.7697982264114,Dollars,13119,772
Georgia,Fulton,711.7697982264114,Dollars,13121,779
Georgia,Gilmer,711.7697982264114,Dollars,13123,781
Georgia,Glascock,711.7697982264114,Dollars,13125,783
Georgia,Glynn,711.7697982264114,Dollars,13127,793
Georgia,Gordon,711.7697982264114,Dollars,13129,796
Georgia,Grady,711.7697982264114,Dollars,13131,797
Georgia,Greene,711.7697982264114,Dollars,13133,800
Georgia,Gwinnett,711.7697982264114,Dollars,13135,804
Georgia,Habersham,711.7697982264114,Dollars,13137,806
Georgia,Hall,711.7697982264114,Dollars,13139,808
Georgia,Hancock,711.7697982264114,Dollars,13141,810
Georgia,Haralson,711.7697982264114,Dollars,13143,813
Georgia,Harris,711.7697982264114,Dollars,13145,814
Georgia,Hart,711.7697982264114,Dollars,13147,816
Georgia,Heard,711.7697982264114,Dollars,13149,817
Georgia,Henry,711.7697982264114,Dollars,13151,820
Georgia,Houston,711.7697982264114,Dollars,13153,823
Georgia,Irwin,711.7697982264114,Dollars,13155,825
Georgia,Jackson,711.7697982264114,Dollars,13157,828
Georgia,Jasper,711.7697982264114,Dollars,13159,830
Georgia,Jeff Davis,711.7697982264114,Dollars,13161,832
Georgia,Jefferson,711.7697982264114,Dollars,13163,834
Georgia,Jenkins,711.7697982264114,Dollars,13165,835
Georgia,Johnson,711.7697982264114,Dollars,13167,837
Georgia,Jones,711.7697982264114,Dollars,13169,839
Georgia,Lamar,711.7697982264114,Dollars,13171,841
Georgia,Lanier,711.7697982264114,Dollars,13173,845
Georgia,Laurens,711.7697982264114,Dollars,13175,847
Georgia,Lee,711.7697982264114,Dollars,13177,849
Georgia,Liberty,711.7697982264114,Dollars,13179,855
Georgia,Lincoln,711.7697982264114,Dollars,13181,857
Georgia,Long,711.7697982264114,Dollars,13183,860
Georgia,Lowndes,711.7697982264114,Dollars,13185,863
Georgia,Lumpkin,711.7697982264114,Dollars,13187,865
Georgia,McDuffie,711.7697982264114,Dollars,13189,868
Georgia,McIntosh,711.7697982264114,Dollars,13191,871
Georgia,Macon,711.7697982264114,Dollars,13193,874
Georgia,Madison,711.7697982264114,Dollars,13195,875
Georgia,Marion,711.7697982264114,Dollars,13197,877
Georgia,Meriwether,711.7697982264114,Dollars,13199,879
Georgia,Miller,711.7697982264114,Dollars,13201,881
Georgia,Mitchell,711.7697982264114,Dollars,13205,883
Georgia,Monroe,711.7697982264114,Dollars,13207,885
Georgia,Montgomery,711.7697982264114,Dollars,13209,887
Georgia,Morgan,711.7697982264114,Dollars,13211,890
Georgia,Murray,711.7697982264114,Dollars,13213,892
Georgia,Muscogee,711.7697982264114,Dollars,13215,896
Georgia,Newton,711.7697982264114,Dollars,13217,899
Georgia,Oconee,711.7697982264114,Dollars,13219,901
Georgia,Oglethorpe,711.7697982264114,Dollars,13221,905
Georgia,Paulding,711.7697982264114,Dollars,13223,908
Georgia,Peach,711.7697982264114,Dollars,13225,910
