State,County,Households no car & low access to store 2010 (LACCESS_HHNV10),Units,FIPS,FID
Alaska,Denali,22.2210238919603,Count,2068,426
Alaska,Dillingham,419.025631767756,Count,2070,445
Alaska,Fairbanks North Star,1154.44535977394,Count,2090,454
Alaska,Haines,23.1622568573657,Count,2100,462
Alaska,Hoonah-Angoon,257.629145750545,Count,2105,476
Alaska,Juneau,348.346080154234,Count,2110,482
Alaska,Kenai Peninsula,739.638728237537,Count,2122,494
Alaska,Ketchikan Gateway,118.12396034045,Count,2130,514
Alaska,Kodiak Island,230.349293131868,Count,2150,533
Alaska,Lake and Peninsula,296.088040105776,Count,2164,544
Alaska,Matanuska-Susitna,819.936761324503,Count,2170,556
Alaska,Nome,1233.13861860302,Count,2180,571
Alaska,North Slope,311.955240143959,Count,2185,614
Alaska,Northwest Arctic,838.046425390765,Count,2188,638
Alaska,Petersburg,83.617297722718,Count,2195,645
Alaska,Prince of Wales-Hyder,101.585215410146,Count,2198,669
Alaska,Sitka,66.8505549737448,Count,2220,679
Alaska,Skagway,1.20289745843042,Count,2230,683
Alaska,Southeast Fairbanks,114.263765428697,Count,2240,690
Alaska,Valdez-Cordova,211.668633648392,Count,2261,710
Alaska,Wade Hampton,1194.80855985643,Count,2270,725
Alaska,Wrangell,20.9482854580833,Count,2275,733
Alaska,Yakutat,9.67436062809963,Count,2282,744
Alaska,Yukon-Koyukuk,1112.45137151553,Count,2290,753
Arizona,Apache,2717.87678995219,Count,4001,761
Arizona,Cochise,1505.40349060008,Count,4003,763
Arizona,Coconino,1323.7636405024,Count,4005,771
Arizona,Gila,776.401381639098,Count,4007,787
Arizona,Graham,528.970619443029,Count,4009,0
Arizona,Greenlee,198.753824224448,Count,4011,1
Arizona,La Paz,616.007474347992,Count,4012,3
Arizona,Maricopa,11074.4328249868,Count,4013,9
Arizona,Mohave,2019.32860402753,Count,4015,15
Arizona,Navajo,2587.49497956385,Count,4017,17
Arizona,Pima,4800.73107136654,Count,4019,21
Arizona,Pinal,3549.0148706559,Count,4021,26
Arizona,Santa Cruz,213.933054180836,Count,4023,32
Arizona,Yavapai,2058.60664718611,Count,4025,35
Arizona,Yuma,1326.78142396116,Count,4027,42
Arkansas,Arkansas,227.950338034206,Count,5001,46
Arkansas,Ashley,364.917199164838,Count,5003,50
Arkansas,Baxter,528.353481748073,Count,5005,54
Arkansas,Benton,1771.43358633392,Count,5007,59
Arkansas,Boone,468.496570668197,Count,5009,62
Arkansas,Bradley,114.58901063698,Count,5011,68
Arkansas,Calhoun,86.8144490976803,Count,5013,72
Arkansas,Carroll,229.864210089895,Count,5015,74
Arkansas,Chicot,178.685596422188,Count,5017,77
Arkansas,Clark,331.20019859172,Count,5019,86
Arkansas,Clay,149.874251876128,Count,5021,93
Arkansas,Cleburne,348.752291442064,Count,5023,97
Arkansas,Cleveland,125.567832584855,Count,5025,103
Arkansas,Columbia,389.23687344885,Count,5027,107
Arkansas,Conway,439.015211853937,Count,5029,109
Arkansas,Craighead,1008.81432331466,Count,5031,114
Arkansas,Crawford,764.632773844439,Count,5033,115
Arkansas,Crittenden,522.015087830648,Count,5035,119
Arkansas,Cross,289.572999180814,Count,5037,124
Arkansas,Dallas,220.374039860921,Count,5039,128
Arkansas,Desha,341.98406489593,Count,5041,130
Arkansas,Drew,238.233911516017,Count,5043,136
Arkansas,Faulkner,1310.26788701856,Count,5045,141
Arkansas,Franklin,274.327492454316,Count,5047,144
Arkansas,Fulton,128.942040453467,Count,5049,146
Arkansas,Garland,1418.88447321147,Count,5051,151
Arkansas,Grant,208.27805409715,Count,5053,155
Arkansas,Greene,509.60014905621,Count,5055,162
Arkansas,Hempstead,287.275149123466,Count,5057,172
Arkansas,Hot Spring,311.303435543416,Count,5059,184
Arkansas,Howard,134.364717360641,Count,5061,191
Arkansas,Independence,442.437504954227,Count,5063,200
Arkansas,Izard,160.196222569476,Count,5065,203
Arkansas,Jackson,302.970182990896,Count,5067,209
Arkansas,Jefferson,576.672850880324,Count,5069,213
Arkansas,Johnson,290.518706216206,Count,5071,218
Arkansas,Lafayette,275.002814436605,Count,5073,222
Arkansas,Lawrence,151.066882624866,Count,5075,230
Arkansas,Lee,344.772384584864,Count,5077,237
Arkansas,Lincoln,396.055184844418,Count,5079,244
Arkansas,Little River,251.563150026766,Count,5081,251
Arkansas,Logan,239.363145043666,Count,5083,258
Arkansas,Lonoke,623.058597086303,Count,5085,268
Arkansas,Madison,189.683878096941,Count,5087,277
Arkansas,Marion,143.287625844229,Count,5089,282
Arkansas,Miller,399.061437248762,Count,5091,287
Arkansas,Mississippi,688.858830374121,Count,5093,294
Arkansas,Monroe,197.939842892871,Count,5095,300
Arkansas,Montgomery,154.275190862369,Count,5097,304
Arkansas,Nevada,176.687781216624,Count,5099,307
Arkansas,Newton,254.113043138768,Count,5101,311
Arkansas,Ouachita,585.446129015213,Count,5103,316
Arkansas,Perry,160.003323240038,Count,5105,318
Arkansas,Phillips,790.476286711315,Count,5107,322
Arkansas,Pike,184.271906895779,Count,5109,327
Arkansas,Poinsett,237.981524316743,Count,5111,333
Arkansas,Polk,220.508218801035,Count,5113,337
Arkansas,Pope,536.070298519272,Count,5115,340
Arkansas,Prairie,159.636704184273,Count,5117,345
Arkansas,Pulaski,4229.22254379792,Count,5119,350
Arkansas,Randolph,263.310437070265,Count,5121,353
Arkansas,St. Francis,969.52227637029,Count,5123,357
Arkansas,Saline,1254.15966053954,Count,5125,360
Arkansas,Scott,126.284893922524,Count,5127,364
Arkansas,Searcy,227.621416466097,Count,5129,372
Arkansas,Sebastian,678.492105721085,Count,5131,378
Arkansas,Sevier,210.211503755212,Count,5133,390
Arkansas,Sharp,295.345023587471,Count,5135,394
Arkansas,Stone,300.430409498375,Count,5137,399
Arkansas,Union,801.416058420687,Count,5139,403
Arkansas,Van Buren,416.980913886096,Count,5141,407
Arkansas,Washington,1309.37103500418,Count,5143,417
Arkansas,White,885.507008905313,Count,5145,428
Arkansas,Woodruff,248.997843314472,Count,5147,435
Arkansas,Yell,229.154032080448,Count,5149,438
California,Alameda,2449.44132476688,Count,6001,457
California,Alpine,7.27888436225705,Count,6003,461
California,Amador,365.544656235006,Count,6005,472
California,Butte,1836.20034095313,Count,6007,486
California,Calaveras,422.091188521354,Count,6009,489
California,Colusa,128.755202757457,Count,6011,497
California,Contra Costa,2952.19199305921,Count,6013,503
California,Del Norte,263.285891105765,Count,6015,511
California,El Dorado,1069.35820158699,Count,6017,522
California,Fresno,3603.36786260143,Count,6019,527
California,Glenn,273.911374987928,Count,6021,537
California,Humboldt,916.28665259431,Count,6023,551
California,Imperial,911.636799547221,Count,6025,557
California,Inyo,175.01202887253,Count,6027,562
California,Kern,2713.25420562618,Count,6029,84
California,Kings,460.369880243167,Count,6031,94
California,Lake,736.268885972844,Count,6033,100
California,Lassen,178.852448194422,Count,6035,104
California,Los Angeles,7282.32267142027,Count,6037,139
California,Madera,745.447455805351,Count,6039,153
California,Marin,521.552466239547,Count,6041,168
California,Mariposa,254.528936935665,Count,6043,178
California,Mendocino,725.95163297285,Count,6045,190
California,Merced,1222.31936748381,Count,6047,204
California,Modoc,126.483166199743,Count,6049,207
California,Mono,180.329397429824,Count,6051,214
California,Monterey,1154.80839058546,Count,6053,228
California,Napa,473.40116448876,Count,6055,236
California,Nevada,686.642815400865,Count,6057,243
California,Orange,2864.88134527438,Count,6059,257
California,Placer,1244.99324889539,Count,6061,266
California,Plumas,149.238499345081,Count,6063,275
California,Riverside,6617.83822850729,Count,6065,281
California,Sacramento,3919.9657182372,Count,6067,289
California,San Benito,81.0493049780717,Count,6069,295
California,San Bernardino,7754.61805369835,Count,6071,302
California,San Diego,4977.32871663408,Count,6073,315
California,San Francisco,1524.61287961309,Count,6075,331
California,San Joaquin,1302.46386494484,Count,6077,339
California,San Luis Obispo,1127.33600974871,Count,6079,351
California,San Mateo,843.999714287976,Count,6081,368
California,Santa Barbara,1045.42448317201,Count,6083,391
California,Santa Clara,2018.811631738,Count,6085,406
California,Santa Cruz,806.264301026825,Count,6087,415
California,Shasta,1416.81239036969,Count,6089,431
California,Sierra,65.7658533812536,Count,6091,439
California,Siskiyou,635.311966319792,Count,6093,446
California,Solano,1530.5617093238,Count,6095,453
California,Sonoma,1890.80957595196,Count,6097,463
California,Stanislaus,1853.07554169354,Count,6099,473
California,Sutter,376.181436441366,Count,6101,483
California,Tehama,466.652926049794,Count,6103,492
California,Trinity,74.5252935293651,Count,6105,500
California,Tulare,2284.06597258347,Count,6107,501
California,Tuolumne,531.349478678331,Count,6109,513
California,Ventura,1469.43394910292,Count,6111,521
California,Yolo,418.929962240343,Count,6113,525
California,Yuba,408.467678302447,Count,6115,541
Colorado,Adams,1100.64764489128,Count,8001,545
Colorado,Alamosa,106.047166978383,Count,8003,549
Colorado,Arapahoe,1516.44800016035,Count,8005,558
Colorado,Archuleta,75.9237294160295,Count,8007,560
Colorado,Baca,13.1333106065398,Count,8009,563
Colorado,Bent,40.0628621515787,Count,8011,564
Colorado,Boulder,675.781950077896,Count,8013,570
Colorado,Broomfield,58.9688622969728,Count,8014,577
Colorado,Chaffee,53.7345829495136,Count,8015,582
Colorado,Cheyenne,25.5602572955466,Count,8017,587
Colorado,Clear Creek,90.7962920807688,Count,8019,591
Colorado,Conejos,126.248273280547,Count,8021,596
Colorado,Costilla,137.351571079661,Count,8023,599
Colorado,Crowley,76.7714172484017,Count,8025,605
Colorado,Custer,34.8294150144714,Count,8027,610
Colorado,Delta,131.102600898505,Count,8029,617
Colorado,Denver,4333.76044110384,Count,8031,628
Colorado,Dolores,0.51227935496778,Count,8033,636
Colorado,Douglas,565.809956094877,Count,8035,644
Colorado,Eagle,180.531709133027,Count,8037,648
Colorado,Elbert,104.488005118976,Count,8039,655
Colorado,El Paso,4443.84483947995,Count,8041,661
Colorado,Fremont,286.177622739951,Count,8043,664
Colorado,Garfield,184.025802111398,Count,8045,667
Colorado,Gilpin,87.1503419999485,Count,8047,672
Colorado,Grand,92.0555997878771,Count,8049,677
Colorado,Gunnison,75.3983677652659,Count,8051,682
Colorado,Hinsdale,0.0,Count,8053,688
Colorado,Huerfano,89.1792377579783,Count,8055,693
Colorado,Jackson,13.5721143159353,Count,8057,701
Colorado,Jefferson,1905.57556261246,Count,8059,706
Colorado,Kiowa,20.5113710780933,Count,8061,711
Colorado,Kit Carson,39.560103654486,Count,8063,716
Colorado,Lake,118.249057717249,Count,8065,721
Colorado,La Plata,355.028309510484,Count,8067,727
Colorado,Larimer,1021.43364453902,Count,8069,734
Colorado,Las Animas,246.263336552877,Count,8071,741
Colorado,Lincoln,31.4348040079122,Count,8073,747
Colorado,Logan,96.7988820181287,Count,8075,749
Colorado,Mesa,688.629070045834,Count,8077,751
Colorado,Mineral,0.0,Count,8079,757
Colorado,Moffat,33.8821881117357,Count,8081,758
Colorado,Montezuma,262.1519306029,Count,8083,766
Colorado,Montrose,190.391110031935,Count,8085,769
Colorado,Morgan,131.28047834449,Count,8087,775
Colorado,Otero,265.680028108018,Count,8089,777
Colorado,Ouray,19.6284700219716,Count,8091,780
Colorado,Park,352.770263157961,Count,8093,782
Colorado,Phillips,41.5706163521301,Count,8095,785
Colorado,Pitkin,57.1642915045594,Count,8097,789
Colorado,Prowers,80.8089151909535,Count,8099,792
Colorado,Pueblo,1779.73944459789,Count,8101,795
Colorado,Rio Blanco,27.6878257681719,Count,8103,799
Colorado,Rio Grande,35.4931485702506,Count,8105,802
Colorado,Routt,145.316907834993,Count,8107,809
Colorado,Saguache,114.057447383413,Count,8109,811
Colorado,San Juan,32.6423362929561,Count,8111,347
Colorado,San Miguel,30.8282204464343,Count,8113,359
Colorado,Sedgwick,10.8297975499711,Count,8115,366
Colorado,Summit,270.806884509478,Count,8117,373
Colorado,Teller,109.966440151392,Count,8119,375
Colorado,Washington,67.7374296690523,Count,8121,377
Colorado,Weld,668.934592061731,Count,8123,382
Colorado,Yuma,39.2499761360352,Count,8125,385
Connecticut,Fairfield,3655.87221916384,Count,9001,410
Connecticut,Hartford,4947.20042671148,Count,9003,432
Connecticut,Litchfield,1122.09977494975,Count,9005,443
Connecticut,Middlesex,1146.97065601028,Count,9007,450
Connecticut,New Haven,4769.82297252158,Count,9009,466
Connecticut,New London,2159.72030737424,Count,9011,517
Connecticut,Tolland,822.551523003285,Count,9013,524
Connecticut,Windham,1369.37922097702,Count,9015,529
Delaware,Kent,1618.95410117383,Count,10001,532
Delaware,New Castle,4085.35684631863,Count,10003,536
Delaware,Sussex,2103.76450768751,Count,10005,609
District of Columbia,District of Columbia,1872.74166915113,Count,11001,630
Florida,Alachua,1911.03492832109,Count,12001,639
Florida,Baker,131.197356027228,Count,12003,641
Florida,Bay,1132.49680334932,Count,12005,658
Florida,Bradford,347.125150905325,Count,12007,665
Florida,Brevard,3325.79078601802,Count,12009,686
Florida,Broward,3942.21485250812,Count,12011,695
Florida,Calhoun,236.872238161806,Count,12013,699
Florida,Charlotte,1562.86450990827,Count,12015,743
Florida,Citrus,1739.40740408207,Count,12017,843
Florida,Clay,1171.74701396771,Count,12019,852
Florida,Collier,2026.63627303421,Count,12021,894
Florida,Columbia,912.016786322936,Count,12023,903
Florida,DeSoto,280.030116345535,Count,12027,906
Florida,Dixie,145.982043269059,Count,12029,918
Florida,Duval,5101.11633335361,Count,12031,924
Florida,Escambia,2935.94138208379,Count,12033,931
Florida,Flagler,861.286372916543,Count,12035,935
Florida,Franklin,85.9902358263775,Count,12037,937
Florida,Gadsden,1451.10098823734,Count,12039,938
Florida,Gilchrist,204.533381119898,Count,12041,939
Florida,Glades,13.1673100865592,Count,12043,940
Florida,Gulf,271.29291808845,Count,12045,941
Florida,Hamilton,170.100691350675,Count,12047,942
Florida,Hardee,265.680402538352,Count,12049,943
Florida,Hendry,380.289427262592,Count,12051,944
Florida,Hernando,1345.0506441262,Count,12053,945
Florida,Highlands,1114.25005276895,Count,12055,946
Florida,Hillsborough,6037.97485733544,Count,12057,947
Florida,Holmes,383.215047241737,Count,12059,948
Florida,Indian River,1836.69785415798,Count,12061,949
Florida,Jackson,830.019743077294,Count,12063,950
Florida,Jefferson,405.198623696075,Count,12065,951
Florida,Lafayette,66.2465365578706,Count,12067,952
Florida,Lake,2485.72411216065,Count,12069,953
Florida,Lee,4422.49651770869,Count,12071,954
Florida,Leon,2036.6228096027,Count,12073,955
Florida,Levy,690.955523285424,Count,12075,956
Florida,Liberty,154.278814071978,Count,12077,957
Florida,Madison,371.616500124224,Count,12079,958
Florida,Manatee,1306.10174649772,Count,12081,959
Florida,Marion,3395.40526455629,Count,12083,960
Florida,Martin,976.895628910896,Count,12085,961
Florida,Miami-Dade,3062.6944502269,Count,12086,962
Florida,Monroe,696.602090824916,Count,12087,963
Florida,Nassau,746.531437330671,Count,12089,964
Florida,Okaloosa,1098.59814333879,Count,12091,965
Florida,Okeechobee,478.990418478658,Count,12093,966
Florida,Orange,3679.90608086588,Count,12095,967
Florida,Osceola,1236.27856628389,Count,12097,968
Florida,Palm Beach,4625.21461318693,Count,12099,969
Florida,Pasco,2598.16592979014,Count,12101,970
Florida,Pinellas,3897.438153902,Count,12103,971
Florida,Polk,4665.13369107243,Count,12105,972
Florida,Putnam,1513.99575621301,Count,12107,973
Florida,St. Johns,1464.23334041135,Count,12109,974
Florida,St. Lucie,1492.3930290953,Count,12111,975
Florida,Santa Rosa,1039.84978741565,Count,12113,976
Florida,Sarasota,2377.77683470498,Count,12115,977
Florida,Seminole,1625.40415460366,Count,12117,978
Florida,Sumter,880.922119792094,Count,12119,979
Florida,Suwannee,869.211077799036,Count,12121,980
Florida,Taylor,183.092703944414,Count,12123,981
Florida,Union,99.7959454615428,Count,12125,982
Florida,Volusia,4667.65944712911,Count,12127,983
Florida,Wakulla,298.488302772876,Count,12129,984
Florida,Walton,736.029047348765,Count,12131,985
Florida,Washington,309.566908350214,Count,12133,986
Georgia,Appling,325.417728034177,Count,13001,987
Georgia,Atkinson,157.421534470093,Count,13003,988
Georgia,Bacon,114.634818211598,Count,13005,989
Georgia,Baker,202.311558843021,Count,13007,990
Georgia,Baldwin,637.072187224099,Count,13009,991
Georgia,Banks,252.316648474646,Count,13011,992
Georgia,Barrow,477.186003302796,Count,13013,993
Georgia,Bartow,909.948876321897,Count,13015,994
Georgia,Ben Hill,470.926824395908,Count,13017,995
Georgia,Berrien,240.919123909791,Count,13019,996
Georgia,Bibb,1221.84327720248,Count,13021,997
Georgia,Bleckley,107.454441050995,Count,13023,998
Georgia,Brantley,345.672969862512,Count,13025,999
Georgia,Brooks,167.276985528175,Count,13027,565
Georgia,Bryan,188.055769503923,Count,13029,573
Georgia,Bulloch,765.859423754527,Count,13031,579
Georgia,Burke,534.125640961949,Count,13033,583
Georgia,Butts,267.799308980769,Count,13035,588
Georgia,Calhoun,215.12977366067,Count,13037,592
Georgia,Camden,476.754728034544,Count,13039,603
Georgia,Candler,132.797343151316,Count,13043,616
Georgia,Carroll,1197.30985364175,Count,13045,620
Georgia,Catoosa,449.383902823304,Count,13047,626
Georgia,Charlton,290.903477735158,Count,13049,635
Georgia,Chatham,1026.75679933006,Count,13051,646
Georgia,Chattahoochee,79.1459803431157,Count,13053,656
Georgia,Chattooga,200.182491679242,Count,13055,659
Georgia,Cherokee,813.038429788434,Count,13057,662
Georgia,Clarke,1601.44664374322,Count,13059,666
Georgia,Clay,169.896049885404,Count,13061,670
Georgia,Clayton,1868.91825957324,Count,13063,673
Georgia,Clinch,55.3514340019102,Count,13065,676
Georgia,Cobb,3009.88146181132,Count,13067,680
Georgia,Coffee,545.091118907592,Count,13069,684
Georgia,Colquitt,679.591195646125,Count,13071,689
Georgia,Columbia,406.507538111857,Count,13073,692
Georgia,Cook,239.159418271882,Count,13075,697
Georgia,Coweta,953.479289776494,Count,13077,700
Georgia,Crawford,217.376271198693,Count,13079,704
Georgia,Crisp,808.553844469253,Count,13081,707
Georgia,Dade,180.985807105775,Count,13083,708
Georgia,Dawson,70.3357881610578,Count,13085,713
Georgia,Decatur,505.702176309821,Count,13087,714
Georgia,DeKalb,4414.43003062356,Count,13089,718
Georgia,Dodge,338.622523893041,Count,13091,720
Georgia,Dooly,313.000138431491,Count,13093,724
Georgia,Dougherty,1875.41272974026,Count,13095,728
Georgia,Douglas,723.974011286965,Count,13097,731
Georgia,Early,280.065728949364,Count,13099,735
Georgia,Echols,139.935935905049,Count,13101,737
Georgia,Effingham,391.176959175759,Count,13103,742
Georgia,Elbert,542.654750079288,Count,13105,746
Georgia,Emanuel,427.331340702146,Count,13107,750
Georgia,Evans,143.429370995242,Count,13109,754
Georgia,Fannin,305.968327024323,Count,13111,755
Georgia,Fayette,597.464340301989,Count,13113,760
Georgia,Floyd,1689.0612489967,Count,13115,764
Georgia,Forsyth,884.075381805695,Count,13117,768
Georgia,Franklin,417.150156134002,Count,13119,772
Georgia,Fulton,8673.06437107988,Count,13121,779
Georgia,Gilmer,380.33974352062,Count,13123,781
Georgia,Glascock,36.0428224876944,Count,13125,783
Georgia,Glynn,764.112363189233,Count,13127,793
Georgia,Gordon,816.016787443651,Count,13129,796
Georgia,Grady,322.094935946678,Count,13131,797
Georgia,Greene,207.0286220832,Count,13133,800
Georgia,Gwinnett,1991.37775885323,Count,13135,804
Georgia,Habersham,450.687218887853,Count,13137,806
Georgia,Hall,1747.17520105857,Count,13139,808
Georgia,Hancock,429.29376638186,Count,13141,810
Georgia,Haralson,312.986636317757,Count,13143,813
Georgia,Harris,328.72067063519,Count,13145,814
Georgia,Hart,511.033339978875,Count,13147,816
Georgia,Heard,139.392549107016,Count,13149,817
Georgia,Henry,716.422753784681,Count,13151,820
Georgia,Houston,763.267887222629,Count,13153,823
Georgia,Irwin,201.898460729479,Count,13155,825
Georgia,Jackson,538.542551251036,Count,13157,828
Georgia,Jasper,206.6936606406,Count,13159,830
Georgia,Jeff Davis,161.537337000076,Count,13161,832
Georgia,Jefferson,284.539293865448,Count,13163,834
Georgia,Jenkins,103.226225222239,Count,13165,835
Georgia,Johnson,198.244713500698,Count,13167,837
Georgia,Jones,276.726714797556,Count,13169,839
Georgia,Lamar,111.539181244829,Count,13171,841
Georgia,Lanier,43.4844272364468,Count,13173,845
Georgia,Laurens,563.292405017494,Count,13175,847
Georgia,Lee,155.389950834944,Count,13177,849
Georgia,Liberty,800.788733405248,Count,13179,855
Georgia,Lincoln,165.059177056543,Count,13181,857
Georgia,Long,258.106017826007,Count,13183,860
Georgia,Lowndes,1077.312896953,Count,13185,863
Georgia,Lumpkin,239.019375664292,Count,13187,865
Georgia,McDuffie,493.239418133944,Count,13189,868
Georgia,McIntosh,241.511275607282,Count,13191,871
Georgia,Macon,402.378812440202,Count,13193,874
Georgia,Madison,421.51727668609,Count,13195,875
Georgia,Marion,453.067827239617,Count,13197,877
Georgia,Meriwether,453.609411982632,Count,13199,879
Georgia,Miller,76.3750430752137,Count,13201,881
Georgia,Mitchell,456.417316966509,Count,13205,883
Georgia,Monroe,447.88414615581,Count,13207,885
Georgia,Montgomery,153.119938444957,Count,13209,887
Georgia,Morgan,225.242077875412,Count,13211,890
Georgia,Murray,443.069000828095,Count,13213,892
Georgia,Muscogee,1938.76735319779,Count,13215,896
Georgia,Newton,618.655148897562,Count,13217,899
Georgia,Oconee,226.82095411163,Count,13219,901
Georgia,Oglethorpe,363.552345395153,Count,13221,905
Georgia,Paulding,527.693670012413,Count,13223,908
Georgia,Peach,570.838063780872,Count,13225,910
Georgia,Pickens,342.870589340952,Count,13227,912
Georgia,Pierce,294.643994949048,Count,13229,915
Georgia,Pike,134.10656709138,Count,13231,7
Georgia,Polk,544.329825260931,Count,13233,8
Georgia,Pulaski,64.473270557245,Count,13235,11
Georgia,Putnam,223.088120249334,Count,13237,13
Georgia,Quitman,121.244139295625,Count,13239,16
Georgia,Rabun,133.176629325486,Count,13241,18
Georgia,Randolph,221.344130666076,Count,13243,23
Georgia,Richmond,1516.41256052993,Count,13245,24
Georgia,Rockdale,797.694067155865,Count,13247,28
Georgia,Schley,85.4083908749643,Count,13249,31
Georgia,Screven,405.723134217414,Count,13251,34
Georgia,Seminole,146.611849044627,Count,13253,38
Georgia,Spalding,802.105755036272,Count,13255,41
Georgia,Stephens,355.713253838259,Count,13257,45
Georgia,Stewart,206.045808118309,Count,13259,48
Georgia,Sumter,925.11854421113,Count,13261,52
Georgia,Talbot,330.492430258919,Count,13263,57
Georgia,Taliaferro,99.6664228172739,Count,13265,60
Georgia,Tattnall,473.031652100182,Count,13267,63
Georgia,Taylor,131.807923619516,Count,13269,69
Georgia,Telfair,341.488124727066,Count,13271,75
Georgia,Terrell,208.849549991592,Count,13273,78
Georgia,Thomas,855.519746652066,Count,13275,83
Georgia,Tift,417.104918810296,Count,13277,87
Georgia,Toombs,395.902002763944,Count,13279,91
Georgia,Towns,145.436510308491,Count,13281,95
Georgia,Treutlen,95.8374676784128,Count,13283,102
Georgia,Troup,702.677944270234,Count,13285,105
Georgia,Turner,111.936457020345,Count,13287,108
Georgia,Twiggs,252.468160196292,Count,13289,116
Georgia,Union,309.249724667992,Count,13291,120
Georgia,Upson,564.245875375624,Count,13293,123
Georgia,Walker,812.15702025722,Count,13295,126
Georgia,Walton,680.152775267966,Count,13297,127
Georgia,Ware,393.873267680544,Count,13299,132
Georgia,Warren,191.851472127062,Count,13301,135
Georgia,Washington,374.869939280907,Count,13303,143
Georgia,Wayne,422.470447675342,Count,13305,147
Georgia,Webster,91.0148232323036,Count,13307,149
Georgia,Wheeler,78.7151935394792,Count,13309,154
Georgia,White,362.368295993875,Count,13311,157
Georgia,Whitfield,668.182429314246,Count,13313,159
Georgia,Wilcox,253.927679172518,Count,13315,163
Georgia,Wilkes,432.016242328409,Count,13317,167
Georgia,Wilkinson,230.696858098336,Count,13319,169
Georgia,Worth,299.661052291759,Count,13321,173
Hawaii,Hawaii,1770.37865043029,Count,15001,198
Hawaii,Honolulu,3266.38126207219,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,501.388222630163,Count,15007,261
