State,County,Specialized food stores per 1000 pop 2011 (SPECSPTH11),Units,FIPS,FID
Alabama,Wilcox,0.0,"# per 1,000 pop",1131,326
Alabama,Winston,0.0,"# per 1,000 pop",1133,332
Alaska,Aleutians East,0.0,"# per 1,000 pop",2013,346
Alaska,Aleutians West,0.0,"# per 1,000 pop",2016,381
Alaska,Anchorage,0.091126629,"# per 1,000 pop",2020,400
Alaska,Bethel,0.0,"# per 1,000 pop",2050,411
Alaska,Bristol Bay,0.0,"# per 1,000 pop",2060,423
Alaska,Denali,0.0,"# per 1,000 pop",2068,426
Alaska,Dillingham,0.0,"# per 1,000 pop",2070,445
Alaska,Fairbanks North Star,0.091709464,"# per 1,000 pop",2090,454
Alaska,Haines,0.0,"# per 1,000 pop",2100,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105,476
Alaska,Juneau,0.0310926,"# per 1,000 pop",2110,482
Alaska,Kenai Peninsula,0.195368002,"# per 1,000 pop",2122,494
Alaska,Ketchikan Gateway,0.219876869,"# per 1,000 pop",2130,514
Alaska,Kodiak Island,0.0,"# per 1,000 pop",2150,533
Alaska,Lake and Peninsula,0.0,"# per 1,000 pop",2164,544
Alaska,Matanuska-Susitna,0.0436105,"# per 1,000 pop",2170,556
Alaska,Nome,0.0,"# per 1,000 pop",2180,571
Alaska,North Slope,0.0,"# per 1,000 pop",2185,614
Alaska,Northwest Arctic,0.0,"# per 1,000 pop",2188,638
Alaska,Petersburg,0.0,"# per 1,000 pop",2195,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198,669
Alaska,Sitka,0.112511251,"# per 1,000 pop",2220,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230,683
Alaska,Southeast Fairbanks,0.0,"# per 1,000 pop",2240,690
Alaska,Valdez-Cordova,0.205296654,"# per 1,000 pop",2261,710
Alaska,Wade Hampton,0.0,"# per 1,000 pop",2270,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282,744
Alaska,Yukon-Koyukuk,0.0,"# per 1,000 pop",2290,753
Arizona,Apache,0.0,"# per 1,000 pop",4001,761
Arizona,Cochise,0.0601721,"# per 1,000 pop",4003,763
Arizona,Coconino,0.09688406,"# per 1,000 pop",4005,771
Arizona,Gila,0.0374378,"# per 1,000 pop",4007,787
Arizona,Graham,0.0269368,"# per 1,000 pop",4009,0
Arizona,Greenlee,0.116699732,"# per 1,000 pop",4011,1
Arizona,La Paz,0.097172286,"# per 1,000 pop",4012,3
Arizona,Maricopa,0.0571115,"# per 1,000 pop",4013,9
Arizona,Mohave,0.024663,"# per 1,000 pop",4015,15
Arizona,Navajo,0.0186015,"# per 1,000 pop",4017,17
Arizona,Pima,0.0597591,"# per 1,000 pop",4019,21
Arizona,Pinal,0.0264392,"# per 1,000 pop",4021,26
Arizona,Santa Cruz,0.126010711,"# per 1,000 pop",4023,32
Arizona,Yavapai,0.0569036,"# per 1,000 pop",4025,35
Arizona,Yuma,0.0246815,"# per 1,000 pop",4027,42
Arkansas,Arkansas,0.0,"# per 1,000 pop",5001,46
Arkansas,Ashley,0.0,"# per 1,000 pop",5003,50
Arkansas,Baxter,0.072567185,"# per 1,000 pop",5005,54
Arkansas,Benton,0.0305908,"# per 1,000 pop",5007,59
Arkansas,Boone,0.0539622,"# per 1,000 pop",5009,62
Arkansas,Bradley,0.0,"# per 1,000 pop",5011,68
Arkansas,Calhoun,0.0,"# per 1,000 pop",5013,72
Arkansas,Carroll,0.145730108,"# per 1,000 pop",5015,74
Arkansas,Chicot,0.085521252,"# per 1,000 pop",5017,77
Arkansas,Clark,0.0,"# per 1,000 pop",5019,86
Arkansas,Clay,0.0,"# per 1,000 pop",5021,93
Arkansas,Cleburne,0.115874855,"# per 1,000 pop",5023,97
Arkansas,Cleveland,0.0,"# per 1,000 pop",5025,103
Arkansas,Columbia,0.081030711,"# per 1,000 pop",5027,107
Arkansas,Conway,0.0473597,"# per 1,000 pop",5029,109
Arkansas,Craighead,0.0305157,"# per 1,000 pop",5031,114
Arkansas,Crawford,0.032363,"# per 1,000 pop",5033,115
Arkansas,Crittenden,0.0396008,"# per 1,000 pop",5035,119
Arkansas,Cross,0.0,"# per 1,000 pop",5037,124
Arkansas,Dallas,0.0,"# per 1,000 pop",5039,128
Arkansas,Desha,0.0,"# per 1,000 pop",5041,130
Arkansas,Drew,0.0534045,"# per 1,000 pop",5043,136
Arkansas,Faulkner,0.0172083,"# per 1,000 pop",5045,141
Arkansas,Franklin,0.0555772,"# per 1,000 pop",5047,144
Arkansas,Fulton,0.0,"# per 1,000 pop",5049,146
Arkansas,Garland,0.0619617,"# per 1,000 pop",5051,151
Arkansas,Grant,0.0,"# per 1,000 pop",5053,155
Arkansas,Greene,0.0,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.0,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.0,"# per 1,000 pop",5059,184
Arkansas,Howard,0.0,"# per 1,000 pop",5061,191
Arkansas,Independence,0.05428,"# per 1,000 pop",5063,200
Arkansas,Izard,0.0,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.0559159,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.092095569,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.0,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.265498473,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.115767539,"# per 1,000 pop",5075,230
Arkansas,Lee,0.0,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.0,"# per 1,000 pop",5079,244
Arkansas,Little River,0.0,"# per 1,000 pop",5081,251
Arkansas,Logan,0.0,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.0143972,"# per 1,000 pop",5085,268
Arkansas,Madison,0.063873275,"# per 1,000 pop",5087,277
Arkansas,Marion,0.0,"# per 1,000 pop",5089,282
Arkansas,Miller,0.0228566,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.0217339,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.0,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.0,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.0,"# per 1,000 pop",5099,307
Arkansas,Newton,0.121036069,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.0,"# per 1,000 pop",5103,316
Arkansas,Perry,0.0,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.093436113,"# per 1,000 pop",5107,322
Arkansas,Pike,0.0,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.0409165,"# per 1,000 pop",5111,333
Arkansas,Polk,0.0,"# per 1,000 pop",5113,337
Arkansas,Pope,0.0319213,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.11627907,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.0594809,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.0,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.0357398,"# per 1,000 pop",5123,357
Arkansas,Saline,0.0,"# per 1,000 pop",5125,360
Arkansas,Scott,0.0,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.123915737,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.094543277,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.0,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.0579072,"# per 1,000 pop",5135,394
Arkansas,Stone,0.080019205,"# per 1,000 pop",5137,399
Arkansas,Union,0.144973059,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.0,"# per 1,000 pop",5141,407
Arkansas,Washington,0.0529523,"# per 1,000 pop",5143,417
Arkansas,White,0.0128197,"# per 1,000 pop",5145,428
Arkansas,Woodruff,0.0,"# per 1,000 pop",5147,435
Arkansas,Yell,0.0,"# per 1,000 pop",5149,438
California,Alameda,0.101813388,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.0532779,"# per 1,000 pop",6005,472
California,Butte,0.081817066,"# per 1,000 pop",6007,486
California,Calaveras,0.088568076,"# per 1,000 pop",6009,489
California,Colusa,0.140409997,"# per 1,000 pop",6011,497
California,Contra Costa,0.06377898,"# per 1,000 pop",6013,503
California,Del Norte,0.0351531,"# per 1,000 pop",6015,511
California,El Dorado,0.082884376,"# per 1,000 pop",6017,522
California,Fresno,0.081883534,"# per 1,000 pop",6019,527
California,Glenn,0.213068182,"# per 1,000 pop",6021,537
California,Humboldt,0.118309068,"# per 1,000 pop",6023,551
California,Imperial,0.0340605,"# per 1,000 pop",6025,557
California,Inyo,0.108689745,"# per 1,000 pop",6027,562
California,Kern,0.06597806,"# per 1,000 pop",6029,84
California,Kings,0.0263106,"# per 1,000 pop",6031,94
California,Lake,0.0311173,"# per 1,000 pop",6033,100
California,Lassen,0.087606588,"# per 1,000 pop",6035,104
California,Los Angeles,0.093768985,"# per 1,000 pop",6037,139
California,Madera,0.065843188,"# per 1,000 pop",6039,153
California,Marin,0.097845443,"# per 1,000 pop",6041,168
California,Mariposa,0.0550237,"# per 1,000 pop",6043,178
California,Mendocino,0.068675816,"# per 1,000 pop",6045,190
California,Merced,0.0616316,"# per 1,000 pop",6047,204
California,Modoc,0.0,"# per 1,000 pop",6049,207
California,Mono,0.139577081,"# per 1,000 pop",6051,214
California,Monterey,0.10922163,"# per 1,000 pop",6053,228
California,Napa,0.116021899,"# per 1,000 pop",6055,236
California,Nevada,0.131693579,"# per 1,000 pop",6057,243
California,Orange,0.069101824,"# per 1,000 pop",6059,257
California,Placer,0.0561096,"# per 1,000 pop",6061,266
California,Plumas,0.101440454,"# per 1,000 pop",6063,275
California,Riverside,0.0491974,"# per 1,000 pop",6065,281
California,Sacramento,0.0585567,"# per 1,000 pop",6067,289
California,San Benito,0.0535389,"# per 1,000 pop",6069,295
California,San Bernardino,0.0450935,"# per 1,000 pop",6071,302
California,San Diego,0.073890833,"# per 1,000 pop",6073,315
California,San Francisco,0.229084129,"# per 1,000 pop",6075,331
California,San Joaquin,0.079128607,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.121703854,"# per 1,000 pop",6079,351
California,San Mateo,0.085045444,"# per 1,000 pop",6081,368
California,Santa Barbara,0.09623103,"# per 1,000 pop",6083,391
California,Santa Clara,0.074428882,"# per 1,000 pop",6085,406
California,Santa Cruz,0.098075088,"# per 1,000 pop",6087,415
California,Shasta,0.090092626,"# per 1,000 pop",6089,431
California,Sierra,0.0,"# per 1,000 pop",6091,439
California,Siskiyou,0.112072444,"# per 1,000 pop",6093,446
California,Solano,0.064802281,"# per 1,000 pop",6095,453
California,Sonoma,0.125045611,"# per 1,000 pop",6097,463
California,Stanislaus,0.0598416,"# per 1,000 pop",6099,473
California,Sutter,0.074027073,"# per 1,000 pop",6101,483
California,Tehama,0.110502471,"# per 1,000 pop",6103,492
California,Trinity,0.0,"# per 1,000 pop",6105,500
California,Tulare,0.067060386,"# per 1,000 pop",6107,501
California,Tuolumne,0.0364751,"# per 1,000 pop",6109,513
California,Ventura,0.08303349,"# per 1,000 pop",6111,521
California,Yolo,0.0445364,"# per 1,000 pop",6113,525
California,Yuba,0.096537077,"# per 1,000 pop",6115,541
Colorado,Adams,0.0465175,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.0620463,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.0581241,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.249708673,"# per 1,000 pop",8007,560
Colorado,Baca,0.0,"# per 1,000 pop",8009,563
Colorado,Bent,0.0,"# per 1,000 pop",8011,564
Colorado,Boulder,0.073206929,"# per 1,000 pop",8013,570
Colorado,Broomfield,0.121855688,"# per 1,000 pop",8014,577
Colorado,Chaffee,0.110993951,"# per 1,000 pop",8015,582
Colorado,Cheyenne,0.0,"# per 1,000 pop",8017,587
Colorado,Clear Creek,0.111086425,"# per 1,000 pop",8019,591
Colorado,Conejos,0.120787535,"# per 1,000 pop",8021,596
Colorado,Costilla,0.0,"# per 1,000 pop",8023,599
Colorado,Crowley,0.0,"# per 1,000 pop",8025,605
Colorado,Custer,0.236518448,"# per 1,000 pop",8027,610
Colorado,Delta,0.065850125,"# per 1,000 pop",8029,617
Colorado,Denver,0.085572756,"# per 1,000 pop",8031,628
Colorado,Dolores,0.0,"# per 1,000 pop",8033,636
Colorado,Douglas,0.071826795,"# per 1,000 pop",8035,644
Colorado,Eagle,0.134895552,"# per 1,000 pop",8037,648
Colorado,Elbert,0.043163,"# per 1,000 pop",8039,655
Colorado,El Paso,0.065975909,"# per 1,000 pop",8041,661
Colorado,Fremont,0.0422699,"# per 1,000 pop",8043,664
Colorado,Garfield,0.071474519,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.0,"# per 1,000 pop",8047,672
Colorado,Grand,0.137513751,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.064750065,"# per 1,000 pop",8051,682
Colorado,Hinsdale,0.0,"# per 1,000 pop",8053,688
Colorado,Huerfano,0.0,"# per 1,000 pop",8055,693
Colorado,Jackson,0.0,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.070314509,"# per 1,000 pop",8059,706
Colorado,Kiowa,0.0,"# per 1,000 pop",8061,711
Colorado,Kit Carson,0.0,"# per 1,000 pop",8063,716
Colorado,Lake,0.0,"# per 1,000 pop",8065,721
Colorado,La Plata,0.173845857,"# per 1,000 pop",8067,727
Colorado,Larimer,0.098351949,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.0,"# per 1,000 pop",8071,741
Colorado,Lincoln,0.0,"# per 1,000 pop",8073,747
Colorado,Logan,0.090563304,"# per 1,000 pop",8075,749
Colorado,Mesa,0.095059616,"# per 1,000 pop",8077,751
Colorado,Mineral,0.0,"# per 1,000 pop",8079,757
Colorado,Moffat,0.0,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.07854534,"# per 1,000 pop",8083,766
Colorado,Montrose,0.073304826,"# per 1,000 pop",8085,769
Colorado,Morgan,0.0352162,"# per 1,000 pop",8087,775
Colorado,Otero,0.0530223,"# per 1,000 pop",8089,777
Colorado,Ouray,0.226603218,"# per 1,000 pop",8091,780
Colorado,Park,0.0,"# per 1,000 pop",8093,782
Colorado,Phillips,0.228623685,"# per 1,000 pop",8095,785
Colorado,Pitkin,0.349935845,"# per 1,000 pop",8097,789
Colorado,Prowers,0.0,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.0561899,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.147688672,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.16799664,"# per 1,000 pop",8105,802
Colorado,Routt,0.172072615,"# per 1,000 pop",8107,809
Colorado,Saguache,0.0,"# per 1,000 pop",8109,811
Colorado,San Juan,0.0,"# per 1,000 pop",8111,347
Colorado,San Miguel,0.401660195,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.0,"# per 1,000 pop",8115,366
Colorado,Summit,0.071459197,"# per 1,000 pop",8117,373
Colorado,Teller,0.085605445,"# per 1,000 pop",8119,375
Colorado,Washington,0.0,"# per 1,000 pop",8121,377
Colorado,Weld,0.00773611,"# per 1,000 pop",8123,382
Colorado,Yuma,0.0,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.111900391,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.0623762,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.084622057,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.090217424,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.072855532,"# per 1,000 pop",9009,466
Connecticut,New London,0.087839371,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.026133,"# per 1,000 pop",9013,524
Connecticut,Windham,0.0168925,"# per 1,000 pop",9015,529
Delaware,Kent,0.072661657,"# per 1,000 pop",10001,532
Delaware,New Castle,0.09220295,"# per 1,000 pop",10003,536
Delaware,Sussex,0.16462712,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,0.085437569,"# per 1,000 pop",11001,630
Florida,Alachua,0.0480323,"# per 1,000 pop",12001,639
Florida,Baker,0.0,"# per 1,000 pop",12003,641
Florida,Bay,0.088484613,"# per 1,000 pop",12005,658
Florida,Bradford,0.070343275,"# per 1,000 pop",12007,665
Florida,Brevard,0.067959863,"# per 1,000 pop",12009,686
Florida,Broward,0.07831331,"# per 1,000 pop",12011,695
Florida,Calhoun,0.0,"# per 1,000 pop",12013,699
Florida,Charlotte,0.0500372,"# per 1,000 pop",12015,743
Florida,Citrus,0.0572389,"# per 1,000 pop",12017,843
Florida,Clay,0.0572053,"# per 1,000 pop",12019,852
Florida,Collier,0.064089457,"# per 1,000 pop",12021,894
Florida,Columbia,0.0594274,"# per 1,000 pop",12023,903
Florida,DeSoto,0.0287406,"# per 1,000 pop",12027,906
Florida,Dixie,0.0,"# per 1,000 pop",12029,918
Florida,Duval,0.079091706,"# per 1,000 pop",12031,924
Florida,Escambia,0.073488639,"# per 1,000 pop",12033,931
Florida,Flagler,0.0512899,"# per 1,000 pop",12035,935
Florida,Franklin,0.08719156,"# per 1,000 pop",12037,937
Florida,Gadsden,0.0422342,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.0,"# per 1,000 pop",12041,939
Florida,Glades,0.0,"# per 1,000 pop",12043,940
Florida,Gulf,0.0,"# per 1,000 pop",12045,941
Florida,Hamilton,0.0,"# per 1,000 pop",12047,942
Florida,Hardee,0.144628846,"# per 1,000 pop",12049,943
Florida,Hendry,0.0,"# per 1,000 pop",12051,944
Florida,Hernando,0.0115717,"# per 1,000 pop",12053,945
Florida,Highlands,0.0203147,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.083383219,"# per 1,000 pop",12057,947
Florida,Holmes,0.0504058,"# per 1,000 pop",12059,948
Florida,Indian River,0.11503674,"# per 1,000 pop",12061,949
Florida,Jackson,0.081327261,"# per 1,000 pop",12063,950
Florida,Jefferson,0.137750534,"# per 1,000 pop",12065,951
Florida,Lafayette,0.113636364,"# per 1,000 pop",12067,952
Florida,Lake,0.039932,"# per 1,000 pop",12069,953
Florida,Lee,0.072891264,"# per 1,000 pop",12071,954
Florida,Leon,0.0610744,"# per 1,000 pop",12073,955
Florida,Levy,0.0,"# per 1,000 pop",12075,956
Florida,Liberty,0.0,"# per 1,000 pop",12077,957
Florida,Madison,0.0,"# per 1,000 pop",12079,958
Florida,Manatee,0.0519016,"# per 1,000 pop",12081,959
Florida,Marion,0.057176,"# per 1,000 pop",12083,960
Florida,Martin,0.081149071,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.096829439,"# per 1,000 pop",12086,962
Florida,Monroe,0.189237777,"# per 1,000 pop",12087,963
Florida,Nassau,0.09440833,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.065545117,"# per 1,000 pop",12091,965
Florida,Okeechobee,0.0,"# per 1,000 pop",12093,966
Florida,Orange,0.079435241,"# per 1,000 pop",12095,967
Florida,Osceola,0.07892858,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.086757188,"# per 1,000 pop",12099,969
Florida,Pasco,0.055734,"# per 1,000 pop",12101,970
Florida,Pinellas,0.079471785,"# per 1,000 pop",12103,971
Florida,Polk,0.032791,"# per 1,000 pop",12105,972
Florida,Putnam,0.0407415,"# per 1,000 pop",12107,973
Florida,St. Johns,0.12749963,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.0499132,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.012843,"# per 1,000 pop",12113,976
Florida,Sarasota,0.094175999,"# per 1,000 pop",12115,977
Florida,Seminole,0.084424797,"# per 1,000 pop",12117,978
Florida,Sumter,0.0408263,"# per 1,000 pop",12119,979
Florida,Suwannee,0.0461318,"# per 1,000 pop",12121,980
Florida,Taylor,0.0441462,"# per 1,000 pop",12123,981
Florida,Union,0.065376569,"# per 1,000 pop",12125,982
Florida,Volusia,0.0546029,"# per 1,000 pop",12127,983
Florida,Wakulla,0.0322883,"# per 1,000 pop",12129,984
Florida,Walton,0.125926459,"# per 1,000 pop",12131,985
Florida,Washington,0.081609336,"# per 1,000 pop",12133,986
Georgia,Appling,0.0,"# per 1,000 pop",13001,987
Georgia,Atkinson,0.238863012,"# per 1,000 pop",13003,988
Georgia,Bacon,0.0,"# per 1,000 pop",13005,989
Georgia,Baker,0.0,"# per 1,000 pop",13007,990
Georgia,Baldwin,0.0,"# per 1,000 pop",13009,991
Georgia,Banks,0.0,"# per 1,000 pop",13011,992
Georgia,Barrow,0.0143074,"# per 1,000 pop",13013,993
Georgia,Bartow,0.0299362,"# per 1,000 pop",13015,994
Georgia,Ben Hill,0.113875762,"# per 1,000 pop",13017,995
Georgia,Berrien,0.0,"# per 1,000 pop",13019,996
Georgia,Bibb,0.0448098,"# per 1,000 pop",13021,997
Georgia,Bleckley,0.0,"# per 1,000 pop",13023,998
Georgia,Brantley,0.0,"# per 1,000 pop",13025,999
Georgia,Brooks,0.125046893,"# per 1,000 pop",13027,565
Georgia,Bryan,0.0,"# per 1,000 pop",13029,573
Georgia,Bulloch,0.0550305,"# per 1,000 pop",13031,579
Georgia,Burke,0.0425496,"# per 1,000 pop",13033,583
Georgia,Butts,0.0,"# per 1,000 pop",13035,588
Georgia,Calhoun,0.0,"# per 1,000 pop",13037,592
Georgia,Camden,0.0596327,"# per 1,000 pop",13039,603
Georgia,Candler,0.267665953,"# per 1,000 pop",13043,616
Georgia,Carroll,0.0270861,"# per 1,000 pop",13045,620
Georgia,Catoosa,0.0154416,"# per 1,000 pop",13047,626
Georgia,Charlton,0.0,"# per 1,000 pop",13049,635
Georgia,Chatham,0.1029904,"# per 1,000 pop",13051,646
Georgia,Chattahoochee,0.177572583,"# per 1,000 pop",13053,656
Georgia,Chattooga,0.0,"# per 1,000 pop",13055,659
Georgia,Cherokee,0.0367276,"# per 1,000 pop",13057,662
Georgia,Clarke,0.042218,"# per 1,000 pop",13059,666
Georgia,Clay,0.0,"# per 1,000 pop",13061,670
Georgia,Clayton,0.0457387,"# per 1,000 pop",13063,673
Georgia,Clinch,0.0,"# per 1,000 pop",13065,676
Georgia,Cobb,0.0372796,"# per 1,000 pop",13067,680
Georgia,Coffee,0.069715561,"# per 1,000 pop",13069,684
Georgia,Colquitt,0.087237198,"# per 1,000 pop",13071,689
Georgia,Columbia,0.0232713,"# per 1,000 pop",13073,692
Georgia,Cook,0.0,"# per 1,000 pop",13075,697
Georgia,Coweta,0.0154568,"# per 1,000 pop",13077,700
Georgia,Crawford,0.0,"# per 1,000 pop",13079,704
Georgia,Crisp,0.0420858,"# per 1,000 pop",13081,707
Georgia,Dade,0.0,"# per 1,000 pop",13083,708
Georgia,Dawson,0.0,"# per 1,000 pop",13085,713
Georgia,Decatur,0.072314423,"# per 1,000 pop",13087,714
Georgia,DeKalb,0.052881,"# per 1,000 pop",13089,718
Georgia,Dodge,0.0462727,"# per 1,000 pop",13091,720
Georgia,Dooly,0.068493151,"# per 1,000 pop",13093,724
Georgia,Dougherty,0.073636153,"# per 1,000 pop",13095,728
Georgia,Douglas,0.0150124,"# per 1,000 pop",13097,731
Georgia,Early,0.09272997,"# per 1,000 pop",13099,735
Georgia,Echols,0.0,"# per 1,000 pop",13101,737
Georgia,Effingham,0.075904209,"# per 1,000 pop",13103,742
Georgia,Elbert,0.0,"# per 1,000 pop",13105,746
Georgia,Emanuel,0.0,"# per 1,000 pop",13107,750
Georgia,Evans,0.182049882,"# per 1,000 pop",13109,754
Georgia,Fannin,0.0,"# per 1,000 pop",13111,755
Georgia,Fayette,0.0186546,"# per 1,000 pop",13113,760
Georgia,Floyd,0.0207855,"# per 1,000 pop",13115,764
Georgia,Forsyth,0.0329609,"# per 1,000 pop",13117,768
