State,County,SNAP-authorized stores 2012 (SNAPS12),Units,FIPS,FID
Alabama,Lee,88.08333333333331,Count,1081,187
Alabama,Limestone,62.08333333333334,Count,1083,197
Alabama,Lowndes,16.666666666666668,Count,1085,205
Alabama,Macon,13.0,Count,1087,210
Alabama,Madison,227.58333333333331,Count,1089,217
Alabama,Marengo,25.583333333333332,Count,1091,220
Alabama,Marion,22.833333333333332,Count,1093,224
Alabama,Marshall,89.16666666666669,Count,1095,231
Alabama,Mobile,463.3333333333335,Count,1097,240
Alabama,Monroe,25.583333333333336,Count,1099,250
Alabama,Montgomery,195.0833333333334,Count,1101,256
Alabama,Morgan,100.33333333333334,Count,1103,262
Alabama,Perry,18.75,Count,1105,264
Alabama,Pickens,23.916666666666664,Count,1107,273
Alabama,Pike,40.166666666666664,Count,1109,279
Alabama,Randolph,18.166666666666668,Count,1111,284
Alabama,Russell,52.83333333333333,Count,1113,288
Alabama,St. Clair,65.83333333333334,Count,1115,292
Alabama,Shelby,101.41666666666663,Count,1117,298
Alabama,Sumter,16.91666666666667,Count,1119,303
Alabama,Talladega,89.25,Count,1121,306
Alabama,Tallapoosa,34.41666666666667,Count,1123,308
Alabama,Tuscaloosa,152.16666666666663,Count,1125,313
Alabama,Walker,62.416666666666664,Count,1127,317
Alabama,Washington,17.333333333333336,Count,1129,319
Alabama,Wilcox,21.083333333333336,Count,1131,326
Alabama,Winston,25.416666666666664,Count,1133,332
Alaska,Aleutians East,5.0,Count,2013,346
Alaska,Aleutians West,5.416666666666667,Count,2016,381
Alaska,Anchorage,116.25,Count,2020,400
Alaska,Bethel,56.75,Count,2050,411
Alaska,Bristol Bay,2.0,Count,2060,423
Alaska,Denali,0.0,Count,2068,426
Alaska,Dillingham,9.0,Count,2070,445
Alaska,Fairbanks North Star,24.916666666666668,Count,2090,454
Alaska,Haines,3.0,Count,2100,462
Alaska,Hoonah-Angoon,7.0,Count,2105,476
Alaska,Juneau,13.166666666666666,Count,2110,482
Alaska,Kenai Peninsula,34.0,Count,2122,494
Alaska,Ketchikan Gateway,8.0,Count,2130,514
Alaska,Kodiak Island,10.083333333333334,Count,2150,533
Alaska,Lake and Peninsula,6.25,Count,2164,544
Alaska,Matanuska-Susitna,36.583333333333336,Count,2170,556
Alaska,Nome,28.583333333333332,Count,2180,571
Alaska,North Slope,13.0,Count,2185,614
Alaska,Northwest Arctic,19.0,Count,2188,638
Alaska,Petersburg,3.0,Count,2195,645
Alaska,Prince of Wales-Hyder,7.833333333333333,Count,2198,669
Alaska,Sitka,3.166666666666667,Count,2220,679
Alaska,Skagway,1.0,Count,2230,683
Alaska,Southeast Fairbanks,7.0,Count,2240,690
Alaska,Valdez-Cordova,16.333333333333336,Count,2261,710
Alaska,Wade Hampton,21.750000000000004,Count,2270,725
Alaska,Wrangell,2.5,Count,2275,733
Alaska,Yakutat,2.0,Count,2282,744
Alaska,Yukon-Koyukuk,38.416666666666664,Count,2290,753
Arizona,Apache,59.5,Count,4001,761
Arizona,Cochise,101.33333333333333,Count,4003,763
Arizona,Coconino,77.5,Count,4005,771
Arizona,Gila,43.833333333333336,Count,4007,787
Arizona,Graham,25.25,Count,4009,0
Arizona,Greenlee,9.583333333333332,Count,4011,1
Arizona,La Paz,32.333333333333336,Count,4012,3
Arizona,Maricopa,2094.4999999999986,Count,4013,9
Arizona,Mohave,128.08333333333334,Count,4015,15
Arizona,Navajo,83.75,Count,4017,17
Arizona,Pima,586.5833333333335,Count,4019,21
Arizona,Pinal,157.0,Count,4021,26
Arizona,Santa Cruz,26.416666666666664,Count,4023,32
Arizona,Yavapai,135.0,Count,4025,35
Arizona,Yuma,106.66666666666667,Count,4027,42
Arkansas,Arkansas,17.916666666666664,Count,5001,46
Arkansas,Ashley,21.666666666666664,Count,5003,50
Arkansas,Baxter,28.166666666666668,Count,5005,54
Arkansas,Benton,131.08333333333334,Count,5007,59
Arkansas,Boone,36.583333333333336,Count,5009,62
Arkansas,Bradley,9.75,Count,5011,68
Arkansas,Calhoun,4.666666666666666,Count,5013,72
Arkansas,Carroll,23.75,Count,5015,74
Arkansas,Chicot,14.916666666666666,Count,5017,77
Arkansas,Clark,13.166666666666668,Count,5019,86
Arkansas,Clay,14.25,Count,5021,93
Arkansas,Cleburne,22.166666666666664,Count,5023,97
Arkansas,Cleveland,6.083333333333334,Count,5025,103
Arkansas,Columbia,20.25,Count,5027,107
Arkansas,Conway,19.583333333333336,Count,5029,109
Arkansas,Craighead,85.83333333333333,Count,5031,114
Arkansas,Crawford,37.91666666666667,Count,5033,115
Arkansas,Crittenden,62.91666666666665,Count,5035,119
Arkansas,Cross,17.5,Count,5037,124
Arkansas,Dallas,9.0,Count,5039,128
Arkansas,Desha,18.41666666666667,Count,5041,130
Arkansas,Drew,14.916666666666666,Count,5043,136
Arkansas,Faulkner,57.08333333333333,Count,5045,141
Arkansas,Franklin,12.75,Count,5047,144
Arkansas,Fulton,8.0,Count,5049,146
Arkansas,Garland,69.83333333333334,Count,5051,151
Arkansas,Grant,9.916666666666668,Count,5053,155
Arkansas,Greene,29.416666666666664,Count,5055,162
Arkansas,Hempstead,16.333333333333336,Count,5057,172
Arkansas,Hot Spring,28.416666666666668,Count,5059,184
Arkansas,Howard,11.166666666666668,Count,5061,191
Arkansas,Independence,32.833333333333336,Count,5063,200
Arkansas,Izard,17.833333333333336,Count,5065,203
Arkansas,Jackson,20.833333333333332,Count,5067,209
Arkansas,Jefferson,85.5,Count,5069,213
Arkansas,Johnson,19.0,Count,5071,218
Arkansas,Lafayette,11.5,Count,5073,222
Arkansas,Lawrence,22.333333333333336,Count,5075,230
Arkansas,Lee,11.416666666666668,Count,5077,237
Arkansas,Lincoln,7.083333333333334,Count,5079,244
Arkansas,Little River,12.0,Count,5081,251
Arkansas,Logan,13.833333333333334,Count,5083,258
Arkansas,Lonoke,43.08333333333333,Count,5085,268
Arkansas,Madison,7.25,Count,5087,277
Arkansas,Marion,11.25,Count,5089,282
Arkansas,Miller,36.083333333333336,Count,5091,287
Arkansas,Mississippi,57.75,Count,5093,294
Arkansas,Monroe,16.5,Count,5095,300
Arkansas,Montgomery,6.916666666666667,Count,5097,304
Arkansas,Nevada,7.916666666666666,Count,5099,307
Arkansas,Newton,8.416666666666668,Count,5101,311
Arkansas,Ouachita,26.0,Count,5103,316
Arkansas,Perry,6.416666666666666,Count,5105,318
Arkansas,Phillips,32.75,Count,5107,322
Arkansas,Pike,15.083333333333332,Count,5109,327
Arkansas,Poinsett,26.583333333333332,Count,5111,333
Arkansas,Polk,15.58333333333333,Count,5113,337
Arkansas,Pope,33.41666666666667,Count,5115,340
Arkansas,Prairie,8.25,Count,5117,345
Arkansas,Pulaski,274.1666666666665,Count,5119,350
Arkansas,Randolph,12.0,Count,5121,353
Arkansas,St. Francis,36.583333333333336,Count,5123,357
Arkansas,Saline,61.0,Count,5125,360
Arkansas,Scott,13.083333333333332,Count,5127,364
Arkansas,Searcy,12.083333333333334,Count,5129,372
Arkansas,Sebastian,109.16666666666669,Count,5131,378
Arkansas,Sevier,19.666666666666664,Count,5133,390
Arkansas,Sharp,14.166666666666668,Count,5135,394
Arkansas,Stone,9.25,Count,5137,399
Arkansas,Union,40.83333333333333,Count,5139,403
Arkansas,Van Buren,10.333333333333334,Count,5141,407
Arkansas,Washington,145.16666666666666,Count,5143,417
Arkansas,White,60.166666666666664,Count,5145,428
Arkansas,Woodruff,8.0,Count,5147,435
Arkansas,Yell,17.833333333333336,Count,5149,438
California,Alameda,870.2499999999997,Count,6001,457
California,Alpine,0.0,Count,6003,461
California,Amador,29.5,Count,6005,472
California,Butte,192.66666666666669,Count,6007,486
California,Calaveras,30.916666666666668,Count,6009,489
California,Colusa,21.0,Count,6011,497
California,Contra Costa,490.5833333333335,Count,6013,503
California,Del Norte,27.333333333333336,Count,6015,511
California,El Dorado,90.25,Count,6017,522
California,Fresno,911.4999999999993,Count,6019,527
California,Glenn,23.916666666666668,Count,6021,537
California,Humboldt,118.58333333333334,Count,6023,551
California,Imperial,100.41666666666669,Count,6025,557
California,Inyo,15.666666666666668,Count,6027,562
California,Kern,673.0833333333334,Count,6029,84
California,Kings,116.99999999999999,Count,6031,94
California,Lake,52.74999999999999,Count,6033,100
California,Lassen,23.833333333333336,Count,6035,104
California,Los Angeles,6466.666666666662,Count,6037,139
California,Madera,137.91666666666669,Count,6039,153
California,Marin,99.75,Count,6041,168
California,Mariposa,14.166666666666666,Count,6043,178
California,Mendocino,95.16666666666666,Count,6045,190
California,Merced,224.50000000000003,Count,6047,204
California,Modoc,9.0,Count,6049,207
California,Mono,8.0,Count,6051,214
California,Monterey,269.75000000000017,Count,6053,228
California,Napa,59.666666666666664,Count,6055,236
California,Nevada,56.75,Count,6057,243
California,Orange,1187.8333333333321,Count,6059,257
California,Placer,175.0,Count,6061,266
California,Plumas,22.083333333333332,Count,6063,275
California,Riverside,1031.416666666666,Count,6065,281
California,Sacramento,910.5833333333339,Count,6067,289
California,San Benito,21.916666666666668,Count,6069,295
California,San Bernardino,1265.4166666666665,Count,6071,302
California,San Diego,1532.8333333333328,Count,6073,315
California,San Francisco,516.5833333333333,Count,6075,331
California,San Joaquin,486.58333333333337,Count,6077,339
California,San Luis Obispo,128.83333333333337,Count,6079,351
California,San Mateo,251.74999999999997,Count,6081,368
California,Santa Barbara,212.99999999999997,Count,6083,391
California,Santa Clara,724.7499999999999,Count,6085,406
California,Santa Cruz,137.08333333333331,Count,6087,415
California,Shasta,144.16666666666666,Count,6089,431
California,Sierra,2.0,Count,6091,439
California,Siskiyou,42.5,Count,6093,446
California,Solano,221.41666666666666,Count,6095,453
California,Sonoma,284.1666666666667,Count,6097,463
California,Stanislaus,443.91666666666674,Count,6099,473
California,Sutter,98.16666666666667,Count,6101,483
California,Tehama,58.08333333333333,Count,6103,492
California,Trinity,15.666666666666666,Count,6105,500
California,Tulare,439.08333333333314,Count,6107,501
California,Tuolumne,35.75,Count,6109,513
California,Ventura,413.49999999999994,Count,6111,521
California,Yolo,135.16666666666666,Count,6113,525
California,Yuba,68.0,Count,6115,541
Colorado,Adams,216.99999999999991,Count,8001,545
Colorado,Alamosa,12.333333333333332,Count,8003,549
Colorado,Arapahoe,279.41666666666663,Count,8005,558
Colorado,Archuleta,8.583333333333332,Count,8007,560
Colorado,Baca,5.75,Count,8009,563
Colorado,Bent,6.416666666666666,Count,8011,564
Colorado,Boulder,108.58333333333331,Count,8013,570
Colorado,Broomfield,18.25,Count,8014,577
Colorado,Chaffee,14.833333333333334,Count,8015,582
Colorado,Cheyenne,2.0,Count,8017,587
Colorado,Clear Creek,4.0,Count,8019,591
Colorado,Conejos,8.833333333333332,Count,8021,596
Colorado,Costilla,11.5,Count,8023,599
Colorado,Crowley,2.0,Count,8025,605
Colorado,Custer,3.25,Count,8027,610
Colorado,Delta,12.583333333333334,Count,8029,617
Colorado,Denver,355.83333333333314,Count,8031,628
Colorado,Dolores,1.0,Count,8033,636
Colorado,Douglas,74.83333333333334,Count,8035,644
Colorado,Eagle,15.583333333333334,Count,8037,648
Colorado,Elbert,3.9166666666666665,Count,8039,655
Colorado,El Paso,283.16666666666674,Count,8041,661
Colorado,Fremont,25.416666666666668,Count,8043,664
Colorado,Garfield,29.75,Count,8045,667
Colorado,Gilpin,3.5833333333333335,Count,8047,672
Colorado,Grand,9.25,Count,8049,677
Colorado,Gunnison,10.25,Count,8051,682
Colorado,Hinsdale,0.0,Count,8053,688
Colorado,Huerfano,11.166666666666666,Count,8055,693
Colorado,Jackson,1.0,Count,8057,701
Colorado,Jefferson,207.75000000000003,Count,8059,706
Colorado,Kiowa,1.0,Count,8061,711
Colorado,Kit Carson,10.0,Count,8063,716
Colorado,Lake,6.083333333333334,Count,8065,721
Colorado,La Plata,21.583333333333336,Count,8067,727
Colorado,Larimer,105.99999999999999,Count,8069,734
Colorado,Las Animas,12.25,Count,8071,741
Colorado,Lincoln,8.0,Count,8073,747
Colorado,Logan,9.833333333333332,Count,8075,749
Colorado,Mesa,61.08333333333333,Count,8077,751
Colorado,Mineral,1.0,Count,8079,757
Colorado,Moffat,12.666666666666666,Count,8081,758
Colorado,Montezuma,12.583333333333332,Count,8083,766
Colorado,Montrose,20.75,Count,8085,769
Colorado,Morgan,23.416666666666664,Count,8087,775
Colorado,Otero,17.666666666666664,Count,8089,777
Colorado,Ouray,2.6666666666666665,Count,8091,780
Colorado,Park,4.0,Count,8093,782
Colorado,Phillips,2.833333333333333,Count,8095,785
Colorado,Pitkin,4.0,Count,8097,789
Colorado,Prowers,14.083333333333332,Count,8099,792
Colorado,Pueblo,117.99999999999999,Count,8101,795
Colorado,Rio Blanco,6.0,Count,8103,799
Colorado,Rio Grande,11.916666666666666,Count,8105,802
Colorado,Routt,12.333333333333332,Count,8107,809
Colorado,Saguache,8.916666666666668,Count,8109,811
Colorado,San Juan,1.0,Count,8111,347
Colorado,San Miguel,4.333333333333333,Count,8113,359
Colorado,Sedgwick,1.0,Count,8115,366
Colorado,Summit,12.083333333333334,Count,8117,373
Colorado,Teller,13.25,Count,8119,375
Colorado,Washington,1.25,Count,8121,377
Colorado,Weld,113.66666666666669,Count,8123,382
Colorado,Yuma,10.666666666666668,Count,8125,385
Connecticut,Fairfield,449.9166666666669,Count,9001,410
Connecticut,Hartford,669.2500000000001,Count,9003,432
Connecticut,Litchfield,83.16666666666666,Count,9005,443
Connecticut,Middlesex,81.91666666666666,Count,9007,450
Connecticut,New Haven,658.3333333333337,Count,9009,466
Connecticut,New London,183.41666666666663,Count,9011,517
Connecticut,Tolland,69.33333333333333,Count,9013,524
Connecticut,Windham,91.91666666666667,Count,9015,529
Delaware,Kent,152.41666666666666,Count,10001,532
Delaware,New Castle,401.91666666666663,Count,10003,536
Delaware,Sussex,169.33333333333337,Count,10005,609
District of Columbia,District of Columbia,424.66666666666663,Count,11001,630
Florida,Alachua,208.58333333333334,Count,12001,639
Florida,Baker,24.416666666666664,Count,12003,641
Florida,Bay,177.58333333333337,Count,12005,658
Florida,Bradford,31.166666666666668,Count,12007,665
Florida,Brevard,476.16666666666697,Count,12009,686
Florida,Broward,1042.9999999999993,Count,12011,695
Florida,Calhoun,11.250000000000002,Count,12013,699
Florida,Charlotte,112.41666666666667,Count,12015,743
Florida,Citrus,125.66666666666667,Count,12017,843
Florida,Clay,129.1666666666667,Count,12019,852
Florida,Collier,211.33333333333337,Count,12021,894
Florida,Columbia,81.91666666666667,Count,12023,903
Florida,DeSoto,29.333333333333332,Count,12027,906
Florida,Dixie,20.083333333333336,Count,12029,918
Florida,Duval,922.1666666666661,Count,12031,924
Florida,Escambia,296.9166666666665,Count,12033,931
Florida,Flagler,53.58333333333334,Count,12035,935
Florida,Franklin,17.75,Count,12037,937
Florida,Gadsden,57.5,Count,12039,938
Florida,Gilchrist,14.333333333333334,Count,12041,939
Florida,Glades,7.416666666666667,Count,12043,940
Florida,Gulf,18.0,Count,12045,941
Florida,Hamilton,18.916666666666664,Count,12047,942
Florida,Hardee,28.25,Count,12049,943
Florida,Hendry,32.166666666666664,Count,12051,944
Florida,Hernando,105.50000000000001,Count,12053,945
Florida,Highlands,84.83333333333333,Count,12055,946
Florida,Hillsborough,1071.5,Count,12057,947
Florida,Holmes,22.166666666666664,Count,12059,948
Florida,Indian River,100.74999999999999,Count,12061,949
Florida,Jackson,49.91666666666667,Count,12063,950
Florida,Jefferson,17.833333333333336,Count,12065,951
Florida,Lafayette,9.5,Count,12067,952
Florida,Lake,248.66666666666674,Count,12069,953
Florida,Lee,470.7499999999999,Count,12071,954
Florida,Leon,215.33333333333326,Count,12073,955
Florida,Levy,56.25,Count,12075,956
Florida,Liberty,7.25,Count,12077,957
Florida,Madison,25.416666666666664,Count,12079,958
Florida,Manatee,238.91666666666669,Count,12081,959
Florida,Marion,339.3333333333333,Count,12083,960
Florida,Martin,98.16666666666667,Count,12085,961
Florida,Miami-Dade,1554.1666666666679,Count,12086,962
Florida,Monroe,59.16666666666668,Count,12087,963
Florida,Nassau,61.83333333333334,Count,12089,964
Florida,Okaloosa,126.41666666666667,Count,12091,965
Florida,Okeechobee,40.0,Count,12093,966
Florida,Orange,888.833333333334,Count,12095,967
Florida,Osceola,222.66666666666657,Count,12097,968
Florida,Palm Beach,731.7500000000003,Count,12099,969
Florida,Pasco,354.5833333333333,Count,12101,970
Florida,Pinellas,814.000000000001,Count,12103,971
Florida,Polk,542.9166666666665,Count,12105,972
Florida,Putnam,97.91666666666667,Count,12107,973
Florida,St. Johns,109.00000000000003,Count,12109,974
Florida,St. Lucie,183.16666666666669,Count,12111,975
Florida,Santa Rosa,99.75,Count,12113,976
Florida,Sarasota,242.91666666666674,Count,12115,977
Florida,Seminole,300.6666666666665,Count,12117,978
Florida,Sumter,63.08333333333332,Count,12119,979
Florida,Suwannee,52.666666666666664,Count,12121,980
Florida,Taylor,30.416666666666668,Count,12123,981
Florida,Union,12.666666666666668,Count,12125,982
Florida,Volusia,454.33333333333354,Count,12127,983
Florida,Wakulla,27.083333333333336,Count,12129,984
Florida,Walton,40.41666666666667,Count,12131,985
Florida,Washington,27.0,Count,12133,986
Georgia,Appling,24.583333333333332,Count,13001,987
Georgia,Atkinson,13.833333333333332,Count,13003,988
Georgia,Bacon,17.5,Count,13005,989
Georgia,Baker,3.0,Count,13007,990
Georgia,Baldwin,56.74999999999999,Count,13009,991
Georgia,Banks,16.75,Count,13011,992
Georgia,Barrow,57.99999999999999,Count,13013,993
Georgia,Bartow,110.91666666666667,Count,13015,994
Georgia,Ben Hill,29.249999999999996,Count,13017,995
Georgia,Berrien,29.75,Count,13019,996
Georgia,Bibb,213.66666666666669,Count,13021,997
Georgia,Bleckley,16.166666666666668,Count,13023,998
Georgia,Brantley,18.25,Count,13025,999
Georgia,Brooks,24.833333333333336,Count,13027,565
Georgia,Bryan,31.166666666666664,Count,13029,573
Georgia,Bulloch,85.83333333333333,Count,13031,579
Georgia,Burke,30.166666666666668,Count,13033,583
Georgia,Butts,24.25,Count,13035,588
Georgia,Calhoun,8.083333333333334,Count,13037,592
Georgia,Camden,50.58333333333333,Count,13039,603
Georgia,Candler,15.333333333333332,Count,13043,616
Georgia,Carroll,125.58333333333333,Count,13045,620
Georgia,Catoosa,62.24999999999999,Count,13047,626
Georgia,Charlton,16.25,Count,13049,635
Georgia,Chatham,236.91666666666666,Count,13051,646
Georgia,Chattahoochee,4.0,Count,13053,656
Georgia,Chattooga,36.41666666666667,Count,13055,659
Georgia,Cherokee,107.25,Count,13057,662
Georgia,Clarke,106.58333333333334,Count,13059,666
Georgia,Clay,5.25,Count,13061,670
Georgia,Clayton,284.25000000000006,Count,13063,673
Georgia,Clinch,11.5,Count,13065,676
Georgia,Cobb,432.3333333333333,Count,13067,680
Georgia,Coffee,67.83333333333333,Count,13069,684
Georgia,Colquitt,51.91666666666666,Count,13071,689
Georgia,Columbia,66.5,Count,13073,692
Georgia,Cook,25.583333333333332,Count,13075,697
Georgia,Coweta,96.16666666666667,Count,13077,700
Georgia,Crawford,10.083333333333332,Count,13079,704
Georgia,Crisp,38.16666666666667,Count,13081,707
Georgia,Dade,25.75,Count,13083,708
Georgia,Dawson,24.25,Count,13085,713
Georgia,Decatur,41.5,Count,13087,714
Georgia,DeKalb,580.3333333333334,Count,13089,718
Georgia,Dodge,24.833333333333336,Count,13091,720
Georgia,Dooly,18.166666666666668,Count,13093,724
Georgia,Dougherty,128.0,Count,13095,728
Georgia,Douglas,113.75,Count,13097,731
Georgia,Early,21.0,Count,13099,735
Georgia,Echols,4.0,Count,13101,737
Georgia,Effingham,35.41666666666667,Count,13103,742
Georgia,Elbert,26.083333333333332,Count,13105,746
Georgia,Emanuel,35.75,Count,13107,750
Georgia,Evans,21.083333333333332,Count,13109,754
Georgia,Fannin,19.583333333333336,Count,13111,755
Georgia,Fayette,61.91666666666666,Count,13113,760
Georgia,Floyd,123.58333333333337,Count,13115,764
Georgia,Forsyth,93.08333333333337,Count,13117,768
Georgia,Franklin,31.583333333333336,Count,13119,772
Georgia,Fulton,697.9166666666666,Count,13121,779
Georgia,Gilmer,20.416666666666668,Count,13123,781
Georgia,Glascock,3.1666666666666665,Count,13125,783
Georgia,Glynn,98.8333333333333,Count,13127,793
Georgia,Gordon,71.91666666666667,Count,13129,796
Georgia,Grady,32.083333333333336,Count,13131,797
Georgia,Greene,27.583333333333336,Count,13133,800
Georgia,Gwinnett,522.0833333333336,Count,13135,804
Georgia,Habersham,50.00000000000001,Count,13137,806
Georgia,Hall,181.99999999999991,Count,13139,808
Georgia,Hancock,17.25,Count,13141,810
Georgia,Haralson,31.666666666666668,Count,13143,813
Georgia,Harris,18.833333333333336,Count,13145,814
Georgia,Hart,25.166666666666664,Count,13147,816
Georgia,Heard,7.749999999999999,Count,13149,817
Georgia,Henry,146.91666666666669,Count,13151,820
Georgia,Houston,131.24999999999997,Count,13153,823
Georgia,Irwin,10.083333333333332,Count,13155,825
Georgia,Jackson,52.0,Count,13157,828
Georgia,Jasper,9.25,Count,13159,830
Georgia,Jeff Davis,23.0,Count,13161,832
Georgia,Jefferson,28.25,Count,13163,834
Georgia,Jenkins,11.083333333333334,Count,13165,835
Georgia,Johnson,11.416666666666666,Count,13167,837
Georgia,Jones,22.083333333333336,Count,13169,839
Georgia,Lamar,18.0,Count,13171,841
Georgia,Lanier,13.083333333333334,Count,13173,845
Georgia,Laurens,78.0,Count,13175,847
Georgia,Lee,21.083333333333336,Count,13177,849
Georgia,Liberty,62.499999999999986,Count,13179,855
Georgia,Lincoln,6.0,Count,13181,857
Georgia,Long,9.666666666666668,Count,13183,860
Georgia,Lowndes,120.41666666666669,Count,13185,863
Georgia,Lumpkin,19.416666666666668,Count,13187,865
Georgia,McDuffie,26.41666666666667,Count,13189,868
Georgia,McIntosh,14.999999999999998,Count,13191,871
Georgia,Macon,22.500000000000004,Count,13193,874
Georgia,Madison,30.749999999999996,Count,13195,875
Georgia,Marion,10.000000000000002,Count,13197,877
Georgia,Meriwether,28.33333333333333,Count,13199,879
Georgia,Miller,11.0,Count,13201,881
Georgia,Mitchell,39.66666666666666,Count,13205,883
Georgia,Monroe,26.583333333333332,Count,13207,885
Georgia,Montgomery,16.583333333333336,Count,13209,887
Georgia,Morgan,17.916666666666664,Count,13211,890
Georgia,Murray,50.5,Count,13213,892
Georgia,Muscogee,176.91666666666663,Count,13215,896
Georgia,Newton,80.33333333333333,Count,13217,899
Georgia,Oconee,21.25,Count,13219,901
Georgia,Oglethorpe,10.25,Count,13221,905
Georgia,Paulding,69.83333333333334,Count,13223,908
Georgia,Peach,35.25,Count,13225,910
Georgia,Pickens,26.250000000000004,Count,13227,912
Georgia,Pierce,28.250000000000004,Count,13229,915
Georgia,Pike,10.666666666666668,Count,13231,7
Georgia,Polk,63.75,Count,13233,8
Georgia,Pulaski,19.0,Count,13235,11
Georgia,Putnam,23.166666666666664,Count,13237,13
Georgia,Quitman,5.583333333333333,Count,13239,16
Georgia,Rabun,18.75,Count,13241,18
Georgia,Randolph,9.583333333333332,Count,13243,23
Georgia,Richmond,211.24999999999994,Count,13245,24
Georgia,Rockdale,76.58333333333333,Count,13247,28
Georgia,Schley,5.0,Count,13249,31
Georgia,Screven,22.833333333333332,Count,13251,34
Georgia,Seminole,17.0,Count,13253,38
Georgia,Spalding,63.74999999999999,Count,13255,41
Georgia,Stephens,29.500000000000004,Count,13257,45
Georgia,Stewart,5.166666666666667,Count,13259,48
Georgia,Sumter,46.0,Count,13261,52
Georgia,Talbot,6.75,Count,13263,57
Georgia,Taliaferro,3.0,Count,13265,60
Georgia,Tattnall,36.58333333333333,Count,13267,63
Georgia,Taylor,11.833333333333332,Count,13269,69
Georgia,Telfair,20.5,Count,13271,75
Georgia,Terrell,15.75,Count,13273,78
Georgia,Thomas,70.91666666666667,Count,13275,83
Georgia,Tift,73.49999999999999,Count,13277,87
Georgia,Toombs,43.583333333333336,Count,13279,91
Georgia,Towns,12.333333333333334,Count,13281,95
Georgia,Treutlen,10.083333333333332,Count,13283,102
Georgia,Troup,67.75,Count,13285,105
Georgia,Turner,14.5,Count,13287,108
Georgia,Twiggs,9.583333333333334,Count,13289,116
Georgia,Union,21.583333333333336,Count,13291,120
Georgia,Upson,39.75,Count,13293,123
Georgia,Walker,68.5,Count,13295,126
Georgia,Walton,67.75,Count,13297,127
Georgia,Ware,57.666666666666664,Count,13299,132
Georgia,Warren,8.916666666666668,Count,13301,135
Georgia,Washington,20.5,Count,13303,143
Georgia,Wayne,37.41666666666667,Count,13305,147
Georgia,Webster,2.0,Count,13307,149
Georgia,Wheeler,6.25,Count,13309,154
Georgia,White,22.166666666666668,Count,13311,157
Georgia,Whitfield,130.75000000000003,Count,13313,159
Georgia,Wilcox,10.0,Count,13315,163
Georgia,Wilkes,13.666666666666668,Count,13317,167
Georgia,Wilkinson,18.583333333333336,Count,13319,169
Georgia,Worth,20.5,Count,13321,173
Hawaii,Hawaii,158.5,Count,15001,198
Hawaii,Honolulu,601.8333333333334,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,46.91666666666667,Count,15007,261
Hawaii,Maui,96.5,Count,15009,323
Idaho,Ada,209.50000000000003,Count,16001,336
Idaho,Adams,5.416666666666666,Count,16003,338
Idaho,Bannock,54.24999999999999,Count,16005,343
Idaho,Bear Lake,5.0,Count,16007,349
Idaho,Benewah,5.0,Count,16009,354
Idaho,Bingham,18.75,Count,16011,362
Idaho,Blaine,6.916666666666666,Count,16013,371
Idaho,Boise,6.583333333333334,Count,16015,380
Idaho,Bonner,26.666666666666664,Count,16017,387
Idaho,Bonneville,59.41666666666667,Count,16019,395
Idaho,Boundary,6.583333333333333,Count,16021,405
Idaho,Butte,3.0,Count,16023,414
