State,County,Recreation & fitness facilities per 1000 pop 2016 (RECFACPTH16),Units,FIPS,FID
Arkansas,Greene,0.06709158,"# per 1,000 pop",5055,162
Arkansas,Hempstead,0.0,"# per 1,000 pop",5057,172
Arkansas,Hot Spring,0.0597979,"# per 1,000 pop",5059,184
Arkansas,Howard,0.074415836,"# per 1,000 pop",5061,191
Arkansas,Independence,0.107834151,"# per 1,000 pop",5063,200
Arkansas,Izard,0.0,"# per 1,000 pop",5065,203
Arkansas,Jackson,0.0,"# per 1,000 pop",5067,209
Arkansas,Jefferson,0.0142163,"# per 1,000 pop",5069,213
Arkansas,Johnson,0.0381316,"# per 1,000 pop",5071,218
Arkansas,Lafayette,0.0,"# per 1,000 pop",5073,222
Arkansas,Lawrence,0.0600998,"# per 1,000 pop",5075,230
Arkansas,Lee,0.0,"# per 1,000 pop",5077,237
Arkansas,Lincoln,0.072411296,"# per 1,000 pop",5079,244
Arkansas,Little River,0.0,"# per 1,000 pop",5081,251
Arkansas,Logan,0.0,"# per 1,000 pop",5083,258
Arkansas,Lonoke,0.0418078,"# per 1,000 pop",5085,268
Arkansas,Madison,0.0,"# per 1,000 pop",5087,277
Arkansas,Marion,0.0,"# per 1,000 pop",5089,282
Arkansas,Miller,0.068377627,"# per 1,000 pop",5091,287
Arkansas,Mississippi,0.116590883,"# per 1,000 pop",5093,294
Arkansas,Monroe,0.138217001,"# per 1,000 pop",5095,300
Arkansas,Montgomery,0.0,"# per 1,000 pop",5097,304
Arkansas,Nevada,0.0,"# per 1,000 pop",5099,307
Arkansas,Newton,0.0,"# per 1,000 pop",5101,311
Arkansas,Ouachita,0.12490112,"# per 1,000 pop",5103,316
Arkansas,Perry,0.0,"# per 1,000 pop",5105,318
Arkansas,Phillips,0.104986877,"# per 1,000 pop",5107,322
Arkansas,Pike,0.0,"# per 1,000 pop",5109,327
Arkansas,Poinsett,0.0,"# per 1,000 pop",5111,333
Arkansas,Polk,0.099299935,"# per 1,000 pop",5113,337
Arkansas,Pope,0.093967299,"# per 1,000 pop",5115,340
Arkansas,Prairie,0.0,"# per 1,000 pop",5117,345
Arkansas,Pulaski,0.114306906,"# per 1,000 pop",5119,350
Arkansas,Randolph,0.114889706,"# per 1,000 pop",5121,353
Arkansas,St. Francis,0.038017,"# per 1,000 pop",5123,357
Arkansas,Saline,0.102060777,"# per 1,000 pop",5125,360
Arkansas,Scott,0.0,"# per 1,000 pop",5127,364
Arkansas,Searcy,0.0,"# per 1,000 pop",5129,372
Arkansas,Sebastian,0.101907233,"# per 1,000 pop",5131,378
Arkansas,Sevier,0.0589797,"# per 1,000 pop",5133,390
Arkansas,Sharp,0.0583499,"# per 1,000 pop",5135,394
Arkansas,Stone,0.08,"# per 1,000 pop",5137,399
Arkansas,Union,0.0250834,"# per 1,000 pop",5139,403
Arkansas,Van Buren,0.0601612,"# per 1,000 pop",5141,407
Arkansas,Washington,0.105448155,"# per 1,000 pop",5143,417
Arkansas,White,0.08878967,"# per 1,000 pop",5145,428
Arkansas,Woodruff,0.150988978,"# per 1,000 pop",5147,435
Arkansas,Yell,0.0,"# per 1,000 pop",5149,438
California,Alameda,0.094360394,"# per 1,000 pop",6001,457
California,Alpine,0.0,"# per 1,000 pop",6003,461
California,Amador,0.106743522,"# per 1,000 pop",6005,472
California,Butte,0.097119523,"# per 1,000 pop",6007,486
California,Calaveras,0.088270992,"# per 1,000 pop",6009,489
California,Colusa,0.092400092,"# per 1,000 pop",6011,497
California,Contra Costa,0.122953159,"# per 1,000 pop",6013,503
California,Del Norte,0.0,"# per 1,000 pop",6015,511
California,El Dorado,0.144949321,"# per 1,000 pop",6017,522
California,Fresno,0.063295404,"# per 1,000 pop",6019,527
California,Glenn,0.0,"# per 1,000 pop",6021,537
California,Humboldt,0.124588674,"# per 1,000 pop",6023,551
California,Imperial,0.071831142,"# per 1,000 pop",6025,557
California,Inyo,0.0554508,"# per 1,000 pop",6027,562
California,Kern,0.054232,"# per 1,000 pop",6029,84
California,Kings,0.0467299,"# per 1,000 pop",6031,94
California,Lake,0.093823299,"# per 1,000 pop",6033,100
California,Lassen,0.0323164,"# per 1,000 pop",6035,104
California,Los Angeles,0.09250723,"# per 1,000 pop",6037,139
California,Madera,0.0516242,"# per 1,000 pop",6039,153
California,Marin,0.271477295,"# per 1,000 pop",6041,168
California,Mariposa,0.114129194,"# per 1,000 pop",6043,178
California,Mendocino,0.148386581,"# per 1,000 pop",6045,190
California,Merced,0.070664019,"# per 1,000 pop",6047,204
California,Modoc,0.0,"# per 1,000 pop",6049,207
California,Mono,0.141833912,"# per 1,000 pop",6051,214
California,Monterey,0.06645843,"# per 1,000 pop",6053,228
California,Napa,0.16237319,"# per 1,000 pop",6055,236
California,Nevada,0.201912108,"# per 1,000 pop",6057,243
California,Orange,0.134059099,"# per 1,000 pop",6059,257
California,Placer,0.142201811,"# per 1,000 pop",6061,266
California,Plumas,0.159684888,"# per 1,000 pop",6063,275
California,Riverside,0.075423566,"# per 1,000 pop",6065,281
California,Sacramento,0.097802096,"# per 1,000 pop",6067,289
California,San Benito,0.117974214,"# per 1,000 pop",6069,295
California,San Bernardino,0.0584896,"# per 1,000 pop",6071,302
California,San Diego,0.12209092,"# per 1,000 pop",6073,315
California,San Francisco,0.162081399,"# per 1,000 pop",6075,331
California,San Joaquin,0.066730765,"# per 1,000 pop",6077,339
California,San Luis Obispo,0.141702269,"# per 1,000 pop",6079,351
California,San Mateo,0.13904031,"# per 1,000 pop",6081,368
California,Santa Barbara,0.134439923,"# per 1,000 pop",6083,391
California,Santa Clara,0.135640604,"# per 1,000 pop",6085,406
California,Santa Cruz,0.134449629,"# per 1,000 pop",6087,415
California,Shasta,0.095092127,"# per 1,000 pop",6089,431
California,Sierra,0.0,"# per 1,000 pop",6091,439
California,Siskiyou,0.11491347,"# per 1,000 pop",6093,446
California,Solano,0.109012123,"# per 1,000 pop",6095,453
California,Sonoma,0.13695014,"# per 1,000 pop",6097,463
California,Stanislaus,0.077583388,"# per 1,000 pop",6099,473
California,Sutter,0.083283017,"# per 1,000 pop",6101,483
California,Tehama,0.0157619,"# per 1,000 pop",6103,492
California,Trinity,0.0,"# per 1,000 pop",6105,500
California,Tulare,0.0303796,"# per 1,000 pop",6107,501
California,Tuolumne,0.092959265,"# per 1,000 pop",6109,513
California,Ventura,0.108095914,"# per 1,000 pop",6111,521
California,Yolo,0.083349154,"# per 1,000 pop",6113,525
California,Yuba,0.0532021,"# per 1,000 pop",6115,541
Colorado,Adams,0.0623247,"# per 1,000 pop",8001,545
Colorado,Alamosa,0.182304327,"# per 1,000 pop",8003,549
Colorado,Arapahoe,0.136588644,"# per 1,000 pop",8005,558
Colorado,Archuleta,0.155811779,"# per 1,000 pop",8007,560
Colorado,Baca,0.0,"# per 1,000 pop",8009,563
Colorado,Bent,0.0,"# per 1,000 pop",8011,564
Colorado,Boulder,0.217951073,"# per 1,000 pop",8013,570
Colorado,Broomfield,0.16539115,"# per 1,000 pop",8014,577
Colorado,Chaffee,0.209621633,"# per 1,000 pop",8015,582
Colorado,Cheyenne,0.0,"# per 1,000 pop",8017,587
Colorado,Clear Creek,0.106826194,"# per 1,000 pop",8019,591
Colorado,Conejos,0.0,"# per 1,000 pop",8021,596
Colorado,Costilla,0.0,"# per 1,000 pop",8023,599
Colorado,Crowley,0.0,"# per 1,000 pop",8025,605
Colorado,Custer,0.0,"# per 1,000 pop",8027,610
Colorado,Delta,0.0,"# per 1,000 pop",8029,617
Colorado,Denver,0.184231775,"# per 1,000 pop",8031,628
Colorado,Dolores,0.0,"# per 1,000 pop",8033,636
Colorado,Douglas,0.155619702,"# per 1,000 pop",8035,644
Colorado,Eagle,0.183945258,"# per 1,000 pop",8037,648
Colorado,Elbert,0.0,"# per 1,000 pop",8039,655
Colorado,El Paso,0.091742318,"# per 1,000 pop",8041,661
Colorado,Fremont,0.063957703,"# per 1,000 pop",8043,664
Colorado,Garfield,0.067904797,"# per 1,000 pop",8045,667
Colorado,Gilpin,0.0,"# per 1,000 pop",8047,672
Colorado,Grand,0.198294666,"# per 1,000 pop",8049,677
Colorado,Gunnison,0.121278273,"# per 1,000 pop",8051,682
Colorado,Hinsdale,0.0,"# per 1,000 pop",8053,688
Colorado,Huerfano,0.151929505,"# per 1,000 pop",8055,693
Colorado,Jackson,0.0,"# per 1,000 pop",8057,701
Colorado,Jefferson,0.159414476,"# per 1,000 pop",8059,706
Colorado,Kiowa,0.0,"# per 1,000 pop",8061,711
Colorado,Kit Carson,0.0,"# per 1,000 pop",8063,716
Colorado,Lake,0.131475151,"# per 1,000 pop",8065,721
Colorado,La Plata,0.126774848,"# per 1,000 pop",8067,727
Colorado,Larimer,0.162466657,"# per 1,000 pop",8069,734
Colorado,Las Animas,0.070987435,"# per 1,000 pop",8071,741
Colorado,Lincoln,0.0,"# per 1,000 pop",8073,747
Colorado,Logan,0.04561,"# per 1,000 pop",8075,749
Colorado,Mesa,0.066758348,"# per 1,000 pop",8077,751
Colorado,Mineral,0.0,"# per 1,000 pop",8079,757
Colorado,Moffat,0.075982068,"# per 1,000 pop",8081,758
Colorado,Montezuma,0.0,"# per 1,000 pop",8083,766
Colorado,Montrose,0.09718173,"# per 1,000 pop",8085,769
Colorado,Morgan,0.106902327,"# per 1,000 pop",8087,775
Colorado,Otero,0.0,"# per 1,000 pop",8089,777
Colorado,Ouray,0.0,"# per 1,000 pop",8091,780
Colorado,Park,0.0,"# per 1,000 pop",8093,782
Colorado,Phillips,0.233590283,"# per 1,000 pop",8095,785
Colorado,Pitkin,0.335307924,"# per 1,000 pop",8097,789
Colorado,Prowers,0.0,"# per 1,000 pop",8099,792
Colorado,Pueblo,0.072800514,"# per 1,000 pop",8101,795
Colorado,Rio Blanco,0.0,"# per 1,000 pop",8103,799
Colorado,Rio Grande,0.088198977,"# per 1,000 pop",8105,802
Colorado,Routt,0.283641963,"# per 1,000 pop",8107,809
Colorado,Saguache,0.0,"# per 1,000 pop",8109,811
Colorado,San Juan,0.0,"# per 1,000 pop",8111,347
Colorado,San Miguel,0.125565043,"# per 1,000 pop",8113,359
Colorado,Sedgwick,0.0,"# per 1,000 pop",8115,366
Colorado,Summit,0.065936964,"# per 1,000 pop",8117,373
Colorado,Teller,0.083194676,"# per 1,000 pop",8119,375
Colorado,Washington,0.0,"# per 1,000 pop",8121,377
Colorado,Weld,0.078166685,"# per 1,000 pop",8123,382
Colorado,Yuma,0.0,"# per 1,000 pop",8125,385
Connecticut,Fairfield,0.227562208,"# per 1,000 pop",9001,410
Connecticut,Hartford,0.158571162,"# per 1,000 pop",9003,432
Connecticut,Litchfield,0.114693305,"# per 1,000 pop",9005,443
Connecticut,Middlesex,0.159086598,"# per 1,000 pop",9007,450
Connecticut,New Haven,0.134887956,"# per 1,000 pop",9009,466
Connecticut,New London,0.115110264,"# per 1,000 pop",9011,517
Connecticut,Tolland,0.092626286,"# per 1,000 pop",9013,524
Connecticut,Windham,0.103410834,"# per 1,000 pop",9015,529
Delaware,Kent,0.085834945,"# per 1,000 pop",10001,532
Delaware,New Castle,0.166711183,"# per 1,000 pop",10003,536
Delaware,Sussex,0.14084955,"# per 1,000 pop",10005,609
District of Columbia,District of Columbia,0.14904959,"# per 1,000 pop",11001,630
Florida,Alachua,0.13997072,"# per 1,000 pop",12001,639
Florida,Baker,0.071646068,"# per 1,000 pop",12003,641
Florida,Bay,0.098364956,"# per 1,000 pop",12005,658
Florida,Bradford,0.074827896,"# per 1,000 pop",12007,665
Florida,Brevard,0.09517234,"# per 1,000 pop",12009,686
Florida,Broward,0.106409503,"# per 1,000 pop",12011,695
Florida,Calhoun,0.0,"# per 1,000 pop",12013,699
Florida,Charlotte,0.0561303,"# per 1,000 pop",12015,743
Florida,Citrus,0.0489545,"# per 1,000 pop",12017,843
Florida,Clay,0.091681143,"# per 1,000 pop",12019,852
Florida,Collier,0.128381977,"# per 1,000 pop",12021,894
Florida,Columbia,0.072177152,"# per 1,000 pop",12023,903
Florida,DeSoto,0.0,"# per 1,000 pop",12027,906
Florida,Dixie,0.0,"# per 1,000 pop",12029,918
Florida,Duval,0.093913945,"# per 1,000 pop",12031,924
Florida,Escambia,0.070578196,"# per 1,000 pop",12033,931
Florida,Flagler,0.064932053,"# per 1,000 pop",12035,935
Florida,Franklin,0.084752945,"# per 1,000 pop",12037,937
Florida,Gadsden,0.0,"# per 1,000 pop",12039,938
Florida,Gilchrist,0.0,"# per 1,000 pop",12041,939
Florida,Glades,0.0,"# per 1,000 pop",12043,940
Florida,Gulf,0.0621118,"# per 1,000 pop",12045,941
Florida,Hamilton,0.069812901,"# per 1,000 pop",12047,942
Florida,Hardee,0.036535,"# per 1,000 pop",12049,943
Florida,Hendry,0.07568113,"# per 1,000 pop",12051,944
Florida,Hernando,0.0548754,"# per 1,000 pop",12053,945
Florida,Highlands,0.068926131,"# per 1,000 pop",12055,946
Florida,Hillsborough,0.110015221,"# per 1,000 pop",12057,947
Florida,Holmes,0.0,"# per 1,000 pop",12059,948
Florida,Indian River,0.125510298,"# per 1,000 pop",12061,949
Florida,Jackson,0.0414147,"# per 1,000 pop",12063,950
Florida,Jefferson,0.0,"# per 1,000 pop",12065,951
Florida,Lafayette,0.0,"# per 1,000 pop",12067,952
Florida,Lake,0.080493455,"# per 1,000 pop",12069,953
Florida,Lee,0.076123935,"# per 1,000 pop",12071,954
Florida,Leon,0.128886629,"# per 1,000 pop",12073,955
Florida,Levy,0.0501869,"# per 1,000 pop",12075,956
Florida,Liberty,0.120206756,"# per 1,000 pop",12077,957
Florida,Madison,0.0546269,"# per 1,000 pop",12079,958
Florida,Manatee,0.095856088,"# per 1,000 pop",12081,959
Florida,Marion,0.0574483,"# per 1,000 pop",12083,960
Florida,Martin,0.126195704,"# per 1,000 pop",12085,961
Florida,Miami-Dade,0.10597312,"# per 1,000 pop",12086,962
Florida,Monroe,0.245782883,"# per 1,000 pop",12087,963
Florida,Nassau,0.137634193,"# per 1,000 pop",12089,964
Florida,Okaloosa,0.140059525,"# per 1,000 pop",12091,965
Florida,Okeechobee,0.0491437,"# per 1,000 pop",12093,966
Florida,Orange,0.108794362,"# per 1,000 pop",12095,967
Florida,Osceola,0.0473387,"# per 1,000 pop",12097,968
Florida,Palm Beach,0.140325004,"# per 1,000 pop",12099,969
Florida,Pasco,0.068552044,"# per 1,000 pop",12101,970
Florida,Pinellas,0.124726382,"# per 1,000 pop",12103,971
Florida,Polk,0.05697,"# per 1,000 pop",12105,972
Florida,Putnam,0.069056958,"# per 1,000 pop",12107,973
Florida,St. Johns,0.114871132,"# per 1,000 pop",12109,974
Florida,St. Lucie,0.065342608,"# per 1,000 pop",12111,975
Florida,Santa Rosa,0.105843129,"# per 1,000 pop",12113,976
Florida,Sarasota,0.125944889,"# per 1,000 pop",12115,977
Florida,Seminole,0.118339564,"# per 1,000 pop",12117,978
Florida,Sumter,0.0327544,"# per 1,000 pop",12119,979
Florida,Suwannee,0.0456256,"# per 1,000 pop",12121,980
Florida,Taylor,0.045212,"# per 1,000 pop",12123,981
Florida,Union,0.0,"# per 1,000 pop",12125,982
Florida,Volusia,0.107742733,"# per 1,000 pop",12127,983
Florida,Wakulla,0.094088129,"# per 1,000 pop",12129,984
Florida,Walton,0.137530562,"# per 1,000 pop",12131,985
Florida,Washington,0.0,"# per 1,000 pop",12133,986
Georgia,Appling,0.0540979,"# per 1,000 pop",13001,987
Georgia,Atkinson,0.0,"# per 1,000 pop",13003,988
Georgia,Bacon,0.087989441,"# per 1,000 pop",13005,989
Georgia,Baker,0.0,"# per 1,000 pop",13007,990
Georgia,Baldwin,0.066386369,"# per 1,000 pop",13009,991
Georgia,Banks,0.0546179,"# per 1,000 pop",13011,992
Georgia,Barrow,0.168631877,"# per 1,000 pop",13013,993
Georgia,Bartow,0.087014531,"# per 1,000 pop",13015,994
Georgia,Ben Hill,0.116346713,"# per 1,000 pop",13017,995
Georgia,Berrien,0.0525928,"# per 1,000 pop",13019,996
Georgia,Bibb,0.097908032,"# per 1,000 pop",13021,997
Georgia,Bleckley,0.0,"# per 1,000 pop",13023,998
Georgia,Brantley,0.108962136,"# per 1,000 pop",13025,999
Georgia,Brooks,0.063722679,"# per 1,000 pop",13027,565
Georgia,Bryan,0.0558005,"# per 1,000 pop",13029,573
Georgia,Bulloch,0.0535325,"# per 1,000 pop",13031,579
Georgia,Burke,0.0,"# per 1,000 pop",13033,583
Georgia,Butts,0.084352594,"# per 1,000 pop",13035,588
Georgia,Calhoun,0.0,"# per 1,000 pop",13037,592
Georgia,Camden,0.0381563,"# per 1,000 pop",13039,603
Georgia,Candler,0.0,"# per 1,000 pop",13043,616
Georgia,Carroll,0.07739206,"# per 1,000 pop",13045,620
Georgia,Catoosa,0.090542804,"# per 1,000 pop",13047,626
Georgia,Charlton,0.078425222,"# per 1,000 pop",13049,635
Georgia,Chatham,0.096755244,"# per 1,000 pop",13051,646
Georgia,Chattahoochee,0.0,"# per 1,000 pop",13053,656
Georgia,Chattooga,0.040269,"# per 1,000 pop",13055,659
Georgia,Cherokee,0.136589404,"# per 1,000 pop",13057,662
Georgia,Clarke,0.207970052,"# per 1,000 pop",13059,666
Georgia,Clay,0.0,"# per 1,000 pop",13061,670
Georgia,Clayton,0.0249995,"# per 1,000 pop",13063,673
Georgia,Clinch,0.0,"# per 1,000 pop",13065,676
Georgia,Cobb,0.127918644,"# per 1,000 pop",13067,680
Georgia,Coffee,0.139486226,"# per 1,000 pop",13069,684
Georgia,Colquitt,0.0437915,"# per 1,000 pop",13071,689
Georgia,Columbia,0.10172871,"# per 1,000 pop",13073,692
Georgia,Cook,0.0581835,"# per 1,000 pop",13075,697
Georgia,Coweta,0.078307421,"# per 1,000 pop",13077,700
Georgia,Crawford,0.0,"# per 1,000 pop",13079,704
Georgia,Crisp,0.087202965,"# per 1,000 pop",13081,707
Georgia,Dade,0.0,"# per 1,000 pop",13083,708
Georgia,Dawson,0.084699106,"# per 1,000 pop",13085,713
Georgia,Decatur,0.112296463,"# per 1,000 pop",13087,714
Georgia,DeKalb,0.103121777,"# per 1,000 pop",13089,718
Georgia,Dodge,0.14397466,"# per 1,000 pop",13091,720
Georgia,Dooly,0.072020166,"# per 1,000 pop",13093,724
Georgia,Dougherty,0.077437911,"# per 1,000 pop",13095,728
Georgia,Douglas,0.0492885,"# per 1,000 pop",13097,731
Georgia,Early,0.097106234,"# per 1,000 pop",13099,735
Georgia,Echols,0.0,"# per 1,000 pop",13101,737
Georgia,Effingham,0.0,"# per 1,000 pop",13103,742
Georgia,Elbert,0.0522384,"# per 1,000 pop",13105,746
Georgia,Emanuel,0.0446349,"# per 1,000 pop",13107,750
Georgia,Evans,0.0,"# per 1,000 pop",13109,754
Georgia,Fannin,0.08002881,"# per 1,000 pop",13111,755
