State,County,Low income & low access to store 2015 (LACCESS_LOWI15),Units,FIPS,FID
Florida,Clay,13123.2546396392,Count,12019,852
Florida,Collier,30468.605554152,Count,12021,894
Florida,Columbia,4856.41053332678,Count,12023,903
Florida,DeSoto,2018.33769569255,Count,12027,906
Florida,Dixie,587.188550067715,Count,12029,918
Florida,Duval,74593.4498532483,Count,12031,924
Florida,Escambia,35685.2641722529,Count,12033,931
Florida,Flagler,12181.4252414751,Count,12035,935
Florida,Franklin,116.66219701647,Count,12037,937
Florida,Gadsden,2590.27619994095,Count,12039,938
Florida,Gilchrist,45.6389045268297,Count,12041,939
Florida,Glades,4006.41885318418,Count,12043,940
Florida,Gulf,1059.31205479941,Count,12045,941
Florida,Hamilton,1600.35401638043,Count,12047,942
Florida,Hardee,6116.48078111107,Count,12049,943
Florida,Hendry,5872.45919103439,Count,12051,944
Florida,Hernando,24727.9247421202,Count,12053,945
Florida,Highlands,14018.4035706005,Count,12055,946
Florida,Hillsborough,91733.7874704201,Count,12057,947
Florida,Holmes,1772.01242608264,Count,12059,948
Florida,Indian River,18766.3875940836,Count,12061,949
Florida,Jackson,1234.02223574259,Count,12063,950
Florida,Jefferson,1061.91103238319,Count,12065,951
Florida,Lafayette,280.184498243541,Count,12067,952
Florida,Lake,32058.9486459184,Count,12069,953
Florida,Lee,59767.4942303192,Count,12071,954
Florida,Leon,23097.1729618279,Count,12073,955
Florida,Levy,1484.45194158431,Count,12075,956
Florida,Liberty,723.047771865544,Count,12077,957
Florida,Madison,1838.33363075915,Count,12079,958
Florida,Manatee,20564.9843538491,Count,12081,959
Florida,Marion,34521.322486365,Count,12083,960
Florida,Martin,12091.285384811,Count,12085,961
Florida,Miami-Dade,43612.4626878664,Count,12086,962
Florida,Monroe,6050.95509646145,Count,12087,963
Florida,Nassau,5445.60583454167,Count,12089,964
Florida,Okaloosa,18357.8568462852,Count,12091,965
Florida,Okeechobee,11507.2906402952,Count,12093,966
Florida,Orange,78834.4783256534,Count,12095,967
Florida,Osceola,27346.625035981,Count,12097,968
Florida,Palm Beach,61443.9671056627,Count,12099,969
Florida,Pasco,38380.6068910671,Count,12101,970
Florida,Pinellas,36080.3075004886,Count,12103,971
Florida,Polk,77149.1584841628,Count,12105,972
Florida,Putnam,9898.08822177628,Count,12107,973
Florida,St. Johns,12488.1722878186,Count,12109,974
Florida,St. Lucie,36020.2776747763,Count,12111,975
Florida,Santa Rosa,17359.2599558203,Count,12113,976
Florida,Sarasota,26358.3883990362,Count,12115,977
Florida,Seminole,30250.8168824101,Count,12117,978
Florida,Sumter,4002.13695425983,Count,12119,979
Florida,Suwannee,3809.13703063718,Count,12121,980
Florida,Taylor,2732.62552799858,Count,12123,981
Florida,Union,1482.3099907495,Count,12125,982
Florida,Volusia,65618.8459183392,Count,12127,983
Florida,Wakulla,79.9973237921126,Count,12129,984
Florida,Walton,3045.46226862397,Count,12131,985
Florida,Washington,5512.12904602683,Count,12133,986
Georgia,Appling,1235.13182316436,Count,13001,987
Georgia,Atkinson,1027.36652578155,Count,13003,988
Georgia,Bacon,607.656002959986,Count,13005,989
Georgia,Baker,1054.15754573942,Count,13007,990
Georgia,Baldwin,4261.03319068101,Count,13009,991
Georgia,Banks,265.747116013434,Count,13011,992
Georgia,Barrow,3541.56780763503,Count,13013,993
Georgia,Bartow,14127.5772291458,Count,13015,994
Georgia,Ben Hill,2358.90651126548,Count,13017,995
Georgia,Berrien,1913.00927567479,Count,13019,996
Georgia,Bibb,16902.2964816492,Count,13021,997
Georgia,Bleckley,403.212643171502,Count,13023,998
Georgia,Brantley,435.561976996867,Count,13025,999
Georgia,Brooks,594.463472799785,Count,13027,565
Georgia,Bryan,1901.03638546373,Count,13029,573
Georgia,Bulloch,2004.94880495474,Count,13031,579
Georgia,Burke,1124.65880120336,Count,13033,583
Georgia,Butts,621.45379550918,Count,13035,588
Georgia,Calhoun,381.149766871291,Count,13037,592
Georgia,Camden,6891.99426275222,Count,13039,603
Georgia,Candler,253.281527149316,Count,13043,616
Georgia,Carroll,11887.1017020353,Count,13045,620
Georgia,Catoosa,7124.97698504975,Count,13047,626
Georgia,Charlton,1034.31815888943,Count,13049,635
Georgia,Chatham,19787.9394715695,Count,13051,646
Georgia,Chattahoochee,4146.68300937608,Count,13053,656
Georgia,Chattooga,812.757899684068,Count,13055,659
Georgia,Cherokee,15227.4888019358,Count,13057,662
Georgia,Clarke,24491.5542118918,Count,13059,666
Georgia,Clay,1801.6255166993,Count,13061,670
Georgia,Clayton,45856.0100936029,Count,13063,673
Georgia,Clinch,305.940239647396,Count,13065,676
Georgia,Cobb,70371.0695102502,Count,13067,680
Georgia,Coffee,3205.18350515363,Count,13069,684
Georgia,Colquitt,4012.45966026668,Count,13071,689
Georgia,Columbia,3523.7763356197,Count,13073,692
Georgia,Cook,1028.14935897067,Count,13075,697
Georgia,Coweta,8874.8382055818,Count,13077,700
Georgia,Crawford,33.1265148414641,Count,13079,704
Georgia,Crisp,1361.50885290964,Count,13081,707
Georgia,Dade,380.605882978889,Count,13083,708
Georgia,Dawson,50.8775020651228,Count,13085,713
Georgia,Decatur,1920.19755745764,Count,13087,714
Georgia,DeKalb,63648.7656060686,Count,13089,718
Georgia,Dodge,322.616338643136,Count,13091,720
Georgia,Dooly,149.878542705263,Count,13093,724
Georgia,Dougherty,21398.0089707936,Count,13095,728
Georgia,Douglas,18374.6533008925,Count,13097,731
Georgia,Early,596.694197022995,Count,13099,735
Georgia,Echols,102.968780371575,Count,13101,737
Georgia,Effingham,2427.43498727,Count,13103,742
Georgia,Elbert,2888.25919664687,Count,13105,746
Georgia,Emanuel,3229.87806302923,Count,13107,750
Georgia,Evans,294.186867922137,Count,13109,754
Georgia,Fannin,116.708888661866,Count,13111,755
Georgia,Fayette,6935.94674445424,Count,13113,760
Georgia,Floyd,8742.70216278942,Count,13115,764
Georgia,Forsyth,6644.68058324506,Count,13117,768
Georgia,Franklin,104.504803538322,Count,13119,772
Georgia,Fulton,74173.2217249101,Count,13121,779
Georgia,Gilmer,931.445401158164,Count,13123,781
Georgia,Glascock,853.39981502203,Count,13125,783
Georgia,Glynn,8311.30162849255,Count,13127,793
Georgia,Gordon,4852.91225399367,Count,13129,796
Georgia,Grady,1664.33327687876,Count,13131,797
Georgia,Greene,269.322348859812,Count,13133,800
Georgia,Gwinnett,69800.5415015687,Count,13135,804
Georgia,Habersham,4194.18219858992,Count,13137,806
Georgia,Hall,17994.3713115271,Count,13139,808
Georgia,Hancock,1337.11593263837,Count,13141,810
Georgia,Haralson,486.149608982955,Count,13143,813
Georgia,Harris,56.3230909685954,Count,13145,814
Georgia,Hart,1691.83946097177,Count,13147,816
Georgia,Heard,313.135853887157,Count,13149,817
Georgia,Henry,19423.2555880588,Count,13151,820
Georgia,Houston,16331.1690955882,Count,13153,823
Georgia,Irwin,322.196956313,Count,13155,825
Georgia,Jackson,1013.4270854916,Count,13157,828
Georgia,Jasper,1426.27683851137,Count,13159,830
Georgia,Jeff Davis,866.750219130943,Count,13161,832
Georgia,Jefferson,427.449527877259,Count,13163,834
Georgia,Jenkins,207.533578683328,Count,13165,835
Georgia,Johnson,309.613649918108,Count,13167,837
Georgia,Jones,1019.28843200312,Count,13169,839
Georgia,Lamar,545.39555191221,Count,13171,841
Georgia,Lanier,247.325960947375,Count,13173,845
Georgia,Laurens,2660.11139599904,Count,13175,847
Georgia,Lee,1059.68741676363,Count,13177,849
Georgia,Liberty,13710.0988342595,Count,13179,855
Georgia,Lincoln,223.759383317589,Count,13181,857
Georgia,Long,655.148750313046,Count,13183,860
Georgia,Lowndes,12094.3248605891,Count,13185,863
Georgia,Lumpkin,168.858165703648,Count,13187,865
Georgia,McDuffie,973.086747728026,Count,13189,868
Georgia,McIntosh,495.944347661535,Count,13191,871
Georgia,Macon,1323.37843698738,Count,13193,874
Georgia,Madison,367.207734304859,Count,13195,875
Georgia,Marion,2.51869410090148,Count,13197,877
Georgia,Meriwether,496.403253798882,Count,13199,879
Georgia,Miller,89.8674347305117,Count,13201,881
Georgia,Mitchell,1902.83655524585,Count,13205,883
Georgia,Monroe,1208.19408020814,Count,13207,885
Georgia,Montgomery,678.910336639055,Count,13209,887
Georgia,Morgan,1242.02908765942,Count,13211,890
Georgia,Murray,2698.76061110105,Count,13213,892
Georgia,Muscogee,22451.4461885086,Count,13215,896
Georgia,Newton,11095.8905974221,Count,13217,899
Georgia,Oconee,2091.29160947507,Count,13219,901
Georgia,Oglethorpe,297.419212843599,Count,13221,905
Georgia,Paulding,10583.6935463651,Count,13223,908
Georgia,Peach,2277.68727374381,Count,13225,910
Georgia,Pickens,496.233642054867,Count,13227,912
Georgia,Pierce,981.784034936209,Count,13229,915
Georgia,Pike,1.26630929349994,Count,13231,7
Georgia,Polk,2138.11555660926,Count,13233,8
Georgia,Pulaski,542.290193066077,Count,13235,11
Georgia,Putnam,280.358744131798,Count,13237,13
Georgia,Quitman,506.280879353094,Count,13239,16
Georgia,Rabun,22.1400672903349,Count,13241,18
Georgia,Randolph,1207.65173488682,Count,13243,23
Georgia,Richmond,35981.2930016621,Count,13245,24
Georgia,Rockdale,12534.1685302456,Count,13247,28
Georgia,Schley,14.3987996364704,Count,13249,31
Georgia,Screven,1352.2821226855,Count,13251,34
Georgia,Seminole,216.637539669886,Count,13253,38
Georgia,Spalding,4749.85566784961,Count,13255,41
Georgia,Stephens,1834.3110033043,Count,13257,45
Georgia,Stewart,345.957763544702,Count,13259,48
Georgia,Sumter,3695.98336881441,Count,13261,52
Georgia,Talbot,886.359435104872,Count,13263,57
Georgia,Taliaferro,719.365097209343,Count,13265,60
Georgia,Tattnall,380.140153732529,Count,13267,63
Georgia,Taylor,240.267587394568,Count,13269,69
Georgia,Telfair,179.227802392542,Count,13271,75
Georgia,Terrell,390.431527367143,Count,13273,78
Georgia,Thomas,6260.13409176774,Count,13275,83
Georgia,Tift,1908.38568865065,Count,13277,87
Georgia,Toombs,2668.75377701443,Count,13279,91
Georgia,Towns,0.732553495457978,Count,13281,95
Georgia,Treutlen,134.012347784481,Count,13283,102
Georgia,Troup,4865.53176504216,Count,13285,105
Georgia,Turner,354.081369962331,Count,13287,108
Georgia,Twiggs,10.6514248542953,Count,13289,116
Georgia,Union,113.843170921318,Count,13291,120
Georgia,Upson,3888.44768694133,Count,13293,123
Georgia,Walker,8267.293345303,Count,13295,126
Georgia,Walton,4842.97524012136,Count,13297,127
Georgia,Ware,6336.61952837228,Count,13299,132
Georgia,Warren,75.7610396218543,Count,13301,135
Georgia,Washington,2749.88603165684,Count,13303,143
Georgia,Wayne,4578.7490689048,Count,13305,147
Georgia,Webster,32.3963167300685,Count,13307,149
Georgia,Wheeler,186.788475649082,Count,13309,154
Georgia,White,nan,Count,13311,157
