State,County,Farmers' markets per 1000 pop 2018 (FMRKTPTH18),Units,FIPS,FID
Alaska,Anchorage,0.03430084511637688,"# per 1,000 pop",2020.0,400
Alaska,Bethel,0.0,"# per 1,000 pop",2050.0,411
Alaska,Bristol Bay,0.0,"# per 1,000 pop",2060.0,423
Alaska,Denali,0.0,"# per 1,000 pop",2068.0,426
Alaska,Dillingham,0.20000000298023224,"# per 1,000 pop",2070.0,445
Alaska,Fairbanks North Star,0.030311910435557365,"# per 1,000 pop",2090.0,454
Alaska,Haines,0.40420371294021606,"# per 1,000 pop",2100.0,462
Alaska,Hoonah-Angoon,0.0,"# per 1,000 pop",2105.0,476
Alaska,Juneau,0.06228007376194,"# per 1,000 pop",2110.0,482
Alaska,Kenai Peninsula,0.10250627994537354,"# per 1,000 pop",2122.0,494
Alaska,Ketchikan Gateway,0.0,"# per 1,000 pop",2130.0,514
Alaska,Kodiak Island,0.0,"# per 1,000 pop",2150.0,533
Alaska,Lake and Peninsula,0.0,"# per 1,000 pop",2164.0,544
Alaska,Matanuska-Susitna,0.06504971534013748,"# per 1,000 pop",2170.0,556
Alaska,Nome,0.0,"# per 1,000 pop",2180.0,571
Alaska,North Slope,0.0,"# per 1,000 pop",2185.0,614
Alaska,Northwest Arctic,0.0,"# per 1,000 pop",2188.0,638
Alaska,Petersburg,0.3104625940322876,"# per 1,000 pop",2195.0,645
Alaska,Prince of Wales-Hyder,0.0,"# per 1,000 pop",2198.0,669
Alaska,Sitka,0.11564704775810242,"# per 1,000 pop",2220.0,679
Alaska,Skagway,0.0,"# per 1,000 pop",2230.0,683
Alaska,Southeast Fairbanks,0.14455044269561768,"# per 1,000 pop",2240.0,690
Alaska,Valdez-Cordova,0.32736796140670776,"# per 1,000 pop",2261.0,710
Alaska,Wade Hampton,0,"# per 1,000 pop",2270.0,725
Alaska,Wrangell,0.0,"# per 1,000 pop",2275.0,733
Alaska,Yakutat,0.0,"# per 1,000 pop",2282.0,744
Alaska,Yukon-Koyukuk,0.18772292137145996,"# per 1,000 pop",2290.0,753
Arizona,Apache,0.013924085535109043,"# per 1,000 pop",4001.0,761
Arizona,Cochise,0.02366490475833416,"# per 1,000 pop",4003.0,763
Arizona,Coconino,0.021000461652874947,"# per 1,000 pop",4005.0,771
Arizona,Gila,0.03711332380771637,"# per 1,000 pop",4007.0,787
Arizona,Graham,0.02626602165400982,"# per 1,000 pop",4009.0,0
Arizona,Greenlee,0.0,"# per 1,000 pop",4011.0,1
Arizona,La Paz,0.0,"# per 1,000 pop",4012.0,3
Arizona,Maricopa,0.00884188525378704,"# per 1,000 pop",4013.0,9
Arizona,Mohave,0.004772130865603685,"# per 1,000 pop",4015.0,15
Arizona,Navajo,0.027162840589880943,"# per 1,000 pop",4017.0,17
Arizona,Pima,0.023097511380910873,"# per 1,000 pop",4019.0,21
Arizona,Pinal,0.0022364461328834295,"# per 1,000 pop",4021.0,26
Arizona,Santa Cruz,0.10750145465135574,"# per 1,000 pop",4023.0,32
Arizona,Yavapai,0.03448379784822464,"# per 1,000 pop",4025.0,35
Arizona,Yuma,0.0,"# per 1,000 pop",4027.0,42
Arkansas,Arkansas,0.11255557090044022,"# per 1,000 pop",5001.0,46
Arkansas,Ashley,0.09977053105831146,"# per 1,000 pop",5003.0,50
Arkansas,Baxter,0.07208245992660522,"# per 1,000 pop",5005.0,54
Arkansas,Benton,0.029346168041229248,"# per 1,000 pop",5007.0,59
Arkansas,Boone,0.08004269003868103,"# per 1,000 pop",5009.0,62
Arkansas,Bradley,0.0,"# per 1,000 pop",5011.0,68
Arkansas,Calhoun,0.0,"# per 1,000 pop",5013.0,72
Arkansas,Carroll,0.10629628598690033,"# per 1,000 pop",5015.0,74
Arkansas,Chicot,0.09580379724502563,"# per 1,000 pop",5017.0,77
Arkansas,Clark,0.045328859239816666,"# per 1,000 pop",5019.0,86
Arkansas,Clay,0.06735367327928543,"# per 1,000 pop",5021.0,93
Arkansas,Cleburne,0.040056079626083374,"# per 1,000 pop",5023.0,97
Arkansas,Cleveland,0.12471938133239746,"# per 1,000 pop",5025.0,103
Arkansas,Columbia,0.04248629882931709,"# per 1,000 pop",5027.0,107
Arkansas,Conway,0.04786750301718712,"# per 1,000 pop",5029.0,109
Arkansas,Craighead,0.018423331901431084,"# per 1,000 pop",5031.0,114
Arkansas,Crawford,0.015771377831697464,"# per 1,000 pop",5033.0,115
Arkansas,Crittenden,0.0,"# per 1,000 pop",5035.0,119
Arkansas,Cross,0.05996641889214516,"# per 1,000 pop",5037.0,124
Arkansas,Dallas,0.0,"# per 1,000 pop",5039.0,128
Arkansas,Desha,0.0,"# per 1,000 pop",5041.0,130
Arkansas,Drew,0.0,"# per 1,000 pop",5043.0,136
Arkansas,Faulkner,0.040062177926301956,"# per 1,000 pop",5045.0,141
Arkansas,Franklin,0.0561482310295105,"# per 1,000 pop",5047.0,144
Arkansas,Fulton,0.0,"# per 1,000 pop",5049.0,146
Arkansas,Garland,0.030255965888500214,"# per 1,000 pop",5051.0,151
Arkansas,Grant,0.054981306195259094,"# per 1,000 pop",5053.0,155
Arkansas,Greene,0.02206287905573845,"# per 1,000 pop",5055.0,162
Arkansas,Hempstead,0.09199208766222,"# per 1,000 pop",5057.0,172
Arkansas,Hot Spring,0.0,"# per 1,000 pop",5059.0,184
Arkansas,Howard,0.07495690137147903,"# per 1,000 pop",5061.0,191
Arkansas,Independence,0.0,"# per 1,000 pop",5063.0,200
Arkansas,Izard,0.07356727868318558,"# per 1,000 pop",5065.0,203
Arkansas,Jackson,0.05948486179113388,"# per 1,000 pop",5067.0,209
Arkansas,Jefferson,0.01468126941472292,"# per 1,000 pop",5069.0,213
Arkansas,Johnson,0.07478871941566467,"# per 1,000 pop",5071.0,218
Arkansas,Lafayette,0.0,"# per 1,000 pop",5073.0,222
Arkansas,Lawrence,0.12169891595840454,"# per 1,000 pop",5075.0,230
Arkansas,Lee,0.11129660904407501,"# per 1,000 pop",5077.0,237
Arkansas,Lincoln,0.0,"# per 1,000 pop",5079.0,244
Arkansas,Little River,0.08112931996583939,"# per 1,000 pop",5081.0,251
Arkansas,Logan,0.13801352679729462,"# per 1,000 pop",5083.0,258
Arkansas,Lonoke,0.0,"# per 1,000 pop",5085.0,268
Arkansas,Madison,0.060675930231809616,"# per 1,000 pop",5087.0,277
Arkansas,Marion,0.059801459312438965,"# per 1,000 pop",5089.0,282
Arkansas,Miller,0.04587997868657112,"# per 1,000 pop",5091.0,287
Arkansas,Mississippi,0.04849778115749359,"# per 1,000 pop",5093.0,294
Arkansas,Monroe,0.0,"# per 1,000 pop",5095.0,300
Arkansas,Montgomery,0.11205737292766571,"# per 1,000 pop",5097.0,304
Arkansas,Nevada,0.12010569125413895,"# per 1,000 pop",5099.0,307
Arkansas,Newton,0.25624600052833557,"# per 1,000 pop",5101.0,311
Arkansas,Ouachita,0.042362112551927567,"# per 1,000 pop",5103.0,316
Arkansas,Perry,0.09659969061613083,"# per 1,000 pop",5105.0,318
Arkansas,Phillips,0.11093238741159439,"# per 1,000 pop",5107.0,322
Arkansas,Pike,0.09369436651468277,"# per 1,000 pop",5109.0,327
Arkansas,Poinsett,0.04171185567975044,"# per 1,000 pop",5111.0,333
Arkansas,Polk,0.049877800047397614,"# per 1,000 pop",5113.0,337
Arkansas,Pope,0.03125,"# per 1,000 pop",5115.0,340
Arkansas,Prairie,0.0,"# per 1,000 pop",5117.0,345
Arkansas,Pulaski,0.028012631461024284,"# per 1,000 pop",5119.0,350
Arkansas,Randolph,0.055716514587402344,"# per 1,000 pop",5121.0,353
Arkansas,St. Francis,0.03930972144007683,"# per 1,000 pop",5123.0,357
Arkansas,Saline,0.008235807530581951,"# per 1,000 pop",5125.0,360
Arkansas,Scott,0.19381722807884216,"# per 1,000 pop",5127.0,364
Arkansas,Searcy,0.12565971910953522,"# per 1,000 pop",5129.0,372
Arkansas,Sebastian,0.015655210241675377,"# per 1,000 pop",5131.0,378
Arkansas,Sevier,0.0,"# per 1,000 pop",5133.0,390
Arkansas,Sharp,0.11516756564378738,"# per 1,000 pop",5135.0,394
Arkansas,Stone,0.16055229306221008,"# per 1,000 pop",5137.0,399
Arkansas,Union,0.025558453053236008,"# per 1,000 pop",5139.0,403
Arkansas,Van Buren,0.0602300800383091,"# per 1,000 pop",5141.0,407
Arkansas,Washington,0.021100519225001335,"# per 1,000 pop",5143.0,417
Arkansas,White,0.025404244661331177,"# per 1,000 pop",5145.0,428
Arkansas,Woodruff,0.0,"# per 1,000 pop",5147.0,435
Arkansas,Yell,0.0,"# per 1,000 pop",5149.0,438
California,Alameda,0.0203989427536726,"# per 1,000 pop",6001.0,457
California,Alpine,0.0,"# per 1,000 pop",6003.0,461
California,Amador,0.10156666487455368,"# per 1,000 pop",6005.0,472
California,Butte,0.034593697637319565,"# per 1,000 pop",6007.0,486
California,Calaveras,0.06578658521175385,"# per 1,000 pop",6009.0,489
California,Colusa,0.0924769937992096,"# per 1,000 pop",6011.0,497
California,Contra Costa,0.021735066547989845,"# per 1,000 pop",6013.0,503
California,Del Norte,0.03593502938747406,"# per 1,000 pop",6015.0,511
California,El Dorado,0.05244443565607071,"# per 1,000 pop",6017.0,522
California,Fresno,0.015084473416209221,"# per 1,000 pop",6019.0,527
California,Glenn,0.10696331411600113,"# per 1,000 pop",6021.0,537
California,Humboldt,0.10265962034463882,"# per 1,000 pop",6023.0,551
California,Imperial,0.0109994662925601,"# per 1,000 pop",6025.0,557
California,Inyo,0.11119141429662704,"# per 1,000 pop",6027.0,562
California,Kern,0.01784192956984043,"# per 1,000 pop",6029.0,84
California,Kings,0.013213006779551506,"# per 1,000 pop",6031.0,94
California,Lake,0.10872603952884674,"# per 1,000 pop",6033.0,100
California,Lassen,0.03246542438864708,"# per 1,000 pop",6035.0,104
California,Los Angeles,0.01227052416652441,"# per 1,000 pop",6037.0,139
California,Madera,0.05073824152350426,"# per 1,000 pop",6039.0,153
California,Marin,0.057766515761613846,"# per 1,000 pop",6041.0,168
California,Mariposa,0.05723770707845688,"# per 1,000 pop",6043.0,178
California,Mendocino,0.09131794422864914,"# per 1,000 pop",6045.0,190
California,Merced,0.01819736883044243,"# per 1,000 pop",6047.0,204
California,Modoc,0.11393414437770844,"# per 1,000 pop",6049.0,207
California,Mono,0.14035087823867798,"# per 1,000 pop",6051.0,214
California,Monterey,0.027548588812351227,"# per 1,000 pop",6053.0,228
California,Napa,0.043036360293626785,"# per 1,000 pop",6055.0,236
California,Nevada,0.09027443081140518,"# per 1,000 pop",6057.0,243
California,Orange,0.0072191557846963406,"# per 1,000 pop",6059.0,257
California,Placer,0.0483277328312397,"# per 1,000 pop",6061.0,266
California,Plumas,0.05318017303943634,"# per 1,000 pop",6063.0,275
California,Riverside,0.008976814337074757,"# per 1,000 pop",6065.0,281
California,Sacramento,0.01752137392759323,"# per 1,000 pop",6067.0,289
California,San Benito,0.016250386834144592,"# per 1,000 pop",6069.0,295
California,San Bernardino,0.010130764916539192,"# per 1,000 pop",6071.0,302
California,San Diego,0.013758597895503044,"# per 1,000 pop",6073.0,315
California,San Francisco,0.031699128448963165,"# per 1,000 pop",6075.0,331
California,San Joaquin,0.019929317757487297,"# per 1,000 pop",6077.0,339
California,San Luis Obispo,0.07394105941057205,"# per 1,000 pop",6079.0,351
California,San Mateo,0.029887791723012924,"# per 1,000 pop",6081.0,368
California,Santa Barbara,0.029113581404089928,"# per 1,000 pop",6083.0,391
California,Santa Clara,0.02012830413877964,"# per 1,000 pop",6085.0,406
California,Santa Cruz,0.036462415009737015,"# per 1,000 pop",6087.0,415
California,Shasta,0.0777604952454567,"# per 1,000 pop",6089.0,431
California,Sierra,0.0,"# per 1,000 pop",6091.0,439
California,Siskiyou,0.16009514033794403,"# per 1,000 pop",6093.0,446
California,Solano,0.011195450089871883,"# per 1,000 pop",6095.0,453
California,Sonoma,0.050005801022052765,"# per 1,000 pop",6097.0,463
California,Stanislaus,0.021825524047017097,"# per 1,000 pop",6099.0,473
California,Sutter,0.020659662783145905,"# per 1,000 pop",6101.0,483
California,Tehama,0.06258214265108109,"# per 1,000 pop",6103.0,492
California,Trinity,0.15955324470996857,"# per 1,000 pop",6105.0,500
California,Tulare,0.023612193763256073,"# per 1,000 pop",6107.0,501
California,Tuolumne,0.07334201037883759,"# per 1,000 pop",6109.0,513
California,Ventura,0.011751336976885796,"# per 1,000 pop",6111.0,521
California,Yolo,0.027222242206335068,"# per 1,000 pop",6113.0,525
California,Yuba,0.038441333919763565,"# per 1,000 pop",6115.0,541
Colorado,Adams,0.011721772141754627,"# per 1,000 pop",8001.0,545
Colorado,Alamosa,0.059941258281469345,"# per 1,000 pop",8003.0,549
Colorado,Arapahoe,0.007677956018596888,"# per 1,000 pop",8005.0,558
Colorado,Archuleta,0.14529603719711304,"# per 1,000 pop",8007.0,560
Colorado,Baca,0.0,"# per 1,000 pop",8009.0,563
Colorado,Bent,0.34002038836479187,"# per 1,000 pop",8011.0,564
Colorado,Boulder,0.01840050518512726,"# per 1,000 pop",8013.0,570
Colorado,Broomfield,0.014436889439821243,"# per 1,000 pop",8014.0,577
Colorado,Chaffee,0.14979776740074158,"# per 1,000 pop",8015.0,582
Colorado,Cheyenne,0.0,"# per 1,000 pop",8017.0,587
Colorado,Clear Creek,0.20822487771511078,"# per 1,000 pop",8019.0,591
Colorado,Conejos,0.0,"# per 1,000 pop",8021.0,596
Colorado,Costilla,0.26123303174972534,"# per 1,000 pop",8023.0,599
Colorado,Crowley,0.0,"# per 1,000 pop",8025.0,605
Colorado,Custer,0.4037141799926758,"# per 1,000 pop",8027.0,610
Colorado,Delta,0.03230704739689827,"# per 1,000 pop",8029.0,617
Colorado,Denver,0.019539646804332733,"# per 1,000 pop",8031.0,628
Colorado,Dolores,0.0,"# per 1,000 pop",8033.0,636
Colorado,Douglas,0.014586785808205605,"# per 1,000 pop",8035.0,644
Colorado,Eagle,0.09092066437005997,"# per 1,000 pop",8037.0,648
Colorado,Elbert,0.03804885596036911,"# per 1,000 pop",8039.0,655
Colorado,El Paso,0.02521516941487789,"# per 1,000 pop",8041.0,661
Colorado,Fremont,0.062472667545080185,"# per 1,000 pop",8043.0,664
Colorado,Garfield,0.0836540088057518,"# per 1,000 pop",8045.0,667
Colorado,Gilpin,0.0,"# per 1,000 pop",8047.0,672
Colorado,Grand,0.19323670864105225,"# per 1,000 pop",8049.0,677
Colorado,Gunnison,0.11596892029047012,"# per 1,000 pop",8051.0,682
Colorado,Hinsdale,0.0,"# per 1,000 pop",8053.0,688
Colorado,Huerfano,0.4354768395423889,"# per 1,000 pop",8055.0,693
Colorado,Jackson,0.0,"# per 1,000 pop",8057.0,701
Colorado,Jefferson,0.02068134769797325,"# per 1,000 pop",8059.0,706
Colorado,Kiowa,0.0,"# per 1,000 pop",8061.0,711
Colorado,Kit Carson,0.0,"# per 1,000 pop",8063.0,716
Colorado,Lake,0.0,"# per 1,000 pop",8065.0,721
Colorado,La Plata,0.03551767021417618,"# per 1,000 pop",8067.0,727
Colorado,Larimer,0.03708796575665474,"# per 1,000 pop",8069.0,734
Colorado,Las Animas,0.06895124912261963,"# per 1,000 pop",8071.0,741
Colorado,Lincoln,0.0,"# per 1,000 pop",8073.0,747
Colorado,Logan,0.0,"# per 1,000 pop",8075.0,749
Colorado,Mesa,0.02610846795141697,"# per 1,000 pop",8077.0,751
Colorado,Mineral,1.2886598110198975,"# per 1,000 pop",8079.0,757
Colorado,Moffat,0.07582651078701019,"# per 1,000 pop",8081.0,758
Colorado,Montezuma,0.15291689336299896,"# per 1,000 pop",8083.0,766
Colorado,Montrose,0.023688822984695435,"# per 1,000 pop",8085.0,769
Colorado,Morgan,0.03501645848155022,"# per 1,000 pop",8087.0,775
Colorado,Otero,0.0,"# per 1,000 pop",8089.0,777
Colorado,Ouray,0.41382163763046265,"# per 1,000 pop",8091.0,780
Colorado,Park,0.05389092490077019,"# per 1,000 pop",8093.0,782
Colorado,Phillips,0.0,"# per 1,000 pop",8095.0,785
Colorado,Pitkin,0.055710308253765106,"# per 1,000 pop",8097.0,789
Colorado,Prowers,0.0,"# per 1,000 pop",8099.0,792
Colorado,Pueblo,0.023876463994383812,"# per 1,000 pop",8101.0,795
Colorado,Rio Blanco,0.15782828629016876,"# per 1,000 pop",8103.0,799
Colorado,Rio Grande,0.17777778208255768,"# per 1,000 pop",8105.0,802
Colorado,Routt,0.11658181995153427,"# per 1,000 pop",8107.0,809
Colorado,Saguache,0.0,"# per 1,000 pop",8109.0,811
Colorado,San Juan,0.0,"# per 1,000 pop",8111.0,347
Colorado,San Miguel,0.36625564098358154,"# per 1,000 pop",8113.0,359
Colorado,Sedgwick,0.0,"# per 1,000 pop",8115.0,366
Colorado,Summit,0.0322507806122303,"# per 1,000 pop",8117.0,373
Colorado,Teller,0.07973527908325195,"# per 1,000 pop",8119.0,375
Colorado,Washington,0.0,"# per 1,000 pop",8121.0,377
Colorado,Weld,0.03181622922420502,"# per 1,000 pop",8123.0,382
Colorado,Yuma,0.0,"# per 1,000 pop",8125.0,385
Connecticut,Fairfield,0.031785622239112854,"# per 1,000 pop",9001.0,410
Connecticut,Hartford,0.039207033812999725,"# per 1,000 pop",9003.0,432
Connecticut,Litchfield,0.08834361284971237,"# per 1,000 pop",9005.0,443
Connecticut,Middlesex,0.07376354187726974,"# per 1,000 pop",9007.0,450
Connecticut,New Haven,0.032648492604494095,"# per 1,000 pop",9009.0,466
Connecticut,New London,0.07121866196393967,"# per 1,000 pop",9011.0,517
Connecticut,Tolland,0.06625983119010925,"# per 1,000 pop",9013.0,524
Connecticut,Windham,0.05981525778770447,"# per 1,000 pop",9015.0,529
Delaware,Kent,0.02240268886089325,"# per 1,000 pop",10001.0,532
Delaware,New Castle,0.028605397790670395,"# per 1,000 pop",10003.0,536
Delaware,Sussex,0.07414320856332779,"# per 1,000 pop",10005.0,609
District of Columbia,District of Columbia,0.08256756514310837,"# per 1,000 pop",11001.0,630
Florida,Alachua,0.02963445894420147,"# per 1,000 pop",12001.0,639
Florida,Baker,0.0,"# per 1,000 pop",12003.0,641
Florida,Bay,0.026985162869095802,"# per 1,000 pop",12005.0,658
Florida,Bradford,0.0721188485622406,"# per 1,000 pop",12007.0,665
Florida,Brevard,0.01005279365926981,"# per 1,000 pop",12009.0,686
Florida,Broward,0.005637383088469505,"# per 1,000 pop",12011.0,695
Florida,Calhoun,0.0,"# per 1,000 pop",12013.0,699
Florida,Charlotte,0.016216391697525978,"# per 1,000 pop",12015.0,743
Florida,Citrus,0.00675999978557229,"# per 1,000 pop",12017.0,843
Florida,Clay,0.004628086928278208,"# per 1,000 pop",12019.0,852
Florida,Collier,0.023778825998306274,"# per 1,000 pop",12021.0,894
Florida,Columbia,0.01418379321694374,"# per 1,000 pop",12023.0,903
Florida,DeSoto,0.0,"# per 1,000 pop",12027.0,906
Florida,Dixie,0.0,"# per 1,000 pop",12029.0,918
Florida,Duval,0.010524310171604156,"# per 1,000 pop",12031.0,924
Florida,Escambia,0.01584615372121334,"# per 1,000 pop",12033.0,931
Florida,Flagler,0.017846466973423958,"# per 1,000 pop",12035.0,935
Florida,Franklin,0.0,"# per 1,000 pop",12037.0,937
Florida,Gadsden,0.021789340302348137,"# per 1,000 pop",12039.0,938
Florida,Gilchrist,0.0,"# per 1,000 pop",12041.0,939
Florida,Glades,0.0,"# per 1,000 pop",12043.0,940
Florida,Gulf,0.12373174726963043,"# per 1,000 pop",12045.0,941
Florida,Hamilton,0.0,"# per 1,000 pop",12047.0,942
Florida,Hardee,0.0,"# per 1,000 pop",12049.0,943
Florida,Hendry,0.0,"# per 1,000 pop",12051.0,944
Florida,Hernando,0.02095722034573555,"# per 1,000 pop",12053.0,945
Florida,Highlands,0.00948550645262003,"# per 1,000 pop",12055.0,946
Florida,Hillsborough,0.00695948489010334,"# per 1,000 pop",12057.0,947
Florida,Holmes,0.0,"# per 1,000 pop",12059.0,948
Florida,Indian River,0.019058145582675934,"# per 1,000 pop",12061.0,949
Florida,Jackson,0.02070179022848606,"# per 1,000 pop",12063.0,950
Florida,Jefferson,0.06998880207538605,"# per 1,000 pop",12065.0,951
Florida,Lafayette,0.11452130228281021,"# per 1,000 pop",12067.0,952
Florida,Lake,0.01402544230222702,"# per 1,000 pop",12069.0,953
Florida,Lee,0.01987781748175621,"# per 1,000 pop",12071.0,954
Florida,Leon,0.037606582045555115,"# per 1,000 pop",12073.0,955
Florida,Levy,0.024527838453650475,"# per 1,000 pop",12075.0,956
Florida,Liberty,0.0,"# per 1,000 pop",12077.0,957
Florida,Madison,0.053969454020261765,"# per 1,000 pop",12079.0,958
Florida,Manatee,0.007597725838422775,"# per 1,000 pop",12081.0,959
Florida,Marion,0.011111821047961712,"# per 1,000 pop",12083.0,960
Florida,Martin,0.00621457677334547,"# per 1,000 pop",12085.0,961
Florida,Miami-Dade,0.012673899531364441,"# per 1,000 pop",12086.0,962
Florida,Monroe,0.013328535482287407,"# per 1,000 pop",12087.0,963
Florida,Nassau,0.02330133318901062,"# per 1,000 pop",12089.0,964
Florida,Okaloosa,0.01929859258234501,"# per 1,000 pop",12091.0,965
Florida,Okeechobee,0.024074921384453773,"# per 1,000 pop",12093.0,966
Florida,Orange,0.007242991589009762,"# per 1,000 pop",12095.0,967
Florida,Osceola,0.010869860649108887,"# per 1,000 pop",12097.0,968
Florida,Palm Beach,0.00807569082826376,"# per 1,000 pop",12099.0,969
Florida,Pasco,0.007412486243993044,"# per 1,000 pop",12101.0,970
Florida,Pinellas,0.013329504989087582,"# per 1,000 pop",12103.0,971
Florida,Polk,0.0070620570331811905,"# per 1,000 pop",12105.0,972
Florida,Putnam,0.026967626065015793,"# per 1,000 pop",12107.0,973
Florida,St. Johns,0.015731865540146828,"# per 1,000 pop",12109.0,974
Florida,St. Lucie,0.0031140230130404234,"# per 1,000 pop",12111.0,975
Florida,Santa Rosa,0.011151442304253578,"# per 1,000 pop",12113.0,976
Florida,Sarasota,0.014060808345675468,"# per 1,000 pop",12115.0,977
Florida,Seminole,0.0064125582575798035,"# per 1,000 pop",12117.0,978
Florida,Sumter,0.03106699511408806,"# per 1,000 pop",12119.0,979
Florida,Suwannee,0.06788712739944458,"# per 1,000 pop",12121.0,980
Florida,Taylor,0.046247050166130066,"# per 1,000 pop",12123.0,981
Florida,Union,0.06693440675735474,"# per 1,000 pop",12125.0,982
Florida,Volusia,0.007305428851395845,"# per 1,000 pop",12127.0,983
Florida,Wakulla,0.0,"# per 1,000 pop",12129.0,984
Florida,Walton,0.0980735570192337,"# per 1,000 pop",12131.0,985
Florida,Washington,0.040192924439907074,"# per 1,000 pop",12133.0,986
