State,County,Asian low access to store 2015 (LACCESS_NHASIAN15),Units,FIPS,FID
Arkansas,Clark,57.273046699469,Count,5019,86
Arkansas,Clay,1.81327766180038,Count,5021,93
Arkansas,Cleburne,2.99618672113485,Count,5023,97
Arkansas,Cleveland,1.0,Count,5025,103
Arkansas,Columbia,66.3389844811099,Count,5027,107
Arkansas,Conway,13.0768620587769,Count,5029,109
Arkansas,Craighead,370.350503725407,Count,5031,114
Arkansas,Crawford,279.82629625313,Count,5033,115
Arkansas,Crittenden,66.3196919336915,Count,5035,119
Arkansas,Cross,7.50942936213687,Count,5037,124
Arkansas,Dallas,1.0,Count,5039,128
Arkansas,Desha,10.117463974515,Count,5041,130
Arkansas,Drew,23.5162811803748,Count,5043,136
Arkansas,Faulkner,326.181365289493,Count,5045,141
Arkansas,Franklin,8.80779572355459,Count,5047,144
Arkansas,Fulton,0.0628229787107557,Count,5049,146
Arkansas,Garland,232.009261442958,Count,5051,151
Arkansas,Grant,3.0435981770861,Count,5053,155
Arkansas,Greene,28.564186120899,Count,5055,162
Arkansas,Hempstead,27.6989276141889,Count,5057,172
Arkansas,Hot Spring,32.9846852304841,Count,5059,184
Arkansas,Howard,44.9876499358212,Count,5061,191
Arkansas,Independence,63.4610201023479,Count,5063,200
Arkansas,Izard,2.22087236866355,Count,5065,203
Arkansas,Jackson,8.71538951224647,Count,5067,209
Arkansas,Jefferson,180.253517426289,Count,5069,213
Arkansas,Johnson,3.84586836441304,Count,5071,218
Arkansas,Lafayette,16.8903266122143,Count,5073,222
Arkansas,Lawrence,3.00000003707828,Count,5075,230
Arkansas,Lee,34.2751639131457,Count,5077,237
Arkansas,Lincoln,16.083587055793,Count,5079,244
Arkansas,Little River,11.3304442563967,Count,5081,251
Arkansas,Logan,37.4834623472816,Count,5083,258
Arkansas,Lonoke,86.9361324527161,Count,5085,268
Arkansas,Madison,18.7110388741239,Count,5087,277
Arkansas,Marion,4.64326817013652,Count,5089,282
Arkansas,Miller,77.4065394062673,Count,5091,287
Arkansas,Mississippi,33.1355641686823,Count,5093,294
Arkansas,Monroe,1.34873854741454,Count,5095,300
Arkansas,Montgomery,4.46437539767066,Count,5097,304
Arkansas,Nevada,11.7647192333214,Count,5099,307
Arkansas,Newton,9.34033649655839,Count,5101,311
Arkansas,Ouachita,12.7303817327702,Count,5103,316
Arkansas,Perry,2.69189465628006,Count,5105,318
Arkansas,Phillips,27.3258530008316,Count,5107,322
Arkansas,Pike,10.2637660081782,Count,5109,327
Arkansas,Poinsett,13.7484376041393,Count,5111,333
Arkansas,Polk,19.865399864488,Count,5113,337
Arkansas,Pope,131.647294841559,Count,5115,340
Arkansas,Prairie,3.00000003591413,Count,5117,345
Arkansas,Pulaski,1460.64699860199,Count,5119,350
Arkansas,Randolph,14.1714039292079,Count,5121,353
Arkansas,St. Francis,40.3396785615478,Count,5123,357
Arkansas,Saline,175.416545838713,Count,5125,360
Arkansas,Scott,38.1162138642587,Count,5127,364
Arkansas,Searcy,4.01361235927925,Count,5129,372
Arkansas,Sebastian,557.118667146744,Count,5131,378
Arkansas,Sevier,16.3871401196957,Count,5133,390
Arkansas,Sharp,8.21881091981595,Count,5135,394
Arkansas,Stone,8.23351499381533,Count,5137,399
Arkansas,Union,46.7601819848567,Count,5139,403
Arkansas,Van Buren,0.793169244971068,Count,5141,407
Arkansas,Washington,641.017925955549,Count,5143,417
Arkansas,White,26.5054025815989,Count,5145,428
Arkansas,Woodruff,0.0,Count,5147,435
Arkansas,Yell,31.8491511934201,Count,5149,438
California,Alameda,30754.5425059723,Count,6001,457
California,Alpine,3.9999999779443,Count,6003,461
California,Amador,75.6263510191638,Count,6005,472
California,Butte,1997.87785610765,Count,6007,486
California,Calaveras,59.9864556490766,Count,6009,489
California,Colusa,17.9329569481214,Count,6011,497
California,Contra Costa,25948.5446182507,Count,6013,503
California,Del Norte,221.084774387538,Count,6015,511
California,El Dorado,2051.12065629943,Count,6017,522
California,Fresno,10923.1825661008,Count,6019,527
California,Glenn,43.1297441162912,Count,6021,537
California,Humboldt,357.106693289394,Count,6023,551
California,Imperial,394.610643340768,Count,6025,557
California,Inyo,101.38206914367,Count,6027,562
California,Kern,4318.15467403759,Count,6029,84
California,Kings,1271.17704001323,Count,6031,94
California,Lake,119.370972007619,Count,6033,100
California,Lassen,141.514666338323,Count,6035,104
California,Los Angeles,76998.3485618334,Count,6037,139
California,Madera,619.598162357405,Count,6039,153
California,Marin,1577.08703513053,Count,6041,168
California,Mariposa,58.9244726902829,Count,6043,178
California,Mendocino,328.225749938135,Count,6045,190
California,Merced,2981.34121503982,Count,6047,204
California,Modoc,6.32026684919038,Count,6049,207
California,Mono,82.3366831573747,Count,6051,214
California,Monterey,2965.11650474072,Count,6053,228
California,Napa,317.354292485285,Count,6055,236
California,Nevada,327.761639967262,Count,6057,243
California,Orange,29029.9155240947,Count,6059,257
California,Placer,2916.51953886316,Count,6061,266
California,Plumas,11.9251783721993,Count,6063,275
California,Riverside,21116.3449236672,Count,6065,281
California,Sacramento,25815.7257864573,Count,6067,289
California,San Benito,334.032331540239,Count,6069,295
California,San Bernardino,23250.213456739,Count,6071,302
California,San Diego,40484.6192974398,Count,6073,315
California,San Francisco,805.430711262559,Count,6075,331
California,San Joaquin,13692.2960255155,Count,6077,339
California,San Luis Obispo,1092.98648601293,Count,6079,351
California,San Mateo,13286.6996154695,Count,6081,368
California,Santa Barbara,2260.03356291496,Count,6083,391
California,Santa Clara,41894.6005324653,Count,6085,406
California,Santa Cruz,2612.75749901661,Count,6087,415
California,Shasta,1046.95374209447,Count,6089,431
California,Sierra,8.23021556819003,Count,6091,439
California,Siskiyou,103.46884504232,Count,6093,446
California,Solano,12806.0705941059,Count,6095,453
California,Sonoma,2732.03026131879,Count,6097,463
California,Stanislaus,3194.18717814459,Count,6099,473
California,Sutter,5474.9547544676,Count,6101,483
California,Tehama,166.829321302997,Count,6103,492
California,Trinity,14.488184644583,Count,6105,500
California,Tulare,1838.05066077275,Count,6107,501
California,Tuolumne,143.507172234041,Count,6109,513
California,Ventura,8959.42715822318,Count,6111,521
California,Yolo,575.09194190402,Count,6113,525
California,Yuba,818.361558529471,Count,6115,541
Colorado,Adams,2023.42668694755,Count,8001,545
Colorado,Alamosa,5.96414480542195,Count,8003,549
Colorado,Arapahoe,4023.17065411201,Count,8005,558
Colorado,Archuleta,21.4077020826138,Count,8007,560
Colorado,Baca,1.99999994412065,Count,8009,563
Colorado,Bent,18.417205795412,Count,8011,564
Colorado,Boulder,1345.26824732059,Count,8013,570
Colorado,Broomfield,1036.20401018717,Count,8014,577
Colorado,Chaffee,8.48939396593514,Count,8015,582
Colorado,Cheyenne,2.8542476002749,Count,8017,587
Colorado,Clear Creek,7.46410448499955,Count,8019,591
Colorado,Conejos,0.0,Count,8021,596
Colorado,Costilla,33.999999809005,Count,8023,599
Colorado,Crowley,1.99999995130637,Count,8025,605
Colorado,Custer,1.93219857808282,Count,8027,610
Colorado,Delta,12.7883969499746,Count,8029,617
Colorado,Denver,1828.00187142634,Count,8031,628
Colorado,Dolores,1.99999991236473,Count,8033,636
Colorado,Douglas,1579.47541896558,Count,8035,644
Colorado,Eagle,80.7837766192657,Count,8037,648
Colorado,Elbert,23.5524665714754,Count,8039,655
Colorado,El Paso,4414.89888743485,Count,8041,661
Colorado,Fremont,65.8747637892004,Count,8043,664
Colorado,Garfield,73.4533587691678,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,0.853718074089556,Count,8049,677
Colorado,Gunnison,7.31699746408165,Count,8051,682
Colorado,Hinsdale,0.364288030722064,Count,8053,688
Colorado,Huerfano,7.81477379149874,Count,8055,693
Colorado,Jackson,0.0,Count,8057,701
Colorado,Jefferson,3063.60460191541,Count,8059,706
Colorado,Kiowa,0.0,Count,8061,711
Colorado,Kit Carson,3.99999996839324,Count,8063,716
Colorado,Lake,4.14345040698072,Count,8065,721
Colorado,La Plata,55.4547902071279,Count,8067,727
Colorado,Larimer,843.311377418382,Count,8069,734
Colorado,Las Animas,45.3634446909459,Count,8071,741
Colorado,Lincoln,5.48223806625811,Count,8073,747
Colorado,Logan,11.5070621964987,Count,8075,749
Colorado,Mesa,321.86906498226,Count,8077,751
Colorado,Mineral,0.0,Count,8079,757
Colorado,Moffat,21.5295292984501,Count,8081,758
Colorado,Montezuma,23.9363087518745,Count,8083,766
Colorado,Montrose,61.2720830707391,Count,8085,769
Colorado,Morgan,2.67381048202515,Count,8087,775
Colorado,Otero,65.1071612853557,Count,8089,777
Colorado,Ouray,0.488738853717223,Count,8091,780
Colorado,Park,54.2910290800067,Count,8093,782
Colorado,Phillips,0.689524346611506,Count,8095,785
Colorado,Pitkin,21.8008401095859,Count,8097,789
Colorado,Prowers,12.3297437736765,Count,8099,792
Colorado,Pueblo,420.509800606314,Count,8101,795
Colorado,Rio Blanco,0.727010462933549,Count,8103,799
Colorado,Rio Grande,9.2682541346785,Count,8105,802
Colorado,Routt,44.1125046428035,Count,8107,809
Colorado,Saguache,3.21233126633033,Count,8109,811
Colorado,San Juan,8.00000011418342,Count,8111,347
Colorado,San Miguel,1.52763960746211,Count,8113,359
Colorado,Sedgwick,3.89217400340476,Count,8115,366
Colorado,Summit,45.3123175189894,Count,8117,373
Colorado,Teller,21.1907491901402,Count,8119,375
Colorado,Washington,5.97524780309459,Count,8121,377
Colorado,Weld,277.494739566663,Count,8123,382
Colorado,Yuma,3.85215473278581,Count,8125,385
Connecticut,Fairfield,9284.39908178979,Count,9001,410
Connecticut,Hartford,10028.0270598754,Count,9003,432
Connecticut,Litchfield,729.355394503738,Count,9005,443
Connecticut,Middlesex,1287.40087455966,Count,9007,450
Connecticut,New Haven,7944.99181742673,Count,9009,466
Connecticut,New London,4259.10322335589,Count,9011,517
Connecticut,Tolland,1797.45022075472,Count,9013,524
Connecticut,Windham,264.429092482138,Count,9015,529
Delaware,Kent,579.86934957296,Count,10001,532
Delaware,New Castle,7147.86172525574,Count,10003,536
Delaware,Sussex,260.735606283684,Count,10005,609
District of Columbia,District of Columbia,209.983924660599,Count,11001,630
Florida,Alachua,1860.90178715789,Count,12001,639
Florida,Baker,51.7350792996876,Count,12003,641
Florida,Bay,1181.48607133014,Count,12005,658
Florida,Bradford,6.66910792916315,Count,12007,665
Florida,Brevard,4219.50275597342,Count,12009,686
Florida,Broward,5665.6414201561,Count,12011,695
Florida,Calhoun,6.728460112834,Count,12013,699
Florida,Charlotte,755.095751264974,Count,12015,743
Florida,Citrus,560.246145861933,Count,12017,843
Florida,Clay,1014.36955554243,Count,12019,852
Florida,Collier,925.149073271403,Count,12021,894
Florida,Columbia,89.9600841073621,Count,12023,903
Florida,DeSoto,6.9068607399895,Count,12027,906
Florida,Dixie,3.96442720276536,Count,12029,918
Florida,Duval,9671.9003940877,Count,12031,924
Florida,Escambia,3460.52827725346,Count,12033,931
Florida,Flagler,849.661430582507,Count,12035,935
Florida,Franklin,0.0176896814227803,Count,12037,937
Florida,Gadsden,9.9001810142654,Count,12039,938
Florida,Gilchrist,0.0,Count,12041,939
Florida,Glades,29.5631772722014,Count,12043,940
Florida,Gulf,10.5812342196587,Count,12045,941
Florida,Hamilton,21.592817690931,Count,12047,942
Florida,Hardee,92.2775961293091,Count,12049,943
Florida,Hendry,17.9549193209734,Count,12051,944
Florida,Hernando,629.070053864863,Count,12053,945
Florida,Highlands,691.020258755059,Count,12055,946
Florida,Hillsborough,11569.3113132897,Count,12057,947
Florida,Holmes,7.73972094820056,Count,12059,948
Florida,Indian River,585.249631218512,Count,12061,949
Florida,Jackson,30.8960605745669,Count,12063,950
Florida,Jefferson,6.8051182364411,Count,12065,951
Florida,Lafayette,0.0,Count,12067,952
Florida,Lake,1128.25404780761,Count,12069,953
Florida,Lee,2064.60229227969,Count,12071,954
Florida,Leon,2437.90515560885,Count,12073,955
Florida,Levy,13.7252369178314,Count,12075,956
Florida,Liberty,4.53078712094373,Count,12077,957
Florida,Madison,7.57090658994116,Count,12079,958
Florida,Manatee,1060.52618380953,Count,12081,959
Florida,Marion,1240.42942829972,Count,12083,960
Florida,Martin,412.683950813024,Count,12085,961
Florida,Miami-Dade,2231.01820292623,Count,12086,962
Florida,Monroe,185.259302420559,Count,12087,963
Florida,Nassau,154.717937549452,Count,12089,964
Florida,Okaloosa,1897.58923744903,Count,12091,965
Florida,Okeechobee,126.856501205917,Count,12093,966
Florida,Orange,10837.3733605903,Count,12095,967
Florida,Osceola,1240.35176888768,Count,12097,968
Florida,Palm Beach,5422.91632489842,Count,12099,969
Florida,Pasco,2120.33693167937,Count,12101,970
Florida,Pinellas,3646.94384149089,Count,12103,971
Florida,Polk,2913.60028892537,Count,12105,972
Florida,Putnam,104.859934882196,Count,12107,973
Florida,St. Johns,650.813161957357,Count,12109,974
Florida,St. Lucie,1558.24103624864,Count,12111,975
Florida,Santa Rosa,1264.56751271482,Count,12113,976
Florida,Sarasota,1147.83282393487,Count,12115,977
Florida,Seminole,4702.871829069251,Count,12117,978
Florida,Sumter,79.9333340651701,Count,12119,979
Florida,Suwannee,27.6235613192484,Count,12121,980
Florida,Taylor,24.4888664041873,Count,12123,981
Florida,Union,5.61460180618633,Count,12125,982
Florida,Volusia,2315.48710457569,Count,12127,983
Florida,Wakulla,0.173569709062576,Count,12129,984
Florida,Walton,65.194719166946,Count,12131,985
Florida,Washington,51.2764747775286,Count,12133,986
Georgia,Appling,45.4452043165304,Count,13001,987
Georgia,Atkinson,4.00000002379238,Count,13003,988
Georgia,Bacon,5.60230661170863,Count,13005,989
Georgia,Baker,18.8910250414535,Count,13007,990
Georgia,Baldwin,115.560895773903,Count,13009,991
Georgia,Banks,3.71356788123603,Count,13011,992
Georgia,Barrow,327.743396810969,Count,13013,993
Georgia,Bartow,200.203463498077,Count,13015,994
Georgia,Ben Hill,31.8523510792293,Count,13017,995
Georgia,Berrien,5.12546046619377,Count,13019,996
Georgia,Bibb,509.705329708311,Count,13021,997
Georgia,Bleckley,4.0629627536764,Count,13023,998
Georgia,Brantley,0.0,Count,13025,999
Georgia,Brooks,1.92447427177103,Count,13027,565
Georgia,Bryan,113.645568737069,Count,13029,573
Georgia,Bulloch,74.4627255073356,Count,13031,579
Georgia,Burke,3.65248928476501,Count,13033,583
Georgia,Butts,2.22999370843172,Count,13035,588
Georgia,Calhoun,7.01385540919728,Count,13037,592
Georgia,Camden,333.278587874939,Count,13039,603
Georgia,Candler,0.25871741285664,Count,13043,616
Georgia,Carroll,208.78777051545,Count,13045,620
Georgia,Catoosa,282.774006193028,Count,13047,626
Georgia,Charlton,8.87269729390391,Count,13049,635
Georgia,Chatham,1148.55032247385,Count,13051,646
Georgia,Chattahoochee,239.373556549352,Count,13053,656
Georgia,Chattooga,6.03848171792924,Count,13055,659
Georgia,Cherokee,1202.90187695603,Count,13057,662
Georgia,Clarke,1430.56194077118,Count,13059,666
Georgia,Clay,4.00000018105703,Count,13061,670
Georgia,Clayton,4783.95190545695,Count,13063,673
Georgia,Clinch,3.40683257579803,Count,13065,676
Georgia,Cobb,10849.303949373,Count,13067,680
Georgia,Coffee,78.5266624077212,Count,13069,684
Georgia,Colquitt,41.1552596832553,Count,13071,689
Georgia,Columbia,1067.38255247037,Count,13073,692
Georgia,Cook,7.82303959631827,Count,13075,697
Georgia,Coweta,512.325371799101,Count,13077,700
Georgia,Crawford,0.0,Count,13079,704
Georgia,Crisp,1.40323556470685,Count,13081,707
Georgia,Dade,10.4296753145754,Count,13083,708
Georgia,Dawson,2.55473714392974,Count,13085,713
Georgia,Decatur,13.921254147253,Count,13087,714
Georgia,DeKalb,3764.60359099764,Count,13089,718
Georgia,Dodge,1.83943646345574,Count,13091,720
Georgia,Dooly,1.25782403957783,Count,13093,724
Georgia,Dougherty,227.278011082271,Count,13095,728
Georgia,Douglas,487.858088147332,Count,13097,731
Georgia,Early,1.25913422182202,Count,13099,735
Georgia,Echols,0.0,Count,13101,737
Georgia,Effingham,42.4158253106229,Count,13103,742
Georgia,Elbert,38.657998816946,Count,13105,746
Georgia,Emanuel,33.3756772282202,Count,13107,750
Georgia,Evans,3.7648640655425,Count,13109,754
Georgia,Fannin,0.293396374892836,Count,13111,755
Georgia,Fayette,1104.12378049196,Count,13113,760
Georgia,Floyd,440.553884494192,Count,13115,764
Georgia,Forsyth,2803.07563340399,Count,13117,768
Georgia,Franklin,2.45736563950777,Count,13119,772
Georgia,Fulton,9223.00856903807,Count,13121,779
Georgia,Gilmer,0.143150477044401,Count,13123,781
Georgia,Glascock,0.999999992549419,Count,13125,783
Georgia,Glynn,183.715309060529,Count,13127,793
Georgia,Gordon,75.9414101993216,Count,13129,796
Georgia,Grady,11.8969146908494,Count,13131,797
Georgia,Greene,0.999999988009222,Count,13133,800
Georgia,Gwinnett,23992.9886708142,Count,13135,804
Georgia,Habersham,323.913420085512,Count,13137,806
Georgia,Hall,893.149756069971,Count,13139,808
Georgia,Hancock,6.32992797996849,Count,13141,810
Georgia,Haralson,6.47576876915991,Count,13143,813
Georgia,Harris,3.05687529500574,Count,13145,814
Georgia,Hart,31.6118417335674,Count,13147,816
Georgia,Heard,5.87859105609823,Count,13149,817
Georgia,Henry,1918.29537685338,Count,13151,820
Georgia,Houston,1035.31562308117,Count,13153,823
Georgia,Irwin,9.00000020861626,Count,13155,825
Georgia,Jackson,18.7987754410133,Count,13157,828
Georgia,Jasper,7.73498040626146,Count,13159,830
Georgia,Jeff Davis,4.15125577451677,Count,13161,832
Georgia,Jefferson,7.91852747998928,Count,13163,834
Georgia,Jenkins,2.05002410504676,Count,13165,835
Georgia,Johnson,2.00000000880391,Count,13167,837
Georgia,Jones,1.26887673605233,Count,13169,839
Georgia,Lamar,3.65229468508551,Count,13171,841
Georgia,Lanier,3.04309823503718,Count,13173,845
Georgia,Laurens,56.6626883770296,Count,13175,847
Georgia,Lee,132.965384949381,Count,13177,849
Georgia,Liberty,575.56554711044,Count,13179,855
Georgia,Lincoln,3.48940543364733,Count,13181,857
Georgia,Long,5.14644347224385,Count,13183,860
Georgia,Lowndes,462.896457959981,Count,13185,863
Georgia,Lumpkin,1.15924426582387,Count,13187,865
Georgia,McDuffie,11.1024172340985,Count,13189,868
Georgia,McIntosh,10.0032086152351,Count,13191,871
Georgia,Macon,44.4758207027335,Count,13193,874
Georgia,Madison,2.4250871965196,Count,13195,875
Georgia,Marion,0.0,Count,13197,877
Georgia,Meriwether,4.10892203211552,Count,13199,879
Georgia,Miller,3.00000003026798,Count,13201,881
Georgia,Mitchell,9.00626146886498,Count,13205,883
Georgia,Monroe,12.7813941842533,Count,13207,885
Georgia,Montgomery,3.00000008568168,Count,13209,887
Georgia,Morgan,10.7530364431295,Count,13211,890
Georgia,Murray,16.4013427135942,Count,13213,892
Georgia,Muscogee,1120.18261166798,Count,13215,896
Georgia,Newton,356.543848952626,Count,13217,899
Georgia,Oconee,357.296835029643,Count,13219,901
Georgia,Oglethorpe,13.9479684453981,Count,13221,905
Georgia,Paulding,311.938936031716,Count,13223,908
Georgia,Peach,54.372186317898,Count,13225,910
Georgia,Pickens,3.37580294604413,Count,13227,912
Georgia,Pierce,3.61885818256269,Count,13229,915
Georgia,Pike,0.0,Count,13231,7
Georgia,Polk,36.8358718830241,Count,13233,8
Georgia,Pulaski,9.30003335210495,Count,13235,11
Georgia,Putnam,1.10419774986804,Count,13237,13
Georgia,Quitman,0.0068318056873977,Count,13239,16
Georgia,Rabun,0.159179430804215,Count,13241,18
Georgia,Randolph,9.58262239233591,Count,13243,23
Georgia,Richmond,1384.21432625919,Count,13245,24
Georgia,Rockdale,687.865693984332,Count,13247,28
Georgia,Schley,0.372721087420359,Count,13249,31
Georgia,Screven,4.91606874446734,Count,13251,34
Georgia,Seminole,0.204918205738068,Count,13253,38
Georgia,Spalding,105.296236501522,Count,13255,41
Georgia,Stephens,36.0479875955934,Count,13257,45
Georgia,Stewart,0.180181586649269,Count,13259,48
Georgia,Sumter,139.745816429068,Count,13261,52
Georgia,Talbot,0.0,Count,13263,57
Georgia,Taliaferro,6.99999994179234,Count,13265,60
Georgia,Tattnall,1.28427661798196,Count,13267,63
Georgia,Taylor,9.72005063961797,Count,13269,69
Georgia,Telfair,0.0,Count,13271,75
Georgia,Terrell,4.0558956162713,Count,13273,78
Georgia,Thomas,52.9956457748849,Count,13275,83
Georgia,Tift,66.3291591757138,Count,13277,87
Georgia,Toombs,25.4564299969643,Count,13279,91
Georgia,Towns,0.0,Count,13281,95
Georgia,Treutlen,0.839521578513086,Count,13283,102
Georgia,Troup,194.746525872578,Count,13285,105
Georgia,Turner,0.956479268847033,Count,13287,108
Georgia,Twiggs,0.0,Count,13289,116
Georgia,Union,0.264729638816789,Count,13291,120
Georgia,Upson,34.0936610002536,Count,13293,123
Georgia,Walker,61.2050048049568,Count,13295,126
Georgia,Walton,126.363829682959,Count,13297,127
Georgia,Ware,89.0917146928569,Count,13299,132
Georgia,Warren,0.0,Count,13301,135
Georgia,Washington,21.7386074865353,Count,13303,143
Georgia,Wayne,65.5040152712688,Count,13305,147
Georgia,Webster,0.0,Count,13307,149
Georgia,Wheeler,5.83226802945137,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,347.48274487275,Count,13313,159
Georgia,Wilcox,0.935811034403741,Count,13315,163
Georgia,Wilkes,2.52639124856796,Count,13317,167
