State,County,Full-service restaurants per 1000 pop 2016 (FSRPTH16),Units,FIPS,FID
Idaho,Lincoln,0.759445605,Count,16063,578
Idaho,Madison,0.412573167,Count,16065,581
Idaho,Minidoka,0.583005393,Count,16067,585
Idaho,Nez Perce,0.698324022,Count,16069,589
Idaho,Oneida,0.694283731,Count,16071,593
Idaho,Owyhee,0.792044354,Count,16073,601
Idaho,Payette,0.392670157,Count,16075,606
Idaho,Power,0.652656311,Count,16077,613
Idaho,Shoshone,2.014017562,Count,16079,621
Idaho,Teton,1.713873354,Count,16081,627
Idaho,Twin Falls,0.754165869,Count,16083,634
Idaho,Valley,2.687913987,Count,16085,643
Idaho,Washington,0.79491256,Count,16087,649
Illinois,Adams,0.809923057,Count,17001,650
Illinois,Alexander,0.770297335,Count,17003,651
Illinois,Bond,0.534410071,Count,17005,652
Illinois,Boone,0.298719241,Count,17007,653
Illinois,Brown,0.148279953,Count,17009,654
Illinois,Bureau,0.80758532,Count,17011,2
Illinois,Calhoun,2.881251286,Count,17013,4
Illinois,Carroll,0.889740606,Count,17015,6
Illinois,Cass,0.946297611,Count,17017,10
Illinois,Champaign,0.884038095,Count,17019,12
Illinois,Christian,0.721348922,Count,17021,14
Illinois,Clark,1.07269056,Count,17023,19
Illinois,Clay,0.901510029,Count,17025,22
Illinois,Clinton,0.90509783,Count,17027,27
Illinois,Coles,0.839502404,Count,17029,30
Illinois,Cook,0.778765582,Count,17031,36
Illinois,Crawford,0.626893742,Count,17033,40
Illinois,Cumberland,0.367242012,Count,17035,44
Illinois,DeKalb,0.679770601,Count,17037,49
Illinois,De Witt,0.928275265,Count,17039,53
Illinois,Douglas,0.961100713,Count,17041,55
Illinois,DuPage,0.77860459,Count,17043,64
Illinois,Edgar,0.858516484,Count,17045,66
Illinois,Edwards,0.458365164,Count,17047,71
Illinois,Effingham,0.789889415,Count,17049,76
Illinois,Fayette,0.870920425,Count,17051,79
Illinois,Ford,1.124269225,Count,17053,81
Illinois,Franklin,0.6906784,Count,17055,85
Illinois,Fulton,0.957288059,Count,17057,89
Illinois,Gallatin,0.968429208,Count,17059,92
Illinois,Greene,0.533577254,Count,17061,96
Illinois,Grundy,0.736040104,Count,17063,99
Illinois,Hamilton,0.609830467,Count,17065,106
Illinois,Hancock,0.329326527,Count,17067,111
Illinois,Hardin,0.731885826,Count,17069,113
Illinois,Henderson,0.436427117,Count,17071,117
Illinois,Henry,0.908650351,Count,17073,121
Illinois,Iroquois,0.602537747,Count,17075,125
Illinois,Jackson,0.846998238,Count,17077,129
Illinois,Jasper,0.416970708,Count,17079,133
Illinois,Jefferson,0.678709408,Count,17081,137
Illinois,Jersey,0.911369332,Count,17083,142
Illinois,Jo Daviess,1.646768217,Count,17085,145
Illinois,Johnson,0.540081784,Count,17087,152
Illinois,Kane,0.612145646,Count,17089,156
Illinois,Kankakee,0.608797579,Count,17091,161
Illinois,Kendall,0.52980983,Count,17093,165
Illinois,Knox,0.804789479,Count,17095,166
Illinois,Lake,0.714959535,Count,17097,170
Illinois,LaSalle,1.08590406,Count,17099,175
Illinois,Lawrence,0.489506211,Count,17101,177
Illinois,Lee,0.959330213,Count,17103,180
Illinois,Livingston,0.795065113,Count,17105,182
Illinois,Logan,0.85213716,Count,17107,186
Illinois,McDonough,0.95580973,Count,17109,189
Illinois,McHenry,0.724091801,Count,17111,192
Illinois,McLean,0.660150097,Count,17113,193
Illinois,Macon,0.881379453,Count,17115,194
Illinois,Macoupin,0.788557159,Count,17117,196
Illinois,Madison,0.783138427,Count,17119,199
Illinois,Marion,0.709294383,Count,17121,201
Illinois,Marshall,0.840477391,Count,17123,202
Illinois,Mason,0.729607471,Count,17125,206
Illinois,Massac,0.483792937,Count,17127,208
Illinois,Menard,0.645213324,Count,17129,212
Illinois,Mercer,0.767754319,Count,17131,216
Illinois,Monroe,0.885530433,Count,17133,219
Illinois,Montgomery,0.859726951,Count,17135,223
Illinois,Morgan,0.614142832,Count,17137,225
Illinois,Moultrie,0.684978423,Count,17139,227
Illinois,Ogle,0.762195122,Count,17141,229
Illinois,Peoria,0.804118815,Count,17143,233
Illinois,Perry,0.841829576,Count,17145,235
Illinois,Piatt,0.544596394,Count,17147,238
Illinois,Pike,0.818536708,Count,17149,241
Illinois,Pope,0.232828871,Count,17151,245
Illinois,Pulaski,0.356951633,Count,17153,248
Illinois,Putnam,1.924086059,Count,17155,253
Illinois,Randolph,0.797619413,Count,17157,255
Illinois,Richland,0.504477235,Count,17159,259
Illinois,Rock Island,0.776781786,Count,17161,265
Illinois,St. Clair,0.638491943,Count,17163,269
Illinois,Saline,0.577248175,Count,17165,271
Illinois,Sangamon,0.900850747,Count,17167,274
Illinois,Schuyler,0.567134553,Count,17169,278
Illinois,Scott,0.791295747,Count,17171,280
Illinois,Shelby,0.736410917,Count,17173,283
Illinois,Stark,0.363240102,Count,17175,285
Illinois,Stephenson,0.834431269,Count,17177,290
Illinois,Tazewell,0.716594385,Count,17179,291
Illinois,Union,0.584282793,Count,17181,293
Illinois,Vermilion,0.598268839,Count,17183,296
Illinois,Wabash,0.434367127,Count,17185,299
Illinois,Warren,0.520020801,Count,17187,301
Illinois,Washington,0.562983814,Count,17189,305
Illinois,Wayne,0.905086587,Count,17191,310
Illinois,White,0.993753549,Count,17193,312
Illinois,Whiteside,0.884314038,Count,17195,314
Illinois,Will,0.492945801,Count,17197,320
Illinois,Williamson,0.783560024,Count,17199,324
Illinois,Winnebago,0.730544448,Count,17201,325
Illinois,Woodford,0.53938818,Count,17203,328
Indiana,Adams,0.596049046,Count,18001,330
Indiana,Allen,0.694647162,Count,18003,335
Indiana,Bartholomew,0.757270407,Count,18005,342
Indiana,Benton,0.2310803,Count,18007,179
Indiana,Blackford,0.49689441,Count,18009,183
Indiana,Boone,0.747209639,Count,18011,185
Indiana,Brown,0.599680171,Count,18013,188
Indiana,Carroll,0.751239545,Count,18015,195
Indiana,Cass,0.578749375,Count,18017,211
Indiana,Clark,0.751295337,Count,18019,215
Indiana,Clay,0.686944243,Count,18021,221
Indiana,Clinton,0.588836892,Count,18023,226
Indiana,Crawford,1.039599282,Count,18025,232
Indiana,Daviess,0.606115707,Count,18027,239
Indiana,Dearborn,0.687271331,Count,18029,242
Indiana,Decatur,0.600578056,Count,18031,246
Indiana,DeKalb,0.750821211,Count,18033,249
Indiana,Delaware,0.606149823,Count,18035,252
Indiana,Dubois,1.059920859,Count,18037,254
Indiana,Elkhart,0.573119238,Count,18039,260
Indiana,Fayette,0.6019693,Count,18041,263
Indiana,Floyd,0.625627256,Count,18043,267
Indiana,Fountain,0.788978576,Count,18045,270
Indiana,Franklin,0.616061606,Count,18047,272
Indiana,Fulton,1.092516264,Count,18049,276
Indiana,Gibson,0.684951904,Count,18051,286
Indiana,Grant,0.583814856,Count,18053,297
Indiana,Greene,0.651708407,Count,18055,309
Indiana,Hamilton,0.777752485,Count,18057,321
Indiana,Hancock,0.447269622,Count,18059,329
Indiana,Harrison,0.403235969,Count,18061,334
Indiana,Hendricks,0.723480691,Count,18063,341
Indiana,Henry,0.454883798,Count,18065,344
Indiana,Howard,0.680115134,Count,18067,348
Indiana,Huntington,0.71491421,Count,18069,352
Indiana,Jackson,0.614572189,Count,18071,355
Indiana,Jasper,0.658899638,Count,18073,356
Indiana,Jay,0.617870722,Count,18075,358
Indiana,Jefferson,0.89925269,Count,18077,363
Indiana,Jennings,0.217218159,Count,18079,367
Indiana,Johnson,0.686273863,Count,18081,370
Indiana,Knox,0.692557669,Count,18083,376
Indiana,Kosciusko,0.87422555,Count,18085,384
Indiana,LaGrange,0.68995477,Count,18087,386
Indiana,Lake,0.616532948,Count,18089,389
Indiana,LaPorte,0.798490128,Count,18091,392
Indiana,Lawrence,0.416895228,Count,18093,396
Indiana,Madison,0.64179393,Count,18095,401
Indiana,Marion,0.778573653,Count,18097,409
Indiana,Marshall,0.578753322,Count,18099,412
Indiana,Martin,0.784159969,Count,18101,418
Indiana,Miami,0.526797349,Count,18103,420
Indiana,Monroe,0.857974357,Count,18105,422
Indiana,Montgomery,0.547973802,Count,18107,425
Indiana,Morgan,0.431300947,Count,18109,430
Indiana,Newton,0.711794434,Count,18111,433
Indiana,Noble,0.548037604,Count,18113,436
Indiana,Ohio,0.339673913,Count,18115,440
Indiana,Orange,0.821313074,Count,18117,444
Indiana,Owen,0.4301692,Count,18119,448
Indiana,Parke,0.648699652,Count,18121,452
Indiana,Perry,0.683850605,Count,18123,459
Indiana,Pike,0.563244287,Count,18125,465
Indiana,Porter,0.692793751,Count,18127,468
Indiana,Posey,0.624219725,Count,18129,471
Indiana,Pulaski,0.713662675,Count,18131,477
Indiana,Putnam,0.563531464,Count,18133,480
Indiana,Randolph,0.718304801,Count,18135,485
Indiana,Ripley,0.704027035,Count,18137,488
Indiana,Rush,0.661335899,Count,18139,493
Indiana,St. Joseph,0.715840853,Count,18141,496
Indiana,Scott,0.337453073,Count,18143,504
Indiana,Shelby,0.633083115,Count,18145,506
Indiana,Spencer,0.243985751,Count,18147,509
Indiana,Starke,0.565414057,Count,18149,512
Indiana,Steuben,1.192276375,Count,18151,515
Indiana,Sullivan,0.723344746,Count,18153,518
Indiana,Switzerland,0.375692683,Count,18155,526
Indiana,Tippecanoe,0.704919597,Count,18157,530
Indiana,Tipton,0.395935067,Count,18159,534
Indiana,Union,0.279017857,Count,18161,538
Indiana,Vanderburgh,0.797689451,Count,18163,543
Indiana,Vermillion,0.768688745,Count,18165,548
Indiana,Vigo,0.789456575,Count,18167,553
Indiana,Wabash,0.570504897,Count,18169,555
Indiana,Warren,0.489356496,Count,18171,567
Indiana,Warrick,0.46737256,Count,18173,575
Indiana,Washington,0.396424968,Count,18175,584
Indiana,Wayne,0.840954483,Count,18177,586
Indiana,Wells,0.502873563,Count,18179,590
Indiana,White,0.954317248,Count,18181,594
Indiana,Whitley,0.657030223,Count,18183,597
Iowa,Adair,0.855920114,Count,19001,598
Iowa,Adams,0.538213132,Count,19003,602
Iowa,Allamakee,1.730478045,Count,19005,608
Iowa,Appanoose,0.720172841,Count,19007,611
Iowa,Audubon,1.064773736,Count,19009,615
Iowa,Benton,0.312000312,Count,19011,619
Iowa,Black Hawk,0.805644026,Count,19013,623
Iowa,Boone,0.529921647,Count,19015,625
Iowa,Bremer,0.928018076,Count,19017,631
Iowa,Buchanan,0.665589046,Count,19019,632
Iowa,Buena Vista,0.789421749,Count,19021,633
Iowa,Butler,0.612786818,Count,19023,361
Iowa,Calhoun,0.816409838,Count,19025,365
Iowa,Carroll,0.736521654,Count,19027,369
Iowa,Cass,0.986342944,Count,19029,374
Iowa,Cedar,0.760580214,Count,19031,379
Iowa,Cerro Gordo,0.975292588,Count,19033,383
Iowa,Cherokee,0.701508243,Count,19035,388
Iowa,Chickasaw,0.9118793,Count,19037,393
Iowa,Clarke,0.323066983,Count,19039,397
Iowa,Clay,1.102603369,Count,19041,398
Iowa,Clayton,1.360004533,Count,19043,402
Iowa,Clinton,0.719789991,Count,19045,404
Iowa,Crawford,0.645691477,Count,19047,408
Iowa,Dallas,0.67708024,Count,19049,413
Iowa,Davis,0.449387709,Count,19051,416
Iowa,Decatur,0.372902424,Count,19053,419
Iowa,Delaware,0.636979559,Count,19055,421
Iowa,Des Moines,0.858044164,Count,19057,424
Iowa,Dickinson,1.695509822,Count,19059,427
Iowa,Dubuque,0.806585043,Count,19061,434
Iowa,Emmet,1.046243984,Count,19063,437
Iowa,Fayette,1.00070049,Count,19065,442
Iowa,Floyd,1.073571203,Count,19067,447
Iowa,Franklin,0.68627451,Count,19069,451
Iowa,Fremont,1.005747126,Count,19071,455
Iowa,Greene,0.888000888,Count,19073,458
Iowa,Grundy,0.89452712,Count,19075,460
Iowa,Guthrie,0.469483568,Count,19077,467
Iowa,Hamilton,0.662251656,Count,19079,469
Iowa,Hancock,0.642614523,Count,19081,470
Iowa,Hardin,0.639795266,Count,19083,475
Iowa,Harrison,0.568504832,Count,19085,478
Iowa,Henry,1.060552497,Count,19087,479
Iowa,Howard,0.86281277,Count,19089,481
Iowa,Humboldt,1.154128633,Count,19091,487
Iowa,Ida,0.718700589,Count,19093,491
Iowa,Iowa,0.74147306,Count,19095,495
Iowa,Jackson,1.34089737,Count,19097,499
Iowa,Jasper,0.49098497,Count,19099,505
Iowa,Jefferson,0.825445741,Count,19101,507
Iowa,Johnson,1.016142342,Count,19103,508
Iowa,Jones,0.735871272,Count,19105,516
Iowa,Keokuk,0.393043136,Count,19107,520
Iowa,Kossuth,0.859049759,Count,19109,523
Iowa,Lee,0.98676573,Count,19111,531
Iowa,Linn,0.829202343,Count,19113,535
Iowa,Louisa,0.625670361,Count,19115,539
Iowa,Lucas,0.584385227,Count,19117,542
Iowa,Lyon,0.593824228,Count,19119,546
Iowa,Madison,0.63315183,Count,19121,550
Iowa,Mahaska,0.540394488,Count,19123,554
Iowa,Marion,0.663670096,Count,19125,561
Iowa,Marshall,0.522908367,Count,19127,568
Iowa,Mills,0.531773465,Count,19129,569
Iowa,Mitchell,0.93835038,Count,19131,572
Iowa,Monona,0.909194227,Count,19133,576
Iowa,Monroe,1.146058831,Count,19135,580
Iowa,Montgomery,0.789421749,Count,19137,595
Iowa,Muscatine,0.815774753,Count,19139,600
Iowa,O'Brien,0.79017312,Count,19141,604
Iowa,Osceola,0.657462196,Count,19143,607
Iowa,Page,0.717313336,Count,19145,612
Iowa,Palo Alto,1.327140013,Count,19147,618
Iowa,Plymouth,0.793493354,Count,19149,622
Iowa,Pocahontas,0.730140187,Count,19151,624
Iowa,Polk,0.789859468,Count,19153,629
Iowa,Pottawattamie,0.566796424,Count,19155,637
Iowa,Poweshiek,1.093374153,Count,19157,640
Iowa,Ringgold,1.202645821,Count,19159,642
Iowa,Sac,1.324098594,Count,19161,647
Iowa,Scott,0.755616263,Count,19163,657
Iowa,Shelby,0.4283756,Count,19165,660
Iowa,Sioux,0.687856467,Count,19167,663
Iowa,Story,0.650718889,Count,19169,668
Iowa,Tama,0.756737878,Count,19171,671
Iowa,Taylor,0.641333975,Count,19173,674
Iowa,Union,1.049233253,Count,19175,675
Iowa,Van Buren,0.689179876,Count,19177,678
Iowa,Wapello,0.765523107,Count,19179,681
Iowa,Warren,0.425592283,Count,19181,685
Iowa,Washington,0.949839432,Count,19183,687
Iowa,Wayne,0.77675936,Count,19185,691
Iowa,Webster,0.789072704,Count,19187,694
Iowa,Winnebago,0.943307235,Count,19189,696
Iowa,Winneshiek,0.930961831,Count,19191,698
Iowa,Woodbury,0.808124081,Count,19193,702
Iowa,Worth,0.535117057,Count,19195,703
Iowa,Wright,1.014357054,Count,19197,705
Kansas,Allen,0.869771487,Count,20001,709
Kansas,Anderson,1.151778858,Count,20003,712
Kansas,Atchison,0.671837782,Count,20005,715
Kansas,Barber,1.067919692,Count,20007,717
Kansas,Barton,0.928988146,Count,20009,719
Kansas,Bourbon,0.681570338,Count,20011,722
Kansas,Brown,1.244555072,Count,20013,723
Kansas,Butler,0.450126035,Count,20015,726
Kansas,Chase,1.134644478,Count,20017,729
Kansas,Chautauqua,0.886262925,Count,20019,730
Kansas,Cherokee,0.494559842,Count,20021,732
Kansas,Cheyenne,1.497566455,Count,20023,736
Kansas,Clark,0.484261501,Count,20025,738
Kansas,Clay,0.742666172,Count,20027,739
Kansas,Cloud,1.098901099,Count,20029,740
Kansas,Coffey,0.838524197,Count,20031,745
Kansas,Comanche,1.620745543,Count,20033,748
Kansas,Cowley,0.533393223,Count,20035,752
Kansas,Crawford,0.846327452,Count,20037,756
Kansas,Decatur,1.057455058,Count,20039,759
Kansas,Dickinson,0.737579685,Count,20041,762
Kansas,Doniphan,0.646914219,Count,20043,765
Kansas,Douglas,0.803401065,Count,20045,767
Kansas,Edwards,1.379310345,Count,20047,770
Kansas,Elk,1.59299084,Count,20049,773
Kansas,Ellis,0.9367519,Count,20051,774
Kansas,Ellsworth,0.950720963,Count,20053,776
Kansas,Finney,0.864911617,Count,20055,778
Kansas,Ford,0.811570679,Count,20057,784
Kansas,Franklin,0.743727248,Count,20059,786
Kansas,Geary,0.653260623,Count,20061,788
Kansas,Gove,0.760456274,Count,20063,790
Kansas,Graham,0.3894081,Count,20065,791
Kansas,Grant,1.040988939,Count,20067,794
Kansas,Gray,0.668896321,Count,20069,798
Kansas,Greeley,0.0,Count,20071,801
Kansas,Greenwood,0.815394651,Count,20073,803
Kansas,Hamilton,1.141118296,Count,20075,805
Kansas,Harper,1.76056338,Count,20077,807
Kansas,Harvey,0.690170817,Count,20079,812
Kansas,Haskell,0.990589401,Count,20081,815
Kansas,Hodgeman,0.545553737,Count,20083,818
Kansas,Jackson,0.452522815,Count,20085,819
Kansas,Jefferson,0.583368689,Count,20087,821
Kansas,Jewell,1.385041551,Count,20089,822
Kansas,Johnson,0.762763461,Count,20091,824
Kansas,Kearny,0.769230769,Count,20093,826
Kansas,Kingman,0.674399784,Count,20095,827
Kansas,Kiowa,1.198083067,Count,20097,829
Kansas,Labette,0.885391048,Count,20099,831
Kansas,Lane,1.25,Count,20101,833
Kansas,Leavenworth,0.474318168,Count,20103,836
Kansas,Lincoln,0.64998375,Count,20105,838
Kansas,Linn,0.519426553,Count,20107,840
Kansas,Logan,2.844950213,Count,20109,842
Kansas,Lyon,0.868263473,Count,20111,844
Kansas,McPherson,0.809802127,Count,20113,846
Kansas,Marion,0.998170022,Count,20115,848
Kansas,Marshall,0.918273646,Count,20117,850
Kansas,Meade,0.940955069,Count,20119,851
Kansas,Miami,0.66741498,Count,20121,853
Kansas,Mitchell,1.454898157,Count,20123,854
Kansas,Montgomery,0.699790063,Count,20125,856
Kansas,Morris,1.439884809,Count,20127,858
Kansas,Morton,0.714285714,Count,20129,859
Kansas,Nemaha,1.287128713,Count,20131,861
Kansas,Neosho,0.685016814,Count,20133,862
Kansas,Ness,0.338294993,Count,20135,864
Kansas,Norton,1.089720305,Count,20137,866
Kansas,Osage,0.823358034,Count,20139,867
Kansas,Osborne,0.55187638,Count,20141,869
Kansas,Ottawa,0.844737287,Count,20143,870
Kansas,Pawnee,0.444971818,Count,20145,872
Kansas,Phillips,1.11255331,Count,20147,873
Kansas,Pottawatomie,0.466239986,Count,20149,876
Kansas,Pratt,1.253656498,Count,20151,878
Kansas,Rawlins,1.599360256,Count,20153,880
Kansas,Reno,0.618654822,Count,20155,882
Kansas,Republic,1.290045152,Count,20157,884
Kansas,Rice,0.917524722,Count,20159,886
Kansas,Riley,0.590223748,Count,20161,888
Kansas,Rooks,1.5625,Count,20163,889
Kansas,Rush,1.626545218,Count,20165,891
Kansas,Russell,0.715307582,Count,20167,893
Kansas,Saline,0.635554749,Count,20169,895
Kansas,Scott,1.596487727,Count,20171,897
Kansas,Sedgwick,0.715900601,Count,20173,898
Kansas,Seward,0.747055722,Count,20175,900
Kansas,Shawnee,0.578151487,Count,20177,902
Kansas,Sheridan,1.611603546,Count,20179,904
Kansas,Sherman,1.682085786,Count,20181,907
Kansas,Smith,1.08754758,Count,20183,909
Kansas,Stafford,1.666666667,Count,20185,911
Kansas,Stanton,2.380952381,Count,20187,913
Kansas,Stevens,1.061007958,Count,20189,914
Kansas,Sumner,0.646468129,Count,20191,916
Kansas,Thomas,1.024196646,Count,20193,917
Kansas,Trego,1.746419839,Count,20195,919
Kansas,Wabaunsee,0.725689405,Count,20197,920
Kansas,Wallace,0.0,Count,20199,921
Kansas,Washington,1.436781609,Count,20201,922
Kansas,Wichita,0.469263257,Count,20203,923
Kansas,Wilson,1.150350857,Count,20205,925
Kansas,Woodson,1.877934272,Count,20207,926
Kansas,Wyandotte,0.523057086,Count,20209,927
Kentucky,Adair,0.412817999,Count,21001,928
Kentucky,Allen,0.434174345,Count,21003,929
Kentucky,Anderson,0.496748555,Count,21005,930
Kentucky,Ballard,0.372347027,Count,21007,932
Kentucky,Barren,0.776450707,Count,21009,933
Kentucky,Bath,0.162985902,Count,21011,934
Kentucky,Bell,0.367755222,Count,21013,936
Kentucky,Boone,0.751041392,Count,21015,1002
Kentucky,Bourbon,0.69801067,Count,21017,1005
Kentucky,Boyd,0.726201345,Count,21019,1008
Kentucky,Boyle,0.602248394,Count,21021,1010
Kentucky,Bracken,0.718562874,Count,21023,1013
Kentucky,Breathitt,0.151641519,Count,21025,1017
Kentucky,Breckinridge,0.400922121,Count,21027,1020
Kentucky,Bullitt,0.277746216,Count,21029,1024
Kentucky,Butler,0.314935832,Count,21031,1026
Kentucky,Caldwell,0.713210239,Count,21033,1031
Kentucky,Calloway,0.87692149,Count,21035,1033
Kentucky,Campbell,0.738857379,Count,21037,1035
Kentucky,Carlisle,0.830564784,Count,21039,1039
Kentucky,Carroll,0.471742617,Count,21041,1041
Kentucky,Carter,0.513836893,Count,21043,1044
Kentucky,Casey,0.380686505,Count,21045,1048
Kentucky,Christian,0.543667666,Count,21047,1050
Kentucky,Clark,0.473682744,Count,21049,1053
Kentucky,Clay,0.290093313,Count,21051,1056
Kentucky,Clinton,0.782778865,Count,21053,1059
Kentucky,Crittenden,0.436538252,Count,21055,1064
Kentucky,Cumberland,0.445368171,Count,21057,1067
Kentucky,Daviess,0.691078082,Count,21059,1071
Kentucky,Edmonson,0.497182632,Count,21061,1073
Kentucky,Elliott,0.133209005,Count,21063,1075
Kentucky,Estill,0.557685605,Count,21065,1077
Kentucky,Fayette,0.874465604,Count,21067,1080
Kentucky,Fleming,0.137873983,Count,21069,1083
Kentucky,Floyd,0.405745354,Count,21071,1085
Kentucky,Franklin,0.776258434,Count,21073,1086
Kentucky,Fulton,0.809061489,Count,21075,1088
Kentucky,Gallatin,0.458295142,Count,21077,1090
Kentucky,Garrard,0.287389355,Count,21079,1092
Kentucky,Grant,0.441625181,Count,21081,1094
Kentucky,Graves,0.619145041,Count,21083,1097
Kentucky,Grayson,0.382555471,Count,21085,1100
Kentucky,Green,0.272702482,Count,21087,1102
Kentucky,Greenup,0.223494902,Count,21089,1105
Kentucky,Hancock,0.228911526,Count,21091,1107
Kentucky,Hardin,0.589374421,Count,21093,1110
Kentucky,Harlan,0.296120817,Count,21095,1114
Kentucky,Harrison,0.591779643,Count,21097,1119
Kentucky,Hart,0.323851676,Count,21099,1121
Kentucky,Henderson,0.605483955,Count,21101,1126
Kentucky,Henry,0.441556803,Count,21103,1129
Kentucky,Hickman,0.0,Count,21105,1130
Kentucky,Hopkins,0.61258423,Count,21107,1136
Kentucky,Jackson,0.149555074,Count,21109,1140
Kentucky,Jefferson,0.815810565,Count,21111,1143
Kentucky,Jessamine,0.574107741,Count,21113,1145
Kentucky,Johnson,0.480979449,Count,21115,1148
Kentucky,Kenton,0.710831369,Count,21117,1151
Kentucky,Knott,0.193423598,Count,21119,1154
Kentucky,Knox,0.383092836,Count,21121,1159
Kentucky,Larue,0.2137818,Count,21123,1162
Kentucky,Laurel,0.483413902,Count,21125,1166
Kentucky,Lawrence,0.441751862,Count,21127,1167
Kentucky,Lee,0.151561079,Count,21129,1171
Kentucky,Leslie,0.095794616,Count,21131,1175
Kentucky,Letcher,0.351663809,Count,21133,1178
Kentucky,Lewis,0.148423006,Count,21135,1180
Kentucky,Lincoln,0.246447055,Count,21137,1184
Kentucky,Livingston,0.325556158,Count,21139,1187
Kentucky,Logan,0.637731178,Count,21141,1190
Kentucky,Lyon,1.484597303,Count,21143,1193
Kentucky,McCracken,1.117198739,Count,21145,1196
Kentucky,McCreary,0.341782968,Count,21147,1198
Kentucky,McLean,0.535217298,Count,21149,1201
Kentucky,Madison,0.580765494,Count,21151,1204
Kentucky,Magoffin,0.236705065,Count,21153,1206
Kentucky,Marion,0.574622577,Count,21155,1210
Kentucky,Marshall,0.799411633,Count,21157,1213
Kentucky,Martin,0.083703022,Count,21159,1215
Kentucky,Mason,0.815945914,Count,21161,1217
Kentucky,Meade,0.321267937,Count,21163,1220
Kentucky,Menifee,0.155134967,Count,21165,1222
Kentucky,Mercer,0.514186884,Count,21167,1225
Kentucky,Metcalfe,0.599400599,Count,21169,1228
Kentucky,Monroe,0.756215143,Count,21171,1230
Kentucky,Montgomery,0.578431727,Count,21173,1233
Kentucky,Morgan,0.075557235,Count,21175,1235
Kentucky,Muhlenberg,0.482874066,Count,21177,1238
Kentucky,Nelson,0.527333451,Count,21179,1243
Kentucky,Nicholas,0.707914484,Count,21181,1246
Kentucky,Ohio,0.537278889,Count,21183,1249
Kentucky,Oldham,0.367331946,Count,21185,1252
Kentucky,Owen,0.375128951,Count,21187,1255
Kentucky,Owsley,0.0,Count,21189,1257
Kentucky,Pendleton,0.27442371,Count,21191,1260
Kentucky,Perry,0.552181115,Count,21193,1265
Kentucky,Pike,0.479790877,Count,21195,1267
Kentucky,Powell,0.406669378,Count,21197,1270
Kentucky,Pulaski,0.515512232,Count,21199,1272
Kentucky,Robertson,0.0,Count,21201,1273
Kentucky,Rockcastle,0.296366546,Count,21203,1276
Kentucky,Rowan,0.532743218,Count,21205,1279
Kentucky,Russell,0.619020822,Count,21207,1282
Kentucky,Scott,0.617792422,Count,21209,1283
Kentucky,Shelby,0.472184066,Count,21211,1285
Kentucky,Simpson,0.834028357,Count,21213,1287
Kentucky,Spencer,0.164482702,Count,21215,1000
Kentucky,Taylor,0.314502496,Count,21217,1003
Kentucky,Todd,0.161786119,Count,21219,1006
Kentucky,Trigg,0.698665549,Count,21221,1009
Kentucky,Trimble,0.2318303,Count,21223,1012
Kentucky,Union,0.608436993,Count,21225,1016
Kentucky,Warren,0.759848347,Count,21227,1019
Kentucky,Washington,0.164880462,Count,21229,1023
Kentucky,Wayne,0.337300631,Count,21231,1027
Kentucky,Webster,0.379535449,Count,21233,1029
Kentucky,Whitley,0.609367643,Count,21235,1034
Kentucky,Wolfe,0.415800416,Count,21237,1037
Kentucky,Woodford,0.689893067,Count,21239,1042
Louisiana,Acadia,0.334394904,Count,22001,1046
Louisiana,Allen,0.272521996,Count,22003,1051
Louisiana,Ascension,0.419794548,Count,22005,1055
Louisiana,Assumption,0.087892771,Count,22007,1060
Louisiana,Avoyelles,0.268031189,Count,22009,1062
Louisiana,Beauregard,0.351370344,Count,22011,1066
Louisiana,Bienville,0.362161379,Count,22013,1069
Louisiana,Bossier,0.633653328,Count,22015,1076
Louisiana,Caddo,0.569949226,Count,22017,1079
Louisiana,Calcasieu,0.513377726,Count,22019,1081
Louisiana,Caldwell,0.297885016,Count,22021,1084
Louisiana,Cameron,0.14522219,Count,22023,1089
Louisiana,Catahoula,0.201816347,Count,22025,1093
Louisiana,Claiborne,0.185597624,Count,22027,1095
Louisiana,Concordia,0.350105032,Count,22029,1098
Louisiana,De Soto,0.367498438,Count,22031,1103
Louisiana,East Baton Rouge,0.674512151,Count,22033,1108
Louisiana,East Carroll,0.551800248,Count,22035,1111
Louisiana,East Feliciana,0.153664908,Count,22037,1115
Louisiana,Evangeline,0.148323939,Count,22039,1118
Louisiana,Franklin,0.294637596,Count,22041,1123
Louisiana,Grant,0.0,Count,22043,1127
Louisiana,Iberia,0.314736511,Count,22045,1133
Louisiana,Iberville,0.334173831,Count,22047,1134
Louisiana,Jackson,0.252413706,Count,22049,1138
Louisiana,Jefferson,0.750310729,Count,22051,1147
Louisiana,Jefferson Davis,0.446286261,Count,22053,1155
Louisiana,Lafayette,0.872816924,Count,22055,1161
Louisiana,Lafourche,0.41574982,Count,22057,1280
Louisiana,La Salle,0.199309062,Count,22059,1289
Louisiana,Lincoln,0.587655046,Count,22061,1291
Louisiana,Livingston,0.36407767,Count,22063,1295
Louisiana,Madison,0.261210274,Count,22065,1297
Louisiana,Morehouse,0.347302616,Count,22067,1299
Louisiana,Natchitoches,0.692396461,Count,22069,1301
Louisiana,Orleans,1.274741044,Count,22071,1304
Louisiana,Ouachita,0.624454399,Count,22073,1306
Louisiana,Plaquemines,0.728769237,Count,22075,1427
