State,County,Children low access to store 2015 (LACCESS_CHILD15),Units,FIPS,FID
Colorado,Crowley,84.3377550800071,Count,8025,605
Colorado,Custer,170.887951824351,Count,8027,610
Colorado,Delta,736.86125820252,Count,8029,617
Colorado,Denver,15505.7768185194,Count,8031,628
Colorado,Dolores,461.999998311711,Count,8033,636
Colorado,Douglas,16761.4787313916,Count,8035,644
Colorado,Eagle,1946.59499420529,Count,8037,648
Colorado,Elbert,1547.46005457407,Count,8039,655
Colorado,El Paso,42407.5167884696,Count,8041,661
Colorado,Fremont,2893.08548508623,Count,8043,664
Colorado,Garfield,2652.7181221462,Count,8045,667
Colorado,Gilpin,0.0,Count,8047,672
Colorado,Grand,69.7084807333641,Count,8049,677
Colorado,Gunnison,295.27819818185,Count,8051,682
Colorado,Hinsdale,19.4187443423093,Count,8053,688
Colorado,Huerfano,385.63235484769,Count,8055,693
Colorado,Jackson,66.1529853017736,Count,8057,701
Colorado,Jefferson,28579.5283821652,Count,8059,706
Colorado,Kiowa,314.000000674863,Count,8061,711
Colorado,Kit Carson,211.182525171421,Count,8063,716
Colorado,Lake,450.640916574485,Count,8065,721
Colorado,La Plata,1486.85702980879,Count,8067,727
Colorado,Larimer,13413.4227582757,Count,8069,734
Colorado,Las Animas,1258.90761658752,Count,8071,741
Colorado,Lincoln,295.628343820308,Count,8073,747
Colorado,Logan,1105.45340226168,Count,8075,749
Colorado,Mesa,11633.3763915906,Count,8077,751
Colorado,Mineral,13.9739166659132,Count,8079,757
Colorado,Moffat,914.127444766266,Count,8081,758
Colorado,Montezuma,1182.14201187366,Count,8083,766
Colorado,Montrose,2310.93360188334,Count,8085,769
Colorado,Morgan,1153.59050361268,Count,8087,775
Colorado,Otero,1335.34801515227,Count,8089,777
Colorado,Ouray,39.1225744631904,Count,8091,780
Colorado,Park,1591.9872030791,Count,8093,782
Colorado,Phillips,49.8040934133477,Count,8095,785
Colorado,Pitkin,286.600371776046,Count,8097,789
Colorado,Prowers,793.353568988451,Count,8099,792
Colorado,Pueblo,14784.2315908174,Count,8101,795
Colorado,Rio Blanco,119.154416124534,Count,8103,799
Colorado,Rio Grande,280.402362647086,Count,8105,802
Colorado,Routt,1007.26221849621,Count,8107,809
Colorado,Saguache,240.103130312887,Count,8109,811
Colorado,San Juan,127.418047013332,Count,8111,347
Colorado,San Miguel,133.959529025242,Count,8113,359
Colorado,Sedgwick,76.0026950140506,Count,8115,366
Colorado,Summit,904.173715667617,Count,8117,373
Colorado,Teller,759.544872287538,Count,8119,375
Colorado,Washington,634.915416281726,Count,8121,377
Colorado,Weld,10216.5343838394,Count,8123,382
Colorado,Yuma,602.738857336146,Count,8125,385
Connecticut,Fairfield,70260.4364990659,Count,9001,410
Connecticut,Hartford,57236.0543194679,Count,9003,432
Connecticut,Litchfield,8064.7623077584,Count,9005,443
Connecticut,Middlesex,11431.0745428091,Count,9007,450
Connecticut,New Haven,55041.9770728795,Count,9009,466
Connecticut,New London,20067.2802516001,Count,9011,517
Connecticut,Tolland,10670.5424611315,Count,9013,524
Connecticut,Windham,4287.72295083633,Count,9015,529
Delaware,Kent,6402.22160858841,Count,10001,532
Delaware,New Castle,28277.5612233128,Count,10003,536
Delaware,Sussex,5252.7677195193,Count,10005,609
District of Columbia,District of Columbia,3454.45297601835,Count,11001,630
Florida,Alachua,7129.54721718952,Count,12001,639
Florida,Baker,2080.43160431967,Count,12003,641
Florida,Bay,13035.6150137584,Count,12005,658
Florida,Bradford,316.258975881428,Count,12007,665
Florida,Brevard,44071.2271636009,Count,12009,686
Florida,Broward,38153.390617464,Count,12011,695
Florida,Calhoun,504.825861223055,Count,12013,699
Florida,Charlotte,9835.46740438575,Count,12015,743
Florida,Citrus,7232.50175654995,Count,12017,843
Florida,Clay,11957.3025959966,Count,12019,852
Florida,Collier,16490.3655525483,Count,12021,894
Florida,Columbia,2795.91356216601,Count,12023,903
Florida,DeSoto,797.597668275497,Count,12027,906
Florida,Dixie,205.841059718836,Count,12029,918
Florida,Duval,52309.7550719896,Count,12031,924
Florida,Escambia,23156.3847359686,Count,12033,931
Florida,Flagler,6912.41284347111,Count,12035,935
Florida,Franklin,47.0127393871653,Count,12037,937
Florida,Gadsden,1192.82372302363,Count,12039,938
Florida,Gilchrist,12.790300257504,Count,12041,939
Florida,Glades,1327.5668639813,Count,12043,940
Florida,Gulf,520.561594007851,Count,12045,941
Florida,Hamilton,725.993019014642,Count,12047,942
Florida,Hardee,2534.77866332998,Count,12049,943
Florida,Hendry,2577.71295006133,Count,12051,944
Florida,Hernando,12342.6235841753,Count,12053,945
Florida,Highlands,6091.43082832785,Count,12055,946
Florida,Hillsborough,73943.0116444091,Count,12057,947
Florida,Holmes,756.562583564236,Count,12059,948
Florida,Indian River,8389.99208159223,Count,12061,949
Florida,Jackson,548.230480259961,Count,12063,950
Florida,Jefferson,463.244767378106,Count,12065,951
Florida,Lafayette,119.917621665647,Count,12067,952
Florida,Lake,16673.8473130867,Count,12069,953
Florida,Lee,32313.6674501713,Count,12071,954
Florida,Leon,18239.8959912279,Count,12073,955
Florida,Levy,584.229984172919,Count,12075,956
Florida,Liberty,614.238133321399,Count,12077,957
Florida,Madison,940.273083577194,Count,12079,958
Florida,Manatee,11756.4244815571,Count,12081,959
Florida,Marion,18009.2181991208,Count,12083,960
Florida,Martin,7068.2094679204,Count,12085,961
Florida,Miami-Dade,32498.8624031659,Count,12086,962
Florida,Monroe,2979.49192509097,Count,12087,963
Florida,Nassau,3423.26250683514,Count,12089,964
Florida,Okaloosa,14701.1225982965,Count,12091,965
Florida,Okeechobee,4606.70603254912,Count,12093,966
Florida,Orange,52054.5484773595,Count,12095,967
Florida,Osceola,15624.6739627876,Count,12097,968
Florida,Palm Beach,48762.8062102014,Count,12099,969
Florida,Pasco,23233.1503267946,Count,12101,970
Florida,Pinellas,23605.6103112233,Count,12103,971
Florida,Polk,45929.7378131994,Count,12105,972
Florida,Putnam,4336.64905283166,Count,12107,973
Florida,St. Johns,10054.8420127634,Count,12109,974
Florida,St. Lucie,22249.9076723757,Count,12111,975
Florida,Santa Rosa,15589.1742830727,Count,12113,976
Florida,Sarasota,15026.0048612383,Count,12115,977
Florida,Seminole,28734.2185817021,Count,12117,978
Florida,Sumter,1119.9287510944,Count,12119,979
Florida,Suwannee,1559.40654853091,Count,12121,980
Florida,Taylor,1228.92823541398,Count,12123,981
Florida,Union,384.865055048438,Count,12125,982
Florida,Volusia,32026.7424265746,Count,12127,983
Florida,Wakulla,58.9619367026481,Count,12129,984
Florida,Walton,1390.08177451692,Count,12131,985
Florida,Washington,1740.1378922825,Count,12133,986
Georgia,Appling,842.443686982591,Count,13001,987
Georgia,Atkinson,553.633314076514,Count,13003,988
Georgia,Bacon,395.925229613777,Count,13005,989
Georgia,Baker,583.725218876183,Count,13007,990
Georgia,Baldwin,1715.01894904668,Count,13009,991
Georgia,Banks,187.671143790103,Count,13011,992
Georgia,Barrow,2509.56331633267,Count,13013,993
Georgia,Bartow,8750.7819269878,Count,13015,994
Georgia,Ben Hill,1088.59005720253,Count,13017,995
Georgia,Berrien,934.514200721075,Count,13019,996
Georgia,Bibb,10304.4014948656,Count,13021,997
Georgia,Bleckley,227.208838571918,Count,13023,998
Georgia,Brantley,202.444831107823,Count,13025,999
Georgia,Brooks,355.337822475575,Count,13027,565
Georgia,Bryan,2428.1154414965,Count,13029,573
Georgia,Bulloch,1027.57274677036,Count,13031,579
Georgia,Burke,471.332035214665,Count,13033,583
Georgia,Butts,343.485535760061,Count,13035,588
Georgia,Calhoun,197.910091395979,Count,13037,592
Georgia,Camden,6000.71262483351,Count,13039,603
Georgia,Candler,116.132622877474,Count,13043,616
Georgia,Carroll,6075.02947294183,Count,13045,620
Georgia,Catoosa,5426.77982755486,Count,13047,626
Georgia,Charlton,560.686339888213,Count,13049,635
Georgia,Chatham,13106.6050152873,Count,13051,646
Georgia,Chattahoochee,2980.47933837702,Count,13053,656
Georgia,Chattooga,294.455759074061,Count,13055,659
Georgia,Cherokee,17331.9880933369,Count,13057,662
Georgia,Clarke,8149.19928009531,Count,13059,666
Georgia,Clay,557.127049525062,Count,13061,670
Georgia,Clayton,28481.2430515562,Count,13063,673
Georgia,Clinch,152.808365155282,Count,13065,676
Georgia,Cobb,71804.226056283,Count,13067,680
Georgia,Coffee,1830.51336475059,Count,13069,684
Georgia,Colquitt,2017.08808477347,Count,13071,689
Georgia,Columbia,6240.31486651713,Count,13073,692
Georgia,Cook,669.464923370451,Count,13075,697
Georgia,Coweta,9008.70619254214,Count,13077,700
Georgia,Crawford,15.4702063687682,Count,13079,704
Georgia,Crisp,570.917887805321,Count,13081,707
Georgia,Dade,202.946392891579,Count,13083,708
Georgia,Dawson,22.9180345398418,Count,13085,713
Georgia,Decatur,948.126292972008,Count,13087,714
Georgia,DeKalb,43384.1638736398,Count,13089,718
Georgia,Dodge,162.3394265764,Count,13091,720
Georgia,Dooly,37.0652503253982,Count,13093,724
Georgia,Dougherty,9868.59788365833,Count,13095,728
Georgia,Douglas,12044.6422940911,Count,13097,731
Georgia,Early,292.519582724688,Count,13099,735
Georgia,Echols,52.0372160777409,Count,13101,737
Georgia,Effingham,1874.83035805739,Count,13103,742
Georgia,Elbert,1144.56610520551,Count,13105,746
Georgia,Emanuel,1449.55570154424,Count,13107,750
Georgia,Evans,243.85529332771,Count,13109,754
Georgia,Fannin,45.4524193313915,Count,13111,755
Georgia,Fayette,9328.62083974307,Count,13113,760
Georgia,Floyd,4515.49160513742,Count,13115,764
Georgia,Forsyth,14425.9628644634,Count,13117,768
Georgia,Franklin,49.2405785024166,Count,13119,772
Georgia,Fulton,58074.2447393629,Count,13121,779
Georgia,Gilmer,391.014968166546,Count,13123,781
Georgia,Glascock,550.178500132435,Count,13125,783
Georgia,Glynn,4619.96880992878,Count,13127,793
Georgia,Gordon,2341.5067174541,Count,13129,796
Georgia,Grady,656.570455942349,Count,13131,797
Georgia,Greene,127.452929710806,Count,13133,800
Georgia,Gwinnett,68657.4444904144,Count,13135,804
Georgia,Habersham,1799.46336436983,Count,13137,806
Georgia,Hall,13134.8546627194,Count,13139,808
Georgia,Hancock,264.526277814127,Count,13141,810
Georgia,Haralson,419.044637859634,Count,13143,813
Georgia,Harris,58.4576296621017,Count,13145,814
Georgia,Hart,737.478453885599,Count,13147,816
Georgia,Heard,199.667110982533,Count,13149,817
Georgia,Henry,19140.2837441632,Count,13151,820
Georgia,Houston,14027.9430601018,Count,13153,823
Georgia,Irwin,132.685686794285,Count,13155,825
Georgia,Jackson,686.077711848018,Count,13157,828
Georgia,Jasper,780.953360863204,Count,13159,830
Georgia,Jeff Davis,503.893533817458,Count,13161,832
Georgia,Jefferson,163.232703106627,Count,13163,834
Georgia,Jenkins,75.1125730029753,Count,13165,835
Georgia,Johnson,221.392346717032,Count,13167,837
Georgia,Jones,535.019557474438,Count,13169,839
Georgia,Lamar,285.046776361418,Count,13171,841
Georgia,Lanier,112.956916340741,Count,13173,845
Georgia,Laurens,1304.58041610592,Count,13175,847
Georgia,Lee,1231.52578123687,Count,13177,849
Georgia,Liberty,8537.95809597725,Count,13179,855
Georgia,Lincoln,46.9294673025489,Count,13181,857
Georgia,Long,436.010076458652,Count,13183,860
Georgia,Lowndes,7089.75275830025,Count,13185,863
Georgia,Lumpkin,75.2358487891834,Count,13187,865
Georgia,McDuffie,568.491923796505,Count,13189,868
Georgia,McIntosh,232.200350934281,Count,13191,871
Georgia,Macon,277.23003185766,Count,13193,874
Georgia,Madison,181.795368126622,Count,13195,875
Georgia,Marion,1.13742980593815,Count,13197,877
Georgia,Meriwether,241.130832362578,Count,13199,879
Georgia,Miller,37.0009266452823,Count,13201,881
Georgia,Mitchell,376.97585161121,Count,13205,883
Georgia,Monroe,432.58495138655,Count,13207,885
Georgia,Montgomery,271.334180051221,Count,13209,887
Georgia,Morgan,752.166251427053,Count,13211,890
Georgia,Murray,1455.29827052374,Count,13213,892
Georgia,Muscogee,14593.3478357636,Count,13215,896
Georgia,Newton,7462.24149861892,Count,13217,899
Georgia,Oconee,2733.5410411738,Count,13219,901
Georgia,Oglethorpe,119.803017645951,Count,13221,905
Georgia,Paulding,10637.0591601302,Count,13223,908
Georgia,Peach,1332.45848176577,Count,13225,910
Georgia,Pickens,438.194501602586,Count,13227,912
Georgia,Pierce,552.376623870993,Count,13229,915
Georgia,Pike,1.43694275108282,Count,13231,7
Georgia,Polk,1305.39039411414,Count,13233,8
Georgia,Pulaski,291.642488306415,Count,13235,11
Georgia,Putnam,131.422323720839,Count,13237,13
Georgia,Quitman,189.838756743819,Count,13239,16
Georgia,Rabun,16.2023929384184,Count,13241,18
Georgia,Randolph,362.603384531716,Count,13243,23
Georgia,Richmond,20129.2200732078,Count,13245,24
Georgia,Rockdale,9623.42294800869,Count,13247,28
Georgia,Schley,5.98176879622042,Count,13249,31
Georgia,Screven,820.229056941043,Count,13251,34
Georgia,Seminole,102.379972169874,Count,13253,38
Georgia,Spalding,2673.26680303717,Count,13255,41
Georgia,Stephens,789.796730433132,Count,13257,45
Georgia,Stewart,110.172028967182,Count,13259,48
Georgia,Sumter,1667.93858527517,Count,13261,52
Georgia,Talbot,329.537693497702,Count,13263,57
Georgia,Taliaferro,204.975989282319,Count,13265,60
Georgia,Tattnall,228.630808779529,Count,13267,63
Georgia,Taylor,31.521282593475,Count,13269,69
Georgia,Telfair,88.99077426245,Count,13271,75
Georgia,Terrell,174.044473266402,Count,13273,78
Georgia,Thomas,3181.6279357057,Count,13275,83
Georgia,Tift,884.122671360965,Count,13277,87
Georgia,Toombs,1388.72571855198,Count,13279,91
Georgia,Towns,0.0,Count,13281,95
Georgia,Treutlen,73.2852938512517,Count,13283,102
Georgia,Troup,3015.810968303,Count,13285,105
Georgia,Turner,128.737644569303,Count,13287,108
Georgia,Twiggs,4.82642388297245,Count,13289,116
Georgia,Union,43.7489857432083,Count,13291,120
Georgia,Upson,1640.91588844025,Count,13293,123
Georgia,Walker,4228.9917569419,Count,13295,126
Georgia,Walton,4011.4404919106,Count,13297,127
Georgia,Ware,2968.56858888753,Count,13299,132
Georgia,Warren,24.7486841347072,Count,13301,135
Georgia,Washington,875.237125096166,Count,13303,143
Georgia,Wayne,2257.55006656928,Count,13305,147
Georgia,Webster,14.4035329174367,Count,13307,149
Georgia,Wheeler,83.0573455913836,Count,13309,154
Georgia,White,nan,Count,13311,157
Georgia,Whitfield,7016.87595756593,Count,13313,159
Georgia,Wilcox,17.2691283620516,Count,13315,163
Georgia,Wilkes,432.326756732975,Count,13317,167
Georgia,Wilkinson,406.269623309749,Count,13319,169
Georgia,Worth,434.716685871374,Count,13321,173
