State,County,Farmers' markets that report selling other food products (%) 2018 (PCT_FMRKT_OTHERFOOD18),Units,FIPS,FID
California,Nevada,77.77777862548828,Percent,6057.0,243
California,Orange,69.56521606445312,Percent,6059.0,257
California,Placer,21.052631378173828,Percent,6061.0,266
California,Plumas,0.0,Percent,6063.0,275
California,Riverside,59.09090805053711,Percent,6065.0,281
California,Sacramento,48.14814758300781,Percent,6067.0,289
California,San Benito,100.0,Percent,6069.0,295
California,San Bernardino,50.0,Percent,6071.0,302
California,San Diego,71.73912811279297,Percent,6073.0,315
California,San Francisco,71.42857360839844,Percent,6075.0,331
California,San Joaquin,40.0,Percent,6077.0,339
California,San Luis Obispo,19.047618865966797,Percent,6079.0,351
California,San Mateo,56.5217399597168,Percent,6081.0,368
California,Santa Barbara,30.769229888916016,Percent,6083.0,391
California,Santa Clara,69.23076629638672,Percent,6085.0,406
California,Santa Cruz,70.0,Percent,6087.0,415
California,Shasta,50.0,Percent,6089.0,431
California,Sierra,0.0,Percent,6091.0,439
California,Siskiyou,42.85714340209961,Percent,6093.0,446
California,Solano,80.0,Percent,6095.0,453
California,Sonoma,64.0,Percent,6097.0,463
California,Stanislaus,25.0,Percent,6099.0,473
California,Sutter,100.0,Percent,6101.0,483
California,Tehama,25.0,Percent,6103.0,492
California,Trinity,0.0,Percent,6105.0,500
California,Tulare,36.3636360168457,Percent,6107.0,501
California,Tuolumne,50.0,Percent,6109.0,513
California,Ventura,90.0,Percent,6111.0,521
California,Yolo,100.0,Percent,6113.0,525
California,Yuba,33.33333206176758,Percent,6115.0,541
Colorado,Adams,50.0,Percent,8001.0,545
Colorado,Alamosa,100.0,Percent,8003.0,549
Colorado,Arapahoe,80.0,Percent,8005.0,558
Colorado,Archuleta,0.0,Percent,8007.0,560
Colorado,Baca,0.0,Percent,8009.0,563
Colorado,Bent,50.0,Percent,8011.0,564
Colorado,Boulder,83.33333587646484,Percent,8013.0,570
Colorado,Broomfield,100.0,Percent,8014.0,577
Colorado,Chaffee,66.66666412353516,Percent,8015.0,582
Colorado,Cheyenne,0.0,Percent,8017.0,587
Colorado,Clear Creek,0.0,Percent,8019.0,591
Colorado,Conejos,0.0,Percent,8021.0,596
Colorado,Costilla,0.0,Percent,8023.0,599
Colorado,Crowley,0.0,Percent,8025.0,605
Colorado,Custer,100.0,Percent,8027.0,610
Colorado,Delta,0.0,Percent,8029.0,617
Colorado,Denver,50.0,Percent,8031.0,628
Colorado,Dolores,0.0,Percent,8033.0,636
Colorado,Douglas,40.0,Percent,8035.0,644
Colorado,Eagle,60.0,Percent,8037.0,648
Colorado,Elbert,100.0,Percent,8039.0,655
Colorado,El Paso,55.55555725097656,Percent,8041.0,661
Colorado,Fremont,66.66666412353516,Percent,8043.0,664
Colorado,Garfield,80.0,Percent,8045.0,667
Colorado,Gilpin,0.0,Percent,8047.0,672
Colorado,Grand,33.33333206176758,Percent,8049.0,677
Colorado,Gunnison,100.0,Percent,8051.0,682
Colorado,Hinsdale,0.0,Percent,8053.0,688
Colorado,Huerfano,66.66666412353516,Percent,8055.0,693
Colorado,Jackson,0.0,Percent,8057.0,701
Colorado,Jefferson,75.0,Percent,8059.0,706
Colorado,Kiowa,0.0,Percent,8061.0,711
Colorado,Kit Carson,0.0,Percent,8063.0,716
Colorado,Lake,0.0,Percent,8065.0,721
Colorado,La Plata,100.0,Percent,8067.0,727
Colorado,Larimer,69.23076629638672,Percent,8069.0,734
Colorado,Las Animas,100.0,Percent,8071.0,741
Colorado,Lincoln,0.0,Percent,8073.0,747
Colorado,Logan,0.0,Percent,8075.0,749
Colorado,Mesa,50.0,Percent,8077.0,751
Colorado,Mineral,100.0,Percent,8079.0,757
Colorado,Moffat,0.0,Percent,8081.0,758
Colorado,Montezuma,25.0,Percent,8083.0,766
Colorado,Montrose,100.0,Percent,8085.0,769
Colorado,Morgan,100.0,Percent,8087.0,775
Colorado,Otero,0.0,Percent,8089.0,777
Colorado,Ouray,0.0,Percent,8091.0,780
Colorado,Park,100.0,Percent,8093.0,782
Colorado,Phillips,0.0,Percent,8095.0,785
Colorado,Pitkin,0.0,Percent,8097.0,789
Colorado,Prowers,0.0,Percent,8099.0,792
Colorado,Pueblo,0.0,Percent,8101.0,795
Colorado,Rio Blanco,100.0,Percent,8103.0,799
Colorado,Rio Grande,100.0,Percent,8105.0,802
Colorado,Routt,0.0,Percent,8107.0,809
Colorado,Saguache,0.0,Percent,8109.0,811
Colorado,San Juan,0.0,Percent,8111.0,347
Colorado,San Miguel,100.0,Percent,8113.0,359
Colorado,Sedgwick,0.0,Percent,8115.0,366
Colorado,Summit,100.0,Percent,8117.0,373
Colorado,Teller,100.0,Percent,8119.0,375
Colorado,Washington,0.0,Percent,8121.0,377
Colorado,Weld,80.0,Percent,8123.0,382
Colorado,Yuma,0.0,Percent,8125.0,385
Connecticut,Fairfield,23.33333396911621,Percent,9001.0,410
Connecticut,Hartford,28.571428298950195,Percent,9003.0,432
Connecticut,Litchfield,31.25,Percent,9005.0,443
Connecticut,Middlesex,50.0,Percent,9007.0,450
Connecticut,New Haven,28.571428298950195,Percent,9009.0,466
Connecticut,New London,68.42105102539062,Percent,9011.0,517
Connecticut,Tolland,70.0,Percent,9013.0,524
Connecticut,Windham,0.0,Percent,9015.0,529
Delaware,Kent,75.0,Percent,10001.0,532
Delaware,New Castle,56.25,Percent,10003.0,536
Delaware,Sussex,76.47058868408203,Percent,10005.0,609
District of Columbia,District of Columbia,75.86206817626953,Percent,11001.0,630
Florida,Alachua,75.0,Percent,12001.0,639
Florida,Baker,0.0,Percent,12003.0,641
Florida,Bay,80.0,Percent,12005.0,658
Florida,Bradford,50.0,Percent,12007.0,665
Florida,Brevard,66.66666412353516,Percent,12009.0,686
Florida,Broward,63.6363639831543,Percent,12011.0,695
Florida,Calhoun,0.0,Percent,12013.0,699
Florida,Charlotte,100.0,Percent,12015.0,743
Florida,Citrus,0.0,Percent,12017.0,843
Florida,Clay,100.0,Percent,12019.0,852
Florida,Collier,66.66666412353516,Percent,12021.0,894
Florida,Columbia,100.0,Percent,12023.0,903
Florida,DeSoto,0.0,Percent,12027.0,906
Florida,Dixie,0.0,Percent,12029.0,918
Florida,Duval,40.0,Percent,12031.0,924
Florida,Escambia,60.0,Percent,12033.0,931
Florida,Flagler,100.0,Percent,12035.0,935
Florida,Franklin,0.0,Percent,12037.0,937
Florida,Gadsden,0.0,Percent,12039.0,938
Florida,Gilchrist,0.0,Percent,12041.0,939
Florida,Glades,0.0,Percent,12043.0,940
Florida,Gulf,0.0,Percent,12045.0,941
Florida,Hamilton,0.0,Percent,12047.0,942
Florida,Hardee,0.0,Percent,12049.0,943
Florida,Hendry,0.0,Percent,12051.0,944
Florida,Hernando,50.0,Percent,12053.0,945
Florida,Highlands,100.0,Percent,12055.0,946
Florida,Hillsborough,60.0,Percent,12057.0,947
Florida,Holmes,0.0,Percent,12059.0,948
Florida,Indian River,0.0,Percent,12061.0,949
Florida,Jackson,100.0,Percent,12063.0,950
Florida,Jefferson,100.0,Percent,12065.0,951
Florida,Lafayette,0.0,Percent,12067.0,952
Florida,Lake,100.0,Percent,12069.0,953
Florida,Lee,100.0,Percent,12071.0,954
Florida,Leon,54.54545593261719,Percent,12073.0,955
Florida,Levy,100.0,Percent,12075.0,956
Florida,Liberty,0.0,Percent,12077.0,957
Florida,Madison,0.0,Percent,12079.0,958
Florida,Manatee,33.33333206176758,Percent,12081.0,959
Florida,Marion,50.0,Percent,12083.0,960
Florida,Martin,100.0,Percent,12085.0,961
Florida,Miami-Dade,51.42856979370117,Percent,12086.0,962
Florida,Monroe,100.0,Percent,12087.0,963
Florida,Nassau,100.0,Percent,12089.0,964
Florida,Okaloosa,25.0,Percent,12091.0,965
Florida,Okeechobee,0.0,Percent,12093.0,966
Florida,Orange,70.0,Percent,12095.0,967
Florida,Osceola,0.0,Percent,12097.0,968
Florida,Palm Beach,66.66666412353516,Percent,12099.0,969
Florida,Pasco,50.0,Percent,12101.0,970
Florida,Pinellas,46.153846740722656,Percent,12103.0,971
Florida,Polk,60.0,Percent,12105.0,972
Florida,Putnam,50.0,Percent,12107.0,973
Florida,St. Johns,75.0,Percent,12109.0,974
Florida,St. Lucie,100.0,Percent,12111.0,975
Florida,Santa Rosa,50.0,Percent,12113.0,976
Florida,Sarasota,83.33333587646484,Percent,12115.0,977
Florida,Seminole,66.66666412353516,Percent,12117.0,978
Florida,Sumter,50.0,Percent,12119.0,979
Florida,Suwannee,33.33333206176758,Percent,12121.0,980
Florida,Taylor,0.0,Percent,12123.0,981
Florida,Union,100.0,Percent,12125.0,982
Florida,Volusia,100.0,Percent,12127.0,983
Florida,Wakulla,0.0,Percent,12129.0,984
Florida,Walton,85.71428680419922,Percent,12131.0,985
Florida,Washington,0.0,Percent,12133.0,986
Georgia,Appling,0.0,Percent,13001.0,987
Georgia,Atkinson,0.0,Percent,13003.0,988
Georgia,Bacon,0.0,Percent,13005.0,989
Georgia,Baker,0.0,Percent,13007.0,990
Georgia,Baldwin,50.0,Percent,13009.0,991
Georgia,Banks,0.0,Percent,13011.0,992
Georgia,Barrow,50.0,Percent,13013.0,993
Georgia,Bartow,100.0,Percent,13015.0,994
Georgia,Ben Hill,100.0,Percent,13017.0,995
Georgia,Berrien,100.0,Percent,13019.0,996
Georgia,Bibb,66.66666412353516,Percent,13021.0,997
Georgia,Bleckley,0.0,Percent,13023.0,998
Georgia,Brantley,0.0,Percent,13025.0,999
Georgia,Brooks,0.0,Percent,13027.0,565
Georgia,Bryan,0.0,Percent,13029.0,573
Georgia,Bulloch,100.0,Percent,13031.0,579
Georgia,Burke,0.0,Percent,13033.0,583
Georgia,Butts,0.0,Percent,13035.0,588
Georgia,Calhoun,0.0,Percent,13037.0,592
Georgia,Camden,0.0,Percent,13039.0,603
Georgia,Candler,0.0,Percent,13043.0,616
Georgia,Carroll,100.0,Percent,13045.0,620
Georgia,Catoosa,0.0,Percent,13047.0,626
Georgia,Charlton,0.0,Percent,13049.0,635
Georgia,Chatham,75.0,Percent,13051.0,646
Georgia,Chattahoochee,0.0,Percent,13053.0,656
Georgia,Chattooga,0.0,Percent,13055.0,659
Georgia,Cherokee,50.0,Percent,13057.0,662
Georgia,Clarke,100.0,Percent,13059.0,666
Georgia,Clay,100.0,Percent,13061.0,670
Georgia,Clayton,50.0,Percent,13063.0,673
Georgia,Clinch,0.0,Percent,13065.0,676
Georgia,Cobb,83.33333587646484,Percent,13067.0,680
Georgia,Coffee,0.0,Percent,13069.0,684
Georgia,Colquitt,0.0,Percent,13071.0,689
Georgia,Columbia,100.0,Percent,13073.0,692
Georgia,Cook,0.0,Percent,13075.0,697
Georgia,Coweta,0.0,Percent,13077.0,700
Georgia,Crawford,0.0,Percent,13079.0,704
Georgia,Crisp,0.0,Percent,13081.0,707
Georgia,Dade,100.0,Percent,13083.0,708
Georgia,Dawson,50.0,Percent,13085.0,713
Georgia,Decatur,100.0,Percent,13087.0,714
Georgia,DeKalb,92.30769348144531,Percent,13089.0,718
Georgia,Dodge,100.0,Percent,13091.0,720
Georgia,Dooly,0.0,Percent,13093.0,724
Georgia,Dougherty,0.0,Percent,13095.0,728
Georgia,Douglas,100.0,Percent,13097.0,731
Georgia,Early,0.0,Percent,13099.0,735
Georgia,Echols,0.0,Percent,13101.0,737
Georgia,Effingham,0.0,Percent,13103.0,742
Georgia,Elbert,0.0,Percent,13105.0,746
Georgia,Emanuel,0.0,Percent,13107.0,750
Georgia,Evans,0.0,Percent,13109.0,754
Georgia,Fannin,0.0,Percent,13111.0,755
Georgia,Fayette,100.0,Percent,13113.0,760
Georgia,Floyd,100.0,Percent,13115.0,764
Georgia,Forsyth,100.0,Percent,13117.0,768
Georgia,Franklin,100.0,Percent,13119.0,772
Georgia,Fulton,75.0,Percent,13121.0,779
Georgia,Gilmer,100.0,Percent,13123.0,781
Georgia,Glascock,0.0,Percent,13125.0,783
Georgia,Glynn,0.0,Percent,13127.0,793
Georgia,Gordon,100.0,Percent,13129.0,796
Georgia,Grady,0.0,Percent,13131.0,797
Georgia,Greene,0.0,Percent,13133.0,800
Georgia,Gwinnett,87.5,Percent,13135.0,804
Georgia,Habersham,100.0,Percent,13137.0,806
Georgia,Hall,50.0,Percent,13139.0,808
Georgia,Hancock,0.0,Percent,13141.0,810
Georgia,Haralson,100.0,Percent,13143.0,813
Georgia,Harris,50.0,Percent,13145.0,814
Georgia,Hart,100.0,Percent,13147.0,816
Georgia,Heard,0.0,Percent,13149.0,817
Georgia,Henry,0.0,Percent,13151.0,820
Georgia,Houston,100.0,Percent,13153.0,823
Georgia,Irwin,0.0,Percent,13155.0,825
Georgia,Jackson,50.0,Percent,13157.0,828
Georgia,Jasper,0.0,Percent,13159.0,830
Georgia,Jeff Davis,0.0,Percent,13161.0,832
Georgia,Jefferson,0.0,Percent,13163.0,834
Georgia,Jenkins,100.0,Percent,13165.0,835
Georgia,Johnson,0.0,Percent,13167.0,837
Georgia,Jones,0.0,Percent,13169.0,839
Georgia,Lamar,0.0,Percent,13171.0,841
Georgia,Lanier,0.0,Percent,13173.0,845
Georgia,Laurens,0.0,Percent,13175.0,847
Georgia,Lee,0.0,Percent,13177.0,849
Georgia,Liberty,0.0,Percent,13179.0,855
Georgia,Lincoln,0.0,Percent,13181.0,857
Georgia,Long,0.0,Percent,13183.0,860
Georgia,Lowndes,100.0,Percent,13185.0,863
Georgia,Lumpkin,100.0,Percent,13187.0,865
Georgia,McDuffie,0.0,Percent,13189.0,868
Georgia,McIntosh,0.0,Percent,13191.0,871
Georgia,Macon,0.0,Percent,13193.0,874
Georgia,Madison,0.0,Percent,13195.0,875
Georgia,Marion,0.0,Percent,13197.0,877
Georgia,Meriwether,0.0,Percent,13199.0,879
Georgia,Miller,0.0,Percent,13201.0,881
Georgia,Mitchell,0.0,Percent,13205.0,883
Georgia,Monroe,100.0,Percent,13207.0,885
Georgia,Montgomery,0.0,Percent,13209.0,887
Georgia,Morgan,0.0,Percent,13211.0,890
Georgia,Murray,0.0,Percent,13213.0,892
Georgia,Muscogee,50.0,Percent,13215.0,896
Georgia,Newton,0.0,Percent,13217.0,899
Georgia,Oconee,100.0,Percent,13219.0,901
Georgia,Oglethorpe,100.0,Percent,13221.0,905
Georgia,Paulding,100.0,Percent,13223.0,908
Georgia,Peach,0.0,Percent,13225.0,910
Georgia,Pickens,100.0,Percent,13227.0,912
Georgia,Pierce,0.0,Percent,13229.0,915
Georgia,Pike,100.0,Percent,13231.0,7
Georgia,Polk,100.0,Percent,13233.0,8
Georgia,Pulaski,50.0,Percent,13235.0,11
Georgia,Putnam,100.0,Percent,13237.0,13
Georgia,Quitman,0.0,Percent,13239.0,16
Georgia,Rabun,100.0,Percent,13241.0,18
Georgia,Randolph,0.0,Percent,13243.0,23
Georgia,Richmond,66.66666412353516,Percent,13245.0,24
Georgia,Rockdale,0.0,Percent,13247.0,28
Georgia,Schley,0.0,Percent,13249.0,31
Georgia,Screven,0.0,Percent,13251.0,34
Georgia,Seminole,0.0,Percent,13253.0,38
Georgia,Spalding,100.0,Percent,13255.0,41
Georgia,Stephens,0.0,Percent,13257.0,45
Georgia,Stewart,0.0,Percent,13259.0,48
Georgia,Sumter,100.0,Percent,13261.0,52
Georgia,Talbot,0.0,Percent,13263.0,57
Georgia,Taliaferro,0.0,Percent,13265.0,60
Georgia,Tattnall,0.0,Percent,13267.0,63
Georgia,Taylor,0.0,Percent,13269.0,69
Georgia,Telfair,100.0,Percent,13271.0,75
Georgia,Terrell,0.0,Percent,13273.0,78
Georgia,Thomas,100.0,Percent,13275.0,83
Georgia,Tift,100.0,Percent,13277.0,87
Georgia,Toombs,0.0,Percent,13279.0,91
Georgia,Towns,100.0,Percent,13281.0,95
Georgia,Treutlen,0.0,Percent,13283.0,102
Georgia,Troup,0.0,Percent,13285.0,105
Georgia,Turner,0.0,Percent,13287.0,108
Georgia,Twiggs,0.0,Percent,13289.0,116
Georgia,Union,100.0,Percent,13291.0,120
Georgia,Upson,50.0,Percent,13293.0,123
Georgia,Walker,100.0,Percent,13295.0,126
Georgia,Walton,100.0,Percent,13297.0,127
Georgia,Ware,100.0,Percent,13299.0,132
Georgia,Warren,0.0,Percent,13301.0,135
Georgia,Washington,0.0,Percent,13303.0,143
Georgia,Wayne,100.0,Percent,13305.0,147
Georgia,Webster,0.0,Percent,13307.0,149
Georgia,Wheeler,0.0,Percent,13309.0,154
Georgia,White,100.0,Percent,13311.0,157
Georgia,Whitfield,100.0,Percent,13313.0,159
Georgia,Wilcox,0.0,Percent,13315.0,163
Georgia,Wilkes,0.0,Percent,13317.0,167
Georgia,Wilkinson,0.0,Percent,13319.0,169
