State,County,WIC redemptions per WIC-authorized stores 2016 (REDEMP_WICS16),Units,FIPS,FID
Alabama,Lawrence,123161.2890625,Dollars/store,1079,181
Alabama,Lee,121025.671875,Dollars/store,1081,187
Alabama,Limestone,144126.015625,Dollars/store,1083,197
Alabama,Lowndes,81811.7578125,Dollars/store,1085,205
Alabama,Macon,78506.9921875,Dollars/store,1087,210
Alabama,Madison,103763.4375,Dollars/store,1089,217
Alabama,Marengo,110890.7421875,Dollars/store,1091,220
Alabama,Marion,91081.640625,Dollars/store,1093,224
Alabama,Marshall,184169.875,Dollars/store,1095,231
Alabama,Mobile,166927.203125,Dollars/store,1097,240
Alabama,Monroe,91948.046875,Dollars/store,1099,250
Alabama,Montgomery,215901.65625,Dollars/store,1101,256
Alabama,Morgan,144490.46875,Dollars/store,1103,262
Alabama,Perry,99372.8828125,Dollars/store,1105,264
Alabama,Pickens,105781.1484375,Dollars/store,1107,273
Alabama,Pike,129082.890625,Dollars/store,1109,279
Alabama,Randolph,109048.703125,Dollars/store,1111,284
Alabama,Russell,156708.296875,Dollars/store,1113,288
Alabama,St. Clair,119841.6875,Dollars/store,1115,292
Alabama,Shelby,86235.2890625,Dollars/store,1117,298
Alabama,Sumter,92640.3125,Dollars/store,1119,303
Alabama,Talladega,140071.75,Dollars/store,1121,306
Alabama,Tallapoosa,118725.6875,Dollars/store,1123,308
Alabama,Tuscaloosa,169247.65625,Dollars/store,1125,313
Alabama,Walker,140720.078125,Dollars/store,1127,317
Alabama,Washington,57604.73828125,Dollars/store,1129,319
Alabama,Wilcox,53028.8125,Dollars/store,1131,326
Alabama,Winston,98182.6875,Dollars/store,1133,332
Alaska,Aleutians East,12905.23046875,Dollars/store,2013,346
Alaska,Aleutians West,9551.6962890625,Dollars/store,2016,381
Alaska,Anchorage,158702.921875,Dollars/store,2020,400
Alaska,Bethel,62064.15625,Dollars/store,2050,411
Alaska,Bristol Bay,9954.48046875,Dollars/store,2060,423
Alaska,Denali,0,Dollars/store,2068,426
Alaska,Dillingham,83100.4765625,Dollars/store,2070,445
Alaska,Fairbanks North Star,215064.8125,Dollars/store,2090,454
Alaska,Haines,6539.51513671875,Dollars/store,2100,462
Alaska,Hoonah-Angoon,12352.6953125,Dollars/store,2105,476
Alaska,Juneau,48315.5234375,Dollars/store,2110,482
Alaska,Kenai Peninsula,63800.80078125,Dollars/store,2122,494
Alaska,Ketchikan Gateway,58915.7890625,Dollars/store,2130,514
Alaska,Kodiak Island,115462.7421875,Dollars/store,2150,533
Alaska,Lake and Peninsula,21639.220703125,Dollars/store,2164,544
Alaska,Matanuska-Susitna,192987.9375,Dollars/store,2170,556
Alaska,Nome,45261.578125,Dollars/store,2180,571
Alaska,North Slope,73734.453125,Dollars/store,2185,614
Alaska,Northwest Arctic,76195.171875,Dollars/store,2188,638
Alaska,Petersburg,23000.42578125,Dollars/store,2195,645
Alaska,Prince of Wales-Hyder,33520.34765625,Dollars/store,2198,669
Alaska,Sitka,32057.09375,Dollars/store,2220,679
Alaska,Skagway,0,Dollars/store,2230,683
Alaska,Southeast Fairbanks,39984.8984375,Dollars/store,2240,690
Alaska,Valdez-Cordova,21036.02734375,Dollars/store,2261,710
Alaska,Wade Hampton,67774.8984375,Dollars/store,2270,725
Alaska,Wrangell,18351.474609375,Dollars/store,2275,733
Alaska,Yakutat,6489.169921875,Dollars/store,2282,744
Alaska,Yukon-Koyukuk,16914.34375,Dollars/store,2290,753
Arizona,Apache,74508.1875,Dollars/store,4001,761
Arizona,Cochise,159875.765625,Dollars/store,4003,763
Arizona,Coconino,60332.8671875,Dollars/store,4005,771
Arizona,Gila,71534.140625,Dollars/store,4007,787
Arizona,Graham,75399.75,Dollars/store,4009,0
Arizona,Greenlee,118121.7421875,Dollars/store,4011,1
Arizona,La Paz,12420.224609375,Dollars/store,4012,3
Arizona,Maricopa,162719.828125,Dollars/store,4013,9
Arizona,Mohave,118076.390625,Dollars/store,4015,15
Arizona,Navajo,83482.0,Dollars/store,4017,17
Arizona,Pima,124668.4921875,Dollars/store,4019,21
Arizona,Pinal,167252.921875,Dollars/store,4021,26
Arizona,Santa Cruz,444952.25,Dollars/store,4023,32
Arizona,Yavapai,115459.7578125,Dollars/store,4025,35
Arizona,Yuma,239264.078125,Dollars/store,4027,42
Arkansas,Arkansas,125052.265625,Dollars/store,5001,46
Arkansas,Ashley,102535.1328125,Dollars/store,5003,50
Arkansas,Baxter,100542.2421875,Dollars/store,5005,54
Arkansas,Benton,101268.7265625,Dollars/store,5007,59
Arkansas,Boone,148343.046875,Dollars/store,5009,62
Arkansas,Bradley,253814.4375,Dollars/store,5011,68
Arkansas,Calhoun,0,Dollars/store,5013,72
Arkansas,Carroll,95048.109375,Dollars/store,5015,74
Arkansas,Chicot,132926.015625,Dollars/store,5017,77
Arkansas,Clark,203493.953125,Dollars/store,5019,86
Arkansas,Clay,98437.5625,Dollars/store,5021,93
Arkansas,Cleburne,87621.390625,Dollars/store,5023,97
Arkansas,Cleveland,71225.5078125,Dollars/store,5025,103
Arkansas,Columbia,88648.9921875,Dollars/store,5027,107
Arkansas,Conway,134355.828125,Dollars/store,5029,109
Arkansas,Craighead,138717.296875,Dollars/store,5031,114
Arkansas,Crawford,126006.7734375,Dollars/store,5033,115
Arkansas,Crittenden,137103.53125,Dollars/store,5035,119
Arkansas,Cross,105670.8984375,Dollars/store,5037,124
Arkansas,Dallas,208897.671875,Dollars/store,5039,128
Arkansas,Desha,167192.84375,Dollars/store,5041,130
Arkansas,Drew,219426.484375,Dollars/store,5043,136
Arkansas,Faulkner,126014.8984375,Dollars/store,5045,141
Arkansas,Franklin,69117.9921875,Dollars/store,5047,144
Arkansas,Fulton,106272.1875,Dollars/store,5049,146
Arkansas,Garland,118664.421875,Dollars/store,5051,151
Arkansas,Grant,119694.5859375,Dollars/store,5053,155
Arkansas,Greene,186386.609375,Dollars/store,5055,162
Arkansas,Hempstead,183917.25,Dollars/store,5057,172
Arkansas,Hot Spring,111755.6953125,Dollars/store,5059,184
Arkansas,Howard,222570.03125,Dollars/store,5061,191
Arkansas,Independence,159032.234375,Dollars/store,5063,200
Arkansas,Izard,42703.08984375,Dollars/store,5065,203
Arkansas,Jackson,114931.7734375,Dollars/store,5067,209
Arkansas,Jefferson,174276.890625,Dollars/store,5069,213
Arkansas,Johnson,260754.203125,Dollars/store,5071,218
Arkansas,Lafayette,94426.5,Dollars/store,5073,222
Arkansas,Lawrence,59371.23046875,Dollars/store,5075,230
Arkansas,Lee,200896.171875,Dollars/store,5077,237
Arkansas,Lincoln,155299.03125,Dollars/store,5079,244
Arkansas,Little River,74842.7734375,Dollars/store,5081,251
Arkansas,Logan,129126.625,Dollars/store,5083,258
Arkansas,Lonoke,119768.4921875,Dollars/store,5085,268
Arkansas,Madison,117616.703125,Dollars/store,5087,277
Arkansas,Marion,69273.171875,Dollars/store,5089,282
Arkansas,Miller,164124.5,Dollars/store,5091,287
Arkansas,Mississippi,142722.578125,Dollars/store,5093,294
Arkansas,Monroe,109711.8359375,Dollars/store,5095,300
Arkansas,Montgomery,72437.4296875,Dollars/store,5097,304
Arkansas,Nevada,103244.53125,Dollars/store,5099,307
Arkansas,Newton,92148.5390625,Dollars/store,5101,311
Arkansas,Ouachita,86365.6640625,Dollars/store,5103,316
Arkansas,Perry,79195.7578125,Dollars/store,5105,318
Arkansas,Phillips,221857.859375,Dollars/store,5107,322
Arkansas,Pike,120311.546875,Dollars/store,5109,327
Arkansas,Poinsett,147317.65625,Dollars/store,5111,333
Arkansas,Polk,160278.984375,Dollars/store,5113,337
Arkansas,Pope,147702.765625,Dollars/store,5115,340
Arkansas,Prairie,41474.35546875,Dollars/store,5117,345
Arkansas,Pulaski,163362.296875,Dollars/store,5119,350
Arkansas,Randolph,216654.828125,Dollars/store,5121,353
Arkansas,St. Francis,160976.890625,Dollars/store,5123,357
Arkansas,Saline,106560.234375,Dollars/store,5125,360
Arkansas,Scott,65442.54296875,Dollars/store,5127,364
Arkansas,Searcy,54178.65625,Dollars/store,5129,372
Arkansas,Sebastian,190063.078125,Dollars/store,5131,378
Arkansas,Sevier,220148.984375,Dollars/store,5133,390
Arkansas,Sharp,93061.359375,Dollars/store,5135,394
Arkansas,Stone,91999.125,Dollars/store,5137,399
Arkansas,Union,150774.328125,Dollars/store,5139,403
Arkansas,Van Buren,61256.875,Dollars/store,5141,407
Arkansas,Washington,140219.40625,Dollars/store,5143,417
Arkansas,White,115572.6015625,Dollars/store,5145,428
Arkansas,Woodruff,61924.640625,Dollars/store,5147,435
Arkansas,Yell,186317.5,Dollars/store,5149,438
California,Alameda,160610.796875,Dollars/store,6001,457
California,Alpine,0,Dollars/store,6003,461
California,Amador,51519.65625,Dollars/store,6005,472
California,Butte,175220.65625,Dollars/store,6007,486
California,Calaveras,53527.875,Dollars/store,6009,489
California,Colusa,112775.4375,Dollars/store,6011,497
California,Contra Costa,140962.875,Dollars/store,6013,503
California,Del Norte,339032.75,Dollars/store,6015,511
California,El Dorado,69678.6875,Dollars/store,6017,522
California,Fresno,193304.90625,Dollars/store,6019,527
California,Glenn,138724.59375,Dollars/store,6021,537
California,Humboldt,93751.2734375,Dollars/store,6023,551
California,Imperial,194788.515625,Dollars/store,6025,557
California,Inyo,159781.8125,Dollars/store,6027,562
California,Kern,195900.140625,Dollars/store,6029,84
California,Kings,254135.71875,Dollars/store,6031,94
California,Lake,120570.2734375,Dollars/store,6033,100
California,Lassen,136391.421875,Dollars/store,6035,104
California,Los Angeles,225084.984375,Dollars/store,6037,139
California,Madera,226056.375,Dollars/store,6039,153
California,Marin,103633.09375,Dollars/store,6041,168
California,Mariposa,139705.1875,Dollars/store,6043,178
California,Mendocino,148765.90625,Dollars/store,6045,190
California,Merced,186959.25,Dollars/store,6047,204
California,Modoc,27617.935546875,Dollars/store,6049,207
California,Mono,81193.0703125,Dollars/store,6051,214
California,Monterey,210586.0,Dollars/store,6053,228
California,Napa,114275.109375,Dollars/store,6055,236
California,Nevada,63752.43359375,Dollars/store,6057,243
California,Orange,152214.8125,Dollars/store,6059,257
California,Placer,54308.921875,Dollars/store,6061,266
California,Plumas,44403.875,Dollars/store,6063,275
California,Riverside,235920.65625,Dollars/store,6065,281
California,Sacramento,204735.3125,Dollars/store,6067,289
California,San Benito,175986.921875,Dollars/store,6069,295
California,San Bernardino,253144.484375,Dollars/store,6071,302
California,San Diego,167535.0625,Dollars/store,6073,315
California,San Francisco,152691.140625,Dollars/store,6075,331
California,San Joaquin,248323.375,Dollars/store,6077,339
California,San Luis Obispo,72283.40625,Dollars/store,6079,351
California,San Mateo,115353.2734375,Dollars/store,6081,368
California,Santa Barbara,194622.5625,Dollars/store,6083,391
California,Santa Clara,136758.5625,Dollars/store,6085,406
California,Santa Cruz,194269.265625,Dollars/store,6087,415
California,Shasta,186382.6875,Dollars/store,6089,431
California,Sierra,20850.990234375,Dollars/store,6091,439
California,Siskiyou,68539.28125,Dollars/store,6093,446
California,Solano,136572.421875,Dollars/store,6095,453
California,Sonoma,113455.875,Dollars/store,6097,463
California,Stanislaus,155843.96875,Dollars/store,6099,473
California,Sutter,199629.796875,Dollars/store,6101,483
California,Tehama,244790.78125,Dollars/store,6103,492
California,Trinity,52938.88671875,Dollars/store,6105,500
California,Tulare,211102.5,Dollars/store,6107,501
California,Tuolumne,86924.5859375,Dollars/store,6109,513
California,Ventura,117795.2265625,Dollars/store,6111,521
California,Yolo,111365.15625,Dollars/store,6113,525
California,Yuba,173041.375,Dollars/store,6115,541
Colorado,Adams,225710.6875,Dollars/store,8001,545
Colorado,Alamosa,143980.359375,Dollars/store,8003,549
Colorado,Arapahoe,152297.34375,Dollars/store,8005,558
Colorado,Archuleta,45242.6796875,Dollars/store,8007,560
Colorado,Baca,20489.490234375,Dollars/store,8009,563
Colorado,Bent,57344.3984375,Dollars/store,8011,564
Colorado,Boulder,88487.03125,Dollars/store,8013,570
Colorado,Broomfield,85917.765625,Dollars/store,8014,577
Colorado,Chaffee,28865.7890625,Dollars/store,8015,582
Colorado,Cheyenne,17861.150390625,Dollars/store,8017,587
Colorado,Clear Creek,18021.310546875,Dollars/store,8019,591
Colorado,Conejos,29372.845703125,Dollars/store,8021,596
Colorado,Costilla,10741.830078125,Dollars/store,8023,599
Colorado,Crowley,54179.7890625,Dollars/store,8025,605
Colorado,Custer,7287.18017578125,Dollars/store,8027,610
Colorado,Delta,64829.53515625,Dollars/store,8029,617
Colorado,Denver,195179.109375,Dollars/store,8031,628
Colorado,Dolores,7164.0498046875,Dollars/store,8033,636
Colorado,Douglas,36259.68359375,Dollars/store,8035,644
Colorado,Eagle,68513.140625,Dollars/store,8037,648
Colorado,Elbert,28686.83984375,Dollars/store,8039,655
Colorado,El Paso,198229.140625,Dollars/store,8041,661
Colorado,Fremont,102819.859375,Dollars/store,8043,664
Colorado,Garfield,98549.53125,Dollars/store,8045,667
Colorado,Gilpin,0,Dollars/store,8047,672
Colorado,Grand,27982.42578125,Dollars/store,8049,677
Colorado,Gunnison,55359.3203125,Dollars/store,8051,682
Colorado,Hinsdale,0,Dollars/store,8053,688
Colorado,Huerfano,42579.4765625,Dollars/store,8055,693
Colorado,Jackson,8555.169921875,Dollars/store,8057,701
Colorado,Jefferson,139445.5,Dollars/store,8059,706
Colorado,Kiowa,8028.8701171875,Dollars/store,8061,711
Colorado,Kit Carson,51495.26953125,Dollars/store,8063,716
Colorado,Lake,84322.7578125,Dollars/store,8065,721
Colorado,La Plata,84057.515625,Dollars/store,8067,727
Colorado,Larimer,92068.1015625,Dollars/store,8069,734
Colorado,Las Animas,76921.6171875,Dollars/store,8071,741
Colorado,Lincoln,30098.814453125,Dollars/store,8073,747
Colorado,Logan,105309.3515625,Dollars/store,8075,749
Colorado,Mesa,129127.6171875,Dollars/store,8077,751
Colorado,Mineral,0,Dollars/store,8079,757
Colorado,Moffat,119850.8671875,Dollars/store,8081,758
Colorado,Montezuma,7861.419921875,Dollars/store,8083,766
Colorado,Montrose,115128.890625,Dollars/store,8085,769
Colorado,Morgan,146021.03125,Dollars/store,8087,775
Colorado,Otero,110285.515625,Dollars/store,8089,777
Colorado,Ouray,2897.635009765625,Dollars/store,8091,780
Colorado,Park,10670.1201171875,Dollars/store,8093,782
Colorado,Phillips,43713.71875,Dollars/store,8095,785
Colorado,Pitkin,11420.490234375,Dollars/store,8097,789
Colorado,Prowers,86558.8125,Dollars/store,8099,792
Colorado,Pueblo,168613.0625,Dollars/store,8101,795
Colorado,Rio Blanco,23440.810546875,Dollars/store,8103,799
Colorado,Rio Grande,62490.6875,Dollars/store,8105,802
Colorado,Routt,34396.28515625,Dollars/store,8107,809
Colorado,Saguache,70572.6015625,Dollars/store,8109,811
Colorado,San Juan,0,Dollars/store,8111,347
Colorado,San Miguel,16926.98046875,Dollars/store,8113,359
Colorado,Sedgwick,33970.98828125,Dollars/store,8115,366
Colorado,Summit,44915.109375,Dollars/store,8117,373
Colorado,Teller,39876.38671875,Dollars/store,8119,375
Colorado,Washington,25633.9609375,Dollars/store,8121,377
Colorado,Weld,219007.328125,Dollars/store,8123,382
Colorado,Yuma,76159.6328125,Dollars/store,8125,385
Connecticut,Fairfield,66071.7109375,Dollars/store,9001,410
Connecticut,Hartford,50754.67578125,Dollars/store,9003,432
Connecticut,Litchfield,43567.47265625,Dollars/store,9005,443
Connecticut,Middlesex,43217.90234375,Dollars/store,9007,450
Connecticut,New Haven,68144.9921875,Dollars/store,9009,466
Connecticut,New London,66713.6796875,Dollars/store,9011,517
Connecticut,Tolland,33914.61328125,Dollars/store,9013,524
Connecticut,Windham,60580.796875,Dollars/store,9015,529
Delaware,Kent,121282.609375,Dollars/store,10001,532
Delaware,New Castle,126586.7421875,Dollars/store,10003,536
Delaware,Sussex,85456.8203125,Dollars/store,10005,609
District of Columbia,District of Columbia,243720.765625,Dollars/store,11001,630
Florida,Alachua,140187.96875,Dollars/store,12001,639
Florida,Baker,224746.734375,Dollars/store,12003,641
Florida,Bay,140231.3125,Dollars/store,12005,658
Florida,Bradford,174246.0,Dollars/store,12007,665
Florida,Brevard,144592.390625,Dollars/store,12009,686
Florida,Broward,190530.265625,Dollars/store,12011,695
Florida,Calhoun,92658.6015625,Dollars/store,12013,699
Florida,Charlotte,98170.828125,Dollars/store,12015,743
Florida,Citrus,107487.0625,Dollars/store,12017,843
Florida,Clay,117770.0234375,Dollars/store,12019,852
Florida,Collier,164316.34375,Dollars/store,12021,894
Florida,Columbia,221047.96875,Dollars/store,12023,903
Florida,DeSoto,187558.953125,Dollars/store,12027,906
Florida,Dixie,69132.328125,Dollars/store,12029,918
Florida,Duval,173592.9375,Dollars/store,12031,924
Florida,Escambia,174890.859375,Dollars/store,12033,931
Florida,Flagler,120353.9296875,Dollars/store,12035,935
Florida,Franklin,37984.66796875,Dollars/store,12037,937
Florida,Gadsden,202822.484375,Dollars/store,12039,938
Florida,Gilchrist,46357.5546875,Dollars/store,12041,939
Florida,Glades,0,Dollars/store,12043,940
Florida,Gulf,64220.3515625,Dollars/store,12045,941
Florida,Hamilton,92366.8984375,Dollars/store,12047,942
Florida,Hardee,147109.59375,Dollars/store,12049,943
Florida,Hendry,318895.0,Dollars/store,12051,944
Florida,Hernando,148426.28125,Dollars/store,12053,945
Florida,Highlands,209664.890625,Dollars/store,12055,946
Florida,Hillsborough,169442.3125,Dollars/store,12057,947
Florida,Holmes,132783.96875,Dollars/store,12059,948
Florida,Indian River,130273.390625,Dollars/store,12061,949
Florida,Jackson,145683.203125,Dollars/store,12063,950
Florida,Jefferson,102411.828125,Dollars/store,12065,951
Florida,Lafayette,65676.7265625,Dollars/store,12067,952
Florida,Lake,161366.890625,Dollars/store,12069,953
Florida,Lee,159199.8125,Dollars/store,12071,954
Florida,Leon,151697.65625,Dollars/store,12073,955
Florida,Levy,179709.34375,Dollars/store,12075,956
Florida,Liberty,110209.796875,Dollars/store,12077,957
Florida,Madison,139281.1875,Dollars/store,12079,958
Florida,Manatee,181387.5625,Dollars/store,12081,959
Florida,Marion,171190.984375,Dollars/store,12083,960
Florida,Martin,97981.1015625,Dollars/store,12085,961
Florida,Miami-Dade,227649.078125,Dollars/store,12086,962
Florida,Monroe,87590.453125,Dollars/store,12087,963
Florida,Nassau,109447.5703125,Dollars/store,12089,964
Florida,Okaloosa,133670.78125,Dollars/store,12091,965
Florida,Okeechobee,235409.078125,Dollars/store,12093,966
Florida,Orange,212123.15625,Dollars/store,12095,967
Florida,Osceola,234365.09375,Dollars/store,12097,968
Florida,Palm Beach,161990.71875,Dollars/store,12099,969
Florida,Pasco,145826.78125,Dollars/store,12101,970
Florida,Pinellas,100080.7109375,Dollars/store,12103,971
Florida,Polk,261101.78125,Dollars/store,12105,972
Florida,Putnam,204209.359375,Dollars/store,12107,973
Florida,St. Johns,76262.828125,Dollars/store,12109,974
Florida,St. Lucie,234510.34375,Dollars/store,12111,975
Florida,Santa Rosa,146977.671875,Dollars/store,12113,976
Florida,Sarasota,69259.6484375,Dollars/store,12115,977
Florida,Seminole,131892.0625,Dollars/store,12117,978
Florida,Sumter,87961.5078125,Dollars/store,12119,979
Florida,Suwannee,187441.1875,Dollars/store,12121,980
Florida,Taylor,133615.96875,Dollars/store,12123,981
Florida,Union,124130.8515625,Dollars/store,12125,982
Florida,Volusia,140019.9375,Dollars/store,12127,983
Florida,Wakulla,118829.109375,Dollars/store,12129,984
Florida,Walton,90527.7265625,Dollars/store,12131,985
Florida,Washington,151499.625,Dollars/store,12133,986
Georgia,Appling,115195.6640625,Dollars/store,13001,987
Georgia,Atkinson,99719.84375,Dollars/store,13003,988
Georgia,Bacon,76297.03125,Dollars/store,13005,989
Georgia,Baker,29136.98046875,Dollars/store,13007,990
Georgia,Baldwin,114773.09375,Dollars/store,13009,991
Georgia,Banks,0,Dollars/store,13011,992
Georgia,Barrow,83966.8984375,Dollars/store,13013,993
Georgia,Bartow,129205.2109375,Dollars/store,13015,994
Georgia,Ben Hill,154435.234375,Dollars/store,13017,995
Georgia,Berrien,255402.046875,Dollars/store,13019,996
Georgia,Bibb,141771.859375,Dollars/store,13021,997
Georgia,Bleckley,77149.7734375,Dollars/store,13023,998
Georgia,Brantley,125605.546875,Dollars/store,13025,999
Georgia,Brooks,106572.8125,Dollars/store,13027,565
Georgia,Bryan,75256.4140625,Dollars/store,13029,573
Georgia,Bulloch,156162.59375,Dollars/store,13031,579
Georgia,Burke,105594.0625,Dollars/store,13033,583
Georgia,Butts,106123.515625,Dollars/store,13035,588
Georgia,Calhoun,54482.0390625,Dollars/store,13037,592
Georgia,Camden,131092.921875,Dollars/store,13039,603
Georgia,Candler,300728.65625,Dollars/store,13043,616
Georgia,Carroll,109354.015625,Dollars/store,13045,620
Georgia,Catoosa,84048.7421875,Dollars/store,13047,626
Georgia,Charlton,183480.890625,Dollars/store,13049,635
Georgia,Chatham,104406.296875,Dollars/store,13051,646
Georgia,Chattahoochee,220980.4375,Dollars/store,13053,656
Georgia,Chattooga,83713.7109375,Dollars/store,13055,659
Georgia,Cherokee,72410.640625,Dollars/store,13057,662
Georgia,Clarke,96112.6796875,Dollars/store,13059,666
Georgia,Clay,29035.130859375,Dollars/store,13061,670
Georgia,Clayton,185751.421875,Dollars/store,13063,673
Georgia,Clinch,191513.453125,Dollars/store,13065,676
Georgia,Cobb,87602.8671875,Dollars/store,13067,680
Georgia,Coffee,149549.90625,Dollars/store,13069,684
Georgia,Colquitt,151851.75,Dollars/store,13071,689
Georgia,Columbia,56652.203125,Dollars/store,13073,692
Georgia,Cook,121976.3828125,Dollars/store,13075,697
Georgia,Coweta,85271.5078125,Dollars/store,13077,700
Georgia,Crawford,16952.380859375,Dollars/store,13079,704
Georgia,Crisp,124618.578125,Dollars/store,13081,707
Georgia,Dade,48709.05078125,Dollars/store,13083,708
Georgia,Dawson,91160.4375,Dollars/store,13085,713
Georgia,Decatur,115159.2421875,Dollars/store,13087,714
Georgia,DeKalb,158186.125,Dollars/store,13089,718
Georgia,Dodge,122242.84375,Dollars/store,13091,720
Georgia,Dooly,76935.8125,Dollars/store,13093,724
Georgia,Dougherty,136608.921875,Dollars/store,13095,728
Georgia,Douglas,216838.28125,Dollars/store,13097,731
Georgia,Early,76766.09375,Dollars/store,13099,735
Georgia,Echols,28401.830078125,Dollars/store,13101,737
Georgia,Effingham,129429.0703125,Dollars/store,13103,742
Georgia,Elbert,75565.390625,Dollars/store,13105,746
Georgia,Emanuel,209489.015625,Dollars/store,13107,750
Georgia,Evans,158593.59375,Dollars/store,13109,754
Georgia,Fannin,46561.265625,Dollars/store,13111,755
Georgia,Fayette,63813.04296875,Dollars/store,13113,760
Georgia,Floyd,113142.953125,Dollars/store,13115,764
Georgia,Forsyth,34134.796875,Dollars/store,13117,768
Georgia,Franklin,69376.9296875,Dollars/store,13119,772
Georgia,Fulton,352473.65625,Dollars/store,13121,779
Georgia,Gilmer,104918.2109375,Dollars/store,13123,781
Georgia,Glascock,0,Dollars/store,13125,783
Georgia,Glynn,114631.5,Dollars/store,13127,793
Georgia,Gordon,160330.90625,Dollars/store,13129,796
Georgia,Grady,120955.40625,Dollars/store,13131,797
Georgia,Greene,89279.34375,Dollars/store,13133,800
Georgia,Gwinnett,134951.65625,Dollars/store,13135,804
Georgia,Habersham,106755.3984375,Dollars/store,13137,806
Georgia,Hall,140255.15625,Dollars/store,13139,808
Georgia,Hancock,103506.0234375,Dollars/store,13141,810
Georgia,Haralson,65632.2578125,Dollars/store,13143,813
Georgia,Harris,31161.310546875,Dollars/store,13145,814
Georgia,Hart,100227.875,Dollars/store,13147,816
Georgia,Heard,70027.71875,Dollars/store,13149,817
Georgia,Henry,106610.2578125,Dollars/store,13151,820
Georgia,Houston,130121.40625,Dollars/store,13153,823
Georgia,Irwin,105743.921875,Dollars/store,13155,825
Georgia,Jackson,95836.75,Dollars/store,13157,828
Georgia,Jasper,55428.08984375,Dollars/store,13159,830
Georgia,Jeff Davis,111373.4375,Dollars/store,13161,832
Georgia,Jefferson,65010.0234375,Dollars/store,13163,834
Georgia,Jenkins,150511.515625,Dollars/store,13165,835
Georgia,Johnson,74540.359375,Dollars/store,13167,837
Georgia,Jones,79832.25,Dollars/store,13169,839
Georgia,Lamar,87994.875,Dollars/store,13171,841
Georgia,Lanier,101304.5625,Dollars/store,13173,845
Georgia,Laurens,192948.078125,Dollars/store,13175,847
Georgia,Lee,121792.4453125,Dollars/store,13177,849
Georgia,Liberty,282145.40625,Dollars/store,13179,855
Georgia,Lincoln,89204.421875,Dollars/store,13181,857
Georgia,Long,58734.19921875,Dollars/store,13183,860
Georgia,Lowndes,193249.609375,Dollars/store,13185,863
Georgia,Lumpkin,68868.2578125,Dollars/store,13187,865
Georgia,McDuffie,113763.765625,Dollars/store,13189,868
Georgia,McIntosh,95712.4140625,Dollars/store,13191,871
Georgia,Macon,76287.40625,Dollars/store,13193,874
Georgia,Madison,85546.921875,Dollars/store,13195,875
Georgia,Marion,27343.36328125,Dollars/store,13197,877
Georgia,Meriwether,113614.5,Dollars/store,13199,879
Georgia,Miller,43212.1796875,Dollars/store,13201,881
Georgia,Mitchell,79164.25,Dollars/store,13205,883
Georgia,Monroe,83363.3828125,Dollars/store,13207,885
Georgia,Montgomery,75178.0,Dollars/store,13209,887
Georgia,Morgan,129764.3828125,Dollars/store,13211,890
Georgia,Murray,147282.234375,Dollars/store,13213,892
Georgia,Muscogee,162606.1875,Dollars/store,13215,896
Georgia,Newton,149407.359375,Dollars/store,13217,899
