State,County,Households no car & low access to store 2015 (LACCESS_HHNV15),Units,FIPS,FID
Alaska,Bristol Bay,41.4497488159773,Count,2060,423
Alaska,Denali,3.6258639036166,Count,2068,426
Alaska,Dillingham,541.420081191778,Count,2070,445
Alaska,Fairbanks North Star,819.000729180418,Count,2090,454
Alaska,Haines,30.8269270081364,Count,2100,462
Alaska,Hoonah-Angoon,262.316550485566,Count,2105,476
Alaska,Juneau,326.653642123168,Count,2110,482
Alaska,Kenai Peninsula,868.915872852651,Count,2122,494
Alaska,Ketchikan Gateway,48.4210273667322,Count,2130,514
Alaska,Kodiak Island,95.646433004438,Count,2150,533
Alaska,Lake and Peninsula,272.047408252709,Count,2164,544
Alaska,Matanuska-Susitna,740.73727483423,Count,2170,556
Alaska,Nome,1293.65551311143,Count,2180,571
Alaska,North Slope,584.721397129971,Count,2185,614
Alaska,Northwest Arctic,829.841423523636,Count,2188,638
Alaska,Petersburg,22.2410129638183,Count,2195,645
Alaska,Prince of Wales-Hyder,274.647037862395,Count,2198,669
Alaska,Sitka,121.712503270172,Count,2220,679
Alaska,Skagway,2.50365889067312,Count,2230,683
Alaska,Southeast Fairbanks,189.24522106093,Count,2240,690
Alaska,Valdez-Cordova,181.928783386223,Count,2261,710
Alaska,Wade Hampton,1057.51176784629,Count,2270,725
Alaska,Wrangell,20.0683580829032,Count,2275,733
Alaska,Yakutat,26.4905662816472,Count,2282,744
Alaska,Yukon-Koyukuk,1116.94426045579,Count,2290,753
Arizona,Apache,2540.05173784933,Count,4001,761
Arizona,Cochise,1453.67292917799,Count,4003,763
Arizona,Coconino,1513.25805858422,Count,4005,771
Arizona,Gila,936.403970914993,Count,4007,787
Arizona,Graham,451.074729636876,Count,4009,0
Arizona,Greenlee,129.133589317193,Count,4011,1
Arizona,La Paz,514.626397910328,Count,4012,3
Arizona,Maricopa,13845.220204278,Count,4013,9
Arizona,Mohave,2535.99573520212,Count,4015,15
Arizona,Navajo,2682.21614819131,Count,4017,17
Arizona,Pima,5048.25113815903,Count,4019,21
Arizona,Pinal,2958.56291387259,Count,4021,26
Arizona,Santa Cruz,298.317668565749,Count,4023,32
Arizona,Yavapai,2117.23181606121,Count,4025,35
Arizona,Yuma,829.360042164884,Count,4027,42
Arkansas,Arkansas,371.382154346694,Count,5001,46
Arkansas,Ashley,278.886379083437,Count,5003,50
Arkansas,Baxter,491.33482245601,Count,5005,54
Arkansas,Benton,1025.77840934115,Count,5007,59
Arkansas,Boone,405.476914636067,Count,5009,62
Arkansas,Bradley,161.767196412292,Count,5011,68
Arkansas,Calhoun,141.191394352521,Count,5013,72
Arkansas,Carroll,336.271477008138,Count,5015,74
Arkansas,Chicot,586.774708982443,Count,5017,77
Arkansas,Clark,314.65072308631,Count,5019,86
Arkansas,Clay,131.655687703198,Count,5021,93
Arkansas,Cleburne,274.369416556482,Count,5023,97
Arkansas,Cleveland,83.5480112137439,Count,5025,103
Arkansas,Columbia,294.149385880942,Count,5027,107
Arkansas,Conway,352.35149742813,Count,5029,109
Arkansas,Craighead,955.717475283173,Count,5031,114
Arkansas,Crawford,567.41232052951,Count,5033,115
Arkansas,Crittenden,507.967515528755,Count,5035,119
Arkansas,Cross,326.478456247983,Count,5037,124
Arkansas,Dallas,212.147883518101,Count,5039,128
Arkansas,Desha,360.500223667955,Count,5041,130
Arkansas,Drew,271.48549913137,Count,5043,136
Arkansas,Faulkner,988.484435284953,Count,5045,141
Arkansas,Franklin,218.13356554861,Count,5047,144
Arkansas,Fulton,155.593629902575,Count,5049,146
Arkansas,Garland,1205.92346838357,Count,5051,151
Arkansas,Grant,170.482011658703,Count,5053,155
Arkansas,Greene,355.345441762949,Count,5055,162
Arkansas,Hempstead,386.494317453619,Count,5057,172
Arkansas,Hot Spring,291.67683520388,Count,5059,184
Arkansas,Howard,194.7695567163,Count,5061,191
Arkansas,Independence,428.279881372802,Count,5063,200
Arkansas,Izard,202.842166486651,Count,5065,203
Arkansas,Jackson,359.365012955195,Count,5067,209
Arkansas,Jefferson,696.016210687628,Count,5069,213
Arkansas,Johnson,315.162923946008,Count,5071,218
Arkansas,Lafayette,267.147903463449,Count,5073,222
Arkansas,Lawrence,197.547082302513,Count,5075,230
Arkansas,Lee,399.666015485197,Count,5077,237
Arkansas,Lincoln,408.615736542431,Count,5079,244
Arkansas,Little River,261.255703646311,Count,5081,251
Arkansas,Logan,231.478986986556,Count,5083,258
Arkansas,Lonoke,699.733556765956,Count,5085,268
Arkansas,Madison,220.946615826407,Count,5087,277
Arkansas,Marion,233.985057421767,Count,5089,282
Arkansas,Miller,757.79943478776,Count,5091,287
Arkansas,Mississippi,634.393374351957,Count,5093,294
Arkansas,Monroe,234.70849686876,Count,5095,300
Arkansas,Montgomery,133.258340287147,Count,5097,304
Arkansas,Nevada,220.734213761513,Count,5099,307
Arkansas,Newton,150.795737316911,Count,5101,311
Arkansas,Ouachita,596.95798821595,Count,5103,316
Arkansas,Perry,193.741171088656,Count,5105,318
Arkansas,Phillips,799.628686958293,Count,5107,322
Arkansas,Pike,119.292002864597,Count,5109,327
Arkansas,Poinsett,648.702542861614,Count,5111,333
Arkansas,Polk,325.120878888136,Count,5113,337
Arkansas,Pope,571.37534742659,Count,5115,340
Arkansas,Prairie,152.344809200462,Count,5117,345
Arkansas,Pulaski,3357.73533326905,Count,5119,350
Arkansas,Randolph,395.859101698889,Count,5121,353
Arkansas,St. Francis,719.498996574579,Count,5123,357
Arkansas,Saline,1093.22034756753,Count,5125,360
Arkansas,Scott,110.678139601925,Count,5127,364
Arkansas,Searcy,157.719423873237,Count,5129,372
Arkansas,Sebastian,697.935575764031,Count,5131,378
Arkansas,Sevier,179.46555493548,Count,5133,390
Arkansas,Sharp,351.885581236747,Count,5135,394
Arkansas,Stone,252.79583370221,Count,5137,399
Arkansas,Union,570.713689521015,Count,5139,403
Arkansas,Van Buren,293.337495674837,Count,5141,407
Arkansas,Washington,1254.2127791062,Count,5143,417
Arkansas,White,765.057984452408,Count,5145,428
Arkansas,Woodruff,313.093013476085,Count,5147,435
Arkansas,Yell,279.127360307441,Count,5149,438
California,Alameda,1350.43932257822,Count,6001,457
California,Alpine,9.32142846257478,Count,6003,461
California,Amador,349.029644697305,Count,6005,472
California,Butte,1771.20094997202,Count,6007,486
California,Calaveras,500.266308586676,Count,6009,489
California,Colusa,115.829932520561,Count,6011,497
California,Contra Costa,2914.09554392168,Count,6013,503
California,Del Norte,288.387846854973,Count,6015,511
California,El Dorado,1549.22974209164,Count,6017,522
California,Fresno,2919.66392780681,Count,6019,527
California,Glenn,242.322401869887,Count,6021,537
California,Humboldt,900.86285548259,Count,6023,551
California,Imperial,883.551589904222,Count,6025,557
California,Inyo,230.959443649035,Count,6027,562
California,Kern,2932.19149878271,Count,6029,84
California,Kings,379.826362028746,Count,6031,94
California,Lake,963.093170939316,Count,6033,100
California,Lassen,185.563437257047,Count,6035,104
California,Los Angeles,8300.31962886883,Count,6037,139
California,Madera,958.423627141368,Count,6039,153
California,Marin,428.348803567132,Count,6041,168
California,Mariposa,202.303428448821,Count,6043,178
California,Mendocino,888.52641100706,Count,6045,190
California,Merced,1037.39950207663,Count,6047,204
California,Modoc,114.937169398266,Count,6049,207
California,Mono,109.909587489068,Count,6051,214
California,Monterey,940.124263105106,Count,6053,228
California,Napa,328.705076161275,Count,6055,236
California,Nevada,684.791764206088,Count,6057,243
California,Orange,2596.61915038776,Count,6059,257
California,Placer,1501.47528692608,Count,6061,266
California,Plumas,294.584693515298,Count,6063,275
California,Riverside,7404.12210874069,Count,6065,281
California,Sacramento,4281.28219275237,Count,6067,289
California,San Benito,211.876124550731,Count,6069,295
California,San Bernardino,7788.8676854144,Count,6071,302
California,San Diego,4788.30881765847,Count,6073,315
California,San Francisco,363.303286039682,Count,6075,331
California,San Joaquin,1926.33377123422,Count,6077,339
California,San Luis Obispo,1008.53007819577,Count,6079,351
California,San Mateo,852.251168191427,Count,6081,368
California,Santa Barbara,1003.9556039766,Count,6083,391
California,Santa Clara,1699.66980373795,Count,6085,406
California,Santa Cruz,818.950823850809,Count,6087,415
California,Shasta,1710.36920305844,Count,6089,431
California,Sierra,23.2912968225704,Count,6091,439
California,Siskiyou,631.949989389779,Count,6093,446
California,Solano,1225.18643991541,Count,6095,453
California,Sonoma,1902.01899260324,Count,6097,463
California,Stanislaus,1690.27138705649,Count,6099,473
California,Sutter,412.546908975084,Count,6101,483
California,Tehama,544.81038298226,Count,6103,492
California,Trinity,119.005300772578,Count,6105,500
California,Tulare,1998.52402532735,Count,6107,501
California,Tuolumne,758.94668638236,Count,6109,513
California,Ventura,1889.11909082126,Count,6111,521
California,Yolo,382.013047274813,Count,6113,525
California,Yuba,642.741430565142,Count,6115,541
Colorado,Adams,1087.38735110312,Count,8001,545
Colorado,Alamosa,95.1792117496157,Count,8003,549
Colorado,Arapahoe,847.376120644996,Count,8005,558
Colorado,Archuleta,104.721104296902,Count,8007,560
Colorado,Baca,11.9621781158733,Count,8009,563
Colorado,Bent,33.7658569292168,Count,8011,564
Colorado,Boulder,944.715305667443,Count,8013,570
Colorado,Broomfield,220.685308311834,Count,8014,577
Colorado,Chaffee,63.2146690086988,Count,8015,582
Colorado,Cheyenne,8.15357441638395,Count,8017,587
Colorado,Clear Creek,45.2121205699201,Count,8019,591
Colorado,Conejos,117.885334766746,Count,8021,596
Colorado,Costilla,155.170217257135,Count,8023,599
Colorado,Crowley,55.9727056009483,Count,8025,605
Colorado,Custer,56.7891460389379,Count,8027,610
Colorado,Delta,194.814998949846,Count,8029,617
Colorado,Denver,2141.73661351316,Count,8031,628
Colorado,Dolores,39.0746214622352,Count,8033,636
Colorado,Douglas,746.518541024659,Count,8035,644
Colorado,Eagle,144.660191231666,Count,8037,648
Colorado,Elbert,191.295046085009,Count,8039,655
Colorado,El Paso,2680.12088423596,Count,8041,661
Colorado,Fremont,374.050895693144,Count,8043,664
Colorado,Garfield,324.030293350157,Count,8045,667
Colorado,Gilpin,134.721886300582,Count,8047,672
Colorado,Grand,52.7254682760392,Count,8049,677
Colorado,Gunnison,72.6520448481846,Count,8051,682
Colorado,Hinsdale,2.19095136984013,Count,8053,688
Colorado,Huerfano,70.4599693035316,Count,8055,693
Colorado,Jackson,21.4679221066549,Count,8057,701
Colorado,Jefferson,1670.68417158444,Count,8059,706
Colorado,Kiowa,19.0269999315825,Count,8061,711
Colorado,Kit Carson,26.6516409245434,Count,8063,716
Colorado,Lake,21.4116675655998,Count,8065,721
Colorado,La Plata,285.974211664016,Count,8067,727
Colorado,Larimer,1078.15987103897,Count,8069,734
Colorado,Las Animas,171.081400795161,Count,8071,741
Colorado,Lincoln,28.9967250063784,Count,8073,747
Colorado,Logan,174.042723548651,Count,8075,749
Colorado,Mesa,783.30703187558,Count,8077,751
Colorado,Mineral,3.10821276189263,Count,8079,757
Colorado,Moffat,21.6237313485551,Count,8081,758
Colorado,Montezuma,234.094761957325,Count,8083,766
Colorado,Montrose,294.126040454983,Count,8085,769
Colorado,Morgan,144.253209299435,Count,8087,775
Colorado,Otero,304.94327436621,Count,8089,777
Colorado,Ouray,50.0303087279068,Count,8091,780
Colorado,Park,162.170069515104,Count,8093,782
Colorado,Phillips,36.3935945939337,Count,8095,785
Colorado,Pitkin,96.2963668549417,Count,8097,789
Colorado,Prowers,68.263037234688,Count,8099,792
Colorado,Pueblo,2033.56301248795,Count,8101,795
Colorado,Rio Blanco,13.2905247244271,Count,8103,799
Colorado,Rio Grande,148.874417468251,Count,8105,802
Colorado,Routt,136.409339912819,Count,8107,809
Colorado,Saguache,31.7440741134062,Count,8109,811
Colorado,San Juan,17.3017755919087,Count,8111,347
Colorado,San Miguel,32.257783817545,Count,8113,359
Colorado,Sedgwick,20.2143942702485,Count,8115,366
Colorado,Summit,226.692635217609,Count,8117,373
Colorado,Teller,157.077063157863,Count,8119,375
Colorado,Washington,25.6898095084375,Count,8121,377
Colorado,Weld,1055.61675815626,Count,8123,382
Colorado,Yuma,26.4576264786622,Count,8125,385
Connecticut,Fairfield,3769.40033759664,Count,9001,410
Connecticut,Hartford,4513.6985137227,Count,9003,432
Connecticut,Litchfield,1450.65862083742,Count,9005,443
Connecticut,Middlesex,1026.03117722494,Count,9007,450
Connecticut,New Haven,4983.77465152973,Count,9009,466
Connecticut,New London,3330.86444263,Count,9011,517
Connecticut,Tolland,1335.73872538036,Count,9013,524
Connecticut,Windham,1278.90781032693,Count,9015,529
Delaware,Kent,1385.4617813175,Count,10001,532
Delaware,New Castle,2211.11257440229,Count,10003,536
Delaware,Sussex,1927.57857283439,Count,10005,609
District of Columbia,District of Columbia,1227.16606889491,Count,11001,630
Florida,Alachua,2074.81210751926,Count,12001,639
Florida,Baker,249.098451636977,Count,12003,641
Florida,Bay,1151.64714284496,Count,12005,658
Florida,Bradford,446.225428893165,Count,12007,665
Florida,Brevard,4461.54747964348,Count,12009,686
Florida,Broward,2939.13672112827,Count,12011,695
Florida,Calhoun,204.740636075569,Count,12013,699
Florida,Charlotte,1626.62259978179,Count,12015,743
Florida,Citrus,2149.92074137096,Count,12017,843
Florida,Clay,1295.80381667576,Count,12019,852
Florida,Collier,2755.7019985775,Count,12021,894
Florida,Columbia,972.601557375735,Count,12023,903
Florida,DeSoto,280.606111997245,Count,12027,906
Florida,Dixie,225.29038096982,Count,12029,918
Florida,Duval,5775.95918382974,Count,12031,924
Florida,Escambia,2387.10465899091,Count,12033,931
Florida,Flagler,913.009272384603,Count,12035,935
Florida,Franklin,153.956469041362,Count,12037,937
Florida,Gadsden,1389.52133642819,Count,12039,938
Florida,Gilchrist,321.040609934481,Count,12041,939
Florida,Glades,180.970932824801,Count,12043,940
Florida,Gulf,185.411911841222,Count,12045,941
Florida,Hamilton,267.186651684205,Count,12047,942
Florida,Hardee,459.354539570128,Count,12049,943
Florida,Hendry,324.163068881081,Count,12051,944
Florida,Hernando,2339.75346128623,Count,12053,945
Florida,Highlands,1298.39797194909,Count,12055,946
Florida,Hillsborough,6435.36533205294,Count,12057,947
Florida,Holmes,343.084310422528,Count,12059,948
Florida,Indian River,1498.78476978366,Count,12061,949
Florida,Jackson,801.492361089713,Count,12063,950
Florida,Jefferson,353.936444062855,Count,12065,951
Florida,Lafayette,120.4308006184,Count,12067,952
Florida,Lake,3835.00656368114,Count,12069,953
Florida,Lee,4716.86196783455,Count,12071,954
Florida,Leon,1654.5404845756,Count,12073,955
Florida,Levy,886.156950551632,Count,12075,956
Florida,Liberty,99.4005395205117,Count,12077,957
Florida,Madison,367.093433729747,Count,12079,958
Florida,Manatee,1547.70972514817,Count,12081,959
Florida,Marion,4396.22070273535,Count,12083,960
Florida,Martin,1042.29759226865,Count,12085,961
Florida,Miami-Dade,3047.23978387074,Count,12086,962
Florida,Monroe,601.622692846505,Count,12087,963
Florida,Nassau,691.628188811299,Count,12089,964
Florida,Okaloosa,1459.69432173012,Count,12091,965
Florida,Okeechobee,517.760871318345,Count,12093,966
Florida,Orange,4268.28139656153,Count,12095,967
Florida,Osceola,1597.48235301053,Count,12097,968
Florida,Palm Beach,4602.36495100053,Count,12099,969
Florida,Pasco,3610.79575557545,Count,12101,970
Florida,Pinellas,3706.72879927188,Count,12103,971
Florida,Polk,6547.70045855294,Count,12105,972
Florida,Putnam,1701.0765361931,Count,12107,973
Florida,St. Johns,1830.84760210777,Count,12109,974
Florida,St. Lucie,2071.77680784773,Count,12111,975
Florida,Santa Rosa,1402.73246473316,Count,12113,976
Florida,Sarasota,2276.23944603868,Count,12115,977
Florida,Seminole,1383.5700542865,Count,12117,978
Florida,Sumter,1167.65948632123,Count,12119,979
Florida,Suwannee,832.819601676631,Count,12121,980
Florida,Taylor,352.783977200912,Count,12123,981
Florida,Union,201.950380786066,Count,12125,982
Florida,Volusia,5391.78476653953,Count,12127,983
Florida,Wakulla,365.157036957346,Count,12129,984
Florida,Walton,829.93032349044,Count,12131,985
Florida,Washington,425.320959957096,Count,12133,986
Georgia,Appling,347.398490919347,Count,13001,987
Georgia,Atkinson,191.459906823441,Count,13003,988
Georgia,Bacon,164.909173669251,Count,13005,989
Georgia,Baker,121.490478998414,Count,13007,990
Georgia,Baldwin,671.6513877142,Count,13009,991
Georgia,Banks,330.403950044654,Count,13011,992
Georgia,Barrow,484.915659859473,Count,13013,993
Georgia,Bartow,1079.82084206911,Count,13015,994
Georgia,Ben Hill,582.62865122725,Count,13017,995
Georgia,Berrien,389.604631027839,Count,13019,996
Georgia,Bibb,1766.71474014653,Count,13021,997
Georgia,Bleckley,120.206621691652,Count,13023,998
Georgia,Brantley,292.365818419742,Count,13025,999
Georgia,Brooks,248.455428964016,Count,13027,565
Georgia,Bryan,231.210695379231,Count,13029,573
Georgia,Bulloch,718.272319539854,Count,13031,579
Georgia,Burke,488.791805322813,Count,13033,583
Georgia,Butts,202.110506370924,Count,13035,588
Georgia,Calhoun,161.679403855182,Count,13037,592
Georgia,Camden,653.578462548003,Count,13039,603
Georgia,Candler,231.518157986881,Count,13043,616
Georgia,Carroll,1304.39412415151,Count,13045,620
Georgia,Catoosa,372.682489351566,Count,13047,626
Georgia,Charlton,276.775889976454,Count,13049,635
Georgia,Chatham,1105.00374262868,Count,13051,646
Georgia,Chattahoochee,94.2942847713884,Count,13053,656
Georgia,Chattooga,277.007905200576,Count,13055,659
Georgia,Cherokee,941.685704627979,Count,13057,662
Georgia,Clarke,1333.06148191017,Count,13059,666
Georgia,Clay,354.012380878393,Count,13061,670
Georgia,Clayton,1994.00677780606,Count,13063,673
Georgia,Clinch,95.4509540160946,Count,13065,676
Georgia,Cobb,3657.10345578397,Count,13067,680
Georgia,Coffee,803.929887548943,Count,13069,684
Georgia,Colquitt,761.903434554939,Count,13071,689
Georgia,Columbia,460.121131516621,Count,13073,692
Georgia,Cook,219.271409325186,Count,13075,697
Georgia,Coweta,863.02281317295,Count,13077,700
Georgia,Crawford,222.350655635342,Count,13079,704
Georgia,Crisp,337.070073532528,Count,13081,707
Georgia,Dade,208.070614272007,Count,13083,708
Georgia,Dawson,176.637919084192,Count,13085,713
Georgia,Decatur,421.051995538077,Count,13087,714
Georgia,DeKalb,4322.85767974136,Count,13089,718
Georgia,Dodge,483.765189548204,Count,13091,720
Georgia,Dooly,232.12819886634,Count,13093,724
Georgia,Dougherty,1982.00204932177,Count,13095,728
Georgia,Douglas,1058.91328376678,Count,13097,731
Georgia,Early,378.422042499741,Count,13099,735
Georgia,Echols,56.3748749865719,Count,13101,737
Georgia,Effingham,459.859385266247,Count,13103,742
Georgia,Elbert,533.770980531086,Count,13105,746
Georgia,Emanuel,510.479088558133,Count,13107,750
Georgia,Evans,139.525998082454,Count,13109,754
Georgia,Fannin,357.723170869248,Count,13111,755
Georgia,Fayette,433.837787329289,Count,13113,760
Georgia,Floyd,1150.58861510335,Count,13115,764
Georgia,Forsyth,880.231169708166,Count,13117,768
Georgia,Franklin,384.560868734484,Count,13119,772
Georgia,Fulton,10719.4685480143,Count,13121,779
Georgia,Gilmer,541.625857323623,Count,13123,781
Georgia,Glascock,35.8147527058773,Count,13125,783
Georgia,Glynn,844.310160929666,Count,13127,793
Georgia,Gordon,578.495309778771,Count,13129,796
Georgia,Grady,512.072305859498,Count,13131,797
Georgia,Greene,281.113210775249,Count,13133,800
Georgia,Gwinnett,2133.07848455185,Count,13135,804
Georgia,Habersham,488.141422809721,Count,13137,806
Georgia,Hall,1490.84368319313,Count,13139,808
Georgia,Hancock,252.9895883241,Count,13141,810
Georgia,Haralson,405.672129869196,Count,13143,813
Georgia,Harris,210.629170862559,Count,13145,814
Georgia,Hart,404.644950405517,Count,13147,816
Georgia,Heard,187.717411909829,Count,13149,817
Georgia,Henry,1017.48588312948,Count,13151,820
Georgia,Houston,867.979954455206,Count,13153,823
Georgia,Irwin,61.2957367788165,Count,13155,825
Georgia,Jackson,841.483190316625,Count,13157,828
Georgia,Jasper,211.934401749249,Count,13159,830
Georgia,Jeff Davis,256.958137620109,Count,13161,832
Georgia,Jefferson,379.652685673411,Count,13163,834
Georgia,Jenkins,189.217398010859,Count,13165,835
Georgia,Johnson,227.598822192778,Count,13167,837
Georgia,Jones,319.430695321918,Count,13169,839
Georgia,Lamar,182.605420560451,Count,13171,841
Georgia,Lanier,162.234896960703,Count,13173,845
Georgia,Laurens,750.471045370322,Count,13175,847
Georgia,Lee,156.545171608765,Count,13177,849
Georgia,Liberty,784.094852434596,Count,13179,855
Georgia,Lincoln,206.051464883139,Count,13181,857
Georgia,Long,267.561183902934,Count,13183,860
Georgia,Lowndes,1111.83011791843,Count,13185,863
Georgia,Lumpkin,278.567136080098,Count,13187,865
Georgia,McDuffie,447.774810619981,Count,13189,868
Georgia,McIntosh,207.888795124845,Count,13191,871
Georgia,Macon,444.555312108189,Count,13193,874
Georgia,Madison,363.903402793069,Count,13195,875
Georgia,Marion,197.539406701344,Count,13197,877
Georgia,Meriwether,510.868250086927,Count,13199,879
Georgia,Miller,122.160713358056,Count,13201,881
Georgia,Mitchell,480.417070176297,Count,13205,883
Georgia,Monroe,491.568865213788,Count,13207,885
Georgia,Montgomery,120.27516444801,Count,13209,887
Georgia,Morgan,180.661253496078,Count,13211,890
Georgia,Murray,430.916009466591,Count,13213,892
Georgia,Muscogee,1779.72524857641,Count,13215,896
Georgia,Newton,784.836006114649,Count,13217,899
Georgia,Oconee,223.12665853361,Count,13219,901
Georgia,Oglethorpe,180.140235284024,Count,13221,905
Georgia,Paulding,915.162444724915,Count,13223,908
Georgia,Peach,418.493676287004,Count,13225,910
Georgia,Pickens,208.609997242155,Count,13227,912
Georgia,Pierce,263.618053794013,Count,13229,915
Georgia,Pike,180.050272078431,Count,13231,7
Georgia,Polk,603.098666423058,Count,13233,8
Georgia,Pulaski,134.317395612524,Count,13235,11
Georgia,Putnam,152.413477023267,Count,13237,13
Georgia,Quitman,93.048729896974,Count,13239,16
Georgia,Rabun,152.940091243189,Count,13241,18
Georgia,Randolph,452.090320160376,Count,13243,23
Georgia,Richmond,2979.78893076601,Count,13245,24
Georgia,Rockdale,516.301637445312,Count,13247,28
Georgia,Schley,96.4352615909586,Count,13249,31
Georgia,Screven,362.128249298377,Count,13251,34
Georgia,Seminole,105.406256423791,Count,13253,38
Georgia,Spalding,637.062837001271,Count,13255,41
Georgia,Stephens,396.747734287244,Count,13257,45
Georgia,Stewart,189.193943259149,Count,13259,48
Georgia,Sumter,793.387255476192,Count,13261,52
Georgia,Talbot,289.805675723321,Count,13263,57
Georgia,Taliaferro,110.863565212619,Count,13265,60
Georgia,Tattnall,555.837034766499,Count,13267,63
Georgia,Taylor,208.545238979357,Count,13269,69
Georgia,Telfair,267.769218324394,Count,13271,75
Georgia,Terrell,233.342461082586,Count,13273,78
Georgia,Thomas,945.639713927309,Count,13275,83
Georgia,Tift,520.801414634129,Count,13277,87
Georgia,Toombs,480.523656587557,Count,13279,91
Georgia,Towns,183.808062905266,Count,13281,95
Georgia,Treutlen,62.7527859915018,Count,13283,102
Georgia,Troup,905.304543143164,Count,13285,105
Georgia,Turner,77.392635513868,Count,13287,108
Georgia,Twiggs,306.244797262048,Count,13289,116
Georgia,Union,400.034169079687,Count,13291,120
Georgia,Upson,699.407113241879,Count,13293,123
Georgia,Walker,797.892954001997,Count,13295,126
Georgia,Walton,728.245650949996,Count,13297,127
Georgia,Ware,664.367907020463,Count,13299,132
Georgia,Warren,187.455017588231,Count,13301,135
Georgia,Washington,456.646379591329,Count,13303,143
Georgia,Wayne,625.485462337278,Count,13305,147
Georgia,Webster,87.2653847310392,Count,13307,149
Georgia,Wheeler,179.538107329519,Count,13309,154
Georgia,White,526.226798370843,Count,13311,157
Georgia,Whitfield,656.621279070931,Count,13313,159
Georgia,Wilcox,190.802847962875,Count,13315,163
Georgia,Wilkes,325.119130551343,Count,13317,167
Georgia,Wilkinson,236.460108476935,Count,13319,169
Georgia,Worth,358.242852645552,Count,13321,173
Hawaii,Hawaii,2036.93162361877,Count,15001,198
Hawaii,Honolulu,3637.23610787285,Count,15003,234
Hawaii,Kalawao,12.0000000540495,Count,15005,247
Hawaii,Kauai,436.055691772077,Count,15007,261
