State,County,Hispanic ethnicity low access to store 2015 (LACCESS_HISP15),Units,FIPS,FID
Georgia,Haralson,28.9017541576177,Count,13143,813
Georgia,Harris,2.51796429604292,Count,13145,814
Georgia,Hart,80.0342435240846,Count,13147,816
Georgia,Heard,8.47515521146124,Count,13149,817
Georgia,Henry,3533.15312588937,Count,13151,820
Georgia,Houston,3104.10041117428,Count,13153,823
Georgia,Irwin,29.8132805679449,Count,13155,825
Georgia,Jackson,261.123487979698,Count,13157,828
Georgia,Jasper,185.486638056625,Count,13159,830
Georgia,Jeff Davis,108.762418970116,Count,13161,832
Georgia,Jefferson,5.48507293779403,Count,13163,834
Georgia,Jenkins,9.84733602420602,Count,13165,835
Georgia,Johnson,36.6888431548141,Count,13167,837
Georgia,Jones,27.2583859358319,Count,13169,839
Georgia,Lamar,20.0971037926183,Count,13171,841
Georgia,Lanier,30.0808315538452,Count,13173,845
Georgia,Laurens,84.30406217779,Count,13175,847
Georgia,Lee,73.9864689709239,Count,13177,849
Georgia,Liberty,3072.02244307703,Count,13179,855
Georgia,Lincoln,2.00000004470348,Count,13181,857
Georgia,Long,75.5384445923075,Count,13183,860
Georgia,Lowndes,1219.05701000109,Count,13185,863
Georgia,Lumpkin,84.3063564822078,Count,13187,865
Georgia,McDuffie,31.11354747513,Count,13189,868
Georgia,McIntosh,22.2350330289717,Count,13191,871
Georgia,Macon,101.174327404005,Count,13193,874
Georgia,Madison,45.9033110590681,Count,13195,875
Georgia,Marion,0.0,Count,13197,877
Georgia,Meriwether,25.4621216611995,Count,13199,879
Georgia,Miller,0.433858854790543,Count,13201,881
Georgia,Mitchell,149.046489929768,Count,13205,883
Georgia,Monroe,42.1021048015318,Count,13207,885
Georgia,Montgomery,40.1617079518296,Count,13209,887
Georgia,Morgan,60.4583769523888,Count,13211,890
Georgia,Murray,1025.17419860925,Count,13213,892
Georgia,Muscogee,3547.04234466457,Count,13215,896
Georgia,Newton,1294.20028631599,Count,13217,899
Georgia,Oconee,455.745685500166,Count,13219,901
Georgia,Oglethorpe,23.6962820919898,Count,13221,905
Georgia,Paulding,1827.33665806773,Count,13223,908
Georgia,Peach,254.45089849446,Count,13225,910
Georgia,Pickens,73.7340589064988,Count,13227,912
Georgia,Pierce,121.349510784447,Count,13229,915
Georgia,Pike,0.0,Count,13231,7
Georgia,Polk,476.333483401628,Count,13233,8
Georgia,Pulaski,18.4502875932958,Count,13235,11
Georgia,Putnam,13.0607243247769,Count,13237,13
Georgia,Quitman,13.3685245324414,Count,13239,16
Georgia,Rabun,0.847127185785212,Count,13241,18
Georgia,Randolph,27.4974791153572,Count,13243,23
Georgia,Richmond,3984.30700422307,Count,13245,24
Georgia,Rockdale,4037.25184319924,Count,13247,28
Georgia,Schley,0.0,Count,13249,31
Georgia,Screven,48.5394723849103,Count,13251,34
Georgia,Seminole,8.08274999167406,Count,13253,38
Georgia,Spalding,231.224144437849,Count,13255,41
Georgia,Stephens,70.3301396731695,Count,13257,45
Georgia,Stewart,10.5187889278961,Count,13259,48
Georgia,Sumter,217.812647192244,Count,13261,52
Georgia,Talbot,25.0000002765624,Count,13263,57
Georgia,Taliaferro,29.725543132844,Count,13265,60
Georgia,Tattnall,26.7012159324877,Count,13267,63
Georgia,Taylor,7.32265848270617,Count,13269,69
Georgia,Telfair,21.1094927433678,Count,13271,75
Georgia,Terrell,7.06757147610188,Count,13273,78
Georgia,Thomas,446.51452495687,Count,13275,83
Georgia,Tift,190.323836401598,Count,13277,87
Georgia,Toombs,497.704922532823,Count,13279,91
Georgia,Towns,0.0,Count,13281,95
Georgia,Treutlen,4.81718387198634,Count,13283,102
Georgia,Troup,328.792985987282,Count,13285,105
Georgia,Turner,10.1780442982172,Count,13287,108
Georgia,Twiggs,0.0,Count,13289,116
Georgia,Union,4.60618556564441,Count,13291,120
Georgia,Upson,167.765630195614,Count,13293,123
Georgia,Walker,348.59566296712,Count,13295,126
Georgia,Walton,513.97720003816,Count,13297,127
Georgia,Ware,566.09683972121,Count,13299,132
Georgia,Warren,0.489796549081802,Count,13301,135
Georgia,Washington,173.813141917749,Count,13303,143
Georgia,Wayne,445.927181643493,Count,13305,147
Georgia,Webster,0.232218965888023,Count,13307,149
